Date,Adj Close_VISHNU.NS,Close_VISHNU.NS,High_VISHNU.NS,Low_VISHNU.NS,Open_VISHNU.NS,Volume_VISHNU.NS,Date
2020-07-13,25.305461883544922,25.600000381469727,27.420000076293945,24.559999465942383,26.6200008392334,214185,2020-07-13
2020-07-20,26.264301300048828,26.56999969482422,29.329999923706055,25.25,25.649999618530273,1003945,2020-07-20
2020-07-27,25.503162384033203,25.799999237060547,27.799999237060547,25.350000381469727,26.239999771118164,405485,2020-07-27
2020-08-03,37.3453254699707,37.779998779296875,40.02000045776367,25.610000610351562,25.610000610351562,5571665,2020-08-03
2020-08-10,34.984649658203125,35.15999984741211,39.79999923706055,33.20000076293945,37.599998474121094,1653695,2020-08-10
2020-08-17,34.467247009277344,34.63999938964844,38.400001525878906,33.779998779296875,36.79999923706055,536215,2020-08-17
2020-08-24,32.70606994628906,32.869998931884766,35.400001525878906,32.540000915527344,35.400001525878906,186700,2020-08-24
2020-08-31,29.352876663208008,29.5,32.810001373291016,28.799999237060547,32.810001373291016,131365,2020-08-31
2020-09-07,29.193675994873047,29.34000015258789,30.0,27.709999084472656,29.389999389648438,115930,2020-09-07
2020-09-14,31.920013427734375,32.08000183105469,34.0,28.200000762939453,28.200000762939453,216040,2020-09-14
2020-09-21,30.24839210510254,30.399999618530273,33.29999923706055,28.809999465942383,32.08000183105469,76425,2020-09-21
2020-09-28,29.551883697509766,29.700000762939453,31.799999237060547,29.600000381469727,31.5,55030,2020-09-28
2020-10-05,29.62153434753418,29.770000457763672,30.889999389648438,28.610000610351562,29.799999237060547,133040,2020-10-05
2020-10-12,28.845422744750977,28.989999771118164,29.799999237060547,27.600000381469727,29.350000381469727,80700,2020-10-12
2020-10-19,31.342905044555664,31.5,31.799999237060547,28.600000381469727,28.600000381469727,146975,2020-10-19
2020-10-26,30.4473934173584,30.600000381469727,32.900001525878906,30.049999237060547,32.900001525878906,132520,2020-10-26
2020-11-02,32.34786605834961,32.5099983215332,33.0,29.700000762939453,30.600000381469727,140795,2020-11-02
2020-11-09,33.39263153076172,33.560001373291016,34.81999969482422,31.6299991607666,32.400001525878906,240805,2020-11-09
2020-11-16,33.452327728271484,33.619998931884766,35.20000076293945,32.29999923706055,33.06999969482422,169955,2020-11-16
2020-11-23,33.293128967285156,33.459999084472656,34.36000061035156,32.61000061035156,33.599998474121094,127095,2020-11-23
2020-11-30,36.278167724609375,36.459999084472656,37.0099983215332,33.290000915527344,33.459999084472656,274015,2020-11-30
2020-12-07,35.78065872192383,35.959999084472656,36.9900016784668,33.790000915527344,35.20000076293945,221675,2020-12-07
2020-12-14,34.974700927734375,35.150001525878906,38.13999938964844,33.0,36.59000015258789,374120,2020-12-14
2020-12-21,32.79561996459961,32.959999084472656,35.599998474121094,30.0,35.59000015258789,200940,2020-12-21
2020-12-28,40.616424560546875,40.81999969482422,46.02000045776367,33.20000076293945,33.400001525878906,1268050,2020-12-28
2021-01-04,39.372657775878906,39.56999969482422,41.939998626708984,37.619998931884766,41.18000030517578,472805,2021-01-04
2021-01-11,35.880165100097656,36.060001373291016,40.36000061035156,35.7599983215332,40.349998474121094,403040,2021-01-11
2021-01-18,34.47719955444336,34.650001525878906,37.599998474121094,33.400001525878906,36.599998474121094,386025,2021-01-18
2021-01-25,35.27320861816406,35.45000076293945,36.369998931884766,33.59000015258789,35.79999923706055,93670,2021-01-25
2021-02-01,35.51200485229492,35.689998626708984,36.56999969482422,34.20000076293945,35.9900016784668,184820,2021-02-01
2021-02-08,35.75081253051758,35.93000030517578,37.9900016784668,34.650001525878906,36.59000015258789,200985,2021-02-08
2021-02-15,34.47719955444336,34.650001525878906,36.540000915527344,33.0,34.79999923706055,254625,2021-02-15
2021-02-22,33.77073669433594,33.939998626708984,35.400001525878906,31.420000076293945,34.650001525878906,190610,2021-02-22
2021-03-01,36.91497802734375,37.099998474121094,40.849998474121094,34.650001525878906,34.65999984741211,977015,2021-03-01
2021-03-08,38.66619873046875,38.86000061035156,40.720001220703125,37.0,37.18000030517578,853145,2021-03-08
2021-03-15,49.07403564453125,49.31999969482422,50.0,37.79999923706055,38.040000915527344,2558575,2021-03-15
2021-03-22,54.486900329589844,54.7599983215332,56.939998626708984,49.79999923706055,50.97999954223633,1146645,2021-03-22
2021-03-29,59.29281234741211,59.59000015258789,59.59000015258789,52.34000015258789,54.7599983215332,217365,2021-03-29
2021-04-05,60.96443557739258,61.27000045776367,66.98999786376953,57.130001068115234,61.400001525878906,1002350,2021-04-05
2021-04-12,59.9793701171875,60.279998779296875,60.279998779296875,55.900001525878906,60.0,292430,2021-04-12
2021-04-19,66.73551177978516,67.06999969482422,67.06999969482422,57.4900016784668,58.79999923706055,418890,2021-04-19
2021-04-26,65.77035522460938,66.0999984741211,73.9000015258789,64.51000213623047,69.80000305175781,627940,2021-04-26
2021-05-03,65.47184753417969,65.80000305175781,67.1500015258789,62.310001373291016,65.01000213623047,301470,2021-05-03
2021-05-10,62.57635498046875,62.88999938964844,66.58999633789062,62.400001525878906,65.0199966430664,421880,2021-05-10
2021-05-17,77.29259490966797,77.68000030517578,77.68000030517578,62.810001373291016,65.0999984741211,691620,2021-05-17
2021-05-24,73.87970733642578,74.25,79.77999877929688,73.0,78.80000305175781,824665,2021-05-24
2021-05-31,80.27764129638672,80.68000030517578,83.20999908447266,71.19999694824219,74.87000274658203,1202815,2021-05-31
2021-06-07,86.49646759033203,86.93000030517578,88.33000183105469,78.44999694824219,81.66000366210938,699000,2021-06-07
2021-06-14,93.35211181640625,93.81999969482422,101.87000274658203,84.0199966430664,89.5999984741211,914725,2021-06-14
2021-06-21,97.08340454101562,97.56999969482422,101.37000274658203,91.02999877929688,93.81999969482422,470735,2021-06-21
2021-06-28,115.18268585205078,115.76000213623047,118.36000061035156,98.01000213623047,98.7300033569336,713530,2021-06-28
2021-07-05,131.79400634765625,132.22000122070312,132.22000122070312,116.0199966430664,120.08999633789062,838480,2021-07-05
2021-07-12,116.03495025634766,116.41000366210938,138.8300018310547,115.0,134.0,1126940,2021-07-12
2021-07-19,131.59466552734375,132.02000427246094,141.47999572753906,115.19000244140625,115.20999908447266,1143875,2021-07-19
2021-07-26,125.56414794921875,125.97000122070312,134.67999267578125,122.4000015258789,133.0,337075,2021-07-26
2021-08-02,121.48731994628906,121.87999725341797,131.89999389648438,120.0,128.99000549316406,498965,2021-08-02
2021-08-09,122.90275573730469,123.30000305175781,127.4000015258789,112.41000366210938,123.79000091552734,388310,2021-08-09
