Date,Adj Close_CHAMBLFERT.NS,Close_CHAMBLFERT.NS,High_CHAMBLFERT.NS,Low_CHAMBLFERT.NS,Open_CHAMBLFERT.NS,Volume_CHAMBLFERT.NS,Date
2021-03-29,210.21136474609375,230.35000610351562,233.5500030517578,221.0,227.10000610351562,1297015,2021-03-29
2021-04-05,211.94525146484375,232.25,234.89999389648438,220.0,228.1999969482422,4160861,2021-04-05
2021-04-12,206.8348388671875,226.64999389648438,239.39999389648438,221.35000610351562,229.60000610351562,3829913,2021-04-12
2021-04-19,193.14622497558594,211.64999389648438,223.9499969482422,209.8000030517578,223.89999389648438,1590843,2021-04-19
2021-04-26,198.34791564941406,217.35000610351562,228.0,210.89999389648438,213.6999969482422,3039508,2021-04-26
2021-05-03,199.8992919921875,219.0500030517578,226.6999969482422,212.39999389648438,215.39999389648438,3324001,2021-05-03
2021-05-10,246.80557250976562,270.45001220703125,281.1000061035156,220.3000030517578,223.0,31695970,2021-05-10
2021-05-17,261.1786193847656,286.20001220703125,310.45001220703125,270.3500061035156,275.0,12831404,2021-05-17
2021-05-24,259.3078308105469,284.1499938964844,304.8999938964844,275.0,287.0,5771705,2021-05-24
2021-05-31,264.1445007324219,289.45001220703125,292.1499938964844,279.04998779296875,286.3999938964844,3848096,2021-05-31
2021-06-07,262.82122802734375,288.0,299.95001220703125,281.8500061035156,290.0,8006974,2021-06-07
2021-06-14,283.8104248046875,311.0,321.0,283.0,289.0,25237172,2021-06-14
2021-06-21,268.3879699707031,294.1000061035156,315.79998779296875,292.04998779296875,308.0,6285320,2021-06-21
2021-06-28,269.1180114746094,294.8999938964844,314.0,293.25,296.79998779296875,7313122,2021-06-28
2021-07-05,273.9089660644531,300.1499938964844,304.8999938964844,293.0,297.0,4778607,2021-07-05
2021-07-12,274.41094970703125,300.70001220703125,312.29998779296875,299.1000061035156,303.0,4990972,2021-07-12
2021-07-19,277.42242431640625,304.0,309.5,299.0,299.79998779296875,3304999,2021-07-19
2021-07-26,278.2893981933594,304.95001220703125,321.95001220703125,296.29998779296875,305.1499938964844,13563250,2021-07-26
2021-08-02,291.52166748046875,319.45001220703125,335.0,307.1000061035156,308.70001220703125,14074833,2021-08-02
2021-08-09,302.7007751464844,331.70001220703125,336.3500061035156,312.5,321.3999938964844,9765381,2021-08-09
2021-08-16,307.9480285644531,337.45001220703125,348.8999938964844,319.25,331.6499938964844,6616159,2021-08-16
2021-08-23,294.35064697265625,322.54998779296875,336.8500061035156,310.3999938964844,332.95001220703125,4142431,2021-08-23
2021-08-30,292.2245788574219,315.95001220703125,328.8500061035156,315.0,324.95001220703125,2667521,2021-08-30
2021-09-06,282.8830261230469,305.8500061035156,319.5,305.0,317.75,2181762,2021-09-06
2021-09-13,289.1261291503906,312.6000061035156,327.45001220703125,305.5,305.79998779296875,4360980,2021-09-13
2021-09-20,315.5322265625,341.1499938964844,358.70001220703125,302.1499938964844,311.5,11445920,2021-09-20
2021-09-27,314.3299255371094,339.8500061035156,348.95001220703125,324.0,341.79998779296875,6192735,2021-09-27
2021-10-04,401.8261413574219,434.45001220703125,451.0,333.3500061035156,341.0,18785889,2021-10-04
2021-10-11,354.5633239746094,383.3500061035156,427.6499938964844,378.75,425.0,6288138,2021-10-11
2021-10-18,306.00567626953125,330.8500061035156,391.0,326.6000061035156,386.95001220703125,6038841,2021-10-18
2021-10-25,341.9383850097656,369.70001220703125,372.5,315.20001220703125,331.1000061035156,7521980,2021-10-25
2021-11-01,324.9200439453125,351.29998779296875,375.8500061035156,346.6000061035156,371.04998779296875,3778482,2021-11-01
2021-11-08,319.3706359863281,345.29998779296875,366.79998779296875,344.25,348.5,4191870,2021-11-08
2021-11-15,337.9150085449219,365.3500061035156,381.70001220703125,347.04998779296875,348.5,11705482,2021-11-15
2021-11-22,341.7071533203125,369.45001220703125,403.95001220703125,349.6499938964844,366.5,16458217,2021-11-22
2021-11-29,374.95751953125,405.3999938964844,417.95001220703125,349.0,369.45001220703125,25649845,2021-11-29
2021-12-06,370.1017761230469,400.1499938964844,416.29998779296875,391.6499938964844,407.45001220703125,11771699,2021-12-06
2021-12-13,357.7080078125,386.75,424.1000061035156,385.20001220703125,404.0,9917978,2021-12-13
2021-12-20,352.1585388183594,380.75,395.3999938964844,353.75,384.70001220703125,8192438,2021-12-20
2021-12-27,365.1535339355469,394.79998779296875,400.0,371.0,380.75,5583052,2021-12-27
2022-01-03,391.3746643066406,423.1499938964844,437.8999938964844,392.0,392.0,16777686,2022-01-03
2022-01-10,433.68914794921875,468.8999938964844,470.0,421.54998779296875,425.0,20130370,2022-01-10
2022-01-17,432.1168518066406,467.20001220703125,484.95001220703125,457.0,470.0,14340367,2022-01-17
2022-01-24,399.652587890625,432.1000061035156,469.3500061035156,422.1000061035156,467.20001220703125,9149833,2022-01-24
2022-01-31,367.1421203613281,396.95001220703125,444.6499938964844,395.3999938964844,433.0,12283670,2022-01-31
2022-02-07,362.7817687988281,387.8999938964844,409.3999938964844,384.1000061035156,396.0,7282487,2022-02-07
2022-02-14,358.5732116699219,383.3999938964844,399.0,367.8999938964844,384.3999938964844,8174990,2022-02-14
2022-02-21,344.7782897949219,368.6499938964844,382.3999938964844,348.75,382.0,6690072,2022-02-21
2022-02-28,365.16668701171875,390.45001220703125,396.54998779296875,363.6499938964844,368.3999938964844,4650283,2022-02-28
2022-03-07,395.60888671875,423.0,430.70001220703125,377.1499938964844,385.0,13841539,2022-03-07
2022-03-14,391.0729675292969,418.1499938964844,429.45001220703125,399.54998779296875,425.8999938964844,6649484,2022-03-14
2022-03-21,383.3104248046875,409.8500061035156,441.0,406.5,420.95001220703125,14331477,2022-03-21
2022-03-28,402.38946533203125,430.25,436.3999938964844,403.25,410.0,10854828,2022-03-28
2022-04-04,434.65545654296875,464.75,476.0,431.0,431.0,14939516,2022-04-04
2022-04-11,443.9143371582031,474.6499938964844,493.5,440.04998779296875,470.0,16936401,2022-04-11
2022-04-18,438.8172607421875,469.20001220703125,516.0,437.20001220703125,475.0,26902586,2022-04-18
2022-04-25,427.9216003417969,457.54998779296875,479.6000061035156,445.3999938964844,464.0,11628411,2022-04-25
2022-05-02,419.8785400390625,448.95001220703125,466.29998779296875,436.0,456.0,5053720,2022-05-02
2022-05-09,365.96160888671875,391.29998779296875,447.1000061035156,386.04998779296875,445.75,9605241,2022-05-09
2022-05-16,370.404052734375,396.04998779296875,414.75,379.3500061035156,385.0,12999865,2022-05-16
2022-05-23,327.42950439453125,350.1000061035156,419.8999938964844,335.29998779296875,398.25,18374370,2022-05-23
2022-05-30,329.0661315917969,351.8500061035156,370.79998779296875,350.5,356.54998779296875,8568837,2022-05-30
2022-06-06,308.3037414550781,329.6499938964844,356.8999938964844,326.8999938964844,351.0,8232330,2022-06-06
2022-06-13,280.52691650390625,299.95001220703125,326.95001220703125,294.6000061035156,326.0,9156611,2022-06-13
2022-06-20,266.26446533203125,284.70001220703125,304.6000061035156,273.1000061035156,302.5,8790281,2022-06-20
2022-06-27,253.6853790283203,271.25,296.0,260.79998779296875,288.0,12724409,2022-06-27
2022-07-04,278.7499694824219,298.04998779296875,300.20001220703125,271.0,272.0,12697727,2022-07-04
2022-07-11,283.8938293457031,303.54998779296875,308.45001220703125,293.20001220703125,295.1000061035156,10170470,2022-07-11
2022-07-18,299.5124206542969,320.25,324.8999938964844,300.45001220703125,306.5,12718765,2022-07-18
2022-07-25,301.2893981933594,322.1499938964844,324.8999938964844,307.1499938964844,321.8999938964844,10966321,2022-07-25
2022-08-01,300.8685302734375,321.70001220703125,336.8999938964844,310.5,323.70001220703125,18117741,2022-08-01
2022-08-08,320.69573974609375,342.8999938964844,344.8999938964844,322.04998779296875,323.5,12178950,2022-08-08
2022-08-15,317.0015869140625,338.95001220703125,346.79998779296875,335.0,342.8999938964844,6499448,2022-08-15
2022-08-22,328.48297119140625,348.1499938964844,351.0,312.1499938964844,330.3500061035156,18475322,2022-08-22
2022-08-29,326.2657470703125,345.79998779296875,357.79998779296875,335.1000061035156,342.0,11366050,2022-08-29
2022-09-05,331.69091796875,351.54998779296875,353.5,340.3999938964844,347.5,5798446,2022-09-05
2022-09-12,322.5860290527344,341.8999938964844,366.79998779296875,339.95001220703125,352.45001220703125,10949954,2022-09-12
2022-09-19,310.8865661621094,329.5,357.0,327.0,342.6000061035156,8466765,2022-09-19
2022-09-26,301.4042663574219,319.45001220703125,329.5,302.0,329.5,9676575,2022-09-26
2022-10-03,302.4892883300781,320.6000061035156,326.75,310.6499938964844,318.5,5603559,2022-10-03
2022-10-10,307.537109375,325.95001220703125,329.8500061035156,312.20001220703125,317.1000061035156,5018834,2022-10-10
2022-10-17,306.1218566894531,324.45001220703125,332.45001220703125,317.6499938964844,325.1000061035156,6205336,2022-10-17
2022-10-24,298.6680603027344,316.54998779296875,331.95001220703125,314.70001220703125,327.95001220703125,3207912,2022-10-24
2022-10-31,290.22369384765625,307.6000061035156,329.29998779296875,303.5,318.1499938964844,13096927,2022-10-31
2022-11-07,270.2212829589844,286.3999938964844,314.25,285.1499938964844,309.0,8894955,2022-11-07
2022-11-14,266.4944152832031,282.45001220703125,297.0,280.5,287.0,6745726,2022-11-14
2022-11-21,285.9306640625,303.04998779296875,304.0,279.75,283.0,11526931,2022-11-21
2022-11-28,284.9871520996094,302.04998779296875,311.79998779296875,300.6000061035156,303.1499938964844,8324346,2022-11-28
2022-12-05,288.38385009765625,305.6499938964844,315.0,302.54998779296875,305.0,9871801,2022-12-05
2022-12-12,297.4415283203125,315.25,323.95001220703125,302.70001220703125,304.0,18789293,2022-12-12
2022-12-19,261.3522644042969,277.0,318.3999938964844,275.5,317.95001220703125,17270252,2022-12-19
2022-12-26,292.67681884765625,310.20001220703125,314.20001220703125,274.29998779296875,278.0,10941513,2022-12-26
2023-01-02,295.6016540527344,313.29998779296875,321.0,310.04998779296875,312.0,10780882,2023-01-02
2023-01-09,289.4217224121094,306.75,317.79998779296875,303.29998779296875,316.0,3972250,2023-01-09
2023-01-16,286.3552551269531,303.5,310.29998779296875,297.1499938964844,307.04998779296875,4150928,2023-01-16
2023-01-23,275.3161926269531,291.79998779296875,306.79998779296875,286.25,302.1499938964844,3482937,2023-01-23
2023-01-30,277.25042724609375,293.8500061035156,318.79998779296875,287.1000061035156,291.79998779296875,9971241,2023-01-30
2023-02-06,281.3547058105469,298.20001220703125,299.29998779296875,284.25,292.5,6892234,2023-02-06
2023-02-13,276.6842956542969,293.25,305.5,292.45001220703125,298.0,6223874,2023-02-13
2023-02-20,262.6014709472656,274.20001220703125,296.0,272.0,293.25,4526598,2023-02-20
2023-02-27,271.0771179199219,283.04998779296875,284.6499938964844,268.20001220703125,274.0,4842430,2023-02-27
2023-03-06,274.18963623046875,286.29998779296875,295.29998779296875,281.75,284.79998779296875,4630477,2023-03-06
2023-03-13,262.7929992675781,274.3999938964844,289.0,270.8500061035156,286.0,4544061,2023-03-13
2023-03-20,250.7259521484375,261.79998779296875,274.0,261.0,273.6000061035156,3007279,2023-03-20
2023-03-27,252.92872619628906,264.1000061035156,267.3999938964844,248.39999389648438,261.79998779296875,5552176,2023-03-27
2023-04-03,261.06915283203125,272.6000061035156,274.1499938964844,265.1000061035156,266.3999938964844,3542527,2023-04-03
2023-04-10,277.3021545410156,289.54998779296875,290.29998779296875,274.0,274.04998779296875,5544516,2023-04-10
2023-04-17,265.4745788574219,277.20001220703125,292.1000061035156,274.54998779296875,288.95001220703125,4577363,2023-04-17
2023-04-24,273.567138671875,285.6499938964844,287.70001220703125,272.04998779296875,278.75,7211544,2023-04-24
2023-05-01,287.5974426269531,300.29998779296875,304.20001220703125,285.6499938964844,285.6499938964844,8061014,2023-05-01
2023-05-08,277.781005859375,290.04998779296875,306.04998779296875,289.5,301.75,6352337,2023-05-08
2023-05-15,278.3077697753906,290.6000061035156,312.79998779296875,287.04998779296875,289.79998779296875,13283763,2023-05-15
2023-05-22,274.47698974609375,286.6000061035156,295.29998779296875,282.20001220703125,291.0,5098161,2023-05-22
2023-05-29,268.8743896484375,280.75,293.45001220703125,277.5,280.0,7956697,2023-05-29
2023-06-05,262.84088134765625,274.45001220703125,284.6000061035156,273.6000061035156,280.8999938964844,5109600,2023-06-05
2023-06-12,266.5280456542969,278.29998779296875,283.29998779296875,273.54998779296875,275.0,7999047,2023-06-12
2023-06-19,256.5679626464844,267.8999938964844,280.8999938964844,267.04998779296875,278.5,5231413,2023-06-19
2023-06-26,261.1170349121094,272.6499938964844,278.3500061035156,266.20001220703125,267.5,5875471,2023-06-26
2023-07-03,262.69720458984375,274.29998779296875,279.29998779296875,270.20001220703125,273.95001220703125,7342846,2023-07-03
2023-07-10,255.03562927246094,266.29998779296875,275.70001220703125,263.54998779296875,274.54998779296875,5004857,2023-07-10
2023-07-17,257.1904296875,268.54998779296875,270.79998779296875,264.6000061035156,267.54998779296875,6358196,2023-07-17
2023-07-24,263.2239685058594,274.8500061035156,278.79998779296875,268.0,269.70001220703125,7170879,2023-07-24
2023-07-31,260.0156555175781,271.5,281.29998779296875,266.45001220703125,277.1499938964844,9718044,2023-07-31
2023-08-07,254.46102905273438,265.70001220703125,278.0,264.5,272.8999938964844,9782028,2023-08-07
2023-08-14,249.1936798095703,260.20001220703125,265.29998779296875,250.0500030517578,265.29998779296875,9042143,2023-08-14
2023-08-21,258.3875732421875,269.79998779296875,275.0,258.3999938964844,260.0,8113132,2023-08-21
2023-08-28,270.2666320800781,278.95001220703125,285.8999938964844,269.0,270.0,10446428,2023-08-28
2023-09-04,274.6265563964844,283.45001220703125,291.3999938964844,278.29998779296875,281.0,17850203,2023-09-04
2023-09-11,277.72686767578125,286.6499938964844,289.95001220703125,271.25,285.95001220703125,19322899,2023-09-11
2023-09-18,270.7994689941406,279.5,291.3999938964844,276.6000061035156,290.0,10661566,2023-09-18
2023-09-25,268.23199462890625,276.8500061035156,286.6499938964844,271.3999938964844,283.25,7839063,2023-09-25
2023-10-02,265.90667724609375,274.45001220703125,276.8500061035156,269.70001220703125,276.8500061035156,3384148,2023-10-02
2023-10-09,282.1352844238281,291.20001220703125,294.3999938964844,267.75,272.5,16493999,2023-10-09
2023-10-16,280.10064697265625,289.1000061035156,300.95001220703125,288.0,293.8999938964844,17205108,2023-10-16
2023-10-23,270.94482421875,279.6499938964844,291.5,263.45001220703125,289.1000061035156,7252903,2023-10-23
2023-10-30,277.9691162109375,286.8999938964844,291.8999938964844,277.3999938964844,280.29998779296875,9476023,2023-10-30
2023-11-06,298.218505859375,307.79998779296875,309.79998779296875,287.6000061035156,287.6000061035156,19710480,2023-11-06
2023-11-13,297.3465576171875,306.8999938964844,317.79998779296875,300.04998779296875,309.6499938964844,15844736,2023-11-13
2023-11-20,303.58294677734375,308.6499938964844,318.79998779296875,303.0,308.0,12551619,2023-11-20
2023-11-27,314.9433288574219,320.20001220703125,324.0,308.6499938964844,308.6499938964844,13372074,2023-11-27
2023-12-04,336.2870788574219,341.8999938964844,356.25,321.45001220703125,324.0,22901692,2023-12-04
2023-12-11,344.30328369140625,350.04998779296875,361.8999938964844,341.8999938964844,342.0,16119192,2023-12-11
2023-12-18,353.8932189941406,359.79998779296875,361.70001220703125,321.5,349.70001220703125,18998016,2023-12-18
2023-12-25,367.2699279785156,373.3999938964844,384.25,359.1499938964844,359.79998779296875,15646596,2023-12-25
2024-01-01,366.6797790527344,372.79998779296875,402.8999938964844,368.0,374.8999938964844,26602614,2024-01-01
2024-01-08,377.4500427246094,383.75,389.3999938964844,368.0,375.8999938964844,25340118,2024-01-08
2024-01-15,367.1716003417969,373.29998779296875,388.0,359.6499938964844,383.79998779296875,16976501,2024-01-15
2024-01-22,362.54876708984375,368.6000061035156,375.70001220703125,349.0,373.29998779296875,6151310,2024-01-22
2024-01-29,353.59814453125,359.5,376.45001220703125,353.1000061035156,369.8999938964844,9711618,2024-01-29
2024-02-05,356.0570983886719,362.0,384.5,339.6499938964844,359.6000061035156,22857559,2024-02-05
2024-02-12,362.5979309082031,368.6499938964844,372.6499938964844,348.29998779296875,362.0,7007105,2024-02-12
2024-02-19,361.565185546875,367.6000061035156,373.6000061035156,363.95001220703125,369.0,5451179,2024-02-19
2024-02-26,348.4343566894531,354.25,367.54998779296875,341.29998779296875,367.54998779296875,6059908,2024-02-26
2024-03-04,366.6306457519531,372.75,378.3999938964844,350.0,353.0,9628315,2024-03-04
2024-03-11,341.25421142578125,346.95001220703125,378.0,332.04998779296875,375.8999938964844,7756368,2024-03-11
2024-03-18,338.205078125,343.8500061035156,347.75,333.8500061035156,347.0,3487725,2024-03-18
2024-03-25,336.3854675292969,342.0,350.25,340.1000061035156,343.8500061035156,3589493,2024-03-25
2024-04-01,374.4992980957031,380.75,381.95001220703125,343.0,343.0,10510462,2024-04-01
2024-04-08,367.2207946777344,373.3500061035156,386.70001220703125,371.5,383.3999938964844,6370999,2024-04-08
2024-04-15,363.4339904785156,369.5,376.1499938964844,355.0,365.20001220703125,4607367,2024-04-15
2024-04-22,415.9081726074219,422.8500061035156,426.95001220703125,367.25,372.0,28537834,2024-04-22
2024-04-29,399.03973388671875,405.70001220703125,439.0,400.3500061035156,426.20001220703125,11419316,2024-04-29
2024-05-06,386.8924560546875,393.3500061035156,414.79998779296875,382.6000061035156,405.70001220703125,11466883,2024-05-06
2024-05-13,394.17095947265625,400.75,408.70001220703125,382.29998779296875,391.8500061035156,5773549,2024-05-13
2024-05-20,399.28558349609375,405.95001220703125,412.5,391.5,404.95001220703125,6681821,2024-05-20
2024-05-27,382.76141357421875,389.1499938964844,416.5,387.20001220703125,406.0,8383234,2024-05-27
2024-06-03,401.20355224609375,407.8999938964844,411.0,333.3999938964844,404.0,11058653,2024-06-03
2024-06-10,419.6949462890625,426.70001220703125,437.0,406.0,410.0,15183532,2024-06-10
2024-06-17,508.61083984375,517.0999755859375,574.3499755859375,422.5,426.70001220703125,113755893,2024-06-17
2024-06-24,498.4799499511719,506.79998779296875,537.0,494.3500061035156,503.54998779296875,30825307,2024-06-24
2024-07-01,509.15185546875,517.6500244140625,526.2999877929688,502.0,507.8500061035156,20278597,2024-07-01
2024-07-08,496.66033935546875,504.95001220703125,542.7000122070312,485.04998779296875,522.0,30923515,2024-07-08
2024-07-15,482.644287109375,490.70001220703125,517.4000244140625,487.0,506.0,14209885,2024-07-15
2024-07-22,487.3162841796875,495.45001220703125,525.9000244140625,462.0,485.1499938964844,25328896,2024-07-22
2024-07-29,516.8237915039062,525.4500122070312,538.5,496.8999938964844,498.0,24066631,2024-07-29
2024-08-05,513.9221801757812,522.5,527.0,487.75,515.0,20560256,2024-08-05
2024-08-12,485.7619323730469,491.04998779296875,536.5,481.20001220703125,522.5,13997569,2024-08-12
2024-08-19,503.46917724609375,508.95001220703125,542.5,491.25,492.25,20856923,2024-08-19
2024-08-26,514.5980224609375,520.2000122070312,528.1500244140625,500.6000061035156,510.0,15010119,2024-08-26
2024-09-02,495.90155029296875,501.29998779296875,538.0,498.0,523.0,15557895,2024-09-02
2024-09-09,502.18316650390625,507.6499938964844,515.75,488.0,499.79998779296875,6665470,2024-09-09
2024-09-16,475.8201599121094,481.0,525.8499755859375,473.75,510.0,19491259,2024-09-16
2024-09-23,519.5936279296875,525.25,532.9000244140625,480.04998779296875,481.0,16658679,2024-09-23
2024-09-30,492.8843994140625,498.25,551.9500122070312,495.8999938964844,520.0,19927032,2024-09-30
2024-10-07,492.1424865722656,497.5,512.2999877929688,475.8500061035156,500.8500061035156,11584948,2024-10-07
2024-10-14,487.7403869628906,493.04998779296875,506.04998779296875,486.1499938964844,499.70001220703125,5755443,2024-10-14
2024-10-21,453.76031494140625,458.70001220703125,496.0,454.20001220703125,493.54998779296875,7900062,2024-10-21
2024-10-28,478.9857177734375,484.20001220703125,487.70001220703125,443.20001220703125,454.0,11466819,2024-10-28
2024-11-04,477.452392578125,482.6499938964844,531.9500122070312,469.1000061035156,482.0,20948278,2024-11-04
2024-11-11,464.7902526855469,469.8500061035156,494.75,459.6000061035156,482.6499938964844,6648290,2024-11-11
2024-11-18,459.00323486328125,464.0,472.1499938964844,454.0,470.0,6737281,2024-11-18
2024-11-25,515.2999877929688,515.2999877929688,516.5499877929688,469.0,469.0,9290698,2024-11-25
2024-12-02,542.6500244140625,542.6500244140625,551.0,515.2999877929688,515.9000244140625,11940684,2024-12-02
2024-12-09,527.8499755859375,527.8499755859375,546.2000122070312,517.25,542.4500122070312,5247587,2024-12-09
2024-12-16,509.1499938964844,509.1499938964844,546.5,507.8999938964844,528.5999755859375,10904650,2024-12-16
2024-12-23,499.6000061035156,499.6000061035156,514.9500122070312,495.20001220703125,511.8999938964844,3010983,2024-12-23
2024-12-30,500.29998779296875,500.29998779296875,509.54998779296875,486.04998779296875,499.6000061035156,3716832,2024-12-30
2025-01-06,481.3999938964844,481.3999938964844,510.5,476.20001220703125,499.0,9009342,2025-01-06
2025-01-13,500.8500061035156,500.8500061035156,503.8500061035156,452.3500061035156,478.8500061035156,4923895,2025-01-13
2025-01-20,496.04998779296875,496.04998779296875,514.0,483.95001220703125,502.5,6875978,2025-01-20
2025-01-27,491.25,491.25,513.8499755859375,462.45001220703125,491.0,6710210,2025-01-27
2025-02-03,555.75,555.75,558.0,476.6499938964844,484.0,17220994,2025-02-03
2025-02-10,528.1500244140625,528.1500244140625,560.7000122070312,506.29998779296875,556.0,10252629,2025-02-10
2025-02-17,550.0,550.0,574.0,514.6500244140625,525.0,11981849,2025-02-17
2025-02-24,533.7000122070312,533.7000122070312,579.0,528.5,545.0,16249002,2025-02-24
2025-03-03,571.2000122070312,571.2000122070312,588.7999877929688,527.4000244140625,537.5,12584298,2025-03-03
2025-03-10,556.5499877929688,556.5499877929688,584.5999755859375,550.2999877929688,572.6500244140625,6408204,2025-03-10
2025-03-17,597.0499877929688,597.0499877929688,598.5499877929688,557.5499877929688,558.5,9511823,2025-03-17
2025-03-24,625.5,625.5,633.0,594.5,608.0,11259909,2025-03-24
2025-03-31,624.5999755859375,624.5999755859375,637.0,613.9000244140625,625.5,4807455,2025-03-31
2025-04-07,645.25,645.25,654.5499877929688,577.5999755859375,589.9500122070312,8478616,2025-04-07
2025-04-14,673.5999755859375,673.5999755859375,675.0,641.25,645.25,8420688,2025-04-14
2025-04-21,676.8499755859375,676.8499755859375,699.7000122070312,664.0999755859375,677.0499877929688,9285839,2025-04-21
2025-04-28,693.4000244140625,693.4000244140625,707.5499877929688,674.0,675.0,6046269,2025-04-28
2025-05-05,693.9000244140625,693.9000244140625,742.2000122070312,657.1500244140625,699.5,16240426,2025-05-05
2025-05-12,632.0999755859375,632.0999755859375,713.75,628.4000244140625,706.9500122070312,11910773,2025-05-12
2025-05-19,594.2999877929688,594.2999877929688,632.5499877929688,581.2999877929688,627.0,12803403,2025-05-19
2025-05-26,551.0,551.0,602.4000244140625,548.2000122070312,600.0,15949248,2025-05-26
2025-06-02,540.0499877929688,540.0499877929688,570.9500122070312,539.0,550.0,13678091,2025-06-02
2025-06-09,549.4500122070312,549.4500122070312,571.9000244140625,531.9500122070312,542.5,11706436,2025-06-09
2025-06-16,550.8499755859375,550.8499755859375,560.4000244140625,541.0,549.4500122070312,5965710,2025-06-16
2025-06-23,560.25,560.25,570.0,546.1500244140625,547.2000122070312,8217119,2025-06-23
2025-06-30,563.2999877929688,563.2999877929688,576.0,546.9500122070312,562.0,7965897,2025-06-30
2025-07-07,535.2000122070312,535.2000122070312,564.0,533.5,563.2999877929688,4272490,2025-07-07
2025-07-14,553.4000244140625,553.4000244140625,555.5499877929688,531.8499755859375,534.4000244140625,2167575,2025-07-14
