Date,Adj Close_ELLEN.NS,Close_ELLEN.NS,High_ELLEN.NS,Low_ELLEN.NS,Open_ELLEN.NS,Volume_ELLEN.NS,Date
2025-06-30,562.2999877929688,562.2999877929688,586.7999877929688,486.0,486.0,34012314,2025-06-30
2025-07-07,604.2999877929688,604.2999877929688,632.4000244140625,539.0999755859375,556.2999877929688,11132349,2025-07-07
2025-07-14,559.3499755859375,559.3499755859375,637.7000122070312,555.75,598.4000244140625,4868993,2025-07-14
