Date,Adj Close_RHL.NS,Close_RHL.NS,High_RHL.NS,Low_RHL.NS,Open_RHL.NS,Volume_RHL.NS,Date
2023-04-24,95.25,95.25,103.0,84.55000305175781,89.0,166355,2023-04-24
2023-05-01,94.05000305175781,94.05000305175781,95.55000305175781,87.55000305175781,95.25,42076,2023-05-01
2023-05-08,96.80000305175781,96.80000305175781,106.0,92.0999984741211,93.25,235940,2023-05-08
2023-05-15,99.19999694824219,99.19999694824219,105.0,96.0999984741211,97.0999984741211,78165,2023-05-15
2023-05-22,97.5999984741211,97.5999984741211,107.5,95.25,99.0,185545,2023-05-22
2023-05-29,91.0999984741211,91.0999984741211,101.94999694824219,90.0,97.94999694824219,82698,2023-05-29
2023-06-05,96.6500015258789,96.6500015258789,102.0,91.75,94.0,69480,2023-06-05
2023-06-12,96.6500015258789,96.6500015258789,103.4000015258789,94.0999984741211,98.05000305175781,105586,2023-06-12
2023-06-19,99.55000305175781,99.55000305175781,100.80000305175781,92.94999694824219,96.55000305175781,130415,2023-06-19
2023-06-26,97.75,97.75,102.75,97.0,101.0,102199,2023-06-26
2023-07-03,98.69999694824219,98.69999694824219,101.94999694824219,95.4000015258789,98.55000305175781,54708,2023-07-03
2023-07-10,97.69999694824219,97.69999694824219,100.0999984741211,93.3499984741211,100.0,124939,2023-07-10
2023-07-17,98.05000305175781,98.05000305175781,101.0,95.69999694824219,96.44999694824219,206180,2023-07-17
2023-07-24,98.0999984741211,98.0999984741211,100.0,96.5,97.55000305175781,62782,2023-07-24
2023-07-31,117.9000015258789,117.9000015258789,118.05000305175781,94.5,97.4000015258789,456563,2023-07-31
2023-08-07,101.4000015258789,101.4000015258789,124.0,98.5999984741211,119.9000015258789,294038,2023-08-07
2023-08-14,105.69999694824219,105.69999694824219,114.69999694824219,97.75,102.0,212010,2023-08-14
2023-08-21,106.0999984741211,106.0999984741211,115.55000305175781,103.30000305175781,104.0999984741211,191410,2023-08-21
2023-08-28,117.55000305175781,117.55000305175781,118.94999694824219,104.75,107.0,191212,2023-08-28
2023-09-04,115.1500015258789,115.1500015258789,118.19999694824219,113.1500015258789,118.19999694824219,88470,2023-09-04
