Date,Adj Close_UNIINFO.NS,Close_UNIINFO.NS,High_UNIINFO.NS,Low_UNIINFO.NS,Open_UNIINFO.NS,Volume_UNIINFO.NS,Date
2020-07-13,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,13.699999809265137,0,2020-07-13
2020-07-20,12.399999618530273,12.399999618530273,13.100000381469727,12.399999618530273,13.050000190734863,8000,2020-07-20
2020-07-27,11.699999809265137,11.699999809265137,12.899999618530273,11.699999809265137,11.800000190734863,8000,2020-07-27
2020-08-03,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,11.149999618530273,4000,2020-08-03
2020-08-10,10.300000190734863,10.300000190734863,11.699999809265137,10.300000190734863,11.149999618530273,32000,2020-08-10
2020-08-17,9.949999809265137,9.949999809265137,10.300000190734863,9.5,10.300000190734863,10000,2020-08-17
2020-08-24,10.5,10.5,10.5,10.0,10.399999618530273,10000,2020-08-24
2020-08-31,10.0,10.0,11.0,10.0,10.5,18000,2020-08-31
2020-09-07,9.050000190734863,9.050000190734863,10.0,9.050000190734863,10.0,6000,2020-09-07
2020-09-14,9.699999809265137,9.699999809265137,9.949999809265137,9.050000190734863,9.050000190734863,18000,2020-09-14
2020-09-21,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,2000,2020-09-21
2020-09-28,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,9.300000190734863,0,2020-09-28
2020-10-05,9.0,9.0,9.0,8.850000381469727,8.850000381469727,6000,2020-10-05
2020-10-12,8.649999618530273,8.649999618530273,8.75,8.550000190734863,8.550000190734863,16000,2020-10-12
2020-10-19,8.25,8.25,8.649999618530273,7.849999904632568,8.649999618530273,8000,2020-10-19
2020-10-26,7.849999904632568,7.849999904632568,8.25,7.849999904632568,8.25,2000,2020-10-26
2020-11-02,9.199999809265137,9.199999809265137,9.199999809265137,7.849999904632568,7.849999904632568,24000,2020-11-02
2020-11-09,12.199999809265137,12.199999809265137,12.199999809265137,9.600000381469727,9.600000381469727,234000,2020-11-09
2020-11-16,14.75,14.75,14.75,12.199999809265137,12.199999809265137,26000,2020-11-16
2020-11-23,15.75,15.75,16.200000762939453,14.75,14.75,14000,2020-11-23
2020-11-30,19.049999237060547,19.049999237060547,19.049999237060547,15.75,15.75,48000,2020-11-30
2020-12-07,24.299999237060547,24.299999237060547,24.299999237060547,19.049999237060547,19.049999237060547,20000,2020-12-07
2020-12-14,24.950000762939453,24.950000762939453,27.450000762939453,23.75,24.299999237060547,66000,2020-12-14
2020-12-21,24.899999618530273,24.899999618530273,25.0,22.600000381469727,23.75,10000,2020-12-21
2020-12-28,25.0,25.0,25.899999618530273,24.899999618530273,24.899999618530273,8000,2020-12-28
2021-01-04,23.350000381469727,23.350000381469727,25.0,22.600000381469727,25.0,20000,2021-01-04
2021-01-11,23.799999237060547,23.799999237060547,23.850000381469727,22.200000762939453,23.350000381469727,14000,2021-01-11
2021-01-18,23.600000381469727,23.600000381469727,23.950000762939453,21.549999237060547,23.049999237060547,28000,2021-01-18
2021-01-25,24.600000381469727,24.600000381469727,24.75,23.0,23.049999237060547,8000,2021-01-25
2021-02-01,21.200000762939453,21.200000762939453,24.600000381469727,21.200000762939453,24.600000381469727,6000,2021-02-01
2021-02-08,21.200000762939453,21.200000762939453,21.200000762939453,21.200000762939453,21.200000762939453,0,2021-02-08
2021-02-15,19.049999237060547,19.049999237060547,21.149999618530273,19.049999237060547,20.399999618530273,18000,2021-02-15
2021-02-22,16.350000381469727,16.350000381469727,19.049999237060547,16.350000381469727,19.049999237060547,8000,2021-02-22
2021-03-01,15.5,15.5,16.850000381469727,15.5,15.550000190734863,12000,2021-03-01
2021-03-08,17.0,17.0,17.0,15.5,15.5,76000,2021-03-08
2021-03-15,20.549999237060547,20.549999237060547,20.549999237060547,18.700000762939453,18.700000762939453,8000,2021-03-15
2021-03-22,19.549999237060547,19.549999237060547,20.549999237060547,19.549999237060547,20.549999237060547,8000,2021-03-22
2021-03-29,19.549999237060547,19.549999237060547,19.549999237060547,19.549999237060547,19.549999237060547,0,2021-03-29
