Date,Adj Close_KABRAEXTRU.NS,Close_KABRAEXTRU.NS,High_KABRAEXTRU.NS,Low_KABRAEXTRU.NS,Open_KABRAEXTRU.NS,Volume_KABRAEXTRU.NS,Date
2021-11-15,248.45814514160156,256.3999938964844,276.0,240.10000610351562,253.0,1486596,2021-11-15
2021-11-22,277.8680419921875,286.75,324.8500061035156,242.25,261.0,3231038,2021-11-22
2021-11-29,291.96734619140625,301.29998779296875,326.0,278.0,288.04998779296875,971192,2021-11-29
2021-12-06,311.347900390625,321.29998779296875,353.79998779296875,302.04998779296875,302.04998779296875,1815294,2021-12-06
2021-12-13,306.5512390136719,316.3500061035156,351.79998779296875,315.0,323.8500061035156,694827,2021-12-13
2021-12-20,346.0390319824219,357.1000061035156,380.0,296.1499938964844,311.1000061035156,1937758,2021-12-20
2021-12-27,457.7192077636719,472.3500061035156,495.8999938964844,357.54998779296875,361.6499938964844,4084720,2021-12-27
2022-01-03,453.8431091308594,468.3500061035156,488.0,438.1000061035156,471.0,925919,2022-01-03
2022-01-10,500.2593994140625,516.25,530.0,445.04998779296875,474.0,1454874,2022-01-10
2022-01-17,500.2593994140625,516.25,564.4500122070312,470.1000061035156,519.7999877929688,1405052,2022-01-17
2022-01-24,472.7875671386719,487.8999938964844,548.0,462.95001220703125,548.0,796711,2022-01-24
2022-01-31,513.9226684570312,530.3499755859375,556.9000244140625,480.1000061035156,489.8999938964844,862133,2022-01-31
2022-02-07,460.0932922363281,474.79998779296875,549.9500122070312,471.5,531.6500244140625,398367,2022-02-07
2022-02-14,445.8002014160156,460.04998779296875,490.0,426.6499938964844,449.0,596232,2022-02-14
2022-02-21,409.8978271484375,423.0,457.6000061035156,380.0,451.1499938964844,481870,2022-02-21
2022-02-28,421.332275390625,434.79998779296875,445.0,387.25,420.0,262565,2022-02-28
2022-03-07,468.7176513671875,483.70001220703125,495.0,401.20001220703125,429.1499938964844,293011,2022-03-07
2022-03-14,463.7756042480469,478.6000061035156,506.04998779296875,465.0,493.8999938964844,271158,2022-03-14
2022-03-21,489.4548034667969,505.1000061035156,515.5499877929688,461.8999938964844,487.79998779296875,365386,2022-03-21
2022-03-28,501.8098449707031,517.8499755859375,541.4000244140625,485.1000061035156,518.9000244140625,418852,2022-03-28
2022-04-04,473.90191650390625,489.04998779296875,528.5,477.0,522.0,274413,2022-04-04
2022-04-11,465.4229736328125,480.29998779296875,498.0,471.3500061035156,497.0,126597,2022-04-11
2022-04-18,419.05511474609375,432.45001220703125,488.20001220703125,424.54998779296875,480.0,284218,2022-04-18
2022-04-25,407.087646484375,420.1000061035156,453.79998779296875,414.20001220703125,430.0,320366,2022-04-25
2022-05-02,378.2591247558594,390.3500061035156,424.0,371.3500061035156,408.6499938964844,256049,2022-05-02
2022-05-09,315.2239990234375,325.29998779296875,404.95001220703125,319.29998779296875,387.0,321063,2022-05-09
2022-05-16,337.1724548339844,347.95001220703125,364.8999938964844,314.6000061035156,322.5,410734,2022-05-16
2022-05-23,323.8482971191406,334.20001220703125,363.0,308.29998779296875,363.0,240383,2022-05-23
2022-05-30,326.94921875,337.3999938964844,358.0,331.8999938964844,343.5,241736,2022-05-30
2022-06-06,309.5067443847656,319.3999938964844,338.0,315.8999938964844,333.54998779296875,194315,2022-06-06
2022-06-13,280.9205017089844,289.8999938964844,325.1499938964844,287.8500061035156,311.0,165217,2022-06-13
2022-06-20,289.7386169433594,299.0,304.95001220703125,258.45001220703125,286.04998779296875,200076,2022-06-20
2022-06-27,329.4686584472656,340.0,368.8500061035156,304.1000061035156,311.3999938964844,1535768,2022-06-27
2022-07-04,354.95404052734375,366.29998779296875,375.0,330.6000061035156,338.3999938964844,816499,2022-07-04
2022-07-11,343.27728271484375,354.25,369.95001220703125,337.29998779296875,369.95001220703125,386174,2022-07-11
2022-07-18,342.74432373046875,353.70001220703125,379.0,344.6499938964844,351.75,654468,2022-07-18
2022-07-25,344.00408935546875,355.0,369.0,321.29998779296875,355.3999938964844,911045,2022-07-25
2022-08-01,346.1843566894531,357.25,363.0,340.5,359.3999938964844,280779,2022-08-01
2022-08-08,339.35272216796875,350.20001220703125,375.95001220703125,344.0,358.95001220703125,297528,2022-08-08
2022-08-15,363.7721252441406,375.3999938964844,386.3500061035156,332.3500061035156,350.20001220703125,569903,2022-08-15
2022-08-22,381.1177062988281,393.29998779296875,417.20001220703125,363.0,371.0,1347055,2022-08-22
2022-08-29,389.984375,402.45001220703125,418.95001220703125,375.0,385.5,503717,2022-08-29
2022-09-05,387.4163818359375,399.79998779296875,408.95001220703125,391.04998779296875,399.1000061035156,333788,2022-09-05
2022-09-12,372.2026672363281,384.1000061035156,427.0,371.54998779296875,404.0,607551,2022-09-12
2022-09-19,376.9992980957031,386.25,409.8999938964844,377.0,385.1000061035156,515182,2022-09-19
2022-09-26,361.4801025390625,370.3500061035156,388.8999938964844,360.29998779296875,380.0,381632,2022-09-26
2022-10-03,369.3373107910156,378.3999938964844,388.54998779296875,363.04998779296875,370.95001220703125,580230,2022-10-03
2022-10-10,344.0576477050781,352.5,376.0,351.0,373.0,219129,2022-10-10
2022-10-17,336.6396179199219,344.8999938964844,365.0,341.0,353.5,250404,2022-10-17
2022-10-24,351.963623046875,360.6000061035156,367.29998779296875,345.0,349.0,80656,2022-10-24
2022-10-31,439.02728271484375,449.79998779296875,460.0,360.1000061035156,370.0,1859077,2022-10-31
2022-11-07,415.69970703125,425.8999938964844,468.0,423.0,456.79998779296875,338653,2022-11-07
2022-11-14,404.6703186035156,414.6000061035156,434.8999938964844,411.04998779296875,427.79998779296875,210752,2022-11-14
2022-11-21,496.3702087402344,508.54998779296875,523.4000244140625,409.04998779296875,415.04998779296875,2953766,2022-11-21
2022-11-28,491.0995788574219,503.1499938964844,517.9000244140625,482.04998779296875,509.0,764196,2022-11-28
2022-12-05,487.82977294921875,499.79998779296875,545.0,495.1000061035156,507.79998779296875,819969,2022-12-05
2022-12-12,464.892578125,476.29998779296875,512.4000244140625,471.3500061035156,498.79998779296875,386358,2022-12-12
2022-12-19,430.92608642578125,441.5,501.95001220703125,437.54998779296875,479.75,405999,2022-12-19
2022-12-26,475.97076416015625,487.6499938964844,507.0,441.5,441.95001220703125,317681,2022-12-26
2023-01-02,474.8971252441406,486.54998779296875,513.9500122070312,483.0,490.5,314561,2023-01-02
2023-01-09,471.2369384765625,482.79998779296875,498.20001220703125,480.0,486.54998779296875,154443,2023-01-09
2023-01-16,458.011474609375,469.25,523.0,461.54998779296875,485.0,999332,2023-01-16
2023-01-23,525.1636962890625,538.0499877929688,575.0,469.75,476.20001220703125,3768529,2023-01-23
2023-01-30,594.1217041015625,608.7000122070312,614.9000244140625,543.0,546.0,2040247,2023-01-30
2023-02-06,604.6629028320312,619.5,643.7000122070312,592.3499755859375,620.5,1175393,2023-02-06
2023-02-13,555.17724609375,568.7999877929688,643.0,562.0499877929688,624.9000244140625,878849,2023-02-13
2023-02-20,563.8153076171875,577.6500244140625,602.4000244140625,540.0,575.0,831761,2023-02-20
2023-02-27,554.25,567.8499755859375,587.7999877929688,533.5999755859375,580.0,718161,2023-02-27
2023-03-06,556.543701171875,570.2000122070312,595.0,544.0,571.6500244140625,588247,2023-03-06
2023-03-13,499.68878173828125,511.95001220703125,569.0,505.04998779296875,565.3499755859375,618142,2023-03-13
2023-03-20,485.4384765625,497.3500061035156,520.1500244140625,485.75,511.5,377065,2023-03-20
2023-03-27,472.6522216796875,484.25,497.0,451.0,496.45001220703125,614979,2023-03-27
2023-04-03,482.51031494140625,494.3500061035156,505.0,478.1000061035156,486.0,237923,2023-04-03
2023-04-10,517.3064575195312,530.0,544.0,482.1000061035156,498.70001220703125,611165,2023-04-10
2023-04-17,488.9034423828125,500.8999938964844,531.7000122070312,496.3500061035156,530.8499755859375,270841,2023-04-17
2023-04-24,489.3426513671875,501.3500061035156,514.0,496.8500061035156,501.0,225644,2023-04-24
2023-05-01,498.6151428222656,510.8500061035156,531.9500122070312,486.5,501.3500061035156,651694,2023-05-01
2023-05-08,481.82708740234375,493.6499938964844,538.5,488.04998779296875,512.7000122070312,750304,2023-05-08
2023-05-15,474.750732421875,486.3999938964844,512.6500244140625,481.54998779296875,499.8999938964844,366654,2023-05-15
2023-05-22,448.8853759765625,459.8999938964844,494.29998779296875,450.54998779296875,486.1499938964844,458304,2023-05-22
2023-05-29,451.3255310058594,462.3999938964844,474.79998779296875,420.04998779296875,464.0,1004759,2023-05-29
2023-06-05,448.34857177734375,459.3500061035156,473.20001220703125,455.0,466.25,323692,2023-06-05
2023-06-12,451.6183776855469,462.70001220703125,469.0,450.0,462.04998779296875,354308,2023-06-12
2023-06-19,431.36529541015625,441.95001220703125,467.6499938964844,440.1000061035156,463.3500061035156,218155,2023-06-19
2023-06-26,440.7353820800781,451.54998779296875,476.25,439.25,442.04998779296875,355570,2023-06-26
2023-07-03,441.1745910644531,452.0,474.0,450.0,453.95001220703125,363025,2023-07-03
2023-07-10,441.61383056640625,452.45001220703125,469.6000061035156,438.29998779296875,452.0,405174,2023-07-10
2023-07-17,435.1246337890625,442.29998779296875,474.29998779296875,436.6499938964844,454.3999938964844,655363,2023-07-17
2023-07-24,403.1026916503906,409.75,441.8999938964844,401.0,430.0,583808,2023-07-24
2023-07-31,423.1717224121094,430.1499938964844,435.0,411.79998779296875,411.79998779296875,356650,2023-07-31
2023-08-07,440.8305358886719,448.1000061035156,465.6000061035156,424.04998779296875,432.70001220703125,777222,2023-08-07
2023-08-14,441.5191650390625,448.79998779296875,472.54998779296875,441.1499938964844,448.79998779296875,457972,2023-08-14
2023-08-21,428.28741455078125,435.3500061035156,455.6000061035156,430.0,450.1000061035156,385048,2023-08-21
2023-08-28,432.9111022949219,440.04998779296875,453.0,434.04998779296875,437.79998779296875,267527,2023-08-28
2023-09-04,494.64312744140625,502.79998779296875,513.7999877929688,440.0,443.0,1746887,2023-09-04
2023-09-11,457.2104187011719,464.75,509.8999938964844,460.0,505.0,526310,2023-09-11
2023-09-18,444.2737731933594,451.6000061035156,471.8999938964844,446.0,466.25,177172,2023-09-18
2023-09-25,433.1570739746094,440.29998779296875,452.70001220703125,434.0,452.5,198208,2023-09-25
2023-10-02,442.7489013671875,450.04998779296875,453.8999938964844,435.0,440.29998779296875,136753,2023-10-02
2023-10-09,449.93048095703125,457.3500061035156,478.0,436.04998779296875,447.95001220703125,313289,2023-10-09
2023-10-16,431.681396484375,438.79998779296875,460.20001220703125,435.79998779296875,457.1499938964844,138774,2023-10-16
2023-10-23,424.3030700683594,431.29998779296875,446.0,406.0,438.79998779296875,342719,2023-10-23
2023-10-30,427.4019775390625,434.45001220703125,442.5,420.5,432.04998779296875,172748,2023-10-30
2023-11-06,419.13824462890625,426.04998779296875,444.45001220703125,420.04998779296875,434.54998779296875,161998,2023-11-06
2023-11-13,425.2868347167969,432.29998779296875,455.0,427.0,430.95001220703125,226091,2023-11-13
2023-11-20,416.97393798828125,423.8500061035156,435.3999938964844,420.1499938964844,432.29998779296875,132868,2023-11-20
2023-11-27,415.99017333984375,422.8500061035156,428.70001220703125,414.8500061035156,423.8500061035156,152466,2023-11-27
2023-12-04,409.30047607421875,416.04998779296875,429.20001220703125,412.54998779296875,427.0,192502,2023-12-04
2023-12-11,403.84051513671875,410.5,427.95001220703125,408.3500061035156,416.04998779296875,258286,2023-12-11
2023-12-18,410.1366882324219,416.8999938964844,438.04998779296875,398.0,411.8999938964844,515069,2023-12-18
2023-12-25,418.7447509765625,425.6499938964844,480.0,416.8999938964844,416.8999938964844,559437,2023-12-25
2024-01-01,419.8760681152344,426.79998779296875,429.95001220703125,416.8999938964844,427.5,208259,2024-01-01
2024-01-08,423.61444091796875,430.6000061035156,439.6499938964844,417.0,427.0,226089,2024-01-08
2024-01-15,413.6291198730469,420.45001220703125,434.3999938964844,410.6499938964844,430.6000061035156,204982,2024-01-15
2024-01-22,406.93939208984375,413.6499938964844,423.3500061035156,407.1000061035156,420.45001220703125,101982,2024-01-22
2024-01-29,398.1346130371094,404.70001220703125,437.70001220703125,387.1499938964844,393.95001220703125,980708,2024-01-29
2024-02-05,379.344482421875,385.6000061035156,411.45001220703125,382.8999938964844,410.5,262548,2024-02-05
2024-02-12,379.88555908203125,386.1499938964844,398.8999938964844,355.04998779296875,389.20001220703125,258636,2024-02-12
2024-02-19,373.3434143066406,379.5,394.1499938964844,372.8999938964844,390.0,206956,2024-02-19
2024-02-26,355.2911071777344,361.1499938964844,381.25,353.04998779296875,379.8999938964844,151133,2024-02-26
2024-03-04,346.486328125,352.20001220703125,374.95001220703125,348.5,366.8999938964844,139880,2024-03-04
2024-03-11,310.33251953125,315.45001220703125,355.95001220703125,300.04998779296875,353.20001220703125,484888,2024-03-11
2024-03-18,307.7254943847656,312.79998779296875,332.1000061035156,304.70001220703125,317.04998779296875,321295,2024-03-18
2024-03-25,289.2796630859375,294.04998779296875,312.79998779296875,290.6499938964844,312.79998779296875,405404,2024-03-25
2024-04-01,325.3351135253906,330.70001220703125,334.8999938964844,295.0,295.0,330325,2024-04-01
2024-04-08,312.2016906738281,317.3500061035156,356.6499938964844,315.1000061035156,333.29998779296875,401430,2024-04-08
2024-04-15,317.2189636230469,322.45001220703125,346.0,300.6499938964844,303.29998779296875,630335,2024-04-15
2024-04-22,371.3758850097656,377.5,397.0,330.0,333.0,2281293,2024-04-22
2024-04-29,413.235595703125,420.04998779296875,424.8500061035156,368.1499938964844,390.0,1306163,2024-04-29
2024-05-06,366.50616455078125,372.54998779296875,449.8999938964844,368.20001220703125,449.8999938964844,1285918,2024-05-06
2024-05-13,376.9834289550781,383.20001220703125,388.8999938964844,361.04998779296875,372.54998779296875,373240,2024-05-13
2024-05-20,388.198486328125,394.6000061035156,408.70001220703125,366.95001220703125,381.8999938964844,606921,2024-05-20
2024-05-27,384.6076965332031,390.95001220703125,417.0,386.54998779296875,396.5,1045686,2024-05-27
2024-06-03,400.7908020019531,407.3999938964844,422.79998779296875,340.0,402.95001220703125,1152048,2024-06-03
2024-06-10,412.8912658691406,419.70001220703125,438.0,401.25,412.8999938964844,1311120,2024-06-10
2024-06-17,405.8572692871094,412.54998779296875,433.0,402.95001220703125,419.70001220703125,339104,2024-06-17
2024-06-24,407.6280517578125,414.3500061035156,447.0,404.20001220703125,412.45001220703125,1051567,2024-06-24
2024-07-01,398.6756896972656,405.25,421.79998779296875,400.04998779296875,413.95001220703125,307485,2024-07-01
2024-07-08,421.2533874511719,428.20001220703125,447.0,394.75,407.04998779296875,1537709,2024-07-08
2024-07-15,380.2103576660156,383.29998779296875,464.5,375.45001220703125,431.0,2106397,2024-07-15
2024-07-22,391.8656311035156,395.04998779296875,403.79998779296875,366.0,382.95001220703125,647426,2024-07-22
2024-07-29,398.2140808105469,401.45001220703125,431.6000061035156,400.0,402.0,619211,2024-07-29
2024-08-05,390.1297302246094,393.29998779296875,408.25,381.1499938964844,395.0,365941,2024-08-05
2024-08-12,378.7224426269531,381.79998779296875,394.0,375.04998779296875,388.1499938964844,168392,2024-08-12
2024-08-19,397.51971435546875,400.75,411.70001220703125,381.0,382.0,308982,2024-08-19
2024-08-26,412.64678955078125,416.0,444.70001220703125,392.1499938964844,402.70001220703125,1048439,2024-08-26
2024-09-02,397.1229248046875,400.3500061035156,421.5,398.0,417.0,221585,2024-09-02
2024-09-09,472.16314697265625,476.0,483.79998779296875,391.54998779296875,401.0,3171857,2024-09-09
2024-09-16,455.5977478027344,459.29998779296875,500.3999938964844,450.04998779296875,491.0,1335504,2024-09-16
2024-09-23,424.9964294433594,428.45001220703125,476.5,424.3500061035156,461.0,638673,2024-09-23
2024-09-30,409.0757751464844,412.3999938964844,435.75,402.0,426.0,384845,2024-09-30
2024-10-07,426.83148193359375,430.29998779296875,444.0,385.0,411.25,367861,2024-10-07
2024-10-14,446.17431640625,449.79998779296875,475.70001220703125,417.20001220703125,430.79998779296875,847982,2024-10-14
2024-10-21,416.6145324707031,420.0,464.0,414.29998779296875,450.0,717888,2024-10-21
2024-10-28,435.163818359375,438.70001220703125,452.95001220703125,413.54998779296875,423.0,243921,2024-10-28
2024-11-04,456.8376770019531,460.54998779296875,487.20001220703125,421.0,435.0,775733,2024-11-04
2024-11-11,429.60894775390625,433.1000061035156,482.0,425.0,457.5,533515,2024-11-11
2024-11-18,465.0707702636719,468.8500061035156,479.0,422.6499938964844,434.95001220703125,523685,2024-11-18
2024-11-25,512.8326416015625,517.0,528.8499755859375,464.04998779296875,477.20001220703125,2361683,2024-11-25
2024-12-02,511.5927429199219,515.75,549.9000244140625,506.0,516.9500122070312,980627,2024-12-02
2024-12-09,500.3838195800781,504.45001220703125,525.0499877929688,491.0,516.0,401594,2024-12-09
2024-12-16,505.93865966796875,510.04998779296875,534.9500122070312,496.0,504.0,716307,2024-12-16
2024-12-23,528.8524780273438,533.1500244140625,548.0,510.6000061035156,513.6500244140625,435822,2024-12-23
2024-12-30,569.77001953125,574.4000244140625,590.0,533.0999755859375,540.0,2493977,2024-12-30
2025-01-06,500.9789733886719,505.04998779296875,584.0,501.6000061035156,576.5,552807,2025-01-06
2025-01-13,463.8308410644531,467.6000061035156,506.45001220703125,456.3500061035156,505.04998779296875,460752,2025-01-13
2025-01-20,450.4396667480469,454.1000061035156,471.3999938964844,439.54998779296875,465.0,300298,2025-01-20
2025-01-27,463.9796447753906,467.75,471.95001220703125,406.54998779296875,447.29998779296875,310590,2025-01-27
2025-02-03,451.23321533203125,454.8999938964844,474.1000061035156,418.95001220703125,468.70001220703125,374416,2025-02-03
2025-02-10,378.4744567871094,381.54998779296875,452.8999938964844,377.20001220703125,450.0,252340,2025-02-10
2025-02-17,388.04669189453125,391.20001220703125,397.1499938964844,346.8500061035156,381.0,322981,2025-02-17
2025-02-24,329.6214294433594,332.29998779296875,387.0,326.0,385.3500061035156,150848,2025-02-24
2025-03-03,353.97357177734375,356.8500061035156,371.0,314.04998779296875,333.0,575074,2025-03-03
2025-03-10,304.3269958496094,306.79998779296875,357.20001220703125,304.20001220703125,352.04998779296875,255548,2025-03-10
2025-03-17,319.9996337890625,322.6000061035156,331.95001220703125,294.5,309.95001220703125,695628,2025-03-17
2025-03-24,289.64630126953125,292.0,334.70001220703125,290.5,327.1000061035156,1823135,2025-03-24
2025-03-31,283.9426574707031,286.25,303.95001220703125,281.04998779296875,292.0,687715,2025-03-31
2025-04-07,251.70462036132812,253.75,276.6499938964844,245.39999389648438,246.0,282811,2025-04-07
2025-04-14,260.92962646484375,263.04998779296875,274.20001220703125,256.0,258.0,148589,2025-04-14
2025-04-21,283.7938537597656,286.1000061035156,298.70001220703125,257.54998779296875,267.8999938964844,191136,2025-04-21
2025-04-28,258.9457702636719,261.04998779296875,287.95001220703125,260.3999938964844,284.5,60826,2025-04-28
2025-05-05,244.36427307128906,246.35000610351562,267.79998779296875,242.60000610351562,260.54998779296875,97088,2025-05-05
2025-05-12,277.0982666015625,279.3500061035156,288.1000061035156,251.0,251.0,95511,2025-05-12
2025-05-19,260.88006591796875,263.0,285.0,258.25,279.1499938964844,146726,2025-05-19
2025-05-26,263.90545654296875,266.04998779296875,274.0,255.0,267.5,138719,2025-05-26
2025-06-02,281.9091796875,284.20001220703125,288.0,263.5,269.29998779296875,122451,2025-06-02
2025-06-09,278.1398010253906,280.3999938964844,296.75,277.1000061035156,286.95001220703125,157144,2025-06-09
2025-06-16,273.9736633300781,276.20001220703125,287.0,268.0,280.20001220703125,47811,2025-06-16
2025-06-23,289.49749755859375,291.8500061035156,300.79998779296875,263.25,275.0,139347,2025-06-23
2025-06-30,290.98541259765625,293.3500061035156,298.0,285.5,291.8500061035156,85756,2025-06-30
2025-07-07,321.0907897949219,323.70001220703125,325.0,287.79998779296875,299.0,359948,2025-07-07
2025-07-14,310.3999938964844,310.3999938964844,329.8999938964844,301.1000061035156,328.1000061035156,281617,2025-07-14
