Date,Adj Close_CCCL.NS,Close_CCCL.NS,High_CCCL.NS,Low_CCCL.NS,Open_CCCL.NS,Volume_CCCL.NS,Date
2020-07-13,0.25,0.25,0.30000001192092896,0.20000000298023224,0.20000000298023224,480684,2020-07-13
2020-07-20,0.25,0.25,0.30000001192092896,0.20000000298023224,0.25,695146,2020-07-20
2020-07-27,0.25,0.25,0.30000001192092896,0.20000000298023224,0.25,796856,2020-07-27
2020-08-03,0.25,0.25,0.30000001192092896,0.15000000596046448,0.25,6405980,2020-08-03
2020-08-10,0.5,0.5,0.5,0.20000000298023224,0.25,7310538,2020-08-10
2020-08-17,0.5,0.5,0.6000000238418579,0.5,0.550000011920929,2378736,2020-08-17
2020-08-24,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,29601,2020-08-24
2020-08-31,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,2270,2020-08-31
2020-09-07,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,1,2020-09-07
2020-09-14,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,5000,2020-09-14
2020-09-21,0.25,0.25,0.25,0.25,0.25,14500,2020-09-21
2020-09-28,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,0.20000000298023224,105000,2020-09-28
2020-10-05,0.20000000298023224,0.20000000298023224,0.25,0.15000000596046448,0.15000000596046448,527581,2020-10-05
2020-10-12,0.20000000298023224,0.20000000298023224,0.30000001192092896,0.15000000596046448,0.20000000298023224,677542,2020-10-12
2020-10-19,0.20000000298023224,0.20000000298023224,0.25,0.15000000596046448,0.20000000298023224,280241,2020-10-19
2020-10-26,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.20000000298023224,0.20000000298023224,594725,2020-10-26
2020-11-02,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.20000000298023224,0.30000001192092896,503779,2020-11-02
2020-11-09,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.25,0.30000001192092896,1265609,2020-11-09
2020-11-16,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.30000001192092896,0.3499999940395355,164837,2020-11-16
2020-11-23,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.25,0.30000001192092896,165006,2020-11-23
2020-11-30,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.25,0.30000001192092896,98170,2020-11-30
2020-12-07,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.25,0.25,295905,2020-12-07
2020-12-14,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.30000001192092896,0.3499999940395355,1264350,2020-12-14
2020-12-21,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.44999998807907104,0.5,3138281,2020-12-21
2020-12-28,0.6000000238418579,0.6000000238418579,0.699999988079071,0.6000000238418579,0.6499999761581421,931548,2020-12-28
2021-01-04,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,122850,2021-01-04
2021-01-11,0.5,0.5,0.5,0.5,0.5,10111,2021-01-11
2021-01-18,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,3500,2021-01-18
2021-01-25,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,14500,2021-01-25
2021-02-01,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,0.3499999940395355,94900,2021-02-01
2021-02-08,0.30000001192092896,0.30000001192092896,0.3499999940395355,0.25,0.30000001192092896,360762,2021-02-08
2021-02-15,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.3499999940395355,0.3499999940395355,310880,2021-02-15
2021-02-22,0.4000000059604645,0.4000000059604645,0.5,0.3499999940395355,0.5,313501,2021-02-22
2021-03-01,0.4000000059604645,0.4000000059604645,0.44999998807907104,0.30000001192092896,0.4000000059604645,248389,2021-03-01
2021-03-08,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.44999998807907104,0.44999998807907104,639816,2021-03-08
2021-03-15,0.550000011920929,0.550000011920929,0.6499999761581421,0.5,0.6499999761581421,1891688,2021-03-15
2021-03-22,0.6499999761581421,0.6499999761581421,0.699999988079071,0.5,0.550000011920929,1384808,2021-03-22
2021-03-29,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.6499999761581421,0,2021-03-29
2021-04-05,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.6000000238418579,50,2021-04-05
2021-04-12,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,0.550000011920929,1000,2021-04-12
2021-04-19,0.5,0.5,0.5,0.5,0.5,5526,2021-04-19
2021-04-26,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,48272,2021-04-26
2021-05-03,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.4000000059604645,11746,2021-05-03
2021-05-10,0.4000000059604645,0.4000000059604645,0.4000000059604645,0.25,0.3499999940395355,1097262,2021-05-10
2021-05-17,0.3499999940395355,0.3499999940395355,0.4000000059604645,0.30000001192092896,0.3499999940395355,287429,2021-05-17
2021-05-24,0.6000000238418579,0.6000000238418579,0.6000000238418579,0.3499999940395355,0.3499999940395355,1564702,2021-05-24
2021-05-31,0.699999988079071,0.699999988079071,0.75,0.550000011920929,0.6000000238418579,3455075,2021-05-31
2021-06-07,0.6499999761581421,0.6499999761581421,0.699999988079071,0.550000011920929,0.699999988079071,2581526,2021-06-07
2021-06-14,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.6000000238418579,2517242,2021-06-14
2021-06-21,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.6499999761581421,1691542,2021-06-21
2021-06-28,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.6499999761581421,2012244,2021-06-28
2021-07-05,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.550000011920929,1677449,2021-07-05
2021-07-12,0.6499999761581421,0.6499999761581421,0.6499999761581421,0.550000011920929,0.6000000238418579,1412008,2021-07-12
2021-07-19,0.800000011920929,0.800000011920929,0.800000011920929,0.6499999761581421,0.699999988079071,993727,2021-07-19
2021-07-26,0.75,0.75,0.75,0.75,0.75,353445,2021-07-26
2021-08-02,0.699999988079071,0.699999988079071,0.75,0.699999988079071,0.75,198804,2021-08-02
2021-08-09,0.6499999761581421,0.6499999761581421,0.699999988079071,0.6499999761581421,0.699999988079071,236947,2021-08-09
2021-08-16,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.6000000238418579,0.6499999761581421,83056,2021-08-16
2021-08-23,0.550000011920929,0.550000011920929,0.6000000238418579,0.550000011920929,0.6000000238418579,86706,2021-08-23
2021-08-30,0.5,0.5,0.5,0.5,0.5,80656,2021-08-30
2021-09-06,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.44999998807907104,259895,2021-09-06
2021-09-13,0.4000000059604645,0.4000000059604645,0.44999998807907104,0.4000000059604645,0.44999998807907104,241032,2021-09-13
2021-09-20,0.44999998807907104,0.44999998807907104,0.44999998807907104,0.3499999940395355,0.4000000059604645,283225,2021-09-20
2021-09-27,0.44999998807907104,0.44999998807907104,0.5,0.4000000059604645,0.44999998807907104,217865,2021-09-27
2021-10-04,0.4000000059604645,0.4000000059604645,0.5,0.4000000059604645,0.5,116668,2021-10-04
2021-10-11,0.5,0.5,0.5,0.3499999940395355,0.3499999940395355,236036,2021-10-11
2021-10-18,0.75,0.75,0.75,0.44999998807907104,0.5,585406,2021-10-18
2021-10-25,0.75,0.75,0.8500000238418579,0.6499999761581421,0.800000011920929,938976,2021-10-25
2021-11-01,0.75,0.75,0.800000011920929,0.699999988079071,0.699999988079071,162466,2021-11-01
2021-11-08,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.699999988079071,0.75,599060,2021-11-08
2021-11-15,0.8500000238418579,0.8500000238418579,0.8999999761581421,0.8500000238418579,0.8999999761581421,122937,2021-11-15
2021-11-22,0.800000011920929,0.800000011920929,0.8500000238418579,0.800000011920929,0.8500000238418579,125888,2021-11-22
2021-11-29,0.75,0.75,0.800000011920929,0.75,0.800000011920929,75804,2021-11-29
2021-12-06,0.75,0.75,0.75,0.699999988079071,0.699999988079071,45290,2021-12-06
2021-12-13,0.949999988079071,0.949999988079071,0.949999988079071,0.75,0.75,2408277,2021-12-13
2021-12-20,1.2000000476837158,1.2000000476837158,1.2000000476837158,1.0,1.0,678848,2021-12-20
2021-12-27,1.4500000476837158,1.4500000476837158,1.4500000476837158,1.25,1.25,363693,2021-12-27
2022-01-03,1.7000000476837158,1.7000000476837158,1.7000000476837158,1.5,1.5,3435116,2022-01-03
2022-01-10,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.75,1.75,4258868,2022-01-10
2022-01-17,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.0,2.0,4341424,2022-01-17
2022-01-24,2.799999952316284,2.799999952316284,2.799999952316284,2.5,2.5,4437623,2022-01-24
2022-01-31,3.450000047683716,3.450000047683716,3.450000047683716,2.9000000953674316,2.9000000953674316,1758077,2022-01-31
2022-02-07,3.8499999046325684,3.8499999046325684,4.25,3.5999999046325684,3.5999999046325684,4306857,2022-02-07
2022-02-14,3.0999999046325684,3.0999999046325684,3.700000047683716,3.0999999046325684,3.700000047683716,4174055,2022-02-14
2022-02-21,2.549999952316284,2.549999952316284,2.950000047683716,2.549999952316284,2.950000047683716,1064298,2022-02-21
2022-02-28,2.549999952316284,2.549999952316284,2.549999952316284,2.25,2.450000047683716,2294119,2022-02-28
2022-03-07,2.799999952316284,2.799999952316284,2.799999952316284,2.450000047683716,2.6500000953674316,2647562,2022-03-07
2022-03-14,3.0,3.0,3.299999952316284,2.9000000953674316,2.9000000953674316,1907824,2022-03-14
2022-03-21,2.5,2.5,3.0,2.450000047683716,2.8499999046325684,2325132,2022-03-21
2022-03-28,2.299999952316284,2.299999952316284,2.549999952316284,2.0999999046325684,2.450000047683716,2624052,2022-03-28
2022-04-04,2.5,2.5,2.700000047683716,2.3499999046325684,2.4000000953674316,2932561,2022-04-04
2022-04-11,2.799999952316284,2.799999952316284,2.799999952316284,2.4000000953674316,2.5999999046325684,3255208,2022-04-11
2022-04-18,3.450000047683716,3.450000047683716,3.450000047683716,2.799999952316284,2.9000000953674316,3196617,2022-04-18
2022-04-25,3.0,3.0,3.75,3.0,3.5999999046325684,3634439,2022-04-25
