Date,Adj Close_GATEWAY.NS,Close_GATEWAY.NS,High_GATEWAY.NS,Low_GATEWAY.NS,Open_GATEWAY.NS,Volume_GATEWAY.NS,Date
2022-03-21,65.00460815429688,69.94999694824219,74.9000015258789,65.3499984741211,68.94999694824219,3558511,2022-03-21
2022-03-28,65.05106353759766,70.0,71.75,64.5999984741211,70.4000015258789,7547130,2022-03-28
2022-04-04,73.08953094482422,78.6500015258789,87.0,70.0,70.8499984741211,5428538,2022-04-04
2022-04-11,70.67333984375,76.05000305175781,79.0,74.0999984741211,78.6500015258789,2064800,2022-04-11
2022-04-18,75.69155883789062,81.44999694824219,83.0,76.69999694824219,78.5,8352235,2022-04-18
2022-04-25,69.2793960571289,74.55000305175781,81.30000305175781,71.30000305175781,80.0,6572031,2022-04-25
2022-05-02,67.65311431884766,72.80000305175781,77.5999984741211,72.1500015258789,74.94999694824219,1998660,2022-05-02
2022-05-09,68.8187484741211,72.80000305175781,74.4000015258789,70.0,71.30000305175781,3316885,2022-05-09
2022-05-16,70.99295043945312,75.0999984741211,75.5,71.25,72.80000305175781,2295360,2022-05-16
2022-05-23,70.85116577148438,74.94999694824219,78.94999694824219,71.19999694824219,76.0,5477870,2022-05-23
2022-05-30,69.24412536621094,73.25,76.4000015258789,72.0,75.0,1860716,2022-05-30
2022-06-06,69.5277328491211,73.55000305175781,74.75,69.6500015258789,73.25,4412678,2022-06-06
2022-06-13,63.6195182800293,67.30000305175781,72.5999984741211,66.30000305175781,72.5999984741211,2381115,2022-06-13
2022-06-20,63.761322021484375,67.44999694824219,69.6500015258789,64.19999694824219,66.30000305175781,1823509,2022-06-20
2022-06-27,62.626949310302734,66.25,69.30000305175781,65.5,68.0,1243537,2022-06-27
2022-07-04,65.65194702148438,69.44999694824219,71.30000305175781,66.0,67.4000015258789,1279087,2022-07-04
2022-07-11,63.761322021484375,67.44999694824219,70.5,66.30000305175781,69.9000015258789,765054,2022-07-11
2022-07-18,67.49530792236328,71.4000015258789,74.9000015258789,67.4000015258789,68.0999984741211,1823554,2022-07-18
2022-07-25,69.48046112060547,73.5,74.5,68.9000015258789,73.0,804078,2022-07-25
2022-08-01,66.69178771972656,70.55000305175781,75.0,66.30000305175781,75.0,2161088,2022-08-01
2022-08-08,65.5101547241211,69.30000305175781,71.5,69.0,70.55000305175781,747521,2022-08-08
2022-08-15,66.54999542236328,70.4000015258789,72.5,68.9000015258789,69.30000305175781,1373958,2022-08-15
2022-08-22,63.90311050415039,67.5999984741211,70.0999984741211,66.9000015258789,70.0,3497695,2022-08-22
2022-08-29,64.61209869384766,68.3499984741211,69.30000305175781,66.05000305175781,66.9000015258789,1406746,2022-08-29
2022-09-05,63.24140167236328,66.9000015258789,69.44999694824219,66.25,68.3499984741211,2986642,2022-09-05
2022-09-12,65.9828109741211,69.80000305175781,75.0,66.44999694824219,67.05000305175781,6161821,2022-09-12
2022-09-19,66.88085174560547,70.75,76.75,69.1500015258789,71.9000015258789,7967024,2022-09-19
2022-09-26,64.18671417236328,67.9000015258789,71.0,65.94999694824219,71.0,3391758,2022-09-26
2022-10-03,66.36092376708984,70.19999694824219,70.9000015258789,67.0,68.4000015258789,1058023,2022-10-03
2022-10-10,68.06248474121094,72.0,72.69999694824219,69.0,69.25,1746059,2022-10-10
2022-10-17,64.13945007324219,67.8499984741211,72.8499984741211,67.44999694824219,70.9000015258789,1624713,2022-10-17
2022-10-24,67.16444396972656,71.05000305175781,71.69999694824219,68.0,69.9000015258789,911589,2022-10-24
2022-10-31,68.10975646972656,72.05000305175781,74.94999694824219,70.55000305175781,71.9000015258789,3282611,2022-10-31
2022-11-07,70.52030181884766,74.5999984741211,76.5999984741211,70.94999694824219,70.94999694824219,4399213,2022-11-07
2022-11-14,66.17186737060547,70.0,75.75,69.69999694824219,75.19999694824219,2850625,2022-11-14
2022-11-21,65.93553924560547,69.75,70.80000305175781,68.55000305175781,70.0,3619415,2022-11-21
2022-11-28,64.09217834472656,67.80000305175781,70.25,67.0,69.75,3290381,2022-11-28
2022-12-05,65.60468292236328,69.4000015258789,71.0,67.80000305175781,68.80000305175781,2523759,2022-12-05
2022-12-12,63.99765396118164,67.69999694824219,70.0,67.30000305175781,69.94999694824219,1668277,2022-12-12
2022-12-19,61.776161193847656,65.3499984741211,69.3499984741211,62.95000076293945,67.75,3196768,2022-12-19
2022-12-26,64.04491424560547,67.75,68.25,64.5,64.5,999009,2022-12-26
2023-01-02,64.18671417236328,67.9000015258789,70.05000305175781,66.6500015258789,68.0,1280635,2023-01-02
2023-01-09,63.99765396118164,67.69999694824219,69.44999694824219,67.0,68.0,2231975,2023-01-09
2023-01-16,63.05233383178711,66.69999694824219,68.0,65.69999694824219,68.0,1911630,2023-01-16
2023-01-23,60.87812042236328,64.4000015258789,67.5,63.0,67.05000305175781,1639196,2023-01-23
2023-01-30,58.08944320678711,61.45000076293945,65.9000015258789,58.900001525878906,65.0,3332054,2023-01-30
2023-02-06,59.885536193847656,63.349998474121094,64.0,60.5,61.0,1671049,2023-02-06
2023-02-13,59.60194778442383,63.04999923706055,64.0,60.45000076293945,64.0,1935520,2023-02-13
2023-02-20,56.97158432006836,59.54999923706055,63.0,59.20000076293945,62.5,1142709,2023-02-20
2023-02-27,59.31550598144531,62.0,63.20000076293945,58.54999923706055,60.0,1461620,2023-02-27
2023-03-06,60.894065856933594,63.650001525878906,67.4000015258789,61.0,62.95000076293945,4372003,2023-03-06
2023-03-13,57.689109802246094,60.29999923706055,64.80000305175781,60.0,64.1500015258789,1704435,2023-03-13
2023-03-20,57.54560470581055,60.150001525878906,62.849998474121094,60.0,60.79999923706055,1257244,2023-03-20
2023-03-27,59.69818878173828,62.400001525878906,63.900001525878906,59.099998474121094,60.29999923706055,1223000,2023-03-27
2023-04-03,61.56375503540039,64.3499984741211,65.8499984741211,62.70000076293945,63.79999923706055,636101,2023-04-03
2023-04-10,60.9897346496582,63.75,64.8499984741211,63.0,64.0,837788,2023-04-10
2023-04-17,61.37241744995117,64.1500015258789,65.19999694824219,62.04999923706055,64.69999694824219,1391445,2023-04-17
2023-04-24,60.9897346496582,63.75,65.55000305175781,62.599998474121094,64.75,1157734,2023-04-24
2023-05-01,60.75055694580078,63.5,64.1500015258789,62.650001525878906,63.75,819351,2023-05-01
2023-05-08,58.21529769897461,60.849998474121094,64.30000305175781,60.79999923706055,63.79999923706055,3685458,2023-05-08
2023-05-15,61.7072639465332,64.5,65.19999694824219,60.150001525878906,60.75,3955933,2023-05-15
2023-05-22,61.08539962768555,63.849998474121094,67.75,63.0,65.19999694824219,2137287,2023-05-22
2023-05-29,66.34725952148438,69.3499984741211,69.9000015258789,63.400001525878906,63.45000076293945,4952379,2023-05-29
2023-06-05,70.36540985107422,73.55000305175781,74.9000015258789,70.25,70.5,6300634,2023-06-05
2023-06-12,70.174072265625,73.3499984741211,76.19999694824219,70.80000305175781,73.55000305175781,4068573,2023-06-12
2023-06-19,69.36087799072266,72.5,76.25,71.5,74.19999694824219,3160182,2023-06-19
2023-06-26,69.07386016845703,72.19999694824219,73.44999694824219,71.1500015258789,71.75,1259018,2023-06-26
2023-07-03,69.36087799072266,72.5,74.94999694824219,70.69999694824219,72.19999694824219,2400382,2023-07-03
2023-07-10,68.35633087158203,71.44999694824219,73.4000015258789,70.3499984741211,72.5999984741211,1936452,2023-07-10
2023-07-17,71.03510284423828,74.25,74.94999694824219,71.6500015258789,71.69999694824219,4061435,2023-07-17
2023-07-24,74.57489013671875,77.94999694824219,80.0,74.25,74.25,6938374,2023-07-24
2023-07-31,74.86190795898438,78.25,80.69999694824219,75.25,78.4000015258789,6954405,2023-07-31
2023-08-07,79.54974365234375,83.1500015258789,86.05000305175781,77.0,79.8499984741211,8553414,2023-08-07
2023-08-14,80.17160034179688,83.80000305175781,85.5,79.30000305175781,82.75,4134860,2023-08-14
2023-08-21,84.55196380615234,87.05000305175781,91.69999694824219,83.0999984741211,84.1500015258789,7318029,2023-08-21
2023-08-28,83.58065795898438,86.05000305175781,89.80000305175781,84.19999694824219,87.9000015258789,4128287,2023-08-28
2023-09-04,85.71752166748047,88.25,89.8499984741211,86.4000015258789,86.4000015258789,2852130,2023-09-04
2023-09-11,84.21199798583984,86.69999694824219,90.80000305175781,80.80000305175781,88.19999694824219,6701187,2023-09-11
2023-09-18,82.560791015625,85.0,91.94999694824219,84.0999984741211,87.4000015258789,3287613,2023-09-18
2023-09-25,84.55196380615234,87.05000305175781,88.6500015258789,85.0,85.5999984741211,2131621,2023-09-25
2023-10-02,89.94269561767578,92.5999984741211,93.94999694824219,86.9000015258789,87.05000305175781,5332875,2023-10-02
2023-10-09,88.43717193603516,91.05000305175781,92.9000015258789,88.55000305175781,91.9000015258789,3481950,2023-10-09
2023-10-16,89.26278686523438,91.9000015258789,93.8499984741211,88.9000015258789,91.05000305175781,6577983,2023-10-16
2023-10-23,87.8543930053711,90.44999694824219,92.19999694824219,85.25,91.5999984741211,3141518,2023-10-23
2023-10-30,85.7660903930664,88.30000305175781,91.0,86.4000015258789,90.9000015258789,2093390,2023-10-30
2023-11-06,88.68000030517578,91.30000305175781,92.4000015258789,87.5999984741211,89.44999694824219,3493682,2023-11-06
2023-11-13,96.93607330322266,99.80000305175781,103.5999984741211,90.5999984741211,91.9000015258789,13052654,2023-11-13
2023-11-20,104.80363464355469,107.9000015258789,110.30000305175781,102.1500015258789,102.9000015258789,11282541,2023-11-20
2023-11-27,99.31576538085938,102.25,112.0,101.0,107.9000015258789,15262223,2023-11-27
2023-12-04,99.21864318847656,102.1500015258789,106.0,100.80000305175781,103.94999694824219,5525955,2023-12-04
2023-12-11,99.31576538085938,102.25,106.5,101.25,102.4000015258789,4602471,2023-12-11
2023-12-18,97.71311950683594,100.5999984741211,103.44999694824219,96.0,103.44999694824219,4289133,2023-12-18
2023-12-25,100.8212890625,103.80000305175781,105.05000305175781,99.94999694824219,100.5999984741211,3299789,2023-12-25
2024-01-01,107.47472381591797,110.6500015258789,111.9000015258789,102.30000305175781,105.0,6845648,2024-01-01
2024-01-08,112.81687927246094,116.1500015258789,120.94999694824219,108.69999694824219,111.0,18459416,2024-01-08
2024-01-15,107.08619689941406,110.25,117.44999694824219,109.0999984741211,116.1500015258789,4006789,2024-01-15
2024-01-22,106.30915069580078,109.44999694824219,116.69999694824219,105.94999694824219,110.25,5625713,2024-01-22
2024-01-29,108.44602966308594,111.6500015258789,114.80000305175781,106.69999694824219,110.69999694824219,5332029,2024-01-29
2024-02-05,108.25176239013672,111.44999694824219,121.55000305175781,109.0,111.9000015258789,6619160,2024-02-05
2024-02-12,105.72636413574219,108.8499984741211,112.94999694824219,104.0,112.5,4933781,2024-02-12
2024-02-19,105.2892837524414,108.4000015258789,117.05000305175781,104.30000305175781,109.0,7384353,2024-02-19
2024-02-26,103.92945861816406,107.0,110.1500015258789,102.0,108.5,3272136,2024-02-26
2024-03-04,102.64849090576172,104.94999694824219,108.55000305175781,102.1500015258789,107.94999694824219,2230374,2024-03-04
2024-03-11,97.41581726074219,99.5999984741211,105.94999694824219,91.69999694824219,105.94999694824219,4371686,2024-03-11
2024-03-18,100.6434555053711,102.9000015258789,103.80000305175781,96.25,99.5999984741211,2903810,2024-03-18
2024-03-25,98.05155944824219,100.25,104.0,98.0999984741211,102.9000015258789,1736869,2024-03-25
2024-04-01,110.37525177001953,112.8499984741211,115.9000015258789,101.5,102.0,9155255,2024-04-01
2024-04-08,104.45793151855469,106.80000305175781,115.5,106.0999984741211,113.55000305175781,4891424,2024-04-08
2024-04-15,100.35002899169922,102.5999984741211,107.30000305175781,101.30000305175781,104.25,3346712,2024-04-15
2024-04-22,104.99586486816406,107.3499984741211,109.0,102.94999694824219,103.3499984741211,4195223,2024-04-22
2024-04-29,102.50179290771484,104.80000305175781,109.80000305175781,103.80000305175781,107.9000015258789,2160141,2024-04-29
2024-05-06,99.12744140625,101.3499984741211,105.8499984741211,99.75,105.75,2144612,2024-05-06
2024-05-13,104.55573272705078,106.9000015258789,109.9000015258789,100.80000305175781,101.8499984741211,2473326,2024-05-13
2024-05-20,102.452880859375,104.75,109.5999984741211,104.4000015258789,108.80000305175781,1329053,2024-05-20
2024-05-27,96.14432525634766,98.30000305175781,107.0999984741211,95.9000015258789,106.0,3122040,2024-05-27
2024-06-03,95.89981079101562,98.05000305175781,103.0,86.30000305175781,102.69999694824219,5546106,2024-06-03
2024-06-10,102.74630737304688,105.05000305175781,106.0,98.70999908447266,98.95999908447266,4317997,2024-06-10
2024-06-17,100.35002899169922,102.5999984741211,106.0,101.62999725341797,105.9000015258789,4061560,2024-06-17
2024-06-24,100.28157043457031,102.52999877929688,105.23999786376953,101.27999877929688,101.9000015258789,2293887,2024-06-24
2024-07-01,103.67547607421875,106.0,109.37000274658203,103.19999694824219,103.98999786376953,4296906,2024-07-01
2024-07-08,109.4852066040039,111.94000244140625,115.9000015258789,105.26000213623047,107.0,11826605,2024-07-08
2024-07-15,107.9789810180664,110.4000015258789,116.80000305175781,108.05000305175781,112.7300033569336,7910730,2024-07-15
2024-07-22,109.36783599853516,111.81999969482422,114.80000305175781,102.55000305175781,109.0,6597977,2024-07-22
2024-07-29,106.25757598876953,108.63999938964844,115.48999786376953,107.0999984741211,112.5,5446612,2024-07-29
2024-08-05,98.86337280273438,101.08000183105469,107.66000366210938,100.9000015258789,106.19999694824219,5253065,2024-08-05
2024-08-12,97.67990112304688,99.87000274658203,101.77999877929688,95.4000015258789,101.0,4175434,2024-08-12
2024-08-19,98.27652740478516,100.4800033569336,102.94999694824219,99.7699966430664,100.75,2611719,2024-08-19
2024-08-26,98.97601318359375,99.95999908447266,103.52999877929688,98.76000213623047,101.30000305175781,4324326,2024-08-26
2024-09-02,97.04521179199219,98.01000213623047,101.66999816894531,97.51000213623047,100.5999984741211,4344757,2024-09-02
2024-09-09,96.35209655761719,97.30999755859375,99.5,96.20999908447266,98.8499984741211,2804494,2024-09-09
2024-09-16,93.18360137939453,94.11000061035156,99.58999633789062,93.51000213623047,97.51000213623047,3546932,2024-09-16
2024-09-23,91.07456970214844,91.9800033569336,95.68000030517578,91.01000213623047,93.20999908447266,4177189,2024-09-23
2024-09-30,88.1041030883789,88.9800033569336,93.0,88.16000366210938,91.9800033569336,2934331,2024-09-30
2024-10-07,86.92581176757812,87.79000091552734,91.31999969482422,87.41999816894531,89.69000244140625,3642338,2024-10-07
2024-10-14,85.16333770751953,86.01000213623047,88.9800033569336,83.56999969482422,88.0,3016522,2024-10-14
2024-10-21,82.07404327392578,82.88999938964844,98.91000366210938,81.01000213623047,86.30000305175781,9069839,2024-10-21
2024-10-28,88.22291564941406,89.0999984741211,90.31999969482422,83.05000305175781,84.12999725341797,4476053,2024-10-28
2024-11-04,86.24259948730469,87.0999984741211,90.5,86.0,89.08000183105469,2842641,2024-11-04
2024-11-11,83.27213287353516,84.0999984741211,89.5999984741211,83.0,86.55000305175781,2297719,2024-11-11
2024-11-18,82.08394622802734,82.9000015258789,85.48999786376953,81.0,82.80000305175781,1651421,2024-11-18
2024-11-25,81.80670928955078,82.62000274658203,84.44000244140625,81.95999908447266,84.44000244140625,4778510,2024-11-25
2024-12-02,80.77693939208984,81.58000183105469,85.3499984741211,81.16000366210938,82.62000274658203,14392143,2024-12-02
2024-12-09,86.69807434082031,87.55999755859375,92.30000305175781,81.80000305175781,82.5,18644242,2024-12-09
2024-12-16,79.78678894042969,80.58000183105469,89.16999816894531,80.01000213623047,87.25,6196947,2024-12-16
2024-12-23,79.11347961425781,79.9000015258789,82.45999908447266,79.5999984741211,81.9000015258789,5941992,2024-12-23
2024-12-30,81.54926300048828,82.36000061035156,83.58999633789062,78.75,79.9000015258789,5798747,2024-12-30
2025-01-06,78.89564514160156,79.68000030517578,83.29000091552734,77.0999984741211,82.69000244140625,5011608,2025-01-06
2025-01-13,78.54908752441406,79.33000183105469,80.29000091552734,76.0,79.68000030517578,2748893,2025-01-13
2025-01-20,76.71730041503906,77.4800033569336,81.73999786376953,76.86000061035156,79.9000015258789,1938032,2025-01-20
2025-01-27,75.19245910644531,75.94000244140625,78.23999786376953,73.5,77.0,4111937,2025-01-27
2025-02-03,74.13299560546875,74.87000274658203,80.80000305175781,73.80000305175781,75.20999908447266,4675326,2025-02-03
2025-02-10,70.97000122070312,70.97000122070312,75.94000244140625,69.37000274658203,75.0,3655489,2025-02-10
2025-02-17,68.05999755859375,68.05999755859375,71.9000015258789,67.76000213623047,71.29000091552734,3341425,2025-02-17
2025-02-24,59.880001068115234,59.880001068115234,69.0,58.900001525878906,68.05999755859375,8553265,2025-02-24
2025-03-03,63.290000915527344,63.290000915527344,65.27999877929688,56.849998474121094,60.779998779296875,8731024,2025-03-03
2025-03-10,58.29999923706055,58.29999923706055,63.81999969482422,58.04999923706055,63.290000915527344,6095227,2025-03-10
2025-03-17,61.599998474121094,61.599998474121094,62.779998779296875,57.88999938964844,58.599998474121094,4887511,2025-03-17
2025-03-24,59.869998931884766,59.869998931884766,66.44999694824219,59.56999969482422,62.900001525878906,9107198,2025-03-24
2025-03-31,61.41999816894531,61.41999816894531,64.0999984741211,59.869998931884766,59.869998931884766,3717881,2025-03-31
2025-04-07,61.40999984741211,61.40999984741211,62.150001525878906,57.189998626708984,58.7400016784668,2978536,2025-04-07
2025-04-14,62.9900016784668,62.9900016784668,64.2699966430664,61.40999984741211,61.40999984741211,2751827,2025-04-14
2025-04-21,62.38999938964844,62.38999938964844,65.88999938964844,61.70000076293945,63.20000076293945,3933357,2025-04-21
2025-04-28,59.4900016784668,59.4900016784668,62.9900016784668,58.810001373291016,61.79999923706055,3126526,2025-04-28
2025-05-05,59.45000076293945,59.45000076293945,61.88999938964844,57.560001373291016,60.0,3897385,2025-05-05
2025-05-12,65.20999908447266,65.20999908447266,66.0,60.0099983215332,60.0099983215332,4514560,2025-05-12
2025-05-19,61.790000915527344,61.790000915527344,66.76000213623047,60.65999984741211,65.22000122070312,7180623,2025-05-19
2025-05-26,63.72999954223633,63.72999954223633,70.9000015258789,62.0,62.70000076293945,26148074,2025-05-26
2025-06-02,66.73999786376953,66.73999786376953,67.9000015258789,63.810001373291016,64.23999786376953,6340433,2025-06-02
2025-06-09,65.52999877929688,65.52999877929688,69.3499984741211,63.709999084472656,66.94999694824219,8394673,2025-06-09
2025-06-16,62.02000045776367,62.02000045776367,65.58999633789062,61.060001373291016,65.01000213623047,5340249,2025-06-16
2025-06-23,65.79000091552734,65.79000091552734,66.81999969482422,62.099998474121094,62.099998474121094,13616985,2025-06-23
2025-06-30,66.16999816894531,66.16999816894531,67.93000030517578,65.30000305175781,66.38999938964844,5165435,2025-06-30
2025-07-07,65.45999908447266,65.45999908447266,68.79000091552734,64.61000061035156,66.16999816894531,5628435,2025-07-07
2025-07-14,65.91000366210938,65.91000366210938,66.9800033569336,64.68000030517578,65.5,1870246,2025-07-14
