Date,Adj Close_VIJAYA.NS,Close_VIJAYA.NS,High_VIJAYA.NS,Low_VIJAYA.NS,Open_VIJAYA.NS,Volume_VIJAYA.NS,Date
2021-09-13,623.4157104492188,627.0,672.0,532.5,540.0,33000233,2021-09-13
2021-09-20,576.4358520507812,579.75,617.7999877929688,535.0999755859375,613.5,4073020,2021-09-20
2021-09-27,548.1484375,551.2999877929688,585.7000122070312,550.0,581.0999755859375,1657070,2021-09-27
2021-10-04,578.1758422851562,581.5,586.7999877929688,547.7000122070312,552.0499877929688,1477006,2021-10-04
2021-10-11,559.18505859375,562.4000244140625,585.8499755859375,542.0,581.0,1472182,2021-10-11
2021-10-18,570.6192626953125,573.9000244140625,630.0,548.6500244140625,565.0,2186170,2021-10-18
2021-10-25,561.2730102539062,564.5,600.0,550.0,580.4500122070312,1245016,2021-10-25
2021-11-01,561.6707763671875,564.9000244140625,574.0,560.0,560.0,241016,2021-11-01
2021-11-08,562.3170166015625,565.5499877929688,582.4500122070312,543.6500244140625,560.5999755859375,1157594,2021-11-08
2021-11-15,567.73583984375,571.0,602.9500122070312,563.5,565.5499877929688,1199340,2021-11-15
2021-11-22,581.65576171875,585.0,602.0,565.0,568.0,1085052,2021-11-22
2021-11-29,581.4072265625,584.75,599.4500122070312,569.5,576.0,537099,2021-11-29
2021-12-06,570.6192626953125,573.9000244140625,595.8499755859375,567.25,584.0,396741,2021-12-06
2021-12-13,538.1558837890625,541.25,581.9000244140625,540.0,573.0,325269,2021-12-13
2021-12-20,529.8038330078125,532.8499755859375,559.0,505.20001220703125,526.0,273131,2021-12-20
2021-12-27,579.1700439453125,582.5,586.9000244140625,533.0,533.0,490742,2021-12-27
2022-01-03,560.875244140625,564.0999755859375,601.0,561.9000244140625,591.75,329168,2022-01-03
2022-01-10,545.4638671875,548.5999755859375,574.8499755859375,546.0,565.0,569158,2022-01-10
2022-01-17,520.5073852539062,523.5,553.9000244140625,519.6500244140625,552.5,495005,2022-01-17
2022-01-24,508.0291442871094,510.95001220703125,548.5999755859375,492.20001220703125,529.8499755859375,153576,2022-01-24
2022-01-31,500.2239990234375,503.1000061035156,525.0,493.20001220703125,520.0,147560,2022-01-31
2022-02-07,470.4451599121094,473.1499938964844,506.45001220703125,471.0,499.1000061035156,216197,2022-02-07
2022-02-14,432.7618713378906,435.25,470.0,429.0,461.0,721824,2022-02-14
2022-02-21,408.8990783691406,411.25,434.0,373.79998779296875,430.0,1081336,2022-02-21
2022-02-28,427.6910095214844,430.1499938964844,437.54998779296875,402.95001220703125,409.8500061035156,378220,2022-02-28
2022-03-07,419.2395935058594,421.6499938964844,437.45001220703125,412.0,415.1000061035156,193209,2022-03-07
2022-03-14,414.6161804199219,417.0,425.0,399.45001220703125,419.0,197004,2022-03-14
2022-03-21,435.3966979980469,437.8999938964844,477.0,391.0,417.0,3607928,2022-03-21
2022-03-28,440.76580810546875,443.29998779296875,450.0,426.29998779296875,438.5,395145,2022-03-28
2022-04-04,452.94580078125,455.54998779296875,477.8999938964844,440.0,445.1000061035156,211133,2022-04-04
2022-04-11,432.7618713378906,435.25,463.3500061035156,434.3999938964844,455.0,172523,2022-04-11
2022-04-18,435.2475891113281,437.75,475.0,395.8999938964844,432.0,957789,2022-04-18
2022-04-25,455.0835266113281,457.70001220703125,475.0,425.54998779296875,431.0,475903,2022-04-25
2022-05-02,408.00421142578125,410.3500061035156,455.45001220703125,400.0,450.0,172190,2022-05-02
2022-05-09,398.01165771484375,400.29998779296875,417.8999938964844,362.3999938964844,401.0,374634,2022-05-09
2022-05-16,397.0671081542969,399.3500061035156,475.25,393.0,409.0,692228,2022-05-16
2022-05-23,377.2808532714844,379.45001220703125,408.95001220703125,376.20001220703125,401.0,600260,2022-05-23
2022-05-30,356.8980407714844,358.95001220703125,384.45001220703125,358.0,380.5,674428,2022-05-30
2022-06-06,325.8763732910156,327.75,363.95001220703125,326.45001220703125,360.0,294098,2022-06-06
2022-06-13,332.7369384765625,334.6499938964844,358.0,295.0,328.0,2325698,2022-06-13
2022-06-20,329.2569274902344,331.1499938964844,350.0,320.1000061035156,334.6000061035156,382579,2022-06-20
2022-06-27,348.8940734863281,350.8999938964844,361.0,326.0,330.04998779296875,629578,2022-06-27
2022-07-04,313.5472717285156,315.3500061035156,354.0,310.0,350.8999938964844,269650,2022-07-04
2022-07-11,319.8609924316406,321.70001220703125,329.79998779296875,302.0,317.0,450402,2022-07-11
2022-07-18,328.1135559082031,330.0,344.79998779296875,314.29998779296875,324.3999938964844,290484,2022-07-18
2022-07-25,339.59747314453125,341.54998779296875,344.25,322.1000061035156,333.29998779296875,298253,2022-07-25
2022-08-01,377.77801513671875,379.95001220703125,399.8999938964844,344.95001220703125,345.0,656812,2022-08-01
2022-08-08,353.7660217285156,355.79998779296875,380.0,352.0,379.95001220703125,286935,2022-08-08
2022-08-15,351.180908203125,353.20001220703125,369.79998779296875,346.75,355.79998779296875,180980,2022-08-15
2022-08-22,353.1197509765625,355.1499938964844,366.0,348.0,364.79998779296875,157053,2022-08-22
2022-08-29,380.6116943359375,382.79998779296875,393.95001220703125,342.8500061035156,349.0,3509403,2022-08-29
2022-09-05,443.5995178222656,446.1499938964844,475.0,378.0,384.79998779296875,2755688,2022-09-05
2022-09-12,408.4516296386719,410.79998779296875,446.1499938964844,381.3999938964844,446.1499938964844,434316,2022-09-12
2022-09-19,422.7196044921875,425.1499938964844,435.95001220703125,395.1000061035156,418.0,1549337,2022-09-19
2022-09-26,459.213134765625,460.70001220703125,468.5,401.1499938964844,424.8999938964844,1108720,2022-09-26
2022-10-03,460.95745849609375,462.45001220703125,486.0,426.1000061035156,464.79998779296875,896741,2022-10-03
2022-10-10,428.4626770019531,429.8500061035156,462.5,418.29998779296875,457.1000061035156,362351,2022-10-10
2022-10-17,460.658447265625,462.1499938964844,484.0,424.1499938964844,430.70001220703125,1220456,2022-10-17
2022-10-24,451.9366760253906,453.3999938964844,493.8999938964844,451.25,462.1499938964844,592572,2022-10-24
2022-10-31,487.1725769042969,488.75,508.45001220703125,431.1000061035156,454.1000061035156,953875,2022-10-31
2022-11-07,459.51214599609375,461.0,499.0,448.79998779296875,491.79998779296875,687980,2022-11-07
2022-11-14,457.817626953125,459.29998779296875,473.70001220703125,442.0,463.29998779296875,1088867,2022-11-14
2022-11-21,449.7438049316406,451.20001220703125,474.8500061035156,443.0,460.0,452061,2022-11-21
2022-11-28,465.79180908203125,467.29998779296875,496.5,444.0,453.0,901953,2022-11-28
2022-12-05,445.35797119140625,446.79998779296875,473.1499938964844,435.54998779296875,468.0,411981,2022-12-05
2022-12-12,434.6925354003906,436.1000061035156,457.0,432.54998779296875,446.79998779296875,174153,2022-12-12
2022-12-19,449.09588623046875,450.54998779296875,528.0,424.0,437.25,6436906,2022-12-19
2022-12-26,435.7391357421875,437.1499938964844,465.0,428.6499938964844,456.25,1419408,2022-12-26
2023-01-02,389.78790283203125,391.04998779296875,439.0,390.0,439.0,957429,2023-01-02
2023-01-09,407.3809509277344,408.70001220703125,420.0,385.1000061035156,394.3500061035156,1025349,2023-01-09
2023-01-16,410.57061767578125,411.8999938964844,416.04998779296875,398.29998779296875,408.95001220703125,590101,2023-01-16
2023-01-23,406.08514404296875,407.3999938964844,422.95001220703125,400.1000061035156,411.8999938964844,247810,2023-01-23
