Date,Adj Close_VIJAYA.NS,Close_VIJAYA.NS,High_VIJAYA.NS,Low_VIJAYA.NS,Open_VIJAYA.NS,Volume_VIJAYA.NS,Date
2023-01-30,420.9869079589844,422.3500061035156,430.0,400.79998779296875,406.75,379167,2023-01-30
2023-02-06,439.8258972167969,441.25,446.6499938964844,419.1499938964844,428.0,251820,2023-02-06
2023-02-13,412.56414794921875,413.8999938964844,448.70001220703125,399.0,444.0,439287,2023-02-13
2023-02-20,370.60003662109375,371.79998779296875,414.95001220703125,366.79998779296875,413.95001220703125,463247,2023-02-20
2023-02-27,401.05145263671875,402.3500061035156,407.5,351.3500061035156,371.25,357797,2023-02-27
2023-03-06,399.755615234375,401.04998779296875,434.6499938964844,388.8500061035156,402.0,494050,2023-03-06
2023-03-13,385.402099609375,386.6499938964844,408.0,375.20001220703125,401.04998779296875,253992,2023-03-13
2023-03-20,383.4584045410156,384.70001220703125,398.8500061035156,377.5,398.70001220703125,333968,2023-03-20
2023-03-27,390.037109375,391.29998779296875,461.0,384.95001220703125,384.95001220703125,7584853,2023-03-27
2023-04-03,393.1271057128906,394.3999938964844,428.54998779296875,391.29998779296875,391.29998779296875,1522680,2023-04-03
2023-04-10,386.69793701171875,387.95001220703125,405.5,386.1499938964844,400.5,520864,2023-04-10
2023-04-17,371.2977600097656,372.5,388.1000061035156,370.3999938964844,387.95001220703125,422147,2023-04-17
2023-04-24,376.2816467285156,377.5,410.0,349.25,374.0,7414478,2023-04-24
2023-05-01,374.5871276855469,375.79998779296875,383.8500061035156,372.95001220703125,377.5,289477,2023-05-01
2023-05-08,372.8926086425781,374.1000061035156,381.3999938964844,360.0,371.04998779296875,488529,2023-05-08
2023-05-15,373.29132080078125,374.5,394.5,372.3500061035156,374.1000061035156,628947,2023-05-15
2023-05-22,374.8363037109375,376.04998779296875,380.1499938964844,369.45001220703125,374.45001220703125,472406,2023-05-22
2023-05-29,380.0693664550781,381.29998779296875,394.5,372.0,376.04998779296875,2344773,2023-05-29
2023-06-05,388.6416320800781,389.8999938964844,398.70001220703125,379.29998779296875,382.95001220703125,4481229,2023-06-05
2023-06-12,404.9886779785156,406.29998779296875,415.70001220703125,387.54998779296875,390.6000061035156,706509,2023-06-12
2023-06-19,470.8255310058594,472.3500061035156,481.0,405.3500061035156,412.6000061035156,3535600,2023-06-19
2023-06-26,471.1744079589844,472.70001220703125,518.4000244140625,461.1499938964844,474.75,2482962,2023-06-26
2023-07-03,468.3336181640625,469.8500061035156,488.95001220703125,461.5,470.70001220703125,581759,2023-07-03
2023-07-10,459.213134765625,460.70001220703125,495.0,454.6499938964844,469.95001220703125,620330,2023-07-10
2023-07-17,450.54119873046875,452.0,483.95001220703125,445.0,460.70001220703125,386335,2023-07-17
2023-07-24,452.0363464355469,453.5,465.45001220703125,445.04998779296875,452.0,201959,2023-07-24
2023-07-31,459.0137634277344,460.5,472.3999938964844,437.25,454.3999938964844,290871,2023-07-31
2023-08-07,476.407470703125,477.95001220703125,498.0,450.0,461.8999938964844,1011731,2023-08-07
2023-08-14,466.0409851074219,467.54998779296875,481.1000061035156,456.1000061035156,477.95001220703125,443333,2023-08-14
2023-08-21,489.3156433105469,490.8999938964844,506.5,465.0,465.0,1420187,2023-08-21
2023-08-28,503.56951904296875,505.20001220703125,529.0,489.45001220703125,492.8999938964844,1060158,2023-08-28
2023-09-04,484.1822509765625,485.75,510.70001220703125,476.70001220703125,510.6000061035156,647553,2023-09-04
2023-09-11,490.810791015625,492.3999938964844,496.75,467.3999938964844,486.95001220703125,618741,2023-09-11
2023-09-18,455.08917236328125,455.6000061035156,507.25,453.0,492.95001220703125,1093460,2023-09-18
2023-09-25,498.6402893066406,499.20001220703125,502.95001220703125,453.70001220703125,456.5,1043509,2023-09-25
2023-10-02,494.7446594238281,495.29998779296875,510.0,489.8500061035156,499.20001220703125,711851,2023-10-02
2023-10-09,552.9293212890625,553.5499877929688,579.5,487.8500061035156,488.0,2937493,2023-10-09
2023-10-16,567.3631591796875,568.0,593.7999877929688,550.5499877929688,558.9000244140625,1118861,2023-10-16
2023-10-23,563.5174560546875,564.1500244140625,570.0,536.7000122070312,568.0,653947,2023-10-23
2023-10-30,579.1998291015625,579.8499755859375,603.0,559.0499877929688,563.7999877929688,1716499,2023-10-30
2023-11-06,629.3934936523438,630.0999755859375,653.9000244140625,563.0499877929688,576.0,4154079,2023-11-06
2023-11-13,596.580322265625,597.25,652.5,583.9500122070312,636.9500122070312,963030,2023-11-13
2023-11-20,607.2184448242188,607.9000244140625,624.75,580.7999877929688,598.2000122070312,963583,2023-11-20
2023-11-27,627.4457397460938,628.1500244140625,645.9500122070312,607.9000244140625,607.9000244140625,934743,2023-11-27
2023-12-04,611.01416015625,611.7000122070312,686.0999755859375,595.0999755859375,644.9000244140625,2332148,2023-12-04
2023-12-11,611.6134643554688,612.2999877929688,633.7999877929688,608.0,611.0,675205,2023-12-11
2023-12-18,640.1814575195312,640.9000244140625,685.0,612.25,622.0,5413235,2023-12-18
2023-12-25,674.9423828125,675.7000122070312,678.0,623.7000122070312,640.9000244140625,1480347,2023-12-25
2024-01-01,674.9423828125,675.7000122070312,691.5499877929688,645.3499755859375,675.0,903962,2024-01-01
2024-01-08,668.1000366210938,668.8499755859375,698.9500122070312,659.0,671.7999877929688,568164,2024-01-08
2024-01-15,649.0714111328125,649.7999877929688,679.4000244140625,646.8499755859375,668.8499755859375,298954,2024-01-15
2024-01-22,647.2734375,648.0,661.75,624.7999877929688,649.7999877929688,561832,2024-01-22
2024-01-29,647.97265625,648.7000122070312,675.0999755859375,643.6500244140625,651.25,394345,2024-01-29
2024-02-05,643.6275024414062,644.3499755859375,718.7999877929688,608.5499877929688,648.7000122070312,5200297,2024-02-05
2024-02-12,634.6376342773438,635.3499755859375,653.4000244140625,621.0,644.0,480889,2024-02-12
2024-02-19,653.1668701171875,653.9000244140625,664.9500122070312,626.0,630.0,763291,2024-02-19
2024-02-26,630.8917846679688,631.5999755859375,676.5999755859375,629.0,653.9000244140625,420847,2024-02-26
2024-03-04,636.9849853515625,637.7000122070312,650.7000122070312,605.0,630.0,449842,2024-03-04
2024-03-11,604.5214233398438,605.2000122070312,645.7999877929688,596.0499877929688,637.7000122070312,1288928,2024-03-11
2024-03-18,630.192626953125,630.9000244140625,645.0,596.0499877929688,603.0,574815,2024-03-18
2024-03-25,635.88623046875,636.5999755859375,644.9500122070312,624.5999755859375,624.5999755859375,224252,2024-03-25
2024-04-01,664.25439453125,665.0,671.2999877929688,636.5999755859375,636.5999755859375,1102375,2024-04-01
2024-04-08,682.0843505859375,682.8499755859375,688.75,650.0999755859375,665.0,400277,2024-04-08
2024-04-15,672.0955810546875,672.8499755859375,699.7000122070312,647.4000244140625,666.0,715354,2024-04-15
2024-04-22,702.1119384765625,702.9000244140625,720.0,652.4500122070312,672.9500122070312,579274,2024-04-22
2024-04-29,680.6360473632812,681.4000244140625,720.0,666.2000122070312,718.0,739911,2024-04-29
2024-05-06,801.9998168945312,802.9000244140625,817.9500122070312,654.5499877929688,681.4000244140625,12776055,2024-05-06
2024-05-13,807.0441284179688,807.9500122070312,837.9500122070312,750.5999755859375,793.7999877929688,5060824,2024-05-13
2024-05-20,774.680419921875,775.5499877929688,803.3499755859375,766.0499877929688,776.2000122070312,740781,2024-05-20
2024-05-27,812.687744140625,813.5999755859375,844.4500122070312,759.0499877929688,775.5499877929688,2735549,2024-05-27
2024-06-03,810.040771484375,810.9500122070312,880.0,760.0,828.4000244140625,1269985,2024-06-03
2024-06-10,792.6102905273438,793.5,833.0,776.6500244140625,813.0,709688,2024-06-10
2024-06-17,771.9335327148438,772.7999877929688,809.9000244140625,763.2000122070312,793.5,835278,2024-06-17
2024-06-24,748.0603637695312,748.9000244140625,780.5999755859375,730.0,770.0499877929688,638607,2024-06-24
2024-07-01,787.116455078125,788.0,807.8499755859375,745.0,748.9000244140625,726918,2024-07-01
2024-07-08,783.2208251953125,784.0999755859375,863.7000122070312,771.0499877929688,788.0,4319864,2024-07-08
2024-07-15,759.5474243164062,760.4000244140625,787.7999877929688,753.0499877929688,786.3499755859375,1029577,2024-07-15
2024-07-22,793.1097412109375,794.0,802.0,747.0,759.9500122070312,600172,2024-07-22
2024-07-29,785.368408203125,786.25,804.0,775.0,803.0,328143,2024-07-29
2024-08-05,828.4201049804688,829.3499755859375,853.5499877929688,763.7000122070312,771.5,1569205,2024-08-05
2024-08-12,818.8807983398438,819.7999877929688,872.7000122070312,808.5999755859375,829.3499755859375,997949,2024-08-12
2024-08-19,918.6688232421875,919.7000122070312,939.0,811.3499755859375,833.0,6069916,2024-08-19
2024-08-26,911.5767211914062,912.5999755859375,932.0,888.0,919.0499877929688,1044716,2024-08-26
2024-09-02,919.4000244140625,919.4000244140625,965.0,890.0,927.0,1804710,2024-09-02
2024-09-09,918.0499877929688,918.0499877929688,973.0,901.0999755859375,920.0,1097705,2024-09-09
2024-09-16,896.75,896.75,932.2000122070312,872.5499877929688,924.0,664135,2024-09-16
2024-09-23,880.25,880.25,933.0,872.0,892.0,497970,2024-09-23
2024-09-30,989.2000122070312,989.2000122070312,995.4500122070312,879.7000122070312,882.2999877929688,3876930,2024-09-30
2024-10-07,988.8499755859375,988.8499755859375,1018.2000122070312,946.5,989.0,2181385,2024-10-07
2024-10-14,995.7999877929688,995.7999877929688,1107.6500244140625,960.4000244140625,988.0,2243328,2024-10-14
2024-10-21,905.2999877929688,905.2999877929688,1000.7999877929688,897.5999755859375,1000.7999877929688,734557,2024-10-21
2024-10-28,975.9000244140625,975.9000244140625,1011.2000122070312,885.25,885.25,759329,2024-10-28
2024-11-04,1119.449951171875,1119.449951171875,1138.6500244140625,951.9000244140625,969.9000244140625,3482011,2024-11-04
2024-11-11,1038.199951171875,1038.199951171875,1126.0,1012.7000122070312,1120.0,1042655,2024-11-11
2024-11-18,1219.6500244140625,1219.6500244140625,1249.949951171875,1001.0,1047.0,3768565,2024-11-18
2024-11-25,1166.6500244140625,1166.6500244140625,1244.25,1132.199951171875,1218.800048828125,1932583,2024-11-25
2024-12-02,1141.949951171875,1141.949951171875,1182.050048828125,1130.550048828125,1166.5999755859375,1108160,2024-12-02
2024-12-09,1098.449951171875,1098.449951171875,1148.9000244140625,1067.0,1140.0,1509567,2024-12-09
2024-12-16,1042.300048828125,1042.300048828125,1106.949951171875,1025.0,1100.0,1646561,2024-12-16
2024-12-23,1074.8499755859375,1074.8499755859375,1138.949951171875,1018.0,1041.0,1017574,2024-12-23
2024-12-30,1113.0999755859375,1113.0999755859375,1148.699951171875,1020.0499877929688,1068.0,1907101,2024-12-30
2025-01-06,1241.800048828125,1241.800048828125,1264.75,1100.449951171875,1118.449951171875,6193756,2025-01-06
2025-01-13,1082.300048828125,1082.300048828125,1275.0,1076.0999755859375,1243.5,2691916,2025-01-13
2025-01-20,978.3499755859375,978.3499755859375,1108.1500244140625,973.0,1086.949951171875,1723093,2025-01-20
2025-01-27,1089.699951171875,1089.699951171875,1106.199951171875,898.5,963.6500244140625,3245419,2025-01-27
2025-02-03,1134.0,1134.0,1192.0,1045.199951171875,1076.199951171875,1578745,2025-02-03
2025-02-10,921.7000122070312,921.7000122070312,1142.3499755859375,905.75,1142.3499755859375,2349857,2025-02-10
2025-02-17,994.0999755859375,994.0999755859375,1033.8499755859375,740.0,740.0,5581248,2025-02-17
2025-02-24,915.75,915.75,1107.949951171875,900.0999755859375,980.0,12903434,2025-02-24
2025-03-03,1053.6500244140625,1053.6500244140625,1105.0,895.0,915.75,23180575,2025-03-03
2025-03-10,1013.5499877929688,1013.5499877929688,1075.949951171875,991.0499877929688,1054.9000244140625,3220796,2025-03-10
2025-03-17,1025.3499755859375,1025.3499755859375,1159.4000244140625,1010.1500244140625,1018.5,9178175,2025-03-17
2025-03-24,1007.2000122070312,1007.2000122070312,1083.9000244140625,987.6500244140625,1035.5,2629613,2025-03-24
2025-03-31,948.5999755859375,948.5999755859375,1007.2000122070312,935.5,1007.2000122070312,1462257,2025-03-31
2025-04-07,965.4000244140625,965.4000244140625,1063.0,813.1500244140625,813.1500244140625,17661978,2025-04-07
2025-04-14,1040.699951171875,1040.699951171875,1053.5999755859375,963.2999877929688,965.4000244140625,2468306,2025-04-14
2025-04-21,1038.4000244140625,1038.4000244140625,1180.0,1022.0,1043.0,5545309,2025-04-21
2025-04-28,992.5,992.5,1061.0,978.5,1038.4000244140625,1164767,2025-04-28
2025-05-05,993.0999755859375,993.0999755859375,1029.800048828125,977.0,1000.0999755859375,883188,2025-05-05
2025-05-12,909.7999877929688,909.7999877929688,1054.5999755859375,885.0,1050.0,2933238,2025-05-12
2025-05-19,911.0,911.0,954.0,898.5,920.0,1649200,2025-05-19
2025-05-26,956.2999877929688,956.2999877929688,970.2999877929688,911.5,915.0,1177356,2025-05-26
2025-06-02,975.0,975.0,993.9500122070312,936.0,957.0,1141605,2025-06-02
2025-06-09,950.4000244140625,950.4000244140625,986.9500122070312,940.0,975.0499877929688,938980,2025-06-09
2025-06-16,930.25,930.25,977.5,924.5499877929688,948.7000122070312,679486,2025-06-16
2025-06-23,989.5999755859375,989.5999755859375,1014.9500122070312,926.5499877929688,930.0499877929688,1058497,2025-06-23
2025-06-30,1020.5,1020.5,1026.0,971.5499877929688,991.9000244140625,904194,2025-06-30
2025-07-07,1020.4500122070312,1020.4500122070312,1050.5,999.0,1025.5999755859375,1058353,2025-07-07
2025-07-14,1017.2999877929688,1017.2999877929688,1034.0999755859375,986.7000122070312,1020.4500122070312,340475,2025-07-14
