Date,Adj Close_AXISCADES.NS,Close_AXISCADES.NS,High_AXISCADES.NS,Low_AXISCADES.NS,Open_AXISCADES.NS,Volume_AXISCADES.NS,Date
2022-05-16,147.6999969482422,147.6999969482422,156.5,139.35000610351562,142.6999969482422,512971,2022-05-16
2022-05-23,135.10000610351562,135.10000610351562,152.85000610351562,132.10000610351562,150.85000610351562,450046,2022-05-23
2022-05-30,137.4499969482422,137.4499969482422,140.1999969482422,128.35000610351562,135.1999969482422,413129,2022-05-30
2022-06-06,138.35000610351562,138.35000610351562,142.5,131.0,137.39999389648438,218500,2022-06-06
2022-06-13,119.6500015258789,119.6500015258789,139.0,119.6500015258789,139.0,150066,2022-06-13
2022-06-20,120.0,120.0,124.4000015258789,108.6500015258789,124.4000015258789,216218,2022-06-20
2022-06-27,116.30000305175781,116.30000305175781,125.9000015258789,112.0999984741211,125.0,148355,2022-06-27
2022-07-04,120.4000015258789,120.4000015258789,123.0,113.0,116.0,97289,2022-07-04
2022-07-11,120.5,120.5,127.19999694824219,119.19999694824219,123.0,111137,2022-07-11
2022-07-18,122.55000305175781,122.55000305175781,131.85000610351562,120.55000305175781,120.55000305175781,258070,2022-07-18
2022-07-25,122.4000015258789,122.4000015258789,125.75,115.6500015258789,122.5,174050,2022-07-25
2022-08-01,128.8000030517578,128.8000030517578,133.25,121.25,127.0,300880,2022-08-01
2022-08-08,140.1999969482422,140.1999969482422,150.0,122.94999694824219,130.0,946220,2022-08-08
2022-08-15,139.9499969482422,139.9499969482422,143.85000610351562,131.39999389648438,140.1999969482422,297601,2022-08-15
2022-08-22,142.5500030517578,142.5500030517578,149.0,134.0,137.0,345365,2022-08-22
2022-08-29,137.5,137.5,145.64999389648438,130.0500030517578,130.60000610351562,483893,2022-08-29
2022-09-05,148.0,148.0,154.8000030517578,137.25,137.25,759338,2022-09-05
2022-09-12,180.0,180.0,183.89999389648438,146.5,146.5,2097982,2022-09-12
2022-09-19,172.64999389648438,172.64999389648438,194.85000610351562,168.14999389648438,182.39999389648438,1084748,2022-09-19
2022-09-26,171.89999389648438,171.89999389648438,177.8000030517578,160.10000610351562,168.0,416322,2022-09-26
2022-10-03,176.14999389648438,176.14999389648438,178.89999389648438,165.0,171.10000610351562,286060,2022-10-03
2022-10-10,165.25,165.25,184.0,160.0500030517578,175.9499969482422,704979,2022-10-10
2022-10-17,215.8000030517578,215.8000030517578,220.75,162.5,164.85000610351562,3898170,2022-10-17
2022-10-24,236.3000030517578,236.3000030517578,247.0,217.0,218.6999969482422,2113613,2022-10-24
2022-10-31,318.79998779296875,318.79998779296875,318.79998779296875,224.1999969482422,238.89999389648438,2963108,2022-10-31
2022-11-07,349.6499938964844,349.6499938964844,385.79998779296875,319.6499938964844,325.0,2516540,2022-11-07
2022-11-14,320.6499938964844,320.6499938964844,385.45001220703125,320.6499938964844,332.20001220703125,1565042,2022-11-14
2022-11-21,307.6499938964844,307.6499938964844,319.8500061035156,276.1499938964844,304.6499938964844,1200774,2022-11-21
2022-11-28,303.1000061035156,303.1000061035156,335.95001220703125,287.79998779296875,310.95001220703125,611508,2022-11-28
2022-12-05,292.75,292.75,302.79998779296875,280.29998779296875,302.79998779296875,357594,2022-12-05
2022-12-12,288.25,288.25,298.0,260.8999938964844,298.0,340918,2022-12-12
2022-12-19,280.54998779296875,280.54998779296875,324.79998779296875,280.5,289.95001220703125,609823,2022-12-19
2022-12-26,298.0,298.0,308.3999938964844,269.79998779296875,283.3999938964844,226872,2022-12-26
2023-01-02,311.0,311.0,331.95001220703125,293.3500061035156,300.04998779296875,445620,2023-01-02
2023-01-09,329.79998779296875,329.79998779296875,329.79998779296875,303.54998779296875,318.04998779296875,375096,2023-01-09
2023-01-16,337.3999938964844,337.3999938964844,363.54998779296875,328.95001220703125,336.0,501206,2023-01-16
2023-01-23,305.3500061035156,305.3500061035156,348.95001220703125,298.1000061035156,336.04998779296875,229591,2023-01-23
2023-01-30,302.1000061035156,302.1000061035156,327.8999938964844,295.04998779296875,304.0,253501,2023-01-30
2023-02-06,354.54998779296875,354.54998779296875,354.54998779296875,300.1000061035156,304.20001220703125,452112,2023-02-06
2023-02-13,321.8500061035156,321.8500061035156,345.04998779296875,304.0,336.8500061035156,424582,2023-02-13
2023-02-20,304.29998779296875,304.29998779296875,338.45001220703125,301.54998779296875,316.1499938964844,437401,2023-02-20
2023-02-27,311.70001220703125,311.70001220703125,314.3999938964844,297.0,303.1000061035156,264247,2023-02-27
2023-03-06,302.04998779296875,302.04998779296875,321.8999938964844,301.0,313.79998779296875,183949,2023-03-06
2023-03-13,286.25,286.25,304.8999938964844,270.1000061035156,297.54998779296875,267763,2023-03-13
2023-03-20,273.8500061035156,273.8500061035156,290.0,271.3500061035156,283.29998779296875,193652,2023-03-20
2023-03-27,267.5,267.5,279.8500061035156,248.0500030517578,275.0,330876,2023-03-27
2023-04-03,291.8999938964844,291.8999938964844,295.3999938964844,275.0,275.3999938964844,163977,2023-04-03
2023-04-10,307.6000061035156,307.6000061035156,322.1000061035156,288.20001220703125,292.0,476904,2023-04-10
2023-04-17,302.5,302.5,314.54998779296875,290.6000061035156,307.0,227862,2023-04-17
2023-04-24,304.5,304.5,312.0,295.1000061035156,300.1499938964844,198140,2023-04-24
2023-05-01,337.1000061035156,337.1000061035156,352.29998779296875,301.0,304.5,737877,2023-05-01
2023-05-08,336.8999938964844,336.8999938964844,351.0,318.25,339.0,410425,2023-05-08
2023-05-15,367.1000061035156,367.1000061035156,367.1000061035156,314.20001220703125,339.3500061035156,723607,2023-05-15
2023-05-22,366.54998779296875,366.54998779296875,403.0,355.6000061035156,373.29998779296875,582488,2023-05-22
2023-05-29,373.20001220703125,373.20001220703125,379.8500061035156,346.04998779296875,360.04998779296875,415227,2023-05-29
2023-06-05,374.95001220703125,374.95001220703125,411.3999938964844,367.1499938964844,378.0,863263,2023-06-05
2023-06-12,383.04998779296875,383.04998779296875,397.0,357.25,376.95001220703125,326951,2023-06-12
2023-06-19,431.54998779296875,431.54998779296875,443.3999938964844,391.3500061035156,400.0,904523,2023-06-19
2023-06-26,482.04998779296875,482.04998779296875,517.0,443.0,453.1000061035156,903972,2023-06-26
2023-07-03,455.3500061035156,455.3500061035156,494.0,447.0,467.0,283465,2023-07-03
2023-07-10,488.3500061035156,488.3500061035156,530.0,455.0,455.0,331629,2023-07-10
2023-07-17,471.75,471.75,509.0,465.1000061035156,466.0,172240,2023-07-17
2023-07-24,464.20001220703125,464.20001220703125,490.75,441.25,466.0,208808,2023-07-24
2023-07-31,477.6499938964844,477.6499938964844,503.79998779296875,455.0,464.20001220703125,152491,2023-07-31
2023-08-07,525.8499755859375,525.8499755859375,547.9000244140625,453.79998779296875,456.8500061035156,390705,2023-08-07
2023-08-14,554.5999755859375,554.5999755859375,605.0,526.3499755859375,539.9500122070312,200596,2023-08-14
2023-08-21,536.4500122070312,536.4500122070312,582.2999877929688,528.0,570.0,251696,2023-08-21
2023-08-28,562.5499877929688,562.5499877929688,585.0,533.0,536.0,216247,2023-08-28
2023-09-04,578.1500244140625,578.1500244140625,610.0,554.0,574.0,184628,2023-09-04
2023-09-11,538.6500244140625,538.6500244140625,585.0,522.0999755859375,584.9500122070312,224981,2023-09-11
2023-09-18,506.8999938964844,506.8999938964844,539.0,487.25,534.0,142831,2023-09-18
2023-09-25,510.8500061035156,510.8500061035156,515.0,469.25,500.0,181826,2023-09-25
2023-10-02,548.75,548.75,548.75,494.29998779296875,510.8500061035156,86896,2023-10-02
2023-10-09,545.7999877929688,545.7999877929688,583.0,527.0,548.8499755859375,347504,2023-10-09
2023-10-16,519.0,519.0,563.0,517.0499877929688,540.0,164305,2023-10-16
2023-10-23,517.75,517.75,534.0,472.20001220703125,519.0,201014,2023-10-23
2023-10-30,529.5,529.5,534.9000244140625,500.45001220703125,523.9000244140625,121494,2023-10-30
2023-11-06,540.5499877929688,540.5499877929688,547.4500122070312,514.1500244140625,538.0,120068,2023-11-06
2023-11-13,551.3499755859375,551.3499755859375,603.25,544.0499877929688,555.0499877929688,391828,2023-11-13
2023-11-20,561.0499877929688,561.0499877929688,608.4000244140625,541.2000122070312,560.9500122070312,378049,2023-11-20
2023-11-27,552.4500122070312,552.4500122070312,564.5,540.7000122070312,561.0499877929688,229907,2023-11-27
2023-12-04,610.5999755859375,610.5999755859375,650.0,531.1500244140625,555.0,939819,2023-12-04
2023-12-11,608.8499755859375,608.8499755859375,641.0,575.0,615.0,619637,2023-12-11
2023-12-18,675.0,675.0,675.0,581.1500244140625,610.0,874528,2023-12-18
2023-12-25,637.4500122070312,637.4500122070312,691.6500244140625,622.0499877929688,675.0,504110,2023-12-25
2024-01-01,728.2999877929688,728.2999877929688,793.75,642.0499877929688,642.25,888990,2024-01-01
2024-01-08,799.6500244140625,799.6500244140625,850.0,718.2999877929688,727.7999877929688,859219,2024-01-08
2024-01-15,810.4500122070312,810.4500122070312,838.9000244140625,768.5,807.9000244140625,626937,2024-01-15
2024-01-22,798.2000122070312,798.2000122070312,821.2000122070312,784.6500244140625,810.4500122070312,244327,2024-01-22
2024-01-29,784.2999877929688,784.2999877929688,850.0,775.0999755859375,803.0499877929688,258318,2024-01-29
2024-02-05,776.75,776.75,802.5999755859375,757.5499877929688,788.2000122070312,421016,2024-02-05
2024-02-12,717.25,717.25,781.7000122070312,681.3499755859375,776.75,434149,2024-02-12
2024-02-19,674.4000244140625,674.4000244140625,730.0,665.0499877929688,720.8499755859375,281167,2024-02-19
2024-02-26,658.6500244140625,658.6500244140625,734.0,630.4000244140625,677.8499755859375,400089,2024-02-26
2024-03-04,619.5999755859375,619.5999755859375,665.9500122070312,613.0,657.4000244140625,192097,2024-03-04
2024-03-11,561.7000122070312,561.7000122070312,621.4000244140625,499.95001220703125,620.0,675728,2024-03-11
2024-03-18,566.2999877929688,566.2999877929688,594.5499877929688,543.75,560.0,396243,2024-03-18
2024-03-25,553.1500244140625,553.1500244140625,571.7000122070312,536.5999755859375,566.0,238210,2024-03-25
2024-04-01,641.5499877929688,641.5499877929688,663.75,555.0,555.0,793425,2024-04-01
2024-04-08,606.3499755859375,606.3499755859375,646.9000244140625,601.9500122070312,640.0,221559,2024-04-08
2024-04-15,613.5499877929688,613.5499877929688,655.0,573.5499877929688,600.25,226314,2024-04-15
2024-04-22,635.9500122070312,635.9500122070312,652.9500122070312,612.9500122070312,615.0,291952,2024-04-22
2024-04-29,661.5999755859375,661.5999755859375,684.8499755859375,631.0,638.5,408678,2024-04-29
2024-05-06,612.25,612.25,668.5,589.2000122070312,666.0,250648,2024-05-06
2024-05-13,609.9000244140625,609.9000244140625,620.0,575.0999755859375,613.7999877929688,225470,2024-05-13
2024-05-20,511.70001220703125,511.70001220703125,605.0,501.0,602.1500244140625,1421878,2024-05-20
2024-05-27,476.3999938964844,476.3999938964844,538.8499755859375,474.20001220703125,527.7000122070312,1093338,2024-05-27
2024-06-03,478.6499938964844,478.6499938964844,530.0,432.54998779296875,514.0,1469769,2024-06-03
2024-06-10,527.3499755859375,527.3499755859375,538.9000244140625,475.04998779296875,489.0,2567882,2024-06-10
2024-06-17,575.5,575.5,626.0,527.3499755859375,527.3499755859375,3805340,2024-06-17
2024-06-24,523.25,523.25,583.9500122070312,519.0499877929688,573.0499877929688,1454628,2024-06-24
2024-07-01,611.9500122070312,611.9500122070312,632.0,518.0499877929688,525.75,2155347,2024-07-01
2024-07-08,576.7999877929688,576.7999877929688,631.5499877929688,556.0499877929688,615.75,1416516,2024-07-08
2024-07-15,534.9500122070312,534.9500122070312,593.0,532.0,579.9000244140625,716928,2024-07-15
2024-07-22,571.4500122070312,571.4500122070312,578.0,521.0,535.0,756190,2024-07-22
2024-07-29,553.75,553.75,595.0,548.0,572.0,556437,2024-07-29
2024-08-05,530.0999755859375,530.0999755859375,554.9500122070312,501.79998779296875,530.0499877929688,2446239,2024-08-05
2024-08-12,510.8500061035156,510.8500061035156,540.5,504.25,525.0,587032,2024-08-12
2024-08-19,611.5,611.5,615.0,515.7999877929688,515.7999877929688,2189665,2024-08-19
2024-08-26,644.7000122070312,644.7000122070312,673.4500122070312,618.25,619.0,2034901,2024-08-26
2024-09-02,569.0999755859375,569.0999755859375,665.0,565.5999755859375,644.7999877929688,2197312,2024-09-02
2024-09-09,557.7999877929688,557.7999877929688,569.7999877929688,534.0,566.7999877929688,742009,2024-09-09
2024-09-16,559.0999755859375,559.0999755859375,573.0,525.75,565.0,692447,2024-09-16
2024-09-23,582.4500122070312,582.4500122070312,605.0,560.5,566.0499877929688,1137689,2024-09-23
2024-09-30,556.3499755859375,556.3499755859375,605.0,550.0,582.4500122070312,557560,2024-09-30
2024-10-07,521.8499755859375,521.8499755859375,561.7999877929688,515.3499755859375,555.0,776723,2024-10-07
2024-10-14,520.2999877929688,520.2999877929688,536.7999877929688,507.6499938964844,529.8499755859375,339738,2024-10-14
2024-10-21,487.95001220703125,487.95001220703125,525.5,469.25,521.9000244140625,618036,2024-10-21
2024-10-28,498.75,498.75,504.8500061035156,482.75,485.0,194453,2024-10-28
2024-11-04,519.4500122070312,519.4500122070312,529.0,491.5,507.0,370410,2024-11-04
2024-11-11,509.1000061035156,509.1000061035156,518.9000244140625,445.0,511.70001220703125,766155,2024-11-11
2024-11-18,454.1000061035156,454.1000061035156,511.20001220703125,448.04998779296875,509.5,528233,2024-11-18
2024-11-25,442.79998779296875,442.79998779296875,468.29998779296875,420.8999938964844,459.75,1011001,2024-11-25
2024-12-02,549.5999755859375,549.5999755859375,579.0,438.5,443.79998779296875,3368569,2024-12-02
2024-12-09,566.4500122070312,566.4500122070312,587.4000244140625,548.0499877929688,569.0,1228742,2024-12-09
2024-12-16,585.7999877929688,585.7999877929688,622.0,565.5499877929688,575.0,1514673,2024-12-16
2024-12-23,641.7999877929688,641.7999877929688,658.7999877929688,577.0,585.7999877929688,1577127,2024-12-23
2024-12-30,733.75,733.75,733.75,607.9000244140625,640.4500122070312,543612,2024-12-30
2025-01-06,776.5499877929688,776.5499877929688,839.0,697.2000122070312,740.0,888139,2025-01-06
2025-01-13,742.9000244140625,742.9000244140625,781.3499755859375,686.0999755859375,770.1500244140625,584296,2025-01-13
2025-01-20,697.4500122070312,697.4500122070312,806.0,697.4500122070312,740.5,370108,2025-01-20
2025-01-27,711.6500244140625,711.6500244140625,711.6500244140625,630.0,690.0,459679,2025-01-27
2025-02-03,753.3499755859375,753.3499755859375,818.7000122070312,715.0,725.0,654737,2025-02-03
2025-02-10,721.25,721.25,791.0,661.9000244140625,759.8499755859375,822533,2025-02-10
2025-02-17,756.6500244140625,756.6500244140625,777.0,685.2000122070312,715.0,531703,2025-02-17
2025-02-24,712.9500122070312,712.9500122070312,748.9500122070312,670.25,748.9500122070312,223646,2025-02-24
2025-03-03,819.0,819.0,819.0,663.0,720.7999877929688,691458,2025-03-03
2025-03-10,830.1500244140625,830.1500244140625,902.9000244140625,820.0,829.0,744615,2025-03-10
2025-03-17,963.4000244140625,963.4000244140625,963.4000244140625,831.0,831.0,500309,2025-03-17
2025-03-24,892.2999877929688,892.2999877929688,975.0499877929688,863.0,960.0,395761,2025-03-24
2025-03-31,880.0,880.0,938.5,856.75,892.2999877929688,423979,2025-03-31
2025-04-07,792.2000122070312,792.2000122070312,836.0,720.0,836.0,316811,2025-04-07
2025-04-14,849.7000122070312,849.7000122070312,880.0,801.0,808.7000122070312,205853,2025-04-14
2025-04-21,808.7000122070312,808.7000122070312,895.0,799.2000122070312,856.0,356961,2025-04-21
2025-04-28,794.0,794.0,849.7000122070312,792.0,802.5,195242,2025-04-28
2025-05-05,768.7999877929688,768.7999877929688,819.9500122070312,735.0499877929688,803.7999877929688,293108,2025-05-05
2025-05-12,933.2000122070312,933.2000122070312,981.0,801.0,807.0999755859375,524145,2025-05-12
2025-05-19,996.2000122070312,996.2000122070312,1026.75,911.0,934.2999877929688,682504,2025-05-19
2025-05-26,1041.75,1041.75,1089.0,939.0,975.0,1384713,2025-05-26
2025-06-02,1094.300048828125,1094.300048828125,1164.300048828125,1039.9000244140625,1040.0,873027,2025-06-02
2025-06-09,1159.4000244140625,1159.4000244140625,1180.199951171875,1067.0,1094.300048828125,690316,2025-06-09
2025-06-16,1402.5,1402.5,1469.0,1130.0,1169.0,700058,2025-06-16
2025-06-23,1426.300048828125,1426.300048828125,1455.5,1310.0,1402.5,612531,2025-06-23
2025-06-30,1434.800048828125,1434.800048828125,1497.5999755859375,1362.0,1440.0,633746,2025-06-30
2025-07-07,1436.199951171875,1436.199951171875,1506.5,1415.0,1426.0,384076,2025-07-07
2025-07-14,1386.800048828125,1386.800048828125,1433.4000244140625,1370.0,1433.4000244140625,118048,2025-07-14
