Date,Adj Close_LGBBROSLTD.NS,Close_LGBBROSLTD.NS,High_LGBBROSLTD.NS,Low_LGBBROSLTD.NS,Open_LGBBROSLTD.NS,Volume_LGBBROSLTD.NS,Date
2023-09-18,1014.1991577148438,1043.9000244140625,1082.9000244140625,1031.0,1045.550048828125,304202,2023-09-18
2023-09-25,1049.4259033203125,1063.6500244140625,1070.949951171875,1018.0499877929688,1044.0999755859375,128086,2023-09-25
2023-10-02,1024.0694580078125,1037.949951171875,1074.0,1006.9500122070312,1063.6500244140625,170942,2023-10-02
2023-10-09,1036.846435546875,1050.9000244140625,1068.75,1008.75,1028.0,139359,2023-10-09
2023-10-16,1054.16162109375,1068.449951171875,1086.800048828125,1008.0,1054.9000244140625,275304,2023-10-16
2023-10-23,1017.6564331054688,1031.449951171875,1077.300048828125,963.9000244140625,1068.0,256207,2023-10-23
2023-10-30,1051.547119140625,1065.800048828125,1109.0,1010.6500244140625,1035.0,441808,2023-10-30
2023-11-06,1080.9979248046875,1095.6500244140625,1155.4000244140625,1070.0,1077.949951171875,370248,2023-11-06
2023-11-13,1095.353271484375,1110.199951171875,1130.0,1082.9000244140625,1115.0999755859375,192072,2023-11-13
2023-11-20,1135.9530029296875,1151.3499755859375,1175.0,1101.050048828125,1110.0,424624,2023-11-20
2023-11-27,1169.202392578125,1185.050048828125,1218.0,1121.050048828125,1151.3499755859375,380575,2023-11-27
2023-12-04,1195.7919921875,1212.0,1259.949951171875,1162.5999755859375,1209.9000244140625,379991,2023-12-04
2023-12-11,1312.4112548828125,1330.199951171875,1344.0,1205.050048828125,1212.0,466113,2023-12-11
2023-12-18,1294.4547119140625,1312.0,1366.0,1250.0,1336.9000244140625,201919,2023-12-18
2023-12-25,1241.4234619140625,1258.25,1339.699951171875,1251.699951171875,1312.0,110826,2023-12-25
2024-01-01,1245.666015625,1262.550048828125,1303.1500244140625,1230.0,1264.550048828125,135353,2024-01-01
2024-01-08,1342.8980712890625,1361.0999755859375,1425.0,1251.0999755859375,1268.9000244140625,320379,2024-01-08
2024-01-15,1303.2357177734375,1320.9000244140625,1378.4000244140625,1262.800048828125,1370.0,187053,2024-01-15
2024-01-22,1273.3902587890625,1290.6500244140625,1332.949951171875,1271.449951171875,1320.9000244140625,98050,2024-01-22
2024-01-29,1254.3482666015625,1271.3499755859375,1324.9000244140625,1254.75,1295.5999755859375,266583,2024-01-29
2024-02-05,1251.339111328125,1268.300048828125,1304.800048828125,1241.8499755859375,1284.800048828125,178274,2024-02-05
2024-02-12,1167.623779296875,1183.449951171875,1286.5999755859375,1136.0,1274.6500244140625,221336,2024-02-12
2024-02-19,1169.0050048828125,1184.8499755859375,1203.6500244140625,1153.050048828125,1177.0,137121,2024-02-19
2024-02-26,1162.6905517578125,1178.449951171875,1197.449951171875,1119.3499755859375,1194.0,155308,2024-02-26
2024-03-04,1153.76171875,1169.4000244140625,1195.5,1129.5999755859375,1180.0,150892,2024-03-04
2024-03-11,1141.872802734375,1157.3499755859375,1169.4000244140625,1102.0,1169.4000244140625,201138,2024-03-11
2024-03-18,1185.0870361328125,1201.1500244140625,1209.949951171875,1120.050048828125,1156.0999755859375,119749,2024-03-18
2024-03-25,1253.904296875,1270.9000244140625,1278.8499755859375,1201.1500244140625,1201.1500244140625,96504,2024-03-25
2024-04-01,1251.8323974609375,1268.800048828125,1304.550048828125,1230.0,1271.0,184565,2024-04-01
2024-04-08,1244.8272705078125,1261.699951171875,1323.300048828125,1241.75,1275.1500244140625,156516,2024-04-08
2024-04-15,1256.025634765625,1273.050048828125,1325.0,1223.050048828125,1235.0,128647,2024-04-15
2024-04-22,1286.906982421875,1304.3499755859375,1332.699951171875,1270.0,1281.9000244140625,121282,2024-04-22
2024-04-29,1314.7298583984375,1332.550048828125,1361.0,1258.699951171875,1305.0,249924,2024-04-29
2024-05-06,1244.13671875,1261.0,1355.0,1249.949951171875,1355.0,115939,2024-05-06
2024-05-13,1262.4879150390625,1279.5999755859375,1300.0,1240.0,1264.0,68015,2024-05-13
2024-05-20,1245.7646484375,1262.6500244140625,1310.0,1230.0,1264.4000244140625,153851,2024-05-20
2024-05-27,1223.31884765625,1239.9000244140625,1289.0,1210.0,1279.5,111741,2024-05-27
2024-06-03,1219.7176513671875,1236.25,1282.0,1129.0,1274.9000244140625,167458,2024-06-03
2024-06-10,1238.463623046875,1255.25,1273.5999755859375,1225.0,1230.5,121197,2024-06-10
2024-06-17,1245.221923828125,1262.0999755859375,1278.0,1235.0,1255.25,112586,2024-06-17
2024-06-24,1410.0872802734375,1429.199951171875,1479.949951171875,1250.0,1265.199951171875,1191080,2024-06-24
2024-07-01,1455.9654541015625,1475.699951171875,1526.5999755859375,1421.699951171875,1440.1500244140625,282115,2024-07-01
2024-07-08,1435.246337890625,1454.699951171875,1485.949951171875,1380.0,1477.0999755859375,267941,2024-07-08
2024-07-15,1399.3824462890625,1418.3499755859375,1485.050048828125,1413.550048828125,1454.699951171875,222343,2024-07-15
2024-07-22,1407.867431640625,1426.949951171875,1460.949951171875,1355.0,1435.0,187169,2024-07-22
2024-07-29,1343.2432861328125,1361.449951171875,1490.550048828125,1357.0,1434.0999755859375,184969,2024-07-29
2024-08-05,1324.6453857421875,1342.5999755859375,1356.550048828125,1273.949951171875,1336.0999755859375,255556,2024-08-05
2024-08-12,1261.106689453125,1278.199951171875,1348.4000244140625,1271.3499755859375,1342.5999755859375,103828,2024-08-12
2024-08-19,1269.6409912109375,1286.8499755859375,1359.25,1282.0,1282.0999755859375,340687,2024-08-19
2024-08-26,1378.0999755859375,1378.0999755859375,1390.300048828125,1290.0,1312.5,269902,2024-08-26
2024-09-02,1413.5999755859375,1413.5999755859375,1574.800048828125,1402.0,1430.0,1381132,2024-09-02
2024-09-09,1408.5,1408.5,1446.6500244140625,1350.0,1415.0,239430,2024-09-09
2024-09-16,1357.75,1357.75,1418.050048828125,1325.0,1415.550048828125,158832,2024-09-16
2024-09-23,1361.449951171875,1361.449951171875,1459.0,1344.5999755859375,1365.0,394663,2024-09-23
2024-09-30,1367.4000244140625,1367.4000244140625,1419.4000244140625,1349.0,1369.75,179368,2024-09-30
2024-10-07,1331.9000244140625,1331.9000244140625,1373.8499755859375,1292.050048828125,1367.4000244140625,160645,2024-10-07
2024-10-14,1307.199951171875,1307.199951171875,1373.0,1287.9000244140625,1340.0,260750,2024-10-14
2024-10-21,1298.25,1298.25,1331.699951171875,1232.949951171875,1307.199951171875,208880,2024-10-21
2024-10-28,1358.949951171875,1358.949951171875,1369.0,1255.300048828125,1298.25,155336,2024-10-28
2024-11-04,1290.449951171875,1290.449951171875,1385.949951171875,1275.550048828125,1364.75,133252,2024-11-04
2024-11-11,1251.75,1251.75,1329.6500244140625,1220.25,1275.0,111712,2024-11-11
2024-11-18,1198.199951171875,1198.199951171875,1251.75,1192.0,1251.75,143677,2024-11-18
2024-11-25,1293.6500244140625,1293.6500244140625,1310.1500244140625,1215.0,1221.0,360798,2024-11-25
2024-12-02,1338.0999755859375,1338.0999755859375,1365.949951171875,1284.949951171875,1293.6500244140625,130726,2024-12-02
2024-12-09,1344.5999755859375,1344.5999755859375,1375.0,1323.050048828125,1353.300048828125,99408,2024-12-09
2024-12-16,1294.0999755859375,1294.0999755859375,1363.0999755859375,1286.949951171875,1360.0,76436,2024-12-16
2024-12-23,1264.5999755859375,1264.5999755859375,1299.949951171875,1254.75,1299.949951171875,45899,2024-12-23
2024-12-30,1306.550048828125,1306.550048828125,1323.0,1230.199951171875,1255.0,56320,2024-12-30
2025-01-06,1244.9000244140625,1244.9000244140625,1315.0,1225.0999755859375,1298.050048828125,145255,2025-01-06
2025-01-13,1244.199951171875,1244.199951171875,1292.5,1186.0,1261.050048828125,89632,2025-01-13
2025-01-20,1249.3499755859375,1249.3499755859375,1277.5,1224.0,1234.8499755859375,69637,2025-01-20
2025-01-27,1362.9000244140625,1362.9000244140625,1414.9000244140625,1152.0,1250.0,283533,2025-01-27
2025-02-03,1359.6500244140625,1359.6500244140625,1375.0,1305.0999755859375,1350.0,100108,2025-02-03
2025-02-10,1246.3499755859375,1246.3499755859375,1371.699951171875,1219.050048828125,1362.0,97248,2025-02-10
2025-02-17,1296.1500244140625,1296.1500244140625,1310.0,1210.0999755859375,1262.9000244140625,65129,2025-02-17
2025-02-24,1201.0999755859375,1201.0999755859375,1295.8499755859375,1154.4000244140625,1279.949951171875,71966,2025-02-24
2025-03-03,1241.699951171875,1241.699951171875,1265.6500244140625,1155.0,1216.75,86887,2025-03-03
2025-03-10,1185.9000244140625,1185.9000244140625,1257.8499755859375,1179.5,1235.25,67359,2025-03-10
2025-03-17,1250.4000244140625,1250.4000244140625,1277.949951171875,1176.0,1200.0,112304,2025-03-17
2025-03-24,1191.0999755859375,1191.0999755859375,1275.0,1163.949951171875,1259.0,152881,2025-03-24
2025-03-31,1200.449951171875,1200.449951171875,1238.050048828125,1184.0,1191.0999755859375,60694,2025-03-31
2025-04-07,1115.5999755859375,1115.5999755859375,1180.0,1081.0,1100.0,152407,2025-04-07
2025-04-14,1216.5,1216.5,1219.4000244140625,1129.4000244140625,1144.0,71264,2025-04-14
2025-04-21,1221.4000244140625,1221.4000244140625,1294.0,1201.0,1226.9000244140625,154094,2025-04-21
2025-04-28,1202.0999755859375,1202.0999755859375,1240.0,1185.0,1205.0,102763,2025-04-28
2025-05-05,1218.800048828125,1218.800048828125,1297.0,1190.0,1269.0,205420,2025-05-05
2025-05-12,1326.699951171875,1326.699951171875,1355.0,1231.0999755859375,1268.0,211249,2025-05-12
2025-05-19,1317.0999755859375,1317.0999755859375,1360.0,1305.0,1333.0,96807,2025-05-19
2025-05-26,1287.199951171875,1287.199951171875,1360.0,1266.199951171875,1329.0999755859375,149357,2025-05-26
2025-06-02,1271.0,1271.0,1304.0,1252.0999755859375,1299.0,91315,2025-06-02
2025-06-09,1263.199951171875,1263.199951171875,1314.0,1250.0,1276.5999755859375,108044,2025-06-09
2025-06-16,1224.9000244140625,1224.9000244140625,1267.5999755859375,1215.0,1251.9000244140625,111519,2025-06-16
2025-06-23,1264.800048828125,1264.800048828125,1270.0,1208.300048828125,1228.0,100399,2025-06-23
2025-06-30,1310.0,1310.0,1320.800048828125,1258.0,1258.0,81404,2025-06-30
2025-07-07,1294.5999755859375,1294.5999755859375,1318.0,1291.199951171875,1318.0,71042,2025-07-07
2025-07-14,1322.4000244140625,1322.4000244140625,1344.0,1285.0,1305.0,40133,2025-07-14
