Date,Adj Close_LGBBROSLTD.NS,Close_LGBBROSLTD.NS,High_LGBBROSLTD.NS,Low_LGBBROSLTD.NS,Open_LGBBROSLTD.NS,Volume_LGBBROSLTD.NS,Date
2020-07-13,211.62039184570312,227.6999969482422,234.10000610351562,225.4499969482422,230.0,39212,2020-07-13
2020-07-20,211.57391357421875,227.64999389648438,235.0,225.60000610351562,232.9499969482422,49330,2020-07-20
2020-07-27,209.9939727783203,225.9499969482422,236.5,221.14999389648438,229.0,132380,2020-07-27
2020-08-03,200.1425323486328,215.35000610351562,232.0,200.0,223.5500030517578,328728,2020-08-03
2020-08-10,210.92335510253906,226.9499969482422,243.6999969482422,212.5,215.0500030517578,1226440,2020-08-10
2020-08-17,239.31597900390625,257.5,277.0,215.0,229.8000030517578,1161970,2020-08-17
2020-08-24,243.8699493408203,262.3999938964844,287.8999938964844,247.5500030517578,259.0,846538,2020-08-24
2020-08-31,229.65042114257812,247.10000610351562,269.95001220703125,241.0,263.54998779296875,149723,2020-08-31
2020-09-07,231.9274139404297,249.5500030517578,272.0,245.5500030517578,252.0,369276,2020-09-07
2020-09-14,234.1579132080078,251.9499969482422,264.0,248.5,251.1999969482422,411899,2020-09-14
2020-09-21,204.74295043945312,220.3000030517578,252.75,216.3000030517578,248.6999969482422,258406,2020-09-21
2020-09-28,222.35476684570312,239.25,243.6999969482422,209.5,226.0,438932,2020-09-28
2020-10-05,224.2135467529297,241.25,263.0,237.5500030517578,241.9499969482422,334080,2020-10-05
2020-10-12,220.12423706054688,236.85000610351562,245.8000030517578,231.0,245.8000030517578,73120,2020-10-12
2020-10-19,239.08364868164062,257.25,259.0,235.39999389648438,236.85000610351562,210257,2020-10-19
2020-10-26,231.8809356689453,249.5,277.0,244.0,257.20001220703125,619443,2020-10-26
2020-11-02,232.48504638671875,250.14999389648438,259.45001220703125,247.0,249.5,172663,2020-11-02
2020-11-09,234.71556091308594,252.5500030517578,256.1000061035156,247.0,252.10000610351562,162176,2020-11-09
2020-11-16,240.24537658691406,258.5,276.79998779296875,248.4499969482422,248.89999389648438,445615,2020-11-16
2020-11-23,241.73239135742188,260.1000061035156,283.0,258.45001220703125,260.0,497192,2020-11-23
2020-11-30,247.6339874267578,266.45001220703125,274.70001220703125,250.0,260.1000061035156,514473,2020-11-30
2020-12-07,256.6489562988281,276.1499938964844,294.0,267.0,267.0,949199,2020-12-07
2020-12-14,256.92779541015625,276.45001220703125,290.0,274.79998779296875,278.0,292745,2020-12-14
2020-12-21,252.6526336669922,271.8500061035156,276.0,242.5,274.8999938964844,203047,2020-12-21
2020-12-28,290.0137939453125,312.04998779296875,317.0,269.29998779296875,269.29998779296875,1916025,2020-12-28
2021-01-04,275.79425048828125,296.75,316.0,293.0,314.0,362977,2021-01-04
2021-01-11,273.98193359375,294.79998779296875,303.5,291.25,300.0,280500,2021-01-11
2021-01-18,266.4539489746094,286.70001220703125,303.70001220703125,281.0,294.95001220703125,214039,2021-01-18
2021-01-25,281.55645751953125,302.95001220703125,323.79998779296875,278.04998779296875,290.75,1048305,2021-01-25
2021-02-01,302.6069641113281,325.6000061035156,341.95001220703125,300.0,304.79998779296875,900508,2021-02-01
2021-02-08,310.6460876464844,334.25,349.70001220703125,327.20001220703125,329.70001220703125,434522,2021-02-08
2021-02-15,284.5769348144531,306.20001220703125,342.79998779296875,302.95001220703125,337.6000061035156,383283,2021-02-15
2021-02-22,283.182861328125,304.70001220703125,321.79998779296875,292.1000061035156,306.0,537719,2021-02-22
2021-03-01,295.032470703125,317.45001220703125,330.0,308.8500061035156,311.79998779296875,337060,2021-03-01
2021-03-08,314.5495300292969,338.45001220703125,361.5,316.0,323.0,1544416,2021-03-08
2021-03-15,283.6475524902344,305.20001220703125,339.70001220703125,294.04998779296875,336.0,434556,2021-03-15
2021-03-22,275.3760070800781,296.29998779296875,312.8999938964844,290.3500061035156,308.0,387422,2021-03-22
2021-03-29,288.0621032714844,309.95001220703125,313.95001220703125,296.29998779296875,296.29998779296875,119808,2021-03-29
2021-04-05,293.54547119140625,315.8500061035156,323.0,306.54998779296875,316.45001220703125,318864,2021-04-05
2021-04-12,273.1919860839844,293.95001220703125,316.8999938964844,291.0,308.1000061035156,202934,2021-04-12
2021-04-19,272.6343688964844,293.3500061035156,306.79998779296875,282.0,290.0,167149,2021-04-19
2021-04-26,280.7664794921875,302.1000061035156,311.8999938964844,292.1000061035156,293.3500061035156,190958,2021-04-26
2021-05-03,267.4762878417969,287.79998779296875,308.3999938964844,284.1000061035156,298.0,272577,2021-05-03
2021-05-10,268.4056701660156,288.79998779296875,297.5,287.8500061035156,291.5,276657,2021-05-10
2021-05-17,280.5341491699219,301.8500061035156,314.5,290.1000061035156,290.1499938964844,596570,2021-05-17
2021-05-24,291.4078674316406,313.54998779296875,337.25,302.0,302.0,807734,2021-05-24
2021-05-31,307.0679626464844,330.3999938964844,334.3999938964844,312.8500061035156,319.0,561188,2021-05-31
2021-06-07,366.9201965332031,394.79998779296875,412.3500061035156,327.0,332.5,4751550,2021-06-07
2021-06-14,435.462158203125,468.54998779296875,475.0,387.29998779296875,404.0,7951729,2021-06-14
2021-06-21,422.6366882324219,454.75,488.79998779296875,436.1000061035156,460.0,3085187,2021-06-21
2021-06-28,430.1647033691406,462.8500061035156,469.70001220703125,438.3999938964844,454.75,733518,2021-06-28
2021-07-05,418.0362243652344,449.79998779296875,468.0,442.25,465.8999938964844,449248,2021-07-05
2021-07-12,431.6052551269531,464.3999938964844,499.0,445.0,454.6499938964844,1566363,2021-07-12
2021-07-19,445.1277770996094,478.95001220703125,489.0,455.29998779296875,460.0,842915,2021-07-19
2021-07-26,479.5613708496094,516.0,545.75,474.8999938964844,478.8500061035156,2058545,2021-07-26
2021-08-02,469.6634826660156,505.3500061035156,524.7000122070312,487.25,513.0,1317644,2021-08-02
2021-08-09,443.9660339355469,477.70001220703125,509.3500061035156,445.3500061035156,501.0,899752,2021-08-09
2021-08-16,407.9989318847656,439.0,477.0,432.0,473.3500061035156,534225,2021-08-16
2021-08-23,380.2568359375,409.1499938964844,450.1000061035156,399.25,445.0,1128683,2021-08-23
2021-08-30,391.5953369140625,421.3500061035156,436.0,413.0,414.29998779296875,939737,2021-08-30
2021-09-06,393.78448486328125,413.75,424.95001220703125,411.0,422.8999938964844,272025,2021-09-06
2021-09-13,398.543212890625,418.75,429.3999938964844,409.04998779296875,416.0,460783,2021-09-13
2021-09-20,405.7764587402344,426.3500061035156,433.0,402.0,415.0,571663,2021-09-20
2021-09-27,430.9977111816406,452.8500061035156,457.45001220703125,407.70001220703125,429.75,961785,2021-09-27
2021-10-04,457.40863037109375,480.6000061035156,489.70001220703125,439.6499938964844,455.0,792841,2021-10-04
2021-10-11,470.447509765625,494.29998779296875,496.0,471.1000061035156,484.0,712831,2021-10-11
2021-10-18,475.25384521484375,499.3500061035156,549.0,496.54998779296875,498.0,1413750,2021-10-18
2021-10-25,478.8704528808594,503.1499938964844,522.0,482.3500061035156,509.0,744877,2021-10-25
2021-11-01,529.360595703125,556.2000122070312,589.0,529.5499877929688,571.5999755859375,2157044,2021-11-01
2021-11-08,508.04144287109375,533.7999877929688,570.0,531.9500122070312,561.9000244140625,1032508,2021-11-08
2021-11-15,484.96160888671875,509.54998779296875,539.0499877929688,505.0,537.7999877929688,528931,2021-11-15
2021-11-22,464.87982177734375,488.45001220703125,517.0,481.0,509.6499938964844,473402,2021-11-22
2021-11-29,467.1164245605469,490.79998779296875,545.0,460.0,482.70001220703125,2014794,2021-11-29
2021-12-06,532.3585205078125,559.3499755859375,573.7000122070312,479.0,493.0,2587833,2021-12-06
2021-12-13,553.1065673828125,581.1500244140625,632.7000122070312,551.25,567.0,3004373,2021-12-13
2021-12-20,567.4779663085938,596.25,632.25,555.0,577.0,1701706,2021-12-20
2021-12-27,620.3948974609375,651.8499755859375,668.2000122070312,598.75,614.0,1309964,2021-12-27
2022-01-03,594.7930297851562,624.9500122070312,659.0,621.0,654.0,449176,2022-01-03
2022-01-10,643.6651000976562,676.2999877929688,714.0,626.4500122070312,629.0,1693625,2022-01-10
2022-01-17,671.1705322265625,705.2000122070312,714.9000244140625,650.0,685.9500122070312,1140044,2022-01-17
2022-01-24,641.8091430664062,674.3499755859375,726.0,661.1500244140625,713.4000244140625,925225,2022-01-24
2022-01-31,677.9755249023438,712.3499755859375,736.0,667.0,677.0,981504,2022-01-31
2022-02-07,619.6810913085938,651.0999755859375,728.7999877929688,647.0,712.3499755859375,650049,2022-02-07
2022-02-14,598.0765380859375,628.4000244140625,730.0,614.5499877929688,639.0,457821,2022-02-14
2022-02-21,554.7721557617188,582.9000244140625,638.0,545.6500244140625,628.3499755859375,519888,2022-02-21
2022-02-28,528.3612670898438,555.1500244140625,594.9000244140625,553.0499877929688,571.0,235257,2022-02-28
2022-03-07,545.349853515625,573.0,575.5499877929688,515.4500122070312,530.3499755859375,613558,2022-03-07
2022-03-14,557.0087280273438,585.25,594.0,540.5499877929688,580.0,326375,2022-03-14
2022-03-21,516.7498779296875,542.9500122070312,599.0,538.8499755859375,591.9500122070312,387912,2022-03-21
2022-03-28,532.168212890625,559.1500244140625,564.9000244140625,524.2000122070312,542.9500122070312,508470,2022-03-28
2022-04-04,567.763427734375,596.5499877929688,602.0,558.0,567.9000244140625,507176,2022-04-04
2022-04-11,587.6072998046875,617.4000244140625,628.0,596.0499877929688,605.0,368837,2022-04-11
2022-04-18,591.1764526367188,621.1500244140625,628.0,600.0,618.9500122070312,396425,2022-04-18
2022-04-25,628.8179321289062,660.7000122070312,669.9500122070312,601.2999877929688,608.0999755859375,966427,2022-04-25
2022-05-02,562.148193359375,590.6500244140625,652.5999755859375,586.0999755859375,642.0,760257,2022-05-02
2022-05-09,528.028076171875,554.7999877929688,590.0,542.2999877929688,589.75,335258,2022-05-09
2022-05-16,531.739990234375,558.7000122070312,588.0499877929688,547.0,570.0999755859375,269323,2022-05-16
2022-05-23,527.2191162109375,553.9500122070312,585.0,532.0,561.9500122070312,212614,2022-05-23
2022-05-30,565.8599243164062,594.5499877929688,610.0,558.9000244140625,565.5,217043,2022-05-30
2022-06-06,544.2553100585938,571.8499755859375,598.7999877929688,549.9000244140625,598.7999877929688,176670,2022-06-06
2022-06-13,506.137939453125,531.7999877929688,573.5999755859375,522.5,569.0,230461,2022-06-13
2022-06-20,548.7761840820312,576.5999755859375,578.5999755859375,507.04998779296875,534.5,261914,2022-06-20
2022-06-27,559.6260986328125,588.0,605.0,569.4000244140625,585.1500244140625,192067,2022-06-27
2022-07-04,630.7213745117188,662.7000122070312,675.0,583.4500122070312,587.9000244140625,834028,2022-07-04
2022-07-11,612.9713134765625,644.0499877929688,684.5,632.5499877929688,666.0499877929688,305129,2022-07-11
2022-07-18,646.9486694335938,679.75,691.4000244140625,651.4500122070312,654.0,342631,2022-07-18
2022-07-25,669.3621826171875,703.2999877929688,709.9000244140625,670.1500244140625,679.0,407696,2022-07-25
2022-08-01,635.5753173828125,667.7999877929688,690.0,627.0,686.0,899103,2022-08-01
2022-08-08,690.2055053710938,725.2000122070312,731.0,663.0,677.7999877929688,1053856,2022-08-08
2022-08-15,646.6630859375,679.4500122070312,747.9500122070312,675.0,725.2000122070312,824512,2022-08-15
2022-08-22,680.3265991210938,700.25,730.0,646.8499755859375,679.4500122070312,528196,2022-08-22
2022-08-29,688.2933349609375,708.4500122070312,731.5499877929688,680.0,690.0,601367,2022-08-29
2022-09-05,732.9845581054688,754.4500122070312,797.7999877929688,709.0,711.0,2100291,2022-09-05
2022-09-12,757.1275024414062,779.2999877929688,805.0,755.4500122070312,760.0,920148,2022-09-12
2022-09-19,710.8333129882812,731.6500244140625,789.0,722.3499755859375,780.0,548569,2022-09-19
2022-09-26,744.983154296875,766.7999877929688,775.0,665.5499877929688,730.0,767900,2022-09-26
2022-10-03,705.343994140625,726.0,775.7000122070312,720.9500122070312,765.0,359725,2022-10-03
2022-10-10,694.2197265625,714.5499877929688,738.4000244140625,690.2999877929688,726.0,611667,2022-10-10
2022-10-17,710.3474731445312,731.1500244140625,772.2000122070312,702.0,712.7999877929688,495707,2022-10-17
2022-10-24,730.8956909179688,752.2999877929688,755.0,715.0,739.7999877929688,254920,2022-10-24
2022-10-31,708.7444458007812,729.5,769.0,715.3499755859375,759.5,691052,2022-10-31
2022-11-07,672.797119140625,692.5,746.7000122070312,688.0,741.0,304816,2022-11-07
2022-11-14,680.2780151367188,700.2000122070312,715.0,680.5999755859375,692.0,222862,2022-11-14
2022-11-21,684.3099365234375,704.3499755859375,713.3499755859375,690.0,693.2000122070312,143135,2022-11-21
2022-11-28,693.6368408203125,713.9500122070312,724.4500122070312,701.5,704.3499755859375,175717,2022-11-28
2022-12-05,675.6632080078125,695.4500122070312,719.9500122070312,688.0,719.9500122070312,199648,2022-12-05
2022-12-12,679.0635986328125,698.9500122070312,713.0499877929688,683.0,690.5,353777,2022-12-12
2022-12-19,648.848388671875,667.8499755859375,704.0,666.0,693.5499877929688,240794,2022-12-19
2022-12-26,668.3765869140625,687.9500122070312,698.0,666.75,672.4500122070312,120779,2022-12-26
2023-01-02,694.0254516601562,714.3499755859375,742.4000244140625,678.0,695.0,330062,2023-01-02
2023-01-09,676.489013671875,696.2999877929688,722.5,606.8499755859375,715.9500122070312,218971,2023-01-09
2023-01-16,678.6749877929688,698.5499877929688,709.0,682.5499877929688,696.5,182174,2023-01-16
2023-01-23,677.6063232421875,697.4500122070312,705.5,685.0,702.0499877929688,170442,2023-01-23
2023-01-30,651.37451171875,670.4500122070312,700.9500122070312,645.0999755859375,690.0999755859375,404130,2023-01-30
2023-02-06,644.6221923828125,663.5,675.0,657.0,661.0999755859375,187701,2023-02-06
2023-02-13,647.925537109375,666.9000244140625,673.9500122070312,657.0,665.5,103718,2023-02-13
2023-02-20,633.9352416992188,652.5,682.4000244140625,650.5,671.9000244140625,172183,2023-02-20
2023-02-27,682.0753784179688,702.0499877929688,705.0999755859375,648.0499877929688,655.0,207223,2023-02-27
2023-03-06,721.0830688476562,742.2000122070312,771.9000244140625,705.0,708.0,494516,2023-03-06
2023-03-13,725.8922729492188,747.1500244140625,755.0,702.0,745.0,273539,2023-03-13
2023-03-20,724.3862915039062,745.5999755859375,766.0,727.2999877929688,747.25,251417,2023-03-20
2023-03-27,721.18017578125,742.2999877929688,765.25,723.25,749.9000244140625,131528,2023-03-27
2023-04-03,778.4530029296875,801.25,821.4500122070312,744.0,746.5999755859375,352406,2023-04-03
2023-04-10,793.1233520507812,816.3499755859375,821.0,788.5999755859375,804.0,183476,2023-04-10
2023-04-17,835.6771850585938,860.1500244140625,887.0,812.0499877929688,814.0,512037,2023-04-17
2023-04-24,845.0040893554688,869.75,877.9500122070312,852.0,868.75,193905,2023-04-24
2023-05-01,774.2753295898438,796.9500122070312,869.75,780.9000244140625,869.75,449349,2023-05-01
2023-05-08,768.9318237304688,791.4500122070312,830.0,787.0,789.0,292382,2023-05-08
2023-05-15,768.8346557617188,791.3499755859375,812.0,781.0,790.0,197136,2023-05-15
2023-05-22,774.4210205078125,797.0999755859375,808.0,779.0,790.0499877929688,110545,2023-05-22
2023-05-29,767.6688232421875,790.1500244140625,830.4500122070312,778.0499877929688,805.9500122070312,295049,2023-05-29
2023-06-05,778.0643920898438,800.8499755859375,817.1500244140625,783.0,794.9000244140625,282588,2023-06-05
2023-06-12,818.5779418945312,842.5499877929688,875.0,799.5999755859375,804.9000244140625,744237,2023-06-12
2023-06-19,1010.5072631835938,1040.0999755859375,1063.8499755859375,848.0,857.9000244140625,2187734,2023-06-19
2023-06-26,1110.0909423828125,1142.5999755859375,1155.0,1017.0499877929688,1049.0,1145715,2023-06-26
2023-07-03,1101.1041259765625,1133.3499755859375,1154.0,1084.0,1150.0,247097,2023-07-03
2023-07-10,1190.486572265625,1225.3499755859375,1230.0,1132.949951171875,1133.3499755859375,293414,2023-07-10
2023-07-17,1138.02294921875,1171.3499755859375,1237.5999755859375,1152.800048828125,1235.0,130073,2023-07-17
2023-07-24,1021.48583984375,1051.4000244140625,1210.0,1020.0,1154.0,431547,2023-07-24
2023-07-31,994.6710205078125,1023.7999877929688,1110.0,1011.4500122070312,1041.5999755859375,431439,2023-07-31
2023-08-07,968.9735717773438,997.3499755859375,1060.0,986.1500244140625,1023.7999877929688,322896,2023-08-07
2023-08-14,962.5613403320312,990.75,1031.8499755859375,980.5,1009.0,226319,2023-08-14
2023-08-21,971.2081909179688,999.6500244140625,1017.4000244140625,976.25,986.0999755859375,283472,2023-08-21
2023-08-28,1029.1124267578125,1059.25,1145.0,977.7000122070312,1009.0,1383974,2023-08-28
2023-09-04,994.3310546875,1023.4500122070312,1096.5999755859375,1005.0,1075.1500244140625,400311,2023-09-04
2023-09-11,1017.1138305664062,1046.9000244140625,1067.4000244140625,990.0499877929688,1037.0999755859375,284719,2023-09-11
