Date,Adj Close_FIEMIND.NS,Close_FIEMIND.NS,High_FIEMIND.NS,Low_FIEMIND.NS,Open_FIEMIND.NS,Volume_FIEMIND.NS,Date
2020-07-13,206.4014434814453,219.89999389648438,222.0,201.27499389648438,211.22500610351562,293888,2020-07-13
2020-07-20,201.4033203125,214.5749969482422,224.47500610351562,209.64999389648438,219.0,326318,2020-07-20
2020-07-27,194.22291564941406,206.9250030517578,217.0,206.125,216.375,193022,2020-07-27
2020-08-03,214.19195556640625,228.1999969482422,234.0749969482422,206.6999969482422,206.6999969482422,513744,2020-08-03
2020-08-10,232.63575744628906,247.85000610351562,263.5,226.4250030517578,228.0,1074510,2020-08-10
2020-08-17,294.3027648925781,313.54998779296875,341.6000061035156,250.0,250.375,4231950,2020-08-17
2020-08-24,283.5791015625,302.125,324.625,294.5,317.0,911312,2020-08-24
2020-08-31,286.6530456542969,305.3999938964844,317.7250061035156,274.0,301.125,1195414,2020-08-31
2020-09-07,271.6117248535156,289.375,308.5,277.6499938964844,308.5,391592,2020-09-07
2020-09-14,293.2309875488281,310.79998779296875,330.0,288.67498779296875,292.5,828994,2020-09-14
2020-09-21,271.05938720703125,287.29998779296875,328.42498779296875,261.875,310.0,651978,2020-09-21
2020-09-28,268.08746337890625,284.1499938964844,305.54998779296875,280.0,291.04998779296875,233100,2020-09-28
2020-10-05,254.05331420898438,269.2749938964844,295.17498779296875,265.75,295.0,974542,2020-10-05
2020-10-12,243.51004028320312,258.1000061035156,269.5,250.52499389648438,269.5,279352,2020-10-12
2020-10-19,249.5482635498047,264.5,274.0,253.0500030517578,260.0,249360,2020-10-19
2020-10-26,234.73574829101562,248.8000030517578,267.3999938964844,243.97500610351562,266.0,271920,2020-10-26
2020-11-02,241.1277618408203,255.5749969482422,259.42498779296875,245.02499389648438,252.47500610351562,132286,2020-11-02
2020-11-09,273.3001403808594,289.67498779296875,297.45001220703125,242.52499389648438,256.82501220703125,1174112,2020-11-09
2020-11-16,253.10987854003906,268.2749938964844,294.5,265.5,280.1000061035156,297648,2020-11-16
2020-11-23,259.1716613769531,274.70001220703125,279.0,265.5,268.5,361278,2020-11-23
2020-11-30,261.6011047363281,277.2749938964844,280.0,271.0,274.70001220703125,187360,2020-11-30
2020-12-07,253.8882293701172,269.1000061035156,290.0,265.57501220703125,277.3999938964844,324616,2020-12-07
2020-12-14,249.0293731689453,263.95001220703125,277.8500061035156,262.5,270.3999938964844,254212,2020-12-14
2020-12-21,242.07125854492188,256.57501220703125,268.6499938964844,235.5,263.95001220703125,211852,2020-12-21
2020-12-28,263.5823974609375,279.375,287.45001220703125,253.5,253.5,457326,2020-12-28
2021-01-04,280.44696044921875,297.25,302.3500061035156,275.5,284.5,658502,2021-01-04
2021-01-11,288.867431640625,306.17498779296875,325.0,285.20001220703125,304.32501220703125,678756,2021-01-11
2021-01-18,274.4794921875,290.92498779296875,307.125,287.5,306.20001220703125,310572,2021-01-18
2021-01-25,273.8898010253906,290.29998779296875,294.3500061035156,276.95001220703125,289.5,128992,2021-01-25
2021-02-01,293.98577880859375,311.6000061035156,327.5,285.0,290.5,510776,2021-02-01
2021-02-08,311.25128173828125,329.8999938964844,344.0,304.3500061035156,309.0,718520,2021-02-08
2021-02-15,273.3237609863281,289.70001220703125,321.92498779296875,282.7749938964844,312.625,695560,2021-02-15
2021-02-22,253.84104919433594,269.04998779296875,288.3500061035156,263.4750061035156,284.2749938964844,396186,2021-02-22
2021-03-01,283.3009338378906,300.2749938964844,312.0,267.0249938964844,269.0,554964,2021-03-01
2021-03-08,282.33392333984375,299.25,315.5,292.0,302.67498779296875,302378,2021-03-08
2021-03-15,271.88494873046875,288.17498779296875,310.0,279.75,304.92498779296875,152240,2021-03-15
2021-03-22,260.2802429199219,275.875,297.0,272.8500061035156,287.5,137220,2021-03-22
2021-03-29,270.4697570800781,286.67498779296875,292.5,271.0249938964844,275.875,113908,2021-03-29
2021-04-05,271.31884765625,287.57501220703125,295.0,278.75,289.45001220703125,145010,2021-04-05
2021-04-12,259.8792419433594,275.45001220703125,285.0,270.0249938964844,284.5,90526,2021-04-12
2021-04-19,266.8609619140625,282.8500061035156,287.0,267.5,271.3999938964844,165200,2021-04-19
2021-04-26,281.2489013671875,298.1000061035156,330.0,280.0,283.0,993918,2021-04-26
2021-05-03,272.9935607910156,289.3500061035156,299.5,280.0,298.1000061035156,234414,2021-05-03
2021-05-10,267.8280029296875,283.875,297.45001220703125,283.0,295.0,142418,2021-05-10
2021-05-17,275.1399230957031,291.625,304.5,284.9750061035156,286.1000061035156,236640,2021-05-17
2021-05-24,314.2468566894531,333.07501220703125,359.42498779296875,293.75,293.8500061035156,1827496,2021-05-24
2021-05-31,322.4786376953125,341.79998779296875,346.5,324.0,335.0,593272,2021-05-31
2021-06-07,313.4448547363281,332.2250061035156,344.7250061035156,327.42498779296875,344.7250061035156,300720,2021-06-07
2021-06-14,305.6848449707031,324.0,344.0,305.5,328.0,378344,2021-06-14
2021-06-21,330.3094177246094,350.1000061035156,381.45001220703125,319.7749938964844,320.0,1578438,2021-06-21
2021-06-28,355.02838134765625,376.29998779296875,409.4750061035156,352.0,357.0,2205860,2021-06-28
2021-07-05,377.6009521484375,400.2250061035156,411.5,376.75,381.20001220703125,890190,2021-07-05
2021-07-12,374.06292724609375,396.4750061035156,407.5,386.54998779296875,404.9750061035156,347174,2021-07-12
2021-07-19,360.5712890625,382.17498779296875,402.5,380.6000061035156,394.5,236340,2021-07-19
2021-07-26,378.3085632324219,400.9750061035156,413.67498779296875,379.54998779296875,379.54998779296875,487782,2021-07-26
2021-08-02,377.5773620605469,400.20001220703125,428.0249938964844,391.2250061035156,400.5,539016,2021-08-02
2021-08-09,356.3256530761719,377.67498779296875,408.7749938964844,347.5249938964844,400.1499938964844,411538,2021-08-09
2021-08-16,460.69720458984375,488.29998779296875,519.3499755859375,359.5,376.57501220703125,6387030,2021-08-16
2021-08-23,455.2722473144531,482.54998779296875,499.5,440.54998779296875,488.2749938964844,1475402,2021-08-23
2021-08-30,505.84234619140625,536.1500244140625,592.5,485.4750061035156,499.5,4105904,2021-08-30
2021-09-06,524.3580322265625,555.7750244140625,589.75,540.0250244140625,544.4000244140625,1348018,2021-09-06
2021-09-13,519.8765258789062,551.0250244140625,611.5,531.0,558.6500244140625,2005084,2021-09-13
2021-09-20,527.277587890625,550.8250122070312,579.0,520.0,545.0,726812,2021-09-20
2021-09-27,526.29638671875,549.7999877929688,565.0,532.7249755859375,550.8250122070312,318270,2021-09-27
2021-10-04,546.7337646484375,571.1500244140625,597.0,549.8499755859375,549.8499755859375,594708,2021-10-04
2021-10-11,606.1311645507812,633.2000122070312,642.5,553.0999755859375,574.5,1258752,2021-10-11
2021-10-18,554.2959594726562,579.0499877929688,671.9749755859375,564.2249755859375,655.0,1226100,2021-10-18
2021-10-25,598.1619873046875,624.875,650.0,556.5250244140625,579.5,956778,2021-10-25
2021-11-01,605.9157104492188,632.9749755859375,650.0,615.0,632.4249877929688,359768,2021-11-01
2021-11-08,602.8285522460938,629.75,665.0,613.5499877929688,637.9000244140625,696436,2021-11-08
2021-11-15,553.4822998046875,578.2000122070312,634.0,553.0,634.0,817628,2021-11-15
2021-11-22,526.8946533203125,550.4249877929688,589.3499755859375,540.5750122070312,582.0,660120,2021-11-22
2021-11-29,577.5093383789062,603.2999877929688,629.0,513.0,539.0,989950,2021-11-29
2021-12-06,562.9830932617188,588.125,622.2999877929688,573.125,604.4000244140625,492720,2021-12-06
2021-12-13,533.9544677734375,557.7999877929688,613.6749877929688,552.5250244140625,600.0,388548,2021-12-13
2021-12-20,570.1384887695312,595.5999755859375,630.5,531.0250244140625,550.0,883530,2021-12-20
2021-12-27,541.8038940429688,566.0,593.5999755859375,555.6500244140625,590.2999877929688,402692,2021-12-27
