Date,Adj Close_OMINFRAL.NS,Close_OMINFRAL.NS,High_OMINFRAL.NS,Low_OMINFRAL.NS,Open_OMINFRAL.NS,Volume_OMINFRAL.NS,Date
2022-02-14,44.879825592041016,45.599998474121094,54.0,44.900001525878906,51.5,3504107,2022-02-14
2022-02-21,41.041419982910156,41.70000076293945,48.0,38.20000076293945,45.45000076293945,1567141,2022-02-21
2022-02-28,38.97458267211914,39.599998474121094,42.900001525878906,38.650001525878906,41.70000076293945,725479,2022-02-28
2022-03-07,43.108253479003906,43.79999923706055,44.5,38.0,39.0,741745,2022-03-07
2022-03-14,45.175086975097656,45.900001525878906,48.0,41.099998474121094,44.0,2762660,2022-03-14
2022-03-21,41.582733154296875,42.25,46.75,41.599998474121094,46.75,828881,2022-03-21
2022-03-28,44.190879821777344,44.900001525878906,48.400001525878906,40.20000076293945,42.25,1903489,2022-03-28
2022-04-04,43.846405029296875,44.54999923706055,47.400001525878906,44.04999923706055,44.150001525878906,1316604,2022-04-04
2022-04-11,43.108253479003906,43.79999923706055,46.79999923706055,43.04999923706055,44.75,634383,2022-04-11
2022-04-18,43.305091857910156,44.0,46.20000076293945,42.400001525878906,43.599998474121094,958320,2022-04-18
2022-04-25,40.30326461791992,40.95000076293945,44.099998474121094,40.25,43.599998474121094,608743,2022-04-25
2022-05-02,37.35064697265625,37.95000076293945,41.75,36.79999923706055,41.400001525878906,504957,2022-05-02
2022-05-09,34.644073486328125,35.20000076293945,39.04999923706055,32.900001525878906,38.400001525878906,502854,2022-05-09
2022-05-16,35.33302307128906,35.900001525878906,38.5,34.400001525878906,37.45000076293945,334100,2022-05-16
2022-05-23,33.610660552978516,34.150001525878906,37.70000076293945,30.350000381469727,35.79999923706055,558546,2022-05-23
2022-05-30,34.93933868408203,35.5,38.099998474121094,31.799999237060547,34.70000076293945,394489,2022-05-30
2022-06-06,33.807498931884766,34.349998474121094,37.0,33.75,36.099998474121094,142800,2022-06-06
2022-06-13,30.313566207885742,30.799999237060547,34.25,29.100000381469727,33.099998474121094,232302,2022-06-13
2022-06-20,29.132516860961914,29.600000381469727,31.549999237060547,28.100000381469727,31.200000762939453,264304,2022-06-20
2022-06-27,28.640417098999023,29.100000381469727,30.5,27.5,30.100000381469727,339065,2022-06-27
2022-07-04,28.492786407470703,28.950000762939453,31.950000762939453,28.799999237060547,29.149999618530273,386382,2022-07-04
2022-07-11,29.821462631225586,30.299999237060547,31.899999618530273,28.100000381469727,29.200000762939453,505606,2022-07-11
2022-07-18,34.49644470214844,35.04999923706055,40.599998474121094,34.650001525878906,35.79999923706055,2371468,2022-07-18
2022-07-25,33.512237548828125,34.04999923706055,35.099998474121094,32.099998474121094,35.0,438252,2022-07-25
2022-08-01,35.57907485961914,36.150001525878906,37.150001525878906,34.0,34.5,442062,2022-08-01
2022-08-08,34.791709899902344,35.349998474121094,37.04999923706055,35.0,36.0,317298,2022-08-08
2022-08-15,36.02196502685547,36.599998474121094,38.349998474121094,35.349998474121094,35.349998474121094,488993,2022-08-15
2022-08-22,35.82512283325195,36.400001525878906,37.400001525878906,35.150001525878906,36.599998474121094,411874,2022-08-22
2022-08-29,36.12038803100586,36.70000076293945,38.0,35.04999923706055,35.04999923706055,450524,2022-08-29
2022-09-05,36.80933380126953,37.400001525878906,39.95000076293945,36.150001525878906,36.75,637220,2022-09-05
2022-09-12,37.89196014404297,38.5,41.0,37.20000076293945,37.79999923706055,1259764,2022-09-12
2022-09-19,35.874332427978516,36.45000076293945,39.45000076293945,36.20000076293945,38.45000076293945,357292,2022-09-19
2022-09-26,34.27729034423828,34.599998474121094,36.0,34.150001525878906,35.5,195934,2022-09-26
2022-10-03,36.25864028930664,36.599998474121094,37.150001525878906,34.400001525878906,34.400001525878906,185341,2022-10-03
2022-10-10,34.72309494018555,35.04999923706055,36.349998474121094,34.25,36.04999923706055,212052,2022-10-10
2022-10-17,34.62403106689453,34.95000076293945,37.5,34.0,35.0,330697,2022-10-17
2022-10-24,35.763301849365234,36.099998474121094,36.79999923706055,34.5,35.5,163894,2022-10-24
2022-10-31,37.19977951049805,37.54999923706055,38.599998474121094,35.099998474121094,36.45000076293945,473590,2022-10-31
2022-11-07,33.88102340698242,34.20000076293945,38.25,34.0,37.900001525878906,501528,2022-11-07
2022-11-14,33.53428649902344,33.849998474121094,35.54999923706055,33.29999923706055,34.400001525878906,370682,2022-11-14
2022-11-21,37.05118179321289,37.400001525878906,37.95000076293945,34.150001525878906,34.900001525878906,563534,2022-11-21
2022-11-28,39.032527923583984,39.400001525878906,41.900001525878906,37.0,38.0,1207822,2022-11-28
2022-12-05,41.06340789794922,41.45000076293945,45.900001525878906,37.04999923706055,39.29999923706055,1585896,2022-12-05
2022-12-12,40.91480255126953,41.29999923706055,43.150001525878906,40.70000076293945,41.45000076293945,544068,2022-12-12
2022-12-19,33.53428649902344,33.849998474121094,43.45000076293945,33.5,41.5,601059,2022-12-19
2022-12-26,40.22133255004883,40.599998474121094,41.79999923706055,33.900001525878906,33.900001525878906,575629,2022-12-26
2023-01-02,40.12226486206055,40.5,42.599998474121094,39.79999923706055,41.349998474121094,605870,2023-01-02
2023-01-09,42.004547119140625,42.400001525878906,45.0,39.5,41.95000076293945,1429679,2023-01-09
2023-01-16,44.2830924987793,44.70000076293945,50.400001525878906,41.54999923706055,42.5,3608940,2023-01-16
2023-01-23,40.716670989990234,41.099998474121094,47.0,40.04999923706055,45.20000076293945,626773,2023-01-23
2023-01-30,40.270870208740234,40.650001525878906,43.95000076293945,39.54999923706055,41.5,483319,2023-01-30
2023-02-06,42.84661865234375,43.25,46.70000076293945,40.54999923706055,41.5,1216317,2023-02-06
2023-02-13,40.76620864868164,41.150001525878906,43.79999923706055,40.599998474121094,43.75,312892,2023-02-13
2023-02-20,36.01097106933594,36.349998474121094,41.849998474121094,36.0,40.45000076293945,388839,2023-02-20
2023-02-27,37.05118179321289,37.400001525878906,38.20000076293945,35.25,36.400001525878906,222736,2023-02-27
2023-03-06,35.81283950805664,36.150001525878906,38.099998474121094,35.95000076293945,37.900001525878906,267389,2023-03-06
2023-03-13,34.871700286865234,35.20000076293945,36.45000076293945,33.5,36.20000076293945,278639,2023-03-13
2023-03-20,33.732425689697266,34.04999923706055,36.0,34.0,34.349998474121094,197217,2023-03-20
2023-03-27,31.75107765197754,32.04999923706055,34.25,29.700000762939453,34.04999923706055,445764,2023-03-27
2023-04-03,35.86237335205078,36.20000076293945,38.599998474121094,32.70000076293945,32.70000076293945,298599,2023-04-03
2023-04-10,38.388587951660156,38.75,40.04999923706055,36.099998474121094,37.400001525878906,328604,2023-04-10
2023-04-17,39.032527923583984,39.400001525878906,41.0,37.79999923706055,38.75,256238,2023-04-17
2023-04-24,42.79708480834961,43.20000076293945,45.54999923706055,39.0,39.400001525878906,835773,2023-04-24
2023-05-01,41.95500946044922,42.349998474121094,46.20000076293945,41.20000076293945,43.20000076293945,930022,2023-05-01
2023-05-08,41.75687789916992,42.150001525878906,45.95000076293945,39.75,42.79999923706055,617638,2023-05-08
2023-05-15,40.17179870605469,40.54999923706055,42.79999923706055,39.04999923706055,42.79999923706055,533814,2023-05-15
2023-05-22,41.558746337890625,41.95000076293945,42.900001525878906,39.79999923706055,39.79999923706055,451278,2023-05-22
2023-05-29,42.20267868041992,42.599998474121094,44.349998474121094,41.04999923706055,42.75,378501,2023-05-29
2023-06-05,44.679359436035156,45.099998474121094,46.29999923706055,42.25,42.599998474121094,992913,2023-06-05
2023-06-12,49.2364616394043,49.70000076293945,51.45000076293945,44.099998474121094,45.0,2767311,2023-06-12
2023-06-19,45.81863784790039,46.25,50.95000076293945,45.849998474121094,50.5,951783,2023-06-19
2023-06-26,49.53366470336914,50.0,52.70000076293945,46.20000076293945,46.25,2335880,2023-06-26
2023-07-03,49.53366470336914,50.0,51.5,47.04999923706055,48.29999923706055,416291,2023-07-03
2023-07-10,47.70092010498047,48.150001525878906,51.0,47.79999923706055,49.0,269100,2023-07-10
2023-07-17,48.54298782348633,49.0,50.20000076293945,47.29999923706055,49.45000076293945,359515,2023-07-17
2023-07-24,50.375736236572266,50.849998474121094,53.25,49.0,49.0,718293,2023-07-24
2023-07-31,57.70671844482422,58.25,58.25,50.849998474121094,50.849998474121094,751701,2023-07-31
2023-08-07,56.46837615966797,57.0,61.150001525878906,55.0,61.150001525878906,516580,2023-08-07
2023-08-14,53.39728927612305,53.900001525878906,56.25,53.5,56.04999923706055,149871,2023-08-14
2023-08-21,58.79645538330078,59.349998474121094,59.349998474121094,54.95000076293945,54.95000076293945,144107,2023-08-21
2023-08-28,59.935733795166016,60.5,62.900001525878906,60.5,60.5,529981,2023-08-28
2023-09-04,66.0779037475586,66.69999694824219,66.69999694824219,61.70000076293945,61.70000076293945,2883872,2023-09-04
2023-09-11,72.81448364257812,73.5,73.5,68.0,68.0,379386,2023-09-11
2023-09-18,78.16412353515625,78.9000015258789,78.9000015258789,74.94999694824219,74.94999694824219,303571,2023-09-18
2023-09-25,86.74534606933594,87.0,87.0,80.44999694824219,80.44999694824219,74828,2023-09-25
2023-10-02,90.13539123535156,90.4000015258789,94.05000305175781,87.0,87.0,781370,2023-10-02
2023-10-09,91.730712890625,92.0,92.0999984741211,86.8499984741211,88.5999984741211,732676,2023-10-09
2023-10-16,97.11490631103516,97.4000015258789,98.25,90.19999694824219,92.0,1284386,2023-10-16
2023-10-23,93.226318359375,93.5,95.44999694824219,91.69999694824219,95.44999694824219,143015,2023-10-23
2023-10-30,99.20875549316406,99.5,99.5,91.0,92.0,1172113,2023-10-30
2023-11-06,108.28211975097656,108.5999984741211,108.5999984741211,101.44999694824219,101.44999694824219,606700,2023-11-06
2023-11-13,114.81295013427734,115.1500015258789,117.4000015258789,112.9000015258789,112.94999694824219,342790,2023-11-13
2023-11-20,121.0945053100586,121.44999694824219,124.5,117.44999694824219,117.44999694824219,251344,2023-11-20
2023-11-27,115.76016998291016,116.0999984741211,121.44999694824219,116.0999984741211,121.44999694824219,304294,2023-11-27
2023-12-04,124.83352661132812,125.19999694824219,125.19999694824219,117.9000015258789,118.0,455310,2023-12-04
2023-12-11,118.65167999267578,119.0,127.69999694824219,117.8499984741211,122.69999694824219,436222,2023-12-11
2023-12-18,143.428955078125,143.85000610351562,143.85000610351562,124.0,124.94999694824219,1700977,2023-12-18
2023-12-25,151.85421752929688,152.3000030517578,158.5500030517578,143.85000610351562,143.85000610351562,474405,2023-12-25
2024-01-01,142.93040466308594,143.35000610351562,152.14999389648438,143.35000610351562,149.25,711317,2024-01-01
2024-01-08,139.98902893066406,140.39999389648438,143.25,135.25,140.5,423415,2024-01-08
2024-01-15,138.54327392578125,138.9499969482422,140.39999389648438,134.75,140.39999389648438,304352,2024-01-15
2024-01-22,129.27049255371094,129.64999389648438,138.9499969482422,129.64999389648438,138.9499969482422,152884,2024-01-22
2024-01-29,135.25294494628906,135.64999389648438,135.64999389648438,127.5,127.5,270967,2024-01-29
2024-02-05,139.3409423828125,139.75,149.5,135.0,142.39999389648438,915538,2024-02-05
2024-02-12,139.3907928466797,139.8000030517578,141.85000610351562,121.80000305175781,139.9499969482422,1050080,2024-02-12
2024-02-19,136.49928283691406,136.89999389648438,157.0,135.0,153.0,1508525,2024-02-19
2024-02-26,125.88045501708984,126.25,143.35000610351562,116.75,142.4499969482422,1926744,2024-02-26
2024-03-04,139.3409423828125,139.75,141.5,123.0,129.35000610351562,1330112,2024-03-04
2024-03-11,126.62826538085938,127.0,144.85000610351562,120.0999984741211,144.0,1940007,2024-03-11
2024-03-18,130.36727905273438,130.75,139.39999389648438,122.69999694824219,128.5,1240612,2024-03-18
2024-03-25,127.07694244384766,127.44999694824219,136.5,125.25,130.75,495271,2024-03-25
2024-04-01,140.18846130371094,140.60000610351562,149.5,130.10000610351562,132.39999389648438,1909058,2024-04-01
2024-04-08,137.8951873779297,138.3000030517578,146.6999969482422,130.6999969482422,142.6999969482422,824839,2024-04-08
2024-04-15,129.4699249267578,129.85000610351562,141.5,124.0,137.8000030517578,1347436,2024-04-15
2024-04-22,137.29693603515625,137.6999969482422,148.6999969482422,131.5500030517578,133.25,2646350,2024-04-22
2024-04-29,137.1473846435547,137.5500030517578,143.5,135.10000610351562,140.0500030517578,781447,2024-04-29
2024-05-06,126.77782440185547,127.1500015258789,138.5,121.69999694824219,138.5,1035181,2024-05-06
2024-05-13,129.02122497558594,129.39999389648438,132.14999389648438,123.30000305175781,125.19999694824219,532150,2024-05-13
2024-05-20,119.8481674194336,120.19999694824219,134.14999389648438,117.3499984741211,130.4499969482422,1455672,2024-05-20
2024-05-27,108.68094635009766,109.0,123.80000305175781,106.5,122.8499984741211,1431586,2024-05-27
2024-06-03,117.15606689453125,117.5,119.69999694824219,97.05000305175781,117.9000015258789,1468739,2024-06-03
2024-06-10,166.5311279296875,167.02000427246094,180.6999969482422,115.33999633789062,117.5,12742669,2024-06-10
2024-06-17,183.12242126464844,183.66000366210938,197.00999450683594,167.02000427246094,167.02000427246094,2128888,2024-06-17
2024-06-24,164.96571350097656,165.4499969482422,176.0800018310547,160.64999389648438,174.47000122070312,2913468,2024-06-24
2024-07-01,171.10768127441406,171.61000061035156,179.8000030517578,161.25999450683594,161.25999450683594,1049972,2024-07-01
2024-07-08,173.82969665527344,174.33999633789062,180.0,163.14999389648438,171.39999389648438,1121081,2024-07-08
2024-07-15,164.97569274902344,165.4600067138672,178.8000030517578,163.75,178.8000030517578,951168,2024-07-15
2024-07-22,204.63925170898438,205.24000549316406,205.24000549316406,157.60000610351562,161.1999969482422,769465,2024-07-22
2024-07-29,227.23291015625,227.89999389648438,227.89999389648438,197.0,215.5,1889972,2024-07-29
2024-08-05,196.75241088867188,197.3300018310547,227.0,194.88999938964844,221.0,1367767,2024-08-05
2024-08-12,191.5078125,192.07000732421875,199.5,177.35000610351562,190.10000610351562,1049982,2024-08-12
2024-08-19,210.0134735107422,210.6300048828125,214.39999389648438,185.14999389648438,192.97999572753906,763365,2024-08-19
2024-08-26,188.8655548095703,189.4199981689453,219.3000030517578,183.0,215.0,669677,2024-08-26
2024-09-02,175.31533813476562,175.8300018310547,190.39999389648438,172.14999389648438,190.39999389648438,583866,2024-09-02
2024-09-09,179.5628662109375,180.08999633789062,184.39999389648438,172.0,176.99000549316406,524727,2024-09-09
2024-09-16,170.32000732421875,170.82000732421875,184.0,162.00999450683594,184.0,354435,2024-09-16
2024-09-23,169.9610595703125,170.4600067138672,174.75,161.57000732421875,173.6999969482422,355565,2024-09-23
2024-09-30,162.22999572753906,162.22999572753906,173.39999389648438,160.97000122070312,172.0,458931,2024-09-30
2024-10-07,168.36000061035156,168.36000061035156,177.4499969482422,156.10000610351562,164.94000244140625,716190,2024-10-07
2024-10-14,170.27000427246094,170.27000427246094,174.0,161.77000427246094,171.4499969482422,410690,2024-10-14
2024-10-21,155.32000732421875,155.32000732421875,174.5,148.1999969482422,174.5,772720,2024-10-21
2024-10-28,162.14999389648438,162.14999389648438,165.0,149.00999450683594,159.8000030517578,798970,2024-10-28
2024-11-04,154.83999633789062,154.83999633789062,169.0,153.0,162.11000061035156,860801,2024-11-04
2024-11-11,135.86000061035156,135.86000061035156,154.64999389648438,135.0,151.10000610351562,1117395,2024-11-11
2024-11-18,131.74000549316406,131.74000549316406,143.5,124.33999633789062,138.89999389648438,1320030,2024-11-18
2024-11-25,139.17999267578125,139.17999267578125,142.39999389648438,128.33999633789062,134.8000030517578,882495,2024-11-25
2024-12-02,178.13999938964844,178.13999938964844,183.0,139.14999389648438,141.75999450683594,3269613,2024-12-02
2024-12-09,168.47000122070312,168.47000122070312,184.97000122070312,162.0,179.0,1343491,2024-12-09
2024-12-16,166.61000061035156,166.61000061035156,186.0,165.47000122070312,169.88999938964844,1760660,2024-12-16
2024-12-23,160.3000030517578,160.3000030517578,174.77000427246094,157.00999450683594,172.0,680433,2024-12-23
2024-12-30,170.66000366210938,170.66000366210938,174.8000030517578,153.16000366210938,160.50999450683594,1044198,2024-12-30
2025-01-06,149.55999755859375,149.55999755859375,173.60000610351562,148.0,171.63999938964844,827381,2025-01-06
2025-01-13,149.58999633789062,149.58999633789062,153.0,137.3000030517578,146.10000610351562,911084,2025-01-13
2025-01-20,144.83999633789062,144.83999633789062,159.7899932861328,143.8699951171875,151.85000610351562,478726,2025-01-20
2025-01-27,145.4199981689453,145.4199981689453,159.88999938964844,132.39999389648438,143.99000549316406,746786,2025-01-27
2025-02-03,141.19000244140625,141.19000244140625,149.89999389648438,139.97000122070312,147.99000549316406,459209,2025-02-03
2025-02-10,108.54000091552734,108.54000091552734,137.99000549316406,105.0,137.99000549316406,2293359,2025-02-10
2025-02-17,116.87999725341797,116.87999725341797,123.01000213623047,101.91000366210938,108.54000091552734,2144616,2025-02-17
2025-02-24,104.76000213623047,104.76000213623047,117.36000061035156,103.73999786376953,115.0,819686,2025-02-24
2025-03-03,125.27999877929688,125.27999877929688,127.22000122070312,100.70999908447266,105.0,2281724,2025-03-03
2025-03-10,114.55000305175781,114.55000305175781,129.44000244140625,113.41000366210938,126.69999694824219,1204735,2025-03-10
2025-03-17,121.77999877929688,121.77999877929688,128.60000610351562,111.0,116.9000015258789,1512352,2025-03-17
2025-03-24,114.44999694824219,114.44999694824219,129.00999450683594,113.80000305175781,122.63999938964844,1234747,2025-03-24
2025-03-31,115.86000061035156,115.86000061035156,122.63999938964844,112.44000244140625,114.44999694824219,483606,2025-03-31
2025-04-07,117.16000366210938,117.16000366210938,120.0,100.30000305175781,104.98999786376953,449401,2025-04-07
2025-04-14,130.2899932861328,130.2899932861328,132.60000610351562,117.16000366210938,117.16000366210938,797407,2025-04-14
2025-04-21,119.02999877929688,119.02999877929688,134.49000549316406,117.08999633789062,130.9199981689453,1286186,2025-04-21
2025-04-28,114.41999816894531,114.41999816894531,121.11000061035156,113.75,119.02999877929688,395391,2025-04-28
2025-05-05,115.4800033569336,115.4800033569336,121.83999633789062,107.5,114.98999786376953,908687,2025-05-05
2025-05-12,136.82000732421875,136.82000732421875,145.89999389648438,118.20999908447266,120.0,3961473,2025-05-12
2025-05-19,130.0,130.0,139.58999633789062,127.45999908447266,137.0,821010,2025-05-19
2025-05-26,129.25999450683594,129.25999450683594,135.8800048828125,123.75,130.39999389648438,1010153,2025-05-26
2025-06-02,127.12000274658203,127.12000274658203,133.25999450683594,124.55999755859375,124.69999694824219,802300,2025-06-02
2025-06-09,127.4000015258789,127.4000015258789,138.8000030517578,124.55000305175781,127.97000122070312,1221098,2025-06-09
2025-06-16,123.19999694824219,123.19999694824219,131.0,121.01000213623047,128.00999450683594,796741,2025-06-16
2025-06-23,131.24000549316406,131.24000549316406,146.1199951171875,120.61000061035156,120.6500015258789,3820661,2025-06-23
2025-06-30,133.83999633789062,133.83999633789062,135.08999633789062,129.72000122070312,132.22000122070312,767219,2025-06-30
