Date,Adj Close_EICHERMOT.NS,Close_EICHERMOT.NS,High_EICHERMOT.NS,Low_EICHERMOT.NS,Open_EICHERMOT.NS,Volume_EICHERMOT.NS,Date
2020-07-13,1816.678466796875,1881.0799560546875,1919.9000244140625,1832.5,1901.0,7150310,2020-07-13
2020-07-20,2008.822021484375,2080.034912109375,2104.534912109375,1876.699951171875,1895.0,17057930,2020-07-20
2020-07-27,1993.2105712890625,2063.8701171875,2172.5,2040.0,2080.034912109375,11465600,2020-07-27
2020-08-03,2106.07470703125,2180.735107421875,2226.830078125,2065.320068359375,2072.5,9945240,2020-08-03
2020-08-10,1945.4486083984375,2014.4150390625,2233.9951171875,2006.6650390625,2189.800048828125,14410440,2020-08-10
2020-08-17,2095.938720703125,2170.239990234375,2184.39990234375,2014.4150390625,2047.199951171875,17642020,2020-08-17
2020-08-24,2137.814208984375,2213.60009765625,2387.25,2151.699951171875,2199.449951171875,21528773,2020-08-24
2020-08-31,2106.185546875,2180.85009765625,2260.0,2072.75,2225.0,11408855,2020-08-31
2020-09-07,2086.3388671875,2160.300048828125,2217.0,2125.64990234375,2205.0,5984542,2020-09-07
2020-09-14,2079.240478515625,2152.949951171875,2203.800048828125,2120.0,2165.0,5555134,2020-09-14
2020-09-21,2045.00439453125,2117.5,2160.89990234375,2023.0,2153.050048828125,7696374,2020-09-21
2020-09-28,2122.41015625,2197.64990234375,2230.0,2128.0,2135.0,4401170,2020-09-28
2020-10-05,2142.015380859375,2217.949951171875,2256.800048828125,2170.0,2210.64990234375,7925404,2020-10-05
2020-10-12,2192.186767578125,2269.89990234375,2303.0,2171.14990234375,2233.0,6761335,2020-10-12
2020-10-19,2107.19921875,2181.89990234375,2280.0,2140.0,2280.0,5722640,2020-10-19
2020-10-26,2014.1966552734375,2085.60009765625,2214.64990234375,2070.550048828125,2188.0,5459858,2020-10-26
2020-11-02,2065.81640625,2139.050048828125,2153.949951171875,2015.199951171875,2079.800048828125,6010601,2020-11-02
2020-11-09,2453.570556640625,2540.550048828125,2588.0,2142.0,2153.0,16668605,2020-11-09
2020-11-16,2501.955322265625,2590.64990234375,2658.0,2491.14990234375,2514.60009765625,7820357,2020-11-16
2020-11-23,2447.872802734375,2534.64990234375,2727.0,2515.10009765625,2595.550048828125,9681484,2020-11-23
2020-11-30,2466.077392578125,2553.5,2597.699951171875,2507.0,2534.64990234375,4734136,2020-11-30
2020-12-07,2386.20849609375,2470.800048828125,2609.0,2451.85009765625,2553.5,5575249,2020-12-07
2020-12-14,2396.010986328125,2480.949951171875,2506.449951171875,2392.300048828125,2465.0,8760449,2020-12-14
2020-12-21,2353.324462890625,2436.75,2497.35009765625,2340.60009765625,2460.0,3946021,2020-12-21
2020-12-28,2455.64697265625,2542.699951171875,2555.0,2425.550048828125,2441.10009765625,7774977,2020-12-28
2021-01-04,2666.32861328125,2760.85009765625,2771.300048828125,2580.0,2591.0,9566910,2021-01-04
2021-01-11,2759.476318359375,2857.300048828125,2949.0,2726.699951171875,2767.0,10367092,2021-01-11
2021-01-18,2870.828857421875,2972.60009765625,3037.0,2815.0,2853.14990234375,9820424,2021-01-18
2021-01-25,2650.344970703125,2744.300048828125,3029.949951171875,2726.949951171875,3029.949951171875,8096640,2021-01-25
2021-02-01,2831.763671875,2932.14990234375,2990.0,2698.550048828125,2777.0,7497949,2021-02-01
2021-02-08,2686.0302734375,2781.25,3018.0,2701.300048828125,2934.0,10331900,2021-02-08
2021-02-15,2496.16064453125,2584.64990234375,2809.0,2570.0,2796.0,7460805,2021-02-15
2021-02-22,2413.056884765625,2498.60009765625,2590.0,2450.0,2586.10009765625,7866086,2021-02-22
2021-03-01,2499.15478515625,2587.75,2634.199951171875,2497.14990234375,2523.0,6570741,2021-03-01
2021-03-08,2547.201416015625,2637.5,2699.0,2573.0,2600.64990234375,4715644,2021-03-08
2021-03-15,2570.379638671875,2661.5,2697.949951171875,2585.35009765625,2640.60009765625,4102208,2021-03-15
2021-03-22,2472.885986328125,2560.550048828125,2716.0,2548.0,2668.0,4773742,2021-03-22
2021-03-29,2541.068603515625,2631.14990234375,2653.699951171875,2560.550048828125,2560.550048828125,2554222,2021-03-29
2021-04-05,2435.26953125,2521.60009765625,2603.0,2478.050048828125,2596.0,4286912,2021-04-05
2021-04-12,2351.489501953125,2434.85009765625,2510.0,2378.0,2490.0,4540749,2021-04-12
2021-04-19,2237.964111328125,2317.300048828125,2404.449951171875,2303.699951171875,2375.0,3720241,2021-04-19
2021-04-26,2338.7412109375,2421.64990234375,2547.25,2329.5,2329.5,5352946,2021-04-26
2021-05-03,2334.395263671875,2417.14990234375,2457.050048828125,2356.10009765625,2382.5,2560205,2021-05-03
2021-05-10,2332.51220703125,2415.199951171875,2485.0,2400.0,2427.14990234375,1614413,2021-05-10
2021-05-17,2435.945556640625,2522.300048828125,2615.0,2410.050048828125,2417.0,3938092,2021-05-17
2021-05-24,2548.119140625,2638.449951171875,2710.0,2526.60009765625,2541.0,6686484,2021-05-24
2021-05-31,2650.635009765625,2744.60009765625,2775.0,2610.0,2638.449951171875,4511767,2021-05-31
2021-06-07,2652.372802734375,2746.39990234375,2797.89990234375,2691.0,2750.25,2683974,2021-06-07
2021-06-14,2614.853271484375,2707.550048828125,2787.050048828125,2644.199951171875,2740.0,2836628,2021-06-14
2021-06-21,2627.649658203125,2720.800048828125,2763.0,2662.0,2662.0,2297907,2021-06-21
2021-06-28,2569.89697265625,2661.0,2752.949951171875,2642.0,2723.5,2009196,2021-06-28
2021-07-05,2619.295654296875,2712.14990234375,2765.0,2671.14990234375,2675.64990234375,2819908,2021-07-05
2021-07-12,2527.64453125,2617.25,2744.85009765625,2607.800048828125,2720.0,3361661,2021-07-12
2021-07-19,2462.359130859375,2549.64990234375,2617.25,2529.0,2609.0,3152253,2021-07-19
2021-07-26,2443.623291015625,2530.25,2598.0,2509.0,2544.800048828125,2133621,2021-07-26
2021-08-02,2653.290771484375,2747.35009765625,2759.35009765625,2535.300048828125,2558.800048828125,4890355,2021-08-02
2021-08-09,2459.606689453125,2546.800048828125,2768.75,2523.25,2746.0,7994903,2021-08-09
2021-08-16,2528.222900390625,2601.64990234375,2631.800048828125,2471.199951171875,2554.0,6410767,2021-08-16
2021-08-23,2503.394287109375,2576.10009765625,2622.449951171875,2518.0,2620.0,4252472,2021-08-23
2021-08-30,2723.501708984375,2802.60009765625,2857.0,2545.0,2580.699951171875,8509724,2021-08-30
2021-09-06,2738.6611328125,2818.199951171875,2888.0,2762.25,2802.60009765625,2815356,2021-09-06
2021-09-13,2816.743408203125,2898.550048828125,2934.949951171875,2777.050048828125,2815.0,3319630,2021-09-13
2021-09-20,2848.27734375,2931.0,2948.050048828125,2756.64990234375,2856.10009765625,3469767,2021-09-20
2021-09-27,2694.202392578125,2772.449951171875,2994.0,2752.199951171875,2965.0,3828544,2021-09-27
2021-10-04,2738.418212890625,2817.949951171875,2872.949951171875,2708.0,2760.0,3386828,2021-10-04
2021-10-11,2772.67333984375,2853.199951171875,2959.75,2828.25,2830.0,2593221,2021-10-11
2021-10-18,2538.8154296875,2612.550048828125,2881.0,2596.39990234375,2881.0,3854108,2021-10-18
2021-10-25,2414.6708984375,2484.800048828125,2624.14990234375,2471.550048828125,2602.5,4526785,2021-10-25
2021-11-01,2586.481201171875,2661.60009765625,2696.25,2478.10009765625,2490.0,4049497,2021-11-01
2021-11-08,2646.148193359375,2723.0,2777.0,2680.949951171875,2724.75,6082180,2021-11-08
2021-11-15,2529.826416015625,2603.300048828125,2770.0,2575.0,2715.0,3592502,2021-11-15
2021-11-22,2365.20751953125,2433.89990234375,2617.949951171875,2421.5,2600.0,3159933,2021-11-22
2021-11-29,2386.246337890625,2455.550048828125,2497.14990234375,2360.0,2433.89990234375,4158254,2021-11-29
2021-12-06,2456.311279296875,2527.64990234375,2552.0,2424.050048828125,2460.0,2361179,2021-12-06
2021-12-13,2389.598876953125,2459.0,2557.60009765625,2415.050048828125,2554.89990234375,2465255,2021-12-13
2021-12-20,2369.09423828125,2437.89990234375,2504.75,2360.39990234375,2420.0,2027226,2021-12-20
2021-12-27,2518.748046875,2591.89990234375,2604.199951171875,2390.64990234375,2446.0,2875370,2021-12-27
2022-01-03,2744.68603515625,2824.39990234375,2833.60009765625,2620.10009765625,2620.10009765625,5862704,2022-01-03
2022-01-10,2740.11865234375,2819.699951171875,2851.0,2781.39990234375,2820.050048828125,1859073,2022-01-10
2022-01-17,2634.583740234375,2711.10009765625,2880.0,2668.199951171875,2804.0,3652517,2022-01-17
2022-01-24,2537.26025390625,2610.949951171875,2747.0,2570.25,2695.199951171875,3010469,2022-01-24
2022-01-31,2557.133056640625,2631.39990234375,2722.550048828125,2596.64990234375,2644.89990234375,3176415,2022-01-31
2022-02-07,2524.82177734375,2598.14990234375,2664.0,2561.699951171875,2631.5,2802130,2022-02-07
2022-02-14,2623.068359375,2699.25,2762.75,2488.449951171875,2565.0,4580373,2022-02-14
2022-02-21,2554.218017578125,2628.39990234375,2748.5,2587.550048828125,2688.0,2618759,2022-02-21
2022-02-28,2273.228759765625,2339.25,2614.949951171875,2300.0,2600.0,2866640,2022-02-28
2022-03-07,2226.09765625,2290.75,2393.449951171875,2159.550048828125,2230.0,6266878,2022-03-07
2022-03-14,2368.17138671875,2436.949951171875,2463.0,2235.800048828125,2290.0,3280685,2022-03-14
2022-03-21,2270.896728515625,2336.85009765625,2448.949951171875,2325.050048828125,2448.949951171875,2595557,2022-03-21
2022-03-28,2411.172607421875,2481.199951171875,2518.199951171875,2315.199951171875,2350.0,4793099,2022-03-28
2022-04-04,2483.083984375,2555.199951171875,2600.0,2455.550048828125,2495.0,3621816,2022-04-04
2022-04-11,2421.133056640625,2491.449951171875,2565.0,2479.550048828125,2549.89990234375,1075848,2022-04-11
2022-04-18,2557.230712890625,2631.5,2674.449951171875,2421.10009765625,2480.0,4073229,2022-04-18
2022-04-25,2556.113037109375,2630.35009765625,2707.64990234375,2580.0,2610.0,2965205,2022-04-25
2022-05-02,2295.77392578125,2362.449951171875,2626.75,2351.35009765625,2624.89990234375,1897378,2022-05-02
2022-05-09,2363.992431640625,2432.64990234375,2483.0,2310.0,2344.949951171875,2774039,2022-05-09
2022-05-16,2631.377197265625,2707.800048828125,2769.89990234375,2494.64990234375,2519.89990234375,7717085,2022-05-16
2022-05-23,2664.709228515625,2742.10009765625,2769.89990234375,2663.949951171875,2721.0,3190153,2022-05-23
2022-05-30,2609.46337890625,2685.25,2818.64990234375,2661.5,2755.300048828125,4081983,2022-05-30
2022-06-06,2636.28466796875,2712.85009765625,2736.949951171875,2610.60009765625,2683.0,2819112,2022-06-06
2022-06-13,2531.2841796875,2604.800048828125,2752.14990234375,2585.050048828125,2685.0,3015097,2022-06-13
2022-06-20,2796.676025390625,2877.89990234375,2909.550048828125,2599.949951171875,2600.0,4586087,2022-06-20
2022-06-27,2704.26025390625,2782.800048828125,2922.949951171875,2750.39990234375,2909.0,3455802,2022-06-27
2022-07-04,2848.860595703125,2931.60009765625,2982.85009765625,2745.75,2793.800048828125,3386684,2022-07-04
2022-07-11,2948.37060546875,3034.0,3053.050048828125,2900.85009765625,2929.0,4622516,2022-07-11
2022-07-18,3058.764404296875,3147.60009765625,3179.0,3012.0,3055.85009765625,3660026,2022-07-18
2022-07-25,3006.142578125,3093.449951171875,3153.89990234375,3007.949951171875,3140.0,2884567,2022-07-25
2022-08-01,3002.401611328125,3089.60009765625,3196.5,2913.050048828125,3109.89990234375,5400972,2022-08-01
2022-08-08,3119.548828125,3210.14990234375,3265.949951171875,3072.14990234375,3090.0,4926009,2022-08-08
2022-08-15,3349.605712890625,3424.10009765625,3460.0,3210.14990234375,3210.14990234375,5098252,2022-08-15
2022-08-22,3282.106689453125,3355.10009765625,3513.699951171875,3330.10009765625,3401.0,6376986,2022-08-22
2022-08-29,3347.649169921875,3422.10009765625,3469.0,3241.0,3289.0,5304210,2022-08-29
2022-09-05,3397.588134765625,3473.14990234375,3483.0,3360.699951171875,3444.949951171875,2787181,2022-09-05
2022-09-12,3471.788330078125,3549.0,3672.0,3452.0,3484.0,4381757,2022-09-12
2022-09-19,3608.2041015625,3688.449951171875,3787.25,3493.449951171875,3549.949951171875,3351270,2022-09-19
2022-09-26,3591.72119140625,3671.60009765625,3693.800048828125,3472.199951171875,3669.85009765625,3399267,2022-09-26
2022-10-03,3422.435791015625,3498.550048828125,3781.89990234375,3444.949951171875,3781.0,4131150,2022-10-03
2022-10-10,3401.55029296875,3477.199951171875,3554.949951171875,3377.0,3461.0,2876716,2022-10-10
2022-10-17,3550.536865234375,3629.5,3685.0,3465.300048828125,3470.0,2707531,2022-10-17
2022-10-24,3664.257568359375,3745.75,3773.10009765625,3630.60009765625,3684.89990234375,1696714,2022-10-24
2022-10-31,3587.123291015625,3666.89990234375,3889.64990234375,3645.0,3764.5,3972029,2022-10-31
2022-11-07,3443.07666015625,3519.64990234375,3791.949951171875,3501.0,3680.199951171875,3901993,2022-11-07
2022-11-14,3316.491943359375,3390.25,3583.800048828125,3376.050048828125,3537.25,4018389,2022-11-14
2022-11-21,3339.8232421875,3414.10009765625,3422.25,3346.300048828125,3390.449951171875,2751664,2022-11-21
2022-11-28,3259.362548828125,3331.85009765625,3504.5,3325.0,3413.699951171875,4016440,2022-11-28
2022-12-05,3285.13916015625,3358.199951171875,3363.0,3254.0,3328.10009765625,3928962,2022-12-05
2022-12-12,3219.84130859375,3291.449951171875,3385.0,3280.0,3341.0,2913199,2022-12-12
2022-12-19,3045.90966796875,3113.64990234375,3409.5,3105.050048828125,3292.0,3281440,2022-12-19
2022-12-26,3157.527099609375,3227.75,3490.75,3088.199951171875,3115.0,2815671,2022-12-26
2023-01-02,3179.88037109375,3250.60009765625,3278.85009765625,3188.10009765625,3227.0,1703293,2023-01-02
2023-01-09,3093.256591796875,3162.050048828125,3275.10009765625,3060.0,3266.89990234375,3510551,2023-01-09
2023-01-16,3081.9580078125,3150.5,3194.89990234375,3100.0,3155.550048828125,2190777,2023-01-16
2023-01-23,3100.789306640625,3169.75,3264.949951171875,3128.0,3166.300048828125,1773103,2023-01-23
2023-01-30,3244.5419921875,3316.699951171875,3354.949951171875,3099.050048828125,3160.10009765625,3267198,2023-01-30
2023-02-06,3142.46240234375,3212.35009765625,3300.050048828125,3195.0,3295.0,1765325,2023-02-06
2023-02-13,3213.53173828125,3285.0,3344.0,3145.0,3225.0,5188349,2023-02-13
2023-02-20,3135.859375,3205.60009765625,3335.0,3165.0,3300.0,2792147,2023-02-20
2023-02-27,3059.2626953125,3127.300048828125,3205.39990234375,3086.699951171875,3200.0,3286867,2023-02-27
2023-03-06,3048.306396484375,3116.10009765625,3219.949951171875,3095.14990234375,3138.0,1801676,2023-03-06
2023-03-13,2909.884765625,2974.60009765625,3122.949951171875,2942.25,3117.0,2499907,2023-03-13
2023-03-20,2846.299072265625,2909.60009765625,2989.89990234375,2886.64990234375,2974.60009765625,2196312,2023-03-20
2023-03-27,2884.695068359375,2948.85009765625,2963.35009765625,2836.0,2913.60009765625,2766047,2023-03-27
2023-04-03,2897.265380859375,2961.699951171875,3050.0,2922.199951171875,3050.0,2791334,2023-04-03
2023-04-10,3143.147216796875,3213.050048828125,3231.449951171875,2951.14990234375,2980.0,3119299,2023-04-10
2023-04-17,3131.06591796875,3200.699951171875,3308.699951171875,3194.10009765625,3235.0,2691060,2023-04-17
2023-04-24,3229.281494140625,3301.10009765625,3305.0,3156.14990234375,3204.0,2716191,2023-04-24
2023-05-01,3282.106689453125,3355.10009765625,3392.050048828125,3301.10009765625,3301.10009765625,2260170,2023-05-01
2023-05-08,3547.45556640625,3626.35009765625,3647.5,3354.800048828125,3371.0,5130752,2023-05-08
2023-05-15,3493.211669921875,3570.89990234375,3705.0,3511.5,3630.0,5058829,2023-05-15
2023-05-22,3610.06298828125,3690.35009765625,3697.5,3527.0,3569.949951171875,2172312,2023-05-22
2023-05-29,3618.916015625,3699.39990234375,3748.0,3656.25,3700.0,3913362,2023-05-29
2023-06-05,3503.385498046875,3581.300048828125,3740.0,3576.10009765625,3713.14990234375,2027099,2023-06-05
2023-06-12,3461.90771484375,3538.89990234375,3642.300048828125,3490.0,3595.0,2466562,2023-06-12
2023-06-19,3462.201416015625,3539.199951171875,3630.0,3465.050048828125,3567.800048828125,2093946,2023-06-19
2023-06-26,3502.211669921875,3580.10009765625,3600.0,3505.300048828125,3549.949951171875,2052220,2023-06-26
2023-07-03,3115.51171875,3184.800048828125,3666.0,3176.0,3590.949951171875,13720676,2023-07-03
2023-07-10,3274.28076171875,3347.10009765625,3365.0,3160.0,3210.0,7405638,2023-07-10
2023-07-17,3243.368408203125,3315.5,3374.0,3293.050048828125,3350.0,4179253,2023-07-17
2023-07-24,3282.20458984375,3355.199951171875,3367.25,3282.0,3318.0,3022715,2023-07-24
2023-07-31,3286.459716796875,3359.550048828125,3478.85009765625,3280.0,3350.0,4536431,2023-07-31
2023-08-07,3315.46484375,3389.199951171875,3434.800048828125,3291.0,3359.949951171875,3424167,2023-08-07
2023-08-14,3276.726318359375,3349.60009765625,3372.0,3274.89990234375,3372.0,2317095,2023-08-14
2023-08-21,3304.53564453125,3341.14990234375,3380.0,3315.5,3344.949951171875,2402374,2023-08-21
2023-08-28,3363.136474609375,3400.39990234375,3412.0,3322.0,3349.949951171875,3031587,2023-08-28
2023-09-04,3333.959716796875,3370.89990234375,3461.0,3366.10009765625,3430.0,2250930,2023-09-04
2023-09-11,3389.642822265625,3427.199951171875,3447.89990234375,3308.0,3377.0,3416819,2023-09-11
2023-09-18,3372.08740234375,3409.449951171875,3452.85009765625,3376.800048828125,3432.050048828125,2015286,2023-09-18
2023-09-25,3409.17626953125,3446.949951171875,3539.199951171875,3381.050048828125,3417.85009765625,4164075,2023-09-25
2023-10-02,3412.588623046875,3450.39990234375,3464.449951171875,3302.89990234375,3446.949951171875,2564981,2023-10-02
2023-10-09,3438.3037109375,3476.39990234375,3534.949951171875,3401.0,3420.199951171875,1946833,2023-10-09
2023-10-16,3442.75439453125,3480.89990234375,3546.85009765625,3460.35009765625,3462.10009765625,1346479,2023-10-16
2023-10-23,3357.6474609375,3394.85009765625,3492.89990234375,3310.0,3467.10009765625,1287137,2023-10-23
2023-10-30,3390.43408203125,3428.0,3458.14990234375,3275.0,3403.0,2054212,2023-10-30
2023-11-06,3501.948486328125,3540.75,3596.39990234375,3437.449951171875,3454.89990234375,2249017,2023-11-06
2023-11-13,3822.94189453125,3865.300048828125,3898.0,3586.0,3590.0,4022375,2023-11-13
2023-11-20,3806.8701171875,3849.050048828125,3920.0,3805.0,3850.550048828125,1827381,2023-11-20
2023-11-27,3848.55810546875,3891.199951171875,3950.0,3777.75,3849.050048828125,2941376,2023-11-27
