Date,Adj Close_INDOTHAI.NS,Close_INDOTHAI.NS,High_INDOTHAI.NS,Low_INDOTHAI.NS,Open_INDOTHAI.NS,Volume_INDOTHAI.NS,Date
2020-07-13,16.991788864135742,17.399999618530273,18.399999618530273,17.200000762939453,17.700000762939453,14772,2020-07-13
2020-07-20,17.480058670043945,17.899999618530273,18.200000762939453,17.25,17.399999618530273,20422,2020-07-20
2020-07-27,16.16172981262207,16.549999237060547,18.450000762939453,16.350000381469727,17.200000762939453,21808,2020-07-27
2020-08-03,16.74765396118164,17.149999618530273,17.549999237060547,15.800000190734863,15.850000381469727,12988,2020-08-03
2020-08-10,16.698827743530273,17.100000381469727,18.350000381469727,16.5,17.149999618530273,22129,2020-08-10
2020-08-17,17.91950225830078,18.350000381469727,18.5,17.100000381469727,17.200000762939453,52386,2020-08-17
2020-08-24,17.089445114135742,17.5,19.200000762939453,17.25,18.700000762939453,37232,2020-08-24
2020-08-31,17.62653923034668,18.049999237060547,18.450000762939453,17.049999237060547,17.549999237060547,15561,2020-08-31
2020-09-07,16.942962646484375,17.350000381469727,18.0,16.5,17.399999618530273,21176,2020-09-07
2020-09-14,18.01715660095215,18.450000762939453,19.149999618530273,17.0,17.350000381469727,41610,2020-09-14
2020-09-21,15.868768692016602,16.25,19.200000762939453,16.0,19.200000762939453,9595,2020-09-21
2020-09-28,17.235923767089844,17.649999618530273,17.649999618530273,15.449999809265137,16.850000381469727,10077,2020-09-28
2020-10-05,16.649999618530273,17.049999237060547,18.299999237060547,16.100000381469727,17.75,13947,2020-10-05
2020-10-12,15.966422080993652,16.350000381469727,17.649999618530273,15.050000190734863,17.200000762939453,8258,2020-10-12
2020-10-19,19.042522430419922,19.5,19.5,15.949999809265137,16.350000381469727,33032,2020-10-19
2020-10-26,19.774927139282227,20.25,23.950000762939453,19.5,21.450000762939453,253782,2020-10-26
2020-11-02,19.823755264282227,20.299999237060547,21.0,19.0,19.350000381469727,27598,2020-11-02
2020-11-09,19.677274703979492,20.149999618530273,21.0,19.0,20.299999237060547,26558,2020-11-09
2020-11-16,19.23783302307129,19.700000762939453,21.0,19.200000762939453,20.0,17278,2020-11-16
2020-11-23,19.774927139282227,20.25,20.700000762939453,19.149999618530273,20.600000381469727,22515,2020-11-23
2020-11-30,20.800294876098633,21.299999237060547,21.799999237060547,19.549999237060547,20.25,22564,2020-11-30
2020-12-07,21.483871459960938,22.0,22.950000762939453,20.75,20.75,36547,2020-12-07
2020-12-14,24.90176010131836,25.5,26.600000381469727,21.350000381469727,22.549999237060547,81970,2020-12-14
2020-12-21,25.24355125427246,25.850000381469727,26.649999618530273,23.100000381469727,26.649999618530273,51051,2020-12-21
2020-12-28,27.196630477905273,27.850000381469727,28.350000381469727,25.049999237060547,26.399999618530273,58104,2020-12-28
2021-01-04,34.178890228271484,35.0,35.0,28.0,28.149999618530273,132319,2021-01-04
2021-01-11,35.643699645996094,36.5,40.45000076293945,36.099998474121094,36.75,164259,2021-01-11
2021-01-18,33.934749603271484,34.75,38.04999923706055,34.099998474121094,37.599998474121094,43175,2021-01-18
2021-01-25,34.178890228271484,35.0,36.45000076293945,33.45000076293945,34.75,19982,2021-01-25
2021-02-01,39.256893157958984,40.20000076293945,40.95000076293945,34.25,35.5,171393,2021-02-01
2021-02-08,42.2353401184082,43.25,43.25,38.349998474121094,40.79999923706055,71686,2021-02-08
2021-02-15,44.82317352294922,45.900001525878906,47.150001525878906,41.25,44.95000076293945,151780,2021-02-15
2021-02-22,51.170677185058594,52.400001525878906,56.29999923706055,45.900001525878906,45.900001525878906,85929,2021-02-22
2021-03-01,51.5612907409668,52.79999923706055,54.04999923706055,48.75,50.04999923706055,72350,2021-03-01
2021-03-08,48.82698440551758,50.0,54.900001525878906,48.25,54.0,30599,2021-03-08
2021-03-15,43.16305160522461,44.20000076293945,51.400001525878906,43.849998474121094,48.29999923706055,33760,2021-03-15
2021-03-22,52.342525482177734,53.599998474121094,53.599998474121094,42.150001525878906,42.150001525878906,73972,2021-03-22
