Date,Adj Close_THEMISMED.NS,Close_THEMISMED.NS,High_THEMISMED.NS,Low_THEMISMED.NS,Open_THEMISMED.NS,Volume_THEMISMED.NS,Date
2020-07-13,39.27302169799805,40.119998931884766,40.90999984741211,38.0,40.90999984741211,80930,2020-07-13
2020-07-20,38.35287094116211,39.18000030517578,40.93000030517578,38.29499816894531,40.095001220703125,284190,2020-07-20
2020-07-27,37.92705154418945,38.744998931884766,40.400001525878906,36.900001525878906,37.994998931884766,86860,2020-07-27
2020-08-03,38.51438903808594,39.345001220703125,40.400001525878906,36.099998474121094,37.095001220703125,191770,2020-08-03
2020-08-10,38.9793586730957,39.81999969482422,42.099998474121094,37.099998474121094,39.560001373291016,1244280,2020-08-10
2020-08-17,39.58137893676758,40.435001373291016,42.0,37.5,40.29999923706055,514170,2020-08-17
2020-08-24,37.726383209228516,38.540000915527344,40.900001525878906,37.20000076293945,40.20500183105469,378120,2020-08-24
2020-08-31,33.83530044555664,34.564998626708984,39.13999938964844,33.65999984741211,38.095001220703125,348800,2020-08-31
2020-09-07,28.901697158813477,29.524999618530273,35.29999923706055,27.524999618530273,35.29999923706055,788180,2020-09-07
2020-09-14,33.09134292602539,33.80500030517578,35.345001220703125,28.704999923706055,30.950000762939453,2504890,2020-09-14
2020-09-21,31.551511764526367,32.05500030517578,34.994998931884766,30.299999237060547,33.0,956600,2020-09-21
2020-09-28,36.79287338256836,37.380001068115234,38.599998474121094,31.600000381469727,32.900001525878906,1545810,2020-09-28
2020-10-05,38.62857437133789,39.244998931884766,42.290000915527344,36.54999923706055,38.0,2972070,2020-10-05
2020-10-12,36.1826057434082,36.7599983215332,39.404998779296875,36.0,38.72999954223633,320980,2020-10-12
2020-10-19,33.70219421386719,34.2400016784668,38.494998931884766,33.709999084472656,37.0099983215332,802130,2020-10-19
2020-10-26,31.743446350097656,32.25,34.5,31.989999771118164,34.5,483320,2020-10-26
2020-11-02,33.05747985839844,33.584999084472656,33.95000076293945,30.510000228881836,32.79499816894531,293580,2020-11-02
2020-11-09,35.40993881225586,35.974998474121094,37.0,32.47999954223633,34.400001525878906,1429190,2020-11-09
2020-11-16,33.29863739013672,33.83000183105469,36.95000076293945,33.314998626708984,35.89500045776367,383410,2020-11-16
2020-11-23,34.29276657104492,34.84000015258789,37.75,33.029998779296875,33.029998779296875,2521140,2020-11-23
2020-11-30,38.44648361206055,39.060001373291016,39.880001068115234,34.4900016784668,34.84000015258789,1871050,2020-11-30
2020-12-07,36.374549865722656,36.95500183105469,39.599998474121094,36.19499969482422,39.20000076293945,733690,2020-12-07
2020-12-14,35.12941360473633,35.689998626708984,37.66999816894531,35.28499984741211,37.5,487270,2020-12-14
2020-12-21,35.33612060546875,35.900001525878906,37.400001525878906,32.0,35.70500183105469,390180,2020-12-21
2020-12-28,35.42470932006836,35.9900016784668,37.79999923706055,35.595001220703125,36.0,622550,2020-12-28
2021-01-04,34.14512634277344,34.689998626708984,36.77000045776367,34.5,36.77000045776367,1105730,2021-01-04
2021-01-11,33.80061721801758,34.34000015258789,35.5,33.85499954223633,35.494998931884766,573700,2021-01-11
2021-01-18,32.565330505371094,33.084999084472656,34.775001525878906,31.639999389648438,34.775001525878906,408420,2021-01-18
2021-01-25,32.35371017456055,32.869998931884766,33.79499816894531,31.559999465942383,33.10499954223633,326990,2021-01-25
2021-02-01,32.83601760864258,33.36000061035156,35.0,31.764999389648438,32.52000045776367,365450,2021-02-01
2021-02-08,34.94240188598633,35.5,36.025001525878906,32.70000076293945,33.79499816894531,1018030,2021-02-08
2021-02-15,31.08889389038086,31.584999084472656,35.98500061035156,31.479999542236328,35.98500061035156,1174070,2021-02-15
2021-02-22,30.350671768188477,30.834999084472656,32.79999923706055,30.100000381469727,32.79999923706055,407700,2021-02-22
2021-03-01,30.621353149414062,31.110000610351562,32.099998474121094,30.5,31.174999237060547,622710,2021-03-01
2021-03-08,30.31130027770996,30.795000076293945,31.799999237060547,30.209999084472656,31.325000762939453,662160,2021-03-08
2021-03-15,28.99234962463379,29.454999923706055,31.295000076293945,27.600000381469727,31.0,525880,2021-03-15
2021-03-22,28.145856857299805,28.594999313354492,30.594999313354492,27.760000228881836,28.875,349110,2021-03-22
2021-03-29,29.32209014892578,29.790000915527344,30.200000762939453,27.614999771118164,28.594999313354492,196770,2021-03-29
2021-04-05,31.541667938232422,32.04499816894531,32.44499969482422,29.475000381469727,29.475000381469727,409640,2021-04-05
2021-04-12,30.237478256225586,30.719999313354492,32.04499816894531,30.059999465942383,32.04499816894531,145790,2021-04-12
2021-04-19,36.576324462890625,37.15999984741211,39.400001525878906,30.69499969482422,30.799999237060547,5230390,2021-04-19
2021-04-26,36.59601593017578,37.18000030517578,39.400001525878906,34.57500076293945,37.900001525878906,2824450,2021-04-26
2021-05-03,44.34732437133789,45.05500030517578,46.099998474121094,36.54999923706055,37.599998474121094,8149850,2021-05-03
2021-05-10,48.97842025756836,49.7599983215332,52.400001525878906,43.415000915527344,46.040000915527344,8185620,2021-05-10
2021-05-17,48.71266174316406,49.4900016784668,50.7400016784668,47.0,50.5,1959530,2021-05-17
2021-05-24,53.16658020019531,54.01499938964844,62.41999816894531,49.10499954223633,49.599998474121094,8197710,2021-05-24
2021-05-31,76.50909423828125,77.7300033569336,83.5,53.28499984741211,54.01499938964844,13065280,2021-05-31
2021-06-07,72.89181518554688,74.05500030517578,82.5,72.5,78.9000015258789,2410630,2021-06-07
2021-06-14,70.25882720947266,71.37999725341797,76.81500244140625,69.51499938964844,74.0,954210,2021-06-14
2021-06-21,69.59443664550781,70.70500183105469,73.08999633789062,68.50499725341797,71.17500305175781,646010,2021-06-21
2021-06-28,65.87872314453125,66.93000030517578,73.0,65.66500091552734,70.69999694824219,430930,2021-06-28
2021-07-05,73.21663665771484,74.38500213623047,77.0,66.2249984741211,69.0999984741211,1430990,2021-07-05
2021-07-12,85.91401672363281,87.28500366210938,90.99500274658203,74.5,76.0,2371650,2021-07-12
2021-07-19,89.8807144165039,91.31500244140625,96.0,83.79499816894531,87.0,1886780,2021-07-19
2021-07-26,90.97820281982422,92.43000030517578,97.5,90.5,93.0,737380,2021-07-26
2021-08-02,96.44595336914062,97.98500061035156,100.0,88.0,93.00499725341797,1013310,2021-08-02
2021-08-09,111.66803741455078,113.44999694824219,113.44999694824219,86.53500366210938,98.16500091552734,2916550,2021-08-09
2021-08-16,105.42269134521484,107.1050033569336,119.30000305175781,102.5,119.30000305175781,1749430,2021-08-16
2021-08-23,106.58416748046875,108.28500366210938,119.69999694824219,97.0999984741211,107.0999984741211,1874050,2021-08-23
2021-08-30,106.69734954833984,108.4000015258789,116.69999694824219,106.87999725341797,107.0,2013050,2021-08-30
2021-09-06,99.8909683227539,101.48500061035156,110.5,98.08499908447266,110.5,364200,2021-09-06
2021-09-13,99.98121643066406,101.15499877929688,109.0,97.5250015258789,100.0,265860,2021-09-13
2021-09-20,100.7422866821289,101.92500305175781,107.9000015258789,95.11000061035156,99.5,192490,2021-09-20
2021-09-27,98.0241928100586,99.17500305175781,104.30500030517578,96.04499816894531,104.30500030517578,173590,2021-09-27
2021-10-04,94.45113372802734,95.55999755859375,101.0,95.19999694824219,97.5,155420,2021-10-04
2021-10-11,97.74249267578125,98.88999938964844,98.88999938964844,90.0,94.0,328690,2021-10-11
2021-10-18,89.49928283691406,90.55000305175781,101.80000305175781,88.5999984741211,100.0,198200,2021-10-18
2021-10-25,80.91505432128906,81.86499786376953,91.0,80.0,91.0,189830,2021-10-25
2021-11-01,92.4842300415039,93.56999969482422,95.0,81.86499786376953,81.86499786376953,134710,2021-11-01
2021-11-08,95.84477233886719,96.97000122070312,108.0,93.0,94.80000305175781,438760,2021-11-08
2021-11-15,92.5287094116211,93.61499786376953,94.38999938964844,87.5199966430664,92.30500030517578,409850,2021-11-15
2021-11-22,92.72144317626953,93.80999755859375,94.80000305175781,85.5,91.74500274658203,275840,2021-11-22
2021-11-29,92.7412109375,93.83000183105469,98.0,90.0,94.5,220560,2021-11-29
