Date,Adj Close_RUBFILA.NS,Close_RUBFILA.NS,High_RUBFILA.NS,Low_RUBFILA.NS,Open_RUBFILA.NS,Volume_RUBFILA.NS,Date
2024-08-05,94.8874740600586,96.26000213623047,100.0,91.55999755859375,96.0,485807,2024-08-05
2024-08-12,91.25008392333984,92.56999969482422,99.01000213623047,87.80000305175781,96.0,1335883,2024-08-12
2024-08-19,90.46148681640625,91.7699966430664,94.26000213623047,90.0,92.01000213623047,680822,2024-08-19
2024-08-26,85.14834594726562,86.37999725341797,93.48999786376953,84.79000091552734,91.7699966430664,798547,2024-08-26
2024-09-02,83.6401596069336,84.8499984741211,87.88999938964844,83.5999984741211,87.69999694824219,632916,2024-09-02
2024-09-09,82.7431411743164,83.94000244140625,87.30000305175781,82.91000366210938,85.69999694824219,698519,2024-09-09
2024-09-16,82.91000366210938,82.91000366210938,85.19999694824219,82.33999633789062,85.0,403909,2024-09-16
2024-09-23,82.55999755859375,82.55999755859375,84.0,80.30999755859375,84.0,351589,2024-09-23
2024-09-30,80.23999786376953,80.23999786376953,83.06999969482422,79.5999984741211,82.5999984741211,221254,2024-09-30
2024-10-07,78.69999694824219,78.69999694824219,82.9000015258789,75.0,80.25,349872,2024-10-07
2024-10-14,79.93000030517578,79.93000030517578,83.9000015258789,78.30999755859375,79.5,459457,2024-10-14
2024-10-21,73.54000091552734,73.54000091552734,80.38999938964844,73.0,79.61000061035156,267287,2024-10-21
2024-10-28,80.80000305175781,80.80000305175781,84.0,72.80000305175781,73.54000091552734,179181,2024-10-28
2024-11-04,76.91999816894531,76.91999816894531,83.5999984741211,75.88999938964844,81.5,359462,2024-11-04
2024-11-11,73.0999984741211,73.0999984741211,78.5,72.5,78.5,238937,2024-11-11
2024-11-18,73.0199966430664,73.0199966430664,76.0,72.0,74.5,143543,2024-11-18
2024-11-25,82.13999938964844,82.13999938964844,88.0,72.69000244140625,74.9000015258789,1435541,2024-11-25
2024-12-02,88.7300033569336,88.7300033569336,90.0,79.80000305175781,83.0,1501111,2024-12-02
2024-12-09,84.94999694824219,84.94999694824219,92.69999694824219,83.5,87.58999633789062,1797565,2024-12-09
2024-12-16,79.16000366210938,79.16000366210938,88.0,78.80999755859375,84.05000305175781,361549,2024-12-16
2024-12-23,79.44999694824219,79.44999694824219,81.2300033569336,78.51000213623047,80.0,187755,2024-12-23
2024-12-30,83.02999877929688,83.02999877929688,83.79000091552734,78.44000244140625,79.98999786376953,219188,2024-12-30
2025-01-06,76.2699966430664,76.2699966430664,84.98999786376953,76.01000213623047,84.98999786376953,306690,2025-01-06
2025-01-13,78.69000244140625,78.69000244140625,84.19999694824219,72.0,78.0,318948,2025-01-13
2025-01-20,78.2699966430664,78.2699966430664,81.8499984741211,76.83000183105469,78.69000244140625,178750,2025-01-20
2025-01-27,76.75,76.75,79.8499984741211,72.93000030517578,79.75,219464,2025-01-27
2025-02-03,78.44000244140625,78.44000244140625,81.0,75.80000305175781,76.0,152287,2025-02-03
2025-02-10,72.23999786376953,72.23999786376953,77.83000183105469,68.75,75.05000305175781,309763,2025-02-10
2025-02-17,71.87000274658203,71.87000274658203,75.94999694824219,70.51000213623047,72.19999694824219,241753,2025-02-17
2025-02-24,67.86000061035156,67.86000061035156,73.11000061035156,67.0,72.0,204173,2025-02-24
2025-03-03,73.91999816894531,73.91999816894531,75.5,66.0,68.95999908447266,276858,2025-03-03
2025-03-10,70.41999816894531,70.41999816894531,75.33999633789062,69.4000015258789,75.33999633789062,124431,2025-03-10
2025-03-17,70.43000030517578,70.43000030517578,72.12999725341797,68.01000213623047,70.41999816894531,361948,2025-03-17
2025-03-24,63.720001220703125,63.720001220703125,71.5999984741211,61.79999923706055,70.75,791957,2025-03-24
2025-03-31,66.4000015258789,66.4000015258789,66.87999725341797,63.09000015258789,63.09000015258789,165263,2025-03-31
2025-04-07,66.83000183105469,66.83000183105469,67.0999984741211,62.529998779296875,65.0999984741211,115690,2025-04-07
2025-04-14,68.5999984741211,68.5999984741211,69.69000244140625,67.44999694824219,67.44999694824219,126575,2025-04-14
2025-04-21,68.55000305175781,68.55000305175781,73.37999725341797,67.8499984741211,68.5999984741211,220238,2025-04-21
2025-04-28,64.16000366210938,64.16000366210938,69.38999938964844,62.5099983215332,68.55000305175781,150973,2025-04-28
2025-05-05,64.12999725341797,64.12999725341797,66.5,61.79999923706055,65.44000244140625,176696,2025-05-05
2025-05-12,75.81999969482422,75.81999969482422,77.5,65.30000305175781,65.30000305175781,332385,2025-05-12
2025-05-19,76.55999755859375,76.55999755859375,78.5199966430664,73.72000122070312,76.9800033569336,223260,2025-05-19
2025-05-26,79.66000366210938,79.66000366210938,83.79000091552734,75.94999694824219,76.55999755859375,400056,2025-05-26
2025-06-02,80.87000274658203,80.87000274658203,84.69999694824219,78.70999908447266,79.9000015258789,415767,2025-06-02
2025-06-09,78.23999786376953,78.23999786376953,82.37999725341797,77.51000213623047,81.01000213623047,277150,2025-06-09
2025-06-16,75.05000305175781,75.05000305175781,79.7300033569336,74.30999755859375,78.0999984741211,162817,2025-06-16
2025-06-23,86.75,86.75,89.9000015258789,74.61000061035156,76.19999694824219,1175839,2025-06-23
2025-06-30,87.08000183105469,87.08000183105469,90.06999969482422,84.0,87.5999984741211,1037650,2025-06-30
2025-07-07,84.91999816894531,84.91999816894531,89.94999694824219,84.0999984741211,87.01000213623047,539189,2025-07-07
2025-07-14,84.43000030517578,84.43000030517578,85.37999725341797,83.55000305175781,84.05000305175781,106574,2025-07-14
