Date,Adj Close_METROBRAND.NS,Close_METROBRAND.NS,High_METROBRAND.NS,Low_METROBRAND.NS,Open_METROBRAND.NS,Volume_METROBRAND.NS,Date
2022-10-31,833.4288330078125,842.9500122070312,879.5499877929688,823.5499877929688,825.0,1003697,2022-10-31
2022-11-07,790.5189819335938,799.5499877929688,853.0,775.4500122070312,848.7000122070312,689046,2022-11-07
2022-11-14,785.1305541992188,794.0999755859375,822.0,772.5499877929688,798.0,992765,2022-11-14
2022-11-21,791.95263671875,801.0,827.5499877929688,779.0499877929688,798.7999877929688,661625,2022-11-21
2022-11-28,825.4697265625,834.9000244140625,849.0,801.75,807.25,781029,2022-11-28
2022-12-05,824.4810791015625,833.9000244140625,870.0999755859375,824.75,839.0,666938,2022-12-05
2022-12-12,814.6433715820312,823.9500122070312,851.9500122070312,793.7000122070312,837.8499755859375,680736,2022-12-12
2022-12-19,816.32421875,825.6500244140625,864.0,805.0,828.2999877929688,805045,2022-12-19
2022-12-26,873.5206909179688,883.5,913.0,800.0999755859375,810.0,1048322,2022-12-26
2023-01-02,853.2029418945312,862.9500122070312,893.5,841.5,890.0,717073,2023-01-02
2023-01-09,840.3002319335938,849.9000244140625,891.9500122070312,829.5999755859375,864.9500122070312,510789,2023-01-09
2023-01-16,844.4528198242188,854.0999755859375,886.0,829.0999755859375,850.0,1377404,2023-01-16
2023-01-23,765.0598754882812,773.7999877929688,862.25,752.0,858.5999755859375,1224424,2023-01-23
2023-01-30,741.7233276367188,747.8499755859375,774.5,736.0499877929688,759.0499877929688,559974,2023-01-30
2023-02-06,795.5288696289062,802.0999755859375,807.0,740.25,749.0,428898,2023-02-06
2023-02-13,825.431884765625,832.25,859.9000244140625,786.2000122070312,806.1500244140625,819396,2023-02-13
2023-02-20,800.4879760742188,807.0999755859375,857.7000122070312,805.0,826.5999755859375,825352,2023-02-20
2023-02-27,800.3391723632812,806.9500122070312,849.0,787.8499755859375,810.0,1080780,2023-02-27
2023-03-06,815.9105834960938,822.6500244140625,835.5499877929688,795.0999755859375,811.0,969297,2023-03-06
2023-03-13,788.487060546875,795.0,832.0,777.4000244140625,822.9500122070312,593285,2023-03-13
2023-03-20,779.6103515625,786.0499877929688,815.0,765.0999755859375,815.0,550662,2023-03-20
2023-03-27,788.1399536132812,794.6500244140625,809.9500122070312,765.0,786.7000122070312,547329,2023-03-27
2023-04-03,795.5784912109375,802.1500244140625,817.0,788.0,797.9000244140625,174208,2023-04-03
2023-04-10,793.8427734375,800.4000244140625,815.0,792.8499755859375,802.0,238266,2023-04-10
2023-04-17,839.9618530273438,846.9000244140625,858.2000122070312,790.9000244140625,800.4000244140625,1126915,2023-04-17
2023-04-24,858.409423828125,865.5,879.75,831.0,847.9000244140625,1218529,2023-04-24
2023-05-01,914.248291015625,921.7999877929688,929.0,861.0,865.5,792588,2023-05-01
2023-05-08,904.0325927734375,911.5,937.8499755859375,895.0,921.7999877929688,386812,2023-05-08
2023-05-15,918.2650756835938,925.8499755859375,945.0,900.5999755859375,906.7000122070312,542161,2023-05-15
2023-05-22,942.2667846679688,950.0499877929688,977.4000244140625,828.0,915.2999877929688,2709648,2023-05-22
2023-05-29,977.0296630859375,985.0999755859375,1013.0,928.75,950.5,1081038,2023-05-29
2023-06-05,946.2340698242188,954.0499877929688,995.0,943.0,995.0,503051,2023-06-05
2023-06-12,971.8226318359375,979.8499755859375,1007.5,939.9000244140625,954.0499877929688,559401,2023-06-12
2023-06-19,959.37548828125,967.2999877929688,1034.300048828125,951.0,985.9000244140625,892814,2023-06-19
2023-06-26,928.8278198242188,936.5,1000.0,929.0,960.0,547333,2023-06-26
2023-07-03,1005.8416748046875,1014.1500244140625,1018.0999755859375,940.0,944.9000244140625,591909,2023-07-03
2023-07-10,1067.581787109375,1076.4000244140625,1090.0,994.6500244140625,1015.5,874956,2023-07-10
2023-07-17,1077.54931640625,1086.449951171875,1098.800048828125,1047.75,1081.5,617720,2023-07-17
2023-07-24,1035.943115234375,1044.5,1110.0,1040.0,1092.75,454463,2023-07-24
2023-07-31,1060.1431884765625,1068.9000244140625,1108.0,982.5499877929688,1046.5,1344382,2023-07-31
2023-08-07,1068.1768798828125,1077.0,1086.0,1031.0999755859375,1075.300048828125,441969,2023-08-07
2023-08-14,1087.566650390625,1096.550048828125,1127.199951171875,1065.949951171875,1069.0,403023,2023-08-14
2023-08-21,1016.7515869140625,1025.1500244140625,1109.9000244140625,1000.6500244140625,1100.0,705533,2023-08-21
2023-08-28,1044.6212158203125,1053.25,1070.300048828125,1015.7999877929688,1027.0,479297,2023-08-28
2023-09-04,1084.159423828125,1091.550048828125,1096.6500244140625,1023.9000244140625,1055.550048828125,574408,2023-09-04
2023-09-11,1077.1075439453125,1084.449951171875,1114.3499755859375,985.5499877929688,1094.699951171875,621190,2023-09-11
2023-09-18,1083.6131591796875,1091.0,1108.8499755859375,1040.0999755859375,1083.949951171875,860829,2023-09-18
2023-09-25,1118.62451171875,1126.25,1149.800048828125,1058.050048828125,1091.0,710307,2023-09-25
2023-10-02,1132.82763671875,1140.550048828125,1298.800048828125,1126.25,1126.25,5105375,2023-10-02
2023-10-09,1138.58837890625,1146.3499755859375,1198.550048828125,1117.5,1138.9000244140625,753714,2023-10-09
2023-10-16,1197.6854248046875,1205.8499755859375,1266.800048828125,1144.949951171875,1149.9000244140625,1059896,2023-10-16
2023-10-23,1177.7215576171875,1185.75,1238.550048828125,1112.199951171875,1217.0,1113973,2023-10-23
2023-10-30,1235.7757568359375,1244.199951171875,1249.949951171875,1160.5,1189.949951171875,400405,2023-10-30
2023-11-06,1290.3538818359375,1299.1500244140625,1319.550048828125,1218.5999755859375,1250.0,568547,2023-11-06
2023-11-13,1272.8232421875,1281.5,1297.5999755859375,1231.699951171875,1286.949951171875,286474,2023-11-13
2023-11-20,1338.5750732421875,1347.699951171875,1390.9000244140625,1286.800048828125,1289.0,515937,2023-11-20
2023-11-27,1366.435302734375,1375.75,1441.199951171875,1290.0,1347.699951171875,1609895,2023-11-27
2023-12-04,1285.8345947265625,1294.5999755859375,1404.949951171875,1285.0,1385.0,397831,2023-12-04
2023-12-11,1300.6336669921875,1309.5,1359.949951171875,1267.5999755859375,1308.9000244140625,432046,2023-12-11
2023-12-18,1290.8006591796875,1299.5999755859375,1354.0,1252.0999755859375,1309.5,542443,2023-12-18
2023-12-25,1263.586181640625,1272.199951171875,1322.199951171875,1242.75,1299.5999755859375,306621,2023-12-25
2024-01-01,1251.071533203125,1259.5999755859375,1285.0,1240.0,1268.0,387265,2024-01-01
2024-01-08,1262.8909912109375,1271.5,1317.25,1244.1500244140625,1270.0,572049,2024-01-08
2024-01-15,1157.7578125,1165.6500244140625,1271.5,1140.050048828125,1271.5,544058,2024-01-15
2024-01-22,1171.9112548828125,1179.9000244140625,1279.0,1055.75,1165.6500244140625,2064501,2024-01-22
2024-01-29,1075.0714111328125,1082.4000244140625,1182.25,1046.8499755859375,1174.0,1305390,2024-01-29
2024-02-05,1095.3096923828125,1100.1500244140625,1115.0,1021.5,1086.0,1029473,2024-02-05
2024-02-12,1118.4075927734375,1123.3499755859375,1138.0,1069.0,1105.0,822824,2024-02-12
2024-02-19,1133.8392333984375,1138.8499755859375,1183.199951171875,1101.050048828125,1126.3499755859375,993139,2024-02-19
2024-02-26,1140.907958984375,1145.949951171875,1163.75,1106.800048828125,1148.800048828125,856423,2024-02-26
2024-03-04,1129.3094482421875,1134.300048828125,1156.6500244140625,1105.0,1135.050048828125,629272,2024-03-04
2024-03-11,1074.0037841796875,1078.75,1141.0,1016.0499877929688,1132.0,2416843,2024-03-11
2024-03-18,1117.1134033203125,1122.050048828125,1238.5,1027.949951171875,1088.0,7332343,2024-03-18
2024-03-25,1148.872802734375,1153.949951171875,1162.0,1119.0999755859375,1122.050048828125,451158,2024-03-25
2024-04-01,1074.70068359375,1079.449951171875,1173.449951171875,1069.3499755859375,1165.5,1398461,2024-04-01
2024-04-08,1044.583740234375,1049.199951171875,1092.5,1029.550048828125,1078.550048828125,1070714,2024-04-08
2024-04-15,1064.147216796875,1068.8499755859375,1116.75,1017.0,1035.0,646942,2024-04-15
2024-04-22,1077.4385986328125,1082.199951171875,1108.0,1057.199951171875,1073.300048828125,662030,2024-04-22
2024-04-29,1063.5997314453125,1068.300048828125,1096.0999755859375,1062.0999755859375,1090.0,462938,2024-04-29
2024-05-06,1032.785888671875,1037.3499755859375,1082.949951171875,1019.0,1068.300048828125,657368,2024-05-06
2024-05-13,1142.1029052734375,1147.1500244140625,1150.0,1025.6500244140625,1040.0,469251,2024-05-13
2024-05-20,1136.328369140625,1141.3499755859375,1198.9000244140625,1116.0,1132.050048828125,570848,2024-05-20
2024-05-27,1130.553955078125,1135.550048828125,1196.0,1114.8499755859375,1141.3499755859375,585188,2024-05-27
2024-06-03,1150.7645263671875,1155.8499755859375,1174.9000244140625,990.0499877929688,1174.800048828125,410684,2024-06-03
2024-06-10,1145.139404296875,1150.199951171875,1174.0,1122.0999755859375,1161.9000244140625,1001865,2024-06-10
2024-06-17,1254.7052001953125,1260.25,1331.0,1150.199951171875,1150.199951171875,1640673,2024-06-17
2024-06-24,1223.0948486328125,1228.5,1284.5,1211.050048828125,1262.300048828125,326470,2024-06-24
2024-07-01,1212.0933837890625,1217.449951171875,1274.550048828125,1210.6500244140625,1228.0,291213,2024-07-01
2024-07-08,1323.7501220703125,1329.5999755859375,1398.0,1265.699951171875,1315.0,4131870,2024-07-08
2024-07-15,1306.1776123046875,1311.949951171875,1358.0,1297.25,1330.8499755859375,311584,2024-07-15
2024-07-22,1307.870361328125,1313.6500244140625,1350.0,1275.0,1301.699951171875,606244,2024-07-22
2024-07-29,1343.761474609375,1349.699951171875,1394.0,1311.8499755859375,1316.8499755859375,423291,2024-07-29
2024-08-05,1337.9373779296875,1343.8499755859375,1430.0,1299.75,1306.75,983277,2024-08-05
2024-08-12,1322.75439453125,1328.5999755859375,1364.0,1226.25,1331.0,608557,2024-08-12
2024-08-19,1334.203857421875,1340.0999755859375,1402.5,1304.300048828125,1331.4000244140625,797649,2024-08-19
2024-08-26,1300.3037109375,1306.050048828125,1364.1500244140625,1298.3499755859375,1343.4000244140625,387687,2024-08-26
2024-09-02,1228.869384765625,1234.300048828125,1318.4000244140625,1228.0,1314.5,1263622,2024-09-02
2024-09-09,1261.0172119140625,1264.3499755859375,1275.8499755859375,1200.0,1248.0,853774,2024-09-09
2024-09-16,1243.26416015625,1246.550048828125,1288.0,1223.699951171875,1269.8499755859375,521078,2024-09-16
2024-09-23,1272.38720703125,1275.75,1294.0,1221.6500244140625,1249.0,364499,2024-09-23
2024-09-30,1251.941162109375,1255.25,1300.050048828125,1223.5999755859375,1252.0,325656,2024-09-30
2024-10-07,1222.369384765625,1225.5999755859375,1273.699951171875,1201.4000244140625,1273.699951171875,443073,2024-10-07
2024-10-14,1231.0465087890625,1234.300048828125,1287.699951171875,1200.0,1202.199951171875,361592,2024-10-14
2024-10-21,1173.2491455078125,1176.3499755859375,1254.1500244140625,1135.0,1234.449951171875,651525,2024-10-21
2024-10-28,1185.616455078125,1188.75,1229.0,1124.75,1179.550048828125,269969,2024-10-28
2024-11-04,1162.926513671875,1166.0,1220.4000244140625,1159.25,1187.0,218839,2024-11-04
2024-11-11,1125.97412109375,1128.949951171875,1193.4000244140625,1116.0,1176.9000244140625,298048,2024-11-11
2024-11-18,1142.7298583984375,1145.75,1152.0,1097.300048828125,1128.949951171875,311166,2024-11-18
2024-11-25,1232.293212890625,1235.550048828125,1239.9000244140625,1145.050048828125,1150.5999755859375,215988,2024-11-25
2024-12-02,1249.796875,1253.0999755859375,1273.0,1215.0,1229.8499755859375,276800,2024-12-02
2024-12-09,1269.8438720703125,1273.199951171875,1299.800048828125,1192.800048828125,1247.800048828125,384681,2024-12-09
2024-12-16,1283.8070068359375,1287.199951171875,1346.5,1254.8499755859375,1265.050048828125,734858,2024-12-16
2024-12-23,1246.555419921875,1249.8499755859375,1303.800048828125,1197.0,1284.050048828125,1467002,2024-12-23
2024-12-30,1264.8570556640625,1268.199951171875,1308.75,1201.75,1257.75,510914,2024-12-30
2025-01-06,1255.8807373046875,1259.199951171875,1289.199951171875,1225.5,1278.5999755859375,513183,2025-01-06
2025-01-13,1196.0389404296875,1199.199951171875,1252.949951171875,1172.0999755859375,1251.3499755859375,422029,2025-01-13
2025-01-20,1227.4061279296875,1230.6500244140625,1265.0,1171.300048828125,1199.0,536709,2025-01-20
2025-01-27,1232.9913330078125,1236.25,1250.050048828125,1165.0,1237.0,527330,2025-01-27
2025-02-03,1236.7314453125,1240.0,1345.0,1213.25,1245.0,1652623,2025-02-03
2025-02-10,1135.6485595703125,1138.6500244140625,1248.9000244140625,1126.199951171875,1248.9000244140625,408702,2025-02-10
2025-02-17,1135.3992919921875,1138.4000244140625,1179.8499755859375,1105.0999755859375,1125.9000244140625,169860,2025-02-17
2025-02-24,1114.205322265625,1117.1500244140625,1178.0,1082.699951171875,1128.050048828125,471439,2025-02-24
2025-03-03,1117.8955078125,1120.8499755859375,1181.0,1110.0,1122.949951171875,600679,2025-03-03
2025-03-10,1076.75,1076.75,1118.0,1045.949951171875,1118.0,379115,2025-03-10
2025-03-17,1073.8499755859375,1073.8499755859375,1099.5999755859375,1053.0999755859375,1076.75,296748,2025-03-17
2025-03-24,1013.2999877929688,1013.2999877929688,1102.0,990.0499877929688,1079.5,642469,2025-03-24
2025-03-31,1067.199951171875,1067.199951171875,1114.5,1012.0,1013.2999877929688,274154,2025-03-31
2025-04-07,1061.8499755859375,1061.8499755859375,1079.4000244140625,995.25,1008.0499877929688,164087,2025-04-07
2025-04-14,1095.9000244140625,1095.9000244140625,1115.0,1065.0,1069.5,128377,2025-04-14
2025-04-21,1079.0999755859375,1079.0999755859375,1114.800048828125,1060.300048828125,1095.9000244140625,190527,2025-04-21
2025-04-28,1082.0,1082.0,1085.0,1052.9000244140625,1079.0999755859375,142296,2025-04-28
2025-05-05,1058.5999755859375,1058.5999755859375,1107.5,1020.0,1085.0,175655,2025-05-05
2025-05-12,1178.0,1178.0,1185.0,1065.0999755859375,1084.9000244140625,250381,2025-05-12
2025-05-19,1210.5999755859375,1210.5999755859375,1299.5999755859375,1119.0,1178.0,960062,2025-05-19
2025-05-26,1206.699951171875,1206.699951171875,1238.9000244140625,1190.0,1200.0,475001,2025-05-26
2025-06-02,1222.5999755859375,1222.5999755859375,1249.9000244140625,1199.699951171875,1206.699951171875,204230,2025-06-02
2025-06-09,1216.300048828125,1216.300048828125,1288.0,1150.0,1229.0,307564,2025-06-09
2025-06-16,1141.5999755859375,1141.5999755859375,1245.0,1125.199951171875,1220.0,575697,2025-06-16
2025-06-23,1137.199951171875,1137.199951171875,1214.9000244140625,1125.699951171875,1131.0,1077080,2025-06-23
2025-06-30,1141.800048828125,1141.800048828125,1164.300048828125,1126.300048828125,1154.0,476181,2025-06-30
2025-07-07,1172.199951171875,1172.199951171875,1224.0,1132.0999755859375,1140.0999755859375,294962,2025-07-07
2025-07-14,1179.300048828125,1179.300048828125,1196.800048828125,1165.0,1165.0,101815,2025-07-14
