Date,Adj Close_UNIVCABLES.NS,Close_UNIVCABLES.NS,High_UNIVCABLES.NS,Low_UNIVCABLES.NS,Open_UNIVCABLES.NS,Volume_UNIVCABLES.NS,Date
2025-03-24,495.54998779296875,495.54998779296875,524.9000244140625,474.0,510.0,470757,2025-03-24
2025-03-31,463.6499938964844,463.6499938964844,511.0,458.79998779296875,495.54998779296875,125375,2025-03-31
2025-04-07,415.25,415.25,460.0,407.25,438.0,342846,2025-04-07
2025-04-14,449.04998779296875,449.04998779296875,460.0,415.25,415.25,309301,2025-04-14
2025-04-21,481.5,481.5,503.0,443.54998779296875,448.95001220703125,421496,2025-04-21
2025-04-28,437.54998779296875,437.54998779296875,479.75,435.0,474.29998779296875,102731,2025-04-28
2025-05-05,491.1000061035156,491.1000061035156,520.0,439.0,439.0,1258584,2025-05-05
2025-05-12,557.7000122070312,557.7000122070312,571.0,491.6499938964844,498.04998779296875,959737,2025-05-12
2025-05-19,614.3499755859375,614.3499755859375,624.25,561.4000244140625,564.0,924922,2025-05-19
2025-05-26,597.1500244140625,597.1500244140625,641.2000122070312,590.0,616.9000244140625,286532,2025-05-26
2025-06-02,612.1500244140625,612.1500244140625,633.9500122070312,582.5499877929688,588.0999755859375,250970,2025-06-02
2025-06-09,647.5499877929688,647.5499877929688,670.0,608.0,613.0,293406,2025-06-09
2025-06-16,685.2999877929688,685.2999877929688,710.8499755859375,630.25,647.5999755859375,397014,2025-06-16
2025-06-23,743.6500244140625,743.6500244140625,794.4000244140625,672.5999755859375,676.7999877929688,354843,2025-06-23
2025-06-30,786.75,786.75,792.9500122070312,720.0,740.0,230646,2025-06-30
2025-07-07,784.5999755859375,784.5999755859375,824.4500122070312,774.5999755859375,794.4500122070312,175103,2025-07-07
2025-07-14,780.9000244140625,780.9000244140625,790.4000244140625,761.2000122070312,776.75,75055,2025-07-14
