Date,Adj Close_VMART.NS,Close_VMART.NS,High_VMART.NS,Low_VMART.NS,Open_VMART.NS,Volume_VMART.NS,Date
2021-08-16,913.3457641601562,913.5750122070312,945.0,883.4500122070312,885.5999755859375,479980,2021-08-16
2021-08-23,881.603759765625,881.8250122070312,936.6124877929688,853.125,913.75,298132,2021-08-23
2021-08-30,898.7119140625,898.9375,950.0,858.5625,883.0125122070312,1132176,2021-08-30
2021-09-06,868.6069946289062,868.8250122070312,929.5,860.5,911.25,534160,2021-09-06
2021-09-13,855.647705078125,855.8624877929688,898.7249755859375,850.3375244140625,879.5,576284,2021-09-13
2021-09-20,883.7031860351562,883.9249877929688,943.75,826.7874755859375,855.4874877929688,722628,2021-09-20
2021-09-27,913.4332275390625,913.6624755859375,929.75,868.6749877929688,888.0,424344,2021-09-27
2021-10-04,950.4989013671875,950.7374877929688,990.75,910.0125122070312,934.75,725648,2021-10-04
2021-10-11,1081.14111328125,1081.4124755859375,1099.0,953.9000244140625,956.375,995860,2021-10-11
2021-10-18,1000.611328125,1000.8624877929688,1141.0,995.6500244140625,1099.375,801656,2021-10-18
2021-10-25,1015.2702026367188,1015.5250244140625,1046.7125244140625,952.5,1005.875,414320,2021-10-25
2021-11-01,1009.271728515625,1009.5250244140625,1037.487548828125,990.1500244140625,1037.487548828125,426972,2021-11-01
2021-11-08,1084.8526611328125,1085.125,1212.199951171875,997.6375122070312,1022.4874877929688,991372,2021-11-08
2021-11-15,1018.5942993164062,1018.8499755859375,1095.0,1005.25,1095.0,329252,2021-11-15
2021-11-22,957.9595947265625,958.2000122070312,1023.5750122070312,949.5,1007.5,323844,2021-11-22
2021-11-29,963.483154296875,963.7249755859375,1004.8375244140625,906.2750244140625,943.75,354940,2021-11-29
2021-12-06,909.8466186523438,910.0750122070312,974.9749755859375,901.3875122070312,974.9749755859375,431644,2021-12-06
2021-12-13,890.3889770507812,890.6124877929688,942.5750122070312,886.75,928.2874755859375,707756,2021-12-13
2021-12-20,894.3880004882812,894.6124877929688,921.3624877929688,845.6624755859375,895.0750122070312,498360,2021-12-20
2021-12-27,933.565673828125,933.7999877929688,946.25,885.0750122070312,885.25,331312,2021-12-27
2022-01-03,943.6755981445312,943.9124755859375,950.0,919.0,932.5,119460,2022-01-03
2022-01-10,985.0902709960938,985.3375244140625,998.75,924.2249755859375,959.9749755859375,368860,2022-01-10
2022-01-17,990.7638549804688,991.0125122070312,1037.75,955.0125122070312,992.5,376932,2022-01-17
2022-01-24,941.2137451171875,941.4500122070312,1016.0125122070312,912.5,995.9749755859375,209944,2022-01-24
2022-01-31,937.314697265625,937.5499877929688,953.9874877929688,920.0,939.75,218648,2022-01-31
2022-02-07,895.5126953125,895.7374877929688,939.7874755859375,887.5,930.0625,176800,2022-02-07
2022-02-14,873.7807006835938,874.0,921.0,850.0,895.25,361204,2022-02-14
2022-02-21,860.8339233398438,861.0499877929688,907.5,800.0,861.25,301928,2022-02-21
2022-02-28,848.7744750976562,848.9874877929688,890.0125122070312,825.2625122070312,865.0,2040304,2022-02-28
2022-03-07,910.4339599609375,910.6624755859375,926.4874877929688,822.1624755859375,825.0125122070312,309776,2022-03-07
2022-03-14,960.48388671875,960.7249755859375,986.0,896.2750244140625,910.6624755859375,207216,2022-03-14
2022-03-21,935.902587890625,936.1375122070312,967.9749755859375,909.9124755859375,955.0,143652,2022-03-21
2022-03-28,960.1215209960938,960.3624877929688,1009.1124877929688,923.75,952.0,642284,2022-03-28
2022-04-04,889.8016967773438,890.0250244140625,979.5374755859375,885.25,966.25,610860,2022-04-04
2022-04-11,854.0106201171875,854.2249755859375,897.0,851.25,897.0,240964,2022-04-11
2022-04-18,836.6150512695312,836.8250122070312,858.7625122070312,820.0,845.25,473620,2022-04-18
2022-04-25,804.623046875,804.8250122070312,843.7000122070312,787.0125122070312,836.8250122070312,654168,2022-04-25
2022-05-02,742.6135864257812,742.7999877929688,816.25,737.0,816.25,316572,2022-05-02
2022-05-09,742.6386108398438,742.8250122070312,822.0499877929688,705.7625122070312,742.75,488112,2022-05-09
2022-05-16,765.9452514648438,766.1375122070312,786.25,728.1500244140625,742.8250122070312,253496,2022-05-16
2022-05-23,834.065673828125,834.2750244140625,858.3624877929688,763.8375244140625,769.9749755859375,518924,2022-05-23
2022-05-30,776.5426025390625,776.7374877929688,854.1375122070312,769.2625122070312,850.9375,161788,2022-05-30
2022-06-06,700.9740600585938,701.1500244140625,799.4874877929688,698.0750122070312,786.0125122070312,306500,2022-06-06
2022-06-13,642.6636962890625,642.8250122070312,724.75,637.5,702.5,527132,2022-06-13
2022-06-20,620.46923828125,620.625,645.75,603.5875244140625,645.75,1785108,2022-06-20
2022-06-27,621.9188842773438,622.0750122070312,635.0,601.7125244140625,623.7374877929688,896936,2022-06-27
2022-07-04,629.5545043945312,629.7125244140625,648.75,616.2750244140625,625.1875,450512,2022-07-04
2022-07-11,656.38525390625,656.5499877929688,711.25,633.75,633.75,921036,2022-07-11
2022-07-18,706.6976318359375,706.875,715.0,653.0750122070312,660.4249877929688,693508,2022-07-18
2022-07-25,692.7510986328125,692.9249877929688,718.7374877929688,668.5,710.4124755859375,912756,2022-07-25
2022-08-01,742.2886352539062,742.4749755859375,790.0,694.0,694.0,1243236,2022-08-01
2022-08-08,746.0877685546875,746.2750244140625,772.5,717.5,771.0,653708,2022-08-08
2022-08-15,736.8025512695312,736.9874877929688,756.8624877929688,732.25,746.2750244140625,818388,2022-08-15
2022-08-22,740.2374877929688,740.2374877929688,760.875,723.0,736.7374877929688,304004,2022-08-22
2022-08-29,749.9874877929688,749.9874877929688,764.5,712.5,712.5,388620,2022-08-29
2022-09-05,724.7000122070312,724.7000122070312,767.4874877929688,693.3125,749.9874877929688,2691216,2022-09-05
2022-09-12,710.0125122070312,710.0125122070312,732.375,702.75,725.0,564872,2022-09-12
2022-09-19,726.5125122070312,726.5125122070312,749.9749755859375,713.75,713.75,1202576,2022-09-19
2022-09-26,702.5250244140625,702.5250244140625,729.9625244140625,687.75,719.9000244140625,708716,2022-09-26
2022-10-03,710.25,710.25,718.8624877929688,701.2625122070312,706.0499877929688,149432,2022-10-03
2022-10-10,691.1875,691.1875,712.5,685.4124755859375,706.1749877929688,227412,2022-10-10
2022-10-17,729.7999877929688,729.7999877929688,752.4874877929688,671.25,690.9874877929688,983856,2022-10-17
2022-10-24,737.375,737.375,751.5,725.9874877929688,735.0,137136,2022-10-24
2022-10-31,738.9625244140625,738.9625244140625,793.7249755859375,735.4749755859375,741.0625,664264,2022-10-31
2022-11-07,708.2625122070312,708.2625122070312,749.4874877929688,703.7874755859375,738.9625244140625,250764,2022-11-07
2022-11-14,688.7625122070312,688.7625122070312,712.2249755859375,686.125,693.75,798448,2022-11-14
2022-11-21,693.25,693.25,736.0,673.75,689.9874877929688,1232476,2022-11-21
2022-11-28,700.125,700.125,714.7374877929688,688.0250244140625,696.7249755859375,1088052,2022-11-28
2022-12-05,703.0499877929688,703.0499877929688,711.7374877929688,684.25,701.1124877929688,612508,2022-12-05
2022-12-12,711.5999755859375,711.5999755859375,725.7000122070312,693.5999755859375,700.0,606872,2022-12-12
2022-12-19,720.9249877929688,720.9249877929688,775.8250122070312,700.3499755859375,716.9249877929688,703996,2022-12-19
2022-12-26,710.7125244140625,710.7125244140625,746.2249755859375,696.25,721.75,696284,2022-12-26
2023-01-02,721.25,721.25,777.5,695.0999755859375,710.9500122070312,815356,2023-01-02
2023-01-09,707.9625244140625,707.9625244140625,736.9249877929688,701.6624755859375,725.5,296768,2023-01-09
2023-01-16,699.9749755859375,699.9749755859375,735.7625122070312,687.75,710.9375,2147376,2023-01-16
2023-01-23,681.9874877929688,681.9874877929688,710.4625244140625,652.75,699.9749755859375,421384,2023-01-23
2023-01-30,682.4124755859375,682.4124755859375,715.8624877929688,653.0,672.5,564512,2023-01-30
2023-02-06,639.3875122070312,639.3875122070312,693.0,625.0,683.4375,360268,2023-02-06
2023-02-13,624.7874755859375,624.7874755859375,639.7374877929688,603.0,636.25,619468,2023-02-13
2023-02-20,610.2999877929688,610.2999877929688,631.25,595.7374877929688,627.5,378460,2023-02-20
2023-02-27,599.0,599.0,615.3624877929688,594.7625122070312,610.5,667044,2023-02-27
2023-03-06,594.4124755859375,594.4124755859375,606.25,590.0374755859375,598.2625122070312,247688,2023-03-06
2023-03-13,572.6749877929688,572.6749877929688,603.2625122070312,566.25,595.0,579220,2023-03-13
2023-03-20,565.5999755859375,565.5999755859375,597.25,557.6500244140625,587.5,276452,2023-03-20
2023-03-27,540.5750122070312,540.5750122070312,566.2374877929688,529.25,560.4500122070312,289412,2023-03-27
2023-04-03,527.6749877929688,527.6749877929688,561.2125244140625,522.875,541.625,307192,2023-04-03
2023-04-10,536.3499755859375,536.3499755859375,567.0125122070312,521.2374877929688,527.75,1130216,2023-04-10
2023-04-17,545.75,545.75,556.2750244140625,530.0,537.5125122070312,438504,2023-04-17
2023-04-24,542.4375,542.4375,563.75,538.8875122070312,545.25,592704,2023-04-24
2023-05-01,516.8624877929688,516.8624877929688,549.6749877929688,512.5,542.4375,732444,2023-05-01
2023-05-08,535.625,535.625,543.125,508.7250061035156,516.25,998912,2023-05-08
2023-05-15,510.3999938964844,510.3999938964844,537.5,498.75,534.9500122070312,1636096,2023-05-15
2023-05-22,508.7250061035156,508.7250061035156,529.0499877929688,503.88751220703125,506.26251220703125,539072,2023-05-22
2023-05-29,505.63751220703125,505.63751220703125,517.4874877929688,503.75,514.9874877929688,930800,2023-05-29
2023-06-05,496.36248779296875,496.36248779296875,511.26251220703125,492.75,506.25,821460,2023-06-05
2023-06-12,534.5499877929688,534.5499877929688,546.0,488.51251220703125,497.5,4802664,2023-06-12
2023-06-19,524.6624755859375,524.6624755859375,538.6624755859375,517.5,538.0,388620,2023-06-19
2023-06-26,552.9625244140625,552.9625244140625,555.4874877929688,515.8624877929688,524.6624755859375,1007808,2023-06-26
2023-07-03,544.7999877929688,544.7999877929688,593.0374755859375,534.5625,555.0,943504,2023-07-03
2023-07-10,555.7000122070312,555.7000122070312,562.5,537.5,552.4874877929688,430208,2023-07-10
2023-07-17,556.2874755859375,556.2874755859375,566.75,549.3250122070312,558.4874877929688,458396,2023-07-17
2023-07-24,561.3875122070312,561.3875122070312,567.25,549.5625,556.2874755859375,239588,2023-07-24
2023-07-31,572.9625244140625,572.9625244140625,598.7000122070312,562.75,564.2000122070312,960292,2023-07-31
2023-08-07,584.625,584.625,611.2374877929688,563.0,570.7625122070312,693400,2023-08-07
2023-08-14,549.7374877929688,549.7374877929688,581.25,546.6124877929688,575.25,173972,2023-08-14
2023-08-21,544.1875,544.1875,560.2750244140625,538.4749755859375,549.7374877929688,262340,2023-08-21
2023-08-28,563.6749877929688,563.6749877929688,566.0499877929688,530.9749755859375,543.9375,409032,2023-08-28
2023-09-04,556.5875244140625,556.5875244140625,569.5499877929688,533.75,563.6749877929688,789268,2023-09-04
2023-09-11,529.8499755859375,529.8499755859375,566.25,528.0999755859375,559.7000122070312,551292,2023-09-11
2023-09-18,515.8250122070312,515.8250122070312,531.9000244140625,514.75,530.0,406188,2023-09-18
2023-09-25,493.07501220703125,493.07501220703125,519.9375,490.79998779296875,519.9375,750300,2023-09-25
2023-10-02,499.4375,499.4375,517.5,484.6499938964844,493.07501220703125,634268,2023-10-02
2023-10-09,485.6000061035156,485.6000061035156,505.4125061035156,483.75,505.4125061035156,422716,2023-10-09
2023-10-16,471.38751220703125,471.38751220703125,490.6875,467.5,490.6875,466544,2023-10-16
2023-10-23,436.29998779296875,436.29998779296875,473.75,430.0,473.25,629248,2023-10-23
2023-10-30,427.3125,427.3125,441.25,398.75,441.25,1732112,2023-10-30
2023-11-06,420.5,420.5,429.29998779296875,401.5,427.3125,827464,2023-11-06
2023-11-13,423.9375,423.9375,430.23748779296875,416.11248779296875,420.5,480784,2023-11-13
2023-11-20,462.4125061035156,462.4125061035156,464.95001220703125,423.20001220703125,426.0625,1037956,2023-11-20
2023-11-27,445.2875061035156,445.2875061035156,467.5,433.75,462.4125061035156,542648,2023-11-27
2023-12-04,445.0,445.0,467.48748779296875,443.6499938964844,457.5,670424,2023-12-04
2023-12-11,458.13751220703125,458.13751220703125,460.0375061035156,435.42498779296875,447.2250061035156,1159376,2023-12-11
2023-12-18,526.1124877929688,526.1124877929688,527.5,453.5,457.0,2124376,2023-12-18
2023-12-25,501.17498779296875,501.17498779296875,527.6124877929688,498.76251220703125,526.1124877929688,1030348,2023-12-25
2024-01-01,549.25,549.25,552.5,499.51251220703125,503.75,1123232,2024-01-01
2024-01-08,522.0625,522.0625,556.5,520.5,556.5,531640,2024-01-08
2024-01-15,517.125,517.125,530.8875122070312,512.5,527.5,254832,2024-01-15
2024-01-22,518.375,518.375,525.0250244140625,506.4624938964844,517.125,339992,2024-01-22
2024-01-29,521.1875,521.1875,548.7874755859375,510.5,518.375,481348,2024-01-29
2024-02-05,541.1624755859375,541.1624755859375,604.0,512.5250244140625,523.0,4207580,2024-02-05
2024-02-12,497.1875,497.1875,543.75,489.0249938964844,543.0,578152,2024-02-12
2024-02-19,497.01251220703125,497.01251220703125,546.9500122070312,491.5375061035156,497.20001220703125,1084772,2024-02-19
2024-02-26,483.5375061035156,483.5375061035156,501.73748779296875,470.0,494.26251220703125,574304,2024-02-26
2024-03-04,478.61248779296875,478.61248779296875,485.6625061035156,467.2749938964844,484.4375,193508,2024-03-04
2024-03-11,472.4624938964844,472.4624938964844,482.75,453.7749938964844,481.01251220703125,515648,2024-03-11
2024-03-18,504.01251220703125,504.01251220703125,510.86248779296875,465.01251220703125,472.25,609456,2024-03-18
2024-03-25,538.4874877929688,538.4874877929688,544.1500244140625,503.23748779296875,504.01251220703125,536712,2024-03-25
2024-04-01,543.3624877929688,543.3624877929688,563.1500244140625,520.0625,547.4874877929688,803992,2024-04-01
2024-04-08,525.8250122070312,525.8250122070312,545.6124877929688,514.5,544.4124755859375,163052,2024-04-08
2024-04-15,512.9874877929688,512.9874877929688,529.9874877929688,507.5,515.0,348444,2024-04-15
2024-04-22,541.1875,541.1875,544.75,511.01251220703125,511.01251220703125,235716,2024-04-22
2024-04-29,547.0625,547.0625,555.0,537.7625122070312,541.7374877929688,236360,2024-04-29
2024-05-06,526.0125122070312,526.0125122070312,554.9874877929688,522.75,543.8250122070312,324636,2024-05-06
2024-05-13,550.9375,550.9375,583.4500122070312,525.0499877929688,526.7125244140625,1875228,2024-05-13
2024-05-20,567.5374755859375,567.5374755859375,575.0,546.6500244140625,559.4749755859375,281740,2024-05-20
2024-05-27,523.4749755859375,523.4749755859375,574.6124877929688,513.5999755859375,573.0250244140625,355672,2024-05-27
2024-06-03,658.5250244140625,658.5250244140625,674.7374877929688,521.8375244140625,525.0,2386848,2024-06-03
2024-06-10,693.1875,693.1875,712.4749755859375,653.7625122070312,674.4874877929688,1336744,2024-06-10
2024-06-17,709.125,709.125,720.0,667.25,693.1875,319380,2024-06-17
2024-06-24,730.5875244140625,730.5875244140625,740.0,700.0,714.875,687048,2024-06-24
2024-07-01,812.2000122070312,812.2000122070312,821.2374877929688,696.0250244140625,730.0,912380,2024-07-01
2024-07-08,818.7000122070312,818.7000122070312,847.0,777.5750122070312,811.25,600396,2024-07-08
2024-07-15,800.4124755859375,800.4124755859375,841.2374877929688,780.8499755859375,828.7750244140625,591324,2024-07-15
2024-07-22,850.7874755859375,850.7874755859375,901.4749755859375,775.0,775.0,744724,2024-07-22
2024-07-29,853.0999755859375,853.0999755859375,876.0625,833.5625,860.0,132628,2024-07-29
2024-08-05,917.4749755859375,917.4749755859375,955.0125122070312,781.2625122070312,854.7374877929688,1827768,2024-08-05
2024-08-12,920.1500244140625,920.1500244140625,942.4749755859375,891.1375122070312,917.4749755859375,517392,2024-08-12
2024-08-19,907.375,907.375,931.25,887.5,931.25,276324,2024-08-19
2024-08-26,900.25,900.25,930.0,881.8875122070312,908.7625122070312,244440,2024-08-26
2024-09-02,897.0374755859375,897.0374755859375,927.5250244140625,884.0,901.25,268436,2024-09-02
2024-09-09,909.9874877929688,909.9874877929688,929.25,871.8499755859375,907.5,306396,2024-09-09
2024-09-16,924.6375122070312,924.6375122070312,927.75,887.5,902.5125122070312,503092,2024-09-16
2024-09-23,1000.0875244140625,1000.0875244140625,1025.0,931.2374877929688,931.25,953336,2024-09-23
2024-09-30,1114.2874755859375,1114.2874755859375,1119.9749755859375,991.3250122070312,1000.0875244140625,2103276,2024-09-30
2024-10-07,1117.362548828125,1117.362548828125,1125.0,1015.125,1122.5,650820,2024-10-07
2024-10-14,1074.862548828125,1074.862548828125,1125.0,1033.425048828125,1125.0,769504,2024-10-14
2024-10-21,1086.425048828125,1086.425048828125,1118.9749755859375,1036.25,1074.862548828125,452536,2024-10-21
2024-10-28,1047.7874755859375,1047.7874755859375,1130.0,1036.4000244140625,1086.425048828125,946324,2024-10-28
2024-11-04,1026.9000244140625,1026.9000244140625,1118.987548828125,1015.125,1047.5,433812,2024-11-04
2024-11-11,915.9249877929688,915.9249877929688,1016.25,864.9874877929688,1000.0,582900,2024-11-11
2024-11-18,961.2625122070312,961.2625122070312,968.5125122070312,847.2625122070312,902.5,683072,2024-11-18
2024-11-25,988.5,988.5,1012.7374877929688,937.75,987.2374877929688,308532,2024-11-25
2024-12-02,993.7750244140625,993.7750244140625,1035.25,975.0,978.2625122070312,860468,2024-12-02
2024-12-09,959.0625,959.0625,1012.5,942.6375122070312,996.5,381444,2024-12-09
2024-12-16,945.0750122070312,945.0750122070312,979.9375,912.5999755859375,943.7625122070312,329392,2024-12-16
2024-12-23,961.7000122070312,961.7000122070312,987.5,916.0499877929688,945.0750122070312,420044,2024-12-23
2024-12-30,936.4124755859375,936.4124755859375,1009.8250122070312,916.4000244140625,965.5625,785772,2024-12-30
2025-01-06,852.7000122070312,852.7000122070312,939.75,833.8875122070312,939.7374877929688,597644,2025-01-06
2025-01-13,808.1624755859375,808.1624755859375,854.9625244140625,777.2874755859375,843.1500244140625,639660,2025-01-13
2025-01-20,744.1375122070312,744.1375122070312,791.3499755859375,708.1124877929688,774.75,1448252,2025-01-20
2025-01-27,849.3499755859375,849.3499755859375,862.5,683.0,726.25,582132,2025-01-27
2025-02-03,866.1375122070312,866.1375122070312,943.75,800.0125122070312,836.6124877929688,1682172,2025-02-03
2025-02-10,811.2000122070312,811.2000122070312,885.7000122070312,775.6749877929688,850.5125122070312,406764,2025-02-10
2025-02-17,761.2374877929688,761.2374877929688,824.4874877929688,723.2750244140625,824.2750244140625,885596,2025-02-17
2025-02-24,747.7874755859375,747.7874755859375,763.75,696.0125122070312,761.2374877929688,306200,2025-02-24
2025-03-03,727.5250244140625,727.5250244140625,751.0625,701.3875122070312,741.0125122070312,667732,2025-03-03
2025-03-10,695.0,695.0,735.7999877929688,683.5,727.5250244140625,181896,2025-03-10
2025-03-17,723.0750122070312,723.0750122070312,736.375,676.0374755859375,688.8875122070312,614948,2025-03-17
2025-03-24,727.6875,727.6875,743.75,686.25,725.0,846848,2025-03-24
2025-03-31,784.75,784.75,837.5,716.0374755859375,727.6875,2026356,2025-03-31
2025-04-07,787.2374877929688,787.2374877929688,793.0625,747.2374877929688,769.7249755859375,475464,2025-04-07
2025-04-14,817.0999755859375,817.0999755859375,830.0999755859375,787.2374877929688,787.2374877929688,286604,2025-04-14
2025-04-21,799.0,799.0,842.25,790.4000244140625,814.7249755859375,431048,2025-04-21
2025-04-28,836.4749755859375,836.4749755859375,855.3499755859375,784.0,799.0,652768,2025-04-28
2025-05-05,858.5250244140625,858.5250244140625,880.75,763.75,812.0,2911696,2025-05-05
2025-05-12,851.2999877929688,851.2999877929688,899.2750244140625,848.25,894.5,1281044,2025-05-12
2025-05-19,847.3250122070312,847.3250122070312,868.7249755859375,839.9000244140625,858.0999755859375,344920,2025-05-19
2025-05-26,850.7999877929688,850.7999877929688,863.0,837.5,847.4749755859375,199136,2025-05-26
2025-06-02,849.4749755859375,849.4749755859375,866.625,844.5250244140625,856.25,364976,2025-06-02
2025-06-09,911.7750244140625,911.7750244140625,932.0250244140625,847.75,851.2249755859375,1229532,2025-06-09
2025-06-16,889.125,889.125,935.5,874.125,916.25,574836,2025-06-16
2025-06-23,856.5999755859375,856.5999755859375,945.0,845.9000244140625,905.0,833056,2025-06-23
2025-06-30,790.5,790.5,890.75,784.8499755859375,860.0,803218,2025-06-30
2025-07-07,765.2000122070312,765.2000122070312,799.0,748.5,794.0,522103,2025-07-07
2025-07-14,778.7000122070312,778.7000122070312,780.4500122070312,755.0,768.0,152714,2025-07-14
