Date,Adj Close_MMP.NS,Close_MMP.NS,High_MMP.NS,Low_MMP.NS,Open_MMP.NS,Volume_MMP.NS,Date
2020-07-13,65.86601257324219,67.3499984741211,74.80000305175781,61.599998474121094,73.80000305175781,32390,2020-07-13
2020-07-20,68.897705078125,70.44999694824219,72.3499984741211,67.3499984741211,67.3499984741211,37858,2020-07-20
2020-07-27,65.03474426269531,66.5,71.44999694824219,65.0999984741211,67.9000015258789,146090,2020-07-27
2020-08-03,72.51618194580078,74.1500015258789,75.94999694824219,65.44999694824219,66.5,30185,2020-08-03
2020-08-10,68.84880828857422,70.4000015258789,78.19999694824219,67.0999984741211,68.94999694824219,26530,2020-08-10
2020-08-17,93.93364715576172,96.05000305175781,96.05000305175781,70.30000305175781,71.0,140232,2020-08-17
2020-08-24,88.45703125,90.44999694824219,100.8499984741211,87.44999694824219,100.8499984741211,86091,2020-08-24
2020-08-31,85.76761627197266,87.69999694824219,92.19999694824219,81.69999694824219,90.0,80423,2020-08-31
2020-09-07,82.54032897949219,84.4000015258789,88.5,76.75,87.94999694824219,45626,2020-09-07
2020-09-14,78.33507537841797,80.0999984741211,89.5,79.0999984741211,85.0,35548,2020-09-14
2020-09-21,73.9342269897461,75.5999984741211,83.5,70.3499984741211,83.5,19124,2020-09-21
2020-09-28,76.18356323242188,77.9000015258789,77.94999694824219,70.55000305175781,75.5,18495,2020-09-28
2020-10-05,78.1883773803711,79.94999694824219,85.0,75.75,77.80000305175781,15499,2020-10-05
2020-10-12,72.17390441894531,73.80000305175781,86.5,71.0,79.0,12665,2020-10-12
2020-10-19,73.68973541259766,75.3499984741211,78.0,72.0,72.05000305175781,6991,2020-10-19
2020-10-26,71.14703369140625,72.75,82.8499984741211,68.0999984741211,79.5999984741211,24502,2020-10-26
2020-11-02,73.54303741455078,75.19999694824219,77.4000015258789,68.0,73.5,8863,2020-11-02
2020-11-09,84.887451171875,86.80000305175781,92.1500015258789,69.4000015258789,76.19999694824219,252138,2020-11-09
2020-11-16,83.86058807373047,85.75,90.0,81.4000015258789,84.25,35693,2020-11-16
2020-11-23,79.89981842041016,81.69999694824219,89.4000015258789,79.0,85.0999984741211,41538,2020-11-23
2020-11-30,79.8509292602539,81.6500015258789,86.0,76.55000305175781,81.69999694824219,38003,2020-11-30
2020-12-07,81.26898193359375,83.0999984741211,86.80000305175781,81.0,82.6500015258789,54160,2020-12-07
2020-12-14,83.46939849853516,85.3499984741211,99.69999694824219,84.0,85.94999694824219,81558,2020-12-14
2020-12-21,79.55753326416016,81.3499984741211,90.4000015258789,76.0,90.4000015258789,32609,2020-12-21
2020-12-28,80.63328552246094,82.44999694824219,90.0,75.55000305175781,89.0,209547,2020-12-28
2021-01-04,83.95838165283203,85.8499984741211,89.69999694824219,80.94999694824219,82.94999694824219,117012,2021-01-04
2021-01-11,85.57202911376953,87.5,97.80000305175781,84.0,87.0,319636,2021-01-11
2021-01-18,84.83855438232422,86.75,90.0,78.4000015258789,90.0,90299,2021-01-18
2021-01-25,79.36194610595703,81.1500015258789,88.44999694824219,78.0,88.44999694824219,47521,2021-01-25
2021-02-01,88.45703125,90.44999694824219,92.0,79.75,81.0999984741211,85884,2021-02-01
