Date,Adj Close_COMPUSOFT.NS,Close_COMPUSOFT.NS,High_COMPUSOFT.NS,Low_COMPUSOFT.NS,Open_COMPUSOFT.NS,Volume_COMPUSOFT.NS,Date
2020-07-13,7.142366409301758,7.949999809265137,8.699999809265137,7.650000095367432,8.449999809265137,153998,2020-07-13
2020-07-20,7.097446441650391,7.900000095367432,8.449999809265137,7.599999904632568,8.300000190734863,144032,2020-07-20
2020-07-27,6.693161487579346,7.449999809265137,8.100000381469727,7.150000095367432,7.900000095367432,261785,2020-07-27
2020-08-03,6.917764186859131,7.699999809265137,8.100000381469727,7.150000095367432,7.449999809265137,104438,2020-08-03
2020-08-10,7.1872878074646,8.0,8.399999618530273,7.550000190734863,7.900000095367432,120408,2020-08-10
2020-08-17,7.322048664093018,8.149999618530273,8.5,7.849999904632568,8.149999618530273,199743,2020-08-17
2020-08-24,7.950936794281006,8.850000381469727,9.25,8.149999618530273,8.449999809265137,398513,2020-08-24
2020-08-31,7.366970062255859,8.199999809265137,9.25,8.050000190734863,8.850000381469727,215624,2020-08-31
2020-09-07,7.277129173278809,8.100000381469727,8.600000381469727,7.849999904632568,8.600000381469727,167083,2020-09-07
2020-09-14,7.052525520324707,7.849999904632568,8.5,7.800000190734863,8.199999809265137,250858,2020-09-14
2020-09-21,6.844905376434326,7.349999904632568,8.0,7.0,8.0,189265,2020-09-21
2020-09-28,7.170853137969971,7.699999809265137,8.050000190734863,7.550000190734863,7.699999809265137,103327,2020-09-28
2020-10-05,6.938033103942871,7.449999809265137,8.050000190734863,7.300000190734863,7.849999904632568,147371,2020-10-05
2020-10-12,6.751777172088623,7.25,7.650000095367432,7.050000190734863,7.449999809265137,81368,2020-10-12
2020-10-19,6.844905376434326,7.349999904632568,7.949999809265137,7.25,7.300000190734863,188264,2020-10-19
2020-10-26,6.751777172088623,7.25,7.5,6.900000095367432,7.5,118992,2020-10-26
2020-11-02,6.751777172088623,7.25,7.300000190734863,6.849999904632568,7.300000190734863,70105,2020-11-02
2020-11-09,6.7052130699157715,7.199999809265137,7.300000190734863,7.0,7.300000190734863,85575,2020-11-09
2020-11-16,6.612085342407227,7.099999904632568,7.25,7.0,7.099999904632568,121211,2020-11-16
2020-11-23,6.565521717071533,7.050000190734863,7.75,6.949999809265137,7.150000095367432,246625,2020-11-23
2020-11-30,7.217417240142822,7.75,7.849999904632568,7.0,7.050000190734863,354370,2020-11-30
2020-12-07,9.26623249053955,9.949999809265137,11.149999618530273,8.0,8.0,2085255,2020-12-07
2020-12-14,8.055567741394043,8.649999618530273,10.350000381469727,8.649999618530273,9.899999618530273,404993,2020-12-14
2020-12-21,8.009004592895508,8.600000381469727,9.0,7.75,9.0,144625,2020-12-21
2020-12-28,8.381516456604004,9.0,9.300000190734863,8.5,8.600000381469727,313306,2020-12-28
2021-01-04,8.84715747833252,9.5,10.149999618530273,9.25,9.449999809265137,460415,2021-01-04
2021-01-11,8.381516456604004,9.0,9.850000381469727,8.649999618530273,9.5,171722,2021-01-11
2021-01-18,8.940284729003906,9.600000381469727,9.850000381469727,8.649999618530273,8.649999618530273,363289,2021-01-18
2021-01-25,8.56777286529541,9.199999809265137,9.800000190734863,8.899999618530273,9.800000190734863,66737,2021-01-25
2021-02-01,8.428079605102539,9.050000190734863,9.600000381469727,8.800000190734863,9.600000381469727,199275,2021-02-01
2021-02-08,8.102132797241211,8.699999809265137,9.100000381469727,8.5,9.0,207029,2021-02-08
2021-02-15,7.822747707366943,8.399999618530273,8.899999618530273,8.199999809265137,8.550000190734863,231602,2021-02-15
2021-02-22,8.055567741394043,8.649999618530273,9.050000190734863,8.25,8.550000190734863,208632,2021-02-22
2021-03-01,8.474644660949707,9.100000381469727,9.449999809265137,7.849999904632568,8.600000381469727,537107,2021-03-01
2021-03-08,8.56777286529541,9.199999809265137,9.949999809265137,8.350000381469727,9.199999809265137,360928,2021-03-08
2021-03-15,8.241825103759766,8.850000381469727,9.5,8.449999809265137,9.5,261982,2021-03-15
2021-03-22,8.055567741394043,8.649999618530273,9.5,8.25,8.600000381469727,468802,2021-03-22
2021-03-29,8.195261001586914,8.800000190734863,9.199999809265137,7.849999904632568,8.649999618530273,160331,2021-03-29
2021-04-05,8.474644660949707,9.100000381469727,9.199999809265137,8.300000190734863,8.800000190734863,245648,2021-04-05
2021-04-12,8.241825103759766,8.850000381469727,9.600000381469727,8.600000381469727,9.100000381469727,452113,2021-04-12
2021-04-19,8.148697853088379,8.75,9.149999618530273,8.100000381469727,8.5,288142,2021-04-19
2021-04-26,8.148697853088379,8.75,9.100000381469727,8.550000190734863,8.899999618530273,176336,2021-04-26
2021-05-03,8.055567741394043,8.649999618530273,8.949999809265137,8.100000381469727,8.949999809265137,273923,2021-05-03
2021-05-10,8.660900115966797,9.300000190734863,9.699999809265137,8.600000381469727,8.800000190734863,366761,2021-05-10
2021-05-17,8.56777286529541,9.199999809265137,9.600000381469727,9.0,9.300000190734863,251416,2021-05-17
2021-05-24,9.499053001403809,10.199999809265137,12.0,8.899999618530273,9.399999618530273,2462872,2021-05-24
2021-05-31,9.871563911437988,10.600000381469727,11.699999809265137,9.399999618530273,10.350000381469727,1652218,2021-05-31
2021-06-07,13.829503059387207,14.850000381469727,16.450000762939453,10.25,10.600000381469727,5206950,2021-06-07
2021-06-14,13.6432466506958,14.649999618530273,16.200000762939453,13.649999618530273,14.899999618530273,2004986,2021-06-14
2021-06-21,13.456990242004395,14.449999809265137,15.5,13.75,13.949999809265137,745342,2021-06-21
2021-06-28,12.572275161743164,13.5,15.0,13.100000381469727,14.949999809265137,427674,2021-06-28
2021-07-05,12.898222923278809,13.850000381469727,14.899999618530273,13.100000381469727,13.5,501156,2021-07-05
2021-07-12,14.807345390319824,15.899999618530273,15.949999809265137,14.399999618530273,14.5,942386,2021-07-12
2021-07-19,13.969195365905762,15.0,16.700000762939453,15.0,15.300000190734863,834492,2021-07-19
2021-07-26,13.037915229797363,14.0,15.0,13.5,14.850000381469727,568133,2021-07-26
2021-08-02,13.131043434143066,14.100000381469727,14.699999809265137,13.600000381469727,14.0,493898,2021-08-02
2021-08-09,13.689810752868652,14.699999809265137,14.699999809265137,11.800000190734863,14.449999809265137,616160,2021-08-09
2021-08-16,13.736373901367188,14.75,16.299999237060547,14.550000190734863,16.149999618530273,1739522,2021-08-16
2021-08-23,12.758530616760254,13.699999809265137,15.050000190734863,13.300000190734863,15.050000190734863,644376,2021-08-23
2021-08-30,12.805094718933105,13.75,14.149999618530273,13.399999618530273,13.899999618530273,473343,2021-08-30
2021-09-06,12.665404319763184,13.600000381469727,14.0,13.050000190734863,13.899999618530273,326524,2021-09-06
2021-09-13,13.139382362365723,13.800000190734863,14.649999618530273,13.050000190734863,13.699999809265137,570524,2021-09-13
2021-09-20,12.948956489562988,13.600000381469727,14.100000381469727,13.199999809265137,13.800000190734863,362566,2021-09-20
2021-09-27,14.472363471984863,15.199999809265137,15.199999809265137,13.0,13.550000190734863,945270,2021-09-27
2021-10-04,18.328487396240234,19.25,19.25,15.949999809265137,15.949999809265137,415469,2021-10-04
2021-10-11,16.519441604614258,17.350000381469727,20.899999618530273,17.350000381469727,20.200000762939453,738497,2021-10-11
2021-10-18,16.281408309936523,17.100000381469727,18.100000381469727,15.850000381469727,16.700000762939453,2037403,2021-10-18
2021-10-25,15.61491870880127,16.399999618530273,17.100000381469727,15.100000381469727,16.950000762939453,962349,2021-10-25
2021-11-01,15.2340669631958,16.0,16.799999237060547,15.449999809265137,16.450000762939453,359063,2021-11-01
2021-11-08,15.138854026794434,15.899999618530273,16.799999237060547,15.699999809265137,16.450000762939453,412234,2021-11-08
2021-11-15,14.9008207321167,15.649999618530273,16.450000762939453,15.149999618530273,16.0,640805,2021-11-15
2021-11-22,16.424226760864258,17.25,17.450000762939453,14.75,16.149999618530273,1041516,2021-11-22
2021-11-29,16.70986557006836,17.549999237060547,19.25,16.149999618530273,17.649999618530273,2095581,2021-11-29
2021-12-06,16.424226760864258,17.25,18.600000381469727,16.0,17.200000762939453,1818156,2021-12-06
2021-12-13,16.376623153686523,17.200000762939453,18.5,16.850000381469727,17.549999237060547,1077991,2021-12-13
2021-12-20,20.994447708129883,22.049999237060547,22.049999237060547,15.600000381469727,16.799999237060547,2007573,2021-12-20
2021-12-27,26.707223892211914,28.049999237060547,28.049999237060547,22.049999237060547,23.149999618530273,2846346,2021-12-27
2022-01-03,33.99101257324219,35.70000076293945,35.70000076293945,29.299999237060547,29.450000762939453,1313991,2022-01-03
2022-01-10,32.13435745239258,33.75,41.25,33.75,37.45000076293945,1600153,2022-01-10
2022-01-17,27.897382736206055,29.299999237060547,32.099998474121094,27.549999237060547,32.099998474121094,1435414,2022-01-17
