Date,Adj Close_AFFLE.NS,Close_AFFLE.NS,High_AFFLE.NS,Low_AFFLE.NS,Open_AFFLE.NS,Volume_AFFLE.NS,Date
2020-07-13,338.95001220703125,338.95001220703125,348.0,330.20001220703125,340.25,553620,2020-07-13
2020-07-20,342.510009765625,342.510009765625,370.0,338.0,340.0,1372715,2020-07-20
2020-07-27,337.7099914550781,337.7099914550781,349.6300048828125,329.0,344.7900085449219,843330,2020-07-27
2020-08-03,368.44000244140625,368.44000244140625,379.0,336.3599853515625,339.3999938964844,1592545,2020-08-03
2020-08-10,420.6300048828125,420.6300048828125,445.79998779296875,385.2099914550781,393.0,3905525,2020-08-10
2020-08-17,463.0400085449219,463.0400085449219,463.0400085449219,412.45001220703125,422.0,2268995,2020-08-17
2020-08-24,530.9299926757812,530.9299926757812,615.7999877929688,470.20001220703125,473.79998779296875,6008380,2020-08-24
2020-08-31,545.2000122070312,545.2000122070312,566.989990234375,490.3999938964844,510.6000061035156,3773045,2020-08-31
2020-09-07,581.5900268554688,581.5900268554688,593.0,525.7999877929688,559.7999877929688,2007105,2020-09-07
2020-09-14,607.02001953125,607.02001953125,626.2000122070312,594.0599975585938,610.5999755859375,2039520,2020-09-14
2020-09-21,579.6900024414062,579.6900024414062,612.0,560.8300170898438,607.02001953125,1903185,2020-09-21
2020-09-28,572.02001953125,572.02001953125,605.7899780273438,568.5999755859375,599.0900268554688,627700,2020-09-28
2020-10-05,554.3099975585938,554.3099975585938,576.989990234375,524.2000122070312,573.0499877929688,901135,2020-10-05
2020-10-12,533.8900146484375,533.8900146484375,580.0,519.0,571.0,753875,2020-10-12
2020-10-19,559.8099975585938,559.8099975585938,573.1500244140625,530.0,539.030029296875,1233025,2020-10-19
2020-10-26,530.8800048828125,530.8800048828125,567.4000244140625,500.44000244140625,563.7999877929688,1098105,2020-10-26
2020-11-02,563.1699829101562,563.1699829101562,570.469970703125,520.2000122070312,532.3200073242188,1219165,2020-11-02
2020-11-09,591.7999877929688,591.7999877929688,601.489990234375,530.3699951171875,588.0,2477525,2020-11-09
2020-11-16,629.2000122070312,629.2000122070312,629.2000122070312,580.0,592.1799926757812,1836050,2020-11-16
2020-11-23,683.7000122070312,683.7000122070312,693.6900024414062,628.52001953125,648.0,3901740,2020-11-23
2020-11-30,771.6799926757812,771.6799926757812,791.4500122070312,683.7000122070312,683.7000122070312,3448040,2020-11-30
2020-12-07,731.8200073242188,731.8200073242188,787.0,722.239990234375,787.0,1599190,2020-12-07
2020-12-14,755.8300170898438,755.8300170898438,814.489990234375,695.22998046875,738.7999877929688,10873120,2020-12-14
2020-12-21,765.5399780273438,765.5399780273438,783.5399780273438,730.0,771.0,2363360,2020-12-21
2020-12-28,773.4299926757812,773.4299926757812,779.5700073242188,750.2100219726562,775.5999755859375,888265,2020-12-28
2021-01-04,793.0999755859375,793.0999755859375,812.6599731445312,773.2000122070312,777.0,1701685,2021-01-04
2021-01-11,730.9500122070312,730.9500122070312,802.989990234375,727.260009765625,799.5999755859375,1242845,2021-01-11
2021-01-18,755.5900268554688,755.5900268554688,773.7999877929688,705.4099731445312,727.260009765625,1746725,2021-01-18
2021-01-25,729.2000122070312,729.2000122070312,766.0,726.0,760.0,724540,2021-01-25
2021-02-01,834.9099731445312,834.9099731445312,834.9099731445312,725.5700073242188,733.0,3083390,2021-02-01
2021-02-08,1069.4300537109375,1069.4300537109375,1069.4300537109375,781.1099853515625,880.0,6216400,2021-02-08
2021-02-15,1055.969970703125,1055.969970703125,1122.9000244140625,1014.0,1122.9000244140625,5817755,2021-02-15
2021-02-22,1039.8800048828125,1039.8800048828125,1108.760009765625,1011.4199829101562,1060.0,2628850,2021-02-22
2021-03-01,1175.1400146484375,1175.1400146484375,1257.1300048828125,1045.0,1066.0,3468555,2021-03-01
2021-03-08,1162.9200439453125,1162.9200439453125,1220.0,1125.199951171875,1196.0,1224480,2021-03-08
2021-03-15,1069.5,1069.5,1201.0,1062.260009765625,1171.5999755859375,2603195,2021-03-15
2021-03-22,1036.77001953125,1036.77001953125,1160.0,1020.25,1074.1700439453125,1928050,2021-03-22
2021-03-29,1120.4599609375,1120.4599609375,1142.9200439453125,1036.77001953125,1036.77001953125,977970,2021-03-29
2021-04-05,1107.8599853515625,1107.8599853515625,1157.719970703125,1065.0,1102.4599609375,1586325,2021-04-05
2021-04-12,1080.8599853515625,1080.8599853515625,1109.97998046875,1029.1800537109375,1092.0,842820,2021-04-12
2021-04-19,1075.56005859375,1075.56005859375,1094.010009765625,1026.800048828125,1056.0,655665,2021-04-19
2021-04-26,1104.5899658203125,1104.5899658203125,1172.0,1076.0,1076.0,2314965,2021-04-26
2021-05-03,1058.22998046875,1058.22998046875,1133.0,1049.0,1094.260009765625,1793545,2021-05-03
2021-05-10,1031.5899658203125,1031.5899658203125,1077.0,1018.0999755859375,1068.800048828125,1131920,2021-05-10
2021-05-17,1019.4600219726562,1019.4600219726562,1060.199951171875,1010.2100219726562,1040.02001953125,1173265,2021-05-17
2021-05-24,1044.949951171875,1044.949951171875,1066.0,1024.2099609375,1030.0,1691355,2021-05-24
2021-05-31,1071.1600341796875,1071.1600341796875,1116.800048828125,1045.0,1114.0,2805725,2021-05-31
2021-06-07,1046.3299560546875,1046.3299560546875,1082.6400146484375,1020.2100219726562,1071.199951171875,1000120,2021-06-07
2021-06-14,946.0900268554688,946.0900268554688,1052.0,946.0900268554688,1050.0,1320040,2021-06-14
2021-06-21,917.2000122070312,917.2000122070312,979.2999877929688,898.7899780273438,900.0,1232185,2021-06-21
2021-06-28,883.72998046875,883.72998046875,937.2999877929688,834.8599853515625,937.0,2422890,2021-06-28
2021-07-05,874.3200073242188,874.3200073242188,924.7999877929688,870.4000244140625,922.7999877929688,1678605,2021-07-05
