Date,Adj Close_KAMDHENU.NS,Close_KAMDHENU.NS,High_KAMDHENU.NS,Low_KAMDHENU.NS,Open_KAMDHENU.NS,Volume_KAMDHENU.NS,Date
2020-07-13,3.742089033126831,3.821945905685425,3.8996169567108154,3.588932991027832,3.813910961151123,398907,2020-07-13
2020-07-20,3.812892198562622,3.8942599296569824,4.065671920776367,3.6960649490356445,3.8621199131011963,961892,2020-07-20
2020-07-27,3.7211098670959473,3.8005189895629883,3.998713970184326,3.6424989700317383,3.803196907043457,615535,2020-07-27
2020-08-03,3.8548498153686523,3.937113046646118,4.116559028625488,3.712135076522827,3.8005189895629883,1504995,2020-08-03
2020-08-10,4.145930290222168,4.234405040740967,4.255832195281982,3.803196907043457,3.937113046646118,2068486,2020-08-10
2020-08-17,4.1616644859313965,4.25047492980957,4.421886920928955,4.025496959686279,4.306718826293945,2108231,2020-08-17
2020-08-24,4.221978187561035,4.312076091766357,4.815598011016846,4.2826151847839355,4.424564838409424,4730895,2020-08-24
2020-08-31,3.9413869380950928,4.025496959686279,4.443313121795654,3.939790964126587,4.325468063354492,1692913,2020-08-31
2020-09-07,3.841737747192383,3.9237210750579834,4.17280387878418,3.7657010555267334,4.140664100646973,1253961,2020-09-07
2020-09-14,3.8627169132232666,3.94514799118042,4.097811222076416,3.835336923599243,3.9638960361480713,1372301,2020-09-14
2020-09-21,3.6859376430511475,3.71749210357666,3.9478259086608887,3.535367012023926,3.9478259086608887,1129648,2020-09-21
2020-09-28,3.6461033821105957,3.677316904067993,3.8540849685668945,3.615715980529785,3.71749210357666,392951,2020-09-28
2020-10-05,3.6222031116485596,3.653212070465088,3.8594419956207275,3.495192050933838,3.843372106552124,1514760,2020-10-05
2020-10-12,3.821371078491211,3.8540849685668945,4.025496959686279,3.714812994003296,3.7442750930786133,2760508,2020-10-12
2020-10-19,4.00991678237915,4.044244766235352,4.411172866821289,3.803196907043457,3.803196907043457,2574047,2020-10-19
2020-10-26,3.9063496589660645,3.939790964126587,4.231727123260498,3.8674769401550293,4.044244766235352,862128,2020-10-26
2020-11-02,3.882449150085449,3.9156858921051025,4.097811222076416,3.813910961151123,3.937113046646118,1885198,2020-11-02
2020-11-09,3.85589337348938,3.8889029026031494,4.017461776733398,3.781770944595337,3.937113046646118,2619170,2020-11-09
2020-11-16,3.9753944873809814,4.009427070617676,4.095132827758789,3.872833013534546,3.872833013534546,1847862,2020-11-16
2020-11-23,4.020538806915283,4.054957866668701,4.178161144256592,3.9210429191589355,4.121915817260742,1411765,2020-11-23
2020-11-30,4.328586101531982,4.365642070770264,4.454026222229004,4.052279949188232,4.054957866668701,2980536,2020-11-30
2020-12-07,5.7493181228637695,5.798536777496338,5.8547821044921875,4.494201183319092,4.494201183319092,34444238,2020-12-07
2020-12-14,5.672307014465332,5.7208662033081055,6.320806980133057,5.4530348777771,5.884243011474609,12847939,2020-12-14
2020-12-21,5.470483303070068,5.517314910888672,5.935131072998047,4.290649890899658,5.7208662033081055,5414218,2020-12-21
2020-12-28,6.530057430267334,6.5859599113464355,6.70916223526001,5.522671222686768,5.731578826904297,18056806,2020-12-28
2021-01-04,6.792958736419678,6.851111888885498,7.386774063110352,6.213675022125244,6.639525890350342,20668043,2021-01-04
2021-01-11,6.811547756195068,6.8698601722717285,7.303746223449707,6.524359226226807,6.899322032928467,9960389,2021-01-11
2021-01-18,6.676114082336426,6.733266830444336,7.493906021118164,6.652917861938477,6.923427104949951,11001624,2021-01-18
2021-01-25,6.240599632263184,6.2940239906311035,6.864503860473633,6.0690460205078125,6.797545909881592,1796915,2021-01-25
2021-02-01,6.511468887329102,6.567212104797363,7.5501508712768555,6.2940239906311035,6.2940239906311035,11651289,2021-02-01
2021-02-08,6.5433349609375,6.599350929260254,7.384096145629883,6.374372959136963,6.690413951873779,5472891,2021-02-08
2021-02-15,6.373378753662109,6.4279398918151855,6.877894878387451,6.401156902313232,6.599350929260254,8127964,2021-02-15
2021-02-22,6.466322898864746,6.521679878234863,6.735945224761963,6.4172258377075195,6.4279398918151855,3570833,2021-02-22
2021-03-01,7.37453031539917,7.437662124633789,7.925114154815674,6.612742900848389,6.674344062805176,23088806,2021-03-01
2021-03-08,7.332040786743164,7.394808769226074,7.7081708908081055,7.126977920532227,7.64389181137085,4002916,2021-03-08
2021-03-15,7.371875286102295,7.43498420715332,8.554515838623047,6.968957901000977,7.440340042114258,19427521,2021-03-15
2021-03-22,7.116939544677734,7.177865982055664,7.922436237335205,6.968957901000977,7.480515003204346,7899536,2021-03-22
2021-03-29,7.727721691131592,7.793877124786377,8.088491439819336,7.169830799102783,7.177865982055664,4429194,2021-03-29
2021-04-05,8.208380699157715,8.278651237487793,8.833061218261719,7.8447651863098145,7.8447651863098145,31014088,2021-04-05
2021-04-12,7.844566345214844,7.911722183227539,8.195623397827148,7.451053142547607,8.195623397827148,7857942,2021-04-12
2021-04-19,7.709132671356201,7.7751288414001465,8.096526145935059,7.50462007522583,7.6063947677612305,4263697,2021-04-19
2021-04-26,8.380992889404297,8.452740669250488,8.78485107421875,7.82066011428833,7.911722183227539,18984554,2021-04-26
2021-05-03,8.203069686889648,8.273294448852539,8.945549011230469,7.247501850128174,8.463454246520996,21195036,2021-05-03
2021-05-10,7.926889419555664,7.994750022888184,8.624152183532715,7.82066011428833,8.32953929901123,7942399,2021-05-10
2021-05-17,8.038423538208008,8.10723876953125,8.439349174499512,7.951897144317627,8.294720649719238,5941809,2021-05-17
2021-05-24,7.998589992523193,8.06706428527832,8.275972366333008,7.855477809906006,8.050993919372559,7253923,2021-05-24
2021-05-31,8.646551132202148,8.720572471618652,8.996437072753906,7.949219226837158,8.134021759033203,42450076,2021-05-31
2021-06-07,8.843062400817871,8.918766021728516,9.411575317382812,8.48220157623291,8.78485107421875,27223376,2021-06-07
2021-06-14,8.598750114440918,8.672362327575684,9.047325134277344,8.364356994628906,8.891983032226562,10875052,2021-06-14
2021-06-21,8.511116027832031,8.583977699279785,9.041969299316406,8.359000205993652,8.527732849121094,11451460,2021-06-21
2021-06-28,8.471282005310059,8.543803215026855,8.833061218261719,8.396495819091797,8.723250389099121,5663292,2021-06-28
2021-07-05,8.588128089904785,8.661648750305176,9.208024024963379,8.519698143005371,8.650936126708984,11131595,2021-07-05
2021-07-12,9.583967208862305,9.666013717651367,9.931166648864746,8.70450210571289,8.747355461120605,29609620,2021-07-12
2021-07-19,9.344966888427734,9.424966812133789,9.85617446899414,8.972332954406738,9.532098770141602,9886667,2021-07-19
2021-07-26,9.589280128479004,9.671371459960938,9.85617446899414,9.106247901916504,9.374078750610352,10691429,2021-07-26
2021-08-02,9.719402313232422,9.802607536315918,10.440046310424805,9.50263786315918,9.912419319152832,20281307,2021-08-02
2021-08-09,9.169697761535645,9.248197555541992,10.051691055297852,8.492915153503418,9.909741401672363,13728570,2021-08-09
2021-08-16,8.394270896911621,8.466132164001465,9.28569507598877,8.316146850585938,9.245519638061523,5043648,2021-08-16
2021-08-23,8.351780891418457,8.42327880859375,8.88394832611084,8.12866497039795,8.621474266052246,5471436,2021-08-23
2021-08-30,9.408700942993164,9.489246368408203,10.011515617370605,8.508984565734863,8.731285095214844,14251401,2021-08-30
2021-09-06,10.887855529785156,10.981063842773438,11.441733360290527,9.347295761108398,9.550847053527832,38179731,2021-09-06
2021-09-13,10.47754192352295,10.47754192352295,11.259608268737793,10.445402145385742,11.141761779785156,11048539,2021-09-13
2021-09-20,10.815009117126465,10.815009117126465,11.176580429077148,9.754399299621582,10.33827018737793,12317287,2021-09-20
2021-09-27,12.411280632019043,12.411280632019043,12.963011741638184,10.734659194946289,10.84982681274414,20293030,2021-09-27
2021-10-04,13.579023361206055,13.579023361206055,14.125397682189941,12.440741539001465,12.534482955932617,28003196,2021-10-04
2021-10-11,13.185312271118164,13.185312271118164,13.814714431762695,13.075501441955566,13.528135299682617,4379013,2021-10-11
2021-10-18,12.826417922973633,12.826417922973633,14.37180233001709,12.068456649780273,13.388862609863281,9898577,2021-10-18
2021-10-25,12.148805618286133,12.148805618286133,12.839810371398926,11.816696166992188,12.826417922973633,4115953,2021-10-25
2021-11-01,12.708573341369629,12.708573341369629,13.284408569335938,12.06042194366455,12.223798751831055,4274935,2021-11-01
2021-11-08,13.083536148071289,13.083536148071289,13.73168659210205,12.668397903442383,12.941585540771484,6418414,2021-11-08
2021-11-15,12.320218086242676,12.320218086242676,13.225485801696777,11.998821258544922,13.225485801696777,2749177,2021-11-15
2021-11-22,11.923828125,11.923828125,12.66036319732666,11.44976806640625,12.298791885375977,4959713,2021-11-22
2021-11-29,11.915793418884277,11.915793418884277,12.451455116271973,11.326565742492676,12.162198066711426,4137685,2021-11-29
2021-12-06,12.788922309875488,12.788922309875488,13.09424877166748,10.715910911560059,11.886331558227539,6961537,2021-12-06
2021-12-13,11.864906311035156,11.864906311035156,13.019256591796875,11.677424430847168,12.855879783630371,3522594,2021-12-13
2021-12-20,11.189971923828125,11.189971923828125,11.701528549194336,10.884645462036133,11.623858451843262,3108862,2021-12-20
2021-12-27,11.583683013916016,11.583683013916016,11.749737739562988,10.964994430541992,11.302460670471191,1865148,2021-12-27
2022-01-03,12.100597381591797,12.100597381591797,12.692502975463867,11.281034469604492,11.674745559692383,5239835,2022-01-03
2022-01-10,12.146127700805664,12.146127700805664,12.614831924438477,11.68813705444336,12.154163360595703,6835058,2022-01-10
2022-01-17,11.990785598754883,11.990785598754883,12.64161491394043,11.937219619750977,12.411280632019043,3415418,2022-01-17
2022-01-24,11.722954750061035,11.722954750061035,12.231834411621094,11.181937217712402,12.231834411621094,2760696,2022-01-24
2022-01-31,12.355035781860352,12.355035781860352,12.906767845153809,11.862227439880371,12.143449783325195,5468281,2022-01-31
2022-02-07,12.285400390625,12.285400390625,12.746068954467773,11.78455638885498,12.312183380126953,6115967,2022-02-07
