Date,Adj Close_FILATFASH.NS,Close_FILATFASH.NS,High_FILATFASH.NS,Low_FILATFASH.NS,Open_FILATFASH.NS,Volume_FILATFASH.NS,Date
2024-05-06,2.5999999046325684,2.5999999046325684,2.740000009536743,2.380000114440918,2.6700000762939453,31839535,2024-05-06
2024-05-13,2.390000104904175,2.390000104904175,2.690000057220459,2.369999885559082,2.6700000762939453,43413165,2024-05-13
2024-05-20,2.7899999618530273,2.7899999618530273,2.819999933242798,2.299999952316284,2.440000057220459,107526185,2024-05-20
2024-05-27,2.309999942779541,2.309999942779541,2.859999895095825,2.259999990463257,2.8499999046325684,98508625,2024-05-27
2024-06-03,2.140000104904175,2.140000104904175,2.4800000190734863,1.7000000476837158,2.4800000190734863,160682240,2024-06-03
2024-06-10,2.134000062942505,2.134000062942505,2.4000000953674316,2.078000068664551,2.200000047683716,196287915,2024-06-10
2024-06-17,1.7920000553131104,1.7920000553131104,2.187999963760376,1.7699999809265137,2.180000066757202,248048580,2024-06-17
2024-06-24,1.6440000534057617,1.6440000534057617,1.8459999561309814,1.5240000486373901,1.7960000038146973,385153450,2024-06-24
2024-07-01,1.5440000295639038,1.5440000295639038,1.6859999895095825,1.4900000095367432,1.6859999895095825,295667815,2024-07-01
2024-07-08,1.531999945640564,1.531999945640564,1.590000033378601,1.3899999856948853,1.559999942779541,287911485,2024-07-08
2024-07-15,1.3880000114440918,1.3880000114440918,1.6260000467300415,1.371999979019165,1.6200000047683716,244695605,2024-07-15
2024-07-22,1.3179999589920044,1.3179999589920044,1.472000002861023,1.2860000133514404,1.4160000085830688,363038500,2024-07-22
2024-07-29,1.3919999599456787,1.3919999599456787,1.5720000267028809,1.3760000467300415,1.440000057220459,842555050,2024-07-29
2024-08-05,1.649999976158142,1.649999976158142,1.649999976158142,1.2699999809265137,1.3680000305175781,489588120,2024-08-05
2024-08-12,1.350000023841858,1.350000023841858,1.7000000476837158,1.2999999523162842,1.690000057220459,356720910,2024-08-12
2024-08-19,1.2599999904632568,1.2599999904632568,1.3899999856948853,1.25,1.3799999952316284,489141820,2024-08-19
2024-08-26,1.2100000381469727,1.2100000381469727,1.3600000143051147,1.149999976158142,1.2699999809265137,577097400,2024-08-26
2024-09-02,1.2699999809265137,1.2699999809265137,1.3600000143051147,1.25,1.2699999809265137,301869500,2024-09-02
2024-09-09,1.1699999570846558,1.1699999570846558,1.2400000095367432,1.1200000047683716,1.2400000095367432,78843640,2024-09-09
2024-09-16,1.0199999809265137,1.0199999809265137,1.1699999570846558,1.0199999809265137,1.1699999570846558,59669710,2024-09-16
2024-09-23,0.9100000262260437,0.9100000262260437,1.0,0.9100000262260437,1.0,104740813,2024-09-23
2024-09-30,0.8299999833106995,0.8299999833106995,0.8899999856948853,0.8299999833106995,0.8899999856948853,36628035,2024-09-30
2024-10-07,0.8500000238418579,0.8500000238418579,0.8500000238418579,0.7900000214576721,0.8100000023841858,55282196,2024-10-07
2024-10-14,1.059999942779541,1.059999942779541,1.059999942779541,0.8899999856948853,0.8899999856948853,36620057,2024-10-14
2024-10-21,0.9700000286102295,0.9700000286102295,1.159999966621399,0.9700000286102295,1.100000023841858,51161822,2024-10-21
2024-10-28,0.9300000071525574,0.9300000071525574,0.949999988079071,0.9200000166893005,0.949999988079071,12911349,2024-10-28
2024-11-04,0.8999999761581421,0.8999999761581421,0.9399999976158142,0.8899999856948853,0.9300000071525574,35387612,2024-11-04
2024-11-11,0.8999999761581421,0.8999999761581421,0.9100000262260437,0.8899999856948853,0.8999999761581421,20511070,2024-11-11
2024-11-18,0.9200000166893005,0.9200000166893005,0.9200000166893005,0.9100000262260437,0.9100000262260437,16867282,2024-11-18
2024-11-25,0.8700000047683716,0.8700000047683716,0.9300000071525574,0.8700000047683716,0.9300000071525574,34335025,2024-11-25
2024-12-02,0.9399999976158142,0.9399999976158142,1.0199999809265137,0.9100000262260437,0.9100000262260437,90844851,2024-12-02
2024-12-09,0.8799999952316284,0.8799999952316284,0.9800000190734863,0.8500000238418579,0.9700000286102295,104678800,2024-12-09
2024-12-16,0.8700000047683716,0.8700000047683716,0.949999988079071,0.8500000238418579,0.8899999856948853,94008180,2024-12-16
2024-12-23,0.7900000214576721,0.7900000214576721,0.8899999856948853,0.7699999809265137,0.8899999856948853,69365160,2024-12-23
2024-12-30,0.6899999976158142,0.6899999976158142,0.800000011920929,0.6600000262260437,0.800000011920929,194345560,2024-12-30
2025-01-06,0.699999988079071,0.699999988079071,0.800000011920929,0.699999988079071,0.699999988079071,102654630,2025-01-06
2025-01-13,0.6700000166893005,0.6700000166893005,0.7099999785423279,0.6399999856948853,0.6800000071525574,149444670,2025-01-13
