Date,Adj Close_FILATFASH.NS,Close_FILATFASH.NS,High_FILATFASH.NS,Low_FILATFASH.NS,Open_FILATFASH.NS,Volume_FILATFASH.NS,Date
2025-01-20,0.6399999856948853,0.6399999856948853,0.699999988079071,0.6299999952316284,0.6700000166893005,111183540,2025-01-20
2025-01-27,0.6000000238418579,0.6000000238418579,0.6499999761581421,0.550000011920929,0.6499999761581421,149189730,2025-01-27
2025-02-03,0.6399999856948853,0.6399999856948853,0.7099999785423279,0.5799999833106995,0.6200000047683716,79121636,2025-02-03
2025-02-10,0.5400000214576721,0.5400000214576721,0.6200000047683716,0.5400000214576721,0.6200000047683716,67889721,2025-02-10
2025-02-17,0.5400000214576721,0.5400000214576721,0.550000011920929,0.5,0.5199999809265137,94941160,2025-02-17
2025-02-24,0.47999998927116394,0.47999998927116394,0.5199999809265137,0.47999998927116394,0.5199999809265137,55210583,2025-02-24
2025-03-03,0.5,0.5,0.5,0.46000000834465027,0.47999998927116394,39503687,2025-03-03
2025-03-10,0.5199999809265137,0.5199999809265137,0.5199999809265137,0.49000000953674316,0.5099999904632568,37672785,2025-03-10
2025-03-17,0.5699999928474426,0.5699999928474426,0.6000000238418579,0.5199999809265137,0.5299999713897705,84340759,2025-03-17
2025-03-24,0.47999998927116394,0.47999998927116394,0.5899999737739563,0.4699999988079071,0.5600000023841858,126993850,2025-03-24
2025-03-31,0.5199999809265137,0.5199999809265137,0.5400000214576721,0.47999998927116394,0.5,57965021,2025-03-31
2025-04-07,0.5299999713897705,0.5299999713897705,0.5400000214576721,0.49000000953674316,0.5,43666905,2025-04-07
2025-04-14,0.5199999809265137,0.5199999809265137,0.550000011920929,0.5,0.5400000214576721,46128950,2025-04-14
2025-04-21,0.5,0.5,0.5400000214576721,0.49000000953674316,0.5299999713897705,94607260,2025-04-21
2025-04-28,0.47999998927116394,0.47999998927116394,0.5199999809265137,0.4699999988079071,0.5,54279020,2025-04-28
2025-05-05,0.4300000071525574,0.4300000071525574,0.49000000953674316,0.41999998688697815,0.47999998927116394,93772840,2025-05-05
2025-05-12,0.49000000953674316,0.49000000953674316,0.5,0.4399999976158142,0.4399999976158142,91111897,2025-05-12
2025-05-19,0.47999998927116394,0.47999998927116394,0.5199999809265137,0.46000000834465027,0.5,75028720,2025-05-19
2025-05-26,0.5099999904632568,0.5099999904632568,0.5299999713897705,0.49000000953674316,0.49000000953674316,92244930,2025-05-26
2025-06-02,0.49000000953674316,0.49000000953674316,0.5199999809265137,0.47999998927116394,0.5199999809265137,66875340,2025-06-02
2025-06-09,0.5199999809265137,0.5199999809265137,0.5400000214576721,0.49000000953674316,0.5,85915260,2025-06-09
2025-06-16,0.5099999904632568,0.5099999904632568,0.5400000214576721,0.5,0.5199999809265137,78509230,2025-06-16
2025-06-23,0.5099999904632568,0.5099999904632568,0.5299999713897705,0.49000000953674316,0.5099999904632568,66325947,2025-06-23
2025-06-30,0.6399999856948853,0.6399999856948853,0.7400000095367432,0.5400000214576721,0.5400000214576721,564572980,2025-06-30
2025-07-07,0.6899999976158142,0.6899999976158142,0.7400000095367432,0.6000000238418579,0.6299999952316284,388750590,2025-07-07
2025-07-14,0.6600000262260437,0.6600000262260437,0.7099999785423279,0.6499999761581421,0.699999988079071,108467888,2025-07-14
