Date,Adj Close_FORTIS.NS,Close_FORTIS.NS,High_FORTIS.NS,Low_FORTIS.NS,Open_FORTIS.NS,Volume_FORTIS.NS,Date
2020-07-13,127.89627838134766,128.5500030517578,134.5,126.55000305175781,128.39999389648438,12098317,2020-07-13
2020-07-20,134.512451171875,135.1999969482422,139.0,128.6999969482422,128.6999969482422,9886547,2020-07-20
2020-07-27,137.2982177734375,138.0,140.0,133.5,136.6999969482422,7105234,2020-07-27
2020-08-03,137.2982177734375,138.0,141.6999969482422,134.5,136.0,5277323,2020-08-03
2020-08-10,134.71144104003906,135.39999389648438,140.75,132.0,139.35000610351562,4909779,2020-08-10
2020-08-17,136.90025329589844,137.60000610351562,142.8000030517578,133.39999389648438,135.5,10466894,2020-08-17
2020-08-24,132.47288513183594,133.14999389648438,140.75,133.0,137.5,6945264,2020-08-24
2020-08-31,132.4231414794922,133.10000610351562,135.4499969482422,129.25,133.4499969482422,4861400,2020-08-31
2020-09-07,134.5622100830078,135.25,138.89999389648438,133.10000610351562,133.85000610351562,6911503,2020-09-07
2020-09-14,132.27389526367188,132.9499969482422,136.25,130.8000030517578,135.9499969482422,4047669,2020-09-14
2020-09-21,136.45252990722656,137.14999389648438,141.4499969482422,129.4499969482422,133.10000610351562,7311266,2020-09-21
2020-09-28,134.61195373535156,135.3000030517578,139.0,134.10000610351562,137.8000030517578,3346123,2020-09-28
2020-10-05,132.92059326171875,133.60000610351562,142.6999969482422,132.75,136.3000030517578,19928017,2020-10-05
2020-10-12,126.40390014648438,127.05000305175781,138.39999389648438,125.5,134.89999389648438,16341822,2020-10-12
2020-10-19,125.95619201660156,126.5999984741211,128.75,125.1500015258789,127.5,5548004,2020-10-19
2020-10-26,124.96127319335938,125.5999984741211,127.5999984741211,123.19999694824219,126.9000015258789,4468472,2020-10-26
2020-11-02,128.2942352294922,128.9499969482422,133.14999389648438,124.69999694824219,125.19999694824219,13869348,2020-11-02
2020-11-09,142.72048950195312,143.4499969482422,144.5,126.55000305175781,129.64999389648438,12922702,2020-11-09
2020-11-16,138.4921112060547,139.1999969482422,144.5,136.5,141.89999389648438,5193529,2020-11-16
2020-11-23,150.1326141357422,150.89999389648438,153.85000610351562,138.25,140.0,22877647,2020-11-23
2020-11-30,141.4768524169922,142.1999969482422,155.89999389648438,141.10000610351562,150.89999389648438,16394145,2020-11-30
2020-12-07,151.3762664794922,152.14999389648438,153.39999389648438,141.75,142.39999389648438,11479268,2020-12-07
2020-12-14,158.0421905517578,158.85000610351562,162.0,150.10000610351562,152.0,19066812,2020-12-14
2020-12-21,153.2666015625,154.0500030517578,161.8000030517578,148.0500030517578,159.10000610351562,8036367,2020-12-21
2020-12-28,155.20668029785156,156.0,158.60000610351562,151.39999389648438,154.89999389648438,6572355,2020-12-28
2021-01-04,178.4876708984375,179.39999389648438,181.1999969482422,153.25,156.89999389648438,40346934,2021-01-04
2021-01-11,165.50404357910156,166.35000610351562,182.10000610351562,162.10000610351562,180.9499969482422,23706784,2021-01-11
2021-01-18,164.8573455810547,165.6999969482422,171.10000610351562,162.5,167.10000610351562,10890792,2021-01-18
2021-01-25,160.72845458984375,161.5500030517578,177.0,160.5,166.85000610351562,14365252,2021-01-25
2021-02-01,166.648193359375,167.5,173.0,160.25,163.0,11858887,2021-02-01
2021-02-08,164.60862731933594,165.4499969482422,180.0,165.0,171.75,22591806,2021-02-08
2021-02-15,158.0421905517578,158.85000610351562,167.64999389648438,157.60000610351562,166.89999389648438,17375662,2021-02-15
2021-02-22,157.54473876953125,158.35000610351562,164.9499969482422,156.0,159.4499969482422,8833295,2021-02-22
2021-03-01,176.4978485107422,177.39999389648438,186.0,159.0,159.0,25547937,2021-03-01
2021-03-08,179.13438415527344,180.0500030517578,185.0,175.64999389648438,178.14999389648438,16505085,2021-03-08
2021-03-15,191.42156982421875,192.39999389648438,206.3000030517578,177.64999389648438,180.8000030517578,42103573,2021-03-15
2021-03-22,197.54029846191406,198.5500030517578,216.6999969482422,191.0500030517578,193.14999389648438,32698799,2021-03-22
2021-03-29,201.2214813232422,202.25,205.64999389648438,196.0,198.5500030517578,6591804,2021-03-29
2021-04-05,206.89248657226562,207.9499969482422,227.35000610351562,201.1999969482422,204.0,32556133,2021-04-05
2021-04-12,202.61434936523438,203.64999389648438,216.0,199.25,204.0,18818930,2021-04-12
2021-04-19,206.74327087402344,207.8000030517578,217.5,198.9499969482422,201.75,24889672,2021-04-19
2021-04-26,209.62850952148438,210.6999969482422,216.64999389648438,204.5,209.10000610351562,14821016,2021-04-26
2021-05-03,231.7156219482422,232.89999389648438,236.0,213.3000030517578,214.0,49983730,2021-05-03
2021-05-10,220.72181701660156,221.85000610351562,242.10000610351562,220.5,235.0,25316139,2021-05-10
2021-05-17,226.34307861328125,227.5,229.6999969482422,217.89999389648438,223.1999969482422,15449624,2021-05-17
2021-05-24,228.9298553466797,230.10000610351562,235.0,223.6999969482422,228.64999389648438,14371196,2021-05-24
2021-05-31,225.79586791992188,226.9499969482422,235.0,223.64999389648438,235.0,20728845,2021-05-31
2021-06-07,231.8151092529297,233.0,244.14999389648438,227.25,228.1999969482422,23324801,2021-06-07
2021-06-14,230.8201904296875,232.0,242.0,227.0,234.39999389648438,16157054,2021-06-14
2021-06-21,239.77442932128906,241.0,245.60000610351562,227.5500030517578,228.9499969482422,16172501,2021-06-21
2021-06-28,247.68399047851562,248.9499969482422,253.89999389648438,236.0500030517578,244.5,21851217,2021-06-28
2021-07-05,235.79476928710938,237.0,251.1999969482422,236.0500030517578,251.0,8057754,2021-07-05
2021-07-12,234.15316772460938,235.35000610351562,243.0,232.5,238.0,14064228,2021-07-12
2021-07-19,240.6698455810547,241.89999389648438,243.8000030517578,231.75,234.0,9427533,2021-07-19
2021-07-26,249.4250946044922,250.6999969482422,259.79998779296875,240.0,241.89999389648438,19462196,2021-07-26
2021-08-02,243.9033203125,245.14999389648438,256.75,240.10000610351562,251.5,7700148,2021-08-02
2021-08-09,235.2973175048828,236.5,248.64999389648438,225.0,245.0,9888436,2021-08-09
