Date,Adj Close_INTLCONV.NS,Close_INTLCONV.NS,High_INTLCONV.NS,Low_INTLCONV.NS,Open_INTLCONV.NS,Volume_INTLCONV.NS,Date
2022-06-13,53.20553970336914,55.5,63.0,54.400001525878906,59.0,852122,2022-06-13
2022-06-20,55.21872329711914,57.599998474121094,58.900001525878906,51.650001525878906,53.349998474121094,474871,2022-06-20
2022-06-27,57.711238861083984,60.20000076293945,63.70000076293945,57.0,58.70000076293945,586065,2022-06-27
2022-07-04,55.79391860961914,58.20000076293945,61.5,50.599998474121094,61.349998474121094,575287,2022-07-04
2022-07-11,53.92453384399414,56.25,63.25,55.650001525878906,58.849998474121094,954038,2022-07-11
2022-07-18,56.225318908691406,58.650001525878906,59.650001525878906,56.400001525878906,57.349998474121094,632845,2022-07-18
2022-07-25,56.12944793701172,58.54999923706055,59.20000076293945,54.95000076293945,59.150001525878906,622052,2022-07-25
2022-08-01,56.225318908691406,58.650001525878906,64.5,57.650001525878906,58.95000076293945,1030958,2022-08-01
2022-08-08,57.375701904296875,59.849998474121094,62.349998474121094,56.400001525878906,58.0,337226,2022-08-08
2022-08-15,56.65671157836914,59.099998474121094,61.5,57.900001525878906,59.849998474121094,488642,2022-08-15
2022-08-22,56.08151626586914,58.5,60.150001525878906,57.099998474121094,59.95000076293945,1096183,2022-08-22
2022-08-29,55.50632095336914,57.900001525878906,58.900001525878906,56.54999923706055,57.45000076293945,385644,2022-08-29
2022-09-05,62.88798904418945,65.5999984741211,67.5,57.45000076293945,58.04999923706055,2978630,2022-09-05
2022-09-12,58.430233001708984,60.95000076293945,66.19999694824219,60.5,66.19999694824219,1352127,2022-09-12
2022-09-19,54.835262298583984,57.20000076293945,62.150001525878906,56.79999923706055,61.04999923706055,787790,2022-09-19
2022-09-26,55.52965545654297,56.95000076293945,58.400001525878906,55.04999923706055,57.0,373961,2022-09-26
2022-10-03,57.08974838256836,58.54999923706055,59.25,56.04999923706055,57.45000076293945,145116,2022-10-03
2022-10-10,55.82217025756836,57.25,60.099998474121094,57.0,58.0,217616,2022-10-10
2022-10-17,56.69972610473633,58.150001525878906,59.849998474121094,55.70000076293945,57.5,363729,2022-10-17
2022-10-24,57.86979293823242,59.349998474121094,61.5,58.0,59.5,196699,2022-10-24
2022-10-31,57.62602996826172,59.099998474121094,60.70000076293945,57.95000076293945,60.0,189055,2022-10-31
2022-11-07,57.57727813720703,59.04999923706055,61.95000076293945,58.5,60.79999923706055,271432,2022-11-07
2022-11-14,58.649845123291016,60.150001525878906,63.25,58.400001525878906,59.099998474121094,732021,2022-11-14
2022-11-21,58.94236373901367,60.45000076293945,61.75,59.5,60.70000076293945,579586,2022-11-21
2022-11-28,57.918548583984375,59.400001525878906,61.599998474121094,58.5,60.900001525878906,563093,2022-11-28
2022-12-05,57.23600769042969,58.70000076293945,61.349998474121094,58.599998474121094,60.0,482746,2022-12-05
2022-12-12,55.285888671875,56.70000076293945,59.349998474121094,56.150001525878906,59.0,634156,2022-12-12
2022-12-19,51.14188766479492,52.45000076293945,57.099998474121094,52.150001525878906,56.75,788189,2022-12-19
2022-12-26,54.11581802368164,55.5,56.599998474121094,51.20000076293945,51.20000076293945,342073,2022-12-26
2023-01-02,55.0421257019043,56.45000076293945,57.79999923706055,55.54999923706055,56.0,188853,2023-01-02
2023-01-09,55.139625549316406,56.54999923706055,57.900001525878906,56.29999923706055,56.29999923706055,187750,2023-01-09
2023-01-16,57.62602996826172,59.099998474121094,60.900001525878906,56.45000076293945,56.5,439553,2023-01-16
2023-01-23,56.407203674316406,57.849998474121094,63.900001525878906,56.400001525878906,59.099998474121094,484985,2023-01-23
2023-01-30,56.260948181152344,57.70000076293945,59.900001525878906,55.400001525878906,58.0,427986,2023-01-30
2023-02-06,57.33351516723633,58.79999923706055,60.45000076293945,56.599998474121094,58.0,468000,2023-02-06
2023-02-13,55.33464050292969,56.75,60.599998474121094,56.0,59.0,760249,2023-02-13
2023-02-20,54.06706619262695,55.45000076293945,57.5,54.25,57.0,210316,2023-02-20
2023-02-27,52.89699172973633,54.25,55.5,52.650001525878906,54.5,280033,2023-02-27
2023-03-06,52.79948806762695,54.150001525878906,55.75,53.25,54.25,365787,2023-03-06
2023-03-13,51.629417419433594,52.95000076293945,54.75,51.599998474121094,54.75,510839,2023-03-13
2023-03-20,51.190635681152344,52.5,53.5,49.900001525878906,53.5,702325,2023-03-20
2023-03-27,46.55910110473633,47.75,52.5,45.849998474121094,51.900001525878906,746402,2023-03-27
2023-04-03,50.313079833984375,51.599998474121094,52.650001525878906,47.54999923706055,48.0,187271,2023-04-03
2023-04-10,54.26207733154297,55.650001525878906,57.0,51.099998474121094,51.099998474121094,508073,2023-04-10
2023-04-17,57.72353744506836,59.20000076293945,59.400001525878906,55.0,55.650001525878906,765121,2023-04-17
2023-04-24,54.8958625793457,56.29999923706055,59.79999923706055,55.5,59.25,760832,2023-04-24
2023-05-01,53.1407585144043,54.5,57.25,53.29999923706055,56.29999923706055,160504,2023-05-01
2023-05-08,52.36071014404297,53.70000076293945,55.5,52.400001525878906,55.5,181954,2023-05-08
2023-05-15,52.555721282958984,53.900001525878906,57.400001525878906,52.75,53.70000076293945,319936,2023-05-15
2023-05-22,51.92192840576172,53.25,55.099998474121094,52.599998474121094,54.95000076293945,128769,2023-05-22
2023-05-29,52.653228759765625,54.0,55.20000076293945,52.099998474121094,53.25,467567,2023-05-29
2023-06-05,57.96730422973633,59.45000076293945,64.94999694824219,54.29999923706055,54.900001525878906,1384596,2023-06-05
2023-06-12,67.52288818359375,69.25,71.0,57.95000076293945,59.0,2543548,2023-06-12
2023-06-19,69.18048858642578,70.94999694824219,74.8499984741211,68.05000305175781,70.19999694824219,1615645,2023-06-19
2023-06-26,69.32674407958984,71.0999984741211,74.0,67.6500015258789,70.4000015258789,696472,2023-06-26
2023-07-03,70.74059295654297,72.55000305175781,77.05000305175781,69.05000305175781,72.1500015258789,1682754,2023-07-03
2023-07-10,74.5433120727539,76.44999694824219,80.44999694824219,70.69999694824219,72.55000305175781,2204551,2023-07-10
2023-07-17,75.4696273803711,77.4000015258789,83.9000015258789,73.25,75.8499984741211,2734753,2023-07-17
2023-07-24,70.83808898925781,72.6500015258789,80.9000015258789,72.30000305175781,78.19999694824219,1171800,2023-07-24
2023-07-31,73.56825256347656,75.44999694824219,78.19999694824219,72.69999694824219,72.69999694824219,867102,2023-07-31
2023-08-07,76.73719787597656,78.69999694824219,81.5,73.94999694824219,76.6500015258789,1471438,2023-08-07
2023-08-14,68.05917358398438,69.80000305175781,79.1500015258789,69.5,79.0,1161399,2023-08-14
2023-08-21,85.12271881103516,87.30000305175781,88.19999694824219,70.19999694824219,70.44999694824219,3653393,2023-08-21
2023-08-28,82.2950439453125,84.4000015258789,89.9000015258789,83.0,88.6500015258789,2117205,2023-08-28
2023-09-04,84.14765930175781,86.30000305175781,93.9000015258789,85.0,85.0,2229539,2023-09-04
2023-09-11,81.46624755859375,83.55000305175781,93.6500015258789,82.75,87.55000305175781,2248497,2023-09-11
2023-09-18,79.22360229492188,81.25,87.44999694824219,80.3499984741211,84.1500015258789,1405847,2023-09-18
2023-09-25,80.57505798339844,81.55000305175781,86.94999694824219,79.5,83.80000305175781,1735265,2023-09-25
2023-10-02,80.97026824951172,81.94999694824219,83.30000305175781,78.1500015258789,81.55000305175781,746829,2023-10-02
2023-10-09,74.84439086914062,75.75,88.5,74.25,81.0,6151009,2023-10-09
2023-10-16,78.549560546875,79.5,82.69999694824219,75.0,76.5,3410999,2023-10-16
2023-10-23,75.1902084350586,76.0999984741211,80.3499984741211,71.80000305175781,80.3499984741211,1305745,2023-10-23
2023-10-30,74.00455474853516,74.9000015258789,80.4000015258789,73.5999984741211,77.94999694824219,1253517,2023-10-30
2023-11-06,77.75912475585938,78.69999694824219,79.80000305175781,75.0999984741211,75.0999984741211,1035850,2023-11-06
2023-11-13,92.08576965332031,93.19999694824219,98.5,77.5,79.75,11579952,2023-11-13
2023-11-20,94.75349426269531,95.9000015258789,102.4000015258789,91.0,94.0,5259410,2023-11-20
2023-11-27,97.7176284790039,98.9000015258789,103.69999694824219,94.80000305175781,95.9000015258789,3610711,2023-11-27
2023-12-04,85.95989990234375,87.0,104.55000305175781,83.5999984741211,100.30000305175781,5923226,2023-12-04
2023-12-11,86.84913635253906,87.9000015258789,93.25,86.4000015258789,87.9000015258789,2221082,2023-12-11
2023-12-18,93.76544952392578,94.9000015258789,98.80000305175781,88.5,89.75,6318352,2023-12-18
2023-12-25,89.96147918701172,91.05000305175781,96.44999694824219,90.25,94.9000015258789,1269385,2023-12-25
2024-01-01,90.65310668945312,91.75,93.19999694824219,89.4000015258789,91.55000305175781,1696080,2024-01-01
2024-01-08,94.30887603759766,95.44999694824219,100.80000305175781,87.75,91.75,7694201,2024-01-08
2024-01-15,93.12322235107422,94.25,96.4000015258789,89.0,95.44999694824219,3698653,2024-01-15
2024-01-22,91.24593353271484,92.3499984741211,95.3499984741211,89.0999984741211,94.25,1144446,2024-01-22
2024-01-29,100.28654479980469,101.5,103.4000015258789,92.5,93.25,6153133,2024-01-29
2024-02-05,116.09526062011719,117.5,124.75,103.44999694824219,104.9000015258789,16688697,2024-02-05
2024-02-12,92.13517761230469,93.25,109.0,87.5,106.55000305175781,7002507,2024-02-12
2024-02-19,91.09772491455078,92.19999694824219,98.0,90.1500015258789,93.9000015258789,3241547,2024-02-19
2024-02-26,87.29375457763672,88.3499984741211,93.0,84.69999694824219,92.19999694824219,2030501,2024-02-26
2024-03-04,84.72483825683594,85.75,92.5,84.0,88.94999694824219,1371774,2024-03-04
2024-03-11,75.33841705322266,76.25,85.75,70.0,84.19999694824219,2275802,2024-03-11
2024-03-18,80.72325897216797,81.69999694824219,85.69999694824219,74.9000015258789,77.3499984741211,2257466,2024-03-18
2024-03-25,78.549560546875,79.5,83.80000305175781,77.19999694824219,81.69999694824219,858904,2024-03-25
2024-04-01,87.8371810913086,88.9000015258789,90.30000305175781,80.55000305175781,80.55000305175781,1567017,2024-04-01
2024-04-08,87.78778076171875,88.8499984741211,93.4000015258789,87.19999694824219,90.4000015258789,1289045,2024-04-08
2024-04-15,85.12006378173828,86.1500015258789,88.5,82.44999694824219,87.0999984741211,932004,2024-04-15
2024-04-22,86.2069091796875,87.25,90.80000305175781,86.0,86.3499984741211,1119909,2024-04-22
2024-04-29,91.09772491455078,92.19999694824219,96.8499984741211,87.80000305175781,87.9000015258789,3920805,2024-04-29
2024-05-06,82.79815673828125,83.80000305175781,92.9000015258789,82.0,92.4000015258789,1025626,2024-05-06
2024-05-13,88.38060760498047,89.44999694824219,90.4000015258789,82.0,83.5999984741211,954751,2024-05-13
2024-05-20,81.56310272216797,82.55000305175781,84.75,81.30000305175781,82.05000305175781,941783,2024-05-20
2024-05-27,78.40135192871094,79.3499984741211,82.94999694824219,77.5999984741211,82.8499984741211,792253,2024-05-27
2024-06-03,78.79656982421875,79.75,81.25,70.4000015258789,80.3499984741211,821198,2024-06-03
2024-06-10,84.5074691772461,85.52999877929688,86.5,78.91999816894531,80.5,1256047,2024-06-10
2024-06-17,81.70142364501953,82.69000244140625,86.44999694824219,82.18000030517578,85.52999877929688,927650,2024-06-17
2024-06-24,81.49393463134766,82.4800033569336,86.9000015258789,81.30000305175781,82.69000244140625,951440,2024-06-24
2024-07-01,83.09456634521484,84.0999984741211,86.0,82.0,82.0,901004,2024-07-01
2024-07-08,79.89330291748047,80.86000061035156,84.8499984741211,79.5,84.5999984741211,917822,2024-07-08
2024-07-15,76.1980209350586,77.12000274658203,82.44000244140625,76.80000305175781,80.86000061035156,604092,2024-07-15
2024-07-22,84.0134506225586,85.02999877929688,90.69999694824219,74.94999694824219,77.0,3981459,2024-07-22
2024-07-29,81.69154357910156,82.68000030517578,87.80000305175781,81.41000366210938,85.02999877929688,1174299,2024-07-29
2024-08-05,78.6878890991211,79.63999938964844,81.98999786376953,75.6500015258789,80.19999694824219,642256,2024-08-05
2024-08-12,84.32962036132812,85.3499984741211,86.94999694824219,75.38999938964844,80.0,2101507,2024-08-12
2024-08-19,82.69934844970703,83.69999694824219,86.0,82.8499984741211,84.91000366210938,922260,2024-08-19
2024-08-26,82.205322265625,83.19999694824219,88.6500015258789,82.56999969482422,83.94999694824219,1475506,2024-08-26
2024-09-02,81.50381469726562,82.48999786376953,86.0,82.0,83.5,716378,2024-09-02
2024-09-09,83.7466812133789,84.76000213623047,89.69999694824219,80.55999755859375,82.0199966430664,1613924,2024-09-09
2024-09-16,96.1664047241211,97.33000183105469,99.0,85.5,85.5999984741211,10821884,2024-09-16
2024-09-23,102.75,102.75,110.69999694824219,98.16000366210938,98.16000366210938,13533766,2024-09-23
2024-09-30,93.08999633789062,93.08999633789062,104.75,92.0999984741211,103.30000305175781,2508509,2024-09-30
2024-10-07,99.62999725341797,99.62999725341797,101.5,85.70999908447266,93.98999786376953,2522438,2024-10-07
2024-10-14,92.30999755859375,92.30999755859375,104.80000305175781,89.5,104.0,2977434,2024-10-14
2024-10-21,80.87999725341797,80.87999725341797,93.22000122070312,79.0,92.80000305175781,1647191,2024-10-21
2024-10-28,87.83999633789062,87.83999633789062,88.77999877929688,79.0,81.69999694824219,1084308,2024-10-28
2024-11-04,86.75,86.75,91.5,84.20999908447266,88.48999786376953,717116,2024-11-04
2024-11-11,84.87000274658203,84.87000274658203,92.9000015258789,83.9000015258789,86.75,929984,2024-11-11
2024-11-18,80.30000305175781,80.30000305175781,85.5,78.86000061035156,85.5,791721,2024-11-18
2024-11-25,84.86000061035156,84.86000061035156,86.62000274658203,80.87000274658203,82.19999694824219,633689,2024-11-25
2024-12-02,86.5,86.5,88.0,83.7699966430664,86.0,573967,2024-12-02
2024-12-09,88.93000030517578,88.93000030517578,94.7699966430664,84.5,86.22000122070312,2740756,2024-12-09
2024-12-16,85.68000030517578,85.68000030517578,90.58999633789062,83.5,88.87999725341797,1006576,2024-12-16
2024-12-23,83.48999786376953,83.48999786376953,87.88999938964844,82.01000213623047,87.0,433251,2024-12-23
2024-12-30,89.19000244140625,89.19000244140625,93.0999984741211,81.44999694824219,83.91999816894531,1247017,2024-12-30
2025-01-06,81.44000244140625,81.44000244140625,90.77999877929688,81.0,89.88999938964844,794761,2025-01-06
2025-01-13,81.08999633789062,81.08999633789062,83.18000030517578,76.22000122070312,80.01000213623047,598455,2025-01-13
2025-01-20,77.7300033569336,77.7300033569336,82.98999786376953,75.91999816894531,81.88999938964844,381125,2025-01-20
2025-01-27,79.48999786376953,79.48999786376953,80.0,72.0,77.5999984741211,445857,2025-01-27
2025-02-03,80.26000213623047,80.26000213623047,82.08000183105469,77.26000213623047,79.05000305175781,281239,2025-02-03
2025-02-10,71.36000061035156,71.36000061035156,79.88999938964844,69.7699966430664,78.8499984741211,318629,2025-02-10
2025-02-17,68.48999786376953,68.48999786376953,71.1500015258789,61.20000076293945,69.80999755859375,504042,2025-02-17
2025-02-24,66.87999725341797,66.87999725341797,70.19999694824219,65.0,68.48999786376953,372779,2025-02-24
2025-03-03,72.16999816894531,72.16999816894531,72.98999786376953,64.5999984741211,66.87999725341797,510687,2025-03-03
2025-03-10,68.2699966430664,68.2699966430664,73.25,65.95999908447266,73.25,471549,2025-03-10
2025-03-17,71.56999969482422,71.56999969482422,73.48999786376953,67.5199966430664,69.5,474129,2025-03-17
2025-03-24,66.19999694824219,66.19999694824219,73.9000015258789,65.4000015258789,71.9000015258789,960605,2025-03-24
2025-03-31,69.4800033569336,69.4800033569336,71.30999755859375,65.76000213623047,66.19999694824219,255526,2025-03-31
2025-04-07,70.70999908447266,70.70999908447266,71.0,64.5,66.4800033569336,245317,2025-04-07
2025-04-14,75.04000091552734,75.04000091552734,77.19000244140625,70.70999908447266,70.70999908447266,275314,2025-04-14
2025-04-21,74.83999633789062,74.83999633789062,79.55000305175781,73.80000305175781,75.87000274658203,392156,2025-04-21
2025-04-28,71.5,71.5,77.9000015258789,70.0,75.9800033569336,260874,2025-04-28
2025-05-05,68.22000122070312,68.22000122070312,72.97000122070312,66.62999725341797,71.6500015258789,277436,2025-05-05
2025-05-12,81.05999755859375,81.05999755859375,84.01000213623047,70.19999694824219,70.19999694824219,941162,2025-05-12
2025-05-19,83.52999877929688,83.52999877929688,86.0,81.5,82.5,718377,2025-05-19
2025-05-26,82.61000061035156,82.61000061035156,87.38999938964844,82.05999755859375,82.19999694824219,698465,2025-05-26
2025-06-02,80.27999877929688,80.27999877929688,84.19000244140625,80.0,82.95999908447266,418294,2025-06-02
2025-06-09,85.5,85.5,87.80000305175781,80.66999816894531,80.66999816894531,1260048,2025-06-09
2025-06-16,91.48999786376953,91.48999786376953,94.45999908447266,84.44000244140625,86.0,2399549,2025-06-16
2025-06-23,94.19000244140625,94.19000244140625,96.38999938964844,89.0999984741211,90.0999984741211,1759731,2025-06-23
2025-06-30,94.20999908447266,94.20999908447266,99.0,93.69999694824219,94.19999694824219,1624184,2025-06-30
2025-07-07,90.58000183105469,90.58000183105469,95.19000244140625,90.02999877929688,94.20999908447266,520336,2025-07-07
2025-07-14,99.94999694824219,99.94999694824219,101.0,89.11000061035156,90.58000183105469,1830438,2025-07-14
