Date,Adj Close_HINDUNILVR.NS,Close_HINDUNILVR.NS,High_HINDUNILVR.NS,Low_HINDUNILVR.NS,Open_HINDUNILVR.NS,Volume_HINDUNILVR.NS,Date
2020-07-13,2165.580322265625,2334.550048828125,2340.0,2235.050048828125,2237.25,8058374,2020-07-13
2020-07-20,2049.39501953125,2209.300048828125,2350.0,2168.050048828125,2334.550048828125,20944240,2020-07-20
2020-07-27,2049.951416015625,2209.89990234375,2262.199951171875,2178.0,2217.75,9942849,2020-07-27
2020-08-03,2059.322509765625,2210.550048828125,2234.800048828125,2175.10009765625,2209.800048828125,8983358,2020-08-03
2020-08-10,2025.1796875,2173.89990234375,2233.0,2165.050048828125,2218.0,7106814,2020-08-10
2020-08-17,2051.403564453125,2202.050048828125,2221.5,2168.39990234375,2181.0,7627037,2020-08-17
2020-08-24,2004.7313232421875,2151.949951171875,2211.64990234375,2145.0,2206.0,9700229,2020-08-24
2020-08-31,1979.298828125,2124.64990234375,2185.0,2100.64990234375,2152.0,10121290,2020-08-31
2020-09-07,2011.53173828125,2159.25,2174.0,2103.75,2126.0,10249003,2020-09-07
2020-09-14,1955.123779296875,2098.699951171875,2169.699951171875,2090.0,2167.0,11625617,2020-09-14
2020-09-21,1936.8187255859375,2079.050048828125,2111.0,2000.050048828125,2098.699951171875,14566907,2020-09-21
2020-09-28,1951.677001953125,2095.0,2108.89990234375,2024.75,2083.0,8371446,2020-09-28
2020-10-05,1993.2725830078125,2139.64990234375,2166.949951171875,2082.199951171875,2100.0,9372544,2020-10-05
2020-10-12,2003.4267578125,2150.550048828125,2179.699951171875,2123.300048828125,2145.199951171875,9528195,2020-10-12
2020-10-19,1997.185546875,2143.85009765625,2208.5,2132.550048828125,2153.550048828125,16854143,2020-10-19
2020-10-26,1929.5987548828125,2071.300048828125,2189.0,2068.0,2150.0,9885021,2020-10-26
2020-11-02,1963.51416015625,2094.14990234375,2123.949951171875,2043.0,2072.0,9405005,2020-11-02
2020-11-09,2051.228759765625,2187.699951171875,2218.39990234375,2092.5,2120.0,13494002,2020-11-09
2020-11-16,1987.986328125,2120.25,2220.35009765625,2100.5,2185.35009765625,11580281,2020-11-16
2020-11-23,2004.8165283203125,2138.199951171875,2171.0,2095.0,2140.0,14339609,2020-11-23
2020-11-30,2047.9466552734375,2184.199951171875,2195.39990234375,2120.10009765625,2138.199951171875,11042730,2020-11-30
2020-12-07,2226.6103515625,2374.75,2385.0,2187.0,2189.25,14692338,2020-12-07
2020-12-14,2187.886474609375,2333.449951171875,2391.39990234375,2303.0,2380.949951171875,9674201,2020-12-14
2020-12-21,2252.394775390625,2402.25,2410.0,2265.10009765625,2343.0,7816557,2020-12-21
2020-12-28,2238.612060546875,2387.550048828125,2417.39990234375,2354.199951171875,2405.0,7746308,2020-12-28
2021-01-04,2242.033935546875,2391.199951171875,2456.949951171875,2360.800048828125,2405.0,10814245,2021-01-04
2021-01-11,2204.48193359375,2351.14990234375,2441.949951171875,2342.800048828125,2425.0,10690490,2021-01-11
2021-01-18,2259.052001953125,2409.35009765625,2422.0,2320.64990234375,2374.5,8678850,2021-01-18
2021-01-25,2122.675048828125,2263.89990234375,2432.35009765625,2251.0,2420.0,12924750,2021-01-25
2021-02-01,2127.97265625,2269.550048828125,2285.0,2205.0,2276.64990234375,16231572,2021-02-01
2021-02-08,2101.718994140625,2241.550048828125,2288.699951171875,2210.5,2288.0,11014247,2021-02-08
2021-02-15,2045.040771484375,2181.10009765625,2261.75,2143.199951171875,2251.0,13863555,2021-02-15
2021-02-22,1999.05029296875,2132.050048828125,2205.0,2120.0,2205.0,11176964,2021-02-22
2021-03-01,2063.792724609375,2201.10009765625,2209.949951171875,2128.0,2135.199951171875,9777056,2021-03-01
2021-03-08,2067.215087890625,2204.75,2239.89990234375,2162.050048828125,2210.0,7887581,2021-03-08
2021-03-15,2167.82177734375,2312.050048828125,2325.25,2183.300048828125,2206.10009765625,15948297,2021-03-15
2021-03-22,2173.306640625,2317.89990234375,2372.949951171875,2231.050048828125,2310.10009765625,10629940,2021-03-22
2021-03-29,2249.44140625,2399.10009765625,2446.800048828125,2317.89990234375,2317.89990234375,7569612,2021-03-29
2021-04-05,2321.5439453125,2476.0,2483.0,2346.5,2400.0,12362328,2021-04-05
2021-04-12,2305.510498046875,2458.89990234375,2505.89990234375,2421.10009765625,2441.5,8651622,2021-04-12
2021-04-19,2163.789794921875,2307.75,2459.699951171875,2300.0,2440.0,7006845,2021-04-19
2021-04-26,2206.920166015625,2353.75,2448.949951171875,2311.0,2324.0,12728466,2021-04-26
2021-05-03,2260.786376953125,2411.199951171875,2434.0,2340.0,2343.0,6949465,2021-05-03
2021-05-10,2228.578857421875,2376.85009765625,2446.949951171875,2325.050048828125,2423.0,5450474,2021-05-10
2021-05-17,2214.89013671875,2362.25,2408.35009765625,2340.0,2385.0,4916282,2021-05-17
2021-05-24,2176.869384765625,2321.699951171875,2370.199951171875,2319.35009765625,2355.0,8074923,2021-05-24
2021-05-31,2195.94970703125,2342.050048828125,2373.64990234375,2320.14990234375,2325.0,5585573,2021-05-31
2021-06-07,2218.874755859375,2366.5,2399.949951171875,2331.0,2354.0,6380258,2021-06-07
2021-06-14,2328.01318359375,2482.89990234375,2496.699951171875,2336.60009765625,2358.39990234375,10624291,2021-06-14
2021-06-21,2312.51220703125,2448.64990234375,2533.949951171875,2445.0,2473.949951171875,7360451,2021-06-21
2021-06-28,2349.013427734375,2487.300048828125,2505.0,2437.300048828125,2450.10009765625,5091822,2021-06-28
2021-07-05,2315.156494140625,2451.449951171875,2513.39990234375,2438.449951171875,2499.0,3499147,2021-07-05
2021-07-12,2282.999755859375,2417.39990234375,2459.89990234375,2401.0,2453.0,4155320,2021-07-12
2021-07-19,2226.99658203125,2358.10009765625,2508.0,2354.699951171875,2400.050048828125,6588982,2021-07-19
2021-07-26,2203.57568359375,2333.300048828125,2371.39990234375,2318.0,2357.25,6601767,2021-07-26
2021-08-02,2239.651611328125,2371.5,2394.75,2324.60009765625,2342.0,6906804,2021-08-02
2021-08-09,2270.81689453125,2404.5,2413.5,2359.10009765625,2379.449951171875,5542663,2021-08-09
2021-08-16,2473.76904296875,2619.39990234375,2630.0,2392.64990234375,2404.0,10393781,2021-08-16
2021-08-23,2529.063720703125,2677.949951171875,2697.800048828125,2594.5,2625.0,8686164,2021-08-23
2021-08-30,2612.8798828125,2766.699951171875,2810.0,2671.60009765625,2691.60009765625,8987879,2021-08-30
2021-09-06,2654.386474609375,2810.64990234375,2825.0,2765.10009765625,2790.0,4491058,2021-09-06
2021-09-13,2570.901123046875,2722.25,2822.449951171875,2699.0,2797.5,8813051,2021-09-13
2021-09-20,2593.9443359375,2746.64990234375,2859.300048828125,2710.050048828125,2720.0,9219118,2021-09-20
2021-09-27,2553.71337890625,2704.050048828125,2765.0,2677.0,2765.0,6624188,2021-09-27
2021-10-04,2493.271484375,2640.050048828125,2734.0,2625.39990234375,2700.0,5113017,2021-10-04
2021-10-11,2502.24267578125,2649.550048828125,2693.60009765625,2620.0,2642.199951171875,6079405,2021-10-11
2021-10-18,2317.659423828125,2454.10009765625,2732.0,2428.0,2672.800048828125,17154218,2021-10-18
2021-10-25,2260.09765625,2393.14990234375,2468.89990234375,2368.0,2454.10009765625,10708511,2021-10-25
2021-11-01,2302.20849609375,2422.85009765625,2434.0,2368.25,2393.0,5128594,2021-11-01
2021-11-08,2285.199462890625,2404.949951171875,2449.0,2366.199951171875,2449.0,8981612,2021-11-08
2021-11-15,2279.92578125,2399.39990234375,2434.64990234375,2370.0,2404.10009765625,4446960,2021-11-15
2021-11-22,2218.82763671875,2335.10009765625,2409.89990234375,2325.199951171875,2409.39990234375,8375073,2021-11-22
2021-11-29,2226.9521484375,2343.64990234375,2389.89990234375,2284.699951171875,2334.39990234375,10482081,2021-11-29
2021-12-06,2216.642333984375,2332.800048828125,2363.949951171875,2301.0,2344.0,4255458,2021-12-06
2021-12-13,2119.19873046875,2230.25,2352.0,2226.0,2352.0,7144762,2021-12-13
2021-12-20,2182.5771484375,2296.949951171875,2317.39990234375,2201.14990234375,2226.0,7747309,2021-12-20
2021-12-27,2242.6298828125,2360.14990234375,2370.35009765625,2278.25,2296.949951171875,4865556,2021-12-27
2022-01-03,2295.841796875,2416.14990234375,2421.89990234375,2353.0,2378.0,5791152,2022-01-03
2022-01-10,2246.00341796875,2363.699951171875,2425.0,2360.800048828125,2425.0,6910672,2022-01-10
2022-01-17,2209.610595703125,2325.39990234375,2408.699951171875,2243.0,2364.0,12150800,2022-01-17
2022-01-24,2169.844482421875,2283.550048828125,2344.949951171875,2240.89990234375,2338.89990234375,8662841,2022-01-24
2022-01-31,2191.746826171875,2306.60009765625,2333.0,2271.0,2290.0,6619094,2022-01-31
2022-02-07,2145.56689453125,2258.0,2316.699951171875,2237.0,2295.25,6742809,2022-02-07
2022-02-14,2197.40087890625,2312.550048828125,2327.800048828125,2207.0,2220.0,5950326,2022-02-14
2022-02-21,2062.613525390625,2170.699951171875,2304.050048828125,2160.300048828125,2298.0,8156354,2022-02-21
2022-02-28,1918.9423828125,2019.5,2179.89990234375,1975.25,2164.0,13061840,2022-02-28
2022-03-07,1990.1129150390625,2094.39990234375,2114.0,1901.550048828125,1979.5,16428904,2022-03-07
2022-03-14,1997.3818359375,2102.050048828125,2116.699951171875,2025.0,2095.0,9925922,2022-03-14
2022-03-21,1855.7537841796875,1953.0,2110.89990234375,1945.0,2106.5,15531758,2022-03-21
2022-03-28,1974.6719970703125,2078.14990234375,2085.85009765625,1931.300048828125,1959.949951171875,8776007,2022-03-28
2022-04-04,2074.348876953125,2183.050048828125,2193.5,2070.199951171875,2078.0,8224980,2022-04-04
2022-04-11,2044.9874267578125,2152.14990234375,2194.10009765625,2125.0,2188.0,3821941,2022-04-11
2022-04-18,2021.0419921875,2126.949951171875,2206.85009765625,2092.699951171875,2148.0,10881572,2022-04-18
2022-04-25,2123.569580078125,2234.85009765625,2290.0,2047.0,2100.0,14642930,2022-04-25
2022-05-02,2042.184326171875,2149.199951171875,2252.0,2106.199951171875,2220.0,5838992,2022-05-02
2022-05-09,2084.8486328125,2194.10009765625,2218.0,2109.199951171875,2121.5,8951036,2022-05-09
2022-05-16,2210.133056640625,2325.949951171875,2348.0,2172.300048828125,2200.0,9923476,2022-05-16
2022-05-23,2214.55224609375,2330.60009765625,2388.0,2258.0,2309.0,10636651,2022-05-23
2022-05-30,2177.826171875,2291.949951171875,2413.800048828125,2257.14990234375,2342.199951171875,9566778,2022-05-30
2022-06-06,2090.359619140625,2199.89990234375,2301.949951171875,2162.800048828125,2272.199951171875,8812826,2022-06-06
2022-06-13,2005.363525390625,2110.449951171875,2217.0,2100.0,2168.0,9149967,2022-06-13
2022-06-20,2208.50927734375,2303.89990234375,2318.800048828125,2108.14990234375,2111.0,8885366,2022-06-20
2022-06-27,2187.85205078125,2282.35009765625,2331.85009765625,2203.60009765625,2315.85009765625,8160237,2022-06-27
2022-07-04,2393.470947265625,2496.85009765625,2531.0,2276.0,2276.0,14323950,2022-07-04
2022-07-11,2462.15380859375,2568.5,2573.89990234375,2444.449951171875,2487.0,9892736,2022-07-11
2022-07-18,2531.26904296875,2640.60009765625,2643.199951171875,2522.75,2581.0,10949381,2022-07-18
2022-07-25,2528.201171875,2637.39990234375,2654.0,2525.0,2645.5,7248643,2022-07-25
2022-08-01,2535.869873046875,2645.39990234375,2664.0,2580.0,2637.5,7053806,2022-08-01
2022-08-08,2487.508544921875,2594.949951171875,2676.699951171875,2585.10009765625,2645.39990234375,4407661,2022-08-08
2022-08-15,2525.468994140625,2634.550048828125,2715.0,2590.550048828125,2594.949951171875,6085495,2022-08-15
2022-08-22,2465.077880859375,2571.550048828125,2666.800048828125,2561.300048828125,2648.0,6113813,2022-08-22
2022-08-29,2495.80078125,2603.60009765625,2667.0,2550.0,2550.0,6317846,2022-08-29
2022-09-05,2481.517578125,2588.699951171875,2647.0,2560.800048828125,2597.0,6659790,2022-09-05
2022-09-12,2423.474609375,2528.14990234375,2609.0,2518.64990234375,2591.0,8264619,2022-09-12
2022-09-19,2571.002685546875,2682.050048828125,2723.75,2508.050048828125,2531.0,8790138,2022-09-19
2022-09-26,2584.806396484375,2696.449951171875,2729.0,2643.050048828125,2668.5,9462969,2022-09-26
2022-10-03,2492.062255859375,2599.699951171875,2734.0,2575.0,2723.0,5789410,2022-10-03
2022-10-10,2469.15185546875,2575.800048828125,2624.89990234375,2542.0,2570.0,4811251,2022-10-10
2022-10-17,2544.01806640625,2653.89990234375,2666.75,2568.0,2573.60009765625,7030698,2022-10-17
2022-10-24,2419.736328125,2524.25,2640.0,2488.0,2610.10009765625,6654977,2022-10-24
2022-10-31,2415.997802734375,2520.35009765625,2575.85009765625,2501.39990234375,2545.0,5562358,2022-10-31
2022-11-07,2415.51318359375,2503.050048828125,2552.0,2492.64990234375,2531.10009765625,5342128,2022-11-07
2022-11-14,2396.83984375,2483.699951171875,2513.75,2428.10009765625,2506.800048828125,7062010,2022-11-14
2022-11-21,2448.70947265625,2537.449951171875,2560.0,2470.050048828125,2483.699951171875,4793707,2022-11-21
2022-11-28,2523.64453125,2615.10009765625,2698.0,2521.800048828125,2527.0,10849566,2022-11-28
2022-12-05,2627.046875,2722.25,2741.60009765625,2585.14990234375,2600.0,8691734,2022-12-05
2022-12-12,2577.878662109375,2671.300048828125,2724.0,2648.449951171875,2702.199951171875,6100487,2022-12-12
2022-12-19,2529.434326171875,2621.10009765625,2720.0,2608.050048828125,2671.300048828125,5195869,2022-12-19
2022-12-26,2471.484375,2561.050048828125,2637.85009765625,2539.39990234375,2620.949951171875,4341050,2022-12-26
2023-01-02,2486.345947265625,2576.449951171875,2611.89990234375,2527.050048828125,2573.89990234375,6176470,2023-01-02
