Date,Adj Close_IRISDOREME.NS,Close_IRISDOREME.NS,High_IRISDOREME.NS,Low_IRISDOREME.NS,Open_IRISDOREME.NS,Volume_IRISDOREME.NS,Date
2020-07-13,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,0,2020-07-13
2020-07-20,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,0,2020-07-20
2020-07-27,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,0,2020-07-27
2020-08-03,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,0,2020-08-03
2020-08-10,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,7.646719932556152,0,2020-08-10
2020-08-17,6.281233787536621,6.281233787536621,7.646719932556152,5.803314208984375,7.646719932556152,585869,2020-08-17
2020-08-24,6.008137226104736,6.008137226104736,6.008137226104736,6.008137226104736,6.008137226104736,497990,2020-08-24
2020-08-31,6.827427864074707,6.827427864074707,7.160606861114502,6.3768181800842285,7.160606861114502,175761,2020-08-31
2020-09-07,6.827427864074707,6.827427864074707,6.827427864074707,6.827427864074707,6.827427864074707,87880,2020-09-07
2020-09-14,6.565255165100098,6.565255165100098,6.827427864074707,6.554330825805664,6.827427864074707,87880,2020-09-14
2020-09-21,6.499711990356445,6.499711990356445,6.614412784576416,6.499711990356445,6.565255165100098,234347,2020-09-21
2020-09-28,6.62533712387085,6.62533712387085,6.62533712387085,6.499711990356445,6.499711990356445,263640,2020-09-28
2020-10-05,6.3768181800842285,6.3768181800842285,7.14422082901001,5.898898124694824,6.390472888946533,380814,2020-10-05
2020-10-12,6.308544158935547,6.308544158935547,7.646719932556152,5.4482879638671875,6.663569927215576,410109,2020-10-12
2020-10-19,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,0,2020-10-19
2020-10-26,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,0,2020-10-26
2020-11-02,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,6.308544158935547,0,2020-11-02
2020-11-09,7.264383792877197,7.264383792877197,7.264383792877197,6.308544158935547,6.308544158935547,29293,2020-11-09
2020-11-16,7.264383792877197,7.264383792877197,7.264383792877197,7.264383792877197,7.264383792877197,0,2020-11-16
2020-11-23,6.901165008544922,6.901165008544922,8.411392211914062,6.499711990356445,7.264383792877197,263641,2020-11-23
2020-11-30,7.455552101135254,7.455552101135254,8.79372787475586,5.926208019256592,6.901165008544922,1669734,2020-11-30
2020-12-07,8.79372787475586,8.79372787475586,8.79372787475586,7.054099082946777,7.455552101135254,615163,2020-12-07
2020-12-14,9.367232322692871,9.367232322692871,9.367232322692871,8.79372787475586,8.79372787475586,87880,2020-12-14
2020-12-21,9.55840015411377,9.55840015411377,9.55840015411377,9.367232322692871,9.367232322692871,29293,2020-12-21
2020-12-28,8.602560043334961,8.602560043334961,9.55840015411377,8.602560043334961,9.55840015411377,29293,2020-12-28
2021-01-04,9.367232322692871,9.367232322692871,9.940735816955566,8.602560043334961,8.602560043334961,292934,2021-01-04
2021-01-11,9.367232322692871,9.367232322692871,9.367232322692871,9.367232322692871,9.367232322692871,0,2021-01-11
2021-01-18,11.183327674865723,11.183327674865723,11.82374095916748,9.367232322692871,9.367232322692871,468697,2021-01-18
2021-01-25,11.470080375671387,11.470080375671387,11.470080375671387,11.183327674865723,11.183327674865723,29293,2021-01-25
2021-02-01,10.514240264892578,10.514240264892578,11.470080375671387,10.514240264892578,11.470080375671387,29293,2021-02-01
2021-02-08,11.470080375671387,11.470080375671387,11.852416038513184,11.470080375671387,11.661248207092285,117174,2021-02-08
2021-02-15,11.470080375671387,11.470080375671387,11.470080375671387,11.470080375671387,11.470080375671387,0,2021-02-15
2021-02-22,23.56145668029785,23.56145668029785,23.56145668029785,11.91932487487793,13.53469467163086,3425315,2021-02-22
2021-03-01,21.124065399169922,21.124065399169922,27.20320701599121,21.124065399169922,25.788564682006836,601374,2021-03-01
2021-03-08,19.01165771484375,19.01165771484375,20.674819946289062,17.24335479736328,20.072641372680664,1497832,2021-03-08
2021-03-15,16.631616592407227,16.631616592407227,19.690305709838867,16.086788177490234,19.690305709838867,362364,2021-03-15
2021-03-22,17.252912521362305,17.252912521362305,17.74039077758789,15.838269233703613,16.631616592407227,167112,2021-03-22
2021-03-29,17.2242374420166,17.2242374420166,17.960233688354492,16.46912384033203,17.252912521362305,54621,2021-03-29
2021-04-05,17.080860137939453,17.080860137939453,17.530105590820312,16.325748443603516,17.02351188659668,50842,2021-04-05
2021-04-12,17.58745574951172,17.58745574951172,18.160961151123047,15.608867645263672,16.182371139526367,1264754,2021-04-12
2021-04-19,17.93155860900879,17.93155860900879,18.15140151977539,16.516916275024414,16.516916275024414,1142407,2021-04-19
2021-04-26,21.458608627319336,21.458608627319336,21.87917709350586,17.042627334594727,17.941116333007812,2766930,2021-04-26
2021-05-03,22.26151466369629,22.26151466369629,24.364362716674805,19.327085494995117,21.9652042388916,3621446,2021-05-03
2021-05-10,22.50047492980957,22.50047492980957,24.469505310058594,20.86598777770996,24.450387954711914,408367,2021-05-10
2021-05-17,22.223281860351562,22.223281860351562,23.131328582763672,21.42037582397461,21.42037582397461,172364,2021-05-17
2021-05-24,21.372583389282227,21.372583389282227,22.54826545715332,20.311601638793945,21.993879318237305,178977,2021-05-24
2021-05-31,21.869619369506836,21.869619369506836,22.930601119995117,20.741729736328125,21.869619369506836,244793,2021-05-31
2021-06-07,21.85050392150879,21.85050392150879,23.628366470336914,19.690305709838867,22.91148567199707,213459,2021-06-07
2021-06-14,22.385774612426758,22.385774612426758,23.87688446044922,20.837312698364258,20.837312698364258,293812,2021-06-14
2021-06-21,22.662967681884766,22.662967681884766,24.804048538208008,20.512327194213867,23.695274353027344,4177276,2021-06-21
2021-06-28,23.42763900756836,23.42763900756836,23.829092025756836,22.213722229003906,22.213722229003906,215096,2021-06-28
2021-07-05,28.550941467285156,28.550941467285156,29.057537078857422,23.42763900756836,23.42763900756836,753382,2021-07-05
2021-07-12,28.531824111938477,28.531824111938477,30.300128936767578,27.853179931640625,30.300128936767578,374249,2021-07-12
2021-07-19,29.631040573120117,29.631040573120117,29.822208404541016,28.10169792175293,28.139930725097656,558240,2021-07-19
2021-07-26,35.5859260559082,35.5859260559082,36.780723571777344,28.522266387939453,28.522266387939453,972289,2021-07-26
2021-08-02,34.50582504272461,34.50582504272461,37.75568389892578,33.07206344604492,36.51308822631836,285856,2021-08-02
2021-08-09,32.058876037597656,32.058876037597656,35.9395866394043,29.43987274169922,35.9395866394043,223509,2021-08-09
2021-08-16,34.34333419799805,34.34333419799805,35.652835845947266,32.30739212036133,33.45439910888672,96635,2021-08-16
2021-08-23,32.928688049316406,32.928688049316406,34.75434494018555,32.12578582763672,34.429359436035156,61948,2021-08-23
2021-08-30,34.238189697265625,34.238189697265625,34.62052536010742,31.733888626098633,32.880897521972656,59473,2021-08-30
2021-09-06,33.55954360961914,33.55954360961914,34.601409912109375,32.53679656982422,33.45439910888672,43849,2021-09-06
2021-09-13,34.02790451049805,34.02790451049805,35.34696578979492,32.97648239135742,34.37200927734375,487882,2021-09-13
2021-09-20,33.11985778808594,33.11985778808594,35.72930145263672,32.555912017822266,35.17491149902344,120425,2021-09-20
2021-09-27,34.66831970214844,34.66831970214844,34.79257583618164,32.689727783203125,34.21907424926758,326694,2021-09-27
2021-10-04,39.89676284790039,39.89676284790039,41.1202392578125,33.741153717041016,35.17491149902344,698650,2021-10-04
2021-10-11,42.18122100830078,42.18122100830078,43.29955291748047,38.63505554199219,41.82756042480469,286526,2021-10-11
2021-10-18,38.83578109741211,38.83578109741211,43.8730583190918,36.75204849243164,42.18122100830078,333170,2021-10-18
2021-10-25,41.64595031738281,41.64595031738281,44.03554916381836,39.1894416809082,40.6805534362793,272837,2021-10-25
2021-11-01,44.00687789916992,44.00687789916992,45.68915557861328,40.60408401489258,40.60408401489258,157043,2021-11-01
2021-11-08,44.37965393066406,44.37965393066406,45.593570709228516,41.24449920654297,45.29726028442383,217654,2021-11-08
2021-11-15,40.661434173583984,40.661434173583984,45.30681610107422,40.34600830078125,44.37965393066406,198687,2021-11-15
2021-11-22,38.88357162475586,38.88357162475586,42.534881591796875,37.660099029541016,39.28502655029297,192597,2021-11-22
2021-11-29,39.31370162963867,39.31370162963867,41.86579513549805,37.660099029541016,39.93499755859375,111454,2021-11-29
2021-12-06,39.76294708251953,39.76294708251953,42.821632385253906,38.64461135864258,38.64461135864258,37180,2021-12-06
2021-12-13,40.10704803466797,40.10704803466797,42.78340148925781,38.7210807800293,40.336448669433594,84425,2021-12-13
2021-12-20,39.36149215698242,39.36149215698242,41.10112380981445,38.57770538330078,41.08200454711914,157869,2021-12-20
2021-12-27,38.40565490722656,38.40565490722656,40.126163482666016,37.27776336669922,38.845340728759766,177941,2021-12-27
2022-01-03,39.581336975097656,39.581336975097656,39.753387451171875,35.6241569519043,38.7784309387207,164894,2022-01-03
2022-01-10,39.82029724121094,39.82029724121094,42.037845611572266,38.54903030395508,40.126163482666016,90948,2022-01-10
2022-01-17,38.3674201965332,38.3674201965332,40.527618408203125,37.707889556884766,39.12253189086914,75569,2022-01-17
2022-01-24,37.105709075927734,37.105709075927734,39.476192474365234,35.43299102783203,37.36378860473633,41867,2022-01-24
2022-01-31,36.89542770385742,36.89542770385742,38.99827575683594,35.03153610229492,38.22404479980469,95898,2022-01-31
2022-02-07,35.2704963684082,35.2704963684082,39.85852813720703,33.45439910888672,39.85852813720703,222854,2022-02-07
2022-02-14,33.61689376831055,33.61689376831055,39.017391204833984,32.03020095825195,35.2704963684082,212214,2022-02-14
2022-02-21,31.112592697143555,31.112592697143555,35.53813171386719,30.395713806152344,32.919132232666016,146068,2022-02-21
2022-02-28,31.542720794677734,31.542720794677734,33.26323318481445,28.292865753173828,32.097110748291016,79634,2022-02-28
2022-03-07,34.30509948730469,34.30509948730469,35.060211181640625,28.10169792175293,31.160385131835938,1980372,2022-03-07
2022-03-14,33.20588302612305,33.20588302612305,35.748416900634766,31.886823654174805,34.94551086425781,116754,2022-03-14
2022-03-21,38.606380462646484,38.606380462646484,39.1894416809082,32.689727783203125,32.69928741455078,1434363,2022-03-21
2022-03-28,38.195369720458984,38.195369720458984,40.14528274536133,35.050655364990234,38.615936279296875,1025232,2022-03-28
2022-04-04,40.355567932128906,40.355567932128906,40.67099380493164,37.28731918334961,37.28731918334961,985325,2022-04-04
2022-04-11,39.53354263305664,39.53354263305664,41.0915641784668,38.51079559326172,40.355567932128906,654141,2022-04-11
2022-04-18,43.97819900512695,43.97819900512695,48.174339294433594,39.28502655029297,39.28502655029297,2316876,2022-04-18
2022-04-25,44.12157440185547,44.12157440185547,46.453826904296875,40.88127899169922,45.29726028442383,1735942,2022-04-25
2022-05-02,42.410621643066406,42.410621643066406,46.16707229614258,41.301849365234375,45.68915557861328,767187,2022-05-02
2022-05-09,42.61134719848633,42.61134719848633,49.474281311035156,39.1894416809082,42.410621643066406,1266083,2022-05-09
2022-05-16,42.7356071472168,42.7356071472168,46.453826904296875,41.19670486450195,45.49798583984375,984440,2022-05-16
2022-05-23,40.75701904296875,40.75701904296875,43.395137786865234,40.34600830078125,43.37602233886719,881776,2022-05-23
2022-05-30,42.248130798339844,42.248130798339844,45.84208679199219,40.38424301147461,40.75701904296875,752295,2022-05-30
2022-06-06,41.158470153808594,41.158470153808594,43.0797119140625,40.527618408203125,43.0797119140625,991069,2022-06-06
2022-06-13,39.97323226928711,39.97323226928711,42.95545196533203,39.1894416809082,41.86579513549805,473387,2022-06-13
2022-06-20,39.70559310913086,39.70559310913086,41.48345947265625,37.27776336669922,41.48345947265625,544340,2022-06-20
2022-06-27,36.99100875854492,36.99100875854492,40.47026824951172,35.710182189941406,40.47026824951172,438219,2022-06-27
