Date,Adj Close_SHRIPISTON.NS,Close_SHRIPISTON.NS,High_SHRIPISTON.NS,Low_SHRIPISTON.NS,Open_SHRIPISTON.NS,Volume_SHRIPISTON.NS,Date
2021-03-01,384.6719665527344,397.5,414.29998779296875,379.04998779296875,414.29998779296875,10938,2021-03-01
2021-03-08,366.309326171875,378.5249938964844,400.0,377.5,378.54998779296875,1924,2021-03-08
2021-03-15,369.67218017578125,382.0,393.75,362.92498779296875,378.7250061035156,1356,2021-03-15
2021-03-22,399.1394958496094,412.45001220703125,429.0,365.0,375.5,16536,2021-03-22
2021-03-29,376.4704284667969,389.0249938964844,427.0,383.0,412.45001220703125,1712,2021-03-29
2021-04-05,387.115478515625,400.0249938964844,414.0,375.0,392.5,17818,2021-04-05
2021-04-12,365.3173828125,377.5,395.0,370.5,385.0,1274,2021-04-12
2021-04-19,376.0107421875,388.54998779296875,404.5,351.54998779296875,369.5,9904,2021-04-19
2021-04-26,370.156005859375,382.5,393.9750061035156,366.04998779296875,387.5,688,2021-04-26
2021-05-03,382.2526550292969,395.0,399.5,376.20001220703125,397.5,2060,2021-05-03
2021-05-10,377.31719970703125,389.8999938964844,435.4750061035156,382.54998779296875,414.6000061035156,10592,2021-05-10
2021-05-17,382.47039794921875,395.2250061035156,405.0,370.42498779296875,385.5,6992,2021-05-17
2021-05-24,378.1156005859375,390.7250061035156,401.375,378.625,395.2250061035156,4002,2021-05-24
2021-05-31,374.99468994140625,387.5,410.25,371.20001220703125,410.25,3858,2021-05-31
2021-06-07,382.7364807128906,395.5,409.5,378.20001220703125,389.5,7164,2021-06-07
2021-06-14,421.4456481933594,435.5,435.5,388.6000061035156,407.5,16578,2021-06-14
2021-06-21,458.99346923828125,474.29998779296875,524.4000244140625,450.0,455.0,17004,2021-06-21
2021-06-28,459.6708679199219,475.0,493.7250061035156,456.0,465.0,3478,2021-06-28
2021-07-05,452.99359130859375,468.1000061035156,501.17498779296875,460.57501220703125,475.0,5766,2021-07-05
2021-07-12,444.16302490234375,458.9750061035156,476.8500061035156,443.625,471.0,6316,2021-07-12
2021-07-19,454.3241882324219,469.4750061035156,482.5,439.0,449.0,13952,2021-07-19
2021-07-26,538.9036254882812,556.875,556.875,460.0,475.0,52406,2021-07-26
2021-08-02,493.0574951171875,509.5,543.0499877929688,487.5,529.0499877929688,14818,2021-08-02
2021-08-09,459.6708679199219,475.0,512.0,460.2749938964844,499.54998779296875,10176,2021-08-09
2021-08-16,447.5016784667969,462.42498779296875,484.5,460.0,475.0,1656,2021-08-16
2021-08-23,441.2840576171875,456.0,474.0,431.5,474.0,1730,2021-08-23
2021-08-30,445.15496826171875,460.0,478.7250061035156,450.0,458.5,3060,2021-08-30
2021-09-06,448.49365234375,463.45001220703125,474.75,452.5,474.75,3964,2021-09-06
2021-09-13,467.4368896484375,483.0249938964844,497.6000061035156,453.32501220703125,461.0,8796,2021-09-13
2021-09-20,458.3644104003906,473.6499938964844,489.5,470.625,489.5,10032,2021-09-20
2021-09-27,453.3323059082031,468.45001220703125,494.0,455.54998779296875,494.0,7144,2021-09-27
2021-10-04,455.7999572753906,471.0,479.9750061035156,445.5249938964844,477.3500061035156,3048,2021-10-04
2021-10-11,437.89697265625,452.5,477.5,452.5,477.45001220703125,4180,2021-10-11
2021-10-18,435.50189208984375,450.0249938964844,484.5,440.5,455.0249938964844,5584,2021-10-18
2021-10-25,429.79229736328125,444.125,471.4750061035156,415.04998779296875,470.0,3798,2021-10-25
2021-11-01,450.62261962890625,465.6499938964844,469.875,425.17498779296875,457.5,16890,2021-11-01
2021-11-08,442.5662841796875,457.32501220703125,477.5,446.5,466.0,550504,2021-11-08
2021-11-15,435.4534912109375,449.9750061035156,470.0,442.5,469.0,3332,2021-11-15
2021-11-22,418.5666198730469,432.5249938964844,450.0,409.07501220703125,449.0,2598,2021-11-22
2021-11-29,416.12310791015625,430.0,450.0,413.625,430.5,1826,2021-11-29
2021-12-06,431.6067810058594,446.0,450.0,420.0,429.0,2042,2021-12-06
2021-12-13,428.17132568359375,442.45001220703125,446.0,425.04998779296875,446.0,1952,2021-12-13
2021-12-20,423.0181579589844,437.125,444.0,410.07501220703125,426.125,1782,2021-12-20
2021-12-27,406.49420166015625,420.04998779296875,436.3500061035156,410.0,424.0,2442,2021-12-27
2022-01-03,411.2844543457031,425.0,431.75,403.875,420.04998779296875,8346,2022-01-03
2022-01-10,426.7197570800781,440.95001220703125,447.5,420.5249938964844,425.4750061035156,4864,2022-01-10
2022-01-17,406.0587463378906,419.6000061035156,446.5,417.5249938964844,440.75,2842,2022-01-17
2022-01-24,394.27667236328125,407.42498779296875,422.4750061035156,399.0,417.5,2624,2022-01-24
2022-01-31,390.3331604003906,403.3500061035156,424.5,388.04998779296875,422.1000061035156,2972,2022-01-31
2022-02-07,381.284912109375,394.0,409.0,383.5249938964844,402.5,2326,2022-02-07
2022-02-14,360.35015869140625,369.5,394.42498779296875,360.0,376.0,4416,2022-02-14
2022-02-21,338.9193115234375,347.5249938964844,372.5,340.0249938964844,367.5,2258,2022-02-21
2022-02-28,345.2340087890625,354.0,366.0,337.5,342.5,1466,2022-02-28
2022-03-07,342.7958984375,351.5,370.0,337.5,347.0,2702,2022-03-07
2022-03-14,343.1372375488281,351.8500061035156,362.3999938964844,340.0249938964844,351.5,3226,2022-03-14
2022-03-21,356.40045166015625,365.45001220703125,373.8500061035156,336.32501220703125,351.8500061035156,7212,2022-03-21
2022-03-28,347.1844482421875,356.0,383.70001220703125,342.5,383.70001220703125,9608,2022-03-28
2022-04-04,355.9615783691406,365.0,373.5,353.0,360.5249938964844,3554,2022-04-04
2022-04-11,365.66522216796875,374.95001220703125,380.5,360.0,365.0,3154,2022-04-11
2022-04-18,346.7455749511719,355.54998779296875,374.95001220703125,343.8500061035156,370.0,5002,2022-04-18
2022-04-25,341.2842712402344,349.95001220703125,366.9750061035156,342.5249938964844,345.0,1866,2022-04-25
2022-05-02,330.9467468261719,339.3500061035156,362.5,336.0,349.95001220703125,1770,2022-05-02
2022-05-09,333.77496337890625,342.25,354.0,325.0,354.0,2280,2022-05-09
2022-05-16,327.5821838378906,335.8999938964844,350.5,330.5,330.5,2116,2022-05-16
2022-05-23,332.3852233886719,340.82501220703125,345.0,327.5,342.625,2184,2022-05-23
2022-05-30,332.6290588378906,341.07501220703125,355.0,340.0,349.0,2144,2022-05-30
2022-06-06,340.84539794921875,349.5,357.95001220703125,335.0,341.5,3088,2022-06-06
2022-06-13,331.5806884765625,340.0,353.5,327.0,333.0,818,2022-06-13
2022-06-20,325.7292175292969,334.0,344.0,320.0,340.0,892,2022-06-20
2022-06-27,331.6555480957031,338.0,349.3500061035156,326.54998779296875,334.0,278,2022-06-27
2022-07-04,342.9642333984375,349.5249938964844,354.5,332.54998779296875,338.0,2066,2022-07-04
2022-07-11,340.2413024902344,346.75,356.5,339.04998779296875,349.5,1586,2022-07-11
2022-07-18,349.31768798828125,356.0,362.0,347.54998779296875,347.54998779296875,954,2022-07-18
2022-07-25,355.6711730957031,362.4750061035156,371.0,352.5,360.0,2626,2022-07-25
2022-08-01,385.32879638671875,392.70001220703125,392.70001220703125,346.0,362.5,6700,2022-08-01
2022-08-08,416.82623291015625,424.79998779296875,454.54998779296875,399.6000061035156,412.32501220703125,10038,2022-08-08
2022-08-15,412.6560363769531,420.54998779296875,440.0,401.0,424.79998779296875,7342,2022-08-15
2022-08-22,392.4917907714844,400.0,438.5,386.0,438.5,18006,2022-08-22
2022-08-29,400.3171081542969,407.9750061035156,420.5249938964844,390.6000061035156,400.0,13260,2022-08-29
2022-09-05,397.39794921875,405.0,425.0,392.5,420.5,6728,2022-09-05
2022-09-12,372.9162292480469,380.04998779296875,424.0,375.0,424.0,23028,2022-09-12
2022-09-19,385.1080322265625,392.4750061035156,404.5,380.5,382.5,19132,2022-09-19
2022-09-26,377.7733154296875,385.0,391.0,353.5,382.875,26890,2022-09-26
2022-10-03,377.72430419921875,384.95001220703125,402.5,375.0,391.0,3980,2022-10-03
2022-10-10,372.2048645019531,379.32501220703125,419.7250061035156,365.7250061035156,365.7250061035156,8946,2022-10-10
2022-10-17,370.9047546386719,378.0,390.8999938964844,371.375,380.5,3086,2022-10-17
2022-10-24,370.51226806640625,377.6000061035156,394.875,375.5,378.5,3292,2022-10-24
2022-10-31,440.572021484375,449.0,449.0,378.0,391.5,21928,2022-10-31
2022-11-07,453.5242919921875,462.20001220703125,499.5,452.5,467.5,30444,2022-11-07
2022-11-14,473.7375793457031,482.79998779296875,515.0,462.20001220703125,465.0,30146,2022-11-14
2022-11-21,464.0234069824219,472.8999938964844,489.0,435.5,482.79998779296875,15476,2022-11-21
2022-11-28,497.18896484375,506.70001220703125,508.42498779296875,460.625,496.5249938964844,16796,2022-11-28
2022-12-05,470.0089111328125,479.0,515.5,465.625,506.8500061035156,9694,2022-12-05
2022-12-12,538.4987182617188,548.7999877929688,548.7999877929688,474.0,479.0,24932,2022-12-12
2022-12-19,556.9949340820312,567.6500244140625,637.5,562.5,562.5,38910,2022-12-19
2022-12-26,564.7466430664062,575.5499877929688,596.0,519.0,540.0,34646,2022-12-26
2023-01-02,648.3228759765625,660.7249755859375,708.5,586.5,604.0,51558,2023-01-02
2023-01-09,637.01416015625,649.2000122070312,679.4000244140625,630.0,630.5,20554,2023-01-09
2023-01-16,589.1792602539062,600.4500122070312,674.0,587.5499877929688,636.5,25946,2023-01-16
2023-01-23,591.4605712890625,602.7750244140625,648.5,597.5,600.5,13154,2023-01-23
2023-01-30,564.2069091796875,575.0,627.5,562.5,627.5,13246,2023-01-30
2023-02-06,629.5077514648438,641.5499877929688,679.5,561.0,561.0,32992,2023-02-06
2023-02-13,588.2470092773438,599.5,654.0,577.0,645.5,14176,2023-02-13
2023-02-20,574.0192260742188,585.0,609.0,571.7999877929688,605.0,3470,2023-02-20
2023-02-27,562.1494750976562,568.125,611.0,542.5,611.0,5676,2023-02-27
2023-03-06,530.9560546875,536.5999755859375,568.125,519.5499877929688,568.125,12316,2023-03-06
2023-03-13,524.9449462890625,530.5250244140625,562.4749755859375,522.5,525.875,7982,2023-03-13
2023-03-20,500.9747314453125,506.29998779296875,550.0,500.5,530.0250244140625,5384,2023-03-20
2023-03-27,498.2289123535156,503.5249938964844,516.4500122070312,490.8500061035156,516.4500122070312,5336,2023-03-27
2023-04-03,559.7994995117188,565.75,567.875,505.0,507.5,3960,2023-04-03
2023-04-10,557.17724609375,563.0999755859375,605.5,545.0,591.0,4724,2023-04-10
2023-04-17,559.923095703125,565.875,591.0,535.8250122070312,555.5,4612,2023-04-17
2023-04-24,566.8495483398438,572.875,599.0,553.0,572.4500122070312,5246,2023-04-24
2023-05-01,597.8944702148438,604.25,608.2999877929688,565.0,572.875,8096,2023-05-01
2023-05-08,741.6663208007812,749.5499877929688,749.5499877929688,599.0,624.0,29772,2023-05-08
2023-05-15,794.5045776367188,802.9500122070312,824.5,762.9500122070312,787.0250244140625,96436,2023-05-15
2023-05-22,775.9022827148438,784.1500244140625,843.0,755.0,843.0,19978,2023-05-22
2023-05-29,735.85302734375,743.6749877929688,836.4500122070312,740.5250244140625,820.5,38816,2023-05-29
2023-06-05,768.1843872070312,776.3499755859375,776.3499755859375,729.5,736.0,79516,2023-06-05
2023-06-12,800.5157470703125,809.0250244140625,833.5,770.0,815.1500244140625,168942,2023-06-12
2023-06-19,938.0289916992188,948.0,962.0,801.0,801.0,336834,2023-06-19
2023-06-26,937.7342529296875,945.125,1089.5,945.125,970.7999877929688,236198,2023-06-26
2023-07-03,1058.2098388671875,1066.550048828125,1114.449951171875,946.5,957.5,226596,2023-07-03
2023-07-10,1109.108642578125,1117.8499755859375,1195.9000244140625,1066.0,1066.550048828125,201074,2023-07-10
2023-07-17,1107.0499267578125,1115.7750244140625,1162.5,1061.9749755859375,1077.5,106772,2023-07-17
2023-07-24,1278.275390625,1288.3499755859375,1388.0,1163.0,1163.0,99428,2023-07-24
2023-07-31,1463.019287109375,1474.550048828125,1565.9000244140625,1306.25,1352.75,138838,2023-07-31
2023-08-07,1206.788818359375,1216.300048828125,1530.0,1212.449951171875,1530.0,97445,2023-08-07
2023-08-14,1183.373291015625,1192.699951171875,1266.0,1160.0,1162.0,43436,2023-08-14
2023-08-21,1114.5159912109375,1123.300048828125,1214.0,1089.0,1192.699951171875,79166,2023-08-21
2023-08-28,1128.2576904296875,1137.1500244140625,1160.0,1067.5,1145.800048828125,75876,2023-08-28
2023-09-04,1129.9940185546875,1138.9000244140625,1253.699951171875,1125.25,1189.0,99762,2023-09-04
2023-09-11,1055.5308837890625,1063.8499755859375,1158.800048828125,1040.0,1138.9000244140625,51541,2023-09-11
2023-09-18,1029.5357666015625,1037.6500244140625,1075.0,1015.0499877929688,1063.8499755859375,25171,2023-09-18
2023-09-25,1012.8175048828125,1020.7999877929688,1064.4000244140625,1000.0,1064.4000244140625,27542,2023-09-25
2023-10-02,990.5927124023438,998.4000244140625,1052.0,991.0999755859375,1020.7999877929688,45605,2023-10-02
2023-10-09,991.733642578125,999.5499877929688,1009.9000244140625,970.0,976.9500122070312,56691,2023-10-09
2023-10-16,1096.111083984375,1104.75,1215.0,988.0,1015.0,214378,2023-10-16
2023-10-23,1017.3319091796875,1025.3499755859375,1104.75,948.9000244140625,1104.75,109795,2023-10-23
2023-10-30,993.6683959960938,1001.5,1049.0,980.0,1025.3499755859375,83728,2023-10-30
2023-11-06,1029.2877197265625,1037.4000244140625,1094.949951171875,999.0,1001.5,823939,2023-11-06
2023-11-13,1184.6134033203125,1193.949951171875,1220.0,1049.8499755859375,1053.5999755859375,345628,2023-11-13
2023-11-20,1087.47900390625,1096.050048828125,1248.0,1086.0,1248.0,470123,2023-11-20
2023-11-27,1041.640380859375,1049.8499755859375,1122.0,1045.5,1096.050048828125,207979,2023-11-27
2023-12-04,992.0809326171875,999.9000244140625,1078.8499755859375,993.0,1073.0,1147521,2023-12-04
2023-12-11,993.1724243164062,1001.0,1055.0,994.1500244140625,1013.0,1784647,2023-12-11
2023-12-18,1267.4605712890625,1277.449951171875,1277.449951171875,1004.9500122070312,1013.4500122070312,1167469,2023-12-18
2023-12-25,1444.6142578125,1456.0,1478.75,1277.449951171875,1277.449951171875,2064254,2023-12-25
2024-01-01,1575.3837890625,1587.800048828125,1665.0,1450.0,1476.0,1514281,2024-01-01
2024-01-08,1542.1951904296875,1554.3499755859375,1605.0,1540.0999755859375,1599.0,489307,2024-01-08
2024-01-15,1587.6370849609375,1600.1500244140625,1680.6500244140625,1505.0,1564.949951171875,1391717,2024-01-15
2024-01-22,1623.454833984375,1636.25,1637.699951171875,1506.0,1600.1500244140625,757215,2024-01-22
2024-01-29,1775.9033203125,1789.9000244140625,1789.9000244140625,1606.1500244140625,1661.0,2747049,2024-01-29
2024-02-05,1770.6944580078125,1784.6500244140625,1866.949951171875,1705.050048828125,1818.0,1519637,2024-02-05
2024-02-12,1711.890380859375,1720.5999755859375,1798.449951171875,1675.0999755859375,1787.0,971579,2024-02-12
2024-02-19,1703.8314208984375,1712.5,1780.8499755859375,1669.0999755859375,1735.0,630577,2024-02-19
2024-02-26,1681.6441650390625,1690.199951171875,1718.0,1590.050048828125,1715.0,737363,2024-02-26
2024-03-04,1658.4124755859375,1666.8499755859375,1724.0,1619.1500244140625,1699.1500244140625,417065,2024-03-04
2024-03-11,1696.8668212890625,1705.5,1719.800048828125,1410.0999755859375,1666.8499755859375,1307133,2024-03-11
2024-03-18,1930.8763427734375,1940.699951171875,1960.0,1673.300048828125,1722.0,1244669,2024-03-18
2024-03-25,1950.725341796875,1960.6500244140625,2020.0,1911.050048828125,1940.699951171875,736934,2024-03-25
2024-04-01,2029.17626953125,2039.5,2089.300048828125,1932.3499755859375,1979.699951171875,926323,2024-04-01
2024-04-08,2078.823486328125,2089.39990234375,2206.0,2044.0,2051.0,953478,2024-04-08
2024-04-15,2033.30517578125,2043.6500244140625,2098.5,1931.0,2026.0,468657,2024-04-15
2024-04-22,2079.32080078125,2089.89990234375,2158.0,2036.0,2062.39990234375,461174,2024-04-22
2024-04-29,1963.56005859375,1973.550048828125,2110.89990234375,1936.050048828125,2107.25,339943,2024-04-29
2024-05-06,1958.4857177734375,1968.449951171875,2016.300048828125,1897.050048828125,1975.0,511901,2024-05-06
2024-05-13,2057.283203125,2067.75,2130.0,1905.0,1988.1500244140625,1319015,2024-05-13
2024-05-20,1936.0499267578125,1945.9000244140625,2088.0,1930.050048828125,1999.9000244140625,380727,2024-05-20
2024-05-27,1923.862060546875,1933.6500244140625,1951.050048828125,1851.300048828125,1949.0,441321,2024-05-27
2024-06-03,1958.5853271484375,1968.550048828125,1998.0,1665.050048828125,1998.0,777965,2024-06-03
2024-06-10,1927.44384765625,1937.25,2048.0,1927.0,1980.0,554611,2024-06-10
2024-06-17,1920.9766845703125,1930.75,1978.5,1911.050048828125,1937.25,223673,2024-06-17
2024-06-24,1901.6748046875,1911.3499755859375,2004.949951171875,1909.0,1929.0,365262,2024-06-24
2024-07-01,1970.425048828125,1980.449951171875,2015.0,1859.449951171875,1901.0,513729,2024-07-01
2024-07-08,1865.2103271484375,1874.699951171875,2020.0,1854.199951171875,2020.0,397008,2024-07-08
2024-07-15,1917.9918212890625,1927.75,1953.800048828125,1860.199951171875,1860.199951171875,293789,2024-07-15
2024-07-22,1892.9986572265625,1897.699951171875,1940.0,1805.0,1901.0,441426,2024-07-22
2024-07-29,1942.2763671875,1947.0999755859375,2118.0,1862.0,1897.0,1396986,2024-07-29
2024-08-05,1922.625244140625,1927.4000244140625,1930.75,1761.0,1900.0,605850,2024-08-05
2024-08-12,1960.2816162109375,1965.1500244140625,1989.0,1870.0,1900.050048828125,367022,2024-08-12
2024-08-19,2106.069580078125,2111.300048828125,2180.0,1982.050048828125,1989.0999755859375,1220597,2024-08-19
2024-08-26,2143.776123046875,2149.10009765625,2175.10009765625,2051.300048828125,2150.0,1084861,2024-08-26
2024-09-02,2221.0341796875,2226.550048828125,2284.699951171875,2103.5,2189.89990234375,1265447,2024-09-02
2024-09-09,2304.67626953125,2310.39990234375,2370.0,2160.60009765625,2247.0,1030348,2024-09-09
2024-09-16,2233.4033203125,2238.949951171875,2399.0,2203.35009765625,2312.800048828125,544780,2024-09-16
2024-09-23,2237.991943359375,2243.550048828125,2300.0,2156.0,2240.0,414717,2024-09-23
2024-09-30,2050.757080078125,2055.85009765625,2243.699951171875,2020.0,2243.550048828125,271425,2024-09-30
2024-10-07,2204.824462890625,2210.300048828125,2220.0,1933.0,2070.10009765625,445351,2024-10-07
2024-10-14,2215.846923828125,2221.35009765625,2277.0,2117.800048828125,2228.0,369859,2024-10-14
2024-10-21,1929.4083251953125,1934.199951171875,2230.10009765625,1901.0,2221.0,271404,2024-10-21
2024-10-28,2144.324462890625,2149.64990234375,2186.199951171875,1902.0,1902.0,263816,2024-10-28
2024-11-04,1983.623779296875,1988.550048828125,2145.0,1976.75,2126.0,232012,2024-11-04
2024-11-11,2021.6292724609375,2026.6500244140625,2115.0,1950.0999755859375,1995.0,256874,2024-11-11
2024-11-18,1985.0201416015625,1989.949951171875,2065.949951171875,1962.199951171875,1988.0,209082,2024-11-18
2024-11-25,2152.404541015625,2157.75,2204.449951171875,1989.949951171875,2000.0,407280,2024-11-25
2024-12-02,2114.598388671875,2119.85009765625,2220.0,2090.0,2170.0,404216,2024-12-02
2024-12-09,2171.856201171875,2177.25,2280.0,2117.5,2119.85009765625,521483,2024-12-09
2024-12-16,2049.559814453125,2054.64990234375,2239.89990234375,2040.75,2185.0,234162,2024-12-16
2024-12-23,2062.826904296875,2067.949951171875,2099.949951171875,1999.9000244140625,2065.5,170403,2024-12-23
2024-12-30,2110.458740234375,2115.699951171875,2204.800048828125,2040.0,2088.0,219352,2024-12-30
2025-01-06,2077.839599609375,2083.0,2133.0,1989.8499755859375,2123.10009765625,226294,2025-01-06
2025-01-13,1951.9024658203125,1956.75,2066.89990234375,1940.0,2043.0,156805,2025-01-13
2025-01-20,1904.42041015625,1909.1500244140625,1984.5,1897.449951171875,1950.0,157162,2025-01-20
2025-01-27,1996.8409423828125,2001.800048828125,2037.75,1764.0,1909.1500244140625,285086,2025-01-27
2025-02-03,2014.2974853515625,2019.300048828125,2056.0,1960.0999755859375,2001.800048828125,261864,2025-02-03
2025-02-10,1967.3499755859375,1967.3499755859375,2031.0,1880.0999755859375,1950.0,352343,2025-02-10
2025-02-17,2003.6500244140625,2003.6500244140625,2065.39990234375,1918.050048828125,1937.8499755859375,248728,2025-02-17
2025-02-24,1847.75,1847.75,2000.0,1768.5,2000.0,290727,2025-02-24
2025-03-03,1867.3499755859375,1867.3499755859375,1885.0,1670.0,1849.0,667246,2025-03-03
2025-03-10,1779.449951171875,1779.449951171875,1893.0,1750.0,1861.0,262272,2025-03-10
2025-03-17,1837.5,1837.5,1925.0,1750.1500244140625,1779.449951171875,364886,2025-03-17
2025-03-24,1888.9000244140625,1888.9000244140625,1910.6500244140625,1805.800048828125,1845.0,227490,2025-03-24
2025-03-31,1825.449951171875,1825.449951171875,1925.0,1815.0,1888.9000244140625,157095,2025-03-31
2025-04-07,1782.25,1782.25,1810.300048828125,1662.550048828125,1711.0,193692,2025-04-07
2025-04-14,1877.300048828125,1877.300048828125,1888.0,1782.25,1782.25,82903,2025-04-14
2025-04-21,1860.0,1860.0,1959.0,1809.9000244140625,1877.300048828125,215117,2025-04-21
2025-04-28,1772.699951171875,1772.699951171875,1906.300048828125,1771.300048828125,1877.699951171875,164585,2025-04-28
2025-05-05,2191.39990234375,2191.39990234375,2269.0,1761.699951171875,1785.0,2233777,2025-05-05
2025-05-12,2356.300048828125,2356.300048828125,2474.0,2222.199951171875,2240.0,823798,2025-05-12
2025-05-19,2410.699951171875,2410.699951171875,2548.5,2341.60009765625,2356.300048828125,515986,2025-05-19
2025-05-26,2468.89990234375,2468.89990234375,2580.0,2345.10009765625,2465.0,320789,2025-05-26
2025-06-02,2457.39990234375,2457.39990234375,2560.0,2401.10009765625,2489.0,375531,2025-06-02
2025-06-09,2436.0,2436.0,2591.0,2378.10009765625,2480.0,313218,2025-06-09
2025-06-16,2359.300048828125,2359.300048828125,2489.89990234375,2326.199951171875,2489.0,139497,2025-06-16
2025-06-23,2483.5,2483.5,2517.10009765625,2312.5,2320.0,233417,2025-06-23
2025-06-30,2571.89990234375,2571.89990234375,2610.0,2397.5,2512.5,444007,2025-06-30
2025-07-07,2407.5,2407.5,2594.699951171875,2352.699951171875,2589.0,215814,2025-07-07
2025-07-14,2356.39990234375,2356.39990234375,2427.0,2350.199951171875,2427.0,90272,2025-07-14
