Date,Adj Close_AGARIND.NS,Close_AGARIND.NS,High_AGARIND.NS,Low_AGARIND.NS,Open_AGARIND.NS,Volume_AGARIND.NS,Date
2021-03-15,136.2991485595703,138.25,149.85000610351562,129.10000610351562,146.5500030517578,44191,2021-03-15
2021-03-22,157.74224853515625,160.0,163.89999389648438,138.9499969482422,138.9499969482422,67058,2021-03-22
2021-03-29,156.5098876953125,158.75,162.9499969482422,152.0,160.0,20807,2021-03-29
2021-04-05,155.1789093017578,157.39999389648438,166.60000610351562,153.0,161.0,32801,2021-04-05
2021-04-12,153.15786743164062,155.35000610351562,161.8000030517578,145.0500030517578,154.5,33700,2021-04-12
2021-04-19,148.91854858398438,151.0500030517578,159.3000030517578,147.0,148.8000030517578,27035,2021-04-19
2021-04-26,149.55934143066406,151.6999969482422,161.0,144.14999389648438,151.0500030517578,66563,2021-04-26
2021-05-03,190.76953125,193.5,193.5,153.0,153.0,193638,2021-05-03
2021-05-10,195.60035705566406,198.39999389648438,213.3000030517578,195.0,203.14999389648438,155864,2021-05-10
2021-05-17,215.66322326660156,218.75,220.0,195.4499969482422,202.4499969482422,117263,2021-05-17
2021-05-24,213.83932495117188,216.89999389648438,232.0,214.0500030517578,224.5,147649,2021-05-24
2021-05-31,213.98719787597656,217.0500030517578,223.85000610351562,202.25,223.85000610351562,143209,2021-05-31
2021-06-07,241.19773864746094,244.64999389648438,251.14999389648438,223.14999389648438,224.6999969482422,242159,2021-06-07
2021-06-14,285.5134582519531,289.6000061035156,310.0,235.25,248.9499969482422,647619,2021-06-14
2021-06-21,303.6045227050781,307.95001220703125,319.79998779296875,282.25,285.79998779296875,284980,2021-06-21
2021-06-28,337.7655944824219,342.6000061035156,348.75,310.0,313.0,245978,2021-06-28
2021-07-05,317.8999328613281,322.45001220703125,349.95001220703125,306.5,348.79998779296875,154669,2021-07-05
2021-07-12,350.5328369140625,355.54998779296875,365.0,323.29998779296875,327.0,228527,2021-07-12
2021-07-19,342.3992614746094,347.29998779296875,364.0,341.3999938964844,360.0,127510,2021-07-19
2021-07-26,344.66680908203125,349.6000061035156,364.79998779296875,336.45001220703125,356.95001220703125,167456,2021-07-26
2021-08-02,342.5471496582031,347.45001220703125,385.1499938964844,338.1000061035156,350.0,299788,2021-08-02
2021-08-09,332.93475341796875,337.70001220703125,358.8500061035156,306.04998779296875,352.0,165959,2021-08-09
2021-08-16,304.4918212890625,308.8500061035156,333.6499938964844,304.8500061035156,331.0,121330,2021-08-16
2021-08-23,296.94976806640625,301.20001220703125,315.0,280.54998779296875,315.0,118900,2021-08-23
2021-08-30,317.8999328613281,322.45001220703125,332.0,303.1499938964844,303.1499938964844,95852,2021-08-30
2021-09-06,310.8507995605469,315.29998779296875,334.95001220703125,310.1000061035156,332.79998779296875,48301,2021-09-06
2021-09-13,299.0694274902344,303.3500061035156,321.6499938964844,302.0,321.6499938964844,67140,2021-09-13
2021-09-20,297.04833984375,301.29998779296875,315.95001220703125,282.1000061035156,304.0,73129,2021-09-20
2021-09-27,336.33465576171875,339.04998779296875,358.95001220703125,301.5,309.0,400172,2021-09-27
2021-10-04,387.521484375,390.6499938964844,414.0,346.0,346.0,504234,2021-10-04
2021-10-11,365.5984191894531,368.54998779296875,398.3999938964844,357.04998779296875,396.5,278222,2021-10-11
2021-10-18,323.7364196777344,326.3500061035156,380.0,320.0,373.0,229956,2021-10-18
2021-10-25,308.9557189941406,311.45001220703125,339.20001220703125,310.20001220703125,339.20001220703125,106236,2021-10-25
2021-11-01,351.31378173828125,354.1499938964844,364.0,313.3500061035156,317.0,172351,2021-11-01
2021-11-08,370.26080322265625,373.25,408.0,346.75,359.8999938964844,592430,2021-11-08
2021-11-15,372.4927673339844,375.5,403.0,342.8500061035156,342.8500061035156,387930,2021-11-15
2021-11-22,398.97894287109375,402.20001220703125,439.0,354.45001220703125,375.5,675211,2021-11-22
2021-11-29,417.57879638671875,420.95001220703125,444.0,381.1499938964844,402.20001220703125,571417,2021-11-29
2021-12-06,439.997802734375,443.54998779296875,474.20001220703125,416.20001220703125,416.20001220703125,618119,2021-12-06
2021-12-13,400.3181457519531,403.54998779296875,449.5,399.1499938964844,449.5,312336,2021-12-13
2021-12-20,382.859130859375,385.95001220703125,397.8500061035156,351.0,396.1000061035156,171431,2021-12-20
2021-12-27,391.5390319824219,394.70001220703125,417.8999938964844,380.6499938964844,392.0,168349,2021-12-27
2022-01-03,440.4442138671875,444.0,458.79998779296875,390.0,398.79998779296875,525790,2022-01-03
2022-01-10,504.13006591796875,508.20001220703125,531.0,449.95001220703125,449.95001220703125,801008,2022-01-10
2022-01-17,522.7794799804688,527.0,548.9000244140625,501.0,508.20001220703125,358004,2022-01-17
2022-01-24,506.2628479003906,510.3500061035156,538.0,452.0,526.5499877929688,272729,2022-01-24
2022-01-31,548.8688354492188,553.2999877929688,572.8499755859375,519.25,527.8499755859375,431872,2022-01-31
2022-02-07,559.2847900390625,563.7999877929688,628.0499877929688,541.0,558.5,449346,2022-02-07
2022-02-14,519.7044067382812,523.9000244140625,575.5,511.8500061035156,534.0999755859375,302295,2022-02-14
2022-02-21,465.5911865234375,469.3500061035156,534.0,433.6000061035156,523.9000244140625,454258,2022-02-21
2022-02-28,462.41680908203125,466.1499938964844,489.04998779296875,456.6499938964844,467.0,188949,2022-02-28
2022-03-07,460.6312255859375,464.3500061035156,494.3500061035156,423.0,456.1000061035156,253131,2022-03-07
2022-03-14,539.3953247070312,543.75,554.0,456.95001220703125,468.25,376187,2022-03-14
2022-03-21,608.3388061523438,613.25,655.0,553.0,553.2000122070312,805304,2022-03-21
2022-03-28,668.007080078125,673.4000244140625,692.2000122070312,594.9500122070312,613.4000244140625,484512,2022-03-28
2022-04-04,626.0457763671875,631.0999755859375,683.9500122070312,628.0,678.9500122070312,230377,2022-04-04
2022-04-11,643.8519897460938,649.0499877929688,655.75,612.4500122070312,635.0,151994,2022-04-11
2022-04-18,673.3638305664062,678.7999877929688,691.0,616.0,649.0499877929688,340938,2022-04-18
2022-04-25,690.7235717773438,696.2999877929688,730.9500122070312,661.8499755859375,678.7999877929688,682965,2022-04-25
2022-05-02,647.0264282226562,652.25,716.5,640.0,700.0,461526,2022-05-02
2022-05-09,555.7136840820312,560.2000122070312,650.0,500.0,643.25,609804,2022-05-09
2022-05-16,569.9486694335938,574.5499877929688,634.2999877929688,531.9500122070312,565.0,812964,2022-05-16
2022-05-23,521.9859008789062,526.2000122070312,584.25,487.45001220703125,575.0499877929688,355536,2022-05-23
2022-05-30,534.8322143554688,539.1500244140625,570.0,526.2999877929688,532.0,195235,2022-05-30
2022-06-06,517.0259399414062,521.2000122070312,548.0,519.0,539.7000122070312,149107,2022-06-06
2022-06-13,444.5113830566406,448.1000061035156,514.4000244140625,432.25,514.4000244140625,259190,2022-06-13
2022-06-20,440.3450012207031,443.8999938964844,455.75,405.0,441.54998779296875,252505,2022-06-20
2022-06-27,431.31787109375,434.79998779296875,481.8999938964844,424.0,453.29998779296875,101405,2022-06-27
2022-07-04,444.6601867675781,448.25,457.0,425.04998779296875,439.25,170548,2022-07-04
2022-07-11,442.775390625,446.3500061035156,469.6499938964844,438.29998779296875,450.0,71297,2022-07-11
2022-07-18,469.4103698730469,473.20001220703125,485.0,448.1000061035156,449.8999938964844,148968,2022-07-18
2022-07-25,485.9765930175781,489.8999938964844,500.0,450.79998779296875,480.0,155891,2022-07-25
2022-08-01,618.10986328125,623.0999755859375,626.0,492.0,493.8999938964844,1246134,2022-08-01
2022-08-08,643.8519897460938,649.0499877929688,677.0,600.0,630.1500244140625,707438,2022-08-08
2022-08-15,610.1243286132812,615.0499877929688,661.0,607.8499755859375,649.0499877929688,529350,2022-08-15
2022-08-22,655.0119018554688,660.2999877929688,685.1500244140625,602.75,623.7999877929688,458784,2022-08-22
2022-08-29,664.38623046875,669.75,713.0,621.2999877929688,650.0,528935,2022-08-29
2022-09-05,651.6392211914062,656.9000244140625,710.0,655.0,694.9500122070312,237977,2022-09-05
2022-09-12,602.6348266601562,607.5,669.0,602.7999877929688,660.0,296788,2022-09-12
2022-09-19,584.5309448242188,589.25,647.0,583.3499755859375,610.2000122070312,229159,2022-09-19
2022-09-26,635.4657592773438,638.5,642.0,544.0999755859375,587.0,738254,2022-09-26
2022-10-03,712.3984375,715.7999877929688,724.8499755859375,618.1500244140625,643.0,671989,2022-10-03
2022-10-10,669.6525268554688,672.8499755859375,746.2000122070312,671.2999877929688,714.0,629927,2022-10-10
2022-10-17,661.6408081054688,664.7999877929688,712.7999877929688,656.2999877929688,671.0,291087,2022-10-17
2022-10-24,677.8135375976562,681.0499877929688,703.0499877929688,667.0,668.2999877929688,151303,2022-10-24
2022-10-31,682.1926879882812,685.4500122070312,733.4500122070312,676.2999877929688,694.9000244140625,320271,2022-10-31
2022-11-07,632.281005859375,635.2999877929688,707.1500244140625,632.0,686.9000244140625,269925,2022-11-07
2022-11-14,613.3712768554688,616.2999877929688,649.9000244140625,610.0,641.7000122070312,340296,2022-11-14
2022-11-21,631.4848022460938,634.5,650.4000244140625,610.2999877929688,616.2999877929688,207259,2022-11-21
2022-11-28,647.6078491210938,650.7000122070312,659.0,619.0,635.0,164771,2022-11-28
2022-12-05,628.6981201171875,631.7000122070312,666.7000122070312,619.2999877929688,656.2999877929688,179369,2022-12-05
2022-12-12,616.2575073242188,619.2000122070312,641.0,613.0,634.2999877929688,129891,2022-12-12
2022-12-19,566.9429931640625,569.6500244140625,648.0,566.0,619.2000122070312,253688,2022-12-19
2022-12-26,596.053955078125,598.9000244140625,616.25,563.4500122070312,569.9500122070312,129220,2022-12-26
2023-01-02,582.6679077148438,585.4500122070312,617.1500244140625,581.5999755859375,603.2999877929688,113675,2023-01-02
2023-01-09,585.7034301757812,588.5,620.0,570.2999877929688,594.9000244140625,209847,2023-01-09
2023-01-16,615.6603393554688,618.5999755859375,643.2999877929688,589.0,594.4000244140625,248542,2023-01-16
2023-01-23,590.9782104492188,593.7999877929688,625.9500122070312,581.1500244140625,624.1500244140625,90306,2023-01-23
2023-01-30,638.2026977539062,641.25,649.9000244140625,590.0,590.0,265810,2023-01-30
2023-02-06,676.519775390625,679.75,707.4500122070312,641.25,641.25,424227,2023-02-06
2023-02-13,643.178955078125,646.25,700.0,642.2000122070312,683.0,164561,2023-02-13
2023-02-20,621.9304809570312,624.9000244140625,674.1500244140625,620.2000122070312,653.8499755859375,164438,2023-02-20
2023-02-27,622.7763671875,625.75,630.7000122070312,601.5,623.0,99636,2023-02-27
2023-03-06,618.2977294921875,621.25,643.5499877929688,611.0,633.0499877929688,63107,2023-03-06
2023-03-13,592.4710693359375,595.2999877929688,629.4000244140625,585.0,621.3499755859375,97414,2023-03-13
2023-03-20,578.1892700195312,580.9500122070312,601.9000244140625,577.5999755859375,594.7999877929688,78545,2023-03-20
2023-03-27,566.8434448242188,569.5499877929688,582.25,531.1500244140625,582.25,196737,2023-03-27
2023-04-03,595.9544067382812,598.7999877929688,635.0,573.2999877929688,573.2999877929688,128631,2023-04-03
2023-04-10,593.6156005859375,596.4500122070312,607.4500122070312,581.0,597.2999877929688,94699,2023-04-10
2023-04-17,588.639404296875,591.4500122070312,613.0,585.2000122070312,600.0,107383,2023-04-17
2023-04-24,621.333251953125,624.2999877929688,629.5,592.5499877929688,594.7000122070312,147121,2023-04-24
2023-05-01,622.0299682617188,625.0,644.0,621.0,624.2999877929688,115500,2023-05-01
2023-05-08,622.3284912109375,625.2999877929688,652.0,623.0,630.2999877929688,150348,2023-05-08
2023-05-15,668.20947265625,671.4000244140625,676.0,618.8499755859375,626.2999877929688,193672,2023-05-15
2023-05-22,596.3526000976562,599.2000122070312,697.8499755859375,595.0,671.0,402125,2023-05-22
2023-05-29,595.1582641601562,598.0,617.8499755859375,585.5,603.2999877929688,140866,2023-05-29
2023-06-05,603.1202392578125,606.0,623.2000122070312,600.0999755859375,605.0,166022,2023-06-05
2023-06-12,610.7836303710938,613.7000122070312,633.0499877929688,600.8499755859375,607.6500244140625,223918,2023-06-12
2023-06-19,603.8666381835938,606.75,628.4000244140625,602.9500122070312,619.5,252633,2023-06-19
2023-06-26,632.0819702148438,635.0999755859375,641.25,603.7000122070312,610.2999877929688,258836,2023-06-26
2023-07-03,604.4637451171875,607.3499755859375,639.9000244140625,604.75,635.0999755859375,184725,2023-07-03
2023-07-10,677.9130859375,681.1500244140625,687.9500122070312,604.0,613.9500122070312,460646,2023-07-10
2023-07-17,798.338134765625,802.1500244140625,835.0,686.0,689.0,2161331,2023-07-17
2023-07-24,823.4183349609375,827.3499755859375,864.9500122070312,787.0,814.6500244140625,444295,2023-07-24
2023-07-31,854.2212524414062,858.2999877929688,889.75,802.0,828.9000244140625,660844,2023-07-31
2023-08-07,822.8212280273438,826.75,869.75,817.2999877929688,862.0999755859375,325661,2023-08-07
2023-08-14,817.5961303710938,821.5,873.4500122070312,765.0499877929688,821.0999755859375,347302,2023-08-14
2023-08-21,888.9056396484375,893.1500244140625,960.0,821.75,826.8499755859375,1128948,2023-08-21
2023-08-28,1041.4771728515625,1046.449951171875,1060.0,904.4500122070312,904.4500122070312,1169842,2023-08-28
2023-09-04,1033.763916015625,1038.699951171875,1099.0,1009.2999877929688,1054.699951171875,710946,2023-09-04
2023-09-11,898.9707641601562,901.1500244140625,1078.25,890.4000244140625,1040.0,781617,2023-09-11
2023-09-18,891.7882080078125,893.9500122070312,940.0,871.0499877929688,912.9000244140625,411877,2023-09-18
2023-09-25,896.2274169921875,898.4000244140625,917.7999877929688,882.4000244140625,894.0,198318,2023-09-25
2023-10-02,919.9698486328125,922.2000122070312,940.0,860.0,898.4000244140625,225483,2023-10-02
2023-10-09,940.021240234375,942.2999877929688,955.0,881.75,920.9500122070312,301624,2023-10-09
2023-10-16,892.4365844726562,894.5999755859375,954.7999877929688,890.0,954.5,324628,2023-10-16
2023-10-23,879.8670654296875,882.0,904.5499877929688,805.0499877929688,894.9500122070312,245549,2023-10-23
2023-10-30,861.96044921875,864.0499877929688,892.0499877929688,848.8499755859375,887.0,129514,2023-10-30
2023-11-06,890.09228515625,892.25,911.0999755859375,865.0,870.5499877929688,159484,2023-11-06
2023-11-13,948.8997192382812,951.2000122070312,958.0,843.2999877929688,856.0,365475,2023-11-13
2023-11-20,928.9979858398438,931.25,971.3499755859375,910.0,947.9500122070312,217472,2023-11-20
2023-11-27,927.5514526367188,929.7999877929688,958.0,916.1500244140625,931.25,148450,2023-11-27
2023-12-04,967.8538208007812,970.2000122070312,1032.4000244140625,939.0,939.0,469292,2023-12-04
2023-12-11,945.75732421875,948.0499877929688,986.9500122070312,942.0499877929688,974.0999755859375,152970,2023-12-11
2023-12-18,938.6246948242188,940.9000244140625,974.9000244140625,882.0,948.0499877929688,230004,2023-12-18
2023-12-25,922.81298828125,925.0499877929688,947.0,910.0,940.9000244140625,144239,2023-12-25
2024-01-01,982.2688598632812,984.6500244140625,1009.0,919.0,929.8499755859375,313961,2024-01-01
2024-01-08,949.5481567382812,951.8499755859375,1000.0,937.5499877929688,996.0,200234,2024-01-08
2024-01-15,1066.26513671875,1068.8499755859375,1129.800048828125,941.25,959.4000244140625,875584,2024-01-15
2024-01-22,1021.2742919921875,1023.75,1075.6500244140625,1001.5,1068.8499755859375,225693,2024-01-22
2024-01-29,1093.499267578125,1096.1500244140625,1155.0,1001.25,1028.0,477385,2024-01-29
2024-02-05,1076.4405517578125,1079.050048828125,1116.949951171875,1030.25,1096.1500244140625,177217,2024-02-05
2024-02-12,1014.1415405273438,1016.5999755859375,1089.300048828125,970.1500244140625,1089.300048828125,273457,2024-02-12
2024-02-19,999.2776489257812,1001.7000122070312,1039.800048828125,974.0,1025.0,126813,2024-02-19
2024-02-26,954.28662109375,956.5999755859375,1012.0999755859375,933.0,1006.0499877929688,155863,2024-02-26
2024-03-04,930.3446655273438,932.5999755859375,960.0,895.25,945.0,133870,2024-03-04
2024-03-11,855.37646484375,857.4500122070312,936.1500244140625,776.2999877929688,932.5999755859375,321748,2024-03-11
2024-03-18,810.385498046875,812.3499755859375,870.0,781.0999755859375,852.0,328854,2024-03-18
2024-03-25,798.4644165039062,800.4000244140625,824.6500244140625,785.0,812.3499755859375,139428,2024-03-25
2024-04-01,844.8020629882812,846.8499755859375,867.6500244140625,800.4000244140625,805.9000244140625,231155,2024-04-01
2024-04-08,822.955078125,824.9500122070312,869.9500122070312,806.75,851.5,139599,2024-04-08
2024-04-15,840.3628540039062,842.4000244140625,849.9000244140625,787.0499877929688,802.0,142755,2024-04-15
2024-04-22,910.9417724609375,913.1500244140625,957.0,862.2999877929688,868.7999877929688,551045,2024-04-22
2024-04-29,866.7488403320312,868.8499755859375,921.4500122070312,861.0,918.9500122070312,120112,2024-04-29
2024-05-06,805.3477172851562,807.2999877929688,873.9500122070312,798.8499755859375,870.8499755859375,187050,2024-05-06
2024-05-13,906.4027099609375,908.5999755859375,930.7000122070312,795.0,816.5499877929688,225396,2024-05-13
2024-05-20,923.1122436523438,925.3499755859375,945.0,908.5999755859375,908.5999755859375,122455,2024-05-20
2024-05-27,874.530029296875,876.6500244140625,1010.0,865.0,928.9500122070312,895992,2024-05-27
2024-06-03,912.6875610351562,914.9000244140625,950.0,786.25,924.9000244140625,405505,2024-06-03
2024-06-10,1135.1483154296875,1137.9000244140625,1180.0,929.9500122070312,935.0,1868267,2024-06-10
2024-06-17,1148.8150634765625,1151.5999755859375,1235.0,1125.5,1137.9000244140625,650449,2024-06-17
2024-06-24,1149.214111328125,1152.0,1229.6500244140625,1135.050048828125,1153.449951171875,390799,2024-06-24
2024-07-01,1226.27734375,1229.25,1298.0,1150.4000244140625,1159.0,479019,2024-07-01
2024-07-08,1196.9483642578125,1199.8499755859375,1259.25,1140.050048828125,1242.0,307458,2024-07-08
2024-07-15,1162.930908203125,1165.75,1298.0,1159.050048828125,1199.8499755859375,346495,2024-07-15
2024-07-22,1184.4288330078125,1187.300048828125,1220.0,1086.550048828125,1165.699951171875,253024,2024-07-22
2024-07-29,1214.605712890625,1217.550048828125,1268.0,1167.199951171875,1193.0,260807,2024-07-29
2024-08-05,1305.83447265625,1309.0,1335.0,1110.0,1200.050048828125,901689,2024-08-05
2024-08-12,1225.778564453125,1228.75,1322.0,1203.0,1309.0,273366,2024-08-12
2024-08-19,1280.844970703125,1283.949951171875,1327.0,1221.050048828125,1228.75,344688,2024-08-19
2024-08-26,1226.5267333984375,1229.5,1341.0999755859375,1224.699951171875,1293.25,249792,2024-08-26
2024-09-02,1217.299072265625,1220.25,1264.550048828125,1216.550048828125,1230.0,125292,2024-09-02
2024-09-09,1201.75,1201.75,1230.199951171875,1169.0999755859375,1221.25,166874,2024-09-09
2024-09-16,1128.6500244140625,1128.6500244140625,1209.0,1105.5,1187.0,174647,2024-09-16
2024-09-23,1158.6500244140625,1158.6500244140625,1217.0999755859375,1133.6500244140625,1143.9000244140625,173298,2024-09-23
2024-09-30,1122.6500244140625,1122.6500244140625,1167.0999755859375,1095.0,1152.8499755859375,132812,2024-09-30
2024-10-07,1130.8499755859375,1130.8499755859375,1148.0999755859375,1050.0,1131.8499755859375,118703,2024-10-07
2024-10-14,1123.5999755859375,1123.5999755859375,1150.0,1090.050048828125,1132.050048828125,101028,2024-10-14
2024-10-21,1010.0,1010.0,1133.550048828125,981.2000122070312,1130.9000244140625,149698,2024-10-21
2024-10-28,1099.550048828125,1099.550048828125,1100.0,982.3499755859375,1009.9500122070312,84351,2024-10-28
2024-11-04,1069.0,1069.0,1131.949951171875,1039.8499755859375,1109.0,103555,2024-11-04
2024-11-11,1007.25,1007.25,1111.0,984.4500122070312,1070.0,109182,2024-11-11
2024-11-18,1004.9500122070312,1004.9500122070312,1030.6500244140625,965.0,1022.7000122070312,92447,2024-11-18
2024-11-25,1189.300048828125,1189.300048828125,1215.0,1015.2000122070312,1019.9500122070312,303727,2024-11-25
2024-12-02,1250.0999755859375,1250.0999755859375,1282.300048828125,1165.050048828125,1177.0,214734,2024-12-02
2024-12-09,1260.5,1260.5,1275.0,1225.9000244140625,1254.5,146677,2024-12-09
2024-12-16,1335.800048828125,1335.800048828125,1380.0,1251.550048828125,1259.449951171875,429769,2024-12-16
2024-12-23,1293.300048828125,1293.300048828125,1352.6500244140625,1265.0,1320.050048828125,110623,2024-12-23
2024-12-30,1268.3499755859375,1268.3499755859375,1315.0,1250.0,1307.0,100905,2024-12-30
2025-01-06,1213.449951171875,1213.449951171875,1300.0,1205.5,1255.0,111963,2025-01-06
2025-01-13,1171.199951171875,1171.199951171875,1201.949951171875,1113.550048828125,1201.0999755859375,91635,2025-01-13
2025-01-20,1116.75,1116.75,1202.6500244140625,1108.0,1151.0999755859375,69827,2025-01-20
2025-01-27,1120.449951171875,1120.449951171875,1168.199951171875,1035.050048828125,1100.0,102322,2025-01-27
2025-02-03,1095.5999755859375,1095.5999755859375,1140.0,1060.0,1120.0,83923,2025-02-03
2025-02-10,945.9500122070312,945.9500122070312,1108.5,900.0,1095.0,159235,2025-02-10
2025-02-17,947.5,947.5,989.75,880.9500122070312,927.0,165473,2025-02-17
2025-02-24,886.9500122070312,886.9500122070312,946.3499755859375,865.0999755859375,942.25,110374,2025-02-24
2025-03-03,1035.199951171875,1035.199951171875,1048.0,837.2999877929688,890.0,232918,2025-03-03
2025-03-10,953.9000244140625,953.9000244140625,1034.5,950.0,1025.800048828125,68971,2025-03-10
2025-03-17,1062.1500244140625,1062.1500244140625,1079.0999755859375,950.5,952.0,86730,2025-03-17
2025-03-24,972.75,972.75,1103.0,961.0,1062.199951171875,108279,2025-03-24
2025-03-31,984.4000244140625,984.4000244140625,1025.550048828125,960.0,972.75,46149,2025-03-31
2025-04-07,982.4000244140625,982.4000244140625,998.0,889.0999755859375,889.0999755859375,69068,2025-04-07
2025-04-14,1036.5,1036.5,1050.0,985.4000244140625,994.0499877929688,72202,2025-04-14
2025-04-21,998.8499755859375,998.8499755859375,1077.0,990.0,1027.0999755859375,75025,2025-04-21
2025-04-28,975.9500122070312,975.9500122070312,1020.0499877929688,970.5999755859375,990.0,30254,2025-04-28
2025-05-05,939.5499877929688,939.5499877929688,1015.0,926.5499877929688,980.0499877929688,80650,2025-05-05
2025-05-12,1019.7000122070312,1019.7000122070312,1032.0,960.0,960.0,66023,2025-05-12
2025-05-19,1073.6500244140625,1073.6500244140625,1081.0,1019.0,1019.9000244140625,85905,2025-05-19
2025-05-26,960.2000122070312,960.2000122070312,1012.0499877929688,945.8499755859375,1012.0499877929688,170373,2025-05-26
2025-06-02,974.75,974.75,990.9500122070312,936.2999877929688,961.0,158266,2025-06-02
2025-06-09,963.0499877929688,963.0499877929688,1019.0,955.0,974.75,124216,2025-06-09
2025-06-16,978.5499877929688,978.5499877929688,998.9500122070312,947.9500122070312,967.9500122070312,76558,2025-06-16
2025-06-23,985.3499755859375,985.3499755859375,998.25,956.7999877929688,974.8499755859375,79150,2025-06-23
2025-06-30,957.4000244140625,957.4000244140625,1002.0,947.0,985.3499755859375,99323,2025-06-30
2025-07-07,922.9500122070312,922.9500122070312,960.0499877929688,919.5,954.0,80874,2025-07-07
2025-07-14,924.7000122070312,924.7000122070312,933.0,919.25,927.7999877929688,21857,2025-07-14
