Date,Adj Close_VIDHIING.NS,Close_VIDHIING.NS,High_VIDHIING.NS,Low_VIDHIING.NS,Open_VIDHIING.NS,Volume_VIDHIING.NS,Date
2021-05-31,203.94091796875,207.35000610351562,220.14999389648438,199.0,205.60000610351562,1173794,2021-05-31
2021-06-07,211.90771484375,215.4499969482422,233.0,209.60000610351562,212.89999389648438,1829362,2021-06-07
2021-06-14,201.97378540039062,205.35000610351562,227.4499969482422,171.1999969482422,215.89999389648438,795039,2021-06-14
2021-06-21,211.5634765625,215.10000610351562,223.9499969482422,205.10000610351562,205.10000610351562,522115,2021-06-21
2021-06-28,215.10427856445312,218.6999969482422,227.0,211.39999389648438,211.39999389648438,546493,2021-06-28
2021-07-05,267.5771484375,272.04998779296875,281.0,217.39999389648438,217.39999389648438,4737229,2021-07-05
2021-07-12,253.4630889892578,257.70001220703125,288.0,253.0,275.0,812178,2021-07-12
2021-07-19,278.39630126953125,283.04998779296875,307.0,251.0500030517578,254.0,1404739,2021-07-19
2021-07-26,329.54132080078125,335.04998779296875,335.79998779296875,274.04998779296875,284.20001220703125,1658554,2021-07-26
2021-08-02,323.4432678222656,328.8500061035156,384.70001220703125,316.0,343.5,3491082,2021-08-02
2021-08-09,324.57440185546875,330.0,346.29998779296875,280.0,331.3999938964844,953434,2021-08-09
2021-08-16,341.09820556640625,346.79998779296875,353.5,303.0,330.04998779296875,763623,2021-08-16
2021-08-23,322.1646728515625,327.54998779296875,360.0,315.3500061035156,350.0,947911,2021-08-23
2021-08-30,339.3277587890625,345.0,355.6000061035156,327.54998779296875,328.95001220703125,1010483,2021-08-30
2021-09-06,367.11328125,373.25,386.45001220703125,335.95001220703125,345.5,1879806,2021-09-06
2021-09-13,361.310302734375,367.3500061035156,401.0,345.0,369.79998779296875,1851723,2021-09-13
2021-09-20,356.9334716796875,362.8999938964844,390.0,346.0,356.0,1043877,2021-09-20
2021-09-27,386.55230712890625,392.79998779296875,404.70001220703125,357.45001220703125,369.8999938964844,1129771,2021-09-27
2021-10-04,370.85601806640625,376.8500061035156,416.0,374.0,392.79998779296875,1243971,2021-10-04
2021-10-11,362.1468200683594,368.0,382.25,360.8999938964844,381.8999938964844,324238,2021-10-11
2021-10-18,333.50958251953125,338.8999938964844,383.0,332.5,372.8999938964844,432934,2021-10-18
2021-10-25,320.96240234375,326.1499938964844,347.95001220703125,325.0,338.0,258871,2021-10-25
2021-11-01,347.04095458984375,352.6499938964844,362.1499938964844,327.0,327.1499938964844,215299,2021-11-01
2021-11-08,331.3938293457031,336.75,376.0,334.0,355.95001220703125,451358,2021-11-08
2021-11-15,315.697509765625,320.79998779296875,342.0,318.5,339.54998779296875,270380,2021-11-15
2021-11-22,323.8225402832031,328.6499938964844,346.0,301.1000061035156,317.95001220703125,256583,2021-11-22
2021-11-29,330.9167175292969,335.8500061035156,341.29998779296875,309.8999938964844,328.70001220703125,166986,2021-11-29
2021-12-06,344.9574279785156,350.1000061035156,354.95001220703125,330.1000061035156,331.20001220703125,233144,2021-12-06
2021-12-13,358.2591552734375,363.6000061035156,380.0,350.0,350.0,361213,2021-12-13
2021-12-20,379.8866882324219,385.54998779296875,392.0,347.1499938964844,353.1000061035156,408760,2021-12-20
2021-12-27,389.5427551269531,395.3500061035156,399.1499938964844,377.6000061035156,388.0,382379,2021-12-27
2022-01-03,400.0363464355469,406.0,422.20001220703125,390.6499938964844,398.0,466515,2022-01-03
2022-01-10,424.2257385253906,430.54998779296875,437.8999938964844,397.1000061035156,401.5,578502,2022-01-10
2022-01-17,404.02679443359375,410.04998779296875,444.3999938964844,404.29998779296875,435.0,368706,2022-01-17
2022-01-24,383.433837890625,389.1499938964844,413.1499938964844,382.1000061035156,413.0,197766,2022-01-24
2022-01-31,408.4607238769531,414.54998779296875,419.95001220703125,388.0,392.0,136629,2022-01-31
2022-02-07,383.433837890625,389.1499938964844,430.0,382.0,417.8999938964844,269945,2022-02-07
2022-02-14,364.22027587890625,369.6499938964844,390.3500061035156,358.1499938964844,388.8999938964844,184106,2022-02-14
2022-02-21,341.2624816894531,346.3500061035156,376.0,336.1000061035156,365.0,176896,2022-02-21
2022-02-28,345.0067138671875,350.1499938964844,368.8500061035156,337.1000061035156,346.3500061035156,97691,2022-02-28
2022-03-07,378.7043151855469,384.3500061035156,389.95001220703125,340.0,340.0,125702,2022-03-07
2022-03-14,380.6256408691406,386.29998779296875,399.8999938964844,380.0,395.0,77789,2022-03-14
2022-03-21,392.20306396484375,398.04998779296875,435.0,383.95001220703125,390.0,553239,2022-03-21
2022-03-28,452.8490295410156,459.6000061035156,465.0,391.95001220703125,400.0,874615,2022-03-28
2022-04-04,471.7176513671875,478.75,513.8499755859375,465.75,490.8999938964844,1654793,2022-04-04
2022-04-11,463.8844909667969,470.79998779296875,507.0,465.29998779296875,473.5,620438,2022-04-11
2022-04-18,461.3719482421875,468.25,484.20001220703125,429.29998779296875,470.1000061035156,377952,2022-04-18
2022-04-25,447.08489990234375,453.75,475.1000061035156,445.0,467.3999938964844,268930,2022-04-25
2022-05-02,412.3526916503906,418.5,459.8999938964844,405.1000061035156,447.0,241888,2022-05-02
2022-05-09,387.62139892578125,393.3999938964844,416.0,377.0,414.1000061035156,352416,2022-05-09
2022-05-16,386.29119873046875,392.04998779296875,423.0,384.79998779296875,399.0,213391,2022-05-16
2022-05-23,381.1183166503906,386.79998779296875,397.0,368.20001220703125,395.0,130427,2022-05-23
2022-05-30,395.8487548828125,401.75,417.3999938964844,388.1499938964844,388.75,162516,2022-05-30
2022-06-06,378.7535705566406,384.3999938964844,403.25,378.1000061035156,403.25,103537,2022-06-06
2022-06-13,349.5883483886719,354.79998779296875,385.0,344.1000061035156,382.0,253300,2022-06-13
2022-06-20,388.3111267089844,394.1000061035156,396.0,340.70001220703125,350.1499938964844,296255,2022-06-20
2022-06-27,380.72418212890625,386.3999938964844,418.8999938964844,381.3500061035156,397.3500061035156,120847,2022-06-27
2022-07-04,400.4303894042969,406.3999938964844,410.0,383.5,383.5,103789,2022-07-04
2022-07-11,397.57305908203125,403.5,450.0,400.1000061035156,408.45001220703125,489841,2022-07-11
2022-07-18,388.2618408203125,394.04998779296875,411.70001220703125,389.0,405.54998779296875,135644,2022-07-18
2022-07-25,382.9411315917969,388.6499938964844,397.8999938964844,385.0,396.04998779296875,92668,2022-07-25
2022-08-01,394.3707580566406,400.25,411.95001220703125,390.6000061035156,390.6000061035156,203900,2022-08-01
2022-08-08,395.20831298828125,401.1000061035156,413.8999938964844,397.04998779296875,400.25,155857,2022-08-08
2022-08-15,394.0751953125,399.95001220703125,405.54998779296875,395.1000061035156,401.1000061035156,122058,2022-08-15
2022-08-22,370.2306213378906,375.75,403.8999938964844,372.0,396.04998779296875,166840,2022-08-22
2022-08-29,372.2012634277344,377.75,392.54998779296875,368.8500061035156,372.0,149962,2022-08-29
2022-09-05,417.1314392089844,423.3500061035156,432.70001220703125,373.25,379.6499938964844,520488,2022-09-05
2022-09-12,411.71221923828125,417.8500061035156,443.5,409.1000061035156,429.0,467828,2022-09-12
2022-09-19,399.5928955078125,405.54998779296875,429.45001220703125,403.70001220703125,411.1000061035156,181718,2022-09-19
2022-09-26,382.579345703125,387.8999938964844,405.0,375.0,405.0,153983,2022-09-26
2022-10-03,375.0835876464844,380.29998779296875,403.5,340.0,389.8500061035156,218606,2022-10-03
2022-10-10,376.1192321777344,381.3500061035156,387.6499938964844,378.04998779296875,380.0,94792,2022-10-10
2022-10-17,371.779541015625,376.95001220703125,390.3500061035156,374.45001220703125,383.29998779296875,99672,2022-10-17
2022-10-24,375.1822204589844,380.3999938964844,383.3500061035156,366.75,380.1000061035156,61352,2022-10-24
2022-10-31,378.09173583984375,383.3500061035156,394.3999938964844,373.70001220703125,382.3500061035156,102943,2022-10-31
2022-11-07,371.1877746582031,376.3500061035156,404.45001220703125,358.04998779296875,385.1000061035156,157353,2022-11-07
2022-11-14,370.9905090332031,376.1499938964844,396.0,367.75,373.0,149867,2022-11-14
2022-11-21,364.4686584472656,369.1499938964844,384.0,360.0,376.0,147930,2022-11-21
2022-11-28,363.6294860839844,368.29998779296875,376.0,362.25,375.0,118060,2022-11-28
2022-12-05,358.7915344238281,363.3999938964844,372.8999938964844,360.0,371.8500061035156,117551,2022-12-05
2022-12-12,340.3287353515625,344.70001220703125,369.1000061035156,339.0,368.8999938964844,399036,2022-12-12
2022-12-19,345.7590026855469,350.20001220703125,356.5,340.6000061035156,346.45001220703125,167547,2022-12-19
2022-12-26,356.1258544921875,360.70001220703125,368.0,338.0,345.0,94784,2022-12-26
2023-01-02,366.14715576171875,370.8500061035156,378.0,361.95001220703125,362.54998779296875,103439,2023-01-02
2023-01-09,369.60272216796875,374.3500061035156,392.0,370.0,372.75,172588,2023-01-09
2023-01-16,354.64483642578125,359.20001220703125,376.70001220703125,357.0,376.0,45510,2023-01-16
2023-01-23,336.3300476074219,340.6499938964844,364.8999938964844,336.3999938964844,361.0,62868,2023-01-23
2023-01-30,333.6643371582031,337.95001220703125,347.8999938964844,330.0,333.5,77838,2023-01-30
2023-02-06,329.7644348144531,334.0,354.8999938964844,328.3500061035156,339.3999938964844,116948,2023-02-06
2023-02-13,320.2367858886719,324.3500061035156,333.45001220703125,320.0,328.1000061035156,128205,2023-02-13
2023-02-20,336.1326599121094,340.45001220703125,344.45001220703125,322.0,322.0,106782,2023-02-20
2023-02-27,339.3414306640625,343.70001220703125,351.0,330.54998779296875,342.20001220703125,93173,2023-02-27
2023-03-06,335.8858337402344,340.20001220703125,352.0,333.6000061035156,350.0,75227,2023-03-06
2023-03-13,323.00128173828125,327.1499938964844,341.8999938964844,321.29998779296875,332.6000061035156,140372,2023-03-13
2023-03-20,321.22412109375,325.3500061035156,337.8999938964844,322.0,327.1499938964844,80338,2023-03-20
2023-03-27,321.8658752441406,326.0,332.8999938964844,320.1000061035156,325.29998779296875,90476,2023-03-27
2023-04-03,328.0859680175781,332.29998779296875,340.8999938964844,324.54998779296875,327.6499938964844,65822,2023-04-03
2023-04-10,363.4320068359375,368.1000061035156,385.25,331.1000061035156,331.1000061035156,270481,2023-04-10
2023-04-17,368.664794921875,373.3999938964844,377.0,361.1000061035156,368.1000061035156,104200,2023-04-17
2023-04-24,375.8721923828125,380.70001220703125,387.3999938964844,371.45001220703125,373.45001220703125,115340,2023-04-24
2023-05-01,361.407958984375,366.04998779296875,382.79998779296875,364.04998779296875,380.70001220703125,47486,2023-05-01
2023-05-08,368.6153869628906,373.3500061035156,379.5,361.1000061035156,363.5,110757,2023-05-08
2023-05-15,354.2992858886719,358.8500061035156,376.25,357.0,370.0,77778,2023-05-15
2023-05-22,347.7336730957031,352.20001220703125,358.79998779296875,342.75,357.0,85070,2023-05-22
2023-05-29,346.0058288574219,350.45001220703125,362.25,340.0,341.79998779296875,71168,2023-05-29
2023-06-05,360.914306640625,365.54998779296875,375.0,350.0,352.25,84261,2023-06-05
2023-06-12,388.85546875,393.8500061035156,404.0,358.3500061035156,367.0,496361,2023-06-12
2023-06-19,379.870849609375,384.75,406.8999938964844,380.54998779296875,396.0,232048,2023-06-19
2023-06-26,395.17425537109375,400.25,414.0,371.5,380.0,209589,2023-06-26
2023-07-03,388.7073669433594,393.70001220703125,407.75,390.3500061035156,402.25,96050,2023-07-03
2023-07-10,381.6974182128906,386.6000061035156,397.0,382.0,393.1000061035156,106224,2023-07-10
2023-07-17,385.15301513671875,390.1000061035156,401.0,384.04998779296875,386.6000061035156,107962,2023-07-17
2023-07-24,385.3011169433594,390.25,394.8999938964844,385.3500061035156,389.8999938964844,72732,2023-07-24
2023-07-31,414.6737976074219,420.0,427.79998779296875,386.54998779296875,386.54998779296875,227274,2023-07-31
2023-08-07,394.33502197265625,399.3999938964844,428.8500061035156,391.0,427.70001220703125,196561,2023-08-07
2023-08-14,404.9981384277344,410.20001220703125,419.0,385.04998779296875,396.0,115676,2023-08-14
2023-08-21,418.9192199707031,424.29998779296875,449.0,411.5,412.29998779296875,422812,2023-08-21
2023-08-28,450.11859130859375,455.8999938964844,464.8999938964844,429.25,435.0,274028,2023-08-28
2023-09-04,429.5329284667969,435.04998779296875,460.3500061035156,423.0,458.20001220703125,194529,2023-09-04
2023-09-11,423.0166320800781,428.45001220703125,439.8999938964844,400.0,428.1000061035156,168654,2023-09-11
2023-09-18,406.8246154785156,412.04998779296875,435.25,410.3500061035156,428.45001220703125,69240,2023-09-18
2023-09-25,414.3758239746094,419.29998779296875,424.8999938964844,408.79998779296875,412.0,35707,2023-09-25
2023-10-02,438.093994140625,443.29998779296875,450.0,409.54998779296875,419.29998779296875,89030,2023-10-02
2023-10-09,430.7808837890625,435.8999938964844,442.95001220703125,422.3999938964844,442.95001220703125,76669,2023-10-09
2023-10-16,422.3807373046875,427.3999938964844,442.45001220703125,422.1000061035156,435.0,84508,2023-10-16
2023-10-23,405.8768310546875,410.70001220703125,428.0,388.0,423.1000061035156,96790,2023-10-23
2023-10-30,416.9453125,421.8999938964844,429.8999938964844,406.1000061035156,414.0,50413,2023-10-30
2023-11-06,417.6865234375,422.6499938964844,432.79998779296875,412.1499938964844,423.0,96685,2023-11-06
2023-11-13,424.2584228515625,429.29998779296875,435.0,422.1499938964844,425.6499938964844,39309,2023-11-13
2023-11-20,437.661376953125,442.45001220703125,465.0,426.1000061035156,427.1000061035156,237315,2023-11-20
2023-11-27,436.37548828125,441.1499938964844,454.0,430.1000061035156,442.45001220703125,134599,2023-11-27
2023-12-04,415.0587463378906,419.6000061035156,454.5,415.0,435.29998779296875,144193,2023-12-04
2023-12-11,414.0200500488281,418.54998779296875,433.8500061035156,416.1000061035156,421.70001220703125,106461,2023-12-11
2023-12-18,405.8099060058594,410.25,423.0,396.8999938964844,420.6499938964844,131409,2023-12-18
2023-12-25,410.90411376953125,415.3999938964844,422.3500061035156,409.3500061035156,410.25,54998,2023-12-25
2024-01-01,415.454345703125,420.0,428.6000061035156,406.79998779296875,415.6499938964844,131262,2024-01-01
2024-01-08,429.99530029296875,434.70001220703125,472.8999938964844,415.1000061035156,415.1000061035156,396260,2024-01-08
2024-01-15,420.2024230957031,424.79998779296875,439.8999938964844,405.6000061035156,439.8999938964844,90074,2024-01-15
2024-01-22,405.21636962890625,409.6499938964844,424.79998779296875,405.5,424.79998779296875,52338,2024-01-22
2024-01-29,405.0185546875,409.45001220703125,425.0,402.04998779296875,402.04998779296875,150802,2024-01-29
2024-02-05,416.6908264160156,421.25,437.8999938964844,405.0,408.0,242647,2024-02-05
2024-02-12,414.2178955078125,418.75,432.8999938964844,416.04998779296875,425.8999938964844,85097,2024-02-12
2024-02-19,438.832275390625,443.0,452.3999938964844,416.1000061035156,420.1000061035156,263836,2024-02-19
2024-02-26,425.1621398925781,429.20001220703125,450.8999938964844,421.6000061035156,450.8999938964844,89712,2024-02-26
2024-03-04,469.44158935546875,473.8999938964844,479.04998779296875,423.95001220703125,423.95001220703125,594869,2024-03-04
2024-03-11,429.81793212890625,433.8999938964844,496.8999938964844,425.0,482.0,856974,2024-03-11
2024-03-18,462.45794677734375,466.8500061035156,494.70001220703125,431.0,431.0,982119,2024-03-18
2024-03-25,453.0968017578125,457.3999938964844,483.6000061035156,443.1000061035156,466.8500061035156,351215,2024-03-25
2024-04-01,463.101806640625,467.5,478.8999938964844,448.3500061035156,461.70001220703125,256576,2024-04-01
2024-04-08,456.3162536621094,460.6499938964844,469.0,455.6499938964844,467.95001220703125,115885,2024-04-08
2024-04-15,465.2811279296875,469.70001220703125,475.0,439.0,439.0,451926,2024-04-15
2024-04-22,457.3563537597656,461.70001220703125,488.75,454.95001220703125,473.20001220703125,529283,2024-04-22
2024-04-29,454.7312927246094,459.04998779296875,473.04998779296875,452.0,461.70001220703125,138686,2024-04-29
2024-05-06,455.1275634765625,459.45001220703125,488.79998779296875,448.6499938964844,461.25,228427,2024-05-06
2024-05-13,468.84722900390625,473.29998779296875,479.0,446.1000061035156,461.75,229098,2024-05-13
2024-05-20,459.08990478515625,463.45001220703125,487.3500061035156,460.0,474.29998779296875,199611,2024-05-20
2024-05-27,462.75506591796875,467.1499938964844,479.0,449.0,463.3500061035156,210202,2024-05-27
2024-06-03,465.4792175292969,469.8999938964844,484.95001220703125,381.54998779296875,476.5,440467,2024-06-03
2024-06-10,463.6961669921875,468.1000061035156,490.04998779296875,465.75,474.8999938964844,594751,2024-06-10
2024-06-17,446.7570495605469,451.0,474.3999938964844,439.95001220703125,468.1000061035156,136361,2024-06-17
2024-06-24,435.7614440917969,439.8999938964844,453.70001220703125,436.29998779296875,453.1000061035156,178037,2024-06-24
2024-07-01,435.1671142578125,439.29998779296875,449.0,418.95001220703125,439.8999938964844,370914,2024-07-01
2024-07-08,426.44989013671875,430.5,440.1000061035156,427.04998779296875,439.29998779296875,76258,2024-07-08
2024-07-15,427.8862609863281,431.95001220703125,446.8999938964844,423.0,430.70001220703125,89966,2024-07-15
2024-07-22,431.2542724609375,435.3500061035156,444.8999938964844,414.1499938964844,426.5,92223,2024-07-22
2024-07-29,464.29052734375,468.70001220703125,481.0,429.0,436.04998779296875,252591,2024-07-29
2024-08-05,449.035400390625,453.29998779296875,477.79998779296875,440.1000061035156,456.0,208822,2024-08-05
2024-08-12,435.1671142578125,439.29998779296875,452.20001220703125,430.29998779296875,441.0,43938,2024-08-12
2024-08-19,447.103759765625,451.3500061035156,453.79998779296875,436.1499938964844,439.29998779296875,47774,2024-08-19
2024-08-26,447.27227783203125,450.5,468.45001220703125,441.0,457.75,175545,2024-08-26
2024-09-02,441.9109802246094,445.1000061035156,454.0,437.5,449.75,68746,2024-09-02
2024-09-09,446.7262268066406,449.95001220703125,455.0,435.5,438.20001220703125,64399,2024-09-09
2024-09-16,441.2159729003906,444.3999938964844,454.79998779296875,441.0,454.79998779296875,83443,2024-09-16
2024-09-23,507.0278015136719,509.54998779296875,529.9000244140625,440.04998779296875,440.1000061035156,1536368,2024-09-23
2024-09-30,483.2461242675781,485.6499938964844,517.4500122070312,482.1000061035156,504.8999938964844,179720,2024-09-30
2024-10-07,478.1713562011719,480.54998779296875,488.75,455.0,481.0,128140,2024-10-07
2024-10-14,466.6785583496094,469.0,482.8999938964844,463.29998779296875,480.04998779296875,67853,2024-10-14
2024-10-21,448.2203674316406,450.45001220703125,475.20001220703125,446.79998779296875,468.1000061035156,105345,2024-10-21
2024-10-28,472.5493469238281,474.8999938964844,480.0,441.45001220703125,441.6499938964844,43234,2024-10-28
2024-11-04,477.922607421875,480.29998779296875,486.0,461.0,470.25,59404,2024-11-04
2024-11-11,492.05230712890625,494.5,509.0,468.1000061035156,480.0,203708,2024-11-11
2024-11-18,474.8876953125,477.25,500.0,475.1000061035156,489.0,56598,2024-11-18
2024-11-25,489.1285095214844,490.54998779296875,503.0,470.0,475.0,62881,2024-11-25
2024-12-02,479.1076354980469,480.5,498.45001220703125,469.3999938964844,483.0,73153,2024-12-02
2024-12-09,561.9169921875,563.5499877929688,569.0499877929688,480.1499938964844,485.8999938964844,967905,2024-12-09
2024-12-16,541.925048828125,543.5,569.1500244140625,520.0,563.5499877929688,366065,2024-12-16
2024-12-23,545.0659790039062,546.6500244140625,558.0,520.0999755859375,545.7000122070312,81050,2024-12-23
2024-12-30,551.0984497070312,552.7000122070312,565.4000244140625,510.25,552.0,154724,2024-12-30
2025-01-06,471.7290954589844,473.1000061035156,552.7000122070312,466.20001220703125,548.0,157081,2025-01-06
2025-01-13,495.6595458984375,497.1000061035156,501.1499938964844,425.25,458.0,223453,2025-01-13
2025-01-20,504.48388671875,505.95001220703125,560.0,491.04998779296875,497.1000061035156,453922,2025-01-20
2025-01-27,476.75,476.75,531.9000244140625,460.1000061035156,510.79998779296875,411223,2025-01-27
2025-02-03,479.3500061035156,479.3500061035156,502.0,467.54998779296875,482.8999938964844,120290,2025-02-03
2025-02-10,460.75,460.75,477.0,442.0,468.1000061035156,81256,2025-02-10
2025-02-17,459.8999938964844,459.8999938964844,463.1499938964844,431.0,450.0,50681,2025-02-17
2025-02-24,443.25,443.25,464.8500061035156,423.04998779296875,452.54998779296875,44513,2025-02-24
2025-03-03,459.70001220703125,459.70001220703125,482.95001220703125,404.95001220703125,441.95001220703125,263559,2025-03-03
2025-03-10,441.70001220703125,441.70001220703125,469.0,430.45001220703125,462.04998779296875,55067,2025-03-10
2025-03-17,452.1499938964844,452.1499938964844,465.6000061035156,441.0,441.0,30970,2025-03-17
2025-03-24,454.5,454.5,468.0,410.0,452.1499938964844,168141,2025-03-24
2025-03-31,436.8500061035156,436.8500061035156,479.0,429.1499938964844,454.5,109562,2025-03-31
2025-04-07,409.54998779296875,409.54998779296875,425.45001220703125,397.1000061035156,405.1000061035156,181075,2025-04-07
2025-04-14,419.1499938964844,419.1499938964844,439.8999938964844,412.25,414.8999938964844,563472,2025-04-14
2025-04-21,429.8999938964844,429.8999938964844,461.70001220703125,415.20001220703125,424.79998779296875,162250,2025-04-21
2025-04-28,435.0,435.0,439.0,426.0,430.1000061035156,34929,2025-04-28
2025-05-05,425.6499938964844,425.6499938964844,437.95001220703125,403.79998779296875,432.79998779296875,51847,2025-05-05
2025-05-12,443.5,443.5,460.0,429.6499938964844,432.5,147157,2025-05-12
2025-05-19,449.79998779296875,449.79998779296875,460.8999938964844,436.0,446.0,54800,2025-05-19
2025-05-26,444.75,444.75,459.5,441.1000061035156,443.79998779296875,57254,2025-05-26
2025-06-02,418.95001220703125,418.95001220703125,447.75,416.0,445.0,138091,2025-06-02
2025-06-09,422.25,422.25,430.6499938964844,416.6499938964844,419.95001220703125,52228,2025-06-09
2025-06-16,419.45001220703125,419.45001220703125,433.95001220703125,415.29998779296875,422.25,67257,2025-06-16
2025-06-23,409.54998779296875,409.54998779296875,428.0,404.29998779296875,423.0,89233,2025-06-23
2025-06-30,419.8500061035156,419.8500061035156,437.20001220703125,409.54998779296875,409.54998779296875,83649,2025-06-30
2025-07-07,410.20001220703125,410.20001220703125,429.6499938964844,406.54998779296875,424.04998779296875,211843,2025-07-07
2025-07-14,396.3999938964844,396.3999938964844,417.54998779296875,391.1000061035156,408.5,59620,2025-07-14
