Date,Adj Close_SHREEPUSHK.NS,Close_SHREEPUSHK.NS,High_SHREEPUSHK.NS,Low_SHREEPUSHK.NS,Open_SHREEPUSHK.NS,Volume_SHREEPUSHK.NS,Date
2022-08-29,248.27101135253906,253.60000610351562,256.1000061035156,222.0,224.9499969482422,401893,2022-08-29
2022-09-05,252.87222290039062,258.29998779296875,279.0,251.64999389648438,255.9499969482422,1283065,2022-09-05
2022-09-12,237.99166870117188,243.10000610351562,262.45001220703125,238.64999389648438,261.3999938964844,373192,2022-09-12
2022-09-19,232.26458740234375,237.25,253.0,231.9499969482422,242.0,297190,2022-09-19
2022-09-26,227.26502990722656,230.3000030517578,234.85000610351562,215.5500030517578,232.75,330908,2022-09-26
2022-10-03,244.87979125976562,248.14999389648438,251.0,226.0,232.4499969482422,232824,2022-10-03
2022-10-10,234.9622344970703,238.10000610351562,248.6999969482422,226.14999389648438,245.0,326628,2022-10-10
2022-10-17,228.89328002929688,231.9499969482422,244.0,231.14999389648438,240.0,153784,2022-10-17
2022-10-24,228.35052490234375,231.39999389648438,243.25,229.3000030517578,235.0,170116,2022-10-24
2022-10-31,236.5904998779297,239.75,242.6999969482422,230.0,232.89999389648438,172032,2022-10-31
2022-11-07,225.8341522216797,228.85000610351562,243.89999389648438,227.85000610351562,243.0,168463,2022-11-07
2022-11-14,201.45962524414062,204.14999389648438,230.75,202.5,230.6999969482422,479591,2022-11-14
2022-11-21,194.10781860351562,196.6999969482422,204.14999389648438,190.0,204.14999389648438,336002,2022-11-21
2022-11-28,193.66375732421875,196.25,202.1999969482422,191.60000610351562,198.0,181384,2022-11-28
2022-12-05,194.0584716796875,196.64999389648438,205.0,194.64999389648438,197.5,188283,2022-12-05
2022-12-12,187.1507110595703,189.64999389648438,199.10000610351562,186.0,196.64999389648438,315809,2022-12-12
2022-12-19,161.19732666015625,163.35000610351562,194.4499969482422,162.5,190.0,292921,2022-12-19
2022-12-26,183.9435577392578,186.39999389648438,188.64999389648438,162.4499969482422,162.6999969482422,315242,2022-12-26
2023-01-02,180.58836364746094,183.0,191.4499969482422,180.5,183.60000610351562,124302,2023-01-02
2023-01-09,178.96011352539062,181.35000610351562,188.10000610351562,176.1999969482422,183.0500030517578,102649,2023-01-09
2023-01-16,174.1246795654297,176.4499969482422,195.0,175.0,184.60000610351562,377170,2023-01-16
2023-01-23,163.51634216308594,165.6999969482422,177.5500030517578,165.0,177.5500030517578,89433,2023-01-23
2023-01-30,154.4375762939453,156.5,169.60000610351562,152.1999969482422,164.0,168213,2023-01-30
2023-02-06,177.08514404296875,179.4499969482422,182.3000030517578,156.14999389648438,156.14999389648438,233969,2023-02-06
2023-02-13,170.27609252929688,172.5500030517578,183.0,167.60000610351562,183.0,99503,2023-02-13
2023-02-20,173.285888671875,175.60000610351562,186.8000030517578,170.39999389648438,174.5,167399,2023-02-20
2023-02-27,166.13143920898438,168.35000610351562,174.39999389648438,164.35000610351562,171.6999969482422,80486,2023-02-27
2023-03-06,169.43727111816406,171.6999969482422,173.89999389648438,167.39999389648438,171.6999969482422,70806,2023-03-06
2023-03-13,157.20069885253906,159.3000030517578,171.35000610351562,155.35000610351562,171.1999969482422,179571,2023-03-13
2023-03-20,152.9573516845703,155.0,162.0500030517578,151.8000030517578,160.64999389648438,132366,2023-03-20
2023-03-27,146.24697875976562,148.1999969482422,158.39999389648438,140.4499969482422,157.0,247089,2023-03-27
2023-04-03,157.20069885253906,159.3000030517578,161.89999389648438,146.64999389648438,150.35000610351562,209503,2023-04-03
2023-04-10,164.20712280273438,166.39999389648438,174.3000030517578,157.5,159.39999389648438,125005,2023-04-10
2023-04-17,162.67755126953125,164.85000610351562,168.85000610351562,160.3000030517578,168.85000610351562,79579,2023-04-17
2023-04-24,162.87490844726562,165.0500030517578,171.10000610351562,161.0,167.0,110063,2023-04-24
2023-05-01,170.374755859375,172.64999389648438,175.85000610351562,165.0500030517578,165.0500030517578,111821,2023-05-01
2023-05-08,169.68397521972656,171.9499969482422,179.6999969482422,169.6999969482422,171.0,124561,2023-05-08
2023-05-15,180.73638916015625,183.14999389648438,184.89999389648438,171.0500030517578,174.0,192331,2023-05-15
2023-05-22,185.76918029785156,188.25,193.6999969482422,180.1999969482422,182.1999969482422,214293,2023-05-22
2023-05-29,194.0584716796875,196.64999389648438,198.6999969482422,181.5,185.25,324004,2023-05-29
2023-06-05,193.86111450195312,196.4499969482422,206.8000030517578,190.39999389648438,198.6999969482422,346852,2023-06-05
2023-06-12,184.042236328125,186.5,199.5,182.0500030517578,196.5,438099,2023-06-12
2023-06-19,182.66070556640625,185.10000610351562,195.0,184.3000030517578,190.0,277496,2023-06-19
2023-06-26,181.4271697998047,183.85000610351562,188.6999969482422,182.9499969482422,183.1999969482422,66380,2023-06-26
2023-07-03,194.10781860351562,196.6999969482422,203.85000610351562,183.5500030517578,184.75,432935,2023-07-03
2023-07-10,184.5850067138672,187.0500030517578,199.89999389648438,185.0,197.85000610351562,164344,2023-07-10
2023-07-17,181.32847595214844,183.75,189.89999389648438,182.3000030517578,189.85000610351562,153570,2023-07-17
2023-07-24,181.77255249023438,184.1999969482422,188.6999969482422,183.10000610351562,185.60000610351562,130284,2023-07-24
2023-07-31,188.23623657226562,190.75,203.89999389648438,184.0,184.0,436112,2023-07-31
2023-08-07,181.96990966796875,184.39999389648438,199.60000610351562,182.0,191.5,252380,2023-08-07
2023-08-14,209.84762573242188,212.64999389648438,222.0,183.3000030517578,185.0,1060261,2023-08-14
2023-08-21,205.80166625976562,208.5500030517578,224.4499969482422,205.39999389648438,224.0,506079,2023-08-21
2023-08-28,214.6830596923828,217.5500030517578,228.4499969482422,203.6999969482422,209.85000610351562,1005776,2023-08-28
2023-09-04,212.06796264648438,214.89999389648438,222.0,205.89999389648438,219.89999389648438,422732,2023-09-04
2023-09-11,204.22274780273438,206.9499969482422,219.89999389648438,192.85000610351562,215.9499969482422,397960,2023-09-11
2023-09-18,201.9530487060547,204.64999389648438,215.0,203.64999389648438,205.0,179375,2023-09-18
2023-09-25,206.16400146484375,207.39999389648438,217.89999389648438,204.8000030517578,206.60000610351562,296425,2023-09-25
2023-10-02,201.7405242919922,202.9499969482422,211.89999389648438,201.5,207.39999389648438,139003,2023-10-02
2023-10-09,211.1839141845703,212.4499969482422,215.0,184.6999969482422,200.0,211406,2023-10-09
2023-10-16,207.30715942382812,208.5500030517578,222.8000030517578,205.64999389648438,215.8000030517578,454437,2023-10-16
2023-10-23,193.2911834716797,194.4499969482422,210.0,181.5,210.0,265137,2023-10-23
2023-10-30,190.90548706054688,192.0500030517578,199.64999389648438,185.39999389648438,195.0,278663,2023-10-30
2023-11-06,189.51382446289062,190.64999389648438,197.39999389648438,186.0500030517578,192.6999969482422,191053,2023-11-06
2023-11-13,193.63909912109375,194.8000030517578,204.64999389648438,189.0,192.0500030517578,275480,2023-11-13
2023-11-20,188.27127075195312,189.39999389648438,196.4499969482422,185.89999389648438,196.3000030517578,255109,2023-11-20
2023-11-27,187.82395935058594,188.9499969482422,193.89999389648438,186.14999389648438,189.39999389648438,156162,2023-11-27
2023-12-04,195.4780731201172,196.64999389648438,203.89999389648438,189.5,191.9499969482422,302658,2023-12-04
2023-12-11,211.1839141845703,212.4499969482422,225.0,196.0,196.10000610351562,1040371,2023-12-11
2023-12-18,220.3787841796875,221.6999969482422,234.89999389648438,210.10000610351562,212.5,1557696,2023-12-18
2023-12-25,223.2615203857422,224.60000610351562,242.0,221.6999969482422,221.6999969482422,944916,2023-12-25
2024-01-01,223.36090087890625,224.6999969482422,235.0,219.35000610351562,225.10000610351562,601284,2024-01-01
2024-01-08,213.47021484375,214.75,224.6999969482422,211.60000610351562,224.6999969482422,314380,2024-01-08
2024-01-15,207.60537719726562,208.85000610351562,221.8000030517578,208.0500030517578,216.3000030517578,350022,2024-01-15
2024-01-22,209.9413604736328,211.1999969482422,219.0,202.0,208.85000610351562,163861,2024-01-22
2024-01-29,200.2494659423828,201.4499969482422,215.0,198.35000610351562,212.8000030517578,370046,2024-01-29
2024-02-05,191.99893188476562,193.14999389648438,205.5,186.0,201.4499969482422,510764,2024-02-05
2024-02-12,183.49989318847656,184.60000610351562,199.0,180.9499969482422,193.0,688234,2024-02-12
2024-02-19,189.46414184570312,190.60000610351562,196.75,182.89999389648438,185.60000610351562,483435,2024-02-19
2024-02-26,183.798095703125,184.89999389648438,192.0,181.6999969482422,191.0,203189,2024-02-26
2024-03-04,179.3249053955078,180.39999389648438,190.39999389648438,175.89999389648438,187.39999389648438,245495,2024-03-04
2024-03-11,165.01072692871094,166.0,179.39999389648438,157.14999389648438,178.3000030517578,439598,2024-03-11
2024-03-18,168.7880859375,169.8000030517578,173.4499969482422,164.75,166.6999969482422,368245,2024-03-18
2024-03-25,157.80393981933594,158.75,171.25,155.14999389648438,169.8000030517578,333972,2024-03-25
2024-04-01,185.88558959960938,187.0,193.6999969482422,160.60000610351562,160.60000610351562,276190,2024-04-01
2024-04-08,178.57937622070312,179.64999389648438,189.6999969482422,175.0,188.0,156281,2024-04-08
2024-04-15,171.5714111328125,172.60000610351562,179.14999389648438,171.0,176.0,174149,2024-04-15
2024-04-22,182.3567352294922,183.4499969482422,190.0,173.85000610351562,173.85000610351562,212593,2024-04-22
2024-04-29,172.46603393554688,173.5,187.60000610351562,171.64999389648438,184.14999389648438,181191,2024-04-29
2024-05-06,170.7761688232422,171.8000030517578,178.89999389648438,168.0,174.85000610351562,182054,2024-05-06
2024-05-13,190.70668029785156,191.85000610351562,199.4499969482422,170.0,170.0,1187530,2024-05-13
2024-05-20,179.3249053955078,180.39999389648438,191.9499969482422,176.1999969482422,188.5500030517578,283855,2024-05-20
2024-05-27,171.4222869873047,172.4499969482422,181.64999389648438,170.75,180.85000610351562,169582,2024-05-27
2024-06-03,174.55352783203125,175.60000610351562,177.5,157.0500030517578,175.89999389648438,294954,2024-06-03
2024-06-10,203.5795135498047,204.8000030517578,210.0,175.0,175.0500030517578,911692,2024-06-10
2024-06-17,221.9891357421875,223.32000732421875,234.89999389648438,200.1999969482422,204.8000030517578,1823391,2024-06-17
2024-06-24,209.2952423095703,210.5500030517578,222.22999572753906,196.80999755859375,222.0,455235,2024-06-24
2024-07-01,240.2993621826172,241.74000549316406,244.97000122070312,207.6300048828125,212.0,1410261,2024-07-01
2024-07-08,244.74273681640625,246.2100067138672,260.0,230.94000244140625,244.13999938964844,1769758,2024-07-08
2024-07-15,219.4940948486328,220.80999755859375,247.63999938964844,220.35000610351562,247.5,355981,2024-07-15
2024-07-22,240.38882446289062,241.8300018310547,252.97000122070312,211.80999755859375,217.60000610351562,542440,2024-07-22
2024-07-29,263.3710632324219,264.95001220703125,269.70001220703125,239.83999633789062,244.0,976037,2024-07-29
2024-08-05,243.70892333984375,245.1699981689453,258.5899963378906,235.75999450683594,258.05999755859375,1279664,2024-08-05
2024-08-12,236.97926330566406,238.39999389648438,271.04998779296875,236.6999969482422,253.0,831459,2024-08-12
2024-08-19,254.82229614257812,256.3500061035156,266.29998779296875,238.0,238.1999969482422,657643,2024-08-19
2024-08-26,255.25967407226562,256.7900085449219,280.0,248.10000610351562,256.0,1181343,2024-08-26
2024-09-02,250.34912109375,251.85000610351562,264.8500061035156,241.0,260.0,207834,2024-09-02
2024-09-09,260.0906982421875,261.6499938964844,274.5,240.0,245.10000610351562,363385,2024-09-09
2024-09-16,249.752685546875,251.25,273.6000061035156,246.1999969482422,256.20001220703125,173597,2024-09-16
2024-09-23,243.89999389648438,243.89999389648438,255.9499969482422,239.6999969482422,255.0,137236,2024-09-23
2024-09-30,256.4700012207031,256.4700012207031,260.0,236.60000610351562,249.9499969482422,176130,2024-09-30
2024-10-07,252.6300048828125,252.6300048828125,262.95001220703125,240.0,248.25,102784,2024-10-07
2024-10-14,271.5799865722656,271.5799865722656,273.0,251.0,251.0,148780,2024-10-14
2024-10-21,244.55999755859375,244.55999755859375,275.70001220703125,243.82000732421875,275.70001220703125,88307,2024-10-21
2024-10-28,264.25,264.25,266.8999938964844,236.05999755859375,236.05999755859375,57969,2024-10-28
2024-11-04,270.3999938964844,270.3999938964844,274.0,252.60000610351562,263.95001220703125,94915,2024-11-04
2024-11-11,264.54998779296875,264.54998779296875,295.20001220703125,253.0500030517578,270.3999938964844,255303,2024-11-11
2024-11-18,265.6000061035156,265.6000061035156,277.0,251.5500030517578,260.0,96921,2024-11-18
2024-11-25,300.6000061035156,300.6000061035156,308.3999938964844,266.1000061035156,266.1000061035156,253214,2024-11-25
2024-12-02,339.04998779296875,339.04998779296875,360.70001220703125,293.8999938964844,304.1000061035156,1279229,2024-12-02
2024-12-09,364.1000061035156,364.1000061035156,373.95001220703125,326.75,344.8500061035156,688271,2024-12-09
2024-12-16,323.75,323.75,384.79998779296875,319.6499938964844,364.8999938964844,697282,2024-12-16
2024-12-23,326.54998779296875,326.54998779296875,330.0,305.1000061035156,327.0,316666,2024-12-23
2024-12-30,320.0,320.0,337.0,317.45001220703125,328.0,196682,2024-12-30
2025-01-06,303.8999938964844,303.8999938964844,342.0,291.04998779296875,315.0,502974,2025-01-06
2025-01-13,319.29998779296875,319.29998779296875,324.79998779296875,283.0,299.3500061035156,356304,2025-01-13
2025-01-20,269.8999938964844,269.8999938964844,319.6499938964844,266.0,318.0,243753,2025-01-20
2025-01-27,274.6499938964844,274.6499938964844,278.0,250.0,268.0,325335,2025-01-27
2025-02-03,289.8500061035156,289.8500061035156,307.8500061035156,260.1000061035156,268.3999938964844,304615,2025-02-03
2025-02-10,307.79998779296875,307.79998779296875,339.0,269.5,294.1499938964844,1207424,2025-02-10
2025-02-17,342.6499938964844,342.6499938964844,353.95001220703125,301.0,301.0,1439948,2025-02-17
2025-02-24,286.5,286.5,358.8500061035156,284.0,334.5,848948,2025-02-24
2025-03-03,317.8999938964844,317.8999938964844,333.6000061035156,272.5,290.79998779296875,749968,2025-03-03
2025-03-10,290.45001220703125,290.45001220703125,325.0,287.1000061035156,316.04998779296875,324371,2025-03-10
2025-03-17,293.25,293.25,301.29998779296875,275.0,290.45001220703125,298073,2025-03-17
2025-03-24,266.29998779296875,266.29998779296875,306.25,253.8000030517578,293.3500061035156,557856,2025-03-24
2025-03-31,252.35000610351562,252.35000610351562,275.0,250.10000610351562,266.29998779296875,239354,2025-03-31
2025-04-07,231.85000610351562,231.85000610351562,242.0,220.5,225.0,567860,2025-04-07
2025-04-14,249.75,249.75,261.1000061035156,231.85000610351562,231.85000610351562,212769,2025-04-14
2025-04-21,243.14999389648438,243.14999389648438,263.6499938964844,238.0,249.75,349818,2025-04-21
2025-04-28,233.02999877929688,233.02999877929688,250.8000030517578,230.82000732421875,244.0,156355,2025-04-28
2025-05-05,234.42999267578125,234.42999267578125,246.35000610351562,227.6999969482422,237.8000030517578,193619,2025-05-05
2025-05-12,296.95001220703125,296.95001220703125,301.20001220703125,238.0,238.0,466374,2025-05-12
2025-05-19,304.20001220703125,304.20001220703125,317.3399963378906,287.04998779296875,300.0,394095,2025-05-19
2025-05-26,300.9700012207031,300.9700012207031,310.79998779296875,291.45001220703125,301.5,164055,2025-05-26
2025-06-02,329.0,329.0,345.0,296.3999938964844,300.3999938964844,1613691,2025-06-02
2025-06-09,318.25,318.25,347.45001220703125,311.54998779296875,330.95001220703125,939024,2025-06-09
2025-06-16,305.8999938964844,305.8999938964844,325.70001220703125,299.1000061035156,317.25,302974,2025-06-16
2025-06-23,330.8999938964844,330.8999938964844,334.3500061035156,292.8999938964844,305.1000061035156,418081,2025-06-23
2025-06-30,341.6499938964844,341.6499938964844,369.75,335.8999938964844,336.70001220703125,1791138,2025-06-30
2025-07-07,351.75,351.75,361.70001220703125,327.25,343.95001220703125,490736,2025-07-07
2025-07-14,358.04998779296875,358.04998779296875,366.75,344.04998779296875,348.25,187606,2025-07-14
