Date,Adj Close_SHREEPUSHK.NS,Close_SHREEPUSHK.NS,High_SHREEPUSHK.NS,Low_SHREEPUSHK.NS,Open_SHREEPUSHK.NS,Volume_SHREEPUSHK.NS,Date
2020-07-13,90.00068664550781,92.3499984741211,95.8499984741211,91.5999984741211,95.19999694824219,60444,2020-07-13
2020-07-20,110.4177474975586,113.30000305175781,119.5,90.5999984741211,90.5999984741211,726253,2020-07-20
2020-07-27,107.10424041748047,109.9000015258789,131.8000030517578,109.8499984741211,114.80000305175781,615454,2020-07-27
2020-08-03,117.67822265625,120.75,125.80000305175781,105.0,109.9000015258789,233091,2020-08-03
2020-08-10,109.0533676147461,111.9000015258789,125.0,110.94999694824219,122.1500015258789,136017,2020-08-10
2020-08-17,122.94085693359375,126.1500015258789,129.0,110.3499984741211,112.0,269749,2020-08-17
2020-08-24,112.46432495117188,115.4000015258789,127.94999694824219,115.0999984741211,125.0,286530,2020-08-24
2020-08-31,102.28015899658203,104.94999694824219,119.5999984741211,102.9000015258789,115.5,161558,2020-08-31
2020-09-07,113.58507537841797,116.55000305175781,120.05000305175781,104.0,104.0,333621,2020-09-07
2020-09-14,116.21638488769531,119.25,134.0,115.6500015258789,119.0,290342,2020-09-14
2020-09-21,109.78428649902344,112.6500015258789,121.75,107.6500015258789,121.75,104450,2020-09-21
2020-09-28,114.51090240478516,117.5,121.0,112.1500015258789,114.9000015258789,241168,2020-09-28
2020-10-05,109.15081787109375,112.0,121.0,111.6500015258789,121.0,62099,2020-10-05
2020-10-12,104.18055725097656,106.9000015258789,114.19999694824219,106.0,112.5999984741211,91989,2020-10-12
2020-10-19,108.17625427246094,111.0,115.1500015258789,104.3499984741211,105.55000305175781,85915,2020-10-19
2020-10-26,103.30345153808594,106.0,113.25,105.55000305175781,113.25,45676,2020-10-26
2020-11-02,99.40520477294922,102.0,109.0,101.0999984741211,103.0,100341,2020-11-02
2020-11-09,99.69757843017578,102.30000305175781,104.94999694824219,95.19999694824219,104.94999694824219,173371,2020-11-09
2020-11-16,97.50482177734375,100.05000305175781,104.94999694824219,98.05000305175781,99.9000015258789,217367,2020-11-16
2020-11-23,99.35648345947266,101.94999694824219,102.9000015258789,97.8499984741211,100.3499984741211,597811,2020-11-23
2020-11-30,111.14866638183594,114.05000305175781,125.44999694824219,100.0,101.94999694824219,2025982,2020-11-30
2020-12-07,112.95160675048828,115.9000015258789,123.75,113.5999984741211,115.75,610027,2020-12-07
2020-12-14,118.16551208496094,121.25,134.89999389648438,116.0999984741211,117.6500015258789,1679155,2020-12-14
2020-12-21,118.50659942626953,121.5999984741211,125.30000305175781,105.0,120.6500015258789,547024,2020-12-21
2020-12-28,134.83050537109375,138.35000610351562,143.6999969482422,118.9000015258789,120.0,1372830,2020-12-28
2021-01-04,132.9300994873047,136.39999389648438,149.39999389648438,135.0,140.0,989350,2021-01-04
2021-01-11,130.63990783691406,134.0500030517578,140.0,127.8499984741211,138.39999389648438,482208,2021-01-11
2021-01-18,124.93869018554688,128.1999969482422,136.39999389648438,125.69999694824219,131.0500030517578,448788,2021-01-18
2021-01-25,121.57646942138672,124.75,132.89999389648438,121.69999694824219,129.1999969482422,90885,2021-01-25
2021-02-01,140.2393035888672,143.89999389648438,145.1999969482422,129.3000030517578,131.0,580816,2021-02-01
2021-02-08,138.82620239257812,142.4499969482422,157.60000610351562,137.0,145.10000610351562,839775,2021-02-08
2021-02-15,133.70973205566406,137.1999969482422,153.64999389648438,133.14999389648438,143.0,658050,2021-02-15
2021-02-22,138.1439971923828,141.75,154.6999969482422,134.25,139.9499969482422,642680,2021-02-22
2021-03-01,132.6864471435547,136.14999389648438,146.35000610351562,135.0500030517578,143.39999389648438,281459,2021-03-01
2021-03-08,131.32208251953125,134.75,140.0,131.64999389648438,138.85000610351562,308103,2021-03-08
2021-03-15,133.85594177246094,137.35000610351562,156.5500030517578,131.9499969482422,136.8000030517578,1105524,2021-03-15
2021-03-22,134.34323120117188,137.85000610351562,143.10000610351562,133.0,137.10000610351562,347019,2021-03-22
2021-03-29,135.22032165527344,138.75,142.4499969482422,134.10000610351562,137.85000610351562,161529,2021-03-29
2021-04-05,158.75596618652344,162.89999389648438,173.0,143.3000030517578,147.0,1459801,2021-04-05
2021-04-12,142.6757049560547,146.39999389648438,159.0,139.35000610351562,159.0,429136,2021-04-12
2021-04-19,139.99566650390625,143.64999389648438,151.25,139.5,142.5,237923,2021-04-19
2021-04-26,149.4976348876953,153.39999389648438,167.35000610351562,144.0,144.0,512768,2021-04-26
2021-05-03,177.0777130126953,181.6999969482422,184.9499969482422,152.25,154.89999389648438,1767218,2021-05-03
2021-05-10,167.23463439941406,171.60000610351562,187.85000610351562,166.10000610351562,180.0,832410,2021-05-10
2021-05-17,172.25364685058594,176.75,180.0,168.25,171.60000610351562,448009,2021-05-17
2021-05-24,186.53094482421875,191.39999389648438,208.9499969482422,176.0,176.0,1782017,2021-05-24
2021-05-31,187.60296630859375,192.5,199.0,185.39999389648438,197.89999389648438,618753,2021-05-31
2021-06-07,182.2916259765625,187.0500030517578,198.89999389648438,181.0,194.0,814159,2021-06-07
2021-06-14,178.97808837890625,183.64999389648438,191.0,177.3000030517578,188.0,642803,2021-06-14
2021-06-21,175.07984924316406,179.64999389648438,185.75,177.3000030517578,178.10000610351562,420518,2021-06-21
2021-06-28,175.76205444335938,180.35000610351562,188.0,177.0,183.0,531435,2021-06-28
2021-07-05,177.85736083984375,182.5,197.0,180.1999969482422,183.39999389648438,988067,2021-07-05
2021-07-12,176.2980499267578,180.89999389648438,186.89999389648438,179.0,184.89999389648438,612606,2021-07-12
2021-07-19,174.0565948486328,178.60000610351562,186.0,173.0,180.8000030517578,514180,2021-07-19
2021-07-26,168.0142822265625,172.39999389648438,177.5500030517578,166.25,176.5,457446,2021-07-26
2021-08-02,175.567138671875,180.14999389648438,182.89999389648438,168.1999969482422,175.0,481486,2021-08-02
2021-08-09,180.5373992919922,185.25,192.8000030517578,150.10000610351562,182.75,1275602,2021-08-09
2021-08-16,171.32778930664062,175.8000030517578,186.6999969482422,165.14999389648438,186.0,422364,2021-08-16
2021-08-23,165.67535400390625,170.0,181.14999389648438,161.0,179.0,353797,2021-08-23
2021-08-30,205.19378662109375,210.5500030517578,224.5,179.0500030517578,180.3000030517578,3044441,2021-08-30
2021-09-06,223.3693389892578,229.1999969482422,243.6999969482422,206.0,211.0500030517578,3774114,2021-09-06
2021-09-13,212.50302124023438,218.0500030517578,237.0,211.1999969482422,230.9499969482422,1293512,2021-09-13
2021-09-20,223.06211853027344,227.85000610351562,232.89999389648438,201.6999969482422,217.85000610351562,1151684,2021-09-20
2021-09-27,222.18101501464844,226.9499969482422,235.0,216.60000610351562,229.0,774237,2021-09-27
2021-10-04,245.04037475585938,250.3000030517578,274.8999938964844,228.1999969482422,228.1999969482422,3641564,2021-10-04
2021-10-11,233.78201293945312,238.8000030517578,260.0,238.0,251.75,518193,2021-10-11
2021-10-18,207.545166015625,212.0,242.5,209.0,241.0,602713,2021-10-18
2021-10-25,207.10462951660156,211.5500030517578,233.0,204.1999969482422,213.8000030517578,758824,2021-10-25
2021-11-01,213.95753479003906,218.5500030517578,223.1999969482422,208.85000610351562,210.75,398125,2021-11-01
2021-11-08,220.56570434570312,225.3000030517578,239.6999969482422,214.35000610351562,223.0,560092,2021-11-08
2021-11-15,222.52365112304688,227.3000030517578,237.35000610351562,225.0,227.0,246384,2021-11-15
2021-11-22,201.86703491210938,206.1999969482422,230.0,195.1999969482422,230.0,464149,2021-11-22
2021-11-29,206.02774047851562,210.4499969482422,219.5500030517578,196.14999389648438,205.0,265112,2021-11-29
2021-12-06,218.95034790039062,223.64999389648438,225.0,205.0,210.4499969482422,214676,2021-12-06
2021-12-13,203.1397247314453,207.5,226.0,206.35000610351562,222.60000610351562,208085,2021-12-13
2021-12-20,200.93701171875,205.25,212.8000030517578,193.0500030517578,205.10000610351562,222331,2021-12-20
2021-12-27,207.64306640625,212.10000610351562,216.89999389648438,201.8000030517578,207.0,141424,2021-12-27
2022-01-03,219.7335662841797,224.4499969482422,235.0,210.1999969482422,210.1999969482422,387633,2022-01-03
2022-01-10,238.0895538330078,243.1999969482422,258.8999938964844,222.5,224.85000610351562,1276493,2022-01-10
2022-01-17,225.16693115234375,230.0,256.8999938964844,226.0,244.0,578824,2022-01-17
2022-01-24,219.7335662841797,224.4499969482422,239.0,211.25,231.0,270260,2022-01-24
2022-01-31,225.26483154296875,230.10000610351562,239.89999389648438,222.10000610351562,224.1999969482422,236096,2022-01-31
2022-02-07,206.17459106445312,210.60000610351562,247.0,199.60000610351562,230.0,614087,2022-02-07
2022-02-14,230.64926147460938,235.60000610351562,246.85000610351562,198.35000610351562,203.0,1047741,2022-02-14
2022-02-21,208.0836181640625,212.5500030517578,244.6999969482422,196.0,235.60000610351562,595673,2022-02-21
2022-02-28,216.40499877929688,221.0500030517578,228.35000610351562,205.5,212.0,225393,2022-02-28
2022-03-07,223.3557891845703,228.14999389648438,230.0,208.89999389648438,213.3000030517578,277587,2022-03-07
2022-03-14,258.69720458984375,264.25,277.0,230.6999969482422,232.0,2154446,2022-03-14
2022-03-21,275.4378967285156,281.3500061035156,301.8500061035156,266.0,267.79998779296875,1998938,2022-03-21
2022-03-28,271.71771240234375,277.54998779296875,307.29998779296875,271.0,283.0,1276210,2022-03-28
2022-04-04,277.7874755859375,283.75,290.25,270.1000061035156,277.54998779296875,943568,2022-04-04
2022-04-11,301.77264404296875,308.25,314.45001220703125,276.8999938964844,283.45001220703125,980043,2022-04-11
2022-04-18,285.3746032714844,291.5,324.0,283.1499938964844,315.0,1012821,2022-04-18
2022-04-25,273.03936767578125,278.8999938964844,293.0,274.0,288.0,393690,2022-04-25
2022-05-02,247.09622192382812,252.39999389648438,280.6499938964844,240.0,278.0,378659,2022-05-02
2022-05-09,266.28436279296875,272.0,284.3500061035156,238.4499969482422,250.0,981785,2022-05-09
2022-05-16,266.96966552734375,272.70001220703125,292.45001220703125,266.0,278.0,259946,2022-05-16
2022-05-23,238.7259063720703,243.85000610351562,280.0,233.3000030517578,280.0,397358,2022-05-23
2022-05-30,248.27101135253906,253.60000610351562,267.70001220703125,245.0,246.89999389648438,262379,2022-05-30
2022-06-06,249.78843688964844,255.14999389648438,267.8500061035156,246.0,256.8999938964844,269349,2022-06-06
2022-06-13,219.43984985351562,224.14999389648438,253.6999969482422,222.0,249.9499969482422,165231,2022-06-13
2022-06-20,225.6564178466797,230.5,233.8000030517578,216.5,228.0,289036,2022-06-20
2022-06-27,235.34840393066406,240.39999389648438,246.4499969482422,231.5500030517578,233.89999389648438,146638,2022-06-27
2022-07-04,243.5718994140625,248.8000030517578,255.9499969482422,236.0,241.60000610351562,137271,2022-07-04
2022-07-11,240.04751586914062,245.1999969482422,264.20001220703125,241.10000610351562,251.89999389648438,164589,2022-07-11
2022-07-18,247.48782348632812,252.8000030517578,258.45001220703125,245.0,248.0,170634,2022-07-18
2022-07-25,237.60006713867188,242.6999969482422,260.0,238.0,251.9499969482422,280858,2022-07-25
2022-08-01,218.7545623779297,223.4499969482422,246.75,214.0,245.8000030517578,579084,2022-08-01
2022-08-08,213.46804809570312,218.0500030517578,229.0,217.1999969482422,224.0,211022,2022-08-08
2022-08-15,222.57261657714844,227.35000610351562,229.0,218.0500030517578,218.0500030517578,260226,2022-08-15
2022-08-22,224.87322998046875,229.6999969482422,238.0,218.6999969482422,227.35000610351562,325010,2022-08-22
