Date,Adj Close_BIKAJI.NS,Close_BIKAJI.NS,High_BIKAJI.NS,Low_BIKAJI.NS,Open_BIKAJI.NS,Volume_BIKAJI.NS,Date
2022-11-14,316.43011474609375,317.5,334.70001220703125,303.0,322.79998779296875,34740473,2022-11-14
2022-11-21,390.5295715332031,391.8500061035156,410.0,306.1000061035156,315.1000061035156,25405638,2022-11-21
2022-11-28,410.511962890625,411.8999938964844,446.79998779296875,387.0,387.0,18003399,2022-11-28
2022-12-05,391.9746398925781,393.29998779296875,415.5,391.0,414.0,5187455,2022-12-05
2022-12-12,383.75244140625,385.04998779296875,403.20001220703125,376.0,394.6000061035156,3786246,2022-12-12
2022-12-19,348.9700622558594,350.1499938964844,388.0,345.1499938964844,386.6499938964844,2096823,2022-12-19
2022-12-26,434.7301330566406,436.20001220703125,446.79998779296875,347.0,347.0,3451221,2022-12-26
2023-01-02,407.82110595703125,409.20001220703125,444.25,405.25,436.20001220703125,2148687,2023-01-02
2023-01-09,431.9893798828125,433.45001220703125,437.0,391.1000061035156,415.1000061035156,2338413,2023-01-09
2023-01-16,417.6877136230469,419.1000061035156,434.70001220703125,414.1499938964844,431.45001220703125,979036,2023-01-16
2023-01-23,419.4816589355469,420.8999938964844,447.3999938964844,415.0,420.5,3047276,2023-01-23
2023-01-30,372.3908996582031,373.6499938964844,416.95001220703125,368.0,407.25,2387507,2023-01-30
2023-02-06,379.2676086425781,380.54998779296875,385.0,369.95001220703125,375.8999938964844,1313536,2023-02-06
2023-02-13,376.0783996582031,377.3500061035156,387.3999938964844,375.0,382.5,887140,2023-02-13
2023-02-20,362.1754150390625,363.3999938964844,383.8500061035156,361.20001220703125,378.95001220703125,1845843,2023-02-20
2023-02-27,361.92626953125,363.1499938964844,366.29998779296875,347.8500061035156,363.25,687036,2023-02-27
2023-03-06,366.062255859375,367.29998779296875,374.54998779296875,360.95001220703125,364.54998779296875,692441,2023-03-06
2023-03-13,351.8104553222656,353.0,367.25,348.1000061035156,366.0,844124,2023-03-13
2023-03-20,353.305419921875,354.5,365.20001220703125,341.29998779296875,348.1000061035156,625501,2023-03-20
2023-03-27,361.37811279296875,362.6000061035156,370.0,345.8999938964844,354.95001220703125,657498,2023-03-27
2023-04-03,357.34173583984375,358.54998779296875,364.1000061035156,355.1000061035156,362.6000061035156,183077,2023-04-03
2023-04-10,356.046142578125,357.25,361.20001220703125,348.3500061035156,358.54998779296875,515688,2023-04-10
2023-04-17,365.0656433105469,366.29998779296875,395.70001220703125,355.3500061035156,357.95001220703125,2885315,2023-04-17
2023-04-24,373.9356689453125,375.20001220703125,382.0,358.04998779296875,366.29998779296875,1160961,2023-04-24
2023-05-01,371.04541015625,372.29998779296875,380.54998779296875,368.8500061035156,375.20001220703125,482520,2023-05-01
2023-05-08,371.444091796875,372.70001220703125,390.0,363.04998779296875,373.95001220703125,3384396,2023-05-08
2023-05-15,382.90533447265625,384.20001220703125,393.95001220703125,364.04998779296875,369.0,1868543,2023-05-15
2023-05-22,374.4837951660156,375.75,403.0,372.25,394.70001220703125,2426533,2023-05-22
2023-05-29,380.9618835449219,382.25,389.5,372.29998779296875,379.95001220703125,2108985,2023-05-29
2023-06-05,395.16387939453125,396.5,401.5,375.6000061035156,382.29998779296875,2680344,2023-06-05
2023-06-12,408.67742919921875,409.25,421.04998779296875,389.79998779296875,396.3500061035156,2840161,2023-06-12
2023-06-19,426.2028503417969,426.79998779296875,432.3999938964844,405.20001220703125,410.0,1460672,2023-06-19
2023-06-26,417.2154541015625,417.79998779296875,447.29998779296875,414.0,429.8999938964844,10309632,2023-06-26
2023-07-03,414.8687438964844,415.45001220703125,420.8999938964844,403.29998779296875,419.79998779296875,1830045,2023-07-03
2023-07-10,428.5995178222656,429.20001220703125,432.70001220703125,404.04998779296875,417.0,1831772,2023-07-10
2023-07-17,462.0526428222656,462.70001220703125,468.8999938964844,414.3500061035156,430.0,7694455,2023-07-17
2023-07-24,472.8375244140625,473.5,491.8999938964844,462.29998779296875,465.75,3351778,2023-07-24
2023-07-31,475.3839416503906,476.04998779296875,509.0,465.0,475.0,3592175,2023-07-31
2023-08-07,487.4670104980469,488.1499938964844,496.8500061035156,467.29998779296875,479.0,2688989,2023-08-07
2023-08-14,478.0302734375,478.70001220703125,490.0,472.0,489.6000061035156,1556155,2023-08-14
2023-08-21,474.635009765625,475.29998779296875,499.79998779296875,473.04998779296875,482.29998779296875,2015828,2023-08-21
2023-08-28,486.3685607910156,487.04998779296875,500.3999938964844,462.6000061035156,476.75,2529287,2023-08-28
2023-09-04,526.3126220703125,527.0499877929688,533.0,480.04998779296875,489.79998779296875,6930739,2023-09-04
2023-09-11,493.9579162597656,494.6499938964844,529.0,469.0,529.0,3635195,2023-09-11
2023-09-18,481.22576904296875,481.8999938964844,503.45001220703125,476.3999938964844,501.6499938964844,770266,2023-09-18
2023-09-25,484.2715148925781,484.95001220703125,498.54998779296875,482.1499938964844,485.95001220703125,1419673,2023-09-25
2023-10-02,469.94158935546875,470.6000061035156,493.0,467.6499938964844,484.95001220703125,824153,2023-10-02
2023-10-09,482.77362060546875,483.45001220703125,490.45001220703125,461.29998779296875,465.0,1358950,2023-10-09
2023-10-16,488.3657531738281,489.04998779296875,496.3999938964844,479.0,484.8999938964844,942123,2023-10-16
2023-10-23,466.8459167480469,467.5,495.8500061035156,450.20001220703125,490.0,1489140,2023-10-23
2023-10-30,478.6793518066406,479.3500061035156,487.0,463.6499938964844,469.79998779296875,937997,2023-10-30
2023-11-06,515.0783081054688,515.7999877929688,535.0,480.04998779296875,485.3500061035156,4292718,2023-11-06
2023-11-13,538.5953979492188,539.3499755859375,560.0499877929688,515.1500244140625,522.6500244140625,3218299,2023-11-13
2023-11-20,547.3831176757812,548.1500244140625,564.4500122070312,531.9500122070312,542.4500122070312,1748472,2023-11-20
2023-11-27,553.0750732421875,553.8499755859375,564.7999877929688,540.0,548.1500244140625,1000663,2023-11-27
2023-12-04,526.86181640625,527.5999755859375,561.4000244140625,520.0,559.9500122070312,1542303,2023-12-04
2023-12-11,546.8338012695312,547.5999755859375,550.0,520.8499755859375,527.0,1623052,2023-12-11
2023-12-18,551.5772094726562,552.3499755859375,555.0,521.0499877929688,548.5999755859375,1377089,2023-12-18
2023-12-25,545.3359375,546.0999755859375,580.0,544.0499877929688,552.3499755859375,1678260,2023-12-25
2024-01-01,572.5477905273438,573.3499755859375,585.0,543.0499877929688,546.0,2207557,2024-01-01
2024-01-08,582.2342529296875,583.0499877929688,592.0,566.2000122070312,574.75,1990188,2024-01-08
2024-01-15,575.2440185546875,576.0499877929688,591.0999755859375,566.5499877929688,583.0499877929688,1520802,2024-01-15
2024-01-22,572.9971923828125,573.7999877929688,593.0,561.0,576.0499877929688,498627,2024-01-22
2024-01-29,546.783935546875,547.5499877929688,605.9000244140625,535.7000122070312,575.75,2250573,2024-01-29
2024-02-05,551.0279541015625,551.7999877929688,575.9000244140625,540.25,548.0,2038216,2024-02-05
2024-02-12,536.6481323242188,537.4000244140625,552.8499755859375,521.5499877929688,551.7000122070312,4702496,2024-02-12
2024-02-19,527.0115966796875,527.75,546.5,524.7999877929688,537.0,1398727,2024-02-19
2024-02-26,517.1754150390625,517.9000244140625,533.9000244140625,513.0,531.6500244140625,1374487,2024-02-26
2024-03-04,533.1030883789062,533.8499755859375,539.0,499.79998779296875,526.9500122070312,1336661,2024-03-04
2024-03-11,484.2715148925781,484.95001220703125,542.0,476.1000061035156,533.8499755859375,1081884,2024-03-11
2024-03-18,489.1646423339844,489.8500061035156,501.0,478.1000061035156,485.0,933081,2024-03-18
2024-03-25,489.7638244628906,490.45001220703125,497.3999938964844,481.25,489.8500061035156,1051379,2024-03-25
2024-04-01,538.7951049804688,539.5499877929688,546.0,490.8999938964844,494.95001220703125,2358068,2024-04-01
2024-04-08,537.846435546875,538.5999755859375,559.7000122070312,528.2999877929688,538.8499755859375,1283466,2024-04-08
2024-04-15,520.2211303710938,520.9500122070312,538.0,515.0,537.5,518689,2024-04-15
2024-04-22,526.7120361328125,527.4500122070312,539.9000244140625,510.29998779296875,524.7000122070312,580095,2024-04-22
2024-04-29,529.8576049804688,530.5999755859375,539.5,523.0,532.25,365388,2024-04-29
2024-05-06,525.014404296875,525.75,534.5,505.0,533.2000122070312,1014661,2024-05-06
2024-05-13,545.3859252929688,546.1500244140625,554.7000122070312,514.5,520.0,1677613,2024-05-13
2024-05-20,555.5216674804688,556.2999877929688,584.7000122070312,530.0,546.1500244140625,2724631,2024-05-20
2024-05-27,593.0191040039062,593.8499755859375,597.5999755859375,532.5999755859375,559.7999877929688,4606937,2024-05-27
2024-06-03,690.6823120117188,691.6500244140625,701.9000244140625,540.5499877929688,605.0,6127437,2024-06-03
2024-06-10,724.5348510742188,725.5499877929688,739.4000244140625,673.2000122070312,700.0,4757129,2024-06-10
2024-06-17,728.9000244140625,728.9000244140625,747.0,713.2000122070312,725.5499877929688,2136974,2024-06-17
2024-06-24,715.5999755859375,715.5999755859375,735.0,713.0,723.0,1263653,2024-06-24
2024-07-01,706.6500244140625,706.6500244140625,739.0,698.3499755859375,717.5,2073821,2024-07-01
2024-07-08,707.75,707.75,718.9000244140625,685.25,713.5,1248496,2024-07-08
2024-07-15,697.5,697.5,724.9000244140625,691.2999877929688,709.9000244140625,1209018,2024-07-15
2024-07-22,716.7999877929688,716.7999877929688,732.0,688.0999755859375,688.0999755859375,2188594,2024-07-22
2024-07-29,739.25,739.25,777.0,698.5,699.0499877929688,5280002,2024-07-29
2024-08-05,815.4500122070312,815.4500122070312,879.2000122070312,695.7000122070312,730.0,6699457,2024-08-05
2024-08-12,848.4000244140625,848.4000244140625,894.2000122070312,812.0499877929688,813.4000244140625,5228273,2024-08-12
2024-08-19,854.5999755859375,854.5999755859375,883.9500122070312,840.0499877929688,854.9500122070312,2391936,2024-08-19
2024-08-26,825.0999755859375,825.0999755859375,895.0,815.5499877929688,859.0,2302991,2024-08-26
2024-09-02,861.2999877929688,861.2999877929688,901.75,820.0,828.5999755859375,3290017,2024-09-02
2024-09-09,877.8499755859375,877.8499755859375,899.7999877929688,825.0,861.2999877929688,3411899,2024-09-09
2024-09-16,953.25,953.25,965.9500122070312,841.9500122070312,881.6500244140625,7160513,2024-09-16
2024-09-23,959.0499877929688,959.0499877929688,1007.9500122070312,940.0499877929688,960.0,3487912,2024-09-23
2024-09-30,901.0,901.0,972.1500244140625,896.4500122070312,955.0,2527253,2024-09-30
2024-10-07,841.75,841.75,907.7000122070312,833.8499755859375,901.9500122070312,2084453,2024-10-07
2024-10-14,910.6500244140625,910.6500244140625,929.0,850.9500122070312,850.9500122070312,3245492,2024-10-14
2024-10-21,866.1500244140625,866.1500244140625,918.0,822.7999877929688,914.0,3678505,2024-10-21
2024-10-28,857.0,857.0,876.0,835.0499877929688,869.0,1615871,2024-10-28
2024-11-04,862.75,862.75,899.0,838.0,854.9000244140625,1310567,2024-11-04
2024-11-11,786.5999755859375,786.5999755859375,874.3499755859375,782.0499877929688,860.0,978436,2024-11-11
2024-11-18,734.25,734.25,790.0,718.0499877929688,786.0,1717126,2024-11-18
2024-11-25,802.7000122070312,802.7000122070312,819.3499755859375,744.0,750.0,1321191,2024-11-25
2024-12-02,820.5,820.5,843.5,760.7999877929688,766.0999755859375,2200773,2024-12-02
2024-12-09,799.3499755859375,799.3499755859375,864.0,796.0499877929688,825.0,2214692,2024-12-09
2024-12-16,770.1500244140625,770.1500244140625,820.0,757.0999755859375,805.2000122070312,2101194,2024-12-16
2024-12-23,764.2000122070312,764.2000122070312,788.0999755859375,760.8499755859375,784.0,848332,2024-12-23
2024-12-30,748.3499755859375,748.3499755859375,782.0,744.7999877929688,773.0,1494329,2024-12-30
2025-01-06,706.25,706.25,758.5999755859375,701.25,752.9000244140625,1690272,2025-01-06
2025-01-13,700.9000244140625,700.9000244140625,717.5499877929688,675.0499877929688,706.25,1245953,2025-01-13
2025-01-20,687.4000244140625,687.4000244140625,708.9500122070312,680.5999755859375,707.8499755859375,710347,2025-01-20
2025-01-27,726.8499755859375,726.8499755859375,766.0,630.0499877929688,677.0999755859375,1812001,2025-01-27
2025-02-03,659.25,659.25,742.4500122070312,638.5499877929688,726.5499877929688,4500306,2025-02-03
2025-02-10,577.75,577.75,661.0,573.9500122070312,659.9500122070312,2443111,2025-02-10
2025-02-17,675.2999877929688,675.2999877929688,692.7999877929688,558.7999877929688,577.75,6690924,2025-02-17
2025-02-24,634.1500244140625,634.1500244140625,670.0,605.5499877929688,670.0,1527445,2025-02-24
2025-03-03,670.1500244140625,670.1500244140625,685.5499877929688,601.0,632.0,2244334,2025-03-03
2025-03-10,672.7999877929688,672.7999877929688,678.7999877929688,631.5999755859375,670.0,1256153,2025-03-10
2025-03-17,697.0,697.0,718.5,661.2999877929688,672.7999877929688,1493884,2025-03-17
2025-03-24,661.0,661.0,701.0,653.9500122070312,697.9500122070312,1566837,2025-03-24
2025-03-31,677.0999755859375,677.0999755859375,699.0,661.0,661.0,1973783,2025-03-31
2025-04-07,709.4500122070312,709.4500122070312,712.0,610.5999755859375,610.5999755859375,1147953,2025-04-07
2025-04-14,716.7000122070312,716.7000122070312,729.5,705.3499755859375,709.4500122070312,847101,2025-04-14
2025-04-21,728.8499755859375,728.8499755859375,756.0499877929688,711.5499877929688,712.0499877929688,1831399,2025-04-21
2025-04-28,701.25,701.25,737.0499877929688,688.7999877929688,723.0,741723,2025-04-28
2025-05-05,674.3499755859375,674.3499755859375,710.0,652.5999755859375,700.6500244140625,998646,2025-05-05
2025-05-12,717.6500244140625,717.6500244140625,722.7000122070312,689.5499877929688,700.0,1368018,2025-05-12
2025-05-19,719.4500122070312,719.4500122070312,735.8499755859375,700.6500244140625,719.0,1964555,2025-05-19
2025-05-26,765.4000244140625,765.4000244140625,776.25,717.4500122070312,719.0999755859375,1501148,2025-05-26
2025-06-02,757.2999877929688,757.2999877929688,774.9500122070312,748.0499877929688,762.2999877929688,1077337,2025-06-02
2025-06-09,746.2000122070312,746.2000122070312,795.8499755859375,724.5999755859375,757.2999877929688,1002763,2025-06-09
2025-06-16,707.8499755859375,707.8499755859375,748.5499877929688,695.0,740.0,696747,2025-06-16
2025-06-23,754.7999877929688,754.7999877929688,759.4500122070312,702.0,705.0,1251505,2025-06-23
2025-06-30,732.9000244140625,732.9000244140625,753.4500122070312,727.0499877929688,746.0499877929688,1140739,2025-06-30
2025-07-07,727.8499755859375,727.8499755859375,743.4000244140625,724.0,732.9000244140625,490922,2025-07-07
2025-07-14,724.2000122070312,724.2000122070312,729.4000244140625,717.75,728.0,328103,2025-07-14
