Date,Adj Close_GSFC.NS,Close_GSFC.NS,High_GSFC.NS,Low_GSFC.NS,Open_GSFC.NS,Volume_GSFC.NS,Date
2020-07-13,50.406124114990234,57.29999923706055,60.45000076293945,54.95000076293945,58.650001525878906,2144479,2020-07-13
2020-07-20,52.86924743652344,60.099998474121094,61.25,57.04999923706055,58.099998474121094,4504595,2020-07-20
2020-07-27,52.341434478759766,59.5,60.75,58.099998474121094,60.04999923706055,4291412,2020-07-27
2020-08-03,55.46432876586914,63.04999923706055,64.9000015258789,59.20000076293945,60.150001525878906,5900365,2020-08-03
2020-08-10,53.66096878051758,61.0,65.55000305175781,60.400001525878906,63.70000076293945,5002181,2020-08-10
2020-08-17,55.81620407104492,63.45000076293945,64.4000015258789,60.79999923706055,61.95000076293945,3422499,2020-08-17
2020-08-24,60.56651306152344,68.8499984741211,74.0,63.79999923706055,63.95000076293945,18086086,2020-08-24
2020-08-31,57.57557678222656,65.44999694824219,69.19999694824219,63.099998474121094,69.19999694824219,4636016,2020-08-31
2020-09-07,55.77222442626953,63.400001525878906,66.25,61.29999923706055,65.8499984741211,1980575,2020-09-07
2020-09-14,53.17713928222656,60.45000076293945,64.4000015258789,58.599998474121094,62.95000076293945,3420139,2020-09-14
2020-09-21,53.53057098388672,59.70000076293945,61.5,54.0,60.29999923706055,4297040,2020-09-21
2020-09-28,57.879371643066406,64.55000305175781,66.5999984741211,58.25,60.0,9406332,2020-09-28
2020-10-05,60.345184326171875,67.30000305175781,69.0999984741211,63.650001525878906,65.0,8862049,2020-10-05
2020-10-12,57.47587203979492,64.0999984741211,67.69999694824219,60.25,67.5,4228202,2020-10-12
2020-10-19,58.68635559082031,65.44999694824219,67.9000015258789,63.25,65.25,3229220,2020-10-19
2020-10-26,60.8831787109375,67.9000015258789,68.9000015258789,63.0,65.0999984741211,7655053,2020-10-26
2020-11-02,59.2243537902832,66.05000305175781,68.75,64.25,68.30000305175781,8126335,2020-11-02
2020-11-09,57.61037063598633,64.25,66.8499984741211,62.75,66.75,4986708,2020-11-09
2020-11-16,59.852020263671875,66.75,67.30000305175781,63.599998474121094,63.75,4501263,2020-11-16
2020-11-23,63.12482452392578,70.4000015258789,72.44999694824219,65.94999694824219,67.25,10774318,2020-11-23
2020-11-30,65.41130828857422,72.94999694824219,75.5,70.4000015258789,70.4000015258789,7123740,2020-11-30
2020-12-07,69.58077239990234,77.5999984741211,79.4000015258789,71.5,73.05000305175781,13903360,2020-12-07
2020-12-14,67.0252914428711,74.75,79.5,73.75,77.9000015258789,5479560,2020-12-14
2020-12-21,64.60432434082031,72.05000305175781,74.6500015258789,66.0,74.19999694824219,5198697,2020-12-21
2020-12-28,68.99794006347656,76.94999694824219,78.5,71.3499984741211,72.1500015258789,9437666,2020-12-28
2021-01-04,75.85739135742188,84.5999984741211,88.0999984741211,77.0,78.5999984741211,19664365,2021-01-04
2021-01-11,73.16740417480469,81.5999984741211,87.0,81.0999984741211,84.9000015258789,7132721,2021-01-11
2021-01-18,68.32544708251953,76.19999694824219,81.75,75.5999984741211,81.0,5890855,2021-01-18
2021-01-25,68.72895050048828,76.6500015258789,77.80000305175781,71.0999984741211,77.0,3421523,2021-01-25
2021-02-01,72.6294174194336,81.0,85.44999694824219,75.30000305175781,77.4000015258789,11241423,2021-02-01
2021-02-08,68.81861877441406,76.75,82.30000305175781,75.80000305175781,82.0,4869098,2021-02-08
2021-02-15,69.08761596679688,77.05000305175781,80.4000015258789,75.6500015258789,77.19999694824219,5616162,2021-02-15
2021-02-22,79.75785827636719,88.94999694824219,92.19999694824219,76.3499984741211,76.5999984741211,30463367,2021-02-22
2021-03-01,86.21381378173828,96.1500015258789,107.3499984741211,88.69999694824219,90.8499984741211,48990686,2021-03-01
2021-03-08,86.07931518554688,96.0,100.69999694824219,91.0999984741211,96.69999694824219,15719425,2021-03-08
2021-03-15,76.7540512084961,85.5999984741211,96.4000015258789,80.5,96.3499984741211,11089743,2021-03-15
2021-03-22,73.79507446289062,82.30000305175781,88.80000305175781,80.05000305175781,85.80000305175781,6373258,2021-03-22
2021-03-29,78.14387512207031,87.1500015258789,87.9000015258789,81.0,82.30000305175781,5252046,2021-03-29
2021-04-05,80.78901672363281,90.0999984741211,95.19999694824219,85.0,87.25,11116705,2021-04-05
2021-04-12,81.50634765625,90.9000015258789,91.44999694824219,81.9000015258789,87.5999984741211,4693219,2021-04-12
2021-04-19,84.10665893554688,93.80000305175781,94.55000305175781,86.30000305175781,86.5,6601790,2021-04-19
2021-04-26,84.68948364257812,94.44999694824219,96.80000305175781,91.80000305175781,94.5,11278428,2021-04-26
2021-05-03,93.3870849609375,104.1500015258789,105.69999694824219,92.30000305175781,94.0,21487029,2021-05-03
2021-05-10,103.74349975585938,115.69999694824219,121.25,104.1500015258789,105.5,38824829,2021-05-10
2021-05-17,106.29898071289062,118.55000305175781,125.0,115.1500015258789,116.80000305175781,22849060,2021-05-17
2021-05-24,102.44334411621094,114.25,123.6500015258789,113.5999984741211,119.0,13722057,2021-05-24
2021-05-31,100.20169830322266,111.75,116.30000305175781,103.0999984741211,115.0999984741211,18312819,2021-05-31
2021-06-07,104.59532165527344,116.6500015258789,119.9000015258789,111.5,112.75,14246414,2021-06-07
2021-06-14,103.92283630371094,115.9000015258789,123.5,112.30000305175781,117.30000305175781,20511365,2021-06-14
2021-06-21,100.91902160644531,112.55000305175781,116.30000305175781,111.4000015258789,112.0999984741211,5960827,2021-06-21
2021-06-28,104.37116241455078,116.4000015258789,117.5999984741211,111.0,112.8499984741211,6689603,2021-06-28
2021-07-05,100.91902160644531,112.55000305175781,118.4000015258789,112.25,116.75,6975319,2021-07-05
2021-07-12,102.80200958251953,114.6500015258789,117.5999984741211,110.80000305175781,113.25,8288550,2021-07-12
2021-07-19,105.67131042480469,117.8499984741211,118.8499984741211,111.5,114.5999984741211,9241856,2021-07-19
2021-07-26,109.61662292480469,122.25,124.80000305175781,114.55000305175781,119.0,19890877,2021-07-26
2021-08-02,108.7647933959961,121.30000305175781,127.1500015258789,116.44999694824219,123.80000305175781,16573866,2021-08-02
2021-08-09,97.55655670166016,108.80000305175781,122.30000305175781,107.6500015258789,122.0,11505823,2021-08-09
2021-08-16,92.62492370605469,103.30000305175781,110.55000305175781,102.4000015258789,110.0,7355325,2021-08-16
2021-08-23,88.4106216430664,98.5999984741211,107.0,98.0999984741211,104.0999984741211,10435778,2021-08-23
2021-08-30,94.41824340820312,105.30000305175781,106.9000015258789,98.9000015258789,99.19999694824219,8290119,2021-08-30
2021-09-06,92.4007568359375,103.05000305175781,106.19999694824219,102.1500015258789,105.94999694824219,2957026,2021-09-06
2021-09-13,100.93789672851562,110.19999694824219,113.5999984741211,103.0,103.0999984741211,8219563,2021-09-13
2021-09-20,107.94493103027344,117.8499984741211,123.3499984741211,108.0999984741211,109.94999694824219,28005049,2021-09-20
2021-09-27,117.65402221679688,128.4499969482422,133.64999389648438,118.1500015258789,119.30000305175781,43864335,2021-09-27
2021-10-04,120.90564727783203,132.0,150.75,129.85000610351562,131.0,39482381,2021-10-04
2021-10-11,124.75264739990234,136.1999969482422,144.0,126.55000305175781,132.0,16987056,2021-10-11
2021-10-18,116.18849182128906,126.8499984741211,138.25,121.6500015258789,136.5,13016155,2021-10-18
2021-10-25,120.85984802246094,131.9499969482422,138.39999389648438,122.25,127.9000015258789,12785429,2021-10-25
2021-11-01,123.60770416259766,134.9499969482422,138.8000030517578,131.1999969482422,132.5,6060964,2021-11-01
2021-11-08,119.76071166992188,130.75,139.5500030517578,130.10000610351562,135.0,8340116,2021-11-08
2021-11-15,105.97563171386719,115.69999694824219,132.25,114.0,132.0500030517578,7084192,2021-11-15
2021-11-22,101.89965057373047,111.25,117.9000015258789,109.75,115.9000015258789,8226084,2021-11-22
2021-11-29,105.47186279296875,115.1500015258789,117.4000015258789,105.0,107.30000305175781,15955167,2021-11-29
2021-12-06,109.63944244384766,119.69999694824219,121.4000015258789,114.05000305175781,115.0999984741211,5791388,2021-12-06
2021-12-13,110.46379852294922,120.5999984741211,124.25,117.1500015258789,120.0,4738799,2021-12-13
2021-12-20,107.07478332519531,116.9000015258789,123.80000305175781,112.25,119.69999694824219,3583829,2021-12-20
2021-12-27,111.28816223144531,121.5,124.4000015258789,115.25,117.0,5309225,2021-12-27
2022-01-03,112.20410919189453,122.5,127.5,120.4000015258789,121.0999984741211,7650672,2022-01-03
2022-01-10,118.61577606201172,129.5,132.39999389648438,123.5999984741211,124.0,8134595,2022-01-10
2022-01-17,117.51663208007812,128.3000030517578,138.6999969482422,126.5999984741211,130.0,10181088,2022-01-17
2022-01-24,116.73806762695312,127.44999694824219,131.5,120.4000015258789,128.0,4945930,2022-01-24
2022-01-31,118.43257904052734,129.3000030517578,135.0,125.44999694824219,132.89999389648438,7790916,2022-01-31
2022-02-07,119.11955261230469,130.0500030517578,137.4499969482422,126.5,130.10000610351562,19929586,2022-02-07
2022-02-14,118.98214721679688,129.89999389648438,138.8000030517578,121.8499984741211,127.0,13294583,2022-02-14
2022-02-21,111.37975311279297,121.5999984741211,129.3000030517578,115.4000015258789,129.0,7016997,2022-02-21
2022-02-28,116.14271545410156,126.80000305175781,131.39999389648438,118.80000305175781,121.0,7109973,2022-02-28
2022-03-07,127.4547119140625,139.14999389648438,143.1999969482422,123.5999984741211,125.05000305175781,25005209,2022-03-07
2022-03-14,134.46173095703125,146.8000030517578,149.4499969482422,138.0,140.85000610351562,29866940,2022-03-14
2022-03-21,133.54579162597656,145.8000030517578,153.89999389648438,145.0500030517578,148.1999969482422,26333222,2022-03-21
2022-03-28,159.4214324951172,174.0500030517578,175.89999389648438,145.5500030517578,146.9499969482422,55072578,2022-03-28
2022-04-04,162.07769775390625,176.9499969482422,198.8000030517578,170.64999389648438,176.14999389648438,50393123,2022-04-04
2022-04-11,159.65042114257812,174.3000030517578,183.39999389648438,167.5,178.0,13069822,2022-04-11
2022-04-18,157.54371643066406,172.0,181.0,158.60000610351562,173.39999389648438,18865310,2022-04-18
2022-04-25,157.17735290527344,171.60000610351562,182.89999389648438,168.85000610351562,169.39999389648438,15118133,2022-04-25
2022-05-02,150.30770874023438,164.10000610351562,179.9499969482422,161.35000610351562,170.5500030517578,8679761,2022-05-02
