Date,Adj Close_ASMS.NS,Close_ASMS.NS,High_ASMS.NS,Low_ASMS.NS,Open_ASMS.NS,Volume_ASMS.NS,Date
2020-07-13,2.3499999046325684,2.3499999046325684,2.549999952316284,2.3499999046325684,2.549999952316284,8682,2020-07-13
2020-07-20,2.299999952316284,2.299999952316284,2.450000047683716,2.200000047683716,2.25,27444,2020-07-20
2020-07-27,2.0999999046325684,2.0999999046325684,2.4000000953674316,2.0,2.200000047683716,22392,2020-07-27
2020-08-03,1.7999999523162842,1.7999999523162842,2.0,1.7999999523162842,2.0,55337,2020-08-03
2020-08-10,1.9500000476837158,1.9500000476837158,1.9500000476837158,1.75,1.7999999523162842,19271,2020-08-10
2020-08-17,2.299999952316284,2.299999952316284,2.4000000953674316,2.0,2.0,32415,2020-08-17
2020-08-24,2.4000000953674316,2.4000000953674316,2.5999999046325684,2.200000047683716,2.25,63482,2020-08-24
2020-08-31,2.049999952316284,2.049999952316284,2.299999952316284,1.899999976158142,2.299999952316284,29521,2020-08-31
2020-09-07,2.0,2.0,2.1500000953674316,1.9500000476837158,2.0999999046325684,48102,2020-09-07
2020-09-14,1.9500000476837158,1.9500000476837158,2.0999999046325684,1.899999976158142,2.049999952316284,55789,2020-09-14
2020-09-21,1.899999976158142,1.899999976158142,2.0999999046325684,1.899999976158142,2.0,62034,2020-09-21
2020-09-28,1.7999999523162842,1.7999999523162842,1.899999976158142,1.7999999523162842,1.850000023841858,11848,2020-09-28
2020-10-05,1.9500000476837158,1.9500000476837158,2.0,1.7999999523162842,1.7999999523162842,24095,2020-10-05
2020-10-12,1.899999976158142,1.899999976158142,2.0,1.850000023841858,1.899999976158142,21187,2020-10-12
2020-10-19,1.7999999523162842,1.7999999523162842,1.899999976158142,1.75,1.899999976158142,29100,2020-10-19
2020-10-26,1.7000000476837158,1.7000000476837158,1.850000023841858,1.7000000476837158,1.7999999523162842,9277,2020-10-26
2020-11-02,1.5,1.5,1.7000000476837158,1.5,1.7000000476837158,51553,2020-11-02
2020-11-09,1.399999976158142,1.399999976158142,1.5499999523162842,1.350000023841858,1.4500000476837158,55173,2020-11-09
2020-11-16,1.5,1.5,1.5499999523162842,1.399999976158142,1.399999976158142,44908,2020-11-16
2020-11-23,1.600000023841858,1.600000023841858,1.600000023841858,1.399999976158142,1.5,52126,2020-11-23
2020-11-30,1.7999999523162842,1.7999999523162842,1.7999999523162842,1.600000023841858,1.600000023841858,31669,2020-11-30
2020-12-07,2.0999999046325684,2.0999999046325684,2.0999999046325684,1.850000023841858,1.850000023841858,25548,2020-12-07
2020-12-14,2.5999999046325684,2.5999999046325684,2.5999999046325684,2.200000047683716,2.200000047683716,15492,2020-12-14
2020-12-21,3.0,3.0,3.0,2.700000047683716,2.700000047683716,84620,2020-12-21
2020-12-28,3.75,3.75,3.75,3.1500000953674316,3.1500000953674316,56342,2020-12-28
2021-01-04,4.650000095367432,4.650000095367432,4.650000095367432,3.9000000953674316,3.9000000953674316,254346,2021-01-04
2021-01-11,4.050000190734863,4.050000190734863,5.050000190734863,4.050000190734863,4.650000095367432,242151,2021-01-11
2021-01-18,3.25,3.25,3.8499999046325684,3.25,3.8499999046325684,33062,2021-01-18
2021-01-25,3.049999952316284,3.049999952316284,3.1500000953674316,2.8499999046325684,3.0999999046325684,92268,2021-01-25
2021-02-01,2.9000000953674316,2.9000000953674316,3.200000047683716,2.8499999046325684,3.0,109838,2021-02-01
2021-02-08,2.5999999046325684,2.5999999046325684,2.950000047683716,2.5,2.799999952316284,147019,2021-02-08
2021-02-15,2.5999999046325684,2.5999999046325684,2.700000047683716,2.5,2.6500000953674316,162789,2021-02-15
2021-02-22,2.549999952316284,2.549999952316284,2.700000047683716,2.299999952316284,2.700000047683716,67020,2021-02-22
2021-03-01,2.5,2.5,2.5999999046325684,2.3499999046325684,2.549999952316284,131017,2021-03-01
2021-03-08,2.799999952316284,2.799999952316284,2.799999952316284,2.4000000953674316,2.4000000953674316,75328,2021-03-08
2021-03-15,2.950000047683716,2.950000047683716,3.1500000953674316,2.700000047683716,2.799999952316284,125162,2021-03-15
2021-03-22,2.5999999046325684,2.5999999046325684,3.0,2.5999999046325684,2.950000047683716,70292,2021-03-22
2021-03-29,2.4000000953674316,2.4000000953674316,2.6500000953674316,2.299999952316284,2.5999999046325684,72368,2021-03-29
2021-04-05,2.5,2.5,2.5,2.299999952316284,2.4000000953674316,50571,2021-04-05
2021-04-12,2.4000000953674316,2.4000000953674316,2.5,2.299999952316284,2.4000000953674316,21521,2021-04-12
2021-04-19,2.1500000953674316,2.1500000953674316,2.4000000953674316,2.049999952316284,2.299999952316284,51452,2021-04-19
2021-04-26,2.200000047683716,2.200000047683716,2.3499999046325684,2.1500000953674316,2.25,61680,2021-04-26
2021-05-03,2.200000047683716,2.200000047683716,2.3499999046325684,2.0999999046325684,2.0999999046325684,168811,2021-05-03
2021-05-10,2.4000000953674316,2.4000000953674316,2.4000000953674316,2.0999999046325684,2.0999999046325684,118807,2021-05-10
2021-05-17,2.9000000953674316,2.9000000953674316,2.9000000953674316,2.3499999046325684,2.5,144575,2021-05-17
2021-05-24,3.5999999046325684,3.5999999046325684,3.5999999046325684,2.8499999046325684,2.9000000953674316,104843,2021-05-24
2021-05-31,3.450000047683716,3.450000047683716,3.9000000953674316,3.4000000953674316,3.75,216718,2021-05-31
2021-06-07,4.25,4.25,4.25,3.450000047683716,3.549999952316284,114537,2021-06-07
2021-06-14,3.8499999046325684,3.8499999046325684,4.400000095367432,3.8499999046325684,4.25,217172,2021-06-14
2021-06-21,3.950000047683716,3.950000047683716,4.150000095367432,3.75,3.75,175809,2021-06-21
2021-06-28,3.8499999046325684,3.8499999046325684,4.099999904632568,3.75,4.099999904632568,169814,2021-06-28
2021-07-05,3.9000000953674316,3.9000000953674316,4.050000190734863,3.75,3.799999952316284,144264,2021-07-05
2021-07-12,3.549999952316284,3.549999952316284,3.950000047683716,3.549999952316284,3.9000000953674316,127394,2021-07-12
2021-07-19,3.700000047683716,3.700000047683716,3.799999952316284,3.4000000953674316,3.549999952316284,69577,2021-07-19
2021-07-26,3.3499999046325684,3.3499999046325684,3.75,3.25,3.75,80685,2021-07-26
2021-08-02,3.5,3.5,3.700000047683716,3.200000047683716,3.3499999046325684,131749,2021-08-02
2021-08-09,3.200000047683716,3.200000047683716,3.5999999046325684,2.950000047683716,3.5,110653,2021-08-09
2021-08-16,2.75,2.75,3.299999952316284,2.75,3.049999952316284,100826,2021-08-16
2021-08-23,2.9000000953674316,2.9000000953674316,3.0,2.6500000953674316,2.75,62740,2021-08-23
2021-08-30,2.75,2.75,3.0,2.6500000953674316,3.0,99386,2021-08-30
2021-09-06,2.799999952316284,2.799999952316284,2.8499999046325684,2.6500000953674316,2.75,74369,2021-09-06
2021-09-13,3.0,3.0,3.1500000953674316,2.700000047683716,2.700000047683716,100545,2021-09-13
2021-09-20,2.9000000953674316,2.9000000953674316,3.0999999046325684,2.8499999046325684,2.9000000953674316,85078,2021-09-20
2021-09-27,3.0,3.0,3.049999952316284,2.75,2.950000047683716,139256,2021-09-27
2021-10-04,3.75,3.75,3.75,2.9000000953674316,2.9000000953674316,207291,2021-10-04
2021-10-11,4.0,4.0,4.25,3.75,3.9000000953674316,234373,2021-10-11
2021-10-18,3.549999952316284,3.549999952316284,4.199999809265137,3.549999952316284,4.199999809265137,196238,2021-10-18
2021-10-25,3.3499999046325684,3.3499999046325684,3.700000047683716,3.200000047683716,3.700000047683716,91492,2021-10-25
2021-11-01,3.6500000953674316,3.6500000953674316,3.799999952316284,3.25,3.4000000953674316,74279,2021-11-01
2021-11-08,4.25,4.25,4.300000190734863,3.5,3.799999952316284,228350,2021-11-08
2021-11-15,5.050000190734863,5.050000190734863,5.050000190734863,4.300000190734863,4.449999809265137,283296,2021-11-15
2021-11-22,6.349999904632568,6.349999904632568,6.349999904632568,5.300000190734863,5.300000190734863,156780,2021-11-22
2021-11-29,5.0,5.0,6.650000095367432,5.0,6.650000095367432,410580,2021-11-29
2021-12-06,5.0,5.0,5.400000095367432,4.550000190734863,4.75,287978,2021-12-06
2021-12-13,6.300000190734863,6.300000190734863,6.300000190734863,4.900000095367432,4.900000095367432,224590,2021-12-13
2021-12-20,7.900000095367432,7.900000095367432,7.900000095367432,6.349999904632568,6.599999904632568,284332,2021-12-20
2021-12-27,9.600000381469727,9.600000381469727,9.600000381469727,8.25,8.25,557054,2021-12-27
2022-01-03,9.050000190734863,9.050000190734863,10.949999809265137,9.050000190734863,10.050000190734863,800846,2022-01-03
2022-01-10,8.550000190734863,8.550000190734863,8.600000381469727,7.449999809265137,8.600000381469727,457369,2022-01-10
2022-01-17,8.25,8.25,9.800000190734863,8.25,8.949999809265137,375758,2022-01-17
2022-01-24,7.5,7.5,8.25,6.800000190734863,7.849999904632568,231159,2022-01-24
2022-01-31,8.149999618530273,8.149999618530273,8.899999618530273,7.550000190734863,7.849999904632568,238940,2022-01-31
2022-02-07,6.900000095367432,6.900000095367432,8.550000190734863,6.849999904632568,8.149999618530273,224725,2022-02-07
2022-02-14,6.949999809265137,6.949999809265137,7.099999904632568,6.300000190734863,6.599999904632568,153729,2022-02-14
2022-02-21,6.150000095367432,6.150000095367432,7.199999809265137,6.150000095367432,6.949999809265137,148420,2022-02-21
2022-02-28,6.0,6.0,6.349999904632568,5.699999809265137,6.349999904632568,105929,2022-02-28
2022-03-07,6.599999904632568,6.599999904632568,6.599999904632568,5.699999809265137,6.0,102824,2022-03-07
2022-03-14,6.949999809265137,6.949999809265137,7.449999809265137,6.599999904632568,6.900000095367432,114673,2022-03-14
2022-03-21,6.150000095367432,6.150000095367432,7.25,6.150000095367432,7.0,197089,2022-03-21
