Date,Adj Close_BANARBEADS.NS,Close_BANARBEADS.NS,High_BANARBEADS.NS,Low_BANARBEADS.NS,Open_BANARBEADS.NS,Volume_BANARBEADS.NS,Date
2020-07-13,37.879905700683594,41.25,42.79999923706055,37.79999923706055,40.849998474121094,15982,2020-07-13
2020-07-20,39.25735855102539,42.75,45.45000076293945,38.75,40.849998474121094,103273,2020-07-20
2020-07-27,37.65032958984375,41.0,46.0,39.0,44.150001525878906,65175,2020-07-27
2020-08-03,39.25735855102539,42.75,45.70000076293945,40.0,40.650001525878906,104296,2020-08-03
2020-08-10,40.8184700012207,44.45000076293945,46.0,42.150001525878906,42.150001525878906,115043,2020-08-10
2020-08-17,55.14396286010742,60.04999923706055,69.9000015258789,44.0,44.150001525878906,773666,2020-08-17
2020-08-24,49.17500305175781,53.54999923706055,62.04999923706055,50.5,61.5,86954,2020-08-24
2020-08-31,48.30261993408203,52.599998474121094,55.150001525878906,50.0,55.0,63238,2020-08-31
2020-09-07,46.87925338745117,51.04999923706055,54.0,50.599998474121094,53.0,30768,2020-09-07
2020-09-14,49.404579162597656,53.79999923706055,55.900001525878906,51.04999923706055,51.95000076293945,24672,2020-09-14
2020-09-21,47.84347152709961,52.099998474121094,55.95000076293945,52.0,53.900001525878906,36941,2020-09-21
2020-09-28,47.84347152709961,52.099998474121094,53.400001525878906,52.0,52.099998474121094,9704,2020-09-28
2020-10-05,50.78203582763672,55.29999923706055,56.599998474121094,52.0,52.099998474121094,76437,2020-10-05
2020-10-12,61.48023223876953,66.94999694824219,70.8499984741211,55.45000076293945,56.04999923706055,436801,2020-10-12
2020-10-19,56.33774948120117,61.349998474121094,68.9000015258789,57.95000076293945,68.9000015258789,126073,2020-10-19
2020-10-26,52.2972297668457,56.95000076293945,62.849998474121094,54.04999923706055,60.150001525878906,23304,2020-10-26
2020-11-02,51.24118423461914,55.79999923706055,62.0,52.20000076293945,54.5,148508,2020-11-02
2020-11-09,48.66994094848633,53.0,56.70000076293945,52.099998474121094,53.900001525878906,28713,2020-11-09
2020-11-16,50.00148010253906,54.45000076293945,57.79999923706055,52.20000076293945,53.150001525878906,36443,2020-11-16
2020-11-23,48.624027252197266,52.95000076293945,56.900001525878906,52.25,56.45000076293945,125700,2020-11-23
2020-11-30,48.80768966674805,53.150001525878906,55.54999923706055,52.0,52.95000076293945,30362,2020-11-30
2020-12-07,49.2668342590332,53.650001525878906,57.79999923706055,52.900001525878906,53.04999923706055,120894,2020-12-07
2020-12-14,52.80229568481445,57.5,60.70000076293945,53.5,55.25,380016,2020-12-14
2020-12-21,50.644287109375,55.150001525878906,59.900001525878906,53.20000076293945,58.45000076293945,53829,2020-12-21
2020-12-28,52.20539855957031,56.849998474121094,62.0,54.75,55.25,159132,2020-12-28
2021-01-04,57.34788513183594,62.45000076293945,64.5,56.150001525878906,56.849998474121094,285638,2021-01-04
2021-01-11,54.54706954956055,59.400001525878906,64.5,58.29999923706055,61.45000076293945,146221,2021-01-11
2021-01-18,53.49102020263672,58.25,61.79999923706055,57.0,58.79999923706055,74946,2021-01-18
2021-01-25,53.399192810058594,58.150001525878906,60.70000076293945,57.5,60.650001525878906,50509,2021-01-25
2021-02-01,53.261444091796875,58.0,60.0,57.5,59.349998474121094,41369,2021-02-01
2021-02-08,52.80229568481445,57.5,59.79999923706055,57.29999923706055,58.25,41904,2021-02-08
2021-02-15,51.33301544189453,55.900001525878906,59.900001525878906,54.29999923706055,57.54999923706055,34522,2021-02-15
2021-02-22,53.49102020263672,58.25,59.900001525878906,52.150001525878906,56.0,68484,2021-02-22
2021-03-01,50.322879791259766,54.79999923706055,59.25,51.650001525878906,59.25,56054,2021-03-01
2021-03-08,50.50654220581055,55.0,56.849998474121094,53.25,55.349998474121094,50169,2021-03-08
2021-03-15,47.613895416259766,51.849998474121094,57.900001525878906,50.20000076293945,56.0,46878,2021-03-15
2021-03-22,46.09870147705078,50.20000076293945,55.5,43.95000076293945,52.29999923706055,75071,2021-03-22
2021-03-29,46.190528869628906,50.29999923706055,51.5,47.45000076293945,50.20000076293945,16193,2021-03-29
2021-04-05,44.99673843383789,49.0,51.75,47.20000076293945,51.75,27873,2021-04-05
2021-04-12,43.34379577636719,47.20000076293945,50.5,46.0,50.0,8786,2021-04-12
2021-04-19,45.08856964111328,49.099998474121094,50.0,45.70000076293945,46.400001525878906,13633,2021-04-19
2021-04-26,45.2722282409668,49.29999923706055,50.79999923706055,47.20000076293945,48.29999923706055,12452,2021-04-26
2021-05-03,47.38431930541992,51.599998474121094,58.650001525878906,48.04999923706055,49.25,148327,2021-05-03
2021-05-10,44.95082092285156,48.95000076293945,53.400001525878906,48.0,53.400001525878906,49857,2021-05-10
2021-05-17,53.399192810058594,58.150001525878906,61.70000076293945,46.29999923706055,49.900001525878906,754252,2021-05-17
2021-05-24,51.746246337890625,56.349998474121094,60.79999923706055,52.0,59.900001525878906,401448,2021-05-24
2021-05-31,53.90425109863281,58.70000076293945,61.25,53.25,57.400001525878906,330013,2021-05-31
2021-06-07,52.61863327026367,57.29999923706055,61.400001525878906,57.0,61.400001525878906,90027,2021-06-07
2021-06-14,50.873863220214844,55.400001525878906,59.150001525878906,55.0,57.29999923706055,68906,2021-06-14
2021-06-21,51.0116081237793,55.54999923706055,57.5,55.0,56.400001525878906,52710,2021-06-21
2021-06-28,52.0217399597168,56.650001525878906,60.95000076293945,55.0,55.400001525878906,194435,2021-06-28
2021-07-05,53.72059631347656,58.5,62.0,56.0,56.29999923706055,147007,2021-07-05
2021-07-12,66.39314270019531,72.30000305175781,79.44999694824219,57.0,60.599998474121094,2194699,2021-07-12
2021-07-19,77.91781616210938,84.8499984741211,91.9000015258789,64.25,70.0,2007977,2021-07-19
2021-07-26,79.15751647949219,86.19999694824219,100.19999694824219,76.55000305175781,84.9000015258789,1944095,2021-07-26
2021-08-02,73.05082702636719,79.55000305175781,93.0,78.19999694824219,87.4000015258789,275612,2021-08-02
2021-08-09,70.47958374023438,76.75,82.55000305175781,65.05000305175781,79.5,297498,2021-08-09
2021-08-16,66.1176528930664,72.0,80.5,69.4000015258789,79.4000015258789,143850,2021-08-16
2021-08-23,62.719947814941406,68.30000305175781,75.0,64.55000305175781,72.0,139054,2021-08-23
2021-08-30,62.21487808227539,67.75,71.4000015258789,65.5,68.5,98401,2021-08-30
2021-09-06,60.24052810668945,65.5999984741211,69.8499984741211,65.5,69.8499984741211,41268,2021-09-06
2021-09-13,59.689552307128906,65.0,68.5999984741211,64.80000305175781,65.80000305175781,49414,2021-09-13
2021-09-20,58.082523345947266,63.25,67.80000305175781,63.0,67.80000305175781,61101,2021-09-20
2021-09-27,58.17435073852539,63.349998474121094,66.55000305175781,60.400001525878906,64.19999694824219,65837,2021-09-27
2021-10-04,72.22435760498047,78.6500015258789,88.0,63.29999923706055,65.55000305175781,641667,2021-10-04
2021-10-11,73.64772033691406,80.19999694824219,85.0,71.0,78.6500015258789,192789,2021-10-11
2021-10-18,71.53562927246094,77.9000015258789,84.5999984741211,72.0,79.9000015258789,274833,2021-10-18
2021-10-25,70.06635284423828,76.30000305175781,84.4000015258789,71.44999694824219,76.0999984741211,623801,2021-10-25
2021-11-01,68.87255859375,75.0,80.0,74.30000305175781,80.0,46557,2021-11-01
2021-11-08,72.36210632324219,78.80000305175781,83.94999694824219,75.6500015258789,76.5,205913,2021-11-08
2021-11-15,67.98643493652344,72.1500015258789,79.0,72.0,78.80000305175781,51596,2021-11-15
2021-11-22,68.41046905517578,72.5999984741211,79.0,72.0,73.1500015258789,51795,2021-11-22
2021-11-29,67.09125518798828,71.19999694824219,74.80000305175781,71.0,72.6500015258789,47466,2021-11-29
2021-12-06,68.1277847290039,72.30000305175781,74.94999694824219,71.0,74.94999694824219,27917,2021-12-06
2021-12-13,67.6095199584961,71.75,79.0,71.1500015258789,74.80000305175781,131518,2021-12-13
2021-12-20,67.46817779541016,71.5999984741211,73.6500015258789,70.0,71.75,31815,2021-12-20
2021-12-27,72.08541107177734,76.5,86.94999694824219,70.44999694824219,71.5999984741211,493438,2021-12-27
2022-01-03,85.4659652709961,90.69999694824219,102.0,76.3499984741211,78.5,2132923,2022-01-03
2022-01-10,99.78882598876953,105.9000015258789,112.6500015258789,85.5999984741211,92.0,1474582,2022-01-10
2022-01-17,86.64382934570312,91.94999694824219,109.44999694824219,91.0,106.55000305175781,278929,2022-01-17
2022-01-24,86.21981048583984,91.5,108.94999694824219,89.0999984741211,93.6500015258789,464214,2022-01-24
2022-01-31,98.13981628417969,104.1500015258789,105.05000305175781,90.05000305175781,94.80000305175781,510392,2022-01-31
2022-02-07,91.44953918457031,97.05000305175781,113.6500015258789,95.44999694824219,104.0999984741211,527463,2022-02-07
2022-02-14,88.24573516845703,93.6500015258789,100.94999694824219,92.1500015258789,96.5,139135,2022-02-14
2022-02-21,77.45647430419922,82.19999694824219,94.3499984741211,72.05000305175781,92.25,211760,2022-02-21
2022-02-28,74.95940399169922,79.55000305175781,86.4000015258789,77.3499984741211,81.5,93454,2022-02-28
2022-03-07,98.3753890991211,104.4000015258789,109.4000015258789,72.19999694824219,78.55000305175781,971285,2022-03-07
2022-03-14,87.49189758300781,92.8499984741211,103.0,92.0,102.0,235106,2022-03-14
2022-03-21,88.99957275390625,94.44999694824219,99.9000015258789,86.69999694824219,93.0999984741211,222394,2022-03-21
2022-03-28,87.49189758300781,92.8499984741211,95.9000015258789,87.55000305175781,94.0,138050,2022-03-28
2022-04-04,87.3034439086914,92.6500015258789,95.69999694824219,90.05000305175781,92.6500015258789,140206,2022-04-04
2022-04-11,87.11498260498047,92.44999694824219,99.69999694824219,91.0,92.6500015258789,154044,2022-04-11
2022-04-18,85.7957763671875,91.05000305175781,95.80000305175781,87.4000015258789,91.8499984741211,115083,2022-04-18
2022-04-25,87.25633239746094,92.5999984741211,106.6500015258789,87.6500015258789,90.9000015258789,376104,2022-04-25
2022-05-02,82.49775695800781,87.55000305175781,95.0,85.6500015258789,92.1500015258789,73669,2022-05-02
2022-05-09,68.31623840332031,72.5,87.3499984741211,69.6500015258789,87.3499984741211,80593,2022-05-09
2022-05-16,72.83924865722656,77.30000305175781,79.94999694824219,72.25,74.0,39263,2022-05-16
2022-05-23,68.78739166259766,73.0,77.8499984741211,71.25,75.0999984741211,24777,2022-05-23
2022-05-30,70.10659790039062,74.4000015258789,80.0,73.0999984741211,74.75,27152,2022-05-30
2022-06-06,70.4364013671875,74.75,76.55000305175781,71.1500015258789,71.1500015258789,10864,2022-06-06
2022-06-13,66.8085708618164,70.9000015258789,80.0,70.0999984741211,71.44999694824219,23607,2022-06-13
2022-06-20,65.15956115722656,69.1500015258789,73.9000015258789,65.3499984741211,71.19999694824219,34180,2022-06-20
2022-06-27,67.32682800292969,71.44999694824219,72.55000305175781,67.5,70.44999694824219,12919,2022-06-27
2022-07-04,66.00762176513672,70.05000305175781,72.0,68.94999694824219,71.9000015258789,9713,2022-07-04
2022-07-11,69.54122924804688,73.80000305175781,83.30000305175781,66.5999984741211,70.8499984741211,260447,2022-07-11
2022-07-18,69.54122924804688,73.80000305175781,76.0,71.0,75.25,24821,2022-07-18
2022-07-25,70.76619720458984,75.0999984741211,78.94999694824219,73.05000305175781,74.5,44446,2022-07-25
2022-08-01,69.30564880371094,73.55000305175781,78.0,73.0,76.5,32460,2022-08-01
2022-08-08,69.63545227050781,73.9000015258789,75.80000305175781,73.19999694824219,74.4000015258789,7785,2022-08-08
2022-08-15,81.31989288330078,86.30000305175781,88.3499984741211,72.25,73.9000015258789,271713,2022-08-15
