Date,Adj Close_BANARBEADS.NS,Close_BANARBEADS.NS,High_BANARBEADS.NS,Low_BANARBEADS.NS,Open_BANARBEADS.NS,Volume_BANARBEADS.NS,Date
2022-08-22,74.34691619873047,78.9000015258789,85.80000305175781,76.0,85.0,155392,2022-08-22
2022-08-29,75.7132339477539,80.3499984741211,86.8499984741211,75.9000015258789,78.0,88387,2022-08-29
2022-09-05,74.72383880615234,79.30000305175781,81.75,77.1500015258789,81.75,50066,2022-09-05
2022-09-12,73.49884796142578,78.0,82.30000305175781,78.0,80.30000305175781,43102,2022-09-12
2022-09-19,75.5247802734375,80.1500015258789,87.80000305175781,77.0,79.30000305175781,139773,2022-09-19
2022-09-26,72.83924865722656,77.30000305175781,83.44999694824219,76.30000305175781,80.1500015258789,59362,2022-09-26
2022-10-03,87.20922088623047,92.55000305175781,98.5999984741211,77.0,78.69999694824219,743012,2022-10-03
2022-10-10,78.0689697265625,82.8499984741211,91.5,82.05000305175781,91.5,121888,2022-10-10
2022-10-17,77.97474670410156,82.75,83.5999984741211,81.75,82.8499984741211,45131,2022-10-17
2022-10-24,77.83340454101562,82.5999984741211,86.69999694824219,82.1500015258789,83.9000015258789,34336,2022-10-24
2022-10-31,78.58723449707031,83.4000015258789,84.19999694824219,82.0,82.8499984741211,22898,2022-10-31
2022-11-07,77.78628540039062,82.55000305175781,85.0,82.5,83.80000305175781,18080,2022-11-07
2022-11-14,77.92762756347656,82.69999694824219,84.94999694824219,82.5,82.55000305175781,21845,2022-11-14
2022-11-21,77.78628540039062,82.55000305175781,86.69999694824219,78.8499984741211,82.9000015258789,73202,2022-11-21
2022-11-28,78.0689697265625,82.8499984741211,84.5,81.55000305175781,81.94999694824219,22789,2022-11-28
2022-12-05,77.36224365234375,82.0999984741211,84.0999984741211,81.5,83.5999984741211,41345,2022-12-05
2022-12-12,78.77568817138672,83.5999984741211,85.80000305175781,79.0,82.9000015258789,126323,2022-12-12
2022-12-19,75.47766876220703,80.0999984741211,85.05000305175781,75.3499984741211,84.0,49085,2022-12-19
2022-12-26,74.91229248046875,79.5,83.3499984741211,78.0999984741211,80.19999694824219,26254,2022-12-26
2023-01-02,76.46707153320312,81.1500015258789,85.0,78.5999984741211,80.0,52406,2023-01-02
2023-01-09,76.41996002197266,81.0999984741211,83.69999694824219,80.05000305175781,83.69999694824219,26566,2023-01-09
2023-01-16,79.76509857177734,84.6500015258789,91.80000305175781,81.6500015258789,83.4000015258789,244231,2023-01-16
2023-01-23,80.80162048339844,85.75,102.5,83.0,85.4000015258789,764285,2023-01-23
2023-01-30,76.98533630371094,81.69999694824219,91.5,80.5,86.0,117052,2023-01-30
2023-02-06,82.15233612060547,85.1500015258789,87.9000015258789,80.75,81.69999694824219,103460,2023-02-06
2023-02-13,78.43787384033203,81.30000305175781,87.55000305175781,80.55000305175781,86.30000305175781,78440,2023-02-13
2023-02-20,71.87725830078125,74.5,83.0,73.1500015258789,82.69999694824219,63955,2023-02-20
2023-02-27,77.5695571899414,80.4000015258789,81.5,71.0,75.4000015258789,76699,2023-02-27
2023-03-06,80.41569519042969,83.3499984741211,85.0,78.19999694824219,78.19999694824219,62873,2023-03-06
2023-03-13,75.49524688720703,78.25,83.44999694824219,76.25,82.0999984741211,69557,2023-03-13
2023-03-20,76.5565185546875,79.3499984741211,82.69999694824219,74.5,80.19999694824219,127738,2023-03-20
2023-03-27,74.77164459228516,77.5,81.25,76.19999694824219,81.25,26277,2023-03-27
2023-04-03,75.83292388916016,78.5999984741211,82.5,76.19999694824219,78.05000305175781,38087,2023-04-03
2023-04-10,76.21884155273438,79.0,80.9000015258789,76.80000305175781,77.0,23765,2023-04-10
2023-04-17,77.5695571899414,80.4000015258789,90.75,78.44999694824219,79.44999694824219,220868,2023-04-17
2023-04-24,78.29315185546875,81.1500015258789,84.4000015258789,80.0999984741211,82.0,61916,2023-04-24
2023-05-01,79.59562683105469,82.5,83.69999694824219,80.6500015258789,81.1500015258789,25191,2023-05-01
2023-05-08,79.11322784423828,82.0,83.9000015258789,81.0,81.25,29864,2023-05-08
2023-05-15,77.42483520507812,80.25,82.75,80.0,81.5999984741211,70296,2023-05-15
2023-05-22,79.4509048461914,82.3499984741211,83.80000305175781,80.0999984741211,80.1500015258789,44384,2023-05-22
2023-05-29,78.34139251708984,81.19999694824219,83.0,81.0,82.0,12890,2023-05-29
2023-06-05,79.40266418457031,82.30000305175781,87.0,81.0,82.8499984741211,131648,2023-06-05
2023-06-12,78.58258819580078,81.44999694824219,85.0,80.30000305175781,84.0999984741211,73627,2023-06-12
2023-06-19,80.07801818847656,83.0,84.75,82.30000305175781,82.94999694824219,26279,2023-06-19
2023-06-26,80.46394348144531,83.4000015258789,84.9000015258789,83.0,83.0999984741211,19437,2023-06-26
2023-07-03,80.70514678955078,83.6500015258789,86.5,83.19999694824219,85.0,61656,2023-07-03
2023-07-10,82.20056915283203,85.19999694824219,88.0,83.0999984741211,83.80000305175781,73839,2023-07-10
2023-07-17,83.59952545166016,86.6500015258789,87.9000015258789,84.0,86.5,102314,2023-07-17
2023-07-24,81.0428237915039,84.0,87.75,83.75,86.75,97210,2023-07-24
2023-07-31,83.26185607910156,86.30000305175781,87.80000305175781,83.80000305175781,84.8499984741211,95958,2023-07-31
2023-08-07,82.3935317993164,85.4000015258789,87.0,84.0,87.0,30246,2023-08-07
2023-08-14,81.0428237915039,84.0,85.69999694824219,84.0,85.4000015258789,19196,2023-08-14
2023-08-21,82.24881744384766,85.25,86.75,84.0,84.6500015258789,42809,2023-08-21
2023-08-28,90.49781799316406,93.80000305175781,95.0999984741211,84.0,85.19999694824219,435932,2023-08-28
2023-09-04,89.05062103271484,92.30000305175781,101.25,91.55000305175781,96.0999984741211,447405,2023-09-04
2023-09-11,87.94110870361328,91.1500015258789,98.0,86.80000305175781,95.69999694824219,243678,2023-09-11
2023-09-18,87.79639434814453,91.0,96.0,88.05000305175781,91.9000015258789,105716,2023-09-18
2023-09-25,86.87983703613281,90.05000305175781,93.0999984741211,89.3499984741211,91.5999984741211,62859,2023-09-25
2023-10-02,88.71293640136719,91.94999694824219,93.75,90.05000305175781,90.05000305175781,61387,2023-10-02
2023-10-09,88.85765838623047,92.0999984741211,93.94999694824219,90.75,91.0,67749,2023-10-09
2023-10-16,88.18230438232422,91.4000015258789,93.75,91.0,93.0,55879,2023-10-16
2023-10-23,87.50694274902344,90.69999694824219,92.94999694824219,90.5,92.05000305175781,39275,2023-10-23
2023-10-30,88.2787857055664,91.5,93.5,90.5,91.55000305175781,73717,2023-10-30
2023-11-06,87.3139877319336,90.5,93.94999694824219,90.30000305175781,91.80000305175781,112258,2023-11-06
2023-11-13,91.84852600097656,95.19999694824219,97.0,90.5,91.44999694824219,160538,2023-11-13
2023-11-20,88.37525939941406,91.5999984741211,96.9000015258789,91.5,96.9000015258789,67767,2023-11-20
2023-11-27,88.2787857055664,91.5,93.0,90.8499984741211,91.5999984741211,18292,2023-11-27
2023-12-04,88.3270263671875,91.55000305175781,93.0,90.94999694824219,91.9000015258789,41885,2023-12-04
2023-12-11,91.6073226928711,94.94999694824219,106.44999694824219,91.5,92.05000305175781,670505,2023-12-11
2023-12-18,90.54605865478516,93.8499984741211,100.94999694824219,91.80000305175781,95.5,157211,2023-12-18
2023-12-25,92.23444366455078,95.5999984741211,98.0,93.5,93.8499984741211,51912,2023-12-25
2024-01-01,91.41437530517578,94.75,98.0,94.0,94.5999984741211,57488,2024-01-01
2024-01-08,97.7337875366211,101.30000305175781,112.44999694824219,93.5999984741211,94.5,752860,2024-01-08
2024-01-15,97.7337875366211,101.30000305175781,104.0,95.6500015258789,103.0,114784,2024-01-15
2024-01-22,97.63729858398438,101.19999694824219,106.0,97.05000305175781,101.30000305175781,111615,2024-01-22
2024-01-29,100.57992553710938,104.25,108.0,100.30000305175781,102.0,226022,2024-01-29
2024-02-05,103.23311614990234,107.0,119.94999694824219,103.19999694824219,105.6500015258789,700665,2024-02-05
2024-02-12,98.36089324951172,101.94999694824219,109.0,97.3499984741211,105.9000015258789,130534,2024-02-12
2024-02-19,102.05331420898438,103.80000305175781,107.30000305175781,101.30000305175781,102.0,116194,2024-02-19
2024-02-26,98.85800170898438,100.55000305175781,107.30000305175781,97.55000305175781,103.0999984741211,75853,2024-02-26
2024-03-04,98.31725311279297,100.0,103.5,99.3499984741211,102.05000305175781,47432,2024-03-04
2024-03-11,88.63300323486328,90.1500015258789,103.44999694824219,88.4000015258789,103.44999694824219,46135,2024-03-11
2024-03-18,89.71449279785156,91.25,96.9000015258789,88.30000305175781,90.1500015258789,50852,2024-03-18
2024-03-25,87.05992889404297,88.55000305175781,91.6500015258789,85.0,91.25,57453,2024-03-25
2024-04-01,97.23576354980469,98.9000015258789,100.5,88.1500015258789,89.0,66227,2024-04-01
2024-04-08,92.95896911621094,94.55000305175781,99.75,93.0,98.9000015258789,30692,2024-04-08
2024-04-15,90.746826171875,92.30000305175781,96.9000015258789,91.0999984741211,94.0,33820,2024-04-15
2024-04-22,91.7300033569336,93.30000305175781,96.19999694824219,92.0999984741211,94.80000305175781,33287,2024-04-22
2024-04-29,91.7791519165039,93.3499984741211,96.4000015258789,91.44999694824219,92.55000305175781,26112,2024-04-29
2024-05-06,87.79730987548828,89.30000305175781,97.4000015258789,89.05000305175781,97.4000015258789,17708,2024-05-06
2024-05-13,89.5670166015625,91.0999984741211,94.0,87.05000305175781,88.8499984741211,36572,2024-05-13
2024-05-20,88.48552703857422,90.0,93.0,89.0999984741211,92.1500015258789,25789,2024-05-20
2024-05-27,85.14273834228516,86.5999984741211,91.25,86.0,90.0999984741211,44071,2024-05-27
2024-06-03,89.22290802001953,90.75,93.0,81.69999694824219,88.0999984741211,57463,2024-06-03
2024-06-10,99.15294647216797,100.8499984741211,109.5999984741211,89.0999984741211,92.58999633789062,386108,2024-06-10
2024-06-17,94.33540344238281,95.94999694824219,103.0,94.0,100.8499984741211,258517,2024-06-17
2024-06-24,98.6810302734375,100.37000274658203,103.9000015258789,94.83999633789062,95.20999908447266,327406,2024-06-24
2024-07-01,101.3650894165039,103.0999984741211,107.63999938964844,97.05000305175781,99.0,299516,2024-07-01
2024-07-08,102.93816375732422,104.69999694824219,107.72000122070312,100.43000030517578,103.88999938964844,268457,2024-07-08
2024-07-15,99.73302459716797,101.44000244140625,109.30000305175781,100.22000122070312,104.55000305175781,189978,2024-07-15
2024-07-22,99.5167236328125,101.22000122070312,104.51000213623047,99.25,100.0,101210,2024-07-22
2024-07-29,98.92682647705078,100.62000274658203,104.98999786376953,100.0,104.33999633789062,76062,2024-07-29
2024-08-05,97.96331024169922,99.63999938964844,103.81999969482422,94.0,99.97000122070312,52228,2024-08-05
2024-08-12,95.70201110839844,97.33999633789062,103.8499984741211,97.0,98.30000305175781,61706,2024-08-12
2024-08-19,95.56436920166016,97.19999694824219,100.30000305175781,96.0,98.5,35610,2024-08-19
2024-08-26,97.11778259277344,98.77999877929688,101.7300033569336,96.43000030517578,97.97000122070312,37081,2024-08-26
2024-09-02,102.6432113647461,104.4000015258789,107.0,97.20999908447266,99.97000122070312,202222,2024-09-02
2024-09-09,102.29910278320312,104.05000305175781,107.5,102.25,106.0,143302,2024-09-09
2024-09-16,96.34107208251953,97.98999786376953,105.8499984741211,97.1500015258789,105.8499984741211,51531,2024-09-16
2024-09-23,109.64339447021484,111.5199966430664,119.5,98.9800033569336,99.98999786376953,1421784,2024-09-23
2024-09-30,101.8370132446289,103.58000183105469,115.58999633789062,102.11000061035156,110.01000213623047,212363,2024-09-30
2024-10-07,106.76270294189453,108.58999633789062,109.8499984741211,99.87999725341797,106.80000305175781,96344,2024-10-07
2024-10-14,141.81280517578125,144.24000549316406,154.0,108.62999725341797,110.4000015258789,3812505,2024-10-14
2024-10-21,128.63829040527344,130.83999633789062,153.0,118.69000244140625,140.0,1605822,2024-10-21
2024-10-28,134.79295349121094,137.10000610351562,140.99000549316406,125.12999725341797,130.91000366210938,331460,2024-10-28
2024-11-04,141.15408325195312,143.57000732421875,150.7100067138672,128.11000061035156,136.1999969482422,621036,2024-11-04
2024-11-11,128.48097229003906,130.67999267578125,146.77999877929688,129.0500030517578,143.57000732421875,170372,2024-11-11
2024-11-18,144.0740966796875,146.5399932861328,148.8000030517578,128.6999969482422,128.6999969482422,328776,2024-11-18
2024-11-25,140.17091369628906,142.57000732421875,152.6999969482422,136.42999267578125,152.5,428208,2024-11-25
2024-12-02,145.92247009277344,148.4199981689453,169.52000427246094,139.02000427246094,143.0,1737539,2024-12-02
2024-12-09,138.2144012451172,140.5800018310547,150.72000122070312,135.00999450683594,150.72000122070312,82114,2024-12-09
2024-12-16,124.25334167480469,126.37999725341797,144.35000610351562,126.0,140.5800018310547,46836,2024-12-16
2024-12-23,124.61711883544922,126.75,135.0,125.6500015258789,127.88999938964844,30400,2024-12-23
2024-12-30,126.86857604980469,129.0399932861328,131.0,121.0,127.0999984741211,43207,2024-12-30
2025-01-06,126.3376693725586,128.5,133.8000030517578,124.0,132.0500030517578,31311,2025-01-06
2025-01-13,135.1665496826172,137.47999572753906,139.0,124.4000015258789,129.9499969482422,54555,2025-01-13
2025-01-20,133.90809631347656,136.1999969482422,141.1999969482422,132.3000030517578,138.16000366210938,13931,2025-01-20
2025-01-27,128.18603515625,130.3800048828125,138.1999969482422,124.25,138.0,37758,2025-01-27
2025-02-03,130.93890380859375,133.17999267578125,135.0,126.55000305175781,126.55000305175781,15416,2025-02-03
2025-02-10,116.23999786376953,116.23999786376953,135.1999969482422,116.23999786376953,134.8000030517578,25464,2025-02-10
2025-02-17,120.9800033569336,120.9800033569336,123.0,110.0999984741211,113.0,13412,2025-02-17
2025-02-24,119.94000244140625,119.94000244140625,125.94999694824219,114.0,121.6500015258789,6778,2025-02-24
2025-03-03,123.11000061035156,123.11000061035156,124.22000122070312,111.0999984741211,122.0,17139,2025-03-03
2025-03-10,125.2300033569336,125.2300033569336,132.75999450683594,111.3499984741211,128.1999969482422,102246,2025-03-10
2025-03-17,133.3300018310547,133.3300018310547,134.69000244140625,123.30999755859375,129.0,58908,2025-03-17
2025-03-24,120.62000274658203,120.62000274658203,136.2100067138672,118.30000305175781,134.0,62671,2025-03-24
2025-03-31,127.55000305175781,127.55000305175781,130.1699981689453,120.62000274658203,120.62000274658203,46113,2025-03-31
2025-04-07,121.75,121.75,127.69999694824219,111.0,127.30000305175781,30626,2025-04-07
2025-04-14,124.48999786376953,124.48999786376953,126.58000183105469,119.43000030517578,125.19999694824219,36762,2025-04-14
2025-04-21,120.33000183105469,120.33000183105469,128.0,118.20999908447266,124.48999786376953,43650,2025-04-21
2025-04-28,118.20999908447266,118.20999908447266,123.0,115.91000366210938,122.29000091552734,15535,2025-04-28
2025-05-05,112.76000213623047,112.76000213623047,121.63999938964844,111.30000305175781,119.19999694824219,24840,2025-05-05
2025-05-12,127.55999755859375,127.55999755859375,130.0,115.11000061035156,116.69999694824219,52906,2025-05-12
2025-05-19,128.47999572753906,128.47999572753906,130.75999450683594,122.51000213623047,129.1999969482422,41887,2025-05-19
2025-05-26,124.58999633789062,124.58999633789062,131.8000030517578,120.0,128.88999938964844,46622,2025-05-26
2025-06-02,119.76000213623047,119.76000213623047,128.0,114.0999984741211,128.0,63334,2025-06-02
2025-06-09,123.72000122070312,123.72000122070312,129.77999877929688,117.01000213623047,120.97000122070312,51439,2025-06-09
2025-06-16,120.76000213623047,120.76000213623047,127.38999938964844,118.1500015258789,125.5999984741211,47542,2025-06-16
2025-06-23,122.2699966430664,122.2699966430664,132.0,117.05000305175781,120.76000213623047,92950,2025-06-23
2025-06-30,121.6500015258789,121.6500015258789,125.79000091552734,119.5,123.80000305175781,56719,2025-06-30
2025-07-07,117.73999786376953,117.73999786376953,123.33000183105469,116.0999984741211,121.05000305175781,45254,2025-07-07
2025-07-14,118.2300033569336,118.2300033569336,121.3499984741211,117.9000015258789,119.19999694824219,8012,2025-07-14
