Date,Adj Close_FSL.NS,Close_FSL.NS,High_FSL.NS,Low_FSL.NS,Open_FSL.NS,Volume_FSL.NS,Date
2020-07-13,37.86066818237305,42.5,44.20000076293945,41.0,41.25,24067144,2020-07-13
2020-07-20,39.6868896484375,44.54999923706055,45.45000076293945,41.150001525878906,42.849998474121094,24026514,2020-07-20
2020-07-27,43.51750183105469,48.849998474121094,49.20000076293945,44.599998474121094,44.75,21903742,2020-07-27
2020-08-03,48.28348922729492,54.20000076293945,58.400001525878906,48.5,48.849998474121094,36178737,2020-08-03
2020-08-10,46.501808166503906,52.20000076293945,58.400001525878906,50.70000076293945,54.900001525878906,21638743,2020-08-10
2020-08-17,53.2276496887207,59.75,61.099998474121094,52.0,52.20000076293945,22892277,2020-08-17
2020-08-24,58.08271789550781,65.19999694824219,67.8499984741211,59.150001525878906,61.0,32631291,2020-08-24
2020-08-31,55.677452087402344,62.5,66.5,58.099998474121094,66.44999694824219,14365344,2020-08-31
2020-09-07,57.236427307128906,64.25,66.1500015258789,60.599998474121094,62.349998474121094,15138871,2020-09-07
2020-09-14,66.14482116699219,74.25,75.8499984741211,64.5999984741211,64.69999694824219,33690382,2020-09-14
2020-09-21,64.49676513671875,72.4000015258789,78.4000015258789,67.19999694824219,74.5,29025265,2020-09-21
2020-09-28,64.36314392089844,72.25,74.69999694824219,71.6500015258789,73.0,8374321,2020-09-28
2020-10-05,62.626007080078125,70.30000305175781,73.69999694824219,68.5999984741211,72.0999984741211,11603700,2020-10-05
2020-10-12,62.58145523071289,70.25,73.19999694824219,66.69999694824219,70.4000015258789,12824226,2020-10-12
2020-10-19,65.4321517944336,73.44999694824219,75.4000015258789,69.5,70.80000305175781,10743833,2020-10-19
2020-10-26,62.3587532043457,70.0,76.80000305175781,68.55000305175781,73.6500015258789,16299270,2020-10-26
2020-11-02,65.69940185546875,73.75,74.25,68.5,70.19999694824219,9636720,2020-11-02
2020-11-09,66.05573272705078,74.1500015258789,75.4000015258789,71.5999984741211,74.5,8751848,2020-11-09
2020-11-16,67.65924072265625,75.94999694824219,77.6500015258789,73.3499984741211,74.1500015258789,10447740,2020-11-16
2020-11-23,70.46538543701172,79.0999984741211,80.0,75.5,76.5,20495578,2020-11-23
2020-11-30,67.61470031738281,75.9000015258789,80.69999694824219,75.1500015258789,79.0999984741211,8693643,2020-11-30
2020-12-07,66.81295013427734,75.0,78.5,73.0,76.30000305175781,13375656,2020-12-07
2020-12-14,68.95095825195312,77.4000015258789,81.0999984741211,75.0,75.0,18554237,2020-12-14
2020-12-21,81.86813354492188,91.9000015258789,94.19999694824219,66.5,77.80000305175781,37136403,2020-12-21
2020-12-28,89.26210021972656,100.19999694824219,115.4000015258789,93.0,93.4000015258789,58845229,2020-12-28
2021-01-04,90.50926971435547,101.5999984741211,105.69999694824219,99.0,101.4000015258789,17368812,2021-01-04
2021-01-11,80.71004486083984,90.5999984741211,103.9000015258789,90.30000305175781,103.80000305175781,15071387,2021-01-11
2021-01-18,84.76335906982422,95.1500015258789,99.69999694824219,88.05000305175781,90.80000305175781,13306755,2021-01-18
2021-01-25,77.50301361083984,87.0,97.0,85.5999984741211,96.0,5282171,2021-01-25
2021-02-01,86.94591522216797,97.5999984741211,102.0,84.19999694824219,88.0,22196155,2021-02-01
2021-02-08,86.81228637695312,97.44999694824219,103.75,96.5,99.55000305175781,26049336,2021-02-08
2021-02-15,86.36686706542969,96.94999694824219,99.4000015258789,93.4000015258789,98.4000015258789,14337743,2021-02-15
2021-02-22,91.54434204101562,99.5999984741211,106.80000305175781,95.69999694824219,98.0,36240403,2021-02-22
2021-03-01,96.96714782714844,105.5,112.75,99.0999984741211,100.5,33751371,2021-03-01
2021-03-08,95.12890625,103.5,108.6500015258789,101.19999694824219,106.44999694824219,11706167,2021-03-08
2021-03-15,102.48187255859375,111.5,122.94999694824219,102.3499984741211,104.4000015258789,69644028,2021-03-15
2021-03-22,98.39179229736328,107.05000305175781,118.8499984741211,105.5,108.5999984741211,26818109,2021-03-22
2021-03-29,108.54806518554688,118.0999984741211,120.9000015258789,107.05000305175781,107.05000305175781,15301265,2021-03-29
2021-04-05,111.35137939453125,121.1500015258789,125.44999694824219,116.3499984741211,118.0999984741211,26260710,2021-04-05
2021-04-12,107.21533966064453,116.6500015258789,119.3499984741211,109.30000305175781,118.75,15652179,2021-04-12
2021-04-19,101.37893676757812,110.30000305175781,115.75,109.19999694824219,114.0,13111908,2021-04-19
2021-04-26,103.67672729492188,112.80000305175781,117.0,110.3499984741211,110.8499984741211,11933023,2021-04-26
2021-05-03,120.266845703125,130.85000610351562,133.89999389648438,112.0999984741211,113.80000305175781,36788532,2021-05-03
2021-05-10,115.02786254882812,125.1500015258789,131.75,119.30000305175781,131.75,24158843,2021-05-10
2021-05-17,127.39002990722656,138.60000610351562,143.4499969482422,124.4000015258789,125.1500015258789,29006107,2021-05-17
2021-05-24,129.96356201171875,141.39999389648438,144.3000030517578,135.10000610351562,139.60000610351562,18040463,2021-05-24
2021-05-31,136.21356201171875,148.1999969482422,151.89999389648438,138.8000030517578,142.3000030517578,16562523,2021-05-31
2021-06-07,149.90847778320312,163.10000610351562,173.39999389648438,148.6999969482422,150.0,32046192,2021-06-07
2021-06-14,150.6437530517578,163.89999389648438,169.39999389648438,155.10000610351562,164.39999389648438,16372278,2021-06-14
2021-06-21,154.6419219970703,168.25,170.4499969482422,161.0,162.89999389648438,13617470,2021-06-21
2021-06-28,173.98941040039062,189.3000030517578,205.5,168.3000030517578,169.1999969482422,82048526,2021-06-28
2021-07-05,178.95263671875,194.6999969482422,197.89999389648438,185.3000030517578,190.8000030517578,21154599,2021-07-05
