Date,Adj Close_INDIGOPNTS.NS,Close_INDIGOPNTS.NS,High_INDIGOPNTS.NS,Low_INDIGOPNTS.NS,Open_INDIGOPNTS.NS,Volume_INDIGOPNTS.NS,Date
2022-08-01,1554.7158203125,1564.699951171875,1660.0,1400.199951171875,1408.0,1390351,2022-08-01
2022-08-08,1495.1981201171875,1504.800048828125,1559.949951171875,1491.6500244140625,1500.25,129599,2022-08-08
2022-08-15,1501.60693359375,1511.25,1542.800048828125,1497.0999755859375,1504.800048828125,121628,2022-08-15
2022-08-22,1659.741455078125,1670.4000244140625,1731.949951171875,1517.0,1517.800048828125,869945,2022-08-22
2022-08-29,1582.28076171875,1589.5999755859375,1730.0,1577.0,1630.0,334537,2022-08-29
2022-09-05,1546.8447265625,1554.0,1597.699951171875,1514.0,1589.5999755859375,300355,2022-09-05
2022-09-12,1593.9765625,1601.3499755859375,1641.199951171875,1543.4000244140625,1554.0,729756,2022-09-12
2022-09-19,1516.584716796875,1523.5999755859375,1640.0,1513.6500244140625,1614.800048828125,185771,2022-09-19
2022-09-26,1492.49609375,1499.4000244140625,1549.800048828125,1486.0,1525.0,94899,2022-09-26
2022-10-03,1486.673095703125,1493.550048828125,1518.949951171875,1485.550048828125,1506.75,59953,2022-10-03
2022-10-10,1475.8232421875,1482.6500244140625,1505.0,1450.0,1485.0,62022,2022-10-10
2022-10-17,1412.31689453125,1418.8499755859375,1501.300048828125,1413.1500244140625,1488.0,72840,2022-10-17
2022-10-24,1423.4654541015625,1430.050048828125,1470.0,1416.0,1418.8499755859375,65920,2022-10-24
2022-10-31,1535.5469970703125,1542.6500244140625,1688.0,1427.0,1431.0,1258096,2022-10-31
2022-11-07,1432.6728515625,1439.300048828125,1550.4000244140625,1331.0,1550.4000244140625,1670858,2022-11-07
2022-11-14,1330.24658203125,1336.4000244140625,1451.0999755859375,1333.9000244140625,1451.0999755859375,422620,2022-11-14
2022-11-21,1312.77734375,1318.8499755859375,1356.949951171875,1313.0,1343.0999755859375,235888,2022-11-21
2022-11-28,1334.3775634765625,1340.550048828125,1374.0,1321.25,1325.449951171875,429203,2022-11-28
2022-12-05,1325.5682373046875,1331.699951171875,1358.0,1312.550048828125,1358.0,346404,2022-12-05
2022-12-12,1313.0262451171875,1319.0999755859375,1365.0,1316.8499755859375,1337.0,272616,2022-12-12
2022-12-19,1246.73291015625,1252.5,1329.949951171875,1240.0,1326.0,186501,2022-12-19
2022-12-26,1296.6021728515625,1302.5999755859375,1318.9000244140625,1242.050048828125,1249.949951171875,115833,2022-12-26
2023-01-02,1288.290771484375,1294.25,1319.949951171875,1290.0,1319.0,73418,2023-01-02
2023-01-09,1275.7984619140625,1281.699951171875,1311.9000244140625,1261.0,1297.5,80247,2023-01-09
2023-01-16,1225.4315185546875,1231.0999755859375,1288.800048828125,1225.0,1288.800048828125,175563,2023-01-16
2023-01-23,1207.364990234375,1212.949951171875,1239.9000244140625,1201.5,1238.949951171875,77563,2023-01-23
2023-01-30,1130.868896484375,1136.0999755859375,1219.300048828125,1127.0,1219.300048828125,278340,2023-01-30
2023-02-06,1156.45068359375,1161.800048828125,1179.300048828125,1131.550048828125,1151.949951171875,251575,2023-02-06
2023-02-13,1075.723876953125,1080.699951171875,1176.0,1065.300048828125,1175.0,444982,2023-02-13
2023-02-20,1012.2177734375,1016.9000244140625,1090.0,1011.5499877929688,1087.0,658880,2023-02-20
2023-02-27,1074.529541015625,1079.5,1128.0,991.25,1019.0,1322629,2023-02-27
2023-03-06,1037.6500244140625,1042.449951171875,1095.199951171875,1034.3499755859375,1085.199951171875,466165,2023-03-06
2023-03-13,1037.84912109375,1042.6500244140625,1073.949951171875,1004.0,1053.0,503679,2023-03-13
2023-03-20,1012.2177734375,1016.9000244140625,1093.949951171875,1014.0,1042.6500244140625,209913,2023-03-20
2023-03-27,1003.7070922851562,1008.3499755859375,1030.0,981.9500122070312,1022.2999877929688,227044,2023-03-27
2023-04-03,1081.74609375,1086.75,1095.0,1014.0,1014.0,242211,2023-04-03
2023-04-10,1077.6650390625,1082.6500244140625,1099.9000244140625,1063.0999755859375,1097.5,156899,2023-04-10
2023-04-17,1141.5693359375,1146.8499755859375,1197.0,1057.5,1089.0,2347435,2023-04-17
2023-04-24,1148.238525390625,1153.550048828125,1208.0,1131.0,1167.949951171875,562703,2023-04-24
2023-05-01,1203.930908203125,1209.5,1230.699951171875,1153.550048828125,1153.550048828125,355166,2023-05-01
2023-05-08,1295.0594482421875,1301.050048828125,1319.949951171875,1220.0,1220.0,888467,2023-05-08
2023-05-15,1397.18701171875,1403.6500244140625,1434.0,1305.5,1311.5,940861,2023-05-15
2023-05-22,1500.4593505859375,1507.4000244140625,1525.0,1396.050048828125,1403.6500244140625,669717,2023-05-22
2023-05-29,1453.7254638671875,1460.449951171875,1548.0,1430.4000244140625,1530.0,1033155,2023-05-29
2023-06-05,1410.4755859375,1417.0,1494.0,1408.0,1474.0,298944,2023-06-05
2023-06-12,1411.5206298828125,1418.050048828125,1445.449951171875,1397.0,1431.449951171875,245877,2023-06-12
2023-06-19,1414.656005859375,1421.199951171875,1499.949951171875,1415.0,1429.0,292176,2023-06-19
2023-06-26,1422.3206787109375,1428.9000244140625,1449.0,1411.0,1431.949951171875,158001,2023-06-26
2023-07-03,1441.780517578125,1448.449951171875,1465.0,1420.050048828125,1437.449951171875,246355,2023-07-03
2023-07-10,1419.135498046875,1425.699951171875,1458.800048828125,1416.0999755859375,1458.800048828125,169826,2023-07-10
2023-07-17,1492.9937744140625,1499.9000244140625,1529.699951171875,1426.3499755859375,1435.6500244140625,795060,2023-07-17
2023-07-24,1567.7978515625,1575.050048828125,1587.949951171875,1486.0,1501.25,685947,2023-07-24
2023-07-31,1579.6622314453125,1583.3499755859375,1621.0,1523.800048828125,1593.0,484072,2023-07-31
2023-08-07,1541.2518310546875,1544.8499755859375,1679.949951171875,1535.0999755859375,1597.449951171875,742381,2023-08-07
2023-08-14,1494.5609130859375,1498.050048828125,1558.550048828125,1491.25,1544.8499755859375,333031,2023-08-14
2023-08-21,1512.0201416015625,1515.550048828125,1552.550048828125,1496.5999755859375,1507.0,339238,2023-08-21
2023-08-28,1579.512451171875,1583.199951171875,1592.25,1510.0,1534.800048828125,343342,2023-08-28
2023-09-04,1577.1181640625,1580.800048828125,1602.0999755859375,1562.8499755859375,1596.0,335240,2023-09-04
2023-09-11,1531.574462890625,1535.1500244140625,1605.0,1500.0,1600.0,315036,2023-09-11
2023-09-18,1545.5418701171875,1549.1500244140625,1566.4000244140625,1517.0999755859375,1536.5999755859375,212246,2023-09-18
2023-09-25,1482.3394775390625,1485.800048828125,1564.0,1478.3499755859375,1564.0,167854,2023-09-25
2023-10-02,1502.9412841796875,1506.449951171875,1529.0,1480.0,1485.800048828125,125251,2023-10-02
2023-10-09,1452.01025390625,1455.4000244140625,1494.5,1434.199951171875,1476.0,291096,2023-10-09
2023-10-16,1455.2027587890625,1458.5999755859375,1475.0,1440.0999755859375,1455.4000244140625,128093,2023-10-16
2023-10-23,1408.5118408203125,1411.800048828125,1510.199951171875,1321.5,1465.1500244140625,566724,2023-10-23
2023-10-30,1460.68994140625,1464.0999755859375,1478.0,1374.0,1421.6500244140625,531979,2023-10-30
2023-11-06,1499.449462890625,1502.949951171875,1564.0,1410.050048828125,1429.1500244140625,784394,2023-11-06
2023-11-13,1536.06396484375,1539.6500244140625,1576.300048828125,1470.0,1517.550048828125,805821,2023-11-13
2023-11-20,1479.047119140625,1482.5,1560.8499755859375,1464.050048828125,1552.800048828125,335962,2023-11-20
2023-11-27,1494.2615966796875,1497.75,1513.800048828125,1478.050048828125,1482.5,151957,2023-11-27
2023-12-04,1485.531982421875,1489.0,1558.8499755859375,1472.75,1518.6500244140625,543943,2023-12-04
2023-12-11,1475.4554443359375,1478.9000244140625,1495.949951171875,1456.0999755859375,1494.0,339510,2023-12-11
2023-12-18,1462.1864013671875,1465.5999755859375,1494.5999755859375,1425.6500244140625,1487.4000244140625,331104,2023-12-18
2023-12-25,1487.0284423828125,1490.5,1505.0,1462.0,1465.5999755859375,195267,2023-12-25
2024-01-01,1495.25927734375,1498.75,1504.949951171875,1470.0,1499.0,258924,2024-01-01
2024-01-08,1481.0924072265625,1484.550048828125,1507.949951171875,1459.1500244140625,1498.949951171875,391223,2024-01-08
2024-01-15,1465.8280029296875,1469.25,1540.0,1402.0,1484.550048828125,1129300,2024-01-15
2024-01-22,1446.622802734375,1450.0,1469.25,1401.1500244140625,1469.25,162321,2024-01-22
2024-01-29,1415.59521484375,1418.9000244140625,1484.949951171875,1406.0,1450.0,222127,2024-01-29
2024-02-05,1419.9849853515625,1423.300048828125,1530.0,1404.9000244140625,1424.8499755859375,812402,2024-02-05
2024-02-12,1491.2186279296875,1494.699951171875,1540.0,1440.0,1470.0,1082656,2024-02-12
2024-02-19,1440.137939453125,1443.5,1521.0,1434.5999755859375,1517.0,372875,2024-02-19
2024-02-26,1397.68701171875,1400.949951171875,1449.8499755859375,1385.699951171875,1448.0,189395,2024-02-26
2024-03-04,1360.3741455078125,1363.550048828125,1412.75,1351.0999755859375,1408.1500244140625,171974,2024-03-04
2024-03-11,1338.3255615234375,1341.449951171875,1390.800048828125,1303.050048828125,1384.449951171875,307707,2024-03-11
2024-03-18,1318.1226806640625,1321.199951171875,1353.0999755859375,1315.0,1341.050048828125,167721,2024-03-18
2024-03-25,1253.6732177734375,1256.5999755859375,1321.199951171875,1250.0,1321.199951171875,236163,2024-03-25
2024-04-01,1391.4017333984375,1394.6500244140625,1409.0,1274.0,1274.0,294160,2024-04-01
2024-04-08,1344.660888671875,1347.800048828125,1410.0,1320.75,1410.0,238580,2024-04-08
2024-04-15,1309.193603515625,1312.25,1348.0,1287.25,1301.1500244140625,266890,2024-04-15
2024-04-22,1321.9139404296875,1325.0,1355.0,1303.050048828125,1339.8499755859375,450671,2024-04-22
2024-04-29,1376.9853515625,1380.199951171875,1390.0,1327.6500244140625,1327.6500244140625,191680,2024-04-29
2024-05-06,1351.3951416015625,1354.550048828125,1397.0,1338.0,1397.0,341972,2024-05-06
2024-05-13,1361.82080078125,1365.0,1395.5,1333.4000244140625,1374.8499755859375,120532,2024-05-13
2024-05-20,1353.2408447265625,1356.4000244140625,1468.0,1352.0,1373.4000244140625,444062,2024-05-20
2024-05-27,1337.1783447265625,1340.300048828125,1394.800048828125,1335.550048828125,1356.4000244140625,167702,2024-05-27
2024-06-03,1362.46923828125,1365.6500244140625,1387.0999755859375,1260.8499755859375,1380.0,265106,2024-06-03
2024-06-10,1371.69775390625,1374.9000244140625,1387.0999755859375,1361.699951171875,1379.0,167879,2024-06-10
2024-06-17,1359.9251708984375,1363.0999755859375,1385.050048828125,1350.0,1375.0,201829,2024-06-17
2024-06-24,1369.8021240234375,1373.0,1387.5,1356.050048828125,1364.75,177477,2024-06-24
2024-07-01,1396.6395263671875,1399.9000244140625,1414.0,1358.5,1390.0,223201,2024-07-01
2024-07-08,1517.3077392578125,1520.8499755859375,1588.0,1382.5,1409.449951171875,2422113,2024-07-08
2024-07-15,1449.416259765625,1452.800048828125,1525.0,1450.0,1512.0,417501,2024-07-15
2024-07-22,1488.4749755859375,1491.949951171875,1516.1500244140625,1429.199951171875,1453.0,371542,2024-07-22
2024-07-29,1477.550537109375,1481.0,1557.0,1475.0,1496.949951171875,574391,2024-07-29
2024-08-05,1422.449951171875,1422.449951171875,1494.949951171875,1410.0,1460.949951171875,485975,2024-08-05
2024-08-12,1435.3499755859375,1435.3499755859375,1489.75,1414.0,1422.449951171875,162810,2024-08-12
2024-08-19,1449.4000244140625,1449.4000244140625,1499.0,1435.0,1457.0,214039,2024-08-19
2024-08-26,1450.5,1450.5,1479.25,1434.0,1457.1500244140625,214528,2024-08-26
2024-09-02,1479.3499755859375,1479.3499755859375,1584.0,1434.5,1473.949951171875,25767510,2024-09-02
2024-09-09,1502.1500244140625,1502.1500244140625,1525.3499755859375,1462.199951171875,1479.3499755859375,2298518,2024-09-09
2024-09-16,1481.300048828125,1481.300048828125,1522.0,1415.050048828125,1520.0,1354757,2024-09-16
2024-09-23,1471.5,1471.5,1503.9000244140625,1450.550048828125,1490.0,1000836,2024-09-23
2024-09-30,1460.449951171875,1460.449951171875,1545.550048828125,1450.0,1475.0,1056716,2024-09-30
2024-10-07,1481.9000244140625,1481.9000244140625,1492.4000244140625,1406.199951171875,1460.449951171875,539866,2024-10-07
2024-10-14,1566.9000244140625,1566.9000244140625,1603.0,1457.050048828125,1487.5,1396749,2024-10-14
2024-10-21,1601.449951171875,1601.449951171875,1689.0,1590.5999755859375,1599.0,2677420,2024-10-21
2024-10-28,1676.3499755859375,1676.3499755859375,1720.300048828125,1537.5999755859375,1537.5999755859375,1541479,2024-10-28
2024-11-04,1534.449951171875,1534.449951171875,1686.050048828125,1521.550048828125,1680.0999755859375,977472,2024-11-04
2024-11-11,1500.1500244140625,1500.1500244140625,1540.5,1476.050048828125,1500.0,495084,2024-11-11
2024-11-18,1502.800048828125,1502.800048828125,1521.8499755859375,1456.8499755859375,1500.0,304766,2024-11-18
2024-11-25,1433.550048828125,1433.550048828125,1521.0,1412.0,1521.0,557962,2024-11-25
2024-12-02,1433.9000244140625,1433.9000244140625,1470.0,1392.449951171875,1426.6500244140625,446877,2024-12-02
2024-12-09,1430.449951171875,1430.449951171875,1485.5,1409.300048828125,1433.9000244140625,395389,2024-12-09
2024-12-16,1408.949951171875,1408.949951171875,1509.4000244140625,1401.0999755859375,1430.5,350836,2024-12-16
2024-12-23,1333.9000244140625,1333.9000244140625,1426.1500244140625,1330.25,1412.5,253667,2024-12-23
2024-12-30,1395.75,1395.75,1438.0,1325.0,1335.0,335431,2024-12-30
2025-01-06,1287.800048828125,1287.800048828125,1396.699951171875,1278.449951171875,1395.75,196583,2025-01-06
2025-01-13,1228.300048828125,1228.300048828125,1300.4000244140625,1219.949951171875,1277.949951171875,424071,2025-01-13
2025-01-20,1227.1500244140625,1227.1500244140625,1290.699951171875,1223.0999755859375,1235.0,233394,2025-01-20
2025-01-27,1278.050048828125,1278.050048828125,1289.949951171875,1170.0,1220.1500244140625,299589,2025-01-27
2025-02-03,1255.199951171875,1255.199951171875,1313.9000244140625,1240.75,1278.050048828125,161114,2025-02-03
2025-02-10,1085.75,1085.75,1261.1500244140625,1063.5,1256.8499755859375,475936,2025-02-10
2025-02-17,1078.1500244140625,1078.1500244140625,1110.0,1034.0999755859375,1085.75,416042,2025-02-17
2025-02-24,1019.8499755859375,1019.8499755859375,1096.0999755859375,1011.0499877929688,1078.199951171875,373748,2025-02-24
2025-03-03,1063.5,1063.5,1079.4000244140625,946.9500122070312,1026.449951171875,713347,2025-03-03
2025-03-10,990.25,990.25,1075.699951171875,977.0,1069.550048828125,310525,2025-03-10
2025-03-17,994.4500122070312,994.4500122070312,1030.4000244140625,975.0,988.0499877929688,392782,2025-03-17
2025-03-24,942.7000122070312,942.7000122070312,1028.949951171875,940.0499877929688,1013.3499755859375,597565,2025-03-24
2025-03-31,963.2000122070312,963.2000122070312,995.0,941.0,942.7000122070312,516209,2025-03-31
2025-04-07,985.7000122070312,985.7000122070312,1002.0,910.0,915.0,535179,2025-04-07
2025-04-14,1017.4500122070312,1017.4500122070312,1045.0999755859375,985.7000122070312,985.7000122070312,315417,2025-04-14
2025-04-21,1005.5499877929688,1005.5499877929688,1076.0,996.5499877929688,1029.0,429827,2025-04-21
2025-04-28,988.25,988.25,1013.0499877929688,962.5,1001.0,248558,2025-04-28
2025-05-05,950.3499755859375,950.3499755859375,1010.0,944.0,988.4000244140625,534337,2025-05-05
2025-05-12,1028.199951171875,1028.199951171875,1037.25,973.7000122070312,987.4500122070312,558391,2025-05-12
2025-05-19,1031.800048828125,1031.800048828125,1047.800048828125,991.0,1030.75,387111,2025-05-19
2025-05-26,1079.449951171875,1079.449951171875,1100.0,1002.0999755859375,1031.800048828125,646098,2025-05-26
2025-06-02,1074.9000244140625,1074.9000244140625,1093.300048828125,1048.4000244140625,1086.199951171875,427815,2025-06-02
2025-06-09,1094.5999755859375,1094.5999755859375,1153.0,1071.0,1080.0,838889,2025-06-09
2025-06-16,1121.0,1121.0,1130.699951171875,1041.5,1084.5999755859375,509597,2025-06-16
2025-06-23,1161.0999755859375,1161.0999755859375,1185.9000244140625,1072.9000244140625,1082.300048828125,455068,2025-06-23
2025-06-30,1199.5,1199.5,1214.0,1155.0,1161.0,274341,2025-06-30
2025-07-07,1200.199951171875,1200.199951171875,1216.5999755859375,1182.5999755859375,1216.5999755859375,148645,2025-07-07
2025-07-14,1200.5999755859375,1200.5999755859375,1217.699951171875,1194.9000244140625,1200.199951171875,53422,2025-07-14
