Date,Adj Close_DEEPAKNTR.NS,Close_DEEPAKNTR.NS,High_DEEPAKNTR.NS,Low_DEEPAKNTR.NS,Open_DEEPAKNTR.NS,Volume_DEEPAKNTR.NS,Date
2020-07-13,523.93896484375,529.2999877929688,556.1500244140625,511.29998779296875,555.0,2271530,2020-07-13
2020-07-20,586.8452758789062,592.8499755859375,599.0,521.5999755859375,532.5,7120529,2020-07-20
2020-07-27,636.6358032226562,643.1500244140625,648.2999877929688,593.0,602.25,11410882,2020-07-27
2020-08-03,605.0093994140625,611.2000122070312,673.3499755859375,581.2000122070312,647.4000244140625,6028869,2020-08-03
2020-08-10,579.7677001953125,585.7000122070312,624.9000244140625,567.0,610.0,6598049,2020-08-10
2020-08-17,643.0203857421875,649.5999755859375,665.0,582.0,590.0,5915060,2020-08-17
2020-08-24,740.225830078125,747.7999877929688,824.5499877929688,654.0999755859375,667.0,19213307,2020-08-24
2020-08-31,725.0313110351562,732.4500122070312,761.0999755859375,663.0,749.9000244140625,8353556,2020-08-31
2020-09-07,725.7242431640625,733.1500244140625,769.75,712.0999755859375,735.0,5258194,2020-09-07
2020-09-14,845.20166015625,853.8499755859375,888.0,753.5999755859375,755.0,15082923,2020-09-14
2020-09-21,793.0355224609375,801.1500244140625,873.5,777.0,856.0,10690286,2020-09-21
2020-09-28,811.1006469726562,819.4000244140625,846.7999877929688,806.0,809.0,3635865,2020-09-28
2020-10-05,755.7174072265625,763.4500122070312,826.0,756.2999877929688,825.9500122070312,4599068,2020-10-05
2020-10-12,711.22265625,718.5,767.2999877929688,708.0999755859375,767.2999877929688,5218227,2020-10-12
2020-10-19,713.2023315429688,720.5,745.5999755859375,702.0999755859375,722.7999877929688,3856901,2020-10-19
2020-10-26,734.7320556640625,742.25,775.9500122070312,703.75,722.25,4231363,2020-10-26
2020-11-02,754.281982421875,762.0,771.9000244140625,705.6500244140625,734.0,3704877,2020-11-02
2020-11-09,814.169189453125,822.5,841.0999755859375,751.0999755859375,772.75,5122514,2020-11-09
2020-11-16,802.9837036132812,811.2000122070312,825.8499755859375,781.8499755859375,824.8499755859375,2902354,2020-11-16
2020-11-23,856.3377685546875,865.0999755859375,872.0,800.0,814.0,4707807,2020-11-23
2020-11-30,836.4907836914062,845.0499877929688,895.0,836.7999877929688,865.0999755859375,3068624,2020-11-30
2020-12-07,852.6752319335938,861.4000244140625,894.0,786.0,845.0499877929688,3852697,2020-12-07
2020-12-14,913.304931640625,922.6500244140625,941.9000244140625,846.2999877929688,868.0,6658092,2020-12-14
2020-12-21,898.80322265625,908.0,935.0,802.0,924.7999877929688,3980445,2020-12-21
2020-12-28,977.8444213867188,987.8499755859375,999.0,900.0,916.2000122070312,5538204,2020-12-28
2021-01-04,1043.9678955078125,1054.6500244140625,1086.0,985.9000244140625,1004.2000122070312,6127051,2021-01-04
2021-01-11,1011.8466186523438,1022.2000122070312,1063.0,1011.0,1060.5,2699150,2021-01-11
2021-01-18,990.8612670898438,1001.0,1033.949951171875,987.0,1012.5,3717418,2021-01-18
2021-01-25,961.7095947265625,971.5499877929688,1012.4000244140625,941.2000122070312,1011.25,1836585,2021-01-25
2021-02-01,1002.393310546875,1012.6500244140625,1062.0,944.0,971.5499877929688,4073680,2021-02-01
2021-02-08,1099.4007568359375,1110.6500244140625,1159.0,1013.3499755859375,1015.0,4216318,2021-02-08
2021-02-15,1267.0849609375,1280.050048828125,1330.0,1131.0,1137.0,12379278,2021-02-15
2021-02-22,1354.7874755859375,1368.6500244140625,1443.4000244140625,1246.25,1290.0,3656981,2021-02-22
2021-03-01,1565.7786865234375,1581.800048828125,1690.0,1379.050048828125,1385.0,10714615,2021-03-01
2021-03-08,1558.008056640625,1573.949951171875,1632.0,1503.0,1596.050048828125,3836911,2021-03-08
2021-03-15,1499.3087158203125,1514.6500244140625,1599.0,1428.25,1575.9000244140625,3952502,2021-03-15
2021-03-22,1545.189208984375,1561.0,1618.4000244140625,1474.550048828125,1515.949951171875,5658479,2021-03-22
2021-03-29,1630.07080078125,1646.75,1693.699951171875,1546.0999755859375,1561.0,4320272,2021-03-29
2021-04-05,1664.22119140625,1681.25,1750.0,1602.0,1647.800048828125,5570159,2021-04-05
2021-04-12,1571.8663330078125,1587.949951171875,1670.0,1557.0,1670.0,3043515,2021-04-12
2021-04-19,1611.3621826171875,1627.8499755859375,1673.8499755859375,1533.25,1549.5999755859375,3029560,2021-04-19
2021-04-26,1846.7041015625,1865.5999755859375,1900.0,1607.0,1648.4000244140625,13233183,2021-04-26
2021-05-03,1784.7877197265625,1803.050048828125,1988.0,1792.1500244140625,1865.5999755859375,11426944,2021-05-03
2021-05-10,1710.5968017578125,1728.0999755859375,1829.199951171875,1712.0,1820.050048828125,4712745,2021-05-10
2021-05-17,1744.302001953125,1762.1500244140625,1837.0,1714.0,1734.949951171875,5950090,2021-05-17
2021-05-24,1776.1263427734375,1794.300048828125,1834.800048828125,1750.0,1771.6500244140625,3899226,2021-05-24
2021-05-31,1714.11083984375,1731.6500244140625,1817.0999755859375,1718.0,1800.0,4236649,2021-05-31
2021-06-07,1773.651611328125,1791.800048828125,1871.75,1736.1500244140625,1741.0,8832349,2021-06-07
2021-06-14,1737.0263671875,1754.800048828125,1820.0,1715.0,1792.0,5203248,2021-06-14
2021-06-21,1767.2174072265625,1785.300048828125,1803.0,1710.0,1730.0,4097685,2021-06-21
2021-06-28,1908.0760498046875,1927.5999755859375,1943.0,1747.5999755859375,1794.300048828125,10296036,2021-06-28
2021-07-05,1921.0928955078125,1940.75,1977.6500244140625,1872.0,1943.449951171875,6701966,2021-07-05
2021-07-12,1931.7340087890625,1951.5,1999.5,1935.5999755859375,1955.0,4114999,2021-07-12
2021-07-19,1913.8175048828125,1933.4000244140625,1970.699951171875,1880.3499755859375,1948.949951171875,2660132,2021-07-19
2021-07-26,2018.545654296875,2039.199951171875,2084.89990234375,1882.0,1939.9000244140625,9807699,2021-07-26
2021-08-02,2098.972900390625,2120.449951171875,2156.0,2035.050048828125,2060.0,9561155,2021-08-02
2021-08-09,2120.749755859375,2142.449951171875,2208.0,2062.14990234375,2129.800048828125,6667788,2021-08-09
2021-08-16,2077.591796875,2098.85009765625,2168.0,2091.75,2135.0,2558669,2021-08-16
2021-08-23,2109.366455078125,2130.949951171875,2145.0,2039.550048828125,2109.949951171875,4680812,2021-08-23
2021-08-30,2324.9111328125,2348.699951171875,2405.0,2145.0,2145.0,7984917,2021-08-30
2021-09-06,2336.789306640625,2360.699951171875,2406.39990234375,2317.0,2360.39990234375,2604957,2021-09-06
2021-09-13,2391.776611328125,2416.25,2487.0,2348.0,2360.25,4030481,2021-09-13
2021-09-20,2460.77099609375,2485.949951171875,2527.0,2314.0,2408.0,4147461,2021-09-20
2021-09-27,2358.319091796875,2382.449951171875,2504.050048828125,2333.800048828125,2490.0,3554504,2021-09-27
2021-10-04,2852.41357421875,2881.60009765625,2943.25,2383.449951171875,2388.89990234375,14170978,2021-10-04
2021-10-11,2868.449462890625,2897.800048828125,2989.949951171875,2817.050048828125,2886.0,3617320,2021-10-11
2021-10-18,2412.6630859375,2437.35009765625,3020.0,2380.199951171875,2921.0,15198478,2021-10-18
2021-10-25,2207.759521484375,2230.35009765625,2498.0,2183.64990234375,2435.0,8403321,2021-10-25
2021-11-01,2271.062255859375,2294.300048828125,2342.0,2250.0,2250.0,2640069,2021-11-01
2021-11-08,2330.40478515625,2354.25,2405.0,2254.300048828125,2314.0,3206803,2021-11-08
2021-11-15,2266.557861328125,2289.75,2380.0,2252.25,2367.0,3250510,2021-11-15
2021-11-22,2084.2734375,2105.60009765625,2298.449951171875,2052.0,2292.0,5207946,2021-11-22
2021-11-29,2285.91015625,2309.300048828125,2339.89990234375,2005.0,2063.0,5610521,2021-11-29
2021-12-06,2329.068359375,2352.89990234375,2362.0,2242.199951171875,2309.449951171875,3057567,2021-12-06
2021-12-13,2251.16552734375,2274.199951171875,2386.75,2253.300048828125,2350.0,2830001,2021-12-13
2021-12-20,2286.949462890625,2310.35009765625,2350.0,2120.0,2250.0,3028806,2021-12-20
2021-12-27,2464.9775390625,2490.199951171875,2496.10009765625,2272.85009765625,2290.35009765625,4573375,2021-12-27
2022-01-03,2507.739990234375,2533.39990234375,2557.949951171875,2481.050048828125,2510.0,2751952,2022-01-03
2022-01-10,2632.90966796875,2659.85009765625,2686.550048828125,2535.0,2540.0,3301954,2022-01-10
2022-01-17,2475.618896484375,2500.949951171875,2690.050048828125,2455.39990234375,2660.0,2548127,2022-01-17
2022-01-24,2199.098388671875,2221.60009765625,2507.550048828125,2106.0,2500.949951171875,5151916,2022-01-24
2022-01-31,2341.392578125,2365.35009765625,2402.0,2214.64990234375,2270.35009765625,2988512,2022-01-31
2022-02-07,2189.447265625,2211.85009765625,2391.89990234375,2203.85009765625,2382.300048828125,2307410,2022-02-07
2022-02-14,2041.065185546875,2061.949951171875,2175.0,2006.6500244140625,2122.0,3630893,2022-02-14
2022-02-21,1976.327880859375,1996.550048828125,2055.85009765625,1842.550048828125,2050.0,5609751,2022-02-21
2022-02-28,1894.31689453125,1913.699951171875,2029.0,1901.699951171875,1990.0,3405791,2022-02-28
2022-03-07,2029.879638671875,2050.64990234375,2090.0,1810.25,1888.699951171875,3541425,2022-03-07
2022-03-14,2206.32421875,2228.89990234375,2272.75,2031.199951171875,2070.050048828125,6594705,2022-03-14
2022-03-21,2205.780029296875,2228.35009765625,2294.300048828125,2190.0,2245.800048828125,3558238,2022-03-21
2022-03-28,2277.10009765625,2300.39990234375,2325.89990234375,2147.5,2230.0,3524311,2022-03-28
2022-04-04,2337.87841796875,2361.800048828125,2391.0,2305.0,2313.39990234375,2648493,2022-04-04
2022-04-11,2274.18017578125,2297.449951171875,2379.699951171875,2201.60009765625,2368.64990234375,1941707,2022-04-11
2022-04-18,2255.2734375,2278.35009765625,2306.10009765625,2181.25,2288.5,2476224,2022-04-18
2022-04-25,2303.034912109375,2326.60009765625,2359.699951171875,2212.550048828125,2240.0,3514945,2022-04-25
2022-05-02,2008.05322265625,2028.5999755859375,2369.0,2021.0,2295.0,4818051,2022-05-02
2022-05-09,1963.31103515625,1983.4000244140625,2053.60009765625,1875.75,1972.0,4420960,2022-05-09
2022-05-16,1944.9488525390625,1964.8499755859375,2083.75,1953.0,2020.0999755859375,2670004,2022-05-16
2022-05-23,1877.043701171875,1896.25,2009.5999755859375,1781.0,1987.25,2980669,2022-05-23
2022-05-30,1938.2672119140625,1958.0999755859375,2050.0,1915.0,1931.0999755859375,5017878,2022-05-30
2022-06-06,1834.627685546875,1853.4000244140625,1948.449951171875,1700.0,1930.0,9306452,2022-06-06
2022-06-13,1827.9459228515625,1846.6500244140625,1929.9000244140625,1752.0,1800.0,5227925,2022-06-13
2022-06-20,1783.2532958984375,1801.5,1864.25,1735.6500244140625,1864.25,3445157,2022-06-20
2022-06-27,1705.4989013671875,1722.949951171875,1841.0,1681.1500244140625,1830.0,3382553,2022-06-27
2022-07-04,1754.0025634765625,1771.949951171875,1782.5999755859375,1702.3499755859375,1745.0,3467189,2022-07-04
2022-07-11,1733.413330078125,1751.1500244140625,1850.0,1740.5,1773.0,3122688,2022-07-11
2022-07-18,1797.5074462890625,1815.9000244140625,1908.449951171875,1745.0,1774.0,5624305,2022-07-18
2022-07-25,1899.959228515625,1919.4000244140625,1942.5,1790.0999755859375,1819.0,5195525,2022-07-25
2022-08-01,2012.345703125,2025.0999755859375,2060.0,1875.0,1928.5999755859375,8738768,2022-08-01
2022-08-08,2040.8651123046875,2053.800048828125,2074.449951171875,2002.5,2010.0,2415476,2022-08-08
2022-08-15,2028.3941650390625,2041.25,2134.75,2028.3499755859375,2053.800048828125,3533494,2022-08-15
2022-08-22,1948.351318359375,1960.699951171875,2023.800048828125,1950.0,2010.0,2892022,2022-08-22
2022-08-29,1970.312255859375,1982.800048828125,2031.9000244140625,1890.300048828125,1895.0,2286520,2022-08-29
2022-09-05,2031.8720703125,2044.75,2060.0,1975.0,1989.4000244140625,2440445,2022-09-05
2022-09-12,2094.7734375,2108.050048828125,2295.0,2045.0,2054.89990234375,8863586,2022-09-12
2022-09-19,2150.072998046875,2163.699951171875,2216.949951171875,2063.449951171875,2114.10009765625,5335416,2022-09-19
2022-09-26,2023.17724609375,2036.0,2150.199951171875,1975.0,2142.0,6117220,2022-09-26
2022-10-03,2191.460693359375,2205.35009765625,2215.60009765625,2031.1500244140625,2036.0,2689114,2022-10-03
2022-10-10,2211.03662109375,2225.050048828125,2261.39990234375,2165.949951171875,2179.800048828125,3406007,2022-10-10
2022-10-17,2227.830078125,2241.949951171875,2286.64990234375,2202.0,2222.89990234375,2583024,2022-10-17
2022-10-24,2236.47509765625,2250.64990234375,2268.0,2220.199951171875,2245.0,1190899,2022-10-24
2022-10-31,2301.364013671875,2315.949951171875,2356.60009765625,2250.64990234375,2250.64990234375,3101583,2022-10-31
2022-11-07,2104.8095703125,2118.14990234375,2342.5,2074.0,2317.449951171875,4838209,2022-11-07
2022-11-14,2089.904296875,2103.14990234375,2205.14990234375,2088.0,2120.0,2339334,2022-11-14
2022-11-21,2095.270263671875,2108.550048828125,2158.0,2090.0,2100.0,1659926,2022-11-21
2022-11-28,2197.57177734375,2211.5,2217.85009765625,2108.550048828125,2108.550048828125,1774796,2022-11-28
2022-12-05,2177.69775390625,2191.5,2263.39990234375,2176.35009765625,2222.550048828125,1776637,2022-12-05
2022-12-12,2095.071533203125,2108.35009765625,2245.0,2103.0,2180.10009765625,1348127,2022-12-12
2022-12-19,1876.407470703125,1888.300048828125,2121.39990234375,1877.4000244140625,2113.449951171875,1914508,2022-12-19
2022-12-26,1972.796630859375,1985.300048828125,2013.050048828125,1880.050048828125,1894.0,1369570,2022-12-26
2023-01-02,1924.353515625,1936.550048828125,2019.9000244140625,1921.6500244140625,1995.25,1157748,2023-01-02
2023-01-09,1931.9552001953125,1944.199951171875,1973.0,1911.050048828125,1950.0,894500,2023-01-09
2023-01-16,1875.6622314453125,1887.550048828125,1962.0,1883.0,1944.199951171875,804060,2023-01-16
2023-01-23,1812.36328125,1823.8499755859375,1900.0,1800.0,1887.550048828125,980641,2023-01-23
2023-01-30,1812.5123291015625,1824.0,1905.300048828125,1800.0,1814.949951171875,1332120,2023-01-30
2023-02-06,1774.4534912109375,1785.699951171875,1847.699951171875,1730.0,1827.050048828125,3726919,2023-02-06
2023-02-13,1792.88671875,1804.25,1838.0,1735.0,1786.0,1741752,2023-02-13
2023-02-20,1800.6375732421875,1812.050048828125,1848.3499755859375,1757.0,1804.25,1638118,2023-02-20
2023-02-27,1812.810546875,1824.300048828125,1864.9000244140625,1765.0,1810.0,1524490,2023-02-27
2023-03-06,1803.6187744140625,1815.050048828125,1849.0,1780.0,1829.8499755859375,786145,2023-03-06
2023-03-13,1792.5389404296875,1803.9000244140625,1850.0,1775.449951171875,1815.050048828125,1306133,2023-03-13
2023-03-20,1768.839111328125,1780.050048828125,1827.949951171875,1770.050048828125,1791.050048828125,1211157,2023-03-20
2023-03-27,1830.9951171875,1842.5999755859375,1855.0,1762.0,1780.0999755859375,1504270,2023-03-27
2023-04-03,1795.9176025390625,1807.300048828125,1858.1500244140625,1783.6500244140625,1850.0,1144950,2023-04-03
2023-04-10,1859.8125,1871.5999755859375,1899.0,1801.0,1810.0,1863628,2023-04-10
2023-04-17,1820.1636962890625,1831.699951171875,1882.5,1812.75,1876.550048828125,1101814,2023-04-17
2023-04-24,1876.3079833984375,1888.199951171875,1893.949951171875,1829.25,1836.300048828125,1001051,2023-04-24
2023-05-01,1902.64111328125,1914.699951171875,1958.800048828125,1882.6500244140625,1888.199951171875,1710756,2023-05-01
2023-05-08,1921.3226318359375,1933.5,1970.0,1863.6500244140625,1919.949951171875,2291315,2023-05-08
2023-05-15,1928.874755859375,1941.0999755859375,2006.1500244140625,1909.0,1943.949951171875,1666422,2023-05-15
2023-05-22,2061.484375,2074.550048828125,2160.0,1918.8499755859375,1940.949951171875,5872736,2023-05-22
2023-05-29,2073.508056640625,2086.64990234375,2096.75,2065.0,2075.199951171875,1315590,2023-05-29
2023-06-05,2007.1785888671875,2019.9000244140625,2148.949951171875,2011.300048828125,2095.0,2587530,2023-06-05
2023-06-12,2149.476806640625,2163.10009765625,2179.800048828125,2002.0999755859375,2026.0,3021694,2023-06-12
2023-06-19,2197.7705078125,2211.699951171875,2282.10009765625,2161.14990234375,2179.449951171875,3543727,2023-06-19
2023-06-26,2160.0595703125,2173.75,2245.89990234375,2165.550048828125,2184.050048828125,1242011,2023-06-26
2023-07-03,2049.361328125,2062.35009765625,2202.699951171875,2055.0,2174.35009765625,1889317,2023-07-03
2023-07-10,1931.5579833984375,1943.800048828125,2082.35009765625,1900.199951171875,2071.0,3359938,2023-07-10
2023-07-17,1966.834228515625,1979.300048828125,2007.0,1943.800048828125,1950.0,2020479,2023-07-17
2023-07-24,2000.4710693359375,2013.1500244140625,2023.5999755859375,1961.0999755859375,1982.0,1799043,2023-07-24
2023-07-31,2036.1065673828125,2041.3499755859375,2050.0,1938.25,2025.0,2894484,2023-07-31
2023-08-07,2078.2978515625,2083.64990234375,2124.0,2023.050048828125,2036.0,2015502,2023-08-07
2023-08-14,1989.82568359375,1994.949951171875,2083.550048828125,1962.0,2083.550048828125,1002115,2023-08-14
2023-08-21,2013.3153076171875,2018.5,2043.6500244140625,1976.0,1994.949951171875,2021444,2023-08-21
2023-08-28,2220.332275390625,2226.050048828125,2233.050048828125,2006.25,2015.1500244140625,5746864,2023-08-28
2023-09-04,2313.292724609375,2319.25,2372.699951171875,2218.64990234375,2238.949951171875,3114266,2023-09-04
2023-09-11,2236.490478515625,2242.25,2352.25,2227.60009765625,2324.949951171875,1879547,2023-09-11
2023-09-18,2122.833251953125,2128.300048828125,2276.10009765625,2123.0,2231.0,1128472,2023-09-18
2023-09-25,2115.00341796875,2120.449951171875,2157.0,2082.199951171875,2126.75,1119842,2023-09-25
2023-10-02,2103.083984375,2108.5,2131.0,2066.0,2120.449951171875,636419,2023-10-02
2023-10-09,2077.998779296875,2083.35009765625,2125.0,2060.0,2070.0,2035457,2023-10-09
2023-10-16,2079.24560546875,2084.60009765625,2167.85009765625,2073.0,2081.0,1234677,2023-10-16
2023-10-23,1982.8936767578125,1988.0,2090.25,1921.8499755859375,2075.0,1101942,2023-10-23
2023-10-30,2016.5069580078125,2021.699951171875,2030.9000244140625,1955.050048828125,1983.0,654068,2023-10-30
2023-11-06,2106.5751953125,2112.0,2210.0,2018.300048828125,2021.699951171875,2818557,2023-11-06
2023-11-13,2142.3828125,2147.89990234375,2172.35009765625,2095.0,2119.0,691445,2023-11-13
2023-11-20,2189.561279296875,2195.199951171875,2239.800048828125,2108.39990234375,2147.89990234375,2089044,2023-11-20
2023-11-27,2208.512451171875,2214.199951171875,2229.0,2168.0,2195.199951171875,1011407,2023-11-27
2023-12-04,2209.559814453125,2215.25,2325.949951171875,2182.10009765625,2233.0,1958920,2023-12-04
2023-12-11,2300.426025390625,2306.35009765625,2410.0,2198.0,2215.25,2868486,2023-12-11
2023-12-18,2373.338134765625,2379.449951171875,2399.949951171875,2179.39990234375,2306.0,4023992,2023-12-18
2023-12-25,2474.82666015625,2481.199951171875,2502.0,2379.449951171875,2379.449951171875,3590675,2023-12-25
2024-01-01,2441.662109375,2447.949951171875,2521.14990234375,2415.60009765625,2488.0,1856462,2024-01-01
2024-01-08,2427.249267578125,2433.5,2498.0,2395.0,2451.949951171875,1225145,2024-01-08
2024-01-15,2350.646484375,2356.699951171875,2456.199951171875,2261.0,2433.5,1469828,2024-01-15
2024-01-22,2230.655517578125,2236.39990234375,2356.699951171875,2227.050048828125,2356.699951171875,496022,2024-01-22
2024-01-29,2244.3701171875,2250.14990234375,2357.949951171875,2208.050048828125,2236.39990234375,1243913,2024-01-29
2024-02-05,2209.4599609375,2215.14990234375,2268.75,2178.0,2250.14990234375,851921,2024-02-05
2024-02-12,2306.2607421875,2312.199951171875,2334.0,2163.0,2216.0,1374482,2024-02-12
2024-02-19,2299.6279296875,2305.550048828125,2378.0,2275.550048828125,2295.25,2263982,2024-02-19
2024-02-26,2215.54443359375,2221.25,2314.60009765625,2169.0,2307.0,993897,2024-02-26
2024-03-04,2200.383544921875,2206.050048828125,2250.0,2134.85009765625,2218.35009765625,780816,2024-03-04
2024-03-11,2093.25927734375,2098.64990234375,2215.14990234375,2035.0999755859375,2206.050048828125,1078822,2024-03-11
2024-03-18,2155.598876953125,2161.14990234375,2183.300048828125,2059.14990234375,2106.449951171875,892789,2024-03-18
2024-03-25,2120.04052734375,2125.5,2180.75,2117.0,2161.14990234375,625833,2024-03-25
2024-04-01,2214.19775390625,2219.89990234375,2230.75,2120.0,2131.949951171875,2022897,2024-04-01
2024-04-08,2310.749267578125,2316.699951171875,2346.5,2185.050048828125,2225.0,2231509,2024-04-08
2024-04-15,2266.0146484375,2271.85009765625,2365.0,2245.60009765625,2289.949951171875,1502783,2024-04-15
2024-04-22,2470.6875,2477.050048828125,2535.0,2270.050048828125,2279.949951171875,2881555,2024-04-22
2024-04-29,2442.3603515625,2448.64990234375,2510.0,2413.800048828125,2508.949951171875,1208713,2024-04-29
2024-05-06,2488.142578125,2494.550048828125,2619.800048828125,2410.699951171875,2513.0,3204284,2024-05-06
2024-05-13,2520.65869140625,2527.14990234375,2545.0,2417.0,2502.85009765625,858780,2024-05-13
2024-05-20,2359.124755859375,2365.199951171875,2567.699951171875,2320.449951171875,2474.64990234375,1978031,2024-05-20
2024-05-27,2185.67138671875,2191.300048828125,2375.699951171875,2165.0,2365.35009765625,2968725,2024-05-27
2024-06-03,2276.1884765625,2282.050048828125,2295.0,2021.0,2280.0,1524499,2024-06-03
2024-06-10,2407.5,2413.699951171875,2441.39990234375,2274.39990234375,2285.0,1893924,2024-06-10
2024-06-17,2539.410400390625,2545.949951171875,2646.0,2390.0,2413.699951171875,3349808,2024-06-17
2024-06-24,2495.5234375,2501.949951171875,2544.0,2448.0,2544.0,1388605,2024-06-24
2024-07-01,2680.896240234375,2687.800048828125,2739.0,2510.0,2520.0,3895341,2024-07-01
2024-07-08,2767.47314453125,2774.60009765625,2803.75,2631.10009765625,2700.0,3073722,2024-07-08
2024-07-15,2785.576416015625,2792.75,2851.35009765625,2752.050048828125,2768.60009765625,1714218,2024-07-15
2024-07-22,2912.39990234375,2919.89990234375,2982.0,2721.0,2760.0,1977163,2024-07-22
2024-07-29,3087.997802734375,3095.949951171875,3169.0,2919.0,2919.050048828125,2041974,2024-07-29
2024-08-05,3076.35009765625,3076.35009765625,3146.300048828125,2931.0,3050.0,3217057,2024-08-05
2024-08-12,2900.800048828125,2900.800048828125,3088.449951171875,2818.14990234375,3050.10009765625,1662783,2024-08-12
2024-08-19,2821.050048828125,2821.050048828125,3093.75,2783.449951171875,2900.949951171875,2685918,2024-08-19
2024-08-26,2911.050048828125,2911.050048828125,2931.0,2798.35009765625,2828.0,2530920,2024-08-26
2024-09-02,2929.10009765625,2929.10009765625,3023.800048828125,2890.0,2926.449951171875,1878094,2024-09-02
2024-09-09,2930.89990234375,2930.89990234375,2988.0,2881.0,2929.10009765625,648749,2024-09-09
2024-09-16,2844.10009765625,2844.10009765625,2949.0,2809.800048828125,2929.0,1011986,2024-09-16
2024-09-23,2896.5,2896.5,2914.800048828125,2782.0,2845.0,1597699,2024-09-23
2024-09-30,2828.5,2828.5,2986.89990234375,2816.0,2899.0,1396579,2024-09-30
2024-10-07,2829.60009765625,2829.60009765625,2848.5,2749.75,2828.5,1075153,2024-10-07
2024-10-14,2839.39990234375,2839.39990234375,3011.14990234375,2805.0,2829.60009765625,2486607,2024-10-14
2024-10-21,2671.39990234375,2671.39990234375,2858.0,2640.0,2840.0,1144465,2024-10-21
2024-10-28,2646.25,2646.25,2744.800048828125,2611.10009765625,2660.0,847585,2024-10-28
2024-11-04,2678.25,2678.25,2885.10009765625,2600.800048828125,2646.25,995250,2024-11-04
2024-11-11,2638.5,2638.5,2677.89990234375,2453.0,2677.89990234375,2362891,2024-11-11
2024-11-18,2670.85009765625,2670.85009765625,2714.0,2511.75,2634.0,1752445,2024-11-18
2024-11-25,2727.25,2727.25,2744.64990234375,2685.0,2705.0,838499,2024-11-25
2024-12-02,2701.800048828125,2701.800048828125,2778.0,2593.25,2749.0,2915554,2024-12-02
2024-12-09,2679.85009765625,2679.85009765625,2748.800048828125,2625.0,2714.0,758780,2024-12-09
2024-12-16,2596.85009765625,2596.85009765625,2703.89990234375,2586.199951171875,2680.0,579943,2024-12-16
2024-12-23,2579.75,2579.75,2632.60009765625,2548.35009765625,2590.0,379016,2024-12-23
2024-12-30,2452.699951171875,2452.699951171875,2580.0,2445.0,2579.75,1192425,2024-12-30
2025-01-06,2418.75,2418.75,2509.199951171875,2402.0,2445.0,1228832,2025-01-06
2025-01-13,2358.75,2358.75,2400.39990234375,2319.0,2380.0,638906,2025-01-13
2025-01-20,2292.550048828125,2292.550048828125,2405.0,2270.10009765625,2365.0,488415,2025-01-20
2025-01-27,2326.0,2326.0,2357.35009765625,2177.89990234375,2292.550048828125,855659,2025-01-27
2025-02-03,2350.949951171875,2350.949951171875,2399.949951171875,2283.550048828125,2300.0,883391,2025-02-03
2025-02-10,1900.5,1900.5,2355.5,1872.300048828125,2325.0,6457138,2025-02-10
2025-02-17,1932.75,1932.75,2010.5999755859375,1809.949951171875,1886.0,4108821,2025-02-17
2025-02-24,1851.300048828125,1851.300048828125,1963.3499755859375,1827.1500244140625,1921.550048828125,977977,2025-02-24
2025-03-03,1989.0,1989.0,1997.949951171875,1790.800048828125,1855.0,891840,2025-03-03
2025-03-10,1948.5999755859375,1948.5999755859375,2004.949951171875,1908.5,1988.0,839463,2025-03-10
2025-03-17,2057.800048828125,2057.800048828125,2073.64990234375,1948.0,1970.0,1113180,2025-03-17
2025-03-24,1983.5999755859375,1983.5999755859375,2113.89990234375,1970.550048828125,2069.050048828125,1182174,2025-03-24
2025-03-31,1928.949951171875,1928.949951171875,2038.3499755859375,1916.1500244140625,1983.5999755859375,794954,2025-03-31
2025-04-07,1932.8499755859375,1932.8499755859375,1941.0999755859375,1782.0,1782.0,1448626,2025-04-07
2025-04-14,1959.800048828125,1959.800048828125,1982.5999755859375,1925.0,1932.8499755859375,716366,2025-04-14
2025-04-21,1961.300048828125,1961.300048828125,2067.39990234375,1920.0,1975.5,1188983,2025-04-21
2025-04-28,1983.199951171875,1983.199951171875,2009.699951171875,1925.199951171875,1950.0,597782,2025-04-28
2025-05-05,1908.0999755859375,1908.0999755859375,2025.0,1845.0,1990.0,724514,2025-05-05
2025-05-12,2110.89990234375,2110.89990234375,2124.0,1940.0,1960.0,1165680,2025-05-12
2025-05-19,2069.199951171875,2069.199951171875,2174.0,2051.199951171875,2127.0,1215440,2025-05-19
2025-05-26,2027.300048828125,2027.300048828125,2128.89990234375,1993.0,2070.0,4118293,2025-05-26
2025-06-02,1940.5999755859375,1940.5999755859375,2036.199951171875,1935.0999755859375,2025.0,1405946,2025-06-02
