Date,Adj Close_HITECHCORP.NS,Close_HITECHCORP.NS,High_HITECHCORP.NS,Low_HITECHCORP.NS,Open_HITECHCORP.NS,Volume_HITECHCORP.NS,Date
2021-04-26,141.85740661621094,144.3000030517578,154.8000030517578,130.60000610351562,136.89999389648438,156672,2021-04-26
2021-05-03,163.19007873535156,166.0,177.3000030517578,132.10000610351562,144.64999389648438,313793,2021-05-03
2021-05-10,156.45602416992188,159.14999389648438,173.0,154.0,168.0,85689,2021-05-10
2021-05-17,177.24801635742188,180.3000030517578,186.0,156.0,156.14999389648438,184059,2021-05-17
2021-05-24,172.43096923828125,175.39999389648438,192.0,173.3000030517578,188.9499969482422,187228,2021-05-24
2021-05-31,170.75975036621094,173.6999969482422,181.0,171.0500030517578,177.0500030517578,65579,2021-05-31
2021-06-07,181.81932067871094,184.9499969482422,187.0,167.4499969482422,175.5500030517578,139925,2021-06-07
2021-06-14,236.23240661621094,240.3000030517578,263.6499938964844,182.0500030517578,184.0,1509776,2021-06-14
2021-06-21,225.91012573242188,229.8000030517578,256.0,228.89999389648438,239.89999389648438,146015,2021-06-21
2021-06-28,231.5136260986328,235.5,246.9499969482422,226.3000030517578,229.8000030517578,90114,2021-06-28
2021-07-05,222.12527465820312,225.9499969482422,243.5,224.0500030517578,243.0,54613,2021-07-05
2021-07-12,235.5933837890625,239.64999389648438,249.64999389648438,224.39999389648438,234.6999969482422,92737,2021-07-12
2021-07-19,233.57809448242188,237.60000610351562,243.4499969482422,225.3000030517578,231.3000030517578,52387,2021-07-19
2021-07-26,240.64955139160156,243.75,275.0,235.14999389648438,244.8000030517578,268462,2021-07-26
2021-08-02,221.8912353515625,224.75,252.0,215.0,240.0500030517578,70319,2021-08-02
2021-08-09,217.44847106933594,220.25,230.0500030517578,195.0500030517578,229.0,59564,2021-08-09
2021-08-16,204.6138153076172,207.25,227.0,205.25,220.25,19203,2021-08-16
2021-08-23,198.739501953125,201.3000030517578,214.0,181.5500030517578,198.0500030517578,16075,2021-08-23
2021-08-30,200.31915283203125,202.89999389648438,213.0,194.64999389648438,202.1999969482422,37611,2021-08-30
2021-09-06,213.49935913085938,216.25,219.85000610351562,198.60000610351562,203.5500030517578,30479,2021-09-06
2021-09-13,217.69528198242188,220.5,237.60000610351562,215.39999389648438,223.5500030517578,68140,2021-09-13
2021-09-20,217.20166015625,220.0,226.4499969482422,211.9499969482422,220.5,41094,2021-09-20
2021-09-27,219.47239685058594,222.3000030517578,229.60000610351562,210.0500030517578,220.25,43894,2021-09-27
2021-10-04,228.45663452148438,231.39999389648438,238.0,220.39999389648438,228.89999389648438,42177,2021-10-04
2021-10-11,228.8022003173828,231.75,249.10000610351562,228.5,233.5500030517578,51207,2021-10-11
2021-10-18,211.376708984375,214.10000610351562,239.39999389648438,206.0,232.0,37447,2021-10-18
2021-10-25,203.52783203125,206.14999389648438,219.25,203.0,214.10000610351562,25307,2021-10-25
2021-11-01,213.9929962158203,216.75,225.0,206.3000030517578,206.85000610351562,17357,2021-11-01
2021-11-08,254.32337951660156,257.6000061035156,271.70001220703125,210.39999389648438,228.0,776613,2021-11-08
2021-11-15,241.58746337890625,244.6999969482422,262.75,241.0,260.0,121108,2021-11-15
2021-11-22,231.61595153808594,234.60000610351562,261.0,224.10000610351562,261.0,71110,2021-11-22
2021-11-29,235.46632385253906,238.5,253.89999389648438,222.10000610351562,234.60000610351562,76657,2021-11-29
2021-12-06,294.7031555175781,298.5,329.0,232.0,238.5,1412513,2021-12-06
2021-12-13,276.7346496582031,280.29998779296875,316.0,275.1000061035156,302.79998779296875,375582,2021-12-13
2021-12-20,282.70770263671875,286.3500061035156,299.29998779296875,269.0,279.79998779296875,165384,2021-12-20
2021-12-27,295.2955017089844,299.1000061035156,321.0,277.04998779296875,280.6499938964844,222935,2021-12-27
2022-01-03,305.9581298828125,309.8999938964844,332.0,294.20001220703125,304.8999938964844,201352,2022-01-03
2022-01-10,298.2079772949219,302.04998779296875,330.0,295.54998779296875,313.0,153002,2022-01-10
2022-01-17,295.19677734375,299.0,319.95001220703125,293.29998779296875,298.54998779296875,97361,2022-01-17
2022-01-24,293.51837158203125,297.29998779296875,304.1000061035156,261.95001220703125,300.25,54766,2022-01-24
2022-01-31,295.5423583984375,299.3500061035156,316.5,286.6000061035156,304.79998779296875,83619,2022-01-31
2022-02-07,271.1071472167969,274.6000061035156,297.0,270.0,295.0,79250,2022-02-07
2022-02-14,257.3840026855469,260.70001220703125,280.0,251.14999389648438,274.6000061035156,39988,2022-02-14
2022-02-21,232.10958862304688,235.10000610351562,259.8999938964844,210.9499969482422,255.0,72397,2022-02-21
2022-02-28,234.13351440429688,237.14999389648438,265.8999938964844,225.25,235.10000610351562,45012,2022-02-28
2022-03-07,237.98390197753906,241.0500030517578,256.70001220703125,221.10000610351562,231.5500030517578,41078,2022-03-07
2022-03-14,242.27857971191406,245.39999389648438,252.0,224.0,240.9499969482422,59061,2022-03-14
2022-03-21,234.33096313476562,237.35000610351562,252.0500030517578,232.9499969482422,250.35000610351562,46957,2022-03-21
2022-03-28,240.64955139160156,243.75,248.60000610351562,220.0,238.0,89484,2022-03-28
2022-04-04,282.60894775390625,286.25,338.0,248.64999389648438,250.0,792063,2022-04-04
2022-04-11,275.0562744140625,278.6000061035156,294.3999938964844,273.04998779296875,289.95001220703125,33768,2022-04-11
2022-04-18,272.0944519042969,275.6000061035156,290.04998779296875,261.29998779296875,284.20001220703125,65854,2022-04-18
2022-04-25,256.5941162109375,259.8999938964844,281.95001220703125,257.0,274.25,50886,2022-04-25
2022-05-02,248.64654541015625,251.85000610351562,264.75,245.10000610351562,253.0,41935,2022-05-02
2022-05-09,238.1813507080078,241.25,254.0,225.0,253.0500030517578,34239,2022-05-09
2022-05-16,235.21951293945312,238.25,252.89999389648438,227.5500030517578,252.89999389648438,36538,2022-05-16
2022-05-23,230.03628540039062,233.0,244.6999969482422,221.60000610351562,240.0,22781,2022-05-23
2022-05-30,229.54266357421875,232.5,243.0,228.1999969482422,241.9499969482422,19072,2022-05-30
2022-06-06,253.0892791748047,256.3500061035156,287.54998779296875,222.0500030517578,230.14999389648438,94165,2022-06-06
2022-06-13,222.38487243652344,225.25,256.6000061035156,223.0500030517578,251.25,34993,2022-06-13
2022-06-20,223.32278442382812,226.1999969482422,232.9499969482422,212.60000610351562,225.0,18749,2022-06-20
2022-06-27,221.29884338378906,224.14999389648438,237.35000610351562,222.0,227.0,17717,2022-06-27
2022-07-04,225.0998992919922,228.0,233.0,221.0,226.60000610351562,23283,2022-07-04
2022-07-11,230.01901245117188,231.9499969482422,257.0,225.89999389648438,230.1999969482422,35134,2022-07-11
2022-07-18,233.53945922851562,235.5,249.75,216.39999389648438,232.25,59634,2022-07-18
2022-07-25,243.109130859375,245.14999389648438,255.10000610351562,232.10000610351562,232.10000610351562,51436,2022-07-25
2022-08-01,263.33929443359375,265.54998779296875,271.95001220703125,239.0,243.1999969482422,165815,2022-08-01
2022-08-08,245.6378936767578,247.6999969482422,260.0,245.25,260.0,21674,2022-08-08
2022-08-15,243.2082977294922,245.25,255.0,240.8000030517578,247.6999969482422,26209,2022-08-15
2022-08-22,251.24085998535156,253.35000610351562,257.8500061035156,242.39999389648438,247.60000610351562,32766,2022-08-22
2022-08-29,252.48046875,254.60000610351562,259.95001220703125,248.0,254.1999969482422,24322,2022-08-29
2022-09-05,250.74502563476562,252.85000610351562,260.0,242.64999389648438,259.6499938964844,35868,2022-09-05
2022-09-12,239.6382598876953,241.64999389648438,254.5,238.4499969482422,249.0500030517578,39656,2022-09-12
2022-09-19,226.10189819335938,228.0,246.5,225.64999389648438,245.9499969482422,33592,2022-09-19
2022-09-26,225.06063842773438,226.9499969482422,234.9499969482422,213.3000030517578,228.0,22054,2022-09-26
2022-10-03,246.9270782470703,249.0,278.25,221.0,221.0,199937,2022-10-03
2022-10-10,238.4482421875,240.4499969482422,259.70001220703125,236.0,244.0500030517578,44070,2022-10-10
2022-10-17,231.60569763183594,233.5500030517578,244.0,230.0,239.5,41332,2022-10-17
2022-10-24,230.11817932128906,232.0500030517578,247.9499969482422,228.60000610351562,238.14999389648438,33802,2022-10-24
2022-10-31,229.07691955566406,231.0,235.0500030517578,227.89999389648438,232.5,22785,2022-10-31
2022-11-07,237.90283203125,239.89999389648438,267.6000061035156,226.0,232.0500030517578,116473,2022-11-07
2022-11-14,237.95240783691406,239.9499969482422,253.0,232.3000030517578,244.64999389648438,70934,2022-11-14
2022-11-21,239.0928497314453,241.10000610351562,249.9499969482422,237.64999389648438,241.10000610351562,39297,2022-11-21
2022-11-28,239.43992614746094,241.4499969482422,247.89999389648438,236.5500030517578,246.0,23441,2022-11-28
2022-12-05,238.944091796875,240.9499969482422,249.0,238.5500030517578,246.85000610351562,28693,2022-12-05
2022-12-12,238.4482421875,240.4499969482422,253.0,236.1999969482422,243.0,47502,2022-12-12
2022-12-19,211.87135314941406,213.64999389648438,242.0,212.0500030517578,238.10000610351562,38546,2022-12-19
2022-12-26,222.58145141601562,224.4499969482422,235.0,210.0,217.85000610351562,40758,2022-12-26
2023-01-02,218.26766967773438,220.10000610351562,228.0,216.0500030517578,224.5500030517578,44906,2023-01-02
2023-01-09,219.8047637939453,221.64999389648438,226.39999389648438,218.10000610351562,220.64999389648438,32929,2023-01-09
2023-01-16,217.07765197753906,218.89999389648438,229.0,217.25,224.9499969482422,29039,2023-01-16
2023-01-23,210.4334259033203,212.1999969482422,223.10000610351562,212.0,219.0500030517578,15802,2023-01-23
2023-01-30,211.4746856689453,213.25,223.4499969482422,207.1999969482422,214.4499969482422,26877,2023-01-30
2023-02-06,210.4334259033203,212.1999969482422,222.9499969482422,207.5,211.5500030517578,30508,2023-02-06
2023-02-13,196.74832153320312,198.39999389648438,209.89999389648438,191.25,203.0,30661,2023-02-13
2023-02-20,198.78125,200.4499969482422,204.6999969482422,187.0,197.0,48583,2023-02-20
2023-02-27,195.45913696289062,197.10000610351562,203.0,185.5500030517578,201.0,68899,2023-02-27
2023-03-06,192.38494873046875,194.0,203.64999389648438,193.14999389648438,197.5,34436,2023-03-06
2023-03-13,178.2535858154297,179.75,197.85000610351562,177.5,197.85000610351562,30805,2023-03-13
2023-03-20,164.46929931640625,165.85000610351562,181.4499969482422,162.5500030517578,178.8000030517578,131004,2023-03-20
2023-03-27,152.07337951660156,153.35000610351562,168.0,151.35000610351562,165.35000610351562,89663,2023-03-27
2023-04-03,168.68392944335938,170.10000610351562,173.5,154.0500030517578,154.0500030517578,29114,2023-04-03
2023-04-10,175.17938232421875,176.64999389648438,187.39999389648438,166.0500030517578,173.4499969482422,49621,2023-04-10
2023-04-17,179.6419219970703,181.14999389648438,191.10000610351562,173.75,178.0,62971,2023-04-17
2023-04-24,179.44358825683594,180.9499969482422,186.5,172.60000610351562,179.39999389648438,53812,2023-04-24
2023-05-01,178.99734497070312,180.5,188.0,178.39999389648438,180.9499969482422,30986,2023-05-01
2023-05-08,178.35275268554688,179.85000610351562,191.1999969482422,176.0,182.5500030517578,49386,2023-05-08
2023-05-15,180.6335906982422,182.14999389648438,189.0,179.85000610351562,180.0,58996,2023-05-15
2023-05-22,191.74037170410156,193.35000610351562,210.0,182.14999389648438,184.1999969482422,147106,2023-05-22
2023-05-29,204.48338317871094,206.1999969482422,211.0,191.5500030517578,198.0,42454,2023-05-29
2023-06-05,212.6151123046875,214.39999389648438,218.1999969482422,202.0,210.1999969482422,83194,2023-06-05
2023-06-12,225.06063842773438,226.9499969482422,228.9499969482422,208.0,213.9499969482422,275488,2023-06-12
2023-06-19,217.42474365234375,219.25,236.10000610351562,217.0,224.0,123108,2023-06-19
2023-06-26,238.1507568359375,240.14999389648438,244.85000610351562,220.0,220.0,73049,2023-06-26
2023-07-03,225.07713317871094,226.0,244.8000030517578,223.0,241.0,35848,2023-07-03
2023-07-10,225.82408142089844,226.75,232.0,219.25,226.0,23013,2023-07-10
2023-07-17,245.69261169433594,246.6999969482422,250.0,221.0,221.0,73558,2023-07-17
2023-07-24,237.17752075195312,238.14999389648438,250.0,232.5,246.6999969482422,20431,2023-07-24
2023-07-31,237.57589721679688,238.5500030517578,245.0,228.10000610351562,245.0,16023,2023-07-31
2023-08-07,238.82078552246094,239.8000030517578,242.5,227.5,242.5,23391,2023-08-07
2023-08-14,232.5465087890625,233.5,242.0,230.0,239.8000030517578,18786,2023-08-14
2023-08-21,244.69668579101562,245.6999969482422,254.5,227.5500030517578,227.5500030517578,72702,2023-08-21
2023-08-28,234.93670654296875,235.89999389648438,249.85000610351562,231.0,242.10000610351562,31405,2023-08-28
2023-09-04,233.64202880859375,234.60000610351562,239.9499969482422,220.0,235.89999389648438,24631,2023-09-04
2023-09-11,224.0812225341797,225.0,234.0,217.5,234.0,45099,2023-09-11
2023-09-18,229.11061096191406,230.0500030517578,236.0,221.0,222.0500030517578,12526,2023-09-18
2023-09-25,226.1228485107422,227.0500030517578,235.0,222.0,227.5,17538,2023-09-25
2023-10-02,230.0567169189453,231.0,233.6999969482422,217.0,227.0500030517578,27208,2023-10-02
2023-10-09,246.63873291015625,247.64999389648438,259.3999938964844,226.14999389648438,237.0,199912,2023-10-09
2023-10-16,269.19622802734375,270.29998779296875,284.45001220703125,245.0,250.9499969482422,485276,2023-10-16
2023-10-23,253.1121826171875,254.14999389648438,270.0,249.0,269.95001220703125,138108,2023-10-23
2023-10-30,272.03460693359375,273.1499938964844,279.95001220703125,239.85000610351562,258.0,470157,2023-10-30
2023-11-06,270.7897033691406,271.8999938964844,309.0,271.20001220703125,283.70001220703125,827056,2023-11-06
2023-11-13,279.0558166503906,280.20001220703125,303.3999938964844,272.04998779296875,276.0,120976,2023-11-13
2023-11-20,287.5708923339844,288.75,295.29998779296875,271.25,281.0,115575,2023-11-20
2023-11-27,269.94317626953125,271.04998779296875,293.75,267.04998779296875,288.75,74853,2023-11-27
2023-12-04,268.4991149902344,269.6000061035156,288.45001220703125,264.54998779296875,280.0,86326,2023-12-04
2023-12-11,263.5693054199219,264.6499938964844,274.0,255.0,266.0,59299,2023-12-11
2023-12-18,262.025634765625,263.1000061035156,280.0,252.10000610351562,264.6499938964844,128304,2023-12-18
2023-12-25,254.8052520751953,255.85000610351562,271.3500061035156,250.0,263.1000061035156,76347,2023-12-25
2024-01-01,256.0501403808594,257.1000061035156,264.95001220703125,251.0,251.0,81930,2024-01-01
2024-01-08,273.130126953125,274.25,276.8999938964844,251.0,272.8999938964844,200911,2024-01-08
2024-01-15,254.45668029785156,255.5,284.0,250.10000610351562,281.0,121127,2024-01-15
2024-01-22,251.8175048828125,252.85000610351562,258.45001220703125,242.35000610351562,255.5,35664,2024-01-22
2024-01-29,234.1897735595703,235.14999389648438,257.0,232.35000610351562,257.0,82756,2024-01-29
2024-02-05,239.6673126220703,240.64999389648438,263.6499938964844,236.0,236.0,130837,2024-02-05
2024-02-12,233.34324645996094,234.3000030517578,247.5,217.5500030517578,247.5,62746,2024-02-12
2024-02-19,234.43875122070312,235.39999389648438,244.5,226.25,234.4499969482422,54550,2024-02-19
2024-02-26,222.4877471923828,223.39999389648438,242.39999389648438,221.10000610351562,235.5,46794,2024-02-26
2024-03-04,216.4126739501953,217.3000030517578,237.9499969482422,213.5,236.0,35838,2024-03-04
2024-03-11,197.8388214111328,198.64999389648438,219.4499969482422,191.9499969482422,217.39999389648438,189300,2024-03-11
2024-03-18,203.56533813476562,204.39999389648438,209.89999389648438,197.75,197.75,82690,2024-03-18
2024-03-25,197.58984375,198.39999389648438,214.89999389648438,190.60000610351562,205.14999389648438,133494,2024-03-25
2024-04-01,218.75306701660156,219.64999389648438,228.0,197.89999389648438,206.89999389648438,95504,2024-04-01
2024-04-08,208.2959442138672,209.14999389648438,224.60000610351562,207.10000610351562,224.60000610351562,35608,2024-04-08
2024-04-15,204.8102264404297,205.64999389648438,213.6999969482422,198.10000610351562,209.0,43780,2024-04-15
2024-04-22,231.15223693847656,232.10000610351562,249.10000610351562,204.0,205.75,275814,2024-04-22
2024-04-29,219.00204467773438,219.89999389648438,242.0,218.10000610351562,236.5,41321,2024-04-29
2024-05-06,204.56124877929688,205.39999389648438,226.5,201.0,224.0,43881,2024-05-06
2024-05-13,226.32203674316406,227.25,233.14999389648438,200.0,201.0,51015,2024-05-13
2024-05-20,227.81590270996094,228.75,236.9499969482422,223.0500030517578,229.25,32073,2024-05-20
2024-05-27,209.7400360107422,210.60000610351562,235.5,209.0,228.75,43485,2024-05-27
2024-06-03,208.94329833984375,209.8000030517578,217.9499969482422,179.89999389648438,215.0500030517578,89652,2024-06-03
2024-06-10,213.29544067382812,214.1699981689453,222.6999969482422,209.52000427246094,212.6999969482422,45719,2024-06-10
2024-06-17,227.9652862548828,228.89999389648438,245.0,209.0,215.3000030517578,165449,2024-06-17
2024-06-24,218.42442321777344,219.32000732421875,243.58999633789062,218.8000030517578,226.00999450683594,141595,2024-06-24
2024-07-01,236.1616973876953,237.1300048828125,241.0,217.0,217.0,185990,2024-07-01
2024-07-08,253.25161743164062,254.2899932861328,255.5,227.3000030517578,235.4499969482422,276117,2024-07-08
2024-07-15,233.6519775390625,234.61000061035156,260.05999755859375,233.64999389648438,259.3800048828125,176869,2024-07-15
2024-07-22,249.0,249.0,252.05999755859375,225.0,230.0,97035,2024-07-22
2024-07-29,253.91000366210938,253.91000366210938,259.95001220703125,240.0,251.35000610351562,220017,2024-07-29
2024-08-05,239.72999572753906,239.72999572753906,256.45001220703125,236.0,245.0,134318,2024-08-05
2024-08-12,227.91000366210938,227.91000366210938,240.7899932861328,215.1999969482422,239.10000610351562,74295,2024-08-12
2024-08-19,231.8699951171875,231.8699951171875,246.0,222.10000610351562,229.10000610351562,82552,2024-08-19
2024-08-26,225.00999450683594,225.00999450683594,234.77999877929688,222.0399932861328,234.77999877929688,49395,2024-08-26
2024-09-02,226.49000549316406,226.49000549316406,234.74000549316406,223.5,225.35000610351562,66644,2024-09-02
2024-09-09,230.05999755859375,230.05999755859375,234.8000030517578,217.5,226.0,108964,2024-09-09
2024-09-16,275.2799987792969,275.2799987792969,281.79998779296875,219.02000427246094,230.05999755859375,1669543,2024-09-16
2024-09-23,282.260009765625,282.260009765625,304.79998779296875,271.0,275.8999938964844,648570,2024-09-23
2024-09-30,268.0,268.0,292.5,264.20001220703125,282.260009765625,108603,2024-09-30
2024-10-07,320.45001220703125,320.45001220703125,331.79998779296875,250.0500030517578,274.5,595889,2024-10-07
2024-10-14,313.3500061035156,313.3500061035156,351.3500061035156,305.0,330.0,706225,2024-10-14
2024-10-21,272.45001220703125,272.45001220703125,317.54998779296875,266.0,315.0,180810,2024-10-21
2024-10-28,289.0,289.0,291.1499938964844,270.1000061035156,273.3500061035156,78700,2024-10-28
2024-11-04,268.0,268.0,299.04998779296875,265.79998779296875,288.45001220703125,129780,2024-11-04
2024-11-11,234.9499969482422,234.9499969482422,269.75,233.0500030517578,265.3500061035156,78209,2024-11-11
2024-11-18,233.8000030517578,233.8000030517578,248.64999389648438,227.3000030517578,234.9499969482422,54635,2024-11-18
2024-11-25,240.60000610351562,240.60000610351562,244.5,232.85000610351562,234.8000030517578,87820,2024-11-25
2024-12-02,257.2200012207031,257.2200012207031,267.0,238.25,243.6999969482422,87762,2024-12-02
2024-12-09,248.3000030517578,248.3000030517578,262.0,246.0,255.6300048828125,99124,2024-12-09
2024-12-16,241.10000610351562,241.10000610351562,254.6999969482422,235.0,251.61000061035156,51649,2024-12-16
2024-12-23,228.02999877929688,228.02999877929688,245.0800018310547,225.0,245.0800018310547,64460,2024-12-23
2024-12-30,243.89999389648438,243.89999389648438,245.0,221.0,227.27000427246094,31467,2024-12-30
2025-01-06,229.27000427246094,229.27000427246094,292.0,225.3699951171875,292.0,264492,2025-01-06
2025-01-13,227.38999938964844,227.38999938964844,234.0,214.0,229.75,26139,2025-01-13
2025-01-20,220.94000244140625,220.94000244140625,242.88999938964844,215.0,229.8000030517578,30284,2025-01-20
2025-01-27,214.63999938964844,214.63999938964844,239.7899932861328,193.50999450683594,218.35000610351562,56419,2025-01-27
2025-02-03,222.1699981689453,222.1699981689453,230.47000122070312,208.0,210.3699951171875,19257,2025-02-03
2025-02-10,185.57000732421875,185.57000732421875,231.8000030517578,180.3699951171875,225.8000030517578,58950,2025-02-10
2025-02-17,185.2899932861328,185.2899932861328,195.85000610351562,176.1999969482422,180.0,111270,2025-02-17
2025-02-24,167.52999877929688,167.52999877929688,194.89999389648438,160.0,188.72000122070312,125603,2025-02-24
2025-03-03,174.14999389648438,174.14999389648438,174.89999389648438,160.0,169.0,90082,2025-03-03
2025-03-10,197.0500030517578,197.0500030517578,197.0500030517578,164.0,175.0,394595,2025-03-10
2025-03-17,201.25999450683594,201.25999450683594,219.99000549316406,195.0,219.99000549316406,665997,2025-03-17
2025-03-24,182.69000244140625,182.69000244140625,208.0,180.25,208.0,193511,2025-03-24
2025-03-31,188.13999938964844,188.13999938964844,203.60000610351562,181.33999633789062,182.69000244140625,64110,2025-03-31
2025-04-07,178.91000366210938,178.91000366210938,186.99000549316406,167.0,167.0,40311,2025-04-07
2025-04-14,192.08999633789062,192.08999633789062,193.0500030517578,178.91000366210938,178.91000366210938,27588,2025-04-14
2025-04-21,184.50999450683594,184.50999450683594,201.39999389648438,182.0,194.99000549316406,65277,2025-04-21
2025-04-28,180.58999633789062,180.58999633789062,189.89999389648438,177.10000610351562,185.02000427246094,18878,2025-04-28
2025-05-05,167.6300048828125,167.6300048828125,183.02000427246094,166.00999450683594,177.1999969482422,40275,2025-05-05
2025-05-12,195.30999755859375,195.30999755859375,196.19000244140625,170.10000610351562,170.10000610351562,39354,2025-05-12
2025-05-19,193.9600067138672,193.9600067138672,199.49000549316406,187.5,193.0,24801,2025-05-19
2025-05-26,185.47999572753906,185.47999572753906,196.64999389648438,178.60000610351562,194.0500030517578,73700,2025-05-26
2025-06-02,192.38999938964844,192.38999938964844,204.0,181.1999969482422,189.99000549316406,100087,2025-06-02
2025-06-09,190.3699951171875,190.3699951171875,196.39999389648438,186.8800048828125,192.39999389648438,59118,2025-06-09
2025-06-16,180.4199981689453,180.4199981689453,196.0,177.0,189.4199981689453,50784,2025-06-16
2025-06-23,191.08999633789062,191.08999633789062,194.99000549316406,177.91000366210938,186.9499969482422,117583,2025-06-23
2025-06-30,209.2100067138672,209.2100067138672,212.0,193.89999389648438,193.89999389648438,200623,2025-06-30
2025-07-07,202.05999755859375,202.05999755859375,214.4499969482422,195.0500030517578,208.8000030517578,69783,2025-07-07
2025-07-14,205.75,205.75,210.3800048828125,202.05999755859375,202.05999755859375,24564,2025-07-14
