Date,Adj Close_AMBUJACEM.NS,Close_AMBUJACEM.NS,High_AMBUJACEM.NS,Low_AMBUJACEM.NS,Open_AMBUJACEM.NS,Volume_AMBUJACEM.NS,Date
2021-03-15,273.1285400390625,283.45001220703125,290.8999938964844,274.04998779296875,290.8999938964844,28124403,2021-03-15
2021-03-22,285.1762390136719,294.8999938964844,307.5,278.0,284.45001220703125,46572224,2021-03-22
2021-03-29,300.74542236328125,311.0,313.45001220703125,294.8999938964844,294.8999938964844,18499094,2021-03-29
2021-04-05,305.91900634765625,316.3500061035156,329.8999938964844,301.54998779296875,310.3999938964844,34621939,2021-04-05
2021-04-12,290.7850036621094,300.70001220703125,312.20001220703125,293.0,310.8999938964844,31141008,2021-04-12
2021-04-19,285.46636962890625,295.20001220703125,313.8500061035156,285.29998779296875,295.0,33961467,2021-04-19
2021-04-26,298.8597106933594,309.04998779296875,319.8500061035156,295.25,297.0,39715066,2021-04-26
2021-05-03,301.9541931152344,312.25,317.79998779296875,301.20001220703125,304.5,21762355,2021-05-03
2021-05-10,296.9739990234375,307.1000061035156,316.8999938964844,300.0,314.20001220703125,16557695,2021-05-10
2021-05-17,310.850830078125,321.45001220703125,324.8999938964844,304.54998779296875,307.8999938964844,29467624,2021-05-17
2021-05-24,314.9123229980469,325.6499938964844,335.0,319.3999938964844,321.45001220703125,26617560,2021-05-24
2021-05-31,321.101318359375,332.04998779296875,337.29998779296875,322.5,325.3999938964844,15722197,2021-05-31
2021-06-07,326.5650329589844,337.70001220703125,344.1499938964844,332.25,333.79998779296875,14811081,2021-06-07
2021-06-14,330.0462951660156,341.29998779296875,348.8999938964844,332.5,337.8999938964844,16102852,2021-06-14
2021-06-21,336.57373046875,348.04998779296875,351.5,335.0,337.8999938964844,12701123,2021-06-21
2021-06-28,328.0639343261719,339.25,350.8500061035156,337.25,349.75,9858066,2021-06-28
2021-07-05,351.61102294921875,363.6000061035156,364.45001220703125,339.5,340.79998779296875,25978403,2021-07-05
2021-07-12,370.419677734375,383.04998779296875,389.0,363.6499938964844,364.1000061035156,25381468,2021-07-12
2021-07-19,389.03497314453125,402.29998779296875,409.5,380.3999938964844,382.29998779296875,31934736,2021-07-19
2021-07-26,397.5931396484375,411.1499938964844,415.3500061035156,390.95001220703125,402.5,25312618,2021-07-26
2021-08-02,390.5821838378906,403.8999938964844,427.3999938964844,402.29998779296875,412.0,17642552,2021-08-02
2021-08-09,389.1800231933594,402.45001220703125,409.95001220703125,391.79998779296875,407.8500061035156,14934240,2021-08-09
2021-08-16,378.88116455078125,391.79998779296875,413.6499938964844,390.0,402.45001220703125,18580590,2021-08-16
2021-08-23,396.5294189453125,410.04998779296875,411.45001220703125,381.25,396.70001220703125,20422237,2021-08-23
2021-08-30,422.6875305175781,437.1000061035156,437.8500061035156,412.0,412.1000061035156,22189450,2021-08-30
2021-09-06,423.89630126953125,438.3500061035156,442.5,432.1000061035156,440.8500061035156,10192205,2021-09-06
2021-09-13,405.95794677734375,419.79998779296875,439.70001220703125,418.45001220703125,437.1000061035156,15854469,2021-09-13
2021-09-20,397.15802001953125,410.70001220703125,423.5,402.3999938964844,416.8999938964844,16850656,2021-09-20
2021-09-27,388.98663330078125,402.25,424.5,396.0,412.0,29043297,2021-09-27
2021-10-04,389.7602233886719,403.04998779296875,409.95001220703125,393.5,404.8999938964844,20143049,2021-10-04
2021-10-11,395.27227783203125,408.75,414.79998779296875,398.54998779296875,404.0,14847052,2021-10-11
2021-10-18,363.6988525390625,376.1000061035156,418.0,372.0,418.0,33907180,2021-10-18
2021-10-25,391.4525451660156,404.79998779296875,406.8500061035156,365.75,378.0,29678402,2021-10-25
2021-11-01,399.5755615234375,413.20001220703125,414.70001220703125,402.95001220703125,406.0,8435551,2021-11-01
2021-11-08,408.9073791503906,422.8500061035156,435.0,413.45001220703125,415.0,14571024,2021-11-08
2021-11-15,387.6327819824219,400.8500061035156,425.1000061035156,396.5,423.0,6307626,2021-11-15
2021-11-22,360.0724792480469,372.3500061035156,402.8500061035156,370.8999938964844,400.8500061035156,14582367,2021-11-22
2021-11-29,364.182373046875,376.6000061035156,387.3999938964844,360.04998779296875,370.0,19325714,2021-11-29
2021-12-06,365.1977233886719,377.6499938964844,381.3500061035156,368.29998779296875,378.6000061035156,7262146,2021-12-06
2021-12-13,356.4461364746094,368.6000061035156,382.6499938964844,367.0,382.6499938964844,10390728,2021-12-13
2021-12-20,355.76922607421875,367.8999938964844,370.79998779296875,347.0,361.20001220703125,12832079,2021-12-20
2021-12-27,365.0527038574219,377.5,384.29998779296875,364.0,367.0,8183987,2021-12-27
2022-01-03,384.1514892578125,397.25,401.95001220703125,378.20001220703125,378.75,11510970,2022-01-03
2022-01-10,389.42181396484375,402.70001220703125,405.0,393.3500061035156,400.0,10522003,2022-01-10
2022-01-17,356.4944763183594,368.6499938964844,410.0,364.04998779296875,403.5,19102508,2022-01-17
2022-01-24,348.8066711425781,360.70001220703125,371.20001220703125,340.45001220703125,368.0,13439353,2022-01-24
2022-01-31,367.8570556640625,380.3999938964844,386.29998779296875,363.0,364.6000061035156,21043286,2022-01-31
2022-02-07,355.76922607421875,367.8999938964844,386.1000061035156,366.6000061035156,380.0,13453583,2022-02-07
2022-02-14,327.193603515625,338.3500061035156,367.8500061035156,337.20001220703125,362.0,18078090,2022-02-14
2022-02-21,298.5212097167969,308.70001220703125,341.29998779296875,302.04998779296875,334.20001220703125,32265460,2022-02-21
2022-02-28,282.9521179199219,292.6000061035156,315.95001220703125,283.70001220703125,306.29998779296875,31783743,2022-02-28
2022-03-07,283.77410888671875,293.45001220703125,302.0,274.0,287.95001220703125,30627754,2022-03-07
2022-03-14,296.1036682128906,306.20001220703125,314.8999938964844,289.04998779296875,294.6499938964844,26262617,2022-03-14
2022-03-21,287.98065185546875,297.79998779296875,309.20001220703125,294.54998779296875,306.0,19982078,2022-03-21
2022-03-28,294.8948669433594,304.95001220703125,306.5,288.5,299.3999938964844,27901417,2022-03-28
2022-04-04,333.1664123535156,337.3500061035156,339.79998779296875,305.1000061035156,305.5,29686517,2022-04-04
2022-04-11,364.6214599609375,369.20001220703125,374.20001220703125,338.29998779296875,338.45001220703125,68364261,2022-04-11
2022-04-18,369.55938720703125,374.20001220703125,384.3500061035156,351.0,369.0,54764150,2022-04-18
2022-04-25,367.5841979980469,372.20001220703125,391.0,370.0,371.79998779296875,52842484,2022-04-25
2022-05-02,360.8685302734375,365.3999938964844,382.0,360.54998779296875,371.6000061035156,23038073,2022-05-02
2022-05-09,354.64666748046875,359.1000061035156,382.0,349.29998779296875,363.3500061035156,33429909,2022-05-09
2022-05-16,358.4983215332031,363.0,377.70001220703125,357.25,367.0,85267249,2022-05-16
2022-05-23,361.7573547363281,366.29998779296875,368.1499938964844,359.70001220703125,365.6499938964844,16034082,2022-05-23
2022-05-30,362.34991455078125,366.8999938964844,376.3500061035156,365.3500061035156,368.5,32105524,2022-05-30
2022-06-06,360.6216125488281,365.1499938964844,369.5,361.70001220703125,366.0,30273809,2022-06-06
2022-06-13,352.9183654785156,357.3500061035156,364.95001220703125,356.6499938964844,363.04998779296875,22515289,2022-06-13
2022-06-20,356.1280517578125,360.6000061035156,362.0,355.5,357.5,14093212,2022-06-20
2022-06-27,362.9918518066406,367.54998779296875,368.6000061035156,360.5,362.25,19092403,2022-06-27
2022-07-04,363.8807067871094,368.45001220703125,371.25,365.6000061035156,366.95001220703125,12109492,2022-07-04
2022-07-11,364.572021484375,369.1499938964844,373.95001220703125,366.8500061035156,367.1000061035156,14926115,2022-07-11
2022-07-18,367.92987060546875,372.54998779296875,373.1000061035156,366.25,370.6000061035156,17061107,2022-07-18
2022-07-25,370.1519470214844,374.79998779296875,376.0,368.54998779296875,372.54998779296875,18010172,2022-07-25
2022-08-01,377.90460205078125,382.6499938964844,383.75,374.25,377.0,28840565,2022-08-01
2022-08-08,380.0279235839844,384.79998779296875,388.0,378.3999938964844,382.8500061035156,15089875,2022-08-08
2022-08-15,415.23583984375,420.45001220703125,427.0,384.79998779296875,384.79998779296875,61799708,2022-08-15
2022-08-22,397.8540954589844,402.8500061035156,420.25,392.20001220703125,418.1000061035156,67001537,2022-08-22
2022-08-29,410.4460144042969,415.6000061035156,418.29998779296875,395.1000061035156,397.0,34239497,2022-08-29
2022-09-05,449.06109619140625,454.70001220703125,484.70001220703125,414.04998779296875,417.1499938964844,101910585,2022-09-05
2022-09-12,510.2922058105469,516.7000122070312,550.0,440.6000061035156,454.6000061035156,183592356,2022-09-12
2022-09-19,532.6612548828125,539.3499755859375,585.7000122070312,514.0,517.0,210295014,2022-09-19
2022-09-26,509.2058410644531,515.5999755859375,544.0,474.0,537.0,81241731,2022-09-26
2022-10-03,515.3289184570312,521.7999877929688,527.0,471.04998779296875,516.0999755859375,45643936,2022-10-03
2022-10-10,495.6263732910156,501.8500061035156,537.9500122070312,484.20001220703125,517.0,44803490,2022-10-10
2022-10-17,506.2430419921875,512.5999755859375,524.2000122070312,497.45001220703125,499.0,41306758,2022-10-17
2022-10-24,513.6500244140625,520.0999755859375,532.5999755859375,511.6499938964844,518.0,23170302,2022-10-24
2022-10-31,551.672607421875,558.5999755859375,560.2999877929688,521.3499755859375,522.4500122070312,36985271,2022-10-31
2022-11-07,550.6356201171875,557.5499877929688,580.7000122070312,551.5,561.0,30549604,2022-11-07
2022-11-14,566.9803466796875,574.0999755859375,593.5,557.5499877929688,558.9000244140625,37292352,2022-11-14
2022-11-21,557.6475830078125,564.6500244140625,578.4500122070312,554.5499877929688,573.0,21656905,2022-11-21
2022-11-28,570.7825927734375,577.9500122070312,585.0,560.5499877929688,564.0,29362566,2022-11-28
2022-12-05,573.7947998046875,581.0,598.0,570.5999755859375,580.8499755859375,27600656,2022-12-05
2022-12-12,549.1542358398438,556.0499877929688,589.5,553.5,580.0,18083895,2022-12-12
2022-12-19,485.1578063964844,491.25,566.3499755859375,486.0,556.9500122070312,29810718,2022-12-19
2022-12-26,517.6004028320312,524.0999755859375,534.4000244140625,489.8999938964844,493.95001220703125,29068055,2022-12-26
2023-01-02,513.353759765625,519.7999877929688,536.75,513.5499877929688,526.75,19239948,2023-01-02
2023-01-09,512.218017578125,518.6500244140625,527.5,502.70001220703125,523.0,18840968,2023-01-09
2023-01-16,511.32916259765625,517.75,525.4000244140625,511.29998779296875,521.0,12332219,2023-01-16
2023-01-23,375.73193359375,380.45001220703125,518.7000122070312,345.1499938964844,518.0,131002957,2023-01-23
2023-01-30,368.9668273925781,373.6000061035156,427.6499938964844,315.29998779296875,400.0,328408906,2023-01-30
2023-02-06,356.3255615234375,360.79998779296875,406.70001220703125,350.0,371.0,134622488,2023-02-06
2023-02-13,348.9185791015625,353.29998779296875,366.8999938964844,325.1000061035156,363.5,90707025,2023-02-13
2023-02-20,340.9684143066406,345.25,366.5,331.3500061035156,349.70001220703125,62588320,2023-02-20
2023-02-27,386.9905090332031,391.8500061035156,399.3999938964844,324.29998779296875,340.3999938964844,109418795,2023-02-27
2023-03-06,373.6579284667969,378.3500061035156,404.8999938964844,373.3999938964844,397.79998779296875,55447372,2023-03-06
2023-03-13,373.7567138671875,378.45001220703125,389.1499938964844,340.79998779296875,382.8999938964844,77040936,2023-03-13
2023-03-20,367.1891784667969,371.79998779296875,378.20001220703125,360.29998779296875,376.1000061035156,40900731,2023-03-20
2023-03-27,361.01666259765625,365.54998779296875,374.79998779296875,354.29998779296875,372.6000061035156,37480209,2023-03-27
2023-04-03,378.8428649902344,383.6000061035156,386.5,363.5,368.95001220703125,18270940,2023-04-03
2023-04-10,387.7806091308594,392.6499938964844,397.75,380.79998779296875,385.70001220703125,22224642,2023-04-10
2023-04-17,370.4482421875,375.1000061035156,395.04998779296875,373.3999938964844,392.0,21135313,2023-04-17
2023-04-24,391.5828552246094,396.5,399.5,373.3500061035156,375.1000061035156,28314059,2023-04-24
2023-05-01,395.5826416015625,400.54998779296875,406.0,375.75,396.5,39170507,2023-05-01
2023-05-08,404.9154357910156,410.0,415.0,400.70001220703125,404.79998779296875,27915856,2023-05-08
2023-05-15,398.150390625,403.1499938964844,411.5,395.5,411.0,18652749,2023-05-15
2023-05-22,419.2849426269531,424.54998779296875,440.95001220703125,405.0,405.5,50341451,2023-05-22
2023-05-29,432.6175537109375,438.04998779296875,440.0,420.8500061035156,426.8999938964844,26561819,2023-05-29
2023-06-05,450.0487060546875,455.70001220703125,461.5,437.04998779296875,440.04998779296875,32276039,2023-06-05
2023-06-12,455.1841735839844,460.8999938964844,468.8999938964844,453.45001220703125,456.0,16219113,2023-06-12
2023-06-19,420.51947021484375,425.79998779296875,464.04998779296875,424.0,460.8999938964844,15229213,2023-06-19
2023-06-26,420.6182556152344,425.8999938964844,441.79998779296875,419.29998779296875,425.75,19147738,2023-06-26
2023-07-03,412.7174377441406,417.8999938964844,438.8999938964844,416.5,428.3999938964844,12554885,2023-07-03
2023-07-10,413.83123779296875,416.6000061035156,424.8500061035156,412.04998779296875,419.0,18592450,2023-07-10
2023-07-17,413.33453369140625,416.1000061035156,424.70001220703125,414.29998779296875,418.0,16036614,2023-07-17
2023-07-24,451.7773132324219,454.79998779296875,456.6499938964844,415.45001220703125,417.0,23716665,2023-07-24
2023-07-31,468.61468505859375,471.75,481.1499938964844,450.0,455.0,32721642,2023-07-31
2023-08-07,453.36669921875,456.3999938964844,476.0,454.0,473.3999938964844,15199684,2023-08-07
2023-08-14,450.0389404296875,453.04998779296875,460.95001220703125,432.1000061035156,450.54998779296875,12824473,2023-08-14
2023-08-21,431.71160888671875,434.6000061035156,470.6499938964844,430.1000061035156,454.1000061035156,19957988,2023-08-21
2023-08-28,431.0162353515625,433.8999938964844,447.5,425.1000061035156,439.20001220703125,25484437,2023-08-28
2023-09-04,436.2810363769531,439.20001220703125,444.45001220703125,433.5,435.3500061035156,13144699,2023-09-04
2023-09-11,442.0921325683594,445.04998779296875,453.8999938964844,436.6499938964844,439.25,18303463,2023-09-11
2023-09-18,418.1523132324219,420.95001220703125,445.70001220703125,418.04998779296875,445.0,11344481,2023-09-18
2023-09-25,421.9767150878906,424.79998779296875,434.0,414.70001220703125,420.5,18325451,2023-09-25
2023-10-02,432.8042907714844,435.70001220703125,437.0,422.5,424.79998779296875,8882923,2023-10-02
2023-10-09,436.9763488769531,439.8999938964844,450.3500061035156,427.5,430.1000061035156,13538370,2023-10-09
2023-10-16,427.98651123046875,430.8500061035156,444.79998779296875,428.1000061035156,439.0,7515110,2023-10-16
2023-10-23,414.4768981933594,417.25,432.75,407.75,432.75,9205024,2023-10-23
2023-10-30,418.1026306152344,420.8999938964844,427.45001220703125,404.04998779296875,420.20001220703125,12426899,2023-10-30
2023-11-06,415.3212585449219,418.1000061035156,426.0,415.45001220703125,421.95001220703125,4687632,2023-11-06
2023-11-13,418.3013000488281,421.1000061035156,428.0,417.0,421.8500061035156,7276164,2023-11-13
2023-11-20,411.5465087890625,414.29998779296875,424.29998779296875,408.6000061035156,421.1000061035156,7085377,2023-11-20
2023-11-27,439.0624084472656,442.0,444.0,414.29998779296875,414.29998779296875,21121285,2023-11-27
2023-12-04,491.0644836425781,494.3500061035156,523.6500244140625,453.25,460.0,56902510,2023-12-04
2023-12-11,518.9280395507812,522.4000244140625,529.4000244140625,489.5,497.8999938964844,22788327,2023-12-11
2023-12-18,500.45166015625,503.79998779296875,532.5,480.45001220703125,530.0,17253518,2023-12-18
2023-12-25,517.4380493164062,520.9000244140625,523.0,502.6499938964844,503.79998779296875,12119910,2023-12-25
2024-01-01,538.7454223632812,542.3499755859375,557.9000244140625,518.5,520.8499755859375,31861375,2024-01-01
2024-01-08,528.8616333007812,532.4000244140625,544.75,518.25,544.25,12689708,2024-01-08
2024-01-15,533.5303344726562,537.0999755859375,539.3499755859375,509.0,537.0,15547160,2024-01-15
2024-01-22,556.4271850585938,560.1500244140625,566.0,514.5,537.0999755859375,14595695,2024-01-22
2024-01-29,553.6954345703125,557.4000244140625,586.4500122070312,547.0,570.9000244140625,35634728,2024-01-29
2024-02-05,572.3704833984375,576.2000122070312,582.25,549.9500122070312,560.0,16630366,2024-02-05
2024-02-12,581.2113037109375,585.0999755859375,590.6500244140625,552.5,582.0999755859375,18960334,2024-02-12
2024-02-19,598.9426879882812,602.9500122070312,608.7000122070312,579.4500122070312,588.7999877929688,15880895,2024-02-19
2024-02-26,613.495361328125,617.5999755859375,620.0,584.0,602.9500122070312,19426894,2024-02-26
2024-03-04,599.1414184570312,603.1500244140625,625.0,595.5,621.25,10828729,2024-03-04
2024-03-11,596.7573852539062,600.75,612.4000244140625,550.7999877929688,604.9000244140625,18287406,2024-03-11
2024-03-18,585.43310546875,589.3499755859375,595.0,566.5999755859375,595.0,13843494,2024-03-18
2024-03-25,608.2801513671875,612.3499755859375,617.0,586.5,589.3499755859375,11107023,2024-03-25
2024-04-01,623.0315551757812,627.2000122070312,640.7999877929688,613.2999877929688,619.4000244140625,17355909,2024-04-01
2024-04-08,604.803466796875,608.8499755859375,634.5,605.5999755859375,627.2000122070312,10852323,2024-04-08
2024-04-15,605.5982055664062,609.6500244140625,637.7999877929688,593.4500122070312,600.0,11576806,2024-04-15
2024-04-22,628.1472778320312,632.3499755859375,649.0,613.0999755859375,616.0,15049832,2024-04-22
2024-04-29,618.3131103515625,622.4500122070312,638.2999877929688,609.1500244140625,638.0,16585252,2024-04-29
2024-05-06,577.9332885742188,581.7999877929688,625.75,572.0,625.0499877929688,14122481,2024-05-06
2024-05-13,614.8860473632812,619.0,623.2999877929688,569.4000244140625,584.0499877929688,11451526,2024-05-13
2024-05-20,631.0776977539062,635.2999877929688,656.9500122070312,613.2999877929688,620.7000122070312,15605050,2024-05-20
2024-05-27,629.8359985351562,634.0499877929688,639.8499755859375,616.3499755859375,638.7000122070312,11964693,2024-05-27
2024-06-03,617.1707153320312,621.2999877929688,676.6500244140625,518.3499755859375,668.0,44596340,2024-06-03
2024-06-10,672.6992797851562,677.2000122070312,689.0,624.0,626.0,36079627,2024-06-10
2024-06-17,655.0520629882812,657.4500122070312,682.9500122070312,653.0,677.2000122070312,12339061,2024-06-17
2024-06-24,667.8053588867188,670.25,678.1500244140625,643.25,655.0499877929688,19698100,2024-06-24
2024-07-01,683.4979248046875,686.0,706.9500122070312,664.0499877929688,668.0,22626303,2024-07-01
2024-07-08,674.0325927734375,676.5,688.5499877929688,656.2000122070312,686.4500122070312,20393673,2024-07-08
2024-07-15,675.427490234375,677.9000244140625,692.4500122070312,670.4000244140625,686.5499877929688,10317103,2024-07-15
2024-07-22,683.896484375,686.4000244140625,695.0,662.5999755859375,677.8499755859375,11995458,2024-07-22
2024-07-29,650.4190063476562,652.7999877929688,693.5,648.5999755859375,692.0,20876660,2024-07-29
2024-08-05,629.6948852539062,632.0,650.5499877929688,622.9500122070312,647.0,11576870,2024-08-05
2024-08-12,638.1638793945312,640.5,641.9500122070312,617.5,621.0999755859375,6477214,2024-08-12
2024-08-19,631.2890014648438,633.5999755859375,660.0,622.4500122070312,643.0,23019058,2024-08-19
2024-08-26,614.7993774414062,617.0499877929688,639.9000244140625,600.7000122070312,638.9500122070312,18475880,2024-08-26
2024-09-02,620.976806640625,623.25,636.75,612.5999755859375,620.0,12037473,2024-09-02
2024-09-09,627.3035888671875,629.5999755859375,635.75,614.75,622.9000244140625,7752226,2024-09-09
2024-09-16,614.3012084960938,616.5499877929688,633.8499755859375,598.0,631.0,6876478,2024-09-16
2024-09-23,631.6876220703125,634.0,636.4500122070312,610.0,620.0,10178161,2024-09-23
2024-09-30,608.4725952148438,610.7000122070312,643.2999877929688,604.5999755859375,634.0,8814245,2024-09-30
2024-10-07,583.0656127929688,585.2000122070312,619.3499755859375,582.0,615.0,18182311,2024-10-07
2024-10-14,571.8566284179688,573.9500122070312,597.0,558.9500122070312,587.9500122070312,31890593,2024-10-14
2024-10-21,550.6841430664062,552.7000122070312,583.25,545.2000122070312,574.2999877929688,16452840,2024-10-21
2024-10-28,580.3256225585938,582.4500122070312,586.7999877929688,547.0499877929688,552.7000122070312,13433413,2024-10-28
2024-11-04,562.8396606445312,564.9000244140625,585.0499877929688,561.5,579.9500122070312,5092074,2024-11-04
2024-11-11,542.5140380859375,544.5,567.7999877929688,541.0499877929688,564.0,3880796,2024-11-11
2024-11-18,498.0268859863281,499.8500061035156,560.3499755859375,453.04998779296875,541.0,52894543,2024-11-18
2024-11-25,529.5614624023438,531.5,535.7000122070312,489.04998779296875,513.5,31669093,2024-11-25
2024-12-02,563.2381591796875,565.2999877929688,573.5499877929688,530.0499877929688,532.0,14188342,2024-12-02
2024-12-09,570.6610107421875,572.75,584.2000122070312,564.0499877929688,568.0,9485897,2024-12-09
2024-12-16,546.79833984375,548.7999877929688,579.0,547.0,573.25,7320372,2024-12-16
2024-12-23,545.9514770507812,547.9500122070312,557.0,540.4000244140625,551.0,4667022,2024-12-23
2024-12-30,546.69873046875,548.7000122070312,558.9000244140625,530.5499877929688,548.0,10249059,2024-12-30
2025-01-06,509.38531494140625,511.25,548.0,508.45001220703125,547.6500244140625,9117447,2025-01-06
2025-01-13,534.2941284179688,536.25,543.0999755859375,491.20001220703125,504.0,11073443,2025-01-13
2025-01-20,549.7874145507812,551.7999877929688,561.9000244140625,526.4000244140625,538.75,10589392,2025-01-20
2025-01-27,499.6708679199219,501.5,552.2000122070312,487.0,548.75,32116234,2025-01-27
2025-02-03,510.87982177734375,512.75,526.3499755859375,486.54998779296875,500.0,12208783,2025-02-03
2025-02-10,487.7146301269531,489.5,519.9500122070312,481.29998779296875,517.0,10367626,2025-02-10
2025-02-17,480.1921691894531,481.95001220703125,493.45001220703125,474.04998779296875,488.0,11523153,2025-02-17
2025-02-24,463.2541809082031,464.95001220703125,478.8999938964844,458.0,477.0,13348456,2025-02-24
2025-03-03,497.97705078125,499.79998779296875,505.3999938964844,455.0,465.0,10622676,2025-03-03
2025-03-10,484.0281066894531,485.79998779296875,508.0,480.1000061035156,498.0,7160511,2025-03-10
2025-03-17,512.6234741210938,514.5,517.0,486.1000061035156,488.0,9554727,2025-03-17
2025-03-24,536.3864135742188,538.3499755859375,552.0,510.54998779296875,516.9000244140625,18799157,2025-03-24
2025-03-31,526.2734985351562,528.2000122070312,544.2000122070312,524.3499755859375,538.3499755859375,4460032,2025-03-31
2025-04-07,546.64892578125,548.6500244140625,556.7999877929688,480.3500061035156,495.0,12758752,2025-04-07
2025-04-14,567.7217407226562,569.7999877929688,571.0999755859375,548.6500244140625,548.6500244140625,8478815,2025-04-14
2025-04-21,546.69873046875,548.7000122070312,584.7999877929688,544.0,572.2999877929688,17882143,2025-04-21
2025-04-28,526.5225830078125,528.4500122070312,552.8499755859375,527.25,548.8499755859375,18411609,2025-04-28
2025-05-05,525.5262451171875,527.4500122070312,549.6500244140625,512.25,535.7999877929688,20371095,2025-05-05
2025-05-12,561.4447021484375,563.5,565.9000244140625,534.2999877929688,540.0,14536203,2025-05-12
2025-05-19,568.8177490234375,570.9000244140625,576.0,559.3499755859375,566.0,8158214,2025-05-19
2025-05-26,551.481201171875,553.5,576.3499755859375,551.2999877929688,571.3499755859375,7253380,2025-05-26
2025-06-02,553.1251831054688,555.1500244140625,559.5499877929688,547.5,553.5499877929688,10152754,2025-06-02
2025-06-09,540.5213012695312,542.5,567.0,536.0499877929688,563.0,12247872,2025-06-09
2025-06-16,533.4500122070312,533.4500122070312,556.5999755859375,528.4500122070312,543.9500122070312,7846237,2025-06-16
2025-06-23,574.9500122070312,574.9500122070312,579.75,528.4500122070312,530.0,15790543,2025-06-23
2025-06-30,595.75,595.75,601.75,572.2000122070312,575.0499877929688,13160189,2025-06-30
2025-07-07,587.1500244140625,587.1500244140625,596.8499755859375,580.0,596.0,11776740,2025-07-07
2025-07-14,593.0999755859375,593.0999755859375,594.7999877929688,584.5,586.75,3424880,2025-07-14
