Date,Adj Close_LATTEYS.NS,Close_LATTEYS.NS,High_LATTEYS.NS,Low_LATTEYS.NS,Open_LATTEYS.NS,Volume_LATTEYS.NS,Date
2020-07-13,3.052000045776367,3.052000045776367,3.052000045776367,3.052000045776367,3.052000045776367,0,2020-07-13
2020-07-20,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.052000045776367,3.052000045776367,50000,2020-07-20
2020-07-27,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,2020-07-27
2020-08-03,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,2020-08-03
2020-08-10,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,2020-08-10
2020-08-17,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,3.3559999465942383,0,2020-08-17
2020-08-24,3.5199999809265137,3.5199999809265137,3.5199999809265137,3.3559999465942383,3.3559999465942383,25000,2020-08-24
2020-08-31,3.680000066757202,3.680000066757202,3.680000066757202,3.5199999809265137,3.5199999809265137,25000,2020-08-31
2020-09-07,4.236000061035156,4.236000061035156,4.24399995803833,3.859999895095825,3.859999895095825,125000,2020-09-07
2020-09-14,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,25000,2020-09-14
2020-09-21,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,0,2020-09-21
2020-09-28,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,4.443999767303467,0,2020-09-28
2020-10-05,4.639999866485596,4.639999866485596,4.639999866485596,4.443999767303467,4.443999767303467,25000,2020-10-05
2020-10-12,4.639999866485596,4.639999866485596,4.863999843597412,4.624000072479248,4.863999843597412,75000,2020-10-12
2020-10-19,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,25000,2020-10-19
2020-10-26,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,0,2020-10-26
2020-11-02,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,0,2020-11-02
2020-11-09,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,0,2020-11-09
2020-11-16,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,0,2020-11-16
2020-11-23,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,4.863999843597412,0,2020-11-23
2020-11-30,4.576000213623047,4.576000213623047,4.863999843597412,4.559999942779541,4.863999843597412,100000,2020-11-30
2020-12-07,4.576000213623047,4.576000213623047,4.576000213623047,4.576000213623047,4.576000213623047,0,2020-12-07
2020-12-14,4.3520002365112305,4.3520002365112305,4.576000213623047,4.3480000495910645,4.576000213623047,50000,2020-12-14
2020-12-21,4.3520002365112305,4.3520002365112305,4.3520002365112305,4.3520002365112305,4.3520002365112305,0,2020-12-21
2020-12-28,4.3520002365112305,4.3520002365112305,4.3520002365112305,4.3520002365112305,4.3520002365112305,0,2020-12-28
2021-01-04,4.188000202178955,4.188000202178955,4.3520002365112305,4.179999828338623,4.3520002365112305,50000,2021-01-04
2021-01-11,3.9839999675750732,3.9839999675750732,4.188000202178955,3.9800000190734863,4.188000202178955,50000,2021-01-11
2021-01-18,3.9839999675750732,3.9839999675750732,3.9839999675750732,3.9839999675750732,3.9839999675750732,0,2021-01-18
2021-01-25,3.799999952316284,3.799999952316284,3.9839999675750732,3.7880001068115234,3.9839999675750732,100000,2021-01-25
2021-02-01,3.615999937057495,3.615999937057495,3.799999952316284,3.611999988555908,3.799999952316284,50000,2021-02-01
2021-02-08,3.7679998874664307,3.7679998874664307,3.7679998874664307,3.431999921798706,3.615999937057495,75000,2021-02-08
2021-02-15,3.7679998874664307,3.7679998874664307,3.7679998874664307,3.7679998874664307,3.7679998874664307,0,2021-02-15
2021-02-22,3.7839999198913574,3.7839999198913574,3.7839999198913574,3.7679998874664307,3.7679998874664307,25000,2021-02-22
2021-03-01,3.7839999198913574,3.7839999198913574,3.7839999198913574,3.7839999198913574,3.7839999198913574,0,2021-03-01
2021-03-08,3.759999990463257,3.759999990463257,3.759999990463257,3.759999990463257,3.759999990463257,250000,2021-03-08
2021-03-15,4.343999862670898,4.343999862670898,4.343999862670898,3.759999990463257,3.759999990463257,125000,2021-03-15
2021-03-22,5.25600004196167,5.25600004196167,5.25600004196167,4.159999847412109,4.159999847412109,225000,2021-03-22
2021-03-29,4.920000076293945,4.920000076293945,5.432000160217285,4.915999889373779,5.25600004196167,125000,2021-03-29
2021-04-05,4.676000118255615,4.676000118255615,4.920000076293945,4.676000118255615,4.920000076293945,25000,2021-04-05
2021-04-12,4.676000118255615,4.676000118255615,4.676000118255615,4.676000118255615,4.676000118255615,0,2021-04-12
2021-04-19,4.228000164031982,4.228000164031982,4.676000118255615,4.223999977111816,4.676000118255615,100000,2021-04-19
2021-04-26,3.828000068664551,3.828000068664551,4.228000164031982,3.819999933242798,4.228000164031982,100000,2021-04-26
2021-05-03,3.828000068664551,3.828000068664551,3.828000068664551,3.828000068664551,3.828000068664551,0,2021-05-03
2021-05-10,4.015999794006348,4.015999794006348,4.015999794006348,3.828000068664551,3.828000068664551,25000,2021-05-10
2021-05-17,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,0,2021-05-17
2021-05-24,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,0,2021-05-24
2021-05-31,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,0,2021-05-31
2021-06-07,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,4.015999794006348,0,2021-06-07
2021-06-14,4.211999893188477,4.211999893188477,4.211999893188477,4.116000175476074,4.116000175476074,50000,2021-06-14
2021-06-21,4.559999942779541,4.559999942779541,4.559999942779541,4.211999893188477,4.211999893188477,125000,2021-06-21
2021-06-28,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,0,2021-06-28
2021-07-05,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,0,2021-07-05
2021-07-12,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,4.559999942779541,0,2021-07-12
