Date,Adj Close_GALAPREC.NS,Close_GALAPREC.NS,High_GALAPREC.NS,Low_GALAPREC.NS,Open_GALAPREC.NS,Volume_GALAPREC.NS,Date
2024-09-09,743.75,743.75,774.0,685.7000122070312,721.0999755859375,2088563,2024-09-09
2024-09-16,724.7999877929688,724.7999877929688,758.0,682.0,756.9500122070312,463792,2024-09-16
2024-09-23,828.4500122070312,828.4500122070312,870.0,725.0,735.0,1270115,2024-09-23
2024-09-30,773.7999877929688,773.7999877929688,826.9500122070312,745.0,826.0,368431,2024-09-30
2024-10-07,828.8499755859375,828.8499755859375,840.0,720.0999755859375,774.0,408894,2024-10-07
2024-10-14,938.0999755859375,938.0999755859375,975.0,810.0,830.0,974693,2024-10-14
2024-10-21,845.9500122070312,845.9500122070312,948.0,822.5,940.0,468658,2024-10-21
2024-10-28,1143.199951171875,1143.199951171875,1225.0,850.75,875.0,1492843,2024-10-28
2024-11-04,1217.75,1217.75,1342.550048828125,1043.8499755859375,1139.8499755859375,1118854,2024-11-04
2024-11-11,1073.9000244140625,1073.9000244140625,1314.449951171875,1050.0,1217.75,541902,2024-11-11
2024-11-18,1070.3499755859375,1070.3499755859375,1196.9000244140625,1013.3499755859375,1089.949951171875,337461,2024-11-18
2024-11-25,1015.5,1015.5,1130.0,1002.1500244140625,1127.949951171875,176718,2024-11-25
2024-12-02,989.6500244140625,989.6500244140625,1075.0,985.0,1015.9500122070312,317416,2024-12-02
2024-12-09,1100.6500244140625,1100.6500244140625,1169.9000244140625,989.0,989.6500244140625,547680,2024-12-09
2024-12-16,1104.1500244140625,1104.1500244140625,1283.800048828125,1082.8499755859375,1109.0,1078881,2024-12-16
2024-12-23,1312.0,1312.0,1480.0,1089.5999755859375,1197.949951171875,2246634,2024-12-23
2024-12-30,1346.5,1346.5,1446.9000244140625,1271.3499755859375,1312.0,1415520,2024-12-30
2025-01-06,1165.800048828125,1165.800048828125,1348.949951171875,1145.0,1346.5,425725,2025-01-06
2025-01-13,1109.1500244140625,1109.1500244140625,1214.75,1085.0,1164.6500244140625,447792,2025-01-13
2025-01-20,1005.0,1005.0,1179.0,1000.0,1130.0,338086,2025-01-20
2025-01-27,1045.1500244140625,1045.1500244140625,1092.9000244140625,880.25,981.0499877929688,474635,2025-01-27
2025-02-03,1021.25,1021.25,1120.949951171875,993.6500244140625,1000.0,265176,2025-02-03
2025-02-10,941.4000244140625,941.4000244140625,1059.25,921.5999755859375,1021.0,290838,2025-02-10
2025-02-17,996.7000122070312,996.7000122070312,1080.0,891.0,936.75,347298,2025-02-17
2025-02-24,993.6500244140625,993.6500244140625,1018.9000244140625,956.0,987.0,169903,2025-02-24
2025-03-03,855.7999877929688,855.7999877929688,1031.4000244140625,816.0999755859375,1010.0999755859375,505036,2025-03-03
2025-03-10,808.0,808.0,862.0,800.0,855.0,180635,2025-03-10
2025-03-17,874.6500244140625,874.6500244140625,890.0499877929688,784.0,817.0,281499,2025-03-17
2025-03-24,801.8499755859375,801.8499755859375,909.0,789.9000244140625,880.0,270421,2025-03-24
2025-03-31,792.2000122070312,792.2000122070312,848.7999877929688,780.0,801.8499755859375,123866,2025-03-31
2025-04-07,780.2000122070312,780.2000122070312,808.0,712.4000244140625,712.4000244140625,161899,2025-04-07
2025-04-14,869.7999877929688,869.7999877929688,926.6500244140625,780.2000122070312,780.2000122070312,998663,2025-04-14
2025-04-21,846.1500244140625,846.1500244140625,944.7000122070312,836.7000122070312,869.8499755859375,513953,2025-04-21
2025-04-28,800.0999755859375,800.0999755859375,859.1500244140625,794.5499877929688,842.0499877929688,105588,2025-04-28
2025-05-05,787.7999877929688,787.7999877929688,832.0,766.4000244140625,796.0999755859375,147761,2025-05-05
2025-05-12,906.4000244140625,906.4000244140625,911.5,815.0499877929688,820.0,237004,2025-05-12
2025-05-19,887.3499755859375,887.3499755859375,906.9000244140625,860.0999755859375,896.0,170766,2025-05-19
2025-05-26,902.9000244140625,902.9000244140625,942.0,880.0,890.1500244140625,342585,2025-05-26
2025-06-02,944.2000122070312,944.2000122070312,980.0,882.75,902.9000244140625,386907,2025-06-02
2025-06-09,899.4000244140625,899.4000244140625,977.0,870.0,946.9500122070312,201237,2025-06-09
2025-06-16,869.6500244140625,869.6500244140625,916.9500122070312,845.7999877929688,902.7999877929688,122690,2025-06-16
2025-06-23,868.4000244140625,868.4000244140625,898.8499755859375,858.0,861.0,114003,2025-06-23
2025-06-30,850.7999877929688,850.7999877929688,883.25,848.0499877929688,880.0,81919,2025-06-30
2025-07-07,900.4000244140625,900.4000244140625,927.0,844.0,858.2999877929688,188903,2025-07-07
2025-07-14,883.8499755859375,883.8499755859375,919.4000244140625,880.0,909.4000244140625,74288,2025-07-14
