Date,Adj Close_SUPREMEIND.NS,Close_SUPREMEIND.NS,High_SUPREMEIND.NS,Low_SUPREMEIND.NS,Open_SUPREMEIND.NS,Volume_SUPREMEIND.NS,Date
2020-07-13,1122.8660888671875,1176.300048828125,1200.0,1103.0,1117.0,114122,2020-07-13
2020-07-20,1083.39453125,1134.949951171875,1180.0,1128.0,1180.0,159582,2020-07-20
2020-07-27,1230.7330322265625,1289.300048828125,1298.800048828125,1152.0,1160.0,551042,2020-07-27
2020-08-03,1206.773193359375,1264.199951171875,1312.5999755859375,1248.0,1289.300048828125,265635,2020-08-03
2020-08-10,1155.799072265625,1210.800048828125,1275.199951171875,1200.0,1270.0,193894,2020-08-10
2020-08-17,1304.9512939453125,1367.050048828125,1375.0,1191.300048828125,1194.050048828125,351357,2020-08-17
2020-08-24,1270.729736328125,1331.199951171875,1409.75,1321.0,1370.0,317507,2020-08-24
2020-08-31,1318.8878173828125,1381.6500244140625,1412.0,1306.550048828125,1320.199951171875,348374,2020-08-31
2020-09-07,1264.0001220703125,1324.1500244140625,1449.8499755859375,1295.0,1390.0,586604,2020-09-07
2020-09-14,1356.641357421875,1421.199951171875,1459.0,1319.0,1368.0,361869,2020-09-14
2020-09-21,1314.68798828125,1377.25,1474.0,1362.949951171875,1429.949951171875,329887,2020-09-21
2020-09-28,1350.866455078125,1415.1500244140625,1444.9000244140625,1358.0999755859375,1370.0,299114,2020-09-28
2020-10-05,1302.2781982421875,1364.25,1439.9000244140625,1322.5999755859375,1435.0,670417,2020-10-05
2020-10-12,1344.7569580078125,1408.75,1425.0,1327.3499755859375,1374.449951171875,266180,2020-10-12
2020-10-19,1355.0186767578125,1419.5,1499.0,1386.5999755859375,1387.0,324917,2020-10-19
2020-10-26,1380.9830322265625,1446.699951171875,1499.9000244140625,1407.0,1425.0,442337,2020-10-26
2020-11-02,1379.3126220703125,1444.949951171875,1484.0,1431.300048828125,1470.0,261839,2020-11-02
2020-11-09,1343.556396484375,1402.5999755859375,1464.0,1379.0,1455.0,418873,2020-11-09
2020-11-16,1558.9888916015625,1627.5,1648.0,1399.6500244140625,1399.6500244140625,469742,2020-11-16
2020-11-23,1562.293701171875,1630.949951171875,1736.0,1544.0,1665.0,1096814,2020-11-23
2020-11-30,1592.9945068359375,1663.0,1733.699951171875,1586.949951171875,1630.949951171875,674718,2020-11-30
2020-12-07,1627.28759765625,1698.800048828125,1772.0,1655.449951171875,1674.8499755859375,761358,2020-12-07
2020-12-14,1667.615234375,1740.9000244140625,1775.0,1690.5999755859375,1710.0,489743,2020-12-14
2020-12-21,1603.1005859375,1673.550048828125,1738.0,1630.0,1738.0,300830,2020-12-21
2020-12-28,1616.17578125,1687.199951171875,1734.699951171875,1599.8499755859375,1681.949951171875,488864,2020-12-28
2021-01-04,1722.9820556640625,1798.699951171875,1819.0,1688.25,1697.800048828125,691094,2021-01-04
2021-01-11,1641.84765625,1714.0,1825.0,1698.050048828125,1815.0,293960,2021-01-11
2021-01-18,1653.10302734375,1725.75,1784.0,1664.5,1700.0,655855,2021-01-18
2021-01-25,1732.1781005859375,1808.300048828125,1847.949951171875,1720.0,1838.0,504857,2021-01-25
2021-02-01,1859.7230224609375,1941.449951171875,1999.0,1791.050048828125,1815.0,639680,2021-02-01
2021-02-08,1851.3411865234375,1932.699951171875,1960.050048828125,1875.550048828125,1942.0,266433,2021-02-08
2021-02-15,1888.74755859375,1971.75,1985.0,1876.6500244140625,1932.699951171875,564222,2021-02-15
2021-02-22,1942.198486328125,2027.550048828125,2063.85009765625,1920.0,1980.0,607296,2021-02-22
2021-03-01,1999.7686767578125,2087.64990234375,2133.0,2046.75,2075.0,328101,2021-03-01
2021-03-08,1978.1676025390625,2065.10009765625,2108.25,1965.699951171875,2088.0,275017,2021-03-08
2021-03-15,1928.2611083984375,2013.0,2099.699951171875,1970.0,2060.050048828125,459134,2021-03-15
2021-03-22,1929.4583740234375,2014.25,2099.0,1963.0,1990.0,236048,2021-03-22
2021-03-29,1935.7325439453125,2020.800048828125,2050.0,1985.550048828125,2014.25,169686,2021-03-29
2021-04-05,1910.396240234375,1994.3499755859375,2028.0,1962.0,2010.699951171875,362515,2021-04-05
2021-04-12,1899.5240478515625,1983.0,2006.949951171875,1930.0,1990.0,247886,2021-04-12
2021-04-19,1909.29443359375,1993.199951171875,2006.0999755859375,1945.25,1975.0,196470,2021-04-19
2021-04-26,1963.272705078125,2049.550048828125,2100.0,1979.5999755859375,2003.0,366560,2021-04-26
2021-05-03,2095.2236328125,2187.300048828125,2223.0,2053.64990234375,2056.35009765625,1440504,2021-05-03
2021-05-10,2033.103759765625,2122.449951171875,2220.0,2115.0,2200.0,527085,2021-05-10
2021-05-17,2088.6142578125,2180.39990234375,2339.949951171875,2136.14990234375,2165.0,799003,2021-05-17
2021-05-24,2144.795166015625,2239.050048828125,2285.10009765625,2164.0,2183.0,498108,2021-05-24
2021-05-31,2134.97705078125,2228.800048828125,2313.300048828125,2205.050048828125,2250.0,420695,2021-05-31
2021-06-07,2154.853515625,2249.550048828125,2302.550048828125,2218.5,2254.75,619570,2021-06-07
2021-06-14,2092.206298828125,2184.14990234375,2287.949951171875,2145.550048828125,2275.0,678100,2021-06-14
2021-06-21,2020.8427734375,2109.64990234375,2199.800048828125,2090.0,2158.0,459282,2021-06-21
2021-06-28,2127.63720703125,2203.85009765625,2217.800048828125,2131.10009765625,2137.0,435283,2021-06-28
2021-07-05,2090.806640625,2165.699951171875,2219.0,2148.0,2219.0,229553,2021-07-05
2021-07-12,2055.423583984375,2129.050048828125,2210.0,2121.0,2210.0,278293,2021-07-12
2021-07-19,2028.730224609375,2101.39990234375,2145.949951171875,2062.949951171875,2122.0,323987,2021-07-19
2021-07-26,2027.475341796875,2100.10009765625,2150.0,2046.25,2101.0,287659,2021-07-26
2021-08-02,2042.9697265625,2116.14990234375,2196.0,2054.89990234375,2140.0,593511,2021-08-02
2021-08-09,1969.30859375,2039.8499755859375,2125.0,1988.050048828125,2125.0,242265,2021-08-09
2021-08-16,1910.9971923828125,1979.449951171875,2056.800048828125,1950.0,2000.0999755859375,619112,2021-08-16
2021-08-23,2017.724365234375,2090.0,2097.0,1905.75,1993.0,349736,2021-08-23
2021-08-30,2080.0419921875,2154.550048828125,2210.0,2090.0,2100.0,487802,2021-08-30
2021-09-06,2072.560302734375,2146.800048828125,2169.0,2091.60009765625,2169.0,261649,2021-09-06
2021-09-13,2170.887939453125,2248.64990234375,2360.0,2110.0,2150.0,1185874,2021-09-13
2021-09-20,2183.486572265625,2261.699951171875,2274.0,2151.300048828125,2245.5,377323,2021-09-20
2021-09-27,2241.315185546875,2321.60009765625,2360.0,2255.550048828125,2281.39990234375,943436,2021-09-27
2021-10-04,2522.203369140625,2612.550048828125,2676.5,2312.699951171875,2338.0,597385,2021-10-04
2021-10-11,2489.041748046875,2578.199951171875,2678.75,2515.800048828125,2620.0,344973,2021-10-11
2021-10-18,2286.255615234375,2368.14990234375,2693.89990234375,2265.550048828125,2635.0,801510,2021-10-18
2021-10-25,2248.410888671875,2328.949951171875,2549.0,2225.5,2445.0,286554,2021-10-25
2021-11-01,2299.14599609375,2375.199951171875,2399.0,2279.199951171875,2363.5,333918,2021-11-01
2021-11-08,2225.3857421875,2299.0,2492.550048828125,2272.199951171875,2400.0,755450,2021-11-08
2021-11-15,2162.031494140625,2233.550048828125,2329.949951171875,2200.0,2312.550048828125,802128,2021-11-15
2021-11-22,2053.182373046875,2121.10009765625,2250.0,2111.050048828125,2250.0,795725,2021-11-22
2021-11-29,2255.828369140625,2330.449951171875,2465.0,2050.0,2120.0,694883,2021-11-29
2021-12-06,2298.081298828125,2374.10009765625,2446.14990234375,2266.050048828125,2349.050048828125,427386,2021-12-06
2021-12-13,2211.93115234375,2285.10009765625,2405.39990234375,2271.699951171875,2405.39990234375,580846,2021-12-13
2021-12-20,2147.899169921875,2218.949951171875,2420.0,2152.0,2283.050048828125,288756,2021-12-20
2021-12-27,2157.48193359375,2228.85009765625,2255.0,2174.949951171875,2230.60009765625,320940,2021-12-27
2022-01-03,2125.87744140625,2196.199951171875,2269.0,2177.0,2245.0,430931,2022-01-03
2022-01-10,2148.479736328125,2219.550048828125,2293.14990234375,2187.10009765625,2207.800048828125,627159,2022-01-10
2022-01-17,2165.951904296875,2237.60009765625,2338.0,2230.14990234375,2251.0,349029,2022-01-17
2022-01-24,2022.7392578125,2089.64990234375,2268.300048828125,1963.1500244140625,2249.39990234375,748660,2022-01-24
2022-01-31,1951.689453125,2016.25,2163.39990234375,1998.5999755859375,2071.35009765625,802233,2022-01-31
2022-02-07,1913.7447509765625,1977.050048828125,2088.449951171875,1952.0,2030.0,577969,2022-02-07
2022-02-14,1902.6612548828125,1965.5999755859375,2044.0,1872.5999755859375,1948.0,488322,2022-02-14
2022-02-21,1980.6322021484375,2046.1500244140625,2094.39990234375,1891.0,1958.0,774191,2022-02-21
2022-02-28,1920.1817626953125,1983.699951171875,2089.0,1972.0,2045.0,402180,2022-02-28
2022-03-07,1928.0709228515625,1991.8499755859375,2064.0,1935.0999755859375,1952.0,308945,2022-03-07
2022-03-14,1987.2144775390625,2052.949951171875,2070.0,1951.0,2002.300048828125,284497,2022-03-14
2022-03-21,1939.0089111328125,2003.1500244140625,2089.699951171875,1982.0,2060.0,230468,2022-03-21
2022-03-28,1974.0499267578125,2039.3499755859375,2065.949951171875,1976.0,2003.1500244140625,473314,2022-03-28
2022-04-04,2029.8057861328125,2096.949951171875,2219.300048828125,2011.4000244140625,2050.0,821582,2022-04-04
2022-04-11,1974.24365234375,2039.550048828125,2124.89990234375,2028.0,2108.0,222385,2022-04-11
2022-04-18,1900.773681640625,1963.6500244140625,2044.699951171875,1961.0,2044.699951171875,238022,2022-04-18
2022-04-25,1884.5601806640625,1946.9000244140625,2022.0,1918.25,1963.6500244140625,283504,2022-04-25
2022-05-02,1917.0357666015625,1980.449951171875,2049.89990234375,1919.0,1929.199951171875,297464,2022-05-02
2022-05-09,1814.768798828125,1874.800048828125,1990.0,1818.5999755859375,1990.0,309089,2022-05-09
2022-05-16,1744.7838134765625,1802.5,1910.0,1791.0,1884.699951171875,231246,2022-05-16
2022-05-23,1735.9752197265625,1793.4000244140625,1836.0,1695.800048828125,1830.0,457847,2022-05-23
2022-05-30,1799.95849609375,1859.5,1904.0999755859375,1790.0,1815.0,208257,2022-05-30
2022-06-06,1748.1717529296875,1806.0,1897.9000244140625,1800.0,1860.0,220812,2022-06-06
2022-06-13,1705.5804443359375,1762.0,1824.9000244140625,1733.949951171875,1780.0,197185,2022-06-13
2022-06-20,1650.79296875,1705.4000244140625,1798.3499755859375,1666.25,1762.0,304691,2022-06-20
2022-06-27,1730.5673828125,1769.800048828125,1780.0,1691.550048828125,1712.0,338546,2022-06-27
2022-07-04,1818.572265625,1859.800048828125,1880.449951171875,1745.0,1769.800048828125,384065,2022-07-04
2022-07-11,1784.8858642578125,1825.3499755859375,1917.0,1811.449951171875,1879.0,211212,2022-07-11
2022-07-18,1853.0408935546875,1895.050048828125,1923.1500244140625,1827.1500244140625,1834.449951171875,311792,2022-07-18
2022-07-25,1855.0452880859375,1897.0999755859375,1932.0,1772.0,1932.0,308530,2022-07-25
2022-08-01,1828.0572509765625,1869.5,1926.0,1830.0,1898.0,340688,2022-08-01
2022-08-08,1852.01416015625,1894.0,1910.0,1850.0999755859375,1872.0999755859375,159718,2022-08-08
2022-08-15,1865.6546630859375,1907.949951171875,2024.0,1887.1500244140625,1894.0,405897,2022-08-15
2022-08-22,1881.9356689453125,1924.5999755859375,1935.0,1820.0,1900.0,497874,2022-08-22
2022-08-29,1938.307861328125,1982.25,1994.300048828125,1880.8499755859375,1907.0999755859375,133190,2022-08-29
2022-09-05,2090.01806640625,2137.39990234375,2199.199951171875,1984.9000244140625,2015.0,595929,2022-09-05
2022-09-12,1977.0299072265625,2021.8499755859375,2175.0,1978.8499755859375,2137.39990234375,361368,2022-09-12
2022-09-19,2015.752197265625,2061.449951171875,2100.10009765625,1995.800048828125,2031.949951171875,202421,2022-09-19
2022-09-26,2086.107177734375,2133.39990234375,2140.0,2025.0,2047.0,656314,2022-09-26
2022-10-03,1970.1851806640625,2014.8499755859375,2133.39990234375,2009.050048828125,2133.39990234375,264082,2022-10-03
2022-10-10,1896.5543212890625,1939.550048828125,2035.0,1930.0999755859375,2000.0,170214,2022-10-10
2022-10-17,2045.3802490234375,2091.75,2119.949951171875,1906.5,1943.5,290843,2022-10-17
2022-10-24,1992.186279296875,2037.3499755859375,2120.0,2020.0,2099.0,120215,2022-10-24
2022-10-31,2189.170654296875,2238.800048828125,2345.0,1952.199951171875,2035.5,1170261,2022-10-31
2022-11-07,2367.038330078125,2420.699951171875,2480.0,2240.0,2243.60009765625,511658,2022-11-07
2022-11-14,2244.66455078125,2289.39990234375,2457.550048828125,2244.25,2382.0,217918,2022-11-14
2022-11-21,2297.46240234375,2343.25,2369.0,2232.050048828125,2289.39990234375,184122,2022-11-21
2022-11-28,2459.09130859375,2508.10009765625,2531.949951171875,2339.85009765625,2350.0,284599,2022-11-28
2022-12-05,2373.64404296875,2420.949951171875,2568.449951171875,2386.35009765625,2508.10009765625,192546,2022-12-05
2022-12-12,2458.306884765625,2507.300048828125,2607.64990234375,2405.5,2405.5,420485,2022-12-12
2022-12-19,2273.98046875,2319.300048828125,2593.0,2278.60009765625,2507.300048828125,719827,2022-12-19
2022-12-26,2402.175537109375,2450.050048828125,2494.5,2289.14990234375,2319.300048828125,274765,2022-12-26
2023-01-02,2402.273193359375,2450.14990234375,2483.89990234375,2363.050048828125,2450.050048828125,497605,2023-01-02
2023-01-09,2421.294677734375,2469.550048828125,2538.0,2368.75,2538.0,292765,2023-01-09
2023-01-16,2314.86572265625,2361.0,2470.050048828125,2350.60009765625,2460.050048828125,211258,2023-01-16
2023-01-23,2489.33837890625,2538.949951171875,2558.0,2335.0,2361.0,733374,2023-01-23
2023-01-30,2578.31494140625,2629.699951171875,2646.0,2455.550048828125,2545.5,737357,2023-01-30
2023-02-06,2611.3564453125,2663.39990234375,2708.89990234375,2614.0,2650.050048828125,532960,2023-02-06
2023-02-13,2692.832763671875,2746.5,2774.0,2519.949951171875,2643.64990234375,618574,2023-02-13
2023-02-20,2673.46875,2726.75,2789.0,2647.0,2762.199951171875,535059,2023-02-20
2023-02-27,2649.00634765625,2701.800048828125,2855.300048828125,2668.5,2720.0,487297,2023-02-27
2023-03-06,2646.506103515625,2699.25,2778.0,2662.39990234375,2700.699951171875,300458,2023-03-06
2023-03-13,2523.2626953125,2573.550048828125,2720.949951171875,2435.0,2675.10009765625,1556031,2023-03-13
2023-03-20,2457.031982421875,2506.0,2671.0,2488.0,2522.0,369092,2023-03-20
2023-03-27,2464.434814453125,2513.550048828125,2585.699951171875,2431.14990234375,2506.0,361658,2023-03-27
2023-04-03,2563.117919921875,2614.199951171875,2624.0,2464.0,2495.0,249787,2023-04-03
2023-04-10,2585.2275390625,2636.75,2660.0,2551.10009765625,2605.0,442888,2023-04-10
2023-04-17,2633.466064453125,2685.949951171875,2698.0,2502.35009765625,2636.0,742581,2023-04-17
2023-04-24,2668.61572265625,2721.800048828125,2746.75,2609.0,2685.949951171875,511572,2023-04-24
2023-05-01,2711.314453125,2765.35009765625,2839.5,2706.5,2721.800048828125,657137,2023-05-01
2023-05-08,2729.35498046875,2783.75,2825.0,2715.0,2779.0,266768,2023-05-08
2023-05-15,2744.11083984375,2798.800048828125,2829.050048828125,2751.10009765625,2770.0,355845,2023-05-15
2023-05-22,2765.337646484375,2820.449951171875,2847.0,2725.0,2755.0,303461,2023-05-22
2023-05-29,2765.04345703125,2820.14990234375,2878.85009765625,2727.800048828125,2820.0,422997,2023-05-29
2023-06-05,2765.288818359375,2820.39990234375,2890.0,2790.0,2820.949951171875,175776,2023-06-05
2023-06-12,2950.448486328125,3009.25,3074.949951171875,2815.0,2837.10009765625,554336,2023-06-12
2023-06-19,3063.00537109375,3124.050048828125,3194.949951171875,2975.0,3039.25,595632,2023-06-19
2023-06-26,3155.986083984375,3197.699951171875,3333.550048828125,3060.0,3123.550048828125,633255,2023-06-26
2023-07-03,3111.770751953125,3152.89990234375,3289.949951171875,3140.0,3190.0,434266,2023-07-03
2023-07-10,3305.114990234375,3348.800048828125,3491.14990234375,3145.64990234375,3150.0,759428,2023-07-10
2023-07-17,3447.927734375,3493.5,3525.0,3312.75,3321.10009765625,583372,2023-07-17
2023-07-24,3315.9716796875,3359.800048828125,3815.0,3182.25,3511.5,1920967,2023-07-24
2023-07-31,3532.509765625,3579.199951171875,3630.0,3382.050048828125,3396.800048828125,1525781,2023-07-31
2023-08-07,4018.239501953125,4071.35009765625,4487.0,3579.199951171875,3579.199951171875,4334331,2023-08-07
2023-08-14,4295.7705078125,4352.5498046875,4420.85009765625,4080.050048828125,4189.0,2402542,2023-08-14
2023-08-21,4439.521484375,4498.2001953125,4566.39990234375,4276.0498046875,4364.0,2201029,2023-08-21
2023-08-28,4338.40771484375,4395.75,4704.0,4251.75,4498.2001953125,11806826,2023-08-28
2023-09-04,4568.26904296875,4628.64990234375,4678.0498046875,4301.0498046875,4400.0,1224374,2023-09-04
2023-09-11,4066.402587890625,4120.14990234375,4698.0,4095.0,4628.64990234375,1330937,2023-09-11
2023-09-18,4053.86865234375,4107.4501953125,4188.89990234375,4015.050048828125,4150.9501953125,730239,2023-09-18
2023-09-25,4067.73486328125,4121.5,4235.2998046875,4062.10009765625,4107.10009765625,500703,2023-09-25
2023-10-02,3861.461669921875,3912.5,4137.0,3826.050048828125,4121.5,754700,2023-10-02
2023-10-09,4107.36181640625,4161.64990234375,4223.0,3882.050048828125,3900.0,836800,2023-10-09
2023-10-16,4652.40771484375,4713.89990234375,4888.0,4179.60009765625,4198.0,2971629,2023-10-16
2023-10-23,4152.958984375,4207.85009765625,4862.9501953125,4120.14990234375,4703.0,819201,2023-10-23
2023-10-30,4322.3203125,4379.4501953125,4640.0,4127.85009765625,4200.0,1027499,2023-10-30
2023-11-06,4192.53564453125,4247.9501953125,4468.14990234375,4192.14990234375,4402.5,483192,2023-11-06
2023-11-13,4140.599609375,4187.7001953125,4314.4501953125,4048.699951171875,4295.0,715748,2023-11-13
2023-11-20,4082.806640625,4129.25,4244.75,4036.0,4201.0,570034,2023-11-20
2023-11-27,4410.626953125,4460.7998046875,4593.89990234375,4074.050048828125,4129.25,1872356,2023-11-27
2023-12-04,4471.38623046875,4522.25,4844.75,4455.64990234375,4470.89990234375,1026052,2023-12-04
2023-12-11,4392.18701171875,4442.14990234375,4558.9501953125,4388.0,4522.25,511684,2023-12-11
2023-12-18,4489.2333984375,4540.2998046875,4680.0,4394.25,4442.14990234375,606515,2023-12-18
