Date,Adj Close_YATHARTH.NS,Close_YATHARTH.NS,High_YATHARTH.NS,Low_YATHARTH.NS,Open_YATHARTH.NS,Volume_YATHARTH.NS,Date
2025-02-10,401.95001220703125,401.95001220703125,432.75,390.3500061035156,431.0,2595077,2025-02-10
2025-02-17,384.8999938964844,384.8999938964844,401.8999938964844,370.04998779296875,401.8999938964844,2450314,2025-02-17
2025-02-24,358.8500061035156,358.8500061035156,385.79998779296875,356.45001220703125,384.8999938964844,1487514,2025-02-24
2025-03-03,390.8500061035156,390.8500061035156,397.6499938964844,345.6000061035156,367.95001220703125,2409680,2025-03-03
2025-03-10,370.79998779296875,370.79998779296875,395.70001220703125,360.04998779296875,394.95001220703125,3325512,2025-03-10
2025-03-17,431.20001220703125,431.20001220703125,441.0,365.6499938964844,374.45001220703125,2124995,2025-03-17
2025-03-24,424.70001220703125,424.70001220703125,442.3500061035156,406.6000061035156,435.45001220703125,2208473,2025-03-24
2025-03-31,451.75,451.75,471.6499938964844,419.04998779296875,424.70001220703125,1948267,2025-03-31
2025-04-07,453.25,453.25,461.0,400.0,400.0,1413462,2025-04-07
2025-04-14,508.04998779296875,508.04998779296875,512.7000122070312,453.25,453.25,2223581,2025-04-14
2025-04-21,487.1000061035156,487.1000061035156,529.75,478.1000061035156,509.0,1846342,2025-04-21
2025-04-28,473.6000061035156,473.6000061035156,506.6000061035156,473.29998779296875,479.70001220703125,702168,2025-04-28
2025-05-05,460.8500061035156,460.8500061035156,484.0,451.5,471.3500061035156,911056,2025-05-05
2025-05-12,506.70001220703125,506.70001220703125,511.0,476.0,477.54998779296875,987253,2025-05-12
2025-05-19,522.0999755859375,522.0999755859375,526.0,490.20001220703125,509.8999938964844,1661873,2025-05-19
2025-05-26,505.75,505.75,544.0999755859375,502.0,528.0,1805119,2025-05-26
2025-06-02,539.7999877929688,539.7999877929688,552.25,504.1499938964844,506.8999938964844,1508882,2025-06-02
2025-06-09,520.7999877929688,520.7999877929688,544.7999877929688,506.5,544.1500244140625,885176,2025-06-09
2025-06-16,514.0999755859375,514.0999755859375,549.8499755859375,502.95001220703125,524.0499877929688,1157427,2025-06-16
2025-06-23,528.5,528.5,539.5999755859375,485.0,506.0,1936554,2025-06-23
2025-06-30,575.3499755859375,575.3499755859375,579.4000244140625,528.0,528.4500122070312,3145230,2025-06-30
2025-07-07,610.0,610.0,647.2999877929688,573.2000122070312,579.9000244140625,4151296,2025-07-07
2025-07-14,619.0999755859375,619.0999755859375,641.9000244140625,612.0,612.0,1169645,2025-07-14
