Date,Adj Close_FIBERWEB.NS,Close_FIBERWEB.NS,High_FIBERWEB.NS,Low_FIBERWEB.NS,Open_FIBERWEB.NS,Volume_FIBERWEB.NS,Date
2023-08-14,31.200000762939453,31.200000762939453,32.5,29.049999237060547,32.5,510750,2023-08-14
2023-08-21,31.5,31.5,32.400001525878906,29.149999618530273,31.850000381469727,428146,2023-08-21
2023-08-28,30.75,30.75,33.79999923706055,30.350000381469727,31.799999237060547,845451,2023-08-28
2023-09-04,34.45000076293945,34.45000076293945,34.849998474121094,30.0,31.5,1086346,2023-09-04
2023-09-11,32.54999923706055,32.54999923706055,34.849998474121094,29.899999618530273,34.0,795263,2023-09-11
2023-09-18,33.599998474121094,33.599998474121094,35.75,31.149999618530273,32.54999923706055,1393473,2023-09-18
2023-09-25,32.79999923706055,32.79999923706055,36.0,32.400001525878906,34.0,964664,2023-09-25
2023-10-02,32.70000076293945,32.70000076293945,34.5,30.899999618530273,32.79999923706055,483278,2023-10-02
2023-10-09,32.45000076293945,32.45000076293945,34.400001525878906,31.450000762939453,31.549999237060547,574283,2023-10-09
2023-10-16,32.04999923706055,32.04999923706055,34.79999923706055,31.649999618530273,32.5,571455,2023-10-16
2023-10-23,30.950000762939453,30.950000762939453,32.29999923706055,29.149999618530273,32.04999923706055,305821,2023-10-23
2023-10-30,32.04999923706055,32.04999923706055,33.29999923706055,30.549999237060547,31.0,258603,2023-10-30
2023-11-06,31.75,31.75,33.099998474121094,31.350000381469727,32.150001525878906,222032,2023-11-06
2023-11-13,31.700000762939453,31.700000762939453,32.95000076293945,31.399999618530273,32.599998474121094,173550,2023-11-13
2023-11-20,33.099998474121094,33.099998474121094,33.70000076293945,31.0,32.0,525158,2023-11-20
2023-11-27,32.5,32.5,33.75,31.75,33.099998474121094,457021,2023-11-27
2023-12-04,32.400001525878906,32.400001525878906,33.79999923706055,31.75,32.650001525878906,398762,2023-12-04
2023-12-11,33.95000076293945,33.95000076293945,36.650001525878906,32.099998474121094,32.849998474121094,1304232,2023-12-11
2023-12-18,34.20000076293945,34.20000076293945,35.0,30.899999618530273,33.400001525878906,657144,2023-12-18
2023-12-25,33.599998474121094,33.599998474121094,35.900001525878906,32.900001525878906,34.20000076293945,602162,2023-12-25
2024-01-01,35.5,35.5,37.29999923706055,33.099998474121094,33.599998474121094,1101879,2024-01-01
2024-01-08,38.29999923706055,38.29999923706055,40.849998474121094,34.900001525878906,36.25,2638297,2024-01-08
2024-01-15,36.54999923706055,36.54999923706055,38.29999923706055,34.349998474121094,38.29999923706055,325041,2024-01-15
2024-01-22,42.849998474121094,42.849998474121094,43.45000076293945,36.54999923706055,36.54999923706055,1392824,2024-01-22
2024-01-29,41.70000076293945,41.70000076293945,43.79999923706055,39.54999923706055,43.099998474121094,994869,2024-01-29
2024-02-05,37.849998474121094,37.849998474121094,45.25,37.0,44.0,1328951,2024-02-05
2024-02-12,38.54999923706055,38.54999923706055,39.900001525878906,34.400001525878906,37.849998474121094,703723,2024-02-12
2024-02-19,39.400001525878906,39.400001525878906,42.70000076293945,38.650001525878906,39.150001525878906,1415214,2024-02-19
2024-02-26,37.900001525878906,37.900001525878906,40.04999923706055,37.29999923706055,39.75,416642,2024-02-26
2024-03-04,37.04999923706055,37.04999923706055,38.75,35.0,38.04999923706055,367643,2024-03-04
2024-03-11,32.400001525878906,32.400001525878906,38.0,30.100000381469727,37.54999923706055,700967,2024-03-11
2024-03-18,31.850000381469727,31.850000381469727,33.900001525878906,31.049999237060547,32.099998474121094,395766,2024-03-18
2024-03-25,30.350000381469727,30.350000381469727,33.0,29.0,31.850000381469727,516285,2024-03-25
2024-04-01,36.400001525878906,36.400001525878906,41.5,30.950000762939453,30.950000762939453,1884165,2024-04-01
2024-04-08,34.150001525878906,34.150001525878906,37.29999923706055,33.04999923706055,36.900001525878906,311678,2024-04-08
2024-04-15,35.20000076293945,35.20000076293945,36.45000076293945,32.54999923706055,34.29999923706055,325518,2024-04-15
2024-04-22,35.54999923706055,35.54999923706055,37.900001525878906,34.849998474121094,35.54999923706055,449812,2024-04-22
2024-04-29,36.04999923706055,36.04999923706055,37.5,35.5,35.75,143957,2024-04-29
2024-05-06,38.75,38.75,39.650001525878906,32.900001525878906,36.099998474121094,1297508,2024-05-06
2024-05-13,37.25,37.25,39.95000076293945,35.349998474121094,39.0,1374881,2024-05-13
2024-05-20,37.400001525878906,37.400001525878906,43.900001525878906,35.349998474121094,36.349998474121094,5645921,2024-05-20
2024-05-27,40.29999923706055,40.29999923706055,43.70000076293945,36.849998474121094,36.849998474121094,2459257,2024-05-27
2024-06-03,40.25,40.25,43.5,35.099998474121094,42.45000076293945,633933,2024-06-03
2024-06-10,40.0099983215332,40.0099983215332,42.0,37.77000045776367,40.849998474121094,924844,2024-06-10
2024-06-17,39.529998779296875,39.529998779296875,41.79999923706055,39.11000061035156,40.0099983215332,426388,2024-06-17
2024-06-24,44.16999816894531,44.16999816894531,48.880001068115234,38.70000076293945,39.25,5858181,2024-06-24
2024-07-01,44.04999923706055,44.04999923706055,47.189998626708984,43.16999816894531,44.40999984741211,1388943,2024-07-01
2024-07-08,41.880001068115234,41.880001068115234,45.119998931884766,40.70000076293945,45.119998931884766,625027,2024-07-08
2024-07-15,42.130001068115234,42.130001068115234,47.70000076293945,41.5,42.939998626708984,1292042,2024-07-15
2024-07-22,43.86000061035156,43.86000061035156,46.0,40.5099983215332,41.209999084472656,761767,2024-07-22
2024-07-29,59.45000076293945,59.45000076293945,66.5999984741211,44.0,44.5,18422666,2024-07-29
2024-08-05,51.90999984741211,51.90999984741211,56.650001525878906,50.0,56.470001220703125,674007,2024-08-05
2024-08-12,49.2599983215332,49.2599983215332,56.779998779296875,48.040000915527344,53.0,503946,2024-08-12
2024-08-19,51.060001373291016,51.060001373291016,52.5,49.0,49.25,290778,2024-08-19
2024-08-26,47.970001220703125,47.970001220703125,51.47999954223633,46.599998474121094,51.060001373291016,330781,2024-08-26
2024-09-02,46.459999084472656,46.459999084472656,48.70000076293945,45.75,48.58000183105469,313551,2024-09-02
2024-09-09,48.59000015258789,48.59000015258789,50.9900016784668,45.29999923706055,48.0,303676,2024-09-09
2024-09-16,45.86000061035156,45.86000061035156,49.0,45.0,48.29999923706055,154887,2024-09-16
2024-09-23,42.459999084472656,42.459999084472656,47.0,41.61000061035156,45.5,263477,2024-09-23
2024-09-30,44.0099983215332,44.0099983215332,45.900001525878906,40.36000061035156,42.529998779296875,266401,2024-09-30
2024-10-07,43.540000915527344,43.540000915527344,46.0,41.20000076293945,44.0,245746,2024-10-07
2024-10-14,42.59000015258789,42.59000015258789,44.97999954223633,42.209999084472656,44.4900016784668,112463,2024-10-14
2024-10-21,38.470001220703125,38.470001220703125,43.0,37.400001525878906,43.0,236762,2024-10-21
2024-10-28,44.63999938964844,44.63999938964844,46.29999923706055,37.5,38.119998931884766,141180,2024-10-28
2024-11-04,51.209999084472656,51.209999084472656,55.2400016784668,43.11000061035156,45.0,1912724,2024-11-04
2024-11-11,49.189998626708984,49.189998626708984,53.400001525878906,45.29999923706055,53.400001525878906,538792,2024-11-11
2024-11-18,47.54999923706055,47.54999923706055,51.0,46.880001068115234,50.0,427269,2024-11-18
2024-11-25,57.13999938964844,57.13999938964844,58.0,47.150001525878906,48.650001525878906,1994922,2024-11-25
2024-12-02,59.25,59.25,65.98999786376953,57.459999084472656,58.20000076293945,2798089,2024-12-02
2024-12-09,59.150001525878906,59.150001525878906,60.5,55.380001068115234,59.0099983215332,544475,2024-12-09
2024-12-16,60.20000076293945,60.20000076293945,64.30000305175781,58.220001220703125,60.0,1205871,2024-12-16
2024-12-23,61.33000183105469,61.33000183105469,65.79000091552734,59.470001220703125,60.29999923706055,928740,2024-12-23
2024-12-30,61.11000061035156,61.11000061035156,64.38999938964844,58.2599983215332,61.5,812177,2024-12-30
2025-01-06,51.16999816894531,51.16999816894531,61.900001525878906,50.900001525878906,61.900001525878906,670481,2025-01-06
2025-01-13,52.150001525878906,52.150001525878906,52.97999954223633,47.4900016784668,51.099998474121094,511520,2025-01-13
2025-01-20,48.68000030517578,48.68000030517578,55.5,48.5,52.5,421357,2025-01-20
2025-01-27,46.13999938964844,46.13999938964844,48.400001525878906,43.91999816894531,48.400001525878906,365058,2025-01-27
2025-02-03,47.209999084472656,47.209999084472656,48.9900016784668,44.15999984741211,46.0,230382,2025-02-03
2025-02-10,43.790000915527344,43.790000915527344,49.38999938964844,43.150001525878906,47.20000076293945,713620,2025-02-10
2025-02-17,44.439998626708984,44.439998626708984,47.08000183105469,41.5099983215332,44.099998474121094,862745,2025-02-17
2025-02-24,40.709999084472656,40.709999084472656,44.9900016784668,40.02000045776367,44.400001525878906,201850,2025-02-24
2025-03-03,42.880001068115234,42.880001068115234,44.0,38.400001525878906,41.7400016784668,340364,2025-03-03
2025-03-10,39.47999954223633,39.47999954223633,43.9900016784668,38.52000045776367,43.5,190766,2025-03-10
2025-03-17,43.540000915527344,43.540000915527344,44.2599983215332,37.93000030517578,39.47999954223633,451319,2025-03-17
2025-03-24,39.02000045776367,39.02000045776367,45.0,38.25,44.400001525878906,455029,2025-03-24
2025-03-31,40.81999969482422,40.81999969482422,41.9900016784668,39.0099983215332,39.02000045776367,151953,2025-03-31
2025-04-07,39.5099983215332,39.5099983215332,41.459999084472656,37.20000076293945,37.79999923706055,187711,2025-04-07
2025-04-14,42.04999923706055,42.04999923706055,43.9900016784668,39.95000076293945,40.099998474121094,234377,2025-04-14
2025-04-21,39.34000015258789,39.34000015258789,44.4900016784668,38.97999954223633,42.5,316984,2025-04-21
2025-04-28,39.400001525878906,39.400001525878906,40.56999969482422,38.349998474121094,39.0,181093,2025-04-28
2025-05-05,36.81999969482422,36.81999969482422,40.0,34.79999923706055,40.0,262378,2025-05-05
2025-05-12,43.7400016784668,43.7400016784668,44.4900016784668,37.540000915527344,37.540000915527344,262734,2025-05-12
2025-05-19,43.720001220703125,43.720001220703125,44.45000076293945,41.54999923706055,44.400001525878906,202733,2025-05-19
2025-05-26,51.630001068115234,51.630001068115234,52.900001525878906,43.349998474121094,43.720001220703125,1044705,2025-05-26
2025-06-02,53.72999954223633,53.72999954223633,57.650001525878906,50.150001525878906,52.15999984741211,858096,2025-06-02
2025-06-09,51.09000015258789,51.09000015258789,54.25,49.5,54.25,297518,2025-06-09
2025-06-16,49.38999938964844,49.38999938964844,52.5,45.970001220703125,50.150001525878906,548260,2025-06-16
2025-06-23,50.369998931884766,50.369998931884766,59.2599983215332,48.060001373291016,49.20000076293945,1554605,2025-06-23
2025-06-30,49.63999938964844,49.63999938964844,51.650001525878906,49.31999969482422,50.9900016784668,223269,2025-06-30
2025-07-07,50.83000183105469,50.83000183105469,52.5,48.849998474121094,50.9900016784668,288720,2025-07-07
2025-07-14,48.4900016784668,48.4900016784668,50.79999923706055,47.209999084472656,50.0,185352,2025-07-14
