Date,Adj Close_DATAMATICS.NS,Close_DATAMATICS.NS,High_DATAMATICS.NS,Low_DATAMATICS.NS,Open_DATAMATICS.NS,Volume_DATAMATICS.NS,Date
2020-07-13,50.824920654296875,52.25,52.400001525878906,45.45000076293945,45.45000076293945,204211,2020-07-13
2020-07-20,53.49991226196289,55.0,58.25,52.0,52.95000076293945,279802,2020-07-20
2020-07-27,50.48446273803711,51.900001525878906,56.45000076293945,50.599998474121094,55.099998474121094,137404,2020-07-27
2020-08-03,61.184452056884766,62.900001525878906,62.900001525878906,51.5,52.45000076293945,232275,2020-08-03
2020-08-10,60.45490646362305,62.150001525878906,74.5999984741211,60.5,62.79999923706055,513142,2020-08-10
2020-08-17,69.06352996826172,71.0,73.9000015258789,61.5,64.5999984741211,327065,2020-08-17
2020-08-24,73.82987976074219,75.9000015258789,80.8499984741211,66.5,70.0,742832,2020-08-24
2020-08-31,64.39443969726562,66.19999694824219,78.55000305175781,63.25,76.55000305175781,361760,2020-08-31
2020-09-07,72.17623901367188,74.19999694824219,74.3499984741211,64.19999694824219,67.80000305175781,1251875,2020-09-07
2020-09-14,83.36258697509766,85.69999694824219,90.0,75.0,76.4000015258789,2600056,2020-09-14
2020-09-21,73.14897155761719,75.19999694824219,87.69999694824219,71.5,85.69999694824219,683791,2020-09-21
2020-09-28,74.75396728515625,76.8499984741211,82.8499984741211,75.05000305175781,77.80000305175781,472459,2020-09-28
2020-10-05,71.1548843383789,73.1500015258789,82.75,71.6500015258789,79.5999984741211,604177,2020-10-05
2020-10-12,70.4739761352539,72.44999694824219,75.94999694824219,70.4000015258789,73.3499984741211,420526,2020-10-12
2020-10-19,70.57125091552734,72.55000305175781,75.0,69.0,74.0,225903,2020-10-19
2020-10-26,70.66852569580078,72.6500015258789,74.75,69.05000305175781,73.0,174664,2020-10-26
2020-11-02,68.7717056274414,70.69999694824219,74.94999694824219,70.0999984741211,74.6500015258789,295438,2020-11-02
2020-11-09,68.47988891601562,70.4000015258789,72.44999694824219,66.25,71.19999694824219,326914,2020-11-09
2020-11-16,71.3008041381836,73.30000305175781,74.9000015258789,70.30000305175781,70.30000305175781,200196,2020-11-16
2020-11-23,75.38623809814453,77.5,81.0,72.4000015258789,74.9000015258789,1408980,2020-11-23
2020-11-30,74.31624603271484,76.4000015258789,79.75,75.0,77.5,305563,2020-11-30
2020-12-07,91.047119140625,93.5999984741211,104.5,81.0,81.94999694824219,3047354,2020-12-07
2020-12-14,100.87165832519531,103.69999694824219,110.0,85.19999694824219,96.30000305175781,2729439,2020-12-14
2020-12-21,112.64163970947266,115.80000305175781,120.80000305175781,92.3499984741211,102.0,3790055,2020-12-21
2020-12-28,111.86345672607422,115.0,121.0,104.80000305175781,116.0,1976913,2020-12-28
2021-01-04,121.2502670288086,124.6500015258789,131.1999969482422,110.0999984741211,115.69999694824219,4977679,2021-01-04
2021-01-11,110.74481964111328,113.8499984741211,126.55000305175781,113.0,125.5999984741211,884254,2021-01-11
2021-01-18,110.25846099853516,113.3499984741211,126.5,107.0,114.69999694824219,1788649,2021-01-18
2021-01-25,109.3343734741211,112.4000015258789,121.0,93.0,114.80000305175781,1028243,2021-01-25
2021-02-01,111.7175521850586,114.8499984741211,122.5,106.30000305175781,110.8499984741211,1080978,2021-02-01
2021-02-08,114.48980712890625,117.69999694824219,120.9000015258789,112.5,116.0,827909,2021-02-08
2021-02-15,109.0911865234375,112.1500015258789,120.30000305175781,111.4000015258789,118.69999694824219,475172,2021-02-15
2021-02-22,106.61073303222656,109.5999984741211,116.55000305175781,108.5999984741211,114.75,553681,2021-02-22
2021-03-01,111.1339111328125,114.25,121.5,109.5,110.19999694824219,1200368,2021-03-01
2021-03-08,108.9939193725586,112.05000305175781,117.30000305175781,110.0999984741211,115.5999984741211,637399,2021-03-08
2021-03-15,119.69390106201172,123.05000305175781,135.5,110.0,112.8499984741211,5647572,2021-03-15
2021-03-22,110.64755249023438,113.75,124.69999694824219,111.1500015258789,123.05000305175781,966706,2021-03-22
2021-03-29,119.20753479003906,122.55000305175781,123.3499984741211,113.75,113.75,470418,2021-03-29
2021-04-05,117.16481018066406,120.44999694824219,128.5,112.44999694824219,120.19999694824219,1128064,2021-04-05
2021-04-12,110.55027770996094,113.6500015258789,119.75,112.5999984741211,118.8499984741211,676535,2021-04-12
2021-04-19,110.69618225097656,113.80000305175781,116.0,108.5,112.0,571721,2021-04-19
2021-04-26,114.87889862060547,118.0999984741211,120.80000305175781,113.19999694824219,115.0,765317,2021-04-26
2021-05-03,129.0320587158203,132.64999389648438,140.8000030517578,115.5,116.9000015258789,4133831,2021-05-03
2021-05-10,126.06525421142578,129.60000610351562,139.89999389648438,127.05000305175781,133.85000610351562,1630279,2021-05-10
2021-05-17,130.97750854492188,134.64999389648438,138.4499969482422,127.80000305175781,130.5,1191888,2021-05-17
2021-05-24,141.58023071289062,145.5500030517578,156.8000030517578,135.5500030517578,135.75,5579987,2021-05-24
2021-05-31,137.44615173339844,141.3000030517578,149.0,134.39999389648438,144.0,1814733,2021-05-31
2021-06-07,146.8329620361328,150.9499969482422,155.4499969482422,138.0,142.25,2559644,2021-06-07
2021-06-14,170.2270050048828,175.0,184.4499969482422,143.85000610351562,152.0,7703878,2021-06-14
2021-06-21,168.71926879882812,173.4499969482422,189.89999389648438,166.85000610351562,170.10000610351562,3459340,2021-06-21
2021-06-28,188.07652282714844,193.35000610351562,199.0,170.5500030517578,174.89999389648438,2569830,2021-06-28
2021-07-05,178.64108276367188,183.64999389648438,199.9499969482422,176.14999389648438,195.3000030517578,1184214,2021-07-05
2021-07-12,243.61915588378906,250.4499969482422,260.79998779296875,181.0,186.6999969482422,7327528,2021-07-12
2021-07-19,288.4617919921875,296.54998779296875,330.0,240.4499969482422,245.8000030517578,8280577,2021-07-19
2021-07-26,281.94451904296875,289.8500061035156,312.79998779296875,273.0,297.5,2713531,2021-07-26
2021-08-02,268.4722900390625,276.0,299.0,265.0,292.0,808020,2021-08-02
2021-08-09,284.76544189453125,292.75,303.0,251.5500030517578,282.79998779296875,2009618,2021-08-09
2021-08-16,269.0559387207031,276.6000061035156,296.0,263.95001220703125,294.8999938964844,970316,2021-08-16
2021-08-23,306.4085998535156,315.0,325.0,268.70001220703125,278.0,2736905,2021-08-23
2021-08-30,307.1004943847656,312.8500061035156,346.5,310.0,325.45001220703125,3359241,2021-08-30
2021-09-06,310.7324523925781,316.54998779296875,326.0,302.1499938964844,312.79998779296875,834902,2021-09-06
2021-09-13,298.9529724121094,304.54998779296875,329.0,296.1499938964844,318.70001220703125,1008095,2021-09-13
2021-09-20,301.16162109375,306.79998779296875,318.45001220703125,294.0,301.0,1120324,2021-09-20
2021-09-27,295.32098388671875,300.8500061035156,322.79998779296875,298.0,309.0,860740,2021-09-27
2021-10-04,357.85028076171875,364.54998779296875,371.20001220703125,302.0,303.0,4667164,2021-10-04
2021-10-11,352.2550964355469,358.8500061035156,382.3999938964844,349.70001220703125,366.70001220703125,2100739,2021-10-11
2021-10-18,310.3398132324219,316.1499938964844,365.0,300.20001220703125,361.8999938964844,1650005,2021-10-18
2021-10-25,308.27838134765625,314.04998779296875,335.0,300.70001220703125,320.29998779296875,1629953,2021-10-25
2021-11-01,321.08856201171875,327.1000061035156,340.95001220703125,314.0,314.0,640473,2021-11-01
2021-11-08,330.953857421875,337.1499938964844,348.5,323.0,329.1000061035156,879646,2021-11-08
2021-11-15,314.8552551269531,320.75,338.79998779296875,313.1000061035156,338.79998779296875,621341,2021-11-15
2021-11-22,298.0695495605469,303.6499938964844,323.5,293.79998779296875,321.04998779296875,916731,2021-11-22
2021-11-29,295.1246643066406,300.6499938964844,307.45001220703125,279.25,290.20001220703125,936771,2021-11-29
2021-12-06,295.27191162109375,300.79998779296875,304.8999938964844,281.0,292.5,700920,2021-12-06
2021-12-13,285.1121520996094,290.45001220703125,314.3999938964844,288.04998779296875,307.0,746160,2021-12-13
2021-12-20,285.01397705078125,290.3500061035156,299.79998779296875,261.6499938964844,284.79998779296875,984876,2021-12-20
2021-12-27,300.3763427734375,306.0,318.95001220703125,283.54998779296875,286.0,1276293,2021-12-27
2022-01-03,314.0209045410156,319.8999938964844,329.0,302.5,307.3500061035156,1377322,2022-01-03
2022-01-10,350.83172607421875,357.3999938964844,366.95001220703125,320.79998779296875,322.29998779296875,2975890,2022-01-10
2022-01-17,312.5975646972656,318.45001220703125,363.95001220703125,313.3999938964844,355.04998779296875,1847883,2022-01-17
2022-01-24,298.2167663574219,303.79998779296875,324.1499938964844,288.25,321.54998779296875,759200,2022-01-24
2022-01-31,299.5419616699219,305.1499938964844,321.0,299.75,307.20001220703125,775337,2022-01-31
2022-02-07,292.5724182128906,298.04998779296875,308.5,295.25,305.3999938964844,633896,2022-02-07
2022-02-14,284.7685546875,290.1000061035156,299.70001220703125,272.0,292.1000061035156,695345,2022-02-14
2022-02-21,244.96377563476562,249.5500030517578,290.0,230.10000610351562,290.0,1128805,2022-02-21
2022-02-28,246.730712890625,251.35000610351562,264.95001220703125,243.14999389648438,250.0,553914,2022-02-28
2022-03-07,269.0135192871094,274.04998779296875,285.0,244.5,246.10000610351562,582780,2022-03-07
2022-03-14,271.6639099121094,276.75,283.6000061035156,269.8999938964844,275.79998779296875,406006,2022-03-14
2022-03-21,304.74456787109375,310.45001220703125,314.5,277.0,282.0,1709951,2022-03-21
2022-03-28,308.13116455078125,313.8999938964844,317.79998779296875,293.04998779296875,312.6000061035156,765380,2022-03-28
