Date,Adj Close_FOCUS.NS,Close_FOCUS.NS,High_FOCUS.NS,Low_FOCUS.NS,Open_FOCUS.NS,Volume_FOCUS.NS,Date
2020-07-13,4.147828578948975,4.190000057220459,4.190000057220459,4.119999885559082,4.119999885559082,15000,2020-07-13
2020-07-20,4.939776420593262,4.989999771118164,5.070000171661377,4.010000228881836,4.010000228881836,300000,2020-07-20
2020-07-27,4.256721496582031,4.300000190734863,4.949999809265137,4.300000190734863,4.949999809265137,135000,2020-07-27
2020-08-03,4.167627334594727,4.210000038146973,4.510000228881836,4.0,4.510000228881836,315000,2020-08-03
2020-08-10,4.7021918296813965,4.75,5.090000152587891,4.420000076293945,4.420000076293945,105000,2020-08-10
2020-08-17,4.553701877593994,4.599999904632568,4.980000019073486,4.429999828338623,4.980000019073486,330000,2020-08-17
2020-08-24,4.326016426086426,4.369999885559082,4.599999904632568,4.369999885559082,4.599999904632568,135000,2020-08-24
2020-08-31,4.038935661315918,4.079999923706055,4.360000133514404,4.079999923706055,4.179999828338623,180000,2020-08-31
2020-09-07,4.078532695770264,4.119999885559082,4.28000020980835,4.079999923706055,4.079999923706055,60000,2020-09-07
2020-09-14,4.276520252227783,4.320000171661377,4.320000171661377,4.320000171661377,4.320000171661377,30000,2020-09-14
2020-09-21,3.9597408771514893,4.0,4.190000057220459,3.990000009536743,4.190000057220459,45000,2020-09-21
2020-09-28,3.9597408771514893,4.0,4.0,4.0,4.0,15000,2020-09-28
2020-10-05,3.7914514541625977,3.8299999237060547,4.0,3.809999942779541,4.0,45000,2020-10-05
2020-10-12,3.78155255317688,3.819999933242798,4.019999980926514,3.819999933242798,3.8299999237060547,60000,2020-10-12
2020-10-19,3.78155255317688,3.819999933242798,3.819999933242798,3.819999933242798,3.819999933242798,0,2020-10-19
2020-10-26,3.78155255317688,3.819999933242798,3.819999933242798,3.819999933242798,3.819999933242798,0,2020-10-26
2020-11-02,3.761753559112549,3.799999952316284,3.819999933242798,3.640000104904175,3.819999933242798,30000,2020-11-02
2020-11-09,3.761753559112549,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0,2020-11-09
2020-11-16,3.751854419708252,3.7899999618530273,3.799999952316284,3.7899999618530273,3.799999952316284,30000,2020-11-16
2020-11-23,3.761753559112549,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,15000,2020-11-23
2020-11-30,3.761753559112549,3.799999952316284,3.799999952316284,3.799999952316284,3.799999952316284,0,2020-11-30
2020-12-07,4.118129730224609,4.159999847412109,4.159999847412109,3.609999895095825,3.799999952316284,165000,2020-12-07
2020-12-14,4.108231544494629,4.150000095367432,4.159999847412109,3.799999952316284,4.150000095367432,135000,2020-12-14
2020-12-21,4.108231544494629,4.150000095367432,4.150000095367432,4.150000095367432,4.150000095367432,0,2020-12-21
2020-12-28,4.306217670440674,4.349999904632568,4.349999904632568,4.010000228881836,4.150000095367432,45000,2020-12-28
2021-01-04,4.405211448669434,4.449999809265137,4.559999942779541,4.349999904632568,4.349999904632568,105000,2021-01-04
2021-01-11,4.613097667694092,4.659999847412109,4.670000076293945,4.440000057220459,4.449999809265137,60000,2021-01-11
2021-01-18,4.84078311920166,4.889999866485596,4.889999866485596,4.659999847412109,4.659999847412109,15000,2021-01-18
2021-01-25,4.84078311920166,4.889999866485596,4.889999866485596,4.889999866485596,4.889999866485596,0,2021-01-25
2021-02-01,4.84078311920166,4.889999866485596,4.889999866485596,4.889999866485596,4.889999866485596,0,2021-02-01
2021-02-08,4.7516889572143555,4.800000190734863,4.889999866485596,4.800000190734863,4.889999866485596,15000,2021-02-08
2021-02-15,4.553701877593994,4.599999904632568,4.599999904632568,4.559999942779541,4.599999904632568,135000,2021-02-15
2021-02-22,4.543802738189697,4.590000152587891,4.800000190734863,4.400000095367432,4.599999904632568,165000,2021-02-22
