Date,Adj Close_PLAZACABLE.NS,Close_PLAZACABLE.NS,High_PLAZACABLE.NS,Low_PLAZACABLE.NS,Open_PLAZACABLE.NS,Volume_PLAZACABLE.NS,Date
2023-10-09,84.19999694824219,84.19999694824219,84.19999694824219,75.69999694824219,76.0,4893306,2023-10-09
2023-10-16,107.3499984741211,107.3499984741211,107.3499984741211,84.19999694824219,88.4000015258789,8192529,2023-10-16
2023-10-23,136.60000610351562,136.60000610351562,136.60000610351562,103.5999984741211,112.69999694824219,3371596,2023-10-23
2023-10-30,141.6999969482422,141.6999969482422,173.5,141.6999969482422,150.25,3782309,2023-10-30
2023-11-06,113.69999694824219,113.69999694824219,135.89999389648438,110.30000305175781,134.64999389648438,19390334,2023-11-06
2023-11-13,105.05000305175781,105.05000305175781,123.80000305175781,104.5999984741211,116.80000305175781,6919848,2023-11-13
2023-11-20,109.6500015258789,109.6500015258789,119.0,106.9000015258789,106.94999694824219,2575627,2023-11-20
2023-11-27,108.0999984741211,108.0999984741211,112.6500015258789,105.0,109.6500015258789,830338,2023-11-27
2023-12-04,99.4000015258789,99.4000015258789,109.9000015258789,99.4000015258789,108.94999694824219,1217049,2023-12-04
2023-12-11,100.94999694824219,100.94999694824219,107.5,96.0,97.0,2046220,2023-12-11
2023-12-18,100.0,100.0,102.0,93.05000305175781,101.80000305175781,928177,2023-12-18
2023-12-25,100.30000305175781,100.30000305175781,102.44999694824219,98.9000015258789,100.0,574943,2023-12-25
2024-01-01,105.55000305175781,105.55000305175781,105.55000305175781,99.4000015258789,101.0,978022,2024-01-01
2024-01-08,115.5999984741211,115.5999984741211,115.5999984741211,104.0,107.9000015258789,2712975,2024-01-08
2024-01-15,108.6500015258789,108.6500015258789,120.0999984741211,104.0999984741211,115.5999984741211,1956121,2024-01-15
2024-01-22,104.4000015258789,104.4000015258789,108.6500015258789,100.0,108.6500015258789,761799,2024-01-22
2024-01-29,102.55000305175781,102.55000305175781,105.0,101.0,104.4000015258789,736268,2024-01-29
2024-02-05,102.25,102.25,107.5,100.5,103.8499984741211,773592,2024-02-05
2024-02-12,97.8499984741211,97.8499984741211,104.0,95.5999984741211,103.0,830884,2024-02-12
2024-02-19,100.05000305175781,100.05000305175781,102.9000015258789,96.19999694824219,98.80000305175781,533569,2024-02-19
2024-02-26,95.55000305175781,95.55000305175781,102.0,94.0,100.30000305175781,667028,2024-02-26
2024-03-04,91.8499984741211,91.8499984741211,97.0,90.5999984741211,97.0,391059,2024-03-04
2024-03-11,85.25,85.25,92.75,78.5,91.9000015258789,876945,2024-03-11
2024-03-18,86.0,86.0,89.0,80.55000305175781,86.19999694824219,712992,2024-03-18
2024-03-25,81.5,81.5,86.69999694824219,80.69999694824219,86.0,586567,2024-03-25
2024-04-01,97.0999984741211,97.0999984741211,102.4000015258789,82.0,83.0999984741211,1145527,2024-04-01
2024-04-08,97.1500015258789,97.1500015258789,99.44999694824219,94.0999984741211,96.05000305175781,634491,2024-04-08
2024-04-15,94.0999984741211,94.0999984741211,99.94999694824219,87.75,90.25,536556,2024-04-15
2024-04-22,93.3499984741211,93.3499984741211,97.80000305175781,91.5,95.0,381053,2024-04-22
2024-04-29,92.19999694824219,92.19999694824219,94.9000015258789,91.80000305175781,93.8499984741211,271219,2024-04-29
2024-05-06,89.80000305175781,89.80000305175781,93.25,88.0999984741211,92.25,315249,2024-05-06
2024-05-13,90.5,90.5,92.0999984741211,87.55000305175781,90.94999694824219,285956,2024-05-13
2024-05-20,89.5,89.5,93.4000015258789,88.5999984741211,89.0999984741211,313096,2024-05-20
2024-05-27,85.94999694824219,85.94999694824219,93.0,85.05000305175781,89.30000305175781,434283,2024-05-27
2024-06-03,87.3499984741211,87.3499984741211,88.9000015258789,74.9000015258789,88.9000015258789,920274,2024-06-03
2024-06-10,89.19000244140625,89.19000244140625,91.0199966430664,86.11000061035156,86.11000061035156,516488,2024-06-10
2024-06-17,89.2699966430664,89.2699966430664,92.4000015258789,87.5,89.19000244140625,512222,2024-06-17
2024-06-24,87.30999755859375,87.30999755859375,91.7699966430664,87.0,88.06999969482422,359722,2024-06-24
2024-07-01,88.33999633789062,88.33999633789062,89.77999877929688,87.11000061035156,87.30999755859375,402826,2024-07-01
2024-07-08,85.29000091552734,85.29000091552734,88.70999908447266,85.0,87.20999908447266,392445,2024-07-08
2024-07-15,84.62999725341797,84.62999725341797,91.0,82.0,84.30000305175781,693675,2024-07-15
2024-07-22,86.52999877929688,86.52999877929688,88.2699966430664,82.19999694824219,84.98999786376953,487951,2024-07-22
2024-07-29,94.0199966430664,94.0199966430664,103.27999877929688,85.5,86.58999633789062,5918430,2024-07-29
2024-08-05,87.4800033569336,87.4800033569336,91.70999908447266,84.19999694824219,90.7300033569336,1341394,2024-08-05
2024-08-12,85.7699966430664,85.7699966430664,95.4000015258789,84.0999984741211,86.9000015258789,1142379,2024-08-12
2024-08-19,89.58000183105469,89.58000183105469,92.9000015258789,85.62999725341797,87.05000305175781,732951,2024-08-19
2024-08-26,87.52999877929688,87.52999877929688,91.51000213623047,86.9000015258789,91.0,524677,2024-08-26
2024-09-02,86.87000274658203,86.87000274658203,88.5,86.0999984741211,88.5,422279,2024-09-02
2024-09-09,87.33999633789062,87.33999633789062,89.25,85.25,87.83999633789062,431688,2024-09-09
2024-09-16,85.01000213623047,85.01000213623047,88.88999938964844,84.20999908447266,87.0199966430664,435889,2024-09-16
2024-09-23,84.86000061035156,84.86000061035156,87.20999908447266,84.5,85.77999877929688,314344,2024-09-23
2024-09-30,82.5,82.5,85.68000030517578,81.0,84.86000061035156,266400,2024-09-30
2024-10-07,82.55999755859375,82.55999755859375,83.9000015258789,75.25,82.0999984741211,322088,2024-10-07
2024-10-14,84.05999755859375,84.05999755859375,90.77999877929688,80.0,82.5,799584,2024-10-14
2024-10-21,79.9000015258789,79.9000015258789,84.80000305175781,75.56999969482422,84.80000305175781,305402,2024-10-21
2024-10-28,81.5999984741211,81.5999984741211,82.80000305175781,77.52999877929688,77.80000305175781,193476,2024-10-28
2024-11-04,79.02999877929688,79.02999877929688,81.98999786376953,78.5,81.80000305175781,143583,2024-11-04
2024-11-11,75.91999816894531,75.91999816894531,80.6500015258789,75.0,80.6500015258789,104092,2024-11-11
2024-11-18,72.75,72.75,76.9000015258789,70.6500015258789,75.0,193992,2024-11-18
2024-11-25,74.5999984741211,74.5999984741211,75.87999725341797,72.01000213623047,73.0,210811,2024-11-25
2024-12-02,78.26000213623047,78.26000213623047,78.9000015258789,73.5,74.5,215943,2024-12-02
2024-12-09,77.55999755859375,77.55999755859375,82.0,76.12000274658203,79.0,295558,2024-12-09
2024-12-16,81.45999908447266,81.45999908447266,90.37999725341797,77.0,77.58999633789062,2292670,2024-12-16
2024-12-23,77.55000305175781,77.55000305175781,83.75,77.31999969482422,82.5,179063,2024-12-23
2024-12-30,79.2300033569336,79.2300033569336,80.5,76.5999984741211,78.0,152214,2024-12-30
2025-01-06,72.11000061035156,72.11000061035156,80.5,71.87000274658203,79.94999694824219,195498,2025-01-06
2025-01-13,75.0,75.0,76.5,69.01000213623047,70.5,213285,2025-01-13
2025-01-20,73.26000213623047,73.26000213623047,77.22000122070312,72.0,75.0,110853,2025-01-20
2025-01-27,71.41999816894531,71.41999816894531,74.8499984741211,69.5,74.8499984741211,167741,2025-01-27
2025-02-03,70.70999908447266,70.70999908447266,73.25,70.02999877929688,72.20999908447266,95631,2025-02-03
2025-02-10,62.63999938964844,62.63999938964844,72.6500015258789,61.79999923706055,70.72000122070312,143193,2025-02-10
2025-02-17,63.06999969482422,63.06999969482422,64.25,57.5,62.04999923706055,168887,2025-02-17
2025-02-24,57.16999816894531,57.16999816894531,63.0,56.400001525878906,63.0,121197,2025-02-24
2025-03-03,59.720001220703125,59.720001220703125,59.91999816894531,51.720001220703125,57.16999816894531,190180,2025-03-03
2025-03-10,53.47999954223633,53.47999954223633,61.900001525878906,52.45000076293945,61.900001525878906,227467,2025-03-10
2025-03-17,55.77000045776367,55.77000045776367,58.0,51.5099983215332,53.47999954223633,475873,2025-03-17
2025-03-24,49.56999969482422,49.56999969482422,58.029998779296875,47.70000076293945,57.5,911948,2025-03-24
2025-03-31,51.970001220703125,51.970001220703125,55.79999923706055,49.099998474121094,49.56999969482422,294272,2025-03-31
2025-04-07,53.470001220703125,53.470001220703125,54.0099983215332,49.34000015258789,50.66999816894531,112276,2025-04-07
2025-04-14,55.81999969482422,55.81999969482422,56.900001525878906,54.0099983215332,54.0099983215332,86974,2025-04-14
2025-04-21,58.93000030517578,58.93000030517578,63.5,55.0,55.0,334374,2025-04-21
2025-04-28,55.5,55.5,60.83000183105469,55.0,58.93000030517578,109023,2025-04-28
2025-05-05,53.470001220703125,53.470001220703125,58.0,51.4900016784668,56.0,157250,2025-05-05
2025-05-12,58.91999816894531,58.91999816894531,59.93000030517578,54.29999923706055,54.29999923706055,307828,2025-05-12
2025-05-19,60.15999984741211,60.15999984741211,65.0,57.29999923706055,59.5,342250,2025-05-19
2025-05-26,59.75,59.75,62.66999816894531,59.0,61.0,263610,2025-05-26
2025-06-02,61.459999084472656,61.459999084472656,65.33999633789062,60.20000076293945,63.0,449653,2025-06-02
2025-06-09,59.13999938964844,59.13999938964844,64.1500015258789,56.5099983215332,62.900001525878906,449520,2025-06-09
2025-06-16,59.150001525878906,59.150001525878906,62.900001525878906,57.70000076293945,59.150001525878906,258486,2025-06-16
2025-06-23,60.88999938964844,60.88999938964844,61.599998474121094,57.630001068115234,58.099998474121094,143439,2025-06-23
2025-06-30,61.189998626708984,61.189998626708984,61.900001525878906,59.689998626708984,60.88999938964844,193934,2025-06-30
2025-07-07,59.939998626708984,59.939998626708984,61.880001068115234,59.27000045776367,61.880001068115234,148504,2025-07-07
2025-07-14,60.529998779296875,60.529998779296875,60.9900016784668,59.58000183105469,59.939998626708984,60988,2025-07-14
