Date,Adj Close_ONWARDTEC.NS,Close_ONWARDTEC.NS,High_ONWARDTEC.NS,Low_ONWARDTEC.NS,Open_ONWARDTEC.NS,Volume_ONWARDTEC.NS,Date
2020-07-13,54.94379425048828,58.20000076293945,68.80000305175781,56.0,64.0,230479,2020-07-13
2020-07-20,62.63780975341797,66.3499984741211,66.3499984741211,53.5,57.20000076293945,721158,2020-07-20
2020-07-27,58.34238052368164,61.79999923706055,74.5999984741211,60.29999923706055,71.80000305175781,1234374,2020-07-27
2020-08-03,60.23048400878906,63.79999923706055,69.0,61.45000076293945,63.45000076293945,102411,2020-08-03
2020-08-10,59.805660247802734,63.349998474121094,70.80000305175781,62.599998474121094,64.44999694824219,152904,2020-08-10
2020-08-17,60.466495513916016,64.05000305175781,65.30000305175781,62.20000076293945,62.79999923706055,74873,2020-08-17
2020-08-24,59.14482498168945,62.650001525878906,66.0,61.900001525878906,65.0,91850,2020-08-24
2020-08-31,55.41582107543945,58.70000076293945,69.0,57.5,62.70000076293945,63011,2020-08-31
2020-09-07,61.12733459472656,64.75,66.8499984741211,58.599998474121094,59.45000076293945,303209,2020-09-07
2020-09-14,60.27768325805664,63.849998474121094,71.9000015258789,62.79999923706055,64.80000305175781,340045,2020-09-14
2020-09-21,59.6640510559082,63.20000076293945,72.5,61.099998474121094,62.79999923706055,431677,2020-09-21
2020-09-28,60.0888786315918,63.650001525878906,64.69999694824219,61.54999923706055,63.900001525878906,43910,2020-09-28
2020-10-05,62.3546028137207,66.05000305175781,70.3499984741211,61.54999923706055,65.5999984741211,348249,2020-10-05
2020-10-12,60.702510833740234,64.30000305175781,70.55000305175781,63.75,67.0,226676,2020-10-12
2020-10-19,61.92977523803711,65.5999984741211,70.19999694824219,64.1500015258789,64.30000305175781,208668,2020-10-19
2020-10-26,58.15357208251953,61.599998474121094,66.44999694824219,60.349998474121094,66.4000015258789,61412,2020-10-26
2020-11-02,57.067909240722656,60.45000076293945,63.95000076293945,59.04999923706055,62.04999923706055,43810,2020-11-02
2020-11-09,57.63433837890625,61.04999923706055,63.099998474121094,60.0,60.599998474121094,92209,2020-11-09
2020-11-16,60.41929244995117,64.0,65.9000015258789,60.54999923706055,60.900001525878906,127416,2020-11-16
2020-11-23,61.22174072265625,64.8499984741211,67.75,60.79999923706055,64.5,113557,2020-11-23
2020-11-30,61.22174072265625,64.8499984741211,68.5,63.75,64.8499984741211,119634,2020-11-30
2020-12-07,64.85633087158203,68.69999694824219,72.5,65.0,66.0,402999,2020-12-07
2020-12-14,82.27408599853516,87.1500015258789,97.30000305175781,68.0,69.25,5128425,2020-12-14
2020-12-21,84.06778717041016,89.05000305175781,98.0,70.0999984741211,87.55000305175781,1815682,2020-12-21
2020-12-28,97.37890625,103.1500015258789,113.55000305175781,87.44999694824219,89.5,3726034,2020-12-28
2021-01-04,100.87189483642578,106.8499984741211,113.19999694824219,96.30000305175781,105.0,1163550,2021-01-04
2021-01-11,92.23382568359375,97.69999694824219,109.80000305175781,93.6500015258789,108.25,1040751,2021-01-11
2021-01-18,81.8964614868164,86.75,97.0,85.5,96.80000305175781,573866,2021-01-18
2021-01-25,83.9733657836914,88.94999694824219,93.0,82.4000015258789,90.0,344671,2021-01-25
2021-02-01,89.9208984375,95.25,99.5,84.94999694824219,88.05000305175781,562401,2021-02-01
2021-02-08,91.00656127929688,96.4000015258789,105.0,92.5,92.5,628316,2021-02-08
2021-02-15,95.443603515625,101.0999984741211,106.75,95.69999694824219,97.0,613291,2021-02-15
2021-02-22,92.98905944824219,98.5,107.25,97.1500015258789,102.0,492798,2021-02-22
2021-03-01,105.73375701904297,112.0,120.5,100.0,100.0,1344147,2021-03-01
2021-03-08,107.14984893798828,113.5,131.0,102.1500015258789,112.9000015258789,1874832,2021-03-08
2021-03-15,116.82637023925781,123.75,138.0,106.5,115.6500015258789,1864206,2021-03-15
2021-03-22,105.78096771240234,112.05000305175781,127.44999694824219,108.0,123.69999694824219,280798,2021-03-22
2021-03-29,116.82637023925781,123.75,129.5,112.05000305175781,112.05000305175781,338480,2021-03-29
2021-04-05,116.25993347167969,123.1500015258789,134.5500030517578,112.55000305175781,123.9000015258789,627646,2021-04-05
2021-04-12,107.9994888305664,114.4000015258789,121.30000305175781,110.19999694824219,120.0,199683,2021-04-12
2021-04-19,108.28269958496094,114.69999694824219,118.0,103.69999694824219,109.0,137070,2021-04-19
2021-04-26,111.63408660888672,118.25,127.30000305175781,112.0,115.30000305175781,284132,2021-04-26
2021-05-03,115.78791046142578,122.6500015258789,127.5,112.5,117.44999694824219,547100,2021-05-03
2021-05-10,118.10083770751953,125.0999984741211,130.9499969482422,114.0999984741211,123.6500015258789,512713,2021-05-10
2021-05-17,112.67253875732422,119.3499984741211,128.89999389648438,118.0,128.89999389648438,246959,2021-05-17
2021-05-24,179.93621826171875,190.60000610351562,196.89999389648438,119.0999984741211,122.8499984741211,5185356,2021-05-24
2021-05-31,181.39947509765625,192.14999389648438,227.35000610351562,183.35000610351562,189.0500030517578,2945498,2021-05-31
2021-06-07,180.12503051757812,190.8000030517578,195.0,182.5500030517578,188.5,363782,2021-06-07
2021-06-14,174.08309936523438,184.39999389648438,192.0,178.14999389648438,191.8000030517578,185731,2021-06-14
2021-06-21,186.11973571777344,197.14999389648438,201.5,179.0,179.4499969482422,154142,2021-06-21
2021-06-28,192.82249450683594,204.25,205.39999389648438,190.0,199.1999969482422,170027,2021-06-28
2021-07-05,217.50946044921875,230.39999389648438,234.39999389648438,204.0,206.0,220801,2021-07-05
2021-07-12,246.6152801513672,257.75,257.75,219.3000030517578,232.0,226833,2021-07-12
2021-07-19,245.37144470214844,256.45001220703125,282.8999938964844,232.5500030517578,260.0,378242,2021-07-19
2021-07-26,239.8219757080078,250.64999389648438,269.25,240.0,263.8999938964844,327361,2021-07-26
2021-08-02,234.9423065185547,245.5500030517578,262.0,240.4499969482422,259.5,168800,2021-08-02
2021-08-09,236.13832092285156,246.8000030517578,260.04998779296875,220.39999389648438,250.0,269481,2021-08-09
2021-08-16,214.80166625976562,224.5,247.60000610351562,224.0,246.8000030517578,78886,2021-08-16
2021-08-23,215.7106170654297,225.4499969482422,246.0,214.10000610351562,228.0,132011,2021-08-23
2021-08-30,234.70310974121094,245.3000030517578,262.8999938964844,215.0,233.89999389648438,310527,2021-08-30
2021-09-06,223.07798767089844,233.14999389648438,248.85000610351562,230.10000610351562,243.0,70714,2021-09-06
2021-09-13,218.4853515625,228.35000610351562,239.75,222.64999389648438,230.0,110084,2021-09-13
2021-09-20,220.68597412109375,230.64999389648438,239.9499969482422,220.5500030517578,228.35000610351562,75574,2021-09-20
2021-09-27,216.95445251464844,226.75,234.35000610351562,223.39999389648438,230.1999969482422,37092,2021-09-27
2021-10-04,212.98373413085938,222.60000610351562,233.64999389648438,214.89999389648438,225.0,114791,2021-10-04
2021-10-11,211.1658172607422,220.6999969482422,225.25,213.5500030517578,225.25,111835,2021-10-11
2021-10-18,209.8741455078125,219.35000610351562,230.0,211.9499969482422,225.0,169614,2021-10-18
2021-10-25,211.45285034179688,221.0,234.0,214.5,215.75,94818,2021-10-25
2021-11-01,215.75845336914062,225.5,231.60000610351562,219.0,224.85000610351562,60809,2021-11-01
2021-11-08,210.63958740234375,220.14999389648438,231.5,217.0,225.5,116852,2021-11-08
2021-11-15,235.1336669921875,245.75,266.0,215.0,225.4499969482422,324563,2021-11-15
2021-11-22,251.5427703857422,262.8999938964844,296.04998779296875,233.0,249.9499969482422,811352,2021-11-22
2021-11-29,255.5613555908203,267.1000061035156,267.1000061035156,237.9499969482422,265.0,180101,2021-11-29
2021-12-06,264.9858703613281,276.95001220703125,287.5,261.5,276.0,203031,2021-12-06
2021-12-13,266.038330078125,278.04998779296875,299.0,266.20001220703125,280.0,325744,2021-12-13
2021-12-20,270.5831298828125,282.79998779296875,290.0,264.1499938964844,279.75,210193,2021-12-20
2021-12-27,280.91656494140625,293.6000061035156,319.45001220703125,278.0,285.0,417940,2021-12-27
2022-01-03,280.6773376464844,293.3500061035156,298.5,272.3500061035156,298.5,206369,2022-01-03
2022-01-10,323.4941711425781,338.1000061035156,339.54998779296875,295.0,306.6000061035156,551894,2022-01-10
2022-01-17,342.15179443359375,357.6000061035156,389.0,333.0,344.0,597456,2022-01-17
2022-01-24,322.680908203125,337.25,359.0,322.79998779296875,357.0,135299,2022-01-24
2022-01-31,372.1953125,389.0,406.3999938964844,338.0,349.20001220703125,505716,2022-01-31
2022-02-07,336.8893737792969,352.1000061035156,400.45001220703125,352.1000061035156,390.0,240195,2022-02-07
2022-02-14,308.376708984375,322.29998779296875,348.0,313.0,348.0,192052,2022-02-14
2022-02-21,272.0661926269531,284.3500061035156,324.8999938964844,270.8500061035156,324.8999938964844,151146,2022-02-21
2022-02-28,274.0754699707031,286.45001220703125,305.0,279.0,280.04998779296875,94087,2022-02-28
2022-03-07,341.96038818359375,357.3999938964844,357.3999938964844,273.6000061035156,273.6000061035156,120231,2022-03-07
2022-03-14,328.8522644042969,343.70001220703125,375.25,340.1499938964844,352.5,112687,2022-03-14
2022-03-21,330.3352966308594,345.25,350.3999938964844,325.04998779296875,342.8500061035156,84328,2022-03-21
2022-03-28,353.82470703125,369.79998779296875,380.5,344.75,354.8999938964844,127167,2022-03-28
2022-04-04,380.37591552734375,397.54998779296875,427.6000061035156,370.54998779296875,374.79998779296875,294319,2022-04-04
2022-04-11,369.99468994140625,386.70001220703125,429.5,384.5,398.0,79135,2022-04-11
2022-04-18,357.5562744140625,373.70001220703125,400.0,358.25,380.0,117060,2022-04-18
2022-04-25,327.2256774902344,342.0,373.0,336.8999938964844,365.29998779296875,70644,2022-04-25
2022-05-02,306.8458557128906,320.70001220703125,350.0,315.04998779296875,331.04998779296875,76273,2022-05-02
2022-05-09,275.0800476074219,287.5,341.79998779296875,278.20001220703125,329.0,147443,2022-05-09
2022-05-16,281.9690856933594,294.70001220703125,341.0,275.1000061035156,287.5,130994,2022-05-16
2022-05-23,276.4674377441406,288.95001220703125,301.0,264.0,285.1000061035156,78262,2022-05-23
2022-05-30,285.6526794433594,298.54998779296875,317.54998779296875,286.6000061035156,299.0,96944,2022-05-30
2022-06-06,290.00616455078125,303.1000061035156,307.0,287.75,297.04998779296875,35567,2022-06-06
2022-06-13,261.15863037109375,272.95001220703125,300.95001220703125,261.0,292.5,55998,2022-06-13
2022-06-20,266.70806884765625,278.75,289.0,253.9499969482422,266.1000061035156,54974,2022-06-20
2022-06-27,268.81304931640625,280.95001220703125,302.0,274.45001220703125,280.95001220703125,43487,2022-06-27
2022-07-04,274.31463623046875,286.70001220703125,290.0,271.1000061035156,283.95001220703125,28727,2022-07-04
2022-07-11,283.4020080566406,293.04998779296875,327.95001220703125,275.1499938964844,286.70001220703125,287916,2022-07-11
2022-07-18,255.4534912109375,264.1499938964844,299.04998779296875,255.0,294.70001220703125,219360,2022-07-18
2022-07-25,242.63970947265625,250.89999389648438,268.6000061035156,250.0,264.95001220703125,52970,2022-07-25
2022-08-01,240.02859497070312,248.1999969482422,261.0,245.5500030517578,251.8000030517578,78981,2022-08-01
2022-08-08,244.71893310546875,253.0500030517578,256.0,248.25,253.5,35178,2022-08-08
2022-08-15,257.5326843261719,266.29998779296875,275.75,251.9499969482422,253.0500030517578,61548,2022-08-15
