Date,Adj Close_GALAXYSURF.NS,Close_GALAXYSURF.NS,High_GALAXYSURF.NS,Low_GALAXYSURF.NS,Open_GALAXYSURF.NS,Volume_GALAXYSURF.NS,Date
2020-11-09,1770.544677734375,1840.8499755859375,1884.949951171875,1682.25,1779.949951171875,311304,2020-11-09
2020-11-16,1850.7115478515625,1924.199951171875,2012.0,1825.0,1826.949951171875,223135,2020-11-16
2020-11-23,1865.7156982421875,1939.800048828125,1980.0,1892.949951171875,1938.0,135035,2020-11-23
2020-11-30,1846.5277099609375,1919.8499755859375,1976.949951171875,1878.050048828125,1939.800048828125,115781,2020-11-30
2020-12-07,1828.10888671875,1900.699951171875,1947.8499755859375,1879.550048828125,1947.8499755859375,277612,2020-12-07
2020-12-14,1900.8218994140625,1976.300048828125,2067.949951171875,1880.5,1913.949951171875,356127,2020-12-14
2020-12-21,1869.89990234375,1944.1500244140625,1996.0,1810.0,1976.5,273716,2020-12-21
2020-12-28,1938.4764404296875,2015.449951171875,2060.0,1949.0,1970.0,193003,2020-12-28
2021-01-04,2202.97412109375,2290.449951171875,2295.0,2011.0,2039.0,428148,2021-01-04
2021-01-11,2073.707275390625,2156.050048828125,2320.0,2150.0,2313.14990234375,173072,2021-01-11
2021-01-18,2101.262939453125,2184.699951171875,2240.0,2060.550048828125,2156.0,100867,2021-01-18
2021-01-25,1989.933349609375,2068.949951171875,2199.0,2051.0,2175.300048828125,70262,2021-01-25
2021-02-01,2103.234375,2186.75,2256.0,2028.550048828125,2070.0,107603,2021-02-01
2021-02-08,2092.750732421875,2175.85009765625,2380.89990234375,2163.300048828125,2207.0,175023,2021-02-08
2021-02-15,2108.81298828125,2192.550048828125,2255.0,2150.0,2177.5,97610,2021-02-15
2021-02-22,2136.2158203125,2206.75,2240.0,2075.550048828125,2218.39990234375,86228,2021-02-22
2021-03-01,2283.211669921875,2358.60009765625,2436.0,2210.0,2210.0,229499,2021-03-01
2021-03-08,2313.414794921875,2389.800048828125,2494.0,2320.0,2371.199951171875,114836,2021-03-08
2021-03-15,2284.56689453125,2360.0,2440.0,2252.64990234375,2410.0,78634,2021-03-15
2021-03-22,2304.79931640625,2380.89990234375,2488.0,2340.0,2364.5,88259,2021-03-22
2021-03-29,2464.960693359375,2546.35009765625,2605.75,2380.89990234375,2380.89990234375,114143,2021-03-29
2021-04-05,2575.9462890625,2661.0,2723.550048828125,2441.0,2574.5,203759,2021-04-05
2021-04-12,2485.337890625,2567.39990234375,2697.949951171875,2535.5,2632.0,113335,2021-04-12
2021-04-19,2532.771484375,2616.39990234375,2650.0,2509.10009765625,2567.39990234375,67987,2021-04-19
2021-04-26,2828.7490234375,2922.14990234375,2974.0,2572.25,2630.0,355130,2021-04-26
2021-05-03,2794.67431640625,2886.949951171875,2994.75,2780.0,2912.0,222611,2021-05-03
2021-05-10,2809.291748046875,2902.050048828125,2925.0,2841.0,2900.0,90378,2021-05-10
2021-05-17,2974.77734375,3073.0,3294.699951171875,2911.35009765625,2911.35009765625,475694,2021-05-17
2021-05-24,2876.037841796875,2971.0,3114.949951171875,2955.550048828125,3114.949951171875,192546,2021-05-24
2021-05-31,2879.861328125,2974.949951171875,3009.0,2915.0,2999.0,171684,2021-05-31
2021-06-07,2995.78369140625,3094.699951171875,3129.0,3003.10009765625,3024.949951171875,765051,2021-06-07
2021-06-14,2913.839599609375,3010.050048828125,3120.35009765625,2977.0,3120.35009765625,140497,2021-06-14
2021-06-21,2943.122802734375,3040.300048828125,3083.64990234375,2972.0,3000.0,108480,2021-06-21
2021-06-28,2958.466064453125,3056.14990234375,3096.699951171875,2991.050048828125,3040.300048828125,182450,2021-06-28
2021-07-05,3041.814208984375,3142.25,3189.0,3031.14990234375,3116.85009765625,280519,2021-07-05
2021-07-12,3038.42578125,3138.75,3250.0,3100.10009765625,3170.0,159715,2021-07-12
2021-07-19,2963.06396484375,3060.89990234375,3148.0,3051.0,3130.0,100064,2021-07-19
2021-07-26,3019.404052734375,3119.10009765625,3124.89990234375,3002.550048828125,3084.85009765625,90431,2021-07-26
2021-08-02,3044.47607421875,3145.0,3214.0,3112.25,3154.0,109468,2021-08-02
2021-08-09,2955.803955078125,3053.39990234375,3337.0,2990.300048828125,3182.0,403881,2021-08-09
2021-08-16,2891.623046875,2987.10009765625,3075.0,2971.300048828125,3053.0,136393,2021-08-16
2021-08-23,2996.07421875,3095.0,3258.800048828125,2869.75,2990.0,299190,2021-08-23
2021-08-30,3086.053466796875,3187.949951171875,3273.89990234375,3105.199951171875,3139.949951171875,209650,2021-08-30
2021-09-06,3080.41259765625,3178.050048828125,3230.0,3105.60009765625,3199.0,59081,2021-09-06
2021-09-13,3267.240966796875,3370.800048828125,3585.64990234375,3150.0,3179.0,643146,2021-09-13
2021-09-20,3217.5166015625,3319.5,3452.0,3250.050048828125,3325.0,159159,2021-09-20
2021-09-27,3287.88623046875,3392.10009765625,3421.0,3170.5,3370.0,246264,2021-09-27
2021-10-04,3286.529296875,3390.699951171875,3475.60009765625,3292.800048828125,3418.85009765625,214143,2021-10-04
2021-10-11,3299.856689453125,3404.449951171875,3495.0,3351.0,3429.800048828125,92872,2021-10-11
2021-10-18,3183.446533203125,3284.35009765625,3478.0,3181.64990234375,3451.25,114902,2021-10-18
2021-10-25,3053.514892578125,3150.300048828125,3292.89990234375,3100.85009765625,3284.35009765625,96079,2021-10-25
2021-11-01,2995.31005859375,3090.25,3166.10009765625,3000.0,3118.0,69913,2021-11-01
2021-11-08,2881.128662109375,2972.449951171875,3309.0,2955.14990234375,3110.0,231744,2021-11-08
2021-11-15,2902.2109375,2994.199951171875,3049.89990234375,2875.85009765625,3000.0,182099,2021-11-15
2021-11-22,2727.595458984375,2814.050048828125,3028.0,2808.800048828125,3028.0,130268,2021-11-22
2021-11-29,2750.37353515625,2837.550048828125,2900.300048828125,2671.0,2800.0,191247,2021-11-29
2021-12-06,2769.274169921875,2857.050048828125,2878.0,2790.0,2825.0,68827,2021-12-06
2021-12-13,2888.980224609375,2980.550048828125,3024.550048828125,2828.89990234375,2888.14990234375,150649,2021-12-13
2021-12-20,2966.619140625,3060.64990234375,3078.0,2861.199951171875,2945.0,96153,2021-12-20
2021-12-27,3045.90625,3142.449951171875,3155.0,3024.85009765625,3030.0,50429,2021-12-27
2022-01-03,3028.84716796875,3124.85009765625,3180.0,3071.800048828125,3120.0,152784,2022-01-03
2022-01-10,3041.835205078125,3138.25,3163.449951171875,3059.050048828125,3135.0,131146,2022-01-10
2022-01-17,3035.97119140625,3132.199951171875,3152.75,3083.75,3130.0,163823,2022-01-17
2022-01-24,3014.259521484375,3109.800048828125,3231.449951171875,3028.449951171875,3128.0,143572,2022-01-24
2022-01-31,3088.215576171875,3186.10009765625,3280.0,3105.10009765625,3112.0,80979,2022-01-31
2022-02-07,2810.8076171875,2899.89990234375,3210.0,2890.0,3155.10009765625,91979,2022-02-07
2022-02-14,2864.990478515625,2955.800048828125,3000.0,2750.0,2830.0,95853,2022-02-14
2022-02-21,2652.136962890625,2736.199951171875,2999.0,2675.0,2955.0,118622,2022-02-21
2022-02-28,2669.583984375,2754.199951171875,2844.699951171875,2677.39990234375,2740.0,68562,2022-02-28
2022-03-07,2762.731689453125,2850.300048828125,2894.699951171875,2590.0,2731.0,106511,2022-03-07
2022-03-14,2798.304443359375,2887.0,2945.75,2796.35009765625,2833.0,68704,2022-03-14
2022-03-21,2836.687744140625,2926.60009765625,3077.699951171875,2850.050048828125,2887.0,98927,2022-03-21
2022-03-28,2838.431884765625,2928.39990234375,2996.75,2851.0,2926.60009765625,122938,2022-03-28
2022-04-04,2968.412109375,3062.5,3095.0,2935.10009765625,2964.10009765625,217402,2022-04-04
2022-04-11,2875.41015625,2966.550048828125,3175.0,2945.800048828125,3086.60009765625,144908,2022-04-11
2022-04-18,2893.14794921875,2984.85009765625,3036.14990234375,2901.0,2966.550048828125,75542,2022-04-18
2022-04-25,2827.430908203125,2917.050048828125,3040.0,2876.0,2985.0,72640,2022-04-25
2022-05-02,2701.327880859375,2786.949951171875,3000.0,2766.10009765625,2880.0,50565,2022-05-02
2022-05-09,2604.497314453125,2687.050048828125,2824.75,2610.050048828125,2787.0,68230,2022-05-09
2022-05-16,2812.310546875,2901.449951171875,2919.949951171875,2585.0,2694.85009765625,207208,2022-05-16
2022-05-23,2789.96826171875,2878.39990234375,3022.0,2675.0,2901.449951171875,87430,2022-05-23
2022-05-30,2867.171630859375,2958.050048828125,3017.35009765625,2825.0,2870.0,106794,2022-05-30
2022-06-06,2789.2412109375,2877.64990234375,2987.449951171875,2726.0,2973.60009765625,190383,2022-06-06
2022-06-13,2799.806396484375,2888.550048828125,2957.449951171875,2802.199951171875,2851.5,170452,2022-06-13
2022-06-20,2807.366943359375,2896.35009765625,2965.0,2855.10009765625,2944.60009765625,229834,2022-06-20
2022-06-27,2761.326416015625,2848.85009765625,2989.85009765625,2838.0,2890.050048828125,150053,2022-06-27
2022-07-04,2806.688232421875,2895.64990234375,2959.050048828125,2830.0,2830.0,178095,2022-07-04
2022-07-11,2958.671142578125,3052.449951171875,3066.0,2884.25,2910.0,283282,2022-07-11
2022-07-18,2940.157958984375,3033.35009765625,3107.60009765625,2980.85009765625,3097.199951171875,154473,2022-07-18
2022-07-25,3005.453857421875,3082.14990234375,3123.949951171875,3000.0,3057.64990234375,108750,2022-07-25
2022-08-01,3038.120361328125,3115.64990234375,3155.550048828125,3040.0,3080.0,57045,2022-08-01
2022-08-08,3114.472412109375,3193.949951171875,3311.89990234375,3090.0,3110.0,190199,2022-08-08
2022-08-15,3029.344482421875,3106.64990234375,3255.0,3082.10009765625,3193.949951171875,60729,2022-08-15
2022-08-22,3128.367431640625,3208.199951171875,3270.10009765625,3080.050048828125,3110.0,196949,2022-08-22
2022-08-29,3192.38427734375,3273.85009765625,3328.0,3143.449951171875,3180.050048828125,121772,2022-08-29
2022-09-05,3257.32666015625,3340.449951171875,3447.550048828125,3232.050048828125,3279.89990234375,263882,2022-09-05
2022-09-12,3188.824951171875,3270.199951171875,3421.0,3155.550048828125,3358.0,462812,2022-09-12
2022-09-19,3077.807861328125,3156.35009765625,3248.64990234375,3112.0,3206.39990234375,119955,2022-09-19
2022-09-26,2925.73828125,3000.39990234375,3137.60009765625,2946.0,3127.699951171875,85186,2022-09-26
2022-10-03,2923.203369140625,2997.800048828125,3068.0,2954.5,2991.699951171875,129248,2022-10-03
2022-10-10,2802.044921875,2873.550048828125,3009.949951171875,2850.0,2997.800048828125,42433,2022-10-10
2022-10-17,2780.00732421875,2850.949951171875,2912.39990234375,2797.35009765625,2872.949951171875,122717,2022-10-17
2022-10-24,2783.85888671875,2854.89990234375,2942.0,2813.199951171875,2852.0,50613,2022-10-24
2022-10-31,2749.87646484375,2820.050048828125,2921.0,2771.550048828125,2866.75,45088,2022-10-31
2022-11-07,2780.68994140625,2851.64990234375,2876.550048828125,2780.0,2834.0,98400,2022-11-07
2022-11-14,2837.831787109375,2910.25,2975.0,2850.0,2851.64990234375,138893,2022-11-14
2022-11-21,2755.72705078125,2826.050048828125,3010.0,2800.0,2910.0,43652,2022-11-21
2022-11-28,2690.248046875,2758.89990234375,2840.050048828125,2732.199951171875,2826.050048828125,78808,2022-11-28
2022-12-05,2656.070068359375,2723.85009765625,2815.39990234375,2706.050048828125,2752.0,70093,2022-12-05
2022-12-12,2580.157470703125,2646.0,2726.75,2638.0,2712.0,74940,2022-12-12
2022-12-19,2398.834716796875,2460.050048828125,2649.949951171875,2450.0,2646.0,72240,2022-12-19
2022-12-26,2397.1767578125,2458.35009765625,2530.0,2452.0,2472.39990234375,87439,2022-12-26
2023-01-02,2376.309326171875,2436.949951171875,2480.0,2415.0,2466.0,47906,2023-01-02
2023-01-09,2304.297119140625,2363.10009765625,2469.89990234375,2310.10009765625,2449.10009765625,86569,2023-01-09
2023-01-16,2295.764892578125,2354.35009765625,2392.0,2311.0,2370.10009765625,47297,2023-01-16
2023-01-23,2261.4892578125,2319.199951171875,2384.300048828125,2302.35009765625,2355.050048828125,35701,2023-01-23
2023-01-30,2290.011474609375,2348.449951171875,2454.699951171875,2307.949951171875,2319.0,203394,2023-01-30
2023-02-06,2258.271484375,2315.89990234375,2380.050048828125,2303.0,2360.800048828125,57936,2023-02-06
2023-02-13,2343.252685546875,2403.050048828125,2644.75,2385.10009765625,2570.0,422574,2023-02-13
2023-02-20,2337.060791015625,2396.699951171875,2432.60009765625,2361.0,2410.89990234375,48682,2023-02-20
2023-02-27,2321.048828125,2362.449951171875,2410.0,2335.35009765625,2396.699951171875,50525,2023-02-27
2023-03-06,2381.17626953125,2423.64990234375,2449.949951171875,2366.699951171875,2374.300048828125,38188,2023-03-06
2023-03-13,2286.56396484375,2327.35009765625,2415.0,2310.0,2400.0,78831,2023-03-13
2023-03-20,2307.883544921875,2349.050048828125,2435.949951171875,2304.0,2339.0,75700,2023-03-20
2023-03-27,2288.57763671875,2329.39990234375,2380.0,2221.60009765625,2360.800048828125,58138,2023-03-27
2023-04-03,2373.90576171875,2416.25,2455.050048828125,2335.0,2341.699951171875,32878,2023-04-03
2023-04-10,2437.865234375,2481.35009765625,2524.0,2295.449951171875,2410.0,262341,2023-04-10
2023-04-17,2485.809814453125,2530.14990234375,2544.89990234375,2456.60009765625,2488.0,80908,2023-04-17
2023-04-24,2442.580810546875,2486.14990234375,2590.0,2456.5,2547.64990234375,122979,2023-04-24
2023-05-01,2426.76318359375,2470.050048828125,2510.60009765625,2450.0,2486.14990234375,41188,2023-05-01
2023-05-08,2490.133056640625,2534.550048828125,2548.949951171875,2442.60009765625,2475.0,37921,2023-05-08
2023-05-15,2566.815185546875,2612.60009765625,2699.0,2505.0,2547.89990234375,93836,2023-05-15
2023-05-22,2495.683837890625,2540.199951171875,2625.699951171875,2420.550048828125,2612.85009765625,85807,2023-05-22
2023-05-29,2419.8857421875,2463.050048828125,2585.0,2451.10009765625,2553.60009765625,49394,2023-05-29
2023-06-05,2551.930419921875,2597.449951171875,2688.949951171875,2494.199951171875,2510.0,176904,2023-06-05
2023-06-12,2830.020263671875,2880.5,2978.949951171875,2543.35009765625,2600.0,262443,2023-06-12
2023-06-19,2696.501953125,2744.60009765625,2907.35009765625,2733.199951171875,2879.0,88626,2023-06-19
2023-06-26,2603.510498046875,2649.949951171875,2800.0,2637.0,2758.300048828125,102453,2023-06-26
2023-07-03,2582.927734375,2629.0,2713.89990234375,2620.0,2650.0,98598,2023-07-03
2023-07-10,2515.873779296875,2560.75,2650.60009765625,2554.0,2638.25,76506,2023-07-10
2023-07-17,2630.970703125,2677.89990234375,2734.39990234375,2546.300048828125,2561.949951171875,94666,2023-07-17
2023-07-24,2623.159912109375,2669.949951171875,2700.699951171875,2610.0,2697.0,68315,2023-07-24
2023-07-31,2581.715576171875,2623.75,2746.449951171875,2598.300048828125,2679.14990234375,66698,2023-07-31
2023-08-07,2665.649169921875,2709.050048828125,2749.75,2610.5,2624.0,56990,2023-08-07
2023-08-14,2624.5185546875,2667.25,2689.800048828125,2553.60009765625,2634.050048828125,88005,2023-08-14
2023-08-21,2647.0517578125,2690.14990234375,2716.449951171875,2617.75,2644.0,79797,2023-08-21
2023-08-28,2626.634033203125,2669.39990234375,2745.449951171875,2626.10009765625,2690.0,126121,2023-08-28
2023-09-04,2725.967041015625,2770.35009765625,2778.449951171875,2663.25,2669.949951171875,132965,2023-09-04
2023-09-11,2608.529296875,2651.0,2791.800048828125,2610.0,2789.0,122977,2023-09-11
2023-09-18,2564.840576171875,2606.60009765625,2676.300048828125,2601.0,2645.0,42780,2023-09-18
2023-09-25,2501.471923828125,2542.199951171875,2644.5,2537.699951171875,2599.0,139762,2023-09-25
2023-10-02,2632.882568359375,2675.75,2691.75,2532.85009765625,2542.199951171875,65042,2023-10-02
2023-10-09,2620.3369140625,2663.0,2699.0,2583.050048828125,2656.0,105203,2023-10-09
2023-10-16,2631.4560546875,2674.300048828125,2745.199951171875,2618.300048828125,2663.0,66957,2023-10-16
2023-10-23,2553.42626953125,2595.0,2696.75,2505.0,2687.64990234375,57046,2023-10-23
2023-10-30,2801.53662109375,2847.14990234375,2860.050048828125,2561.14990234375,2595.0,321293,2023-10-30
2023-11-06,2905.198974609375,2952.5,2974.0,2792.25,2898.0,125527,2023-11-06
2023-11-13,2792.1396484375,2837.60009765625,2884.10009765625,2791.550048828125,2858.0,75282,2023-11-13
2023-11-20,2770.934814453125,2816.050048828125,2868.050048828125,2712.75,2840.0,134575,2023-11-20
2023-11-27,2767.392578125,2812.449951171875,2866.800048828125,2772.550048828125,2816.050048828125,53843,2023-11-27
2023-12-04,2710.666259765625,2754.800048828125,2839.39990234375,2712.550048828125,2830.699951171875,109634,2023-12-04
2023-12-11,2759.422607421875,2804.35009765625,2839.85009765625,2615.0,2615.0,129420,2023-12-11
2023-12-18,2643.853759765625,2686.89990234375,2839.75,2644.550048828125,2814.949951171875,126312,2023-12-18
2023-12-25,2731.280517578125,2775.75,2799.949951171875,2649.699951171875,2686.89990234375,150402,2023-12-25
2024-01-01,2764.194580078125,2809.199951171875,2820.0,2740.199951171875,2780.0,78577,2024-01-01
2024-01-08,2806.1123046875,2851.800048828125,2938.550048828125,2750.0,2809.0,316133,2024-01-08
2024-01-15,2683.01611328125,2726.699951171875,2898.14990234375,2656.949951171875,2854.89990234375,119225,2024-01-15
2024-01-22,2666.780517578125,2710.199951171875,2777.699951171875,2627.449951171875,2726.699951171875,56774,2024-01-22
2024-01-29,2580.633056640625,2622.64990234375,2846.699951171875,2600.60009765625,2710.0,233077,2024-01-29
2024-02-05,2586.734130859375,2628.85009765625,2700.0,2600.449951171875,2624.75,80403,2024-02-05
2024-02-12,2497.487060546875,2538.14990234375,2677.949951171875,2515.0,2642.699951171875,82089,2024-02-12
2024-02-19,2435.79150390625,2475.449951171875,2580.0,2462.35009765625,2542.64990234375,136674,2024-02-19
2024-02-26,2409.61767578125,2448.85009765625,2550.0,2421.0,2475.449951171875,128520,2024-02-26
2024-03-04,2456.553466796875,2496.550048828125,2542.550048828125,2469.89990234375,2489.949951171875,81307,2024-03-04
2024-03-11,2249.42578125,2286.050048828125,2509.64990234375,2268.10009765625,2509.64990234375,146225,2024-03-11
2024-03-18,2285.2919921875,2322.5,2337.949951171875,2247.0,2298.050048828125,336119,2024-03-18
2024-03-25,2234.863037109375,2271.25,2333.14990234375,2261.5,2322.5,402664,2024-03-25
2024-04-01,2511.508544921875,2552.39990234375,2576.39990234375,2271.0,2271.0,137948,2024-04-01
2024-04-08,2567.054443359375,2608.85009765625,2617.949951171875,2512.0,2581.0,80244,2024-04-08
2024-04-15,2560.461669921875,2602.14990234375,2640.5,2525.25,2552.0,75739,2024-04-15
2024-04-22,2561.1015625,2602.800048828125,2652.0,2552.550048828125,2600.0,76462,2024-04-22
2024-04-29,2510.328125,2551.199951171875,2631.449951171875,2503.35009765625,2599.0,70478,2024-04-29
2024-05-06,2436.43115234375,2476.10009765625,2565.949951171875,2440.0,2555.0,194457,2024-05-06
2024-05-13,2531.7294921875,2572.949951171875,2638.800048828125,2466.25,2483.550048828125,70991,2024-05-13
2024-05-20,2452.863525390625,2492.800048828125,2613.449951171875,2481.550048828125,2613.449951171875,115388,2024-05-20
2024-05-27,2412.126708984375,2451.39990234375,2517.64990234375,2430.0,2491.949951171875,82003,2024-05-27
2024-06-03,2529.515380859375,2570.699951171875,2625.0,2351.550048828125,2510.0,98730,2024-06-03
2024-06-10,2627.17529296875,2669.949951171875,2710.050048828125,2567.5,2592.0,150699,2024-06-10
2024-06-17,2641.344970703125,2684.35009765625,2749.89990234375,2600.699951171875,2669.949951171875,104037,2024-06-17
2024-06-24,2700.53125,2744.5,2793.89990234375,2595.0,2685.14990234375,122893,2024-06-24
2024-07-01,2986.918212890625,3035.550048828125,3208.050048828125,2732.0,2759.89990234375,315826,2024-07-01
2024-07-08,2915.383056640625,2962.85009765625,3054.75,2879.60009765625,3035.550048828125,92292,2024-07-08
2024-07-15,2728.230224609375,2772.64990234375,2967.0,2751.10009765625,2965.0,41429,2024-07-15
2024-07-22,2815.312255859375,2861.14990234375,2945.0,2655.0,2721.0,53287,2024-07-22
2024-07-29,2918.17138671875,2942.89990234375,3068.949951171875,2840.0,2876.199951171875,92383,2024-07-29
2024-08-05,2965.56982421875,2990.699951171875,3040.0,2769.300048828125,2940.0,112910,2024-08-05
2024-08-12,2773.44775390625,2796.949951171875,2990.699951171875,2744.0,2970.199951171875,69077,2024-08-12
2024-08-19,2887.977294921875,2912.449951171875,2958.25,2783.800048828125,2790.0,50839,2024-08-19
2024-08-26,2914.6513671875,2939.35009765625,2994.050048828125,2845.0,2920.449951171875,67651,2024-08-26
2024-09-02,3030.4697265625,3056.14990234375,3085.0,2840.35009765625,2942.0,194309,2024-09-02
2024-09-09,3011.827880859375,3037.35009765625,3199.0,3004.0,3090.0,211693,2024-09-09
2024-09-16,3144.949951171875,3171.60009765625,3370.0,3008.699951171875,3039.89990234375,443869,2024-09-16
2024-09-23,2965.322021484375,2990.449951171875,3220.800048828125,2945.85009765625,3198.35009765625,133729,2024-09-23
2024-09-30,2880.837890625,2905.25,3056.60009765625,2887.199951171875,2990.949951171875,52127,2024-09-30
2024-10-07,2906.470703125,2931.10009765625,3040.0,2781.10009765625,2905.25,61483,2024-10-07
2024-10-14,2936.466552734375,2961.35009765625,3148.0,2862.199951171875,2932.0,116200,2024-10-14
2024-10-21,2864.427001953125,2888.699951171875,2984.0,2819.0,2970.0,78371,2024-10-21
2024-10-28,2907.561279296875,2932.199951171875,2946.25,2802.39990234375,2883.0,33170,2024-10-28
2024-11-04,2990.359619140625,3015.699951171875,3114.949951171875,2892.85009765625,2905.550048828125,60509,2024-11-04
2024-11-11,2708.845458984375,2731.800048828125,3056.0,2712.550048828125,3031.60009765625,68035,2024-11-11
2024-11-18,2711.274658203125,2734.25,2751.0,2615.0,2726.050048828125,41378,2024-11-18
2024-11-25,2787.1318359375,2810.75,2950.0,2734.75,2748.60009765625,74146,2024-11-25
2024-12-02,2835.1748046875,2859.199951171875,2924.0,2778.25,2810.0,37829,2024-12-02
2024-12-09,2764.374755859375,2787.800048828125,2960.0,2772.0,2859.949951171875,91428,2024-12-09
2024-12-16,2674.040283203125,2696.699951171875,2886.85009765625,2681.300048828125,2790.0,58744,2024-12-16
2024-12-23,2527.779541015625,2549.199951171875,2714.550048828125,2496.050048828125,2714.550048828125,89105,2024-12-23
2024-12-30,2522.57373046875,2543.949951171875,2583.0,2497.0,2555.199951171875,97363,2024-12-30
2025-01-06,2458.863525390625,2479.699951171875,2539.39990234375,2427.050048828125,2522.39990234375,106262,2025-01-06
2025-01-13,2408.837646484375,2429.25,2510.85009765625,2351.300048828125,2475.0,61051,2025-01-13
2025-01-20,2329.3115234375,2349.050048828125,2479.0,2324.85009765625,2429.199951171875,69307,2025-01-20
2025-01-27,2375.1728515625,2395.300048828125,2405.85009765625,2242.35009765625,2327.699951171875,53411,2025-01-27
2025-02-03,2409.630859375,2430.050048828125,2470.0,2389.550048828125,2395.0,28831,2025-02-03
2025-02-10,2260.24658203125,2279.39990234375,2445.0,2260.0,2423.949951171875,50868,2025-02-10
2025-02-17,2256.82568359375,2275.949951171875,2357.449951171875,2221.699951171875,2279.39990234375,66965,2025-02-17
2025-02-24,2173.779296875,2192.199951171875,2311.949951171875,2172.39990234375,2268.0,29411,2025-02-24
2025-03-03,2278.194580078125,2297.5,2397.0,2072.050048828125,2192.199951171875,87529,2025-03-03
2025-03-10,2071.694580078125,2089.25,2284.199951171875,2066.0,2262.39990234375,66489,2025-03-10
2025-03-17,2181.41455078125,2199.89990234375,2240.0,2048.050048828125,2089.25,72133,2025-03-17
2025-03-24,2048.35009765625,2048.35009765625,2227.0,2025.0,2199.89990234375,486448,2025-03-24
2025-03-31,2154.25,2154.25,2300.0,2040.0,2048.35009765625,708399,2025-03-31
2025-04-07,2189.199951171875,2189.199951171875,2225.64990234375,2020.550048828125,2050.050048828125,80388,2025-04-07
2025-04-14,2197.699951171875,2197.699951171875,2222.0,2158.5,2222.0,46740,2025-04-14
2025-04-21,2163.10009765625,2163.10009765625,2247.0,2129.300048828125,2197.699951171875,66816,2025-04-21
2025-04-28,2067.60009765625,2067.60009765625,2182.10009765625,2044.4000244140625,2150.10009765625,50624,2025-04-28
2025-05-05,2076.0,2076.0,2164.89990234375,2024.699951171875,2075.5,60813,2025-05-05
2025-05-12,2249.199951171875,2249.199951171875,2279.5,2096.800048828125,2096.800048828125,114125,2025-05-12
2025-05-19,2205.699951171875,2205.699951171875,2378.39990234375,2186.0,2290.0,139000,2025-05-19
2025-05-26,2306.10009765625,2306.10009765625,2339.0,2196.199951171875,2219.89990234375,253115,2025-05-26
2025-06-02,2377.5,2377.5,2407.39990234375,2282.0,2322.0,99278,2025-06-02
2025-06-09,2374.39990234375,2374.39990234375,2480.0,2356.10009765625,2403.89990234375,73499,2025-06-09
2025-06-16,2528.800048828125,2528.800048828125,2569.0,2311.5,2374.39990234375,254121,2025-06-16
2025-06-23,2580.199951171875,2580.199951171875,2694.60009765625,2484.5,2516.199951171875,122227,2025-06-23
2025-06-30,2588.800048828125,2588.800048828125,2649.89990234375,2562.60009765625,2580.300048828125,63682,2025-06-30
2025-07-07,2542.89990234375,2542.89990234375,2623.89990234375,2454.89990234375,2588.10009765625,113010,2025-07-07
2025-07-14,2583.199951171875,2583.199951171875,2612.800048828125,2526.300048828125,2542.89990234375,27876,2025-07-14
