Date,Adj Close_APOLLOTYRE.NS,Close_APOLLOTYRE.NS,High_APOLLOTYRE.NS,Low_APOLLOTYRE.NS,Open_APOLLOTYRE.NS,Volume_APOLLOTYRE.NS,Date
2021-06-14,215.18275451660156,227.1999969482422,240.8000030517578,220.0,239.0,16918930,2021-06-14
2021-06-21,209.54747009277344,221.25,231.64999389648438,219.0,225.0,22076175,2021-06-21
2021-06-28,215.41954040527344,227.4499969482422,236.0,221.35000610351562,222.0500030517578,25635403,2021-06-28
2021-07-05,216.12986755371094,228.1999969482422,233.5,223.0,228.5,15888080,2021-07-05
2021-07-12,218.63970947265625,230.85000610351562,241.0,228.14999389648438,229.89999389648438,27875816,2021-07-12
2021-07-19,217.97679138183594,226.8000030517578,229.5500030517578,220.25,229.5500030517578,18458619,2021-07-19
2021-07-26,214.7571258544922,223.4499969482422,226.10000610351562,215.60000610351562,226.0,20216725,2021-07-26
2021-08-02,214.6610107421875,223.35000610351562,231.9499969482422,221.0,224.85000610351562,22106746,2021-08-02
2021-08-09,216.3429412841797,225.10000610351562,227.6999969482422,210.14999389648438,223.89999389648438,26413509,2021-08-09
2021-08-16,203.320068359375,211.5500030517578,227.4499969482422,210.0,224.85000610351562,12347089,2021-08-16
2021-08-23,200.8212127685547,208.9499969482422,214.14999389648438,203.35000610351562,213.6999969482422,16517487,2021-08-23
2021-08-30,214.37269592285156,223.0500030517578,224.5,209.75,210.0,13661525,2021-08-30
2021-09-06,206.58779907226562,214.9499969482422,224.5500030517578,213.0500030517578,223.39999389648438,7457191,2021-09-06
2021-09-13,214.9012908935547,223.60000610351562,228.3000030517578,213.39999389648438,214.9499969482422,20122931,2021-09-13
2021-09-20,219.89898681640625,228.8000030517578,239.85000610351562,214.25,221.9499969482422,35090854,2021-09-20
2021-09-27,215.5260009765625,224.25,234.5,220.85000610351562,229.0,16575965,2021-09-27
2021-10-04,225.37725830078125,234.5,235.75,221.5,225.35000610351562,18481766,2021-10-04
2021-10-11,230.4710693359375,239.8000030517578,245.25,234.0,235.9499969482422,21611261,2021-10-11
2021-10-18,212.45050048828125,221.0500030517578,250.0,218.64999389648438,240.85000610351562,28530428,2021-10-18
2021-10-25,204.61753845214844,212.89999389648438,224.5,208.10000610351562,222.9499969482422,16862885,2021-10-25
2021-11-01,213.8921356201172,222.5500030517578,225.89999389648438,212.89999389648438,215.10000610351562,10847080,2021-11-01
2021-11-08,223.45506286621094,232.5,236.25,221.0,223.0,16157139,2021-11-08
2021-11-15,215.28573608398438,224.0,237.0,222.0500030517578,232.5,10292215,2021-11-15
2021-11-22,203.1278533935547,211.35000610351562,226.35000610351562,209.8000030517578,223.10000610351562,14324958,2021-11-22
2021-11-29,201.8303680419922,210.0,212.89999389648438,200.8000030517578,210.0,10883872,2021-11-29
2021-12-06,208.70220947265625,217.14999389648438,218.3000030517578,204.25,210.5,8551628,2021-12-06
2021-12-13,205.0019989013672,213.3000030517578,221.39999389648438,212.0,218.0,9435465,2021-12-13
2021-12-20,198.61068725585938,206.64999389648438,213.3000030517578,197.8000030517578,212.0,11964844,2021-12-20
2021-12-27,210.6243896484375,219.14999389648438,222.10000610351562,202.0,206.10000610351562,10085206,2021-12-27
2022-01-03,223.93560791015625,233.0,234.25,219.14999389648438,220.1999969482422,12039002,2022-01-03
2022-01-10,222.59005737304688,231.60000610351562,237.5,228.75,234.64999389648438,10645854,2022-01-10
2022-01-17,215.09352111816406,223.8000030517578,245.0,221.75,232.0,22508340,2022-01-17
2022-01-24,206.87612915039062,215.25,224.39999389648438,205.5,223.0,12398607,2022-01-24
2022-01-31,215.09352111816406,223.8000030517578,230.5,215.0,217.4499969482422,27952774,2022-01-31
2022-02-07,210.96078491210938,219.5,229.14999389648438,218.9499969482422,220.0,13929460,2022-02-07
2022-02-14,199.71595764160156,207.8000030517578,219.6999969482422,205.10000610351562,216.89999389648438,14291429,2022-02-14
2022-02-21,177.9951629638672,185.1999969482422,207.75,176.4499969482422,207.14999389648438,25625695,2022-02-21
2022-02-28,167.6153106689453,174.39999389648438,186.89999389648438,170.64999389648438,183.0,19915669,2022-02-28
2022-03-07,177.08212280273438,184.25,187.89999389648438,165.25,169.9499969482422,25765142,2022-03-07
2022-03-14,186.21253967285156,193.75,194.89999389648438,181.0,184.89999389648438,14979596,2022-03-14
2022-03-21,180.2537384033203,187.5500030517578,193.9499969482422,183.0500030517578,193.75,11794665,2022-03-21
2022-03-28,188.08668518066406,195.6999969482422,196.39999389648438,184.25,188.9499969482422,16257075,2022-03-28
2022-04-04,194.86241149902344,202.75,204.5,195.1999969482422,196.64999389648438,16956329,2022-04-04
2022-04-11,187.84640502929688,195.4499969482422,204.8000030517578,194.9499969482422,203.0,9053931,2022-04-11
2022-04-18,191.9791259765625,199.75,204.8000030517578,187.0,193.0,18025456,2022-04-18
2022-04-25,197.02487182617188,205.0,214.0,191.10000610351562,197.5,27036747,2022-04-25
2022-05-02,188.663330078125,196.3000030517578,206.5,192.10000610351562,202.1999969482422,11255580,2022-05-02
2022-05-09,192.84410095214844,200.64999389648438,208.4499969482422,189.0500030517578,196.0,28451077,2022-05-09
2022-05-16,208.31777954101562,216.75,219.0,198.75,204.39999389648438,26194603,2022-05-16
2022-05-23,206.78001403808594,215.14999389648438,224.5,207.0,218.39999389648438,13357970,2022-05-23
2022-05-30,209.80747985839844,218.3000030517578,223.6999969482422,217.10000610351562,217.5,11850794,2022-05-30
2022-06-06,192.6038360595703,200.39999389648438,220.25,200.0,218.0,14228561,2022-06-06
2022-06-13,168.7205810546875,175.5500030517578,198.75,172.89999389648438,198.75,14836527,2022-06-13
2022-06-20,177.34397888183594,181.3000030517578,184.3000030517578,167.10000610351562,176.5,21678225,2022-06-20
2022-06-27,184.92486572265625,189.0500030517578,190.25,183.3000030517578,185.39999389648438,12788001,2022-06-27
2022-07-04,198.71719360351562,203.14999389648438,205.25,185.75,189.0,13087361,2022-07-04
2022-07-11,206.54261779785156,211.14999389648438,211.85000610351562,200.3000030517578,200.3000030517578,8766988,2022-07-11
2022-07-18,207.12954711914062,211.75,215.4499969482422,208.89999389648438,212.0,6121165,2022-07-18
2022-07-25,215.10169982910156,219.89999389648438,222.0,206.25,212.35000610351562,8617293,2022-07-25
2022-08-01,224.9813232421875,230.0,233.89999389648438,218.5500030517578,220.35000610351562,13711817,2022-08-01
2022-08-08,230.94822692871094,236.10000610351562,239.5,225.4499969482422,230.0,7253811,2022-08-08
2022-08-15,254.4734344482422,260.1499938964844,268.29998779296875,235.85000610351562,236.10000610351562,38441161,2022-08-15
2022-08-22,239.94747924804688,245.3000030517578,260.0,244.8000030517578,258.5,12347920,2022-08-22
2022-08-29,246.45236206054688,251.9499969482422,256.3500061035156,236.4499969482422,241.0,12807712,2022-08-29
2022-09-05,267.6299743652344,273.6000061035156,279.79998779296875,252.64999389648438,253.25,33458137,2022-09-05
2022-09-12,276.6781005859375,282.8500061035156,303.45001220703125,273.8999938964844,274.1000061035156,35053036,2022-09-12
2022-09-19,279.0257568359375,285.25,295.8500061035156,277.3500061035156,284.29998779296875,20590616,2022-09-19
2022-09-26,272.6186828613281,278.70001220703125,283.1000061035156,267.25,283.0,16376038,2022-09-26
2022-10-03,265.2333984375,271.1499938964844,279.8999938964844,262.0,279.79998779296875,15519057,2022-10-03
2022-10-10,265.1845397949219,271.1000061035156,279.0,263.5,267.5,10293723,2022-10-10
2022-10-17,275.6021423339844,281.75,291.75,268.1000061035156,271.95001220703125,17214972,2022-10-17
2022-10-24,282.8895568847656,289.20001220703125,291.75,278.79998779296875,285.0,7110732,2022-10-24
2022-10-31,282.5960998535156,288.8999938964844,294.1000061035156,284.0,290.6499938964844,9898254,2022-10-31
2022-11-07,283.9655456542969,290.29998779296875,302.1499938964844,288.75,289.79998779296875,13838485,2022-11-07
2022-11-14,267.33648681640625,273.29998779296875,303.6000061035156,270.0,291.45001220703125,47185200,2022-11-14
2022-11-21,286.8022766113281,293.20001220703125,294.29998779296875,272.70001220703125,274.70001220703125,18337807,2022-11-21
2022-11-28,312.2349548339844,319.20001220703125,321.0,296.04998779296875,296.04998779296875,39974909,2022-11-28
2022-12-05,309.0558776855469,315.95001220703125,323.6499938964844,311.6499938964844,322.20001220703125,10144597,2022-12-05
2022-12-12,316.0009460449219,323.04998779296875,326.54998779296875,313.6499938964844,316.0,15536760,2022-12-12
2022-12-19,301.42608642578125,308.1499938964844,330.5,306.70001220703125,323.8500061035156,15270352,2022-12-19
2022-12-26,317.2236633300781,324.29998779296875,329.5,305.1000061035156,306.5,11328649,2022-12-26
2023-01-02,320.598388671875,327.75,339.95001220703125,315.3999938964844,324.29998779296875,25131702,2023-01-02
2023-01-09,313.800048828125,320.79998779296875,331.8999938964844,315.25,330.0,13554014,2023-01-09
2023-01-16,304.9964294433594,311.79998779296875,324.95001220703125,311.0,322.0,8531167,2023-01-16
2023-01-23,301.5727844238281,308.29998779296875,324.3500061035156,304.8999938964844,311.79998779296875,12189078,2023-01-23
2023-01-30,322.99493408203125,330.20001220703125,343.04998779296875,306.79998779296875,307.1499938964844,28169450,2023-01-30
2023-02-06,322.9460144042969,330.1499938964844,340.0,325.1000061035156,330.20001220703125,13473267,2023-02-06
2023-02-13,323.72857666015625,330.95001220703125,336.5,325.1000061035156,330.0,8291975,2023-02-13
2023-02-20,311.6969299316406,318.6499938964844,334.0,314.70001220703125,332.0,10084690,2023-02-20
2023-02-27,308.9580383300781,315.8500061035156,321.29998779296875,309.45001220703125,318.6499938964844,8317277,2023-02-27
2023-03-06,305.1920471191406,312.0,324.8500061035156,306.1000061035156,316.0,6728954,2023-03-06
2023-03-13,301.9640808105469,308.70001220703125,313.54998779296875,303.3500061035156,313.45001220703125,6204690,2023-03-13
2023-03-20,299.37188720703125,306.04998779296875,319.5,304.6000061035156,309.95001220703125,8669802,2023-03-20
2023-03-27,312.9196472167969,319.8999938964844,321.0,303.5,306.54998779296875,7834055,2023-03-27
2023-04-03,312.0882263183594,319.04998779296875,323.6499938964844,315.0,319.8500061035156,2626423,2023-04-03
2023-04-10,317.0769348144531,324.1499938964844,329.95001220703125,317.6499938964844,319.8999938964844,8507609,2023-04-10
2023-04-17,326.7120056152344,334.0,337.3999938964844,323.04998779296875,324.25,10348753,2023-04-17
2023-04-24,339.33050537109375,346.8999938964844,353.29998779296875,328.1000061035156,334.0,9697561,2023-04-24
2023-05-01,360.8504638671875,368.8999938964844,371.79998779296875,344.5,346.8999938964844,13221067,2023-05-01
2023-05-08,360.0190124511719,368.04998779296875,383.29998779296875,364.54998779296875,370.0,32307268,2023-05-08
2023-05-15,359.1875915527344,367.20001220703125,373.45001220703125,359.0,369.8999938964844,14865463,2023-05-15
2023-05-22,383.9355163574219,392.5,393.8999938964844,363.3999938964844,365.70001220703125,13600071,2023-05-22
2023-05-29,383.39752197265625,391.95001220703125,395.95001220703125,384.0,393.29998779296875,6503634,2023-05-29
2023-06-05,396.4562072753906,405.29998779296875,406.5,390.0,393.1499938964844,10861005,2023-06-05
2023-06-12,402.6187744140625,411.6000061035156,414.54998779296875,403.04998779296875,407.95001220703125,7447335,2023-06-12
2023-06-19,406.8249206542969,415.8999938964844,427.6000061035156,405.20001220703125,412.8500061035156,11631210,2023-06-19
2023-06-26,397.82568359375,406.70001220703125,418.70001220703125,396.5,418.70001220703125,12989830,2023-06-26
2023-07-03,409.02581787109375,418.1499938964844,422.25,394.04998779296875,397.0,13724391,2023-07-03
2023-07-10,406.72711181640625,415.79998779296875,436.5,413.45001220703125,422.0,11423278,2023-07-10
2023-07-17,409.4170837402344,418.54998779296875,426.6000061035156,412.04998779296875,417.3999938964844,7496552,2023-07-17
2023-07-24,415.0415954589844,424.29998779296875,430.5,413.45001220703125,418.54998779296875,8268477,2023-07-24
2023-07-31,427.7579345703125,437.29998779296875,440.8999938964844,419.1000061035156,424.0,9232704,2023-07-31
2023-08-07,387.2124328613281,395.8500061035156,440.8500061035156,392.54998779296875,440.8500061035156,13005744,2023-08-07
2023-08-14,383.10406494140625,391.6499938964844,401.3500061035156,384.6000061035156,396.0,9920159,2023-08-14
2023-08-21,380.65863037109375,389.1499938964844,401.5,387.1499938964844,392.0,9669689,2023-08-21
2023-08-28,376.3546142578125,384.75,397.75,383.79998779296875,390.0,10174709,2023-08-28
2023-09-04,373.322265625,381.6499938964844,390.8500061035156,371.25,386.8999938964844,11263433,2023-09-04
2023-09-11,368.18682861328125,376.3999938964844,391.1000061035156,375.29998779296875,384.0,11878098,2023-09-11
2023-09-18,363.6383056640625,371.75,379.8500061035156,366.3500061035156,377.5,13729898,2023-09-18
2023-09-25,360.6059265136719,368.6499938964844,380.5,365.0,373.70001220703125,9729109,2023-09-25
2023-10-02,372.09954833984375,380.3999938964844,382.1499938964844,366.0,368.6499938964844,7976054,2023-10-02
2023-10-09,373.2244567871094,381.54998779296875,383.8500061035156,368.1000061035156,372.79998779296875,10673208,2023-10-09
2023-10-16,375.57208251953125,383.95001220703125,394.5,373.29998779296875,379.54998779296875,17420641,2023-10-16
2023-10-23,367.4042663574219,375.6000061035156,385.3999938964844,368.1000061035156,383.3500061035156,4718836,2023-10-23
2023-10-30,375.9144287109375,384.29998779296875,390.0,370.6000061035156,377.8999938964844,5156971,2023-10-30
2023-11-06,409.5638427734375,418.70001220703125,427.79998779296875,382.0,387.20001220703125,34244877,2023-11-06
2023-11-13,421.5954284667969,431.0,435.0,414.04998779296875,418.95001220703125,7640080,2023-11-13
2023-11-20,405.5533142089844,414.6000061035156,433.1499938964844,413.95001220703125,433.0,4482267,2023-11-20
2023-11-27,432.79559326171875,442.45001220703125,445.79998779296875,414.6000061035156,414.6000061035156,8585869,2023-11-27
2023-12-04,448.5442810058594,458.54998779296875,475.70001220703125,442.45001220703125,449.3999938964844,13895740,2023-12-04
2023-12-11,440.7188415527344,450.54998779296875,465.75,441.8500061035156,458.0,10158628,2023-12-11
2023-12-18,418.220703125,427.54998779296875,485.0,419.25,453.6499938964844,23349016,2023-12-18
2023-12-25,444.1424560546875,454.04998779296875,455.1499938964844,425.25,427.54998779296875,10973162,2023-12-25
2024-01-01,450.4517517089844,460.5,465.0,447.25,456.45001220703125,12415252,2024-01-01
2024-01-08,458.4239196777344,468.6499938964844,474.3999938964844,453.75,461.45001220703125,11675763,2024-01-08
2024-01-15,492.4645690917969,503.45001220703125,506.29998779296875,465.54998779296875,471.95001220703125,16635264,2024-01-15
2024-01-22,506.3057861328125,517.5999755859375,532.0,503.45001220703125,503.45001220703125,5727885,2024-01-22
2024-01-29,527.923583984375,539.7000122070312,547.8499755859375,515.1500244140625,518.0,9724811,2024-01-29
2024-02-05,498.7738037109375,509.8999938964844,557.9000244140625,499.8500061035156,541.5,10175146,2024-02-05
2024-02-12,517.1146850585938,528.6500244140625,532.4500122070312,502.8500061035156,518.0,8412559,2024-02-12
2024-02-19,512.3215942382812,523.75,537.2000122070312,513.0999755859375,530.0,5724004,2024-02-19
2024-02-26,518.2395629882812,529.7999877929688,532.5999755859375,505.6000061035156,524.5,5824913,2024-02-26
2024-03-04,505.42547607421875,516.7000122070312,546.0,515.5499877929688,530.5499877929688,7576112,2024-03-04
2024-03-11,462.6300964355469,472.95001220703125,519.7999877929688,470.70001220703125,519.7999877929688,13663119,2024-03-11
2024-03-18,458.13043212890625,468.3500061035156,475.8999938964844,441.6499938964844,475.0,12252231,2024-03-18
2024-03-25,456.27191162109375,466.45001220703125,476.45001220703125,462.70001220703125,468.3500061035156,3904222,2024-03-25
2024-04-01,458.228271484375,468.45001220703125,474.75,452.79998779296875,468.95001220703125,10412744,2024-04-01
2024-04-08,471.77606201171875,482.29998779296875,491.1000061035156,464.5,473.3500061035156,9857443,2024-04-08
2024-04-15,463.07025146484375,473.3999938964844,485.3999938964844,457.5,472.0,7578084,2024-04-15
2024-04-22,481.6556396484375,492.3999938964844,501.29998779296875,475.45001220703125,476.0,9205120,2024-04-22
2024-04-29,491.5841979980469,502.54998779296875,518.7999877929688,488.1000061035156,495.70001220703125,11667764,2024-04-29
2024-05-06,470.2598571777344,480.75,506.0,466.8999938964844,506.0,8111200,2024-05-06
2024-05-13,481.851318359375,492.6000061035156,508.29998779296875,459.0,484.95001220703125,34387844,2024-05-13
2024-05-20,471.1402587890625,481.6499938964844,510.0,478.3500061035156,489.29998779296875,17116289,2024-05-20
2024-05-27,453.38629150390625,463.5,483.0,461.95001220703125,481.70001220703125,18952541,2024-05-27
2024-06-03,474.4660339355469,485.04998779296875,486.54998779296875,429.0,477.0,13835452,2024-06-03
2024-06-10,466.0537109375,476.45001220703125,488.3999938964844,472.1000061035156,486.04998779296875,9841735,2024-06-10
2024-06-17,491.0950927734375,502.04998779296875,507.0,476.45001220703125,476.45001220703125,15945481,2024-06-17
2024-06-24,530.0755615234375,541.9000244140625,547.5999755859375,488.3999938964844,501.0,33111311,2024-06-24
2024-07-01,512.9085083007812,524.3499755859375,550.1500244140625,521.0,543.7000122070312,13169283,2024-07-01
2024-07-08,513.30712890625,518.7999877929688,542.4500122070312,518.0,527.0999755859375,12503478,2024-07-08
2024-07-15,520.0350952148438,525.5999755859375,555.1500244140625,501.54998779296875,525.0,33458823,2024-07-15
2024-07-22,544.5725708007812,550.4000244140625,558.5,500.5,524.0,14238046,2024-07-22
2024-07-29,530.9682006835938,536.6500244140625,568.0499877929688,535.5,557.0,11761628,2024-07-29
2024-08-05,486.6424865722656,491.8500061035156,536.5499877929688,489.70001220703125,527.9000244140625,14906632,2024-08-05
2024-08-12,480.0133972167969,485.1499938964844,497.3999938964844,477.1499938964844,491.8500061035156,6589202,2024-08-12
2024-08-19,503.21514892578125,508.6000061035156,511.75,482.20001220703125,486.6000061035156,9528478,2024-08-19
2024-08-26,487.68133544921875,492.8999938964844,512.0,485.0,510.0,8833299,2024-08-26
2024-09-02,502.3741149902344,507.75,515.5,492.79998779296875,494.04998779296875,8475927,2024-09-02
2024-09-09,521.12353515625,526.7000122070312,531.3499755859375,499.1000061035156,507.0,8981985,2024-09-09
2024-09-16,510.1409912109375,515.5999755859375,534.0999755859375,505.6499938964844,529.7000122070312,8305288,2024-09-16
2024-09-23,541.7527465820312,547.5499877929688,584.9000244140625,515.7999877929688,516.9500122070312,16306920,2024-09-23
2024-09-30,506.1338806152344,511.54998779296875,552.1500244140625,508.6499938964844,547.5,7866518,2024-09-30
2024-10-07,499.70269775390625,505.04998779296875,519.3499755859375,491.3999938964844,511.6000061035156,7503284,2024-10-07
2024-10-14,500.3952941894531,505.75,522.9000244140625,494.95001220703125,505.0,7897633,2024-10-14
2024-10-21,474.9674072265625,480.04998779296875,514.4000244140625,474.25,506.6499938964844,6665466,2024-10-21
2024-10-28,497.872314453125,503.20001220703125,508.0,478.1000061035156,481.1000061035156,4436053,2024-10-28
2024-11-04,485.8509216308594,491.04998779296875,504.0,474.75,502.95001220703125,5470483,2024-11-04
2024-11-11,470.2677001953125,475.29998779296875,493.45001220703125,448.1499938964844,491.54998779296875,8055658,2024-11-11
2024-11-18,489.7591247558594,495.0,496.1000061035156,465.6000061035156,471.29998779296875,4559514,2024-11-18
2024-11-25,504.2539978027344,509.6499938964844,522.4000244140625,495.1000061035156,495.1000061035156,5592100,2024-11-25
2024-12-02,536.0635986328125,541.7999877929688,544.6500244140625,506.3500061035156,509.8999938964844,5616470,2024-12-02
2024-12-09,542.0000610351562,547.7999877929688,557.0,536.6500244140625,538.0,7523591,2024-12-09
2024-12-16,526.3179321289062,531.9500122070312,550.4500122070312,520.0499877929688,548.0,7319149,2024-12-16
2024-12-23,534.9752807617188,540.7000122070312,546.0,527.0,533.9000244140625,5730017,2024-12-23
2024-12-30,506.5296630859375,511.95001220703125,540.5499877929688,510.54998779296875,538.0,4700893,2024-12-30
2025-01-06,457.1085205078125,462.0,513.5,458.5,511.5,9078858,2025-01-06
2025-01-13,448.00592041015625,452.79998779296875,465.3500061035156,440.95001220703125,452.0,6223760,2025-01-13
2025-01-20,418.91717529296875,423.3999938964844,458.20001220703125,422.45001220703125,452.79998779296875,7418829,2025-01-20
2025-01-27,421.8359680175781,426.3500061035156,441.25,407.04998779296875,421.0,13235260,2025-01-27
2025-02-03,421.6380615234375,426.1499938964844,430.8999938964844,411.3500061035156,424.0,10032596,2025-02-03
2025-02-10,408.8251953125,413.20001220703125,437.3500061035156,408.1000061035156,429.0,8023801,2025-02-10
2025-02-17,404.3233642578125,408.6499938964844,423.54998779296875,403.5,414.0,3961089,2025-02-17
2025-02-24,370.3370361328125,374.29998779296875,408.5,373.3500061035156,408.5,6389565,2025-02-24
2025-03-03,407.3410949707031,411.70001220703125,413.5,370.8999938964844,378.1000061035156,9638107,2025-03-03
2025-03-10,396.70489501953125,400.95001220703125,414.75,399.1000061035156,411.5,3824371,2025-03-10
2025-03-17,421.34124755859375,425.8500061035156,428.70001220703125,396.20001220703125,399.5,4919302,2025-03-17
2025-03-24,421.53912353515625,426.04998779296875,440.6499938964844,420.04998779296875,428.70001220703125,8213514,2025-03-24
2025-03-31,403.63079833984375,407.95001220703125,429.3500061035156,406.20001220703125,426.04998779296875,3557783,2025-03-31
2025-04-07,423.22113037109375,427.75,428.70001220703125,375.0,375.0,6487217,2025-04-07
2025-04-14,446.967041015625,451.75,454.8999938964844,427.75,427.75,5470013,2025-04-14
2025-04-21,456.5148620605469,461.3999938964844,474.3500061035156,448.20001220703125,451.79998779296875,5998354,2025-04-21
2025-04-28,471.4549865722656,476.5,479.8500061035156,445.8999938964844,459.0,8772075,2025-04-28
2025-05-05,461.6598205566406,466.6000061035156,503.95001220703125,460.1000061035156,485.0,10948293,2025-05-05
2025-05-12,489.0170593261719,494.25,509.79998779296875,467.6499938964844,475.0,12990542,2025-05-12
2025-05-19,489.4623107910156,494.70001220703125,498.29998779296875,482.25,495.0,6116024,2025-05-19
2025-05-26,465.5679626464844,470.54998779296875,500.54998779296875,465.70001220703125,494.3999938964844,6397498,2025-05-26
2025-06-02,466.21112060546875,471.20001220703125,476.0,456.6499938964844,467.75,5148322,2025-06-02
2025-06-09,447.1649169921875,451.95001220703125,477.0,440.0,475.8999938964844,4693904,2025-06-09
2025-06-16,435.1435546875,439.79998779296875,451.95001220703125,436.1000061035156,450.29998779296875,4218324,2025-06-16
2025-06-23,442.6136169433594,447.3500061035156,454.95001220703125,435.29998779296875,439.0,5509575,2025-06-23
2025-06-30,454.2886962890625,459.1499938964844,471.0,445.5,449.1499938964844,11197188,2025-06-30
2025-07-07,453.7445068359375,458.6000061035156,477.1000061035156,455.6000061035156,459.04998779296875,6492851,2025-07-07
2025-07-14,459.45001220703125,459.45001220703125,461.5,451.79998779296875,458.0,1640230,2025-07-14
