Date,Adj Close_POLYCAB.NS,Close_POLYCAB.NS,High_POLYCAB.NS,Low_POLYCAB.NS,Open_POLYCAB.NS,Volume_POLYCAB.NS,Date
2021-01-04,1214.440185546875,1248.5999755859375,1310.0,1036.0999755859375,1042.0,8301543,2021-01-04
2021-01-11,1156.3736572265625,1188.9000244140625,1263.0,1172.949951171875,1254.0,1813461,2021-01-11
2021-01-18,1243.81396484375,1278.800048828125,1324.949951171875,1145.199951171875,1190.0,3945679,2021-01-18
2021-01-25,1189.443359375,1222.9000244140625,1270.0,1143.0,1270.0,2947814,2021-01-25
2021-02-01,1250.2333984375,1285.4000244140625,1330.3499755859375,1202.5,1238.3499755859375,2913967,2021-02-01
2021-02-08,1292.5919189453125,1328.949951171875,1340.0,1270.0,1296.949951171875,1640462,2021-02-08
2021-02-15,1292.98095703125,1329.3499755859375,1364.0,1301.0,1349.9000244140625,1718485,2021-02-15
2021-02-22,1300.51904296875,1337.0999755859375,1387.949951171875,1296.550048828125,1317.0,1421926,2021-02-22
2021-03-01,1313.30908203125,1350.25,1375.0,1338.0,1360.0,878317,2021-03-01
2021-03-08,1322.4034423828125,1359.5999755859375,1377.0,1331.25,1350.0,943545,2021-03-08
2021-03-15,1316.0811767578125,1353.0999755859375,1379.0,1247.25,1363.5999755859375,1341585,2021-03-15
2021-03-22,1352.6524658203125,1390.699951171875,1444.4000244140625,1126.0999755859375,1355.0,2022200,2021-03-22
2021-03-29,1358.0506591796875,1396.25,1409.800048828125,1365.0,1390.699951171875,838459,2021-03-29
2021-04-05,1360.482177734375,1398.75,1422.0,1341.300048828125,1395.0,1671894,2021-04-05
2021-04-12,1364.6160888671875,1403.0,1429.0,1323.199951171875,1381.0,1432586,2021-04-12
2021-04-19,1444.66455078125,1485.300048828125,1514.4000244140625,1324.050048828125,1375.0,1577104,2021-04-19
2021-04-26,1426.913818359375,1467.050048828125,1585.0,1460.0,1494.0,2608719,2021-04-26
2021-05-03,1425.26025390625,1465.3499755859375,1510.0,1425.449951171875,1460.0,794063,2021-05-03
2021-05-10,1555.4482421875,1599.199951171875,1655.0,1468.0999755859375,1480.0,3049865,2021-05-10
2021-05-17,1582.1473388671875,1626.6500244140625,1698.0,1600.0,1621.25,2018008,2021-05-17
2021-05-24,1629.0772705078125,1674.9000244140625,1700.0,1635.0,1635.199951171875,1599969,2021-05-24
2021-05-31,1662.6820068359375,1709.449951171875,1725.0,1665.0999755859375,1675.0,1367266,2021-05-31
2021-06-07,1773.12548828125,1823.0,1825.5,1712.0,1720.449951171875,1682428,2021-06-07
2021-06-14,1883.3258056640625,1936.300048828125,1956.0,1810.0,1832.0,2342137,2021-06-14
2021-06-21,1903.994384765625,1957.550048828125,2008.300048828125,1912.0999755859375,1929.800048828125,1209426,2021-06-21
2021-06-28,1935.16748046875,1989.5999755859375,2033.0,1940.0,1974.75,1119942,2021-06-28
2021-07-05,1892.9063720703125,1946.1500244140625,2012.0,1938.0,2004.300048828125,915558,2021-07-05
2021-07-12,1883.13134765625,1936.0999755859375,1984.0,1884.6500244140625,1951.0,1476596,2021-07-12
2021-07-19,1847.0538330078125,1889.25,2002.0,1877.050048828125,1938.0,1864360,2021-07-19
2021-07-26,1809.3160400390625,1850.6500244140625,1901.0,1762.0,1890.9000244140625,1700749,2021-07-26
2021-08-02,1770.8447265625,1811.300048828125,1881.1500244140625,1799.0999755859375,1869.949951171875,1032942,2021-08-02
2021-08-09,1857.80810546875,1900.25,1917.0,1795.0,1822.0,1603051,2021-08-09
2021-08-16,1840.8944091796875,1882.949951171875,1956.0999755859375,1865.5,1918.0,1095117,2021-08-16
2021-08-23,1852.2354736328125,1894.550048828125,1914.699951171875,1810.699951171875,1896.0,1137594,2021-08-23
2021-08-30,2182.44189453125,2232.300048828125,2249.0,1902.300048828125,1906.0,5576682,2021-08-30
2021-09-06,2330.80224609375,2384.050048828125,2503.0,2211.10009765625,2246.0,4396945,2021-09-06
2021-09-13,2449.7841796875,2505.75,2573.75,2376.949951171875,2392.0,4400317,2021-09-13
2021-09-20,2355.83056640625,2409.64990234375,2627.0,2352.0,2529.800048828125,4349768,2021-09-20
2021-09-27,2294.33544921875,2346.75,2427.0,2305.0,2427.0,1871982,2021-09-27
2021-10-04,2473.297119140625,2529.800048828125,2609.89990234375,2350.0,2358.800048828125,4825341,2021-10-04
2021-10-11,2505.902099609375,2563.14990234375,2648.0,2490.0,2540.0,2676090,2021-10-11
2021-10-18,2208.49658203125,2258.949951171875,2619.449951171875,2121.10009765625,2585.0,6006353,2021-10-18
2021-10-25,2210.891845703125,2261.39990234375,2399.75,2196.39990234375,2268.0,3024929,2021-10-25
2021-11-01,2285.341064453125,2337.550048828125,2410.0,2280.0,2280.0,1080650,2021-11-01
2021-11-08,2461.222900390625,2517.449951171875,2523.0,2318.199951171875,2409.0,2481650,2021-11-08
2021-11-15,2438.345703125,2494.050048828125,2543.85009765625,2465.050048828125,2535.0,987958,2021-11-15
2021-11-22,2204.390380859375,2254.75,2500.0,2235.050048828125,2490.0,1721203,2021-11-22
2021-11-29,2312.079833984375,2364.89990234375,2385.35009765625,2142.0,2205.0,1553601,2021-11-29
2021-12-06,2416.446044921875,2471.64990234375,2489.89990234375,2315.0,2360.050048828125,1184169,2021-12-06
2021-12-13,2273.90234375,2325.85009765625,2609.25,2315.449951171875,2515.0,2950644,2021-12-13
2021-12-20,2286.9052734375,2339.14990234375,2425.0,2207.199951171875,2280.0,1522272,2021-12-20
2021-12-27,2411.410888671875,2466.5,2478.60009765625,2305.0,2333.0,1161334,2021-12-27
2022-01-03,2421.969970703125,2477.300048828125,2535.0,2418.0,2470.0,1590397,2022-01-03
2022-01-10,2633.73193359375,2693.89990234375,2759.89990234375,2461.39990234375,2485.35009765625,4397281,2022-01-10
2022-01-17,2454.7705078125,2510.85009765625,2771.75,2486.10009765625,2700.0,3853070,2022-01-17
2022-01-24,2457.899169921875,2514.050048828125,2580.5,2377.300048828125,2509.949951171875,2394168,2022-01-24
2022-01-31,2441.425048828125,2497.199951171875,2584.949951171875,2475.0,2539.050048828125,1433491,2022-01-31
2022-02-07,2313.888916015625,2366.75,2506.10009765625,2323.0,2497.199951171875,1242616,2022-02-07
2022-02-14,2327.038330078125,2380.199951171875,2432.35009765625,2253.0,2253.0,1477025,2022-02-14
2022-02-21,2280.25732421875,2332.35009765625,2417.39990234375,2262.60009765625,2374.0,1622431,2022-02-21
2022-02-28,2204.879150390625,2255.25,2394.25,2250.0,2305.0,1133304,2022-02-28
2022-03-07,2292.42919921875,2344.800048828125,2354.85009765625,2162.0,2220.0,1955164,2022-03-07
2022-03-14,2383.401123046875,2437.85009765625,2472.0,2319.800048828125,2349.949951171875,1049597,2022-03-14
2022-03-21,2392.248779296875,2446.89990234375,2498.0,2374.0,2450.0,1073555,2022-03-21
2022-03-28,2381.15234375,2435.550048828125,2459.800048828125,2336.25,2454.0,1202985,2022-03-28
2022-04-04,2629.18603515625,2689.25,2724.0,2440.0,2450.0,2799382,2022-04-04
2022-04-11,2559.38037109375,2617.85009765625,2730.0,2566.10009765625,2688.0,738508,2022-04-11
2022-04-18,2463.813720703125,2520.10009765625,2820.0,2476.25,2605.0,4443067,2022-04-18
2022-04-25,2430.621826171875,2486.14990234375,2613.0,2450.0,2500.0,2364121,2022-04-25
2022-05-02,2364.43408203125,2418.449951171875,2539.0,2375.050048828125,2480.0,1155219,2022-05-02
2022-05-09,2483.953857421875,2540.699951171875,2566.25,2365.0,2415.550048828125,2619675,2022-05-09
2022-05-16,2499.449462890625,2556.550048828125,2629.89990234375,2482.0,2550.050048828125,1186652,2022-05-16
2022-05-23,2345.6630859375,2399.25,2590.25,2365.0,2579.0,882080,2022-05-23
2022-05-30,2399.043701171875,2453.85009765625,2570.699951171875,2400.0,2424.85009765625,1644486,2022-05-30
2022-06-06,2280.25732421875,2332.35009765625,2476.89990234375,2265.10009765625,2456.14990234375,1477210,2022-06-06
2022-06-13,2087.559326171875,2135.25,2288.64990234375,2082.550048828125,2260.050048828125,2650116,2022-06-13
2022-06-20,2171.589599609375,2221.199951171875,2245.0,2043.8499755859375,2110.0,1946468,2022-06-20
2022-06-27,2142.69970703125,2176.89990234375,2287.64990234375,2156.25,2250.0,1209202,2022-06-27
2022-07-04,2169.423095703125,2204.050048828125,2264.300048828125,2133.550048828125,2182.14990234375,1342982,2022-07-04
2022-07-11,2122.669677734375,2156.550048828125,2250.0,2104.0,2204.14990234375,1291368,2022-07-11
2022-07-18,2176.16552734375,2210.89990234375,2290.0,2132.0,2184.0,4358402,2022-07-18
2022-07-25,2281.041748046875,2317.449951171875,2336.0,2201.10009765625,2224.0,2173511,2022-07-25
2022-08-01,2323.56298828125,2360.64990234375,2405.0,2288.35009765625,2336.0,1542771,2022-08-01
2022-08-08,2371.59619140625,2409.449951171875,2460.0,2345.35009765625,2355.0,1201317,2022-08-08
2022-08-15,2381.882080078125,2419.89990234375,2478.800048828125,2403.550048828125,2409.449951171875,867952,2022-08-15
2022-08-22,2370.513671875,2408.35009765625,2453.949951171875,2310.0,2419.89990234375,1354027,2022-08-22
2022-08-29,2434.5908203125,2473.449951171875,2543.89990234375,2343.14990234375,2351.10009765625,1600210,2022-08-29
2022-09-05,2488.972900390625,2528.699951171875,2552.0,2468.050048828125,2491.449951171875,906390,2022-09-05
2022-09-12,2558.4638671875,2599.300048828125,2719.75,2528.699951171875,2528.699951171875,1973836,2022-09-12
2022-09-19,2540.25439453125,2580.800048828125,2669.699951171875,2560.0,2581.0,961673,2022-09-19
2022-09-26,2520.51953125,2560.75,2607.0,2451.10009765625,2549.949951171875,1436951,2022-09-26
2022-10-03,2563.9755859375,2604.89990234375,2700.0,2531.0,2550.0,1037711,2022-10-03
2022-10-10,2530.06689453125,2570.449951171875,2644.0,2543.199951171875,2584.89990234375,783988,2022-10-10
2022-10-17,2655.711669921875,2698.10009765625,2862.5,2551.25,2570.0,3991010,2022-10-17
2022-10-24,2709.55224609375,2752.800048828125,2802.85009765625,2694.64990234375,2698.10009765625,1056876,2022-10-24
2022-10-31,2686.224365234375,2729.10009765625,2846.39990234375,2725.0,2767.300048828125,1458361,2022-10-31
2022-11-07,2663.43798828125,2705.949951171875,2772.5,2670.5,2754.449951171875,758202,2022-11-07
2022-11-14,2487.791748046875,2527.5,2718.800048828125,2500.0,2705.949951171875,3722525,2022-11-14
2022-11-21,2510.03662109375,2550.10009765625,2577.89990234375,2502.0,2525.050048828125,1843368,2022-11-21
2022-11-28,2632.28515625,2674.300048828125,2709.0,2522.0,2561.0,1583182,2022-11-28
2022-12-05,2690.8505859375,2733.800048828125,2765.0,2645.64990234375,2689.89990234375,1532245,2022-12-05
2022-12-12,2710.634765625,2753.89990234375,3025.0,2717.5,2719.35009765625,6043045,2022-12-12
2022-12-19,2474.405517578125,2513.89990234375,2771.699951171875,2506.10009765625,2765.0,2513855,2022-12-19
2022-12-26,2528.73828125,2569.10009765625,2615.0,2500.25,2515.0,1102446,2022-12-26
2023-01-02,2579.18310546875,2620.35009765625,2669.300048828125,2546.050048828125,2570.199951171875,1041439,2023-01-02
2023-01-09,2621.851806640625,2663.699951171875,2718.5,2615.0,2646.0,920996,2023-01-09
2023-01-16,2717.8203125,2761.199951171875,2851.199951171875,2655.25,2674.800048828125,1702338,2023-01-16
2023-01-23,2733.66748046875,2777.300048828125,2849.0,2737.699951171875,2762.0,1253431,2023-01-23
2023-01-30,2902.8173828125,2949.14990234375,3088.60009765625,2748.300048828125,2780.0,3003458,2023-01-30
2023-02-06,2938.104248046875,2985.0,3010.800048828125,2940.0,2950.0,1029858,2023-02-06
2023-02-13,2967.43603515625,3014.800048828125,3143.39990234375,2904.75,2988.0,2035237,2023-02-13
2023-02-20,3024.573974609375,3072.85009765625,3113.0,2965.300048828125,3010.0,1582817,2023-02-20
2023-02-27,3020.981201171875,3069.199951171875,3142.0,2969.0,3060.0,1626722,2023-02-27
2023-03-06,2900.65185546875,2946.949951171875,3120.0,2921.0,3075.0,1161911,2023-03-06
2023-03-13,2839.084716796875,2884.39990234375,2968.64990234375,2835.0,2960.0,1487401,2023-03-13
2023-03-20,2774.318359375,2818.60009765625,2908.699951171875,2805.0,2908.699951171875,992806,2023-03-20
2023-03-27,2834.80322265625,2880.050048828125,2911.85009765625,2753.89990234375,2825.0,1124490,2023-03-27
2023-04-03,2873.386962890625,2919.25,2969.949951171875,2900.0,2903.39990234375,688169,2023-04-03
2023-04-10,3035.794921875,3084.25,3098.5,2905.800048828125,2909.10009765625,1270719,2023-04-10
2023-04-17,3062.764404296875,3111.64990234375,3159.89990234375,3060.0,3064.949951171875,1180805,2023-04-17
2023-04-24,3154.992431640625,3205.35009765625,3213.0,3110.10009765625,3126.949951171875,878221,2023-04-24
2023-05-01,3262.673583984375,3314.75,3335.550048828125,3205.35009765625,3205.35009765625,875060,2023-05-01
2023-05-08,3335.707763671875,3388.949951171875,3400.0,3172.14990234375,3337.5,2861958,2023-05-08
2023-05-15,3386.940185546875,3441.0,3489.699951171875,3295.35009765625,3400.0,2062657,2023-05-15
2023-05-22,3355.098388671875,3408.64990234375,3454.5,3360.199951171875,3454.5,651050,2023-05-22
2023-05-29,3495.9501953125,3551.75,3563.949951171875,3379.050048828125,3428.85009765625,3002692,2023-05-29
2023-06-05,3491.76708984375,3547.5,3618.0,3490.0,3582.949951171875,1509765,2023-06-05
2023-06-12,3518.53955078125,3574.699951171875,3607.0,3510.39990234375,3548.0,1053641,2023-06-12
2023-06-19,3373.7998046875,3427.64990234375,3599.5,3379.75,3585.0,2087069,2023-06-19
2023-06-26,3515.205810546875,3551.14990234375,3637.949951171875,3416.0,3435.0,1867108,2023-06-26
2023-07-03,3472.6904296875,3508.199951171875,3585.800048828125,3491.0,3579.89990234375,969648,2023-07-03
2023-07-10,3835.134521484375,3874.35009765625,3886.949951171875,3506.550048828125,3510.0,3183255,2023-07-10
2023-07-17,4540.37255859375,4586.7998046875,4924.0,3887.050048828125,3892.0,14909976,2023-07-17
2023-07-24,4697.71435546875,4745.75,4784.0,4586.7998046875,4611.7998046875,4136766,2023-07-24
2023-07-31,4568.1884765625,4614.89990234375,4876.9501953125,4512.0498046875,4745.75,3351870,2023-07-31
2023-08-07,4612.2880859375,4659.4501953125,4738.4501953125,4490.75,4655.0,2526224,2023-08-07
2023-08-14,4729.291015625,4777.64990234375,4908.85009765625,4636.10009765625,4659.0,2270429,2023-08-14
2023-08-21,4951.3212890625,5001.9501953125,5166.0,4751.10009765625,4784.9501953125,3389908,2023-08-21
2023-08-28,5155.533203125,5208.25,5220.0,4990.0498046875,5011.9501953125,2355514,2023-08-28
2023-09-04,5146.67333984375,5199.2998046875,5333.0,5140.0,5235.0,2082387,2023-09-04
2023-09-11,5114.501953125,5166.7998046875,5221.7001953125,4849.4501953125,5213.14990234375,2758193,2023-09-11
2023-09-18,5078.0751953125,5130.0,5358.5498046875,5085.0,5182.0,2523582,2023-09-18
2023-09-25,5288.96826171875,5343.0498046875,5398.0,5086.0498046875,5151.0,3219887,2023-09-25
2023-10-02,5206.01708984375,5259.25,5422.7001953125,5230.2001953125,5343.0498046875,1855035,2023-10-02
2023-10-09,5269.41845703125,5323.2998046875,5344.0,5140.14990234375,5202.10009765625,1803866,2023-10-09
2023-10-16,5174.39013671875,5227.2998046875,5493.64990234375,5160.0498046875,5345.0,4809125,2023-10-16
2023-10-23,4926.3271484375,4976.7001953125,5244.85009765625,4811.10009765625,5244.85009765625,2833081,2023-10-23
2023-10-30,4985.57080078125,5036.5498046875,5098.7998046875,4890.7998046875,4999.0,2229945,2023-10-30
2023-11-06,5083.81640625,5135.7998046875,5171.0,5049.35009765625,5068.0498046875,1509137,2023-11-06
2023-11-13,5234.525390625,5288.0498046875,5318.0,5073.0,5148.0498046875,1757138,2023-11-13
2023-11-20,5226.7548828125,5280.2001953125,5433.0,5204.5498046875,5307.89990234375,2375478,2023-11-20
2023-11-27,5181.56640625,5234.5498046875,5344.0,5150.14990234375,5280.2001953125,8739223,2023-11-27
2023-12-04,5391.52001953125,5446.64990234375,5520.7998046875,5268.0498046875,5300.0,1964930,2023-12-04
2023-12-11,5612.609375,5670.0,5733.0,5446.0,5464.9501953125,2437968,2023-12-11
2023-12-18,5305.05419921875,5359.2998046875,5713.4501953125,5305.64990234375,5686.0,3103541,2023-12-18
2023-12-25,5429.33349609375,5484.85009765625,5564.5498046875,5309.0,5359.2998046875,1620565,2023-12-25
2024-01-01,5346.62890625,5401.2998046875,5530.4501953125,5309.0,5500.0,1101502,2024-01-01
2024-01-08,3940.60595703125,3980.89990234375,5469.89990234375,3801.0,5400.0,31457304,2024-01-08
2024-01-15,4377.9345703125,4422.7001953125,4549.0,3975.0,4094.949951171875,14371619,2024-01-15
2024-01-22,4299.88232421875,4343.85009765625,4455.0,4050.0,4422.7001953125,4461380,2024-01-22
2024-01-29,4339.3291015625,4383.7001953125,4437.89990234375,4236.0,4384.9501953125,3329499,2024-01-29
2024-02-05,4263.75146484375,4307.35009765625,4430.0,4250.0,4370.0,2025613,2024-02-05
2024-02-12,4622.73095703125,4670.0,4734.0,4278.0,4309.0,4378468,2024-02-12
2024-02-19,4753.19677734375,4801.7998046875,4830.0,4643.89990234375,4709.9501953125,3451256,2024-02-19
2024-02-26,4758.7900390625,4807.4501953125,4867.60009765625,4663.2998046875,4805.0,2836812,2024-02-26
2024-03-04,4841.494140625,4891.0,4954.0,4730.9501953125,4777.0,1906538,2024-03-04
2024-03-11,4844.958984375,4894.5,4992.0,4730.25,4910.0,2164343,2024-03-11
2024-03-18,4860.20263671875,4909.89990234375,5037.64990234375,4635.0498046875,4885.0,2458972,2024-03-18
2024-03-25,5013.73291015625,5065.0,5136.2998046875,4886.5,4909.89990234375,1264128,2024-03-25
2024-04-01,5262.7861328125,5316.60009765625,5323.2998046875,5073.0,5073.0,1526142,2024-04-01
2024-04-08,5248.6806640625,5302.35009765625,5390.0,5196.89990234375,5349.85009765625,1302648,2024-04-08
2024-04-15,5236.5048828125,5290.0498046875,5434.14990234375,5226.10009765625,5226.10009765625,1667566,2024-04-15
2024-04-22,5537.0322265625,5593.64990234375,5689.89990234375,5315.89990234375,5331.0,2044939,2024-04-22
2024-04-29,5773.1181640625,5832.14990234375,5869.89990234375,5573.0,5600.0,1423420,2024-04-29
2024-05-06,6093.34375,6155.64990234375,6362.9501953125,5680.0,5863.0,4932036,2024-05-06
2024-05-13,6430.49609375,6496.25,6542.89990234375,6222.25,6269.0,3645272,2024-05-13
2024-05-20,6616.494140625,6684.14990234375,6843.9501953125,6490.9501953125,6490.9501953125,2099313,2024-05-20
2024-05-27,6673.412109375,6741.64990234375,6900.0,6621.5498046875,6722.0,2646063,2024-05-27
2024-06-03,6777.15185546875,6846.4501953125,7116.2001953125,6137.0,7000.0,3015023,2024-06-03
2024-06-10,7008.23828125,7079.89990234375,7140.0,6730.0,6887.60009765625,2157642,2024-06-10
2024-06-17,7019.7705078125,7091.5498046875,7215.0,6905.0,7079.89990234375,1514641,2024-06-17
2024-06-24,6671.2841796875,6739.5,7331.4501953125,6616.0,7000.0,11211342,2024-06-24
2024-07-01,6566.95068359375,6634.10009765625,6786.0,6544.10009765625,6750.0,2533461,2024-07-01
2024-07-08,6514.38818359375,6581.0,6675.0,6311.10009765625,6639.0,2962781,2024-07-08
2024-07-15,6314.51416015625,6349.85009765625,6717.85009765625,6257.5,6591.0,3202220,2024-07-15
2024-07-22,6512.05908203125,6548.5,6564.75,5930.0498046875,6330.0,3003488,2024-07-22
2024-07-29,6713.92919921875,6751.5,6906.0,6540.0,6584.9501953125,2258587,2024-07-29
2024-08-05,6613.6904296875,6650.7001953125,6750.0,6386.4501953125,6525.0,1405922,2024-08-05
2024-08-12,6637.20849609375,6674.35009765625,6709.0,6308.75,6632.0,1336665,2024-08-12
2024-08-19,6716.564453125,6754.14990234375,6884.0,6495.0498046875,6700.0,2536247,2024-08-19
2024-08-26,6775.48486328125,6813.39990234375,6862.2998046875,6706.2001953125,6804.89990234375,1404882,2024-08-26
2024-09-02,6583.857421875,6620.7001953125,6840.7998046875,6476.2998046875,6839.9501953125,1441495,2024-09-02
2024-09-09,6715.27197265625,6752.85009765625,6924.5,6575.0,6580.0,1915899,2024-09-09
2024-09-16,6522.8486328125,6559.35009765625,6828.0,6425.5498046875,6800.0,1425987,2024-09-16
2024-09-23,7015.541015625,7054.7998046875,7119.0,6525.0,6600.0,2799974,2024-09-23
2024-09-30,7144.96728515625,7184.9501953125,7430.0,6902.39990234375,7065.0,2878361,2024-09-30
2024-10-07,7405.40966796875,7446.85009765625,7585.5,6980.10009765625,7187.0,1866356,2024-10-07
2024-10-14,7080.7763671875,7120.39990234375,7605.0,6612.0,7385.0,3705519,2024-10-14
2024-10-21,6419.47705078125,6455.39990234375,7243.9501953125,6382.0,7155.0,2662254,2024-10-21
2024-10-28,6465.61865234375,6501.7998046875,6531.39990234375,6308.0,6500.0,1089604,2024-10-28
2024-11-04,6688.3720703125,6725.7998046875,6950.0,6371.39990234375,6505.0,1891768,2024-11-04
2024-11-11,6266.8310546875,6301.89990234375,6798.75,6264.14990234375,6725.7998046875,799524,2024-11-11
2024-11-18,6583.658203125,6620.5,6645.5,6257.5,6295.89990234375,1043777,2024-11-18
2024-11-25,7257.28857421875,7297.89990234375,7320.0,6701.2001953125,6810.0,2207204,2024-11-25
2024-12-02,7277.22705078125,7317.9501953125,7479.0,7272.0,7308.0,1119747,2024-12-02
2024-12-09,7480.29052734375,7522.14990234375,7565.0,7295.10009765625,7317.9501953125,1084875,2024-12-09
2024-12-16,7138.30419921875,7178.25,7595.0,7150.10009765625,7529.35009765625,1098318,2024-12-16
2024-12-23,7109.4658203125,7149.25,7268.4501953125,7022.0,7180.0,670006,2024-12-23
2024-12-30,7167.888671875,7208.0,7440.0,7145.2001953125,7185.0,1029639,2024-12-30
2025-01-06,6502.56201171875,6538.9501953125,7235.5498046875,6500.0,7215.0,1155441,2025-01-06
2025-01-13,6741.97265625,6779.7001953125,6824.0,6185.5498046875,6451.0498046875,1747130,2025-01-13
2025-01-20,5882.87939453125,5915.7998046875,6825.0,5891.2001953125,6790.0,4743193,2025-01-20
2025-01-27,5813.169921875,5845.7001953125,6080.9501953125,5485.9501953125,5879.14990234375,3470330,2025-01-27
2025-02-03,5837.03662109375,5869.7001953125,6092.25,5745.0498046875,5834.4501953125,1423335,2025-02-03
2025-02-10,5386.109375,5416.25,5910.85009765625,5354.0498046875,5910.85009765625,2344618,2025-02-10
2025-02-17,5807.60107421875,5840.10009765625,5869.14990234375,5269.25,5379.4501953125,1846676,2025-02-17
2025-02-24,4687.1708984375,4713.39990234375,5852.0,4555.0,5771.0,11685332,2025-02-24
2025-03-03,5035.27294921875,5063.4501953125,5155.0,4581.0498046875,4830.75,7595128,2025-03-03
2025-03-10,4975.2587890625,5003.10009765625,5114.0,4810.0,5079.0,1502191,2025-03-10
2025-03-17,4964.5185546875,4992.2998046875,5456.10009765625,4894.2001953125,5003.10009765625,6692445,2025-03-17
2025-03-24,5119.302734375,5147.9501953125,5258.0,4977.0498046875,5020.0,3802958,2025-03-24
2025-03-31,5012.69921875,5040.75,5305.0,4981.0,5147.9501953125,1684971,2025-03-31
2025-04-07,5064.9072265625,5093.25,5178.7001953125,4567.0,4650.0,1314216,2025-04-07
2025-04-14,5263.54541015625,5293.0,5336.5,5093.25,5093.25,944116,2025-04-14
2025-04-21,5476.3544921875,5507.0,5630.0,5280.0,5301.0,2166675,2025-04-21
2025-04-28,5429.6162109375,5460.0,5694.0,5445.5,5483.5,955162,2025-04-28
2025-05-05,5734.41064453125,5766.5,6077.5,5535.5,5535.5,4873592,2025-05-05
2025-05-12,6060.58544921875,6094.5,6116.0,5881.5,5964.5,1285509,2025-05-12
2025-05-19,5850.75927734375,5883.5,6167.0,5866.0,6100.0,1195466,2025-05-19
2025-05-26,5957.6611328125,5991.0,6099.5,5908.5,5940.0,1128217,2025-05-26
2025-06-02,6074.50732421875,6108.5,6119.0,5830.0,5982.0,997044,2025-06-02
2025-06-09,5996.94140625,6030.5,6260.0,5760.0,6158.0,1032868,2025-06-09
2025-06-16,5967.1083984375,6000.5,6229.5,5787.0,6005.0,2293131,2025-06-16
2025-06-23,6449.90673828125,6486.0,6586.0,5975.0,6000.5,2736317,2025-06-23
2025-06-30,6717.5,6717.5,6871.0,6468.5,6486.0,1711723,2025-06-30
2025-07-07,6705.5,6705.5,6809.0,6605.0,6700.0,1207929,2025-07-07
2025-07-14,6944.5,6944.5,6955.5,6722.5,6782.5,825908,2025-07-14
