Date,Adj Close_WIPRO.NS,Close_WIPRO.NS,High_WIPRO.NS,Low_WIPRO.NS,Open_WIPRO.NS,Volume_WIPRO.NS,Date
2020-07-13,126.31060028076172,130.6750030517578,134.35000610351562,117.5,118.0,403004054,2020-07-13
2020-07-20,130.7569580078125,135.27499389648438,140.8000030517578,129.5,130.6750030517578,198936690,2020-07-20
2020-07-27,135.78329467773438,140.47500610351562,145.39999389648438,133.5749969482422,135.27499389648438,162731296,2020-07-27
2020-08-03,134.06756591796875,138.6999969482422,142.39999389648438,138.1999969482422,141.5,83695084,2020-08-03
2020-08-10,133.63258361816406,138.25,142.3249969482422,137.27499389648438,140.0,83057976,2020-08-10
2020-08-17,132.11021423339844,136.6750030517578,143.6999969482422,136.35000610351562,139.3000030517578,107670266,2020-08-17
2020-08-24,131.48190307617188,136.02499389648438,137.60000610351562,134.0,136.75,74747142,2020-08-24
2020-08-31,133.3909454345703,138.0,143.9250030517578,134.0,137.0,153797608,2020-08-31
2020-09-07,141.75204467773438,146.64999389648438,149.22500610351562,135.75,138.25,209737632,2020-09-07
2020-09-14,152.96463012695312,158.25,159.5,146.5749969482422,146.625,253077448,2020-09-14
2020-09-21,151.7080535888672,156.9499969482422,162.25,151.22500610351562,157.9499969482422,216629324,2020-09-21
2020-09-28,151.29722595214844,156.52499389648438,159.27499389648438,154.8000030517578,157.5,97883514,2020-09-28
2020-10-05,180.75442504882812,187.0,188.0500030517578,157.60000610351562,157.60000610351562,493853022,2020-10-05
2020-10-12,164.1530303955078,169.8249969482422,190.85000610351562,169.3000030517578,188.5,454782922,2020-10-12
2020-10-19,165.4821014404297,171.1999969482422,175.0500030517578,169.3249969482422,171.22500610351562,116050810,2020-10-19
2020-10-26,164.66050720214844,170.35000610351562,172.5,165.52499389648438,171.85000610351562,92651662,2020-10-26
2020-11-02,167.10116577148438,172.875,175.77499389648438,166.3249969482422,170.875,72062120,2020-11-02
2020-11-09,166.9561767578125,172.72500610351562,176.39999389648438,170.5749969482422,175.0,68772676,2020-11-09
2020-11-16,167.3669891357422,173.14999389648438,176.1750030517578,170.8000030517578,172.0749969482422,62599772,2020-11-16
2020-11-23,169.39683532714844,175.25,180.6999969482422,173.0,174.0,94013160,2020-11-23
2020-11-30,174.3748321533203,180.39999389648438,182.0,173.125,175.25,76504164,2020-11-30
2020-12-07,170.84674072265625,176.75,183.875,176.3249969482422,181.0,102208770,2020-12-07
2020-12-14,175.7039031982422,181.77499389648438,182.89999389648438,173.5500030517578,176.75,93926688,2020-12-14
2020-12-21,184.7174835205078,191.10000610351562,193.8000030517578,174.1750030517578,181.25,149931414,2020-12-21
2020-12-28,187.56895446777344,194.0500030517578,195.375,190.60000610351562,191.72500610351562,69620762,2020-12-28
2021-01-04,207.91590881347656,215.10000610351562,216.3249969482422,193.89999389648438,195.0,221473506,2021-01-04
2021-01-11,211.9514617919922,219.27499389648438,233.72500610351562,215.0,218.0,391036524,2021-01-11
2021-01-18,214.9479217529297,222.375,226.72500610351562,213.85000610351562,220.5,177836490,2021-01-18
2021-01-25,202.4253692626953,208.9499969482422,227.375,207.77499389648438,222.5749969482422,134830470,2021-01-25
2021-02-01,206.13092041015625,212.77499389648438,219.97500610351562,204.10000610351562,208.0500030517578,108324682,2021-02-01
2021-02-08,214.09909057617188,221.0,225.875,213.14999389648438,215.1750030517578,162233530,2021-02-08
2021-02-15,208.26223754882812,214.97500610351562,223.89999389648438,213.0500030517578,222.3000030517578,89106538,2021-02-15
2021-02-22,198.7440185546875,205.14999389648438,216.4250030517578,204.0,215.35000610351562,91122140,2021-02-22
2021-03-01,203.8543243408203,210.4250030517578,222.14999389648438,204.60000610351562,205.5,173948702,2021-03-01
2021-03-08,205.96141052246094,212.60000610351562,216.39999389648438,205.02499389648438,212.5500030517578,101023922,2021-03-08
2021-03-15,198.84092712402344,205.25,217.75,199.72500610351562,212.39999389648438,114567788,2021-03-15
2021-03-22,195.64395141601562,201.9499969482422,211.6999969482422,198.875,205.52499389648438,90218046,2021-03-22
2021-03-29,201.69879150390625,208.1999969482422,211.4250030517578,201.9499969482422,201.9499969482422,56423280,2021-03-29
2021-04-05,218.02264404296875,225.0500030517578,225.6750030517578,208.10000610351562,208.22500610351562,136041128,2021-04-05
2021-04-12,227.27442932128906,234.60000610351562,236.8249969482422,206.3000030517578,225.0,343254228,2021-04-12
2021-04-19,230.42294311523438,237.85000610351562,247.25,230.5500030517578,231.5,235514956,2021-04-19
2021-04-26,238.68173217773438,246.375,255.89999389648438,238.5,239.6999969482422,125792698,2021-04-26
2021-05-03,249.58045959472656,257.625,258.2749938964844,238.89999389648438,243.97500610351562,135277752,2021-05-03
2021-05-10,241.44276428222656,249.22500610351562,264.25,246.375,258.79998779296875,69729914,2021-05-10
2021-05-17,248.3452606201172,256.3500061035156,258.8999938964844,247.5,249.22500610351562,68227198,2021-05-17
2021-05-24,260.9393615722656,269.3500061035156,272.5,254.8249969482422,255.9499969482422,119008636,2021-05-24
2021-05-31,262.1502990722656,270.6000061035156,274.95001220703125,265.5249938964844,269.3500061035156,52949048,2021-05-31
2021-06-07,268.4957580566406,277.1499938964844,279.4750061035156,271.1000061035156,272.3500061035156,54636338,2021-06-07
2021-06-14,266.3160095214844,274.8999938964844,282.0,273.0249938964844,276.95001220703125,59386274,2021-06-14
2021-06-21,265.2019348144531,273.75,280.42498779296875,267.6000061035156,272.375,72189892,2021-06-21
2021-06-28,260.890869140625,269.29998779296875,276.875,266.79998779296875,274.875,47935426,2021-06-28
2021-07-05,254.69073486328125,262.8999938964844,271.45001220703125,261.625,271.45001220703125,46600830,2021-07-05
2021-07-12,279.8546447753906,288.875,294.625,261.29998779296875,265.375,210720050,2021-07-12
2021-07-19,290.2205505371094,299.57501220703125,300.8999938964844,280.7749938964844,286.2749938964844,94964436,2021-07-19
2021-07-26,284.40789794921875,293.57501220703125,300.25,291.5,300.04998779296875,47339292,2021-07-26
2021-08-02,289.6634521484375,299.0,307.25,291.125,294.1000061035156,61726850,2021-08-02
2021-08-09,298.1402587890625,307.75,310.2250061035156,296.54998779296875,300.0,56548476,2021-08-09
2021-08-16,300.34423828125,310.0249938964844,319.6000061035156,305.25,308.04998779296875,56978936,2021-08-16
2021-08-23,307.56158447265625,317.4750061035156,321.3999938964844,311.75,313.0,53015432,2021-08-23
2021-08-30,317.3219909667969,327.54998779296875,328.5,314.45001220703125,317.9750061035156,50413466,2021-08-30
2021-09-06,320.8337707519531,331.17498779296875,345.0,327.0,328.32501220703125,62532972,2021-09-06
2021-09-13,322.2384948730469,332.625,340.375,328.92498779296875,331.17498779296875,46922340,2021-09-13
2021-09-20,327.6878662109375,338.25,349.57501220703125,326.70001220703125,328.875,56759028,2021-09-20
2021-09-27,308.1913146972656,318.125,339.17498779296875,313.67498779296875,339.0249938964844,71147846,2021-09-27
2021-10-04,320.25250244140625,330.57501220703125,333.7749938964844,317.0249938964844,319.95001220703125,60620242,2021-10-04
2021-10-11,343.067138671875,354.125,369.92498779296875,317.5,324.4750061035156,176406852,2021-10-11
2021-10-18,330.5457763671875,341.20001220703125,364.9750061035156,339.125,359.5,85848036,2021-10-18
2021-10-25,313.2773742675781,323.375,342.1000061035156,322.125,341.375,66327236,2021-10-25
2021-11-01,316.64385986328125,326.8500061035156,330.92498779296875,323.70001220703125,325.54998779296875,25318836,2021-11-01
2021-11-08,319.7196960449219,330.0249938964844,333.125,318.3999938964844,326.4750061035156,50074282,2021-11-08
2021-11-15,315.5539855957031,325.7250061035156,334.375,322.625,330.7749938964844,37460582,2021-11-15
2021-11-22,301.0223388671875,310.7250061035156,330.2250061035156,309.82501220703125,329.0,43641346,2021-11-22
2021-11-29,310.37103271484375,320.375,326.9750061035156,301.9750061035156,308.2749938964844,70295370,2021-11-29
2021-12-06,309.1600646972656,319.125,326.5,311.5,318.625,48718470,2021-12-06
2021-12-13,324.9268493652344,335.3999938964844,338.3999938964844,317.67498779296875,321.75,145893894,2021-12-13
2021-12-20,338.3201599121094,349.2250061035156,351.20001220703125,331.5,333.7749938964844,92115386,2021-12-20
2021-12-27,346.5063171386719,357.67498779296875,359.95001220703125,345.57501220703125,349.92498779296875,54882024,2021-12-27
2022-01-03,344.6413879394531,355.75,363.3999938964844,349.9750061035156,359.0,60224420,2022-01-03
2022-01-10,309.9108581542969,319.8999938964844,354.5,318.25,354.5,154506442,2022-01-10
2022-01-17,293.0783996582031,302.5249938964844,325.82501220703125,300.3999938964844,319.75,88644440,2022-01-17
2022-01-24,267.8898010253906,276.07501220703125,302.75,268.6000061035156,302.75,122114610,2022-01-24
2022-01-31,277.39923095703125,285.875,295.0,281.2749938964844,284.5,91257540,2022-01-31
2022-02-07,272.4019470214844,280.7250061035156,287.375,277.2250061035156,285.95001220703125,66298930,2022-02-07
2022-02-14,272.8870849609375,281.2250061035156,286.20001220703125,270.0,275.0,72167038,2022-02-14
2022-02-21,269.3938293457031,277.625,286.3500061035156,265.57501220703125,277.875,96309150,2022-02-21
2022-02-28,279.12158203125,287.6499938964844,290.0,272.04998779296875,275.5,87530682,2022-02-28
2022-03-07,284.4100341796875,293.1000061035156,298.25,281.125,281.5,92768718,2022-03-07
2022-03-14,291.68768310546875,300.6000061035156,305.5,292.1499938964844,293.20001220703125,56891272,2022-03-14
2022-03-21,292.73077392578125,301.67498779296875,308.0,298.07501220703125,302.54998779296875,62304972,2022-03-21
2022-03-28,291.978759765625,300.8999938964844,304.6499938964844,294.6499938964844,304.0,59411752,2022-03-28
2022-04-04,283.1728515625,291.82501220703125,304.75,288.75,302.5,54312500,2022-04-04
2022-04-11,273.5689392089844,279.6000061035156,292.125,277.29998779296875,292.0,44707324,2022-04-11
2022-04-18,263.0508117675781,268.8500061035156,274.92498779296875,263.0249938964844,274.92498779296875,64048252,2022-04-18
2022-04-25,248.91249084472656,254.39999389648438,268.875,253.5,264.9750061035156,71860184,2022-04-25
2022-05-02,237.318115234375,242.5500030517578,259.5,240.5,257.75,90402022,2022-05-02
2022-05-09,229.27052307128906,234.3249969482422,244.6750030517578,231.0749969482422,241.0,84022444,2022-05-09
2022-05-16,224.8431396484375,229.8000030517578,247.625,225.0,237.0,69704374,2022-05-16
2022-05-23,228.43887329101562,233.47500610351562,234.8000030517578,221.60000610351562,231.89999389648438,66370088,2022-05-23
2022-05-30,232.62164306640625,237.75,244.0,234.0500030517578,236.5749969482422,88197536,2022-05-30
2022-06-06,225.50357055664062,230.47500610351562,238.0749969482422,228.14999389648438,236.0,48975486,2022-06-06
2022-06-13,198.2298583984375,202.60000610351562,226.85000610351562,201.02499389648438,225.02499389648438,98074034,2022-06-13
2022-06-20,204.8587188720703,209.375,213.375,202.0749969482422,204.5,84158616,2022-06-20
2022-06-27,206.4486541748047,211.0,215.375,205.6999969482422,213.5,62254406,2022-06-27
2022-07-04,205.02993774414062,209.5500030517578,212.35000610351562,206.52499389648438,210.47500610351562,48650292,2022-07-04
2022-07-11,192.67726135253906,196.9250030517578,207.5,195.5,207.375,73913422,2022-07-11
2022-07-18,200.99391174316406,205.4250030517578,208.75,198.3249969482422,199.5,112617868,2022-07-18
2022-07-25,207.2803192138672,211.85000610351562,212.14999389648438,200.97500610351562,205.25,73624366,2022-07-25
2022-08-01,215.25453186035156,220.0,221.0,211.3000030517578,213.10000610351562,70069832,2022-08-01
2022-08-08,213.34658813476562,218.0500030517578,221.39999389648438,213.14999389648438,221.39999389648438,37134280,2022-08-08
2022-08-15,211.5609588623047,216.22500610351562,222.4499969482422,215.5,218.0500030517578,49317852,2022-08-15
2022-08-22,204.1248779296875,208.625,215.4499969482422,205.0,215.4499969482422,54016622,2022-08-22
2022-08-29,199.452880859375,203.85000610351562,207.97500610351562,199.5,202.5,64864292,2022-08-29
2022-09-05,204.07595825195312,208.5749969482422,209.72500610351562,200.5,203.5,77229492,2022-09-05
2022-09-12,196.49313354492188,200.8249969482422,213.0,200.10000610351562,209.9250030517578,69503522,2022-09-12
2022-09-19,192.921875,197.1750030517578,204.6999969482422,196.8249969482422,202.5,72331156,2022-09-19
2022-09-26,192.87294006347656,197.125,200.9499969482422,192.3000030517578,196.0,65824026,2022-09-26
2022-10-03,199.64857482910156,204.0500030517578,206.5,195.3000030517578,196.9499969482422,39516594,2022-10-03
2022-10-10,184.58074951171875,188.64999389648438,208.9499969482422,188.125,200.14999389648438,166809342,2022-10-10
2022-10-17,187.1491241455078,191.27499389648438,192.125,186.1999969482422,188.64999389648438,70236650,2022-10-17
2022-10-24,187.4915771484375,191.625,193.47500610351562,190.5500030517578,193.1999969482422,28588520,2022-10-24
2022-10-31,191.06285095214844,195.27499389648438,197.4250030517578,192.375,193.27499389648438,44231298,2022-10-31
2022-11-07,195.53916931152344,199.85000610351562,202.9250030517578,193.5,196.5,49027098,2022-11-07
2022-11-14,192.67726135253906,196.9250030517578,201.3249969482422,196.39999389648438,201.3249969482422,56729486,2022-11-14
2022-11-21,197.05572509765625,201.39999389648438,202.1999969482422,192.25,196.9250030517578,50052016,2022-11-21
2022-11-28,201.752197265625,206.1999969482422,208.1750030517578,201.0,201.39999389648438,64253754,2022-11-28
2022-12-05,192.7751007080078,197.02499389648438,207.47500610351562,195.625,206.625,49712244,2022-12-05
2022-12-12,190.67147827148438,194.875,202.25,194.0,196.4499969482422,52954434,2022-12-12
