Date,Adj Close_DPWIRES.NS,Close_DPWIRES.NS,High_DPWIRES.NS,Low_DPWIRES.NS,Open_DPWIRES.NS,Volume_DPWIRES.NS,Date
2020-07-13,47.88835525512695,48.08124923706055,48.29999923706055,44.1875,46.068748474121094,5213,2020-07-13
2020-07-20,46.23252868652344,46.41875076293945,48.21249771118164,45.849998474121094,47.99374771118164,5818,2020-07-20
2020-07-27,45.49176025390625,45.67499923706055,48.08124923706055,45.5,47.25,4135,2020-07-27
2020-08-03,47.27831268310547,47.46875,47.6875,43.39999771118164,44.625,1808,2020-08-03
2020-08-10,48.324100494384766,48.51874923706055,50.75,45.5,45.5,10853,2020-08-10
2020-08-17,53.77090835571289,53.98749923706055,55.95624923706055,48.125,48.125,19138,2020-08-17
2020-08-24,53.85805892944336,54.07500076293945,56.61249923706055,50.79375076293945,51.66875076293945,28553,2020-08-24
2020-08-31,50.7642707824707,50.96875,54.818748474121094,49.17499923706055,52.0625,12480,2020-08-31
2020-09-07,51.33073806762695,51.537498474121094,53.506248474121094,48.5625,53.506248474121094,30919,2020-09-07
2020-09-14,51.72290802001953,51.93124771118164,54.25,49.787498474121094,53.63750076293945,26245,2020-09-14
2020-09-21,50.284950256347656,50.48749923706055,54.86249923706055,49.52499771118164,52.45624923706055,25263,2020-09-21
2020-09-28,51.28716278076172,51.49374771118164,54.55624771118164,49.21875,49.21875,6617,2020-09-28
2020-10-05,52.28937911987305,52.5,55.21249771118164,48.125,53.943748474121094,6737,2020-10-05
2020-10-12,51.72290802001953,51.93124771118164,58.49374771118164,49.91875076293945,51.1875,11100,2020-10-12
2020-10-19,56.428951263427734,56.65625,61.25,52.89374923706055,55.08124923706055,10600,2020-10-19
2020-10-26,58.8255500793457,59.0625,59.5,53.98749923706055,56.70000076293945,5361,2020-10-26
2020-11-02,59.261295318603516,59.5,65.625,55.29999923706055,56.70000076293945,11042,2020-11-02
2020-11-09,62.398658752441406,62.64999771118164,63.91875076293945,59.10625076293945,59.5,16835,2020-11-09
2020-11-16,61.788612365722656,62.037498474121094,65.1875,58.01250076293945,62.73749923706055,18507,2020-11-16
2020-11-23,62.09363555908203,62.34375,66.4124984741211,59.849998474121094,64.57499694824219,44769,2020-11-23
2020-11-30,68.9348373413086,69.2125015258789,73.45624542236328,62.08124923706055,62.34375,20408,2020-11-30
2020-12-07,72.551513671875,72.84375,81.76874542236328,66.67499542236328,70.0,40317,2020-12-07
2020-12-14,75.68887329101562,75.9937515258789,80.45624542236328,62.82500076293945,71.8812484741211,110044,2020-12-14
2020-12-21,72.7258071899414,73.01874542236328,78.4000015258789,67.375,77.5250015258789,89302,2020-12-21
2020-12-28,75.38385772705078,75.6875,79.625,72.0999984741211,72.66874694824219,20920,2020-12-28
2021-01-04,78.34691619873047,78.6624984741211,81.2874984741211,72.0562515258789,79.7125015258789,35331,2021-01-04
2021-01-11,104.09942626953125,104.51874542236328,124.90625,65.84375,78.75,1372471,2021-01-11
2021-01-18,102.00785827636719,102.41874694824219,110.25,91.91874694824219,104.125,244565,2021-01-18
2021-01-25,100.43917846679688,100.84375,108.0625,98.17499542236328,108.0625,59297,2021-01-25
2021-02-01,97.99900817871094,98.39374542236328,104.08124542236328,89.7750015258789,101.28125,71167,2021-02-01
2021-02-08,101.65926361083984,102.0687484741211,106.57499694824219,97.9124984741211,98.39374542236328,59973,2021-02-08
2021-02-15,97.73756408691406,98.1312484741211,104.08124542236328,97.125,102.0687484741211,41269,2021-02-15
2021-02-22,98.60905456542969,99.0062484741211,106.70624542236328,95.375,100.4937515258789,32528,2021-02-22
2021-03-01,102.443603515625,102.85624694824219,109.375,98.875,99.0062484741211,192431,2021-03-01
2021-03-08,99.61125946044922,100.01249694824219,106.6624984741211,96.25,106.6624984741211,24078,2021-03-08
2021-03-15,97.78113555908203,98.17499542236328,102.98749542236328,88.63749694824219,101.45624542236328,35120,2021-03-15
2021-03-22,93.2493896484375,93.625,98.0,92.75,97.4312515258789,27401,2021-03-22
2021-03-29,92.20359802246094,92.57499694824219,96.20624542236328,90.38749694824219,93.625,5907,2021-03-29
2021-04-05,95.64598846435547,96.03125,98.4375,92.53125,93.625,19077,2021-04-05
2021-04-12,93.59798431396484,93.9749984741211,98.875,89.07499694824219,95.76874542236328,21513,2021-04-12
2021-04-19,90.63491821289062,91.0,93.9749984741211,89.25,93.9749984741211,15232,2021-04-19
2021-04-26,112.55288696289062,113.0062484741211,123.8125,90.125,90.82499694824219,381964,2021-04-26
2021-05-03,112.90148162841797,113.35624694824219,126.0,110.25,118.78125,143765,2021-05-03
2021-05-10,132.59715270996094,133.13125610351562,135.625,109.375,113.75,405411,2021-05-10
2021-05-17,126.4095687866211,126.91874694824219,142.3625030517578,123.33124542236328,138.0749969482422,215198,2021-05-17
2021-05-24,116.91033172607422,117.3812484741211,130.375,112.875,130.375,115318,2021-05-24
2021-05-31,132.24855041503906,132.78125,135.27499389648438,113.13749694824219,118.78125,399327,2021-05-31
2021-06-07,152.8592987060547,153.47500610351562,161.65625,132.91250610351562,136.8937530517578,728064,2021-06-07
2021-06-14,149.0247344970703,149.625,155.75,134.61874389648438,155.66250610351562,349786,2021-06-14
2021-06-21,149.59120178222656,150.19375610351562,164.5,147.9187469482422,148.75,380717,2021-06-21
2021-06-28,153.20787048339844,153.8249969482422,157.2375030517578,143.4562530517578,153.8249969482422,102902,2021-06-28
2021-07-05,165.88804626464844,166.55624389648438,172.3312530517578,154.30624389648438,156.5812530517578,432118,2021-07-05
2021-07-12,166.1930694580078,166.8625030517578,173.25,162.3125,170.1875,103485,2021-07-12
2021-07-19,161.5741729736328,162.22500610351562,169.75,152.6437530517578,169.75,128625,2021-07-19
2021-07-26,181.44415283203125,182.1750030517578,200.375,158.06875610351562,166.0749969482422,1069483,2021-07-26
2021-08-02,237.82952880859375,238.78750610351562,273.17498779296875,182.9187469482422,187.4250030517578,2559472,2021-08-02
2021-08-09,212.5127410888672,213.36874389648438,249.375,183.9250030517578,240.5812530517578,523594,2021-08-09
2021-08-16,184.93011474609375,185.6750030517578,215.8625030517578,183.22500610351562,215.8625030517578,216287,2021-08-16
2021-08-23,187.50100708007812,188.25625610351562,193.3312530517578,173.33749389648438,193.3312530517578,158377,2021-08-23
2021-08-30,185.409423828125,186.15625,198.4499969482422,183.75,189.0,141482,2021-08-30
2021-09-06,193.8628692626953,194.6437530517578,198.4499969482422,184.6687469482422,188.125,78259,2021-09-06
2021-09-13,196.9130859375,197.7062530517578,222.55624389648438,188.21249389648438,196.0,272118,2021-09-13
2021-09-20,189.24398803710938,190.00625610351562,197.75,185.14999389648438,197.7062530517578,108944,2021-09-20
2021-09-27,200.9219207763672,201.7312469482422,207.1999969482422,182.875,190.0500030517578,178774,2021-09-27
2021-10-04,198.74319458007812,199.5437469482422,208.25,196.4375,205.5812530517578,99606,2021-10-04
2021-10-11,201.2269744873047,202.03750610351562,202.03750610351562,189.9187469482422,199.41250610351562,87655,2021-10-11
2021-10-18,204.4078826904297,205.2312469482422,221.375,197.1374969482422,208.9499969482422,166003,2021-10-18
2021-10-25,201.70626831054688,202.5187530517578,207.15625,185.80624389648438,201.33749389648438,119597,2021-10-25
2021-11-01,202.1420135498047,202.9562530517578,211.18124389648438,197.3562469482422,198.625,56035,2021-11-01
2021-11-08,204.2771759033203,205.10000610351562,218.4875030517578,199.58749389648438,203.0,169273,2021-11-08
2021-11-15,193.64498901367188,194.4250030517578,207.1125030517578,189.08749389648438,198.4499969482422,51429,2021-11-15
2021-11-22,187.67527770996094,188.43124389648438,201.25,186.375,201.25,45770,2021-11-22
2021-11-29,182.2284698486328,182.96249389648438,192.0625,179.02499389648438,180.25,55873,2021-11-29
