Date,Adj Close_TTL.NS,Close_TTL.NS,High_TTL.NS,Low_TTL.NS,Open_TTL.NS,Volume_TTL.NS,Date
2021-05-24,6.717475891113281,6.795000076293945,6.949999809265137,5.295000076293945,5.295000076293945,20275900,2021-05-24
2021-05-31,6.608730792999268,6.684999942779541,7.400000095367432,6.449999809265137,7.0,7382280,2021-05-31
2021-06-07,6.4950432777404785,6.570000171661377,6.880000114440918,6.199999809265137,6.880000114440918,1106380,2021-06-07
2021-06-14,6.262723922729492,6.335000038146973,6.704999923706055,6.15500020980835,6.570000171661377,758490,2021-06-14
2021-06-21,6.287438869476318,6.360000133514404,6.670000076293945,6.025000095367432,6.300000190734863,1052530,2021-06-21
2021-06-28,6.5444722175598145,6.619999885559082,6.699999809265137,6.144999980926514,6.465000152587891,833290,2021-06-28
2021-07-05,6.356639862060547,6.429999828338623,6.795000076293945,6.304999828338623,6.795000076293945,563630,2021-07-05
2021-07-12,6.396183490753174,6.46999979019165,6.574999809265137,6.215000152587891,6.429999828338623,538500,2021-07-12
2021-07-19,6.8855366706848145,6.965000152587891,7.480000019073486,6.260000228881836,6.46999979019165,2702730,2021-07-19
2021-07-26,6.5345869064331055,6.610000133514404,7.190000057220459,6.494999885559082,7.190000057220459,1648020,2021-07-26
2021-08-02,7.177171230316162,7.260000228881836,7.440000057220459,6.545000076293945,6.675000190734863,4646210,2021-08-02
2021-08-09,7.167284965515137,7.25,7.949999809265137,6.40500020980835,7.300000190734863,6485880,2021-08-09
2021-08-16,6.55435848236084,6.630000114440918,7.400000095367432,6.494999885559082,7.25,728890,2021-08-16
2021-08-23,6.5444722175598145,6.619999885559082,6.929999828338623,6.039999961853027,6.614999771118164,1843750,2021-08-23
2021-08-30,6.5049285888671875,6.579999923706055,6.800000190734863,6.355000019073486,6.670000076293945,968780,2021-08-30
2021-09-06,6.608730792999268,6.684999942779541,6.949999809265137,6.400000095367432,6.644999980926514,1067620,2021-09-06
2021-09-13,6.238009452819824,6.309999942779541,6.900000095367432,6.119999885559082,6.695000171661377,941820,2021-09-13
2021-09-20,6.52470064163208,6.599999904632568,6.800000190734863,6.059999942779541,6.309999942779541,781030,2021-09-20
2021-09-27,6.3121538162231445,6.385000228881836,6.954999923706055,6.320000171661377,6.619999885559082,921450,2021-09-27
2021-10-04,7.157398700714111,7.239999771118164,7.849999904632568,6.375,6.590000152587891,5359380,2021-10-04
2021-10-11,7.696180820465088,7.784999847412109,8.399999618530273,7.059999942779541,7.224999904632568,7378660,2021-10-11
2021-10-18,8.694658279418945,8.795000076293945,9.494999885559082,7.610000133514404,7.775000095367432,16598710,2021-10-18
2021-10-25,8.205306053161621,8.300000190734863,8.989999771118164,8.119999885559082,8.989999771118164,1807530,2021-10-25
2021-11-01,8.472224235534668,8.569999694824219,9.279999732971191,8.305000305175781,8.765000343322754,2591830,2021-11-01
2021-11-08,8.309106826782227,8.404999732971191,8.699999809265137,8.125,8.699999809265137,917070,2021-11-08
2021-11-15,8.289336204528809,8.385000228881836,9.0,8.335000038146973,8.380000114440918,1676960,2021-11-15
2021-11-22,8.31899356842041,8.414999961853027,8.645000457763672,7.800000190734863,8.119999885559082,1811580,2021-11-22
2021-11-29,8.096559524536133,8.1899995803833,8.545000076293945,7.735000133514404,8.199999809265137,1266720,2021-11-29
2021-12-06,8.660057067871094,8.760000228881836,9.130000114440918,8.244999885559082,8.359999656677246,3334330,2021-12-06
2021-12-13,8.005000114440918,8.005000114440918,8.979999542236328,7.71999979019165,8.760000228881836,1534380,2021-12-13
2021-12-20,8.279999732971191,8.279999732971191,8.449999809265137,7.610000133514404,7.994999885559082,935890,2021-12-20
2021-12-27,9.234999656677246,9.234999656677246,9.699999809265137,7.534999847412109,8.385000228881836,13543700,2021-12-27
2022-01-03,10.9399995803833,10.9399995803833,11.800000190734863,9.515000343322754,9.600000381469727,31187840,2022-01-03
2022-01-10,12.829999923706055,12.829999923706055,13.699999809265137,10.505000114440918,11.125,39070060,2022-01-10
2022-01-17,12.265000343322754,12.265000343322754,13.234999656677246,11.600000381469727,12.845000267028809,19700800,2022-01-17
2022-01-24,12.255000114440918,12.255000114440918,12.864999771118164,11.25,12.265000343322754,4919920,2022-01-24
2022-01-31,12.354999542236328,12.354999542236328,13.100000381469727,11.824999809265137,12.255000114440918,3612340,2022-01-31
2022-02-07,11.949999809265137,11.949999809265137,12.75,11.850000381469727,12.680000305175781,3530140,2022-02-07
2022-02-14,10.819999694824219,10.819999694824219,11.854999542236328,10.539999961853027,11.449999809265137,3552170,2022-02-14
2022-02-21,10.244999885559082,10.244999885559082,11.59000015258789,9.125,10.850000381469727,2511240,2022-02-21
2022-02-28,9.994999885559082,9.994999885559082,10.484999656677246,9.800000190734863,10.100000381469727,947700,2022-02-28
2022-03-07,10.625,10.625,10.675000190734863,9.640000343322754,9.8100004196167,1058060,2022-03-07
2022-03-14,10.625,10.625,11.085000038146973,10.399999618530273,10.649999618530273,902930,2022-03-14
2022-03-21,10.385000228881836,10.385000228881836,11.399999618530273,10.319999694824219,10.760000228881836,2496630,2022-03-21
2022-03-28,10.600000381469727,10.600000381469727,10.875,9.795000076293945,10.390000343322754,1571870,2022-03-28
2022-04-04,10.5600004196167,10.5600004196167,11.045000076293945,10.420000076293945,10.6899995803833,2040750,2022-04-04
2022-04-11,10.704999923706055,10.704999923706055,11.1899995803833,10.4350004196167,10.510000228881836,1718530,2022-04-11
2022-04-18,11.65999984741211,11.65999984741211,12.880000114440918,10.510000228881836,10.774999618530273,16510950,2022-04-18
2022-04-25,11.335000038146973,11.335000038146973,11.984999656677246,11.020000457763672,11.359999656677246,3271250,2022-04-25
2022-05-02,10.630000114440918,10.630000114440918,11.78499984741211,10.430000305175781,11.295000076293945,1808390,2022-05-02
2022-05-09,8.819999694824219,8.819999694824219,10.845000267028809,8.755000114440918,10.845000267028809,3235600,2022-05-09
2022-05-16,9.270000457763672,9.270000457763672,9.630000114440918,8.8100004196167,8.835000038146973,1287620,2022-05-16
2022-05-23,8.90999984741211,8.90999984741211,10.539999961853027,8.699999809265137,9.399999618530273,1831850,2022-05-23
2022-05-30,8.895000457763672,8.895000457763672,9.449999809265137,8.819999694824219,9.039999961853027,1207250,2022-05-30
2022-06-06,8.84000015258789,8.84000015258789,9.274999618530273,8.765000343322754,8.765000343322754,568440,2022-06-06
2022-06-13,7.494999885559082,7.494999885559082,8.984999656677246,6.949999809265137,8.96500015258789,1679170,2022-06-13
2022-06-20,7.385000228881836,7.385000228881836,7.625,7.054999828338623,7.625,565300,2022-06-20
2022-06-27,6.824999809265137,6.824999809265137,8.1899995803833,6.235000133514404,7.699999809265137,2001260,2022-06-27
2022-07-04,7.110000133514404,7.110000133514404,7.375,6.784999847412109,6.900000095367432,774340,2022-07-04
2022-07-11,7.15500020980835,7.15500020980835,7.349999904632568,7.0,7.239999771118164,489920,2022-07-11
2022-07-18,7.630000114440918,7.630000114440918,7.724999904632568,7.079999923706055,7.255000114440918,1075530,2022-07-18
2022-07-25,7.769999980926514,7.769999980926514,7.989999771118164,7.554999828338623,7.630000114440918,538560,2022-07-25
2022-08-01,7.769999980926514,7.769999980926514,8.300000190734863,7.5,7.699999809265137,1086190,2022-08-01
2022-08-08,8.4350004196167,8.4350004196167,8.59000015258789,7.795000076293945,7.889999866485596,1036420,2022-08-08
2022-08-15,8.600000381469727,8.600000381469727,8.699999809265137,8.119999885559082,8.4350004196167,771910,2022-08-15
2022-08-22,8.255000114440918,8.255000114440918,8.699999809265137,8.114999771118164,8.555000305175781,673360,2022-08-22
2022-08-29,9.1899995803833,9.1899995803833,9.729999542236328,8.109999656677246,8.180000305175781,1839170,2022-08-29
2022-09-05,8.890000343322754,8.890000343322754,9.699999809265137,8.8149995803833,9.375,1354850,2022-09-05
2022-09-12,9.130000114440918,9.130000114440918,9.970000267028809,8.770000457763672,8.770000457763672,2254330,2022-09-12
2022-09-19,9.125,9.125,9.75,8.960000038146973,9.489999771118164,1009690,2022-09-19
2022-09-26,8.520000457763672,8.520000457763672,9.199999809265137,8.40999984741211,9.180000305175781,661900,2022-09-26
2022-10-03,9.260000228881836,9.260000228881836,9.380000114440918,8.5,8.505000114440918,528610,2022-10-03
2022-10-10,8.470000267028809,8.470000267028809,9.40999984741211,8.449999809265137,8.84000015258789,465860,2022-10-10
2022-10-17,8.515000343322754,8.515000343322754,8.8149995803833,8.125,8.454999923706055,653850,2022-10-17
2022-10-24,8.369999885559082,8.369999885559082,8.65999984741211,8.3100004196167,8.600000381469727,332490,2022-10-24
2022-10-31,9.960000038146973,9.960000038146973,11.0,8.164999961853027,8.369999885559082,17258680,2022-10-31
2022-11-07,9.5,9.5,10.199999809265137,9.369999885559082,10.029999732971191,2741280,2022-11-07
2022-11-14,9.479999542236328,9.479999542236328,9.895000457763672,8.8149995803833,9.725000381469727,1893880,2022-11-14
2022-11-21,9.345000267028809,9.345000267028809,9.979999542236328,9.220000267028809,9.600000381469727,846040,2022-11-21
2022-11-28,9.489999771118164,9.489999771118164,9.765000343322754,8.854999542236328,9.3149995803833,1342940,2022-11-28
2022-12-05,9.1850004196167,9.1850004196167,9.699999809265137,9.09000015258789,9.40999984741211,1075140,2022-12-05
2022-12-12,8.890000343322754,8.890000343322754,9.354999542236328,8.800000190734863,9.270000457763672,835460,2022-12-12
2022-12-19,7.769999980926514,7.769999980926514,9.130000114440918,7.704999923706055,9.130000114440918,803240,2022-12-19
2022-12-26,8.524999618530273,8.524999618530273,8.895000457763672,7.614999771118164,7.619999885559082,429110,2022-12-26
2023-01-02,8.604999542236328,8.604999542236328,9.369999885559082,8.420000076293945,8.675000190734863,1236630,2023-01-02
2023-01-09,8.369999885559082,8.369999885559082,8.800000190734863,8.25,8.800000190734863,327480,2023-01-09
2023-01-16,8.199999809265137,8.199999809265137,8.600000381469727,8.15999984741211,8.574999809265137,313170,2023-01-16
2023-01-23,7.909999847412109,7.909999847412109,8.430000305175781,7.864999771118164,8.260000228881836,261080,2023-01-23
2023-01-30,7.550000190734863,7.550000190734863,8.199999809265137,7.510000228881836,8.039999961853027,421370,2023-01-30
2023-02-06,7.820000171661377,7.820000171661377,8.390000343322754,7.550000190734863,7.574999809265137,432190,2023-02-06
2023-02-13,7.369999885559082,7.369999885559082,8.100000381469727,7.300000190734863,8.100000381469727,493880,2023-02-13
2023-02-20,7.184999942779541,7.184999942779541,7.614999771118164,7.005000114440918,7.300000190734863,277090,2023-02-20
2023-02-27,7.340000152587891,7.340000152587891,7.989999771118164,7.010000228881836,7.394999980926514,945810,2023-02-27
2023-03-06,7.369999885559082,7.369999885559082,7.599999904632568,7.300000190734863,7.329999923706055,314550,2023-03-06
2023-03-13,7.050000190734863,7.050000190734863,7.5,7.0,7.5,313930,2023-03-13
2023-03-20,6.949999809265137,6.949999809265137,7.255000114440918,6.71999979019165,7.255000114440918,312240,2023-03-20
2023-03-27,6.96999979019165,6.96999979019165,7.144999980926514,6.480000019073486,7.079999923706055,729500,2023-03-27
2023-04-03,7.650000095367432,7.650000095367432,7.920000076293945,7.005000114440918,7.09499979019165,388760,2023-04-03
2023-04-10,7.755000114440918,7.755000114440918,7.875,7.355000019073486,7.875,296660,2023-04-10
2023-04-17,7.639999866485596,7.639999866485596,8.21500015258789,7.474999904632568,7.885000228881836,2038680,2023-04-17
2023-04-24,7.409999847412109,7.409999847412109,7.84499979019165,7.380000114440918,7.84499979019165,351170,2023-04-24
2023-05-01,7.414999961853027,7.414999961853027,7.800000190734863,7.324999809265137,7.409999847412109,347520,2023-05-01
2023-05-08,7.690000057220459,7.690000057220459,8.279999732971191,7.510000228881836,7.579999923706055,919220,2023-05-08
2023-05-15,7.400000095367432,7.400000095367432,7.869999885559082,7.300000190734863,7.690000057220459,507410,2023-05-15
2023-05-22,7.215000152587891,7.215000152587891,7.695000171661377,6.960000038146973,7.485000133514404,971880,2023-05-22
2023-05-29,7.739999771118164,7.739999771118164,8.1850004196167,7.210000038146973,7.5,951840,2023-05-29
2023-06-05,7.574999809265137,7.574999809265137,7.985000133514404,7.494999885559082,7.985000133514404,569040,2023-06-05
2023-06-12,7.699999809265137,7.699999809265137,7.989999771118164,7.559999942779541,7.800000190734863,883700,2023-06-12
2023-06-19,7.65500020980835,7.65500020980835,8.164999961853027,7.599999904632568,7.889999866485596,904440,2023-06-19
2023-06-26,7.5,7.5,7.875,7.440000057220459,7.630000114440918,424390,2023-06-26
2023-07-03,7.474999904632568,7.474999904632568,7.664999961853027,7.320000171661377,7.599999904632568,447120,2023-07-03
2023-07-10,7.445000171661377,7.445000171661377,7.735000133514404,7.260000228881836,7.599999904632568,710520,2023-07-10
2023-07-17,7.460000038146973,7.460000038146973,7.690000057220459,7.320000171661377,7.400000095367432,833930,2023-07-17
2023-07-24,7.934999942779541,7.934999942779541,8.390000343322754,7.474999904632568,7.585000038146973,3744250,2023-07-24
2023-07-31,7.724999904632568,7.724999904632568,8.4399995803833,7.650000095367432,7.954999923706055,1108470,2023-07-31
2023-08-07,8.3100004196167,8.3100004196167,8.800000190734863,7.744999885559082,7.744999885559082,2347150,2023-08-07
2023-08-14,8.345000267028809,8.345000267028809,8.805000305175781,8.0,8.204999923706055,1401250,2023-08-14
2023-08-21,9.454999923706055,9.454999923706055,9.555000305175781,8.149999618530273,8.149999618530273,2209740,2023-08-21
2023-08-28,9.994999885559082,9.994999885559082,10.645000457763672,9.555000305175781,9.899999618530273,7083840,2023-08-28
2023-09-04,9.835000038146973,9.835000038146973,10.345000267028809,9.515000343322754,10.100000381469727,1393690,2023-09-04
2023-09-11,9.604999542236328,9.604999542236328,10.100000381469727,8.484999656677246,10.100000381469727,1766290,2023-09-11
2023-09-18,9.350000381469727,9.350000381469727,9.904999732971191,9.324999809265137,9.520000457763672,793680,2023-09-18
2023-09-25,9.375,9.375,9.670000076293945,9.024999618530273,9.390000343322754,978720,2023-09-25
2023-10-02,9.470000267028809,9.470000267028809,9.664999961853027,9.015000343322754,9.375,651340,2023-10-02
2023-10-09,9.135000228881836,9.135000228881836,9.449999809265137,9.024999618530273,9.449999809265137,404530,2023-10-09
2023-10-16,9.21500015258789,9.21500015258789,9.399999618530273,9.0649995803833,9.300000190734863,670730,2023-10-16
2023-10-23,9.210000038146973,9.210000038146973,9.380000114440918,8.954999923706055,9.1899995803833,381780,2023-10-23
2023-10-30,9.604999542236328,9.604999542236328,9.800000190734863,9.050000190734863,9.204999923706055,1665700,2023-10-30
2023-11-06,9.305000305175781,9.305000305175781,9.789999961853027,9.119999885559082,9.725000381469727,534940,2023-11-06
2023-11-13,9.510000228881836,9.510000228881836,9.699999809265137,9.274999618530273,9.4350004196167,345440,2023-11-13
2023-11-20,9.645000457763672,9.645000457763672,10.079999923706055,9.34000015258789,9.364999771118164,1586010,2023-11-20
2023-11-27,9.53499984741211,9.53499984741211,9.970000267028809,9.505000114440918,9.645000457763672,606360,2023-11-27
2023-12-04,9.720000267028809,9.720000267028809,10.239999771118164,9.399999618530273,9.710000038146973,2186810,2023-12-04
2023-12-11,10.239999771118164,10.239999771118164,10.824999809265137,9.654999732971191,9.729999542236328,3977660,2023-12-11
2023-12-18,10.289999961853027,10.289999961853027,10.635000228881836,9.699999809265137,10.430000305175781,1489810,2023-12-18
2023-12-25,10.010000228881836,10.010000228881836,10.444999694824219,10.005000114440918,10.289999961853027,561260,2023-12-25
2024-01-01,10.359999656677246,10.359999656677246,11.130000114440918,9.930000305175781,9.930000305175781,2917830,2024-01-01
2024-01-08,11.305000305175781,11.305000305175781,11.680000305175781,10.220000267028809,10.454999923706055,10045150,2024-01-08
2024-01-15,10.984999656677246,10.984999656677246,11.539999961853027,10.420000076293945,11.520000457763672,2534970,2024-01-15
2024-01-22,10.569999694824219,10.569999694824219,10.984999656677246,10.329999923706055,10.984999656677246,1098360,2024-01-22
2024-01-29,11.225000381469727,11.225000381469727,11.824999809265137,10.414999961853027,10.569999694824219,4243350,2024-01-29
2024-02-05,11.270000457763672,11.270000457763672,11.800000190734863,10.680000305175781,11.479999542236328,3292390,2024-02-05
2024-02-12,11.010000228881836,11.010000228881836,11.420000076293945,10.039999961853027,11.204999923706055,1492950,2024-02-12
2024-02-19,10.510000228881836,10.510000228881836,11.369999885559082,10.03499984741211,11.055000305175781,1732630,2024-02-19
2024-02-26,11.574999809265137,11.574999809265137,12.850000381469727,10.40999984741211,10.40999984741211,37086780,2024-02-26
2024-03-04,11.109999656677246,11.109999656677246,11.795000076293945,10.600000381469727,11.53499984741211,3689970,2024-03-04
2024-03-11,11.345000267028809,11.345000267028809,12.579999923706055,10.255000114440918,11.050000190734863,20886610,2024-03-11
2024-03-18,11.09000015258789,11.09000015258789,11.654999732971191,10.319999694824219,11.345000267028809,1891590,2024-03-18
2024-03-25,10.46500015258789,10.46500015258789,11.25,10.3100004196167,11.09000015258789,1207590,2024-03-25
2024-04-01,10.96500015258789,10.96500015258789,11.399999618530273,10.494999885559082,10.494999885559082,1987800,2024-04-01
2024-04-08,10.9350004196167,10.9350004196167,11.770000457763672,10.8100004196167,10.90999984741211,1767010,2024-04-08
2024-04-15,10.824999809265137,10.824999809265137,11.300000190734863,10.539999961853027,10.800000190734863,749360,2024-04-15
2024-04-22,11.0600004196167,11.0600004196167,11.600000381469727,10.6899995803833,10.710000038146973,1883440,2024-04-22
2024-04-29,11.039999961853027,11.039999961853027,11.270000457763672,10.829999923706055,11.270000457763672,528270,2024-04-29
2024-05-06,10.789999961853027,10.789999961853027,11.300000190734863,10.720000267028809,10.970000267028809,731840,2024-05-06
2024-05-13,11.079999923706055,11.079999923706055,11.220000267028809,10.755000114440918,10.899999618530273,533200,2024-05-13
2024-05-20,10.920000076293945,10.920000076293945,11.510000228881836,10.805000305175781,11.010000228881836,980490,2024-05-20
2024-05-27,10.470000267028809,10.470000267028809,10.989999771118164,10.40999984741211,10.850000381469727,445410,2024-05-27
2024-06-03,10.359999656677246,10.359999656677246,10.954999923706055,9.579999923706055,10.954999923706055,721570,2024-06-03
2024-06-10,11.001999855041504,11.001999855041504,11.050000190734863,10.25,10.5,1397250,2024-06-10
2024-06-17,11.40999984741211,11.40999984741211,11.550000190734863,10.529999732971191,11.001999855041504,2104850,2024-06-17
2024-06-24,11.581000328063965,11.581000328063965,11.972000122070312,11.201000213623047,11.5,4101630,2024-06-24
2024-07-01,11.85200023651123,11.85200023651123,12.100000381469727,11.274999618530273,11.600000381469727,2647730,2024-07-01
2024-07-08,12.027000427246094,12.027000427246094,13.25,11.239999771118164,11.899999618530273,2600270,2024-07-08
2024-07-15,11.555000305175781,11.555000305175781,12.345999717712402,11.404999732971191,12.017999649047852,1208740,2024-07-15
2024-07-22,11.428000450134277,11.428000450134277,11.9399995803833,10.694999694824219,11.600000381469727,1412590,2024-07-22
2024-07-29,12.255000114440918,12.255000114440918,13.467000007629395,11.520000457763672,11.520000457763672,19043820,2024-07-29
2024-08-05,11.850000381469727,11.850000381469727,12.75,11.730999946594238,12.100000381469727,3468420,2024-08-05
2024-08-12,11.434000015258789,11.434000015258789,11.96399974822998,11.201000213623047,11.699999809265137,1299170,2024-08-12
2024-08-19,11.630000114440918,11.630000114440918,12.147000312805176,11.451000213623047,11.600000381469727,1443130,2024-08-19
2024-08-26,12.265999794006348,12.265999794006348,12.564000129699707,11.581000328063965,11.699999809265137,2873280,2024-08-26
2024-09-02,12.178000450134277,12.178000450134277,12.539999961853027,11.854000091552734,12.289999961853027,1713560,2024-09-02
2024-09-09,12.456999778747559,12.456999778747559,12.994999885559082,11.829999923706055,12.199999809265137,3234230,2024-09-09
2024-09-16,11.984999656677246,11.984999656677246,12.99899959564209,11.85099983215332,12.46500015258789,2738890,2024-09-16
2024-09-23,11.628999710083008,11.628999710083008,12.149999618530273,11.60099983215332,12.050000190734863,1103630,2024-09-23
2024-09-30,11.413000106811523,11.413000106811523,11.899999618530273,11.352999687194824,11.60200023651123,761870,2024-09-30
2024-10-07,11.515000343322754,11.515000343322754,11.949999809265137,10.744999885559082,11.5,834930,2024-10-07
2024-10-14,11.347000122070312,11.347000122070312,11.605999946594238,11.029999732971191,11.520000457763672,699280,2024-10-14
2024-10-21,12.508000373840332,12.508000373840332,13.168999671936035,11.5600004196167,11.600000381469727,8272820,2024-10-21
2024-10-28,16.000999450683594,16.000999450683594,16.194000244140625,12.3100004196167,12.3100004196167,47389650,2024-10-28
2024-11-04,16.395999908447266,16.395999908447266,17.389999389648438,14.949999809265137,16.299999237060547,16774730,2024-11-04
2024-11-11,16.349000930786133,16.349000930786133,17.058000564575195,15.168000221252441,16.395999908447266,5611010,2024-11-11
2024-11-18,15.991999626159668,15.991999626159668,17.200000762939453,15.800000190734863,16.349000930786133,3177170,2024-11-18
2024-11-25,15.5,15.5,16.889999389648438,15.300000190734863,16.204999923706055,4959270,2024-11-25
2024-12-02,16.333999633789062,16.333999633789062,16.944000244140625,15.645000457763672,15.729999542236328,9626690,2024-12-02
2024-12-09,16.36400032043457,16.36400032043457,18.4950008392334,16.100000381469727,16.290000915527344,30141600,2024-12-09
2024-12-16,15.607000350952148,15.607000350952148,17.298999786376953,15.560999870300293,16.4950008392334,2409810,2024-12-16
2024-12-23,15.835000038146973,15.835000038146973,16.277000427246094,15.329999923706055,15.998000144958496,643910,2024-12-23
2024-12-30,15.779000282287598,15.779000282287598,15.930000305175781,15.043000221252441,15.600000381469727,1071790,2024-12-30
2025-01-06,14.038000106811523,14.038000106811523,15.829999923706055,14.03600025177002,15.779000282287598,1231490,2025-01-06
2025-01-13,14.04699993133545,14.04699993133545,14.600000381469727,13.354999542236328,13.708000183105469,1270840,2025-01-13
2025-01-20,14.211999893188477,14.211999893188477,14.59000015258789,13.670999526977539,14.199999809265137,491990,2025-01-20
2025-01-27,14.14799976348877,14.14799976348877,14.437999725341797,12.9350004196167,14.300000190734863,603720,2025-01-27
2025-02-03,15.380999565124512,15.380999565124512,15.645000457763672,14.102999687194824,14.4350004196167,696040,2025-02-03
2025-02-10,13.260000228881836,13.260000228881836,15.760000228881836,13.0,15.760000228881836,790306,2025-02-10
2025-02-17,12.899999618530273,12.899999618530273,13.680000305175781,11.859999656677246,13.199999809265137,642559,2025-02-17
2025-02-24,11.710000038146973,11.710000038146973,13.199999809265137,11.3100004196167,13.199999809265137,386093,2025-02-24
2025-03-03,11.680000305175781,11.680000305175781,12.289999961853027,10.729999542236328,12.199999809265137,574825,2025-03-03
2025-03-10,10.569999694824219,10.569999694824219,11.979999542236328,10.260000228881836,11.979999542236328,440341,2025-03-10
