Date,Adj Close_JSL.NS,Close_JSL.NS,High_JSL.NS,Low_JSL.NS,Open_JSL.NS,Volume_JSL.NS,Date
2020-07-13,38.039398193359375,38.400001525878906,40.29999923706055,38.04999923706055,39.70000076293945,1569879,2020-07-13
2020-07-20,37.3954963684082,37.75,39.95000076293945,37.29999923706055,38.599998474121094,1362411,2020-07-20
2020-07-27,35.117095947265625,35.45000076293945,38.0,35.25,37.75,1232457,2020-07-27
2020-08-03,39.07953643798828,39.45000076293945,40.0,35.29999923706055,35.45000076293945,2126533,2020-08-03
2020-08-10,44.32976150512695,44.75,47.150001525878906,40.04999923706055,40.04999923706055,7433460,2020-08-10
2020-08-17,50.6696662902832,51.150001525878906,53.0,45.099998474121094,45.150001525878906,12701422,2020-08-17
2020-08-24,46.75675582885742,47.20000076293945,52.900001525878906,46.79999923706055,52.45000076293945,5821329,2020-08-24
2020-08-31,46.16238784790039,46.599998474121094,48.70000076293945,42.099998474121094,48.150001525878906,4219814,2020-08-31
2020-09-07,44.92413330078125,45.349998474121094,47.79999923706055,43.0,46.599998474121094,1865333,2020-09-07
2020-09-14,43.58680725097656,44.0,46.5,43.5,45.5,2273069,2020-09-14
2020-09-21,42.299015045166016,42.70000076293945,47.099998474121094,39.349998474121094,44.099998474121094,1749765,2020-09-21
2020-09-28,44.13164138793945,44.54999923706055,45.70000076293945,42.04999923706055,42.04999923706055,2079263,2020-09-28
2020-10-05,42.942909240722656,43.349998474121094,45.79999923706055,42.849998474121094,45.79999923706055,967995,2020-10-05
2020-10-12,56.0684814453125,56.599998474121094,58.29999923706055,45.150001525878906,45.150001525878906,19137052,2020-10-12
2020-10-19,57.20768356323242,57.75,62.0,57.0,58.75,8348950,2020-10-19
2020-10-26,62.01213455200195,62.599998474121094,63.20000076293945,52.5,58.150001525878906,10451893,2020-10-26
2020-11-02,57.85158157348633,58.400001525878906,62.650001525878906,56.5,62.650001525878906,5812848,2020-11-02
2020-11-09,61.17012405395508,61.75,63.650001525878906,58.5,59.150001525878906,4037772,2020-11-09
2020-11-16,65.23162078857422,65.8499984741211,67.3499984741211,61.5,61.95000076293945,5266832,2020-11-16
2020-11-23,63.15134048461914,63.75,67.0,62.5,66.0999984741211,3036832,2020-11-23
2020-11-30,69.88748931884766,70.55000305175781,73.0,62.54999923706055,63.75,5489735,2020-11-30
2020-12-07,67.01471710205078,67.6500015258789,71.4000015258789,64.80000305175781,70.0999984741211,3180123,2020-12-07
2020-12-14,70.72949981689453,71.4000015258789,72.69999694824219,65.69999694824219,68.3499984741211,6404760,2020-12-14
2020-12-21,71.42292785644531,72.0999984741211,74.25,62.5,72.3499984741211,5366337,2020-12-21
2020-12-28,75.53395080566406,76.25,85.3499984741211,72.19999694824219,72.75,16133911,2020-12-28
2021-01-04,87.71844482421875,88.55000305175781,92.0,77.30000305175781,77.75,19592077,2021-01-04
2021-01-11,88.56047058105469,89.4000015258789,96.0,85.05000305175781,89.0,11927619,2021-01-11
2021-01-18,84.79615020751953,85.5999984741211,91.1500015258789,85.0999984741211,89.05000305175781,4952803,2021-01-18
2021-01-25,80.43746948242188,81.19999694824219,88.80000305175781,78.0,86.44999694824219,2885703,2021-01-25
2021-02-01,75.73207092285156,76.44999694824219,82.69999694824219,68.69999694824219,80.30000305175781,12618076,2021-02-01
2021-02-08,73.00789642333984,73.69999694824219,79.5,73.5,76.55000305175781,5270330,2021-02-08
2021-02-15,69.04546356201172,69.69999694824219,74.4000015258789,69.0999984741211,74.30000305175781,4170970,2021-02-15
2021-02-22,70.5313720703125,71.19999694824219,74.69999694824219,68.4000015258789,70.05000305175781,3937838,2021-02-22
2021-03-01,73.00789642333984,73.69999694824219,79.9000015258789,69.75,71.75,11763394,2021-03-01
2021-03-08,71.32386016845703,72.0,74.8499984741211,71.55000305175781,74.6500015258789,1582392,2021-03-08
2021-03-15,65.13255310058594,65.75,73.4000015258789,60.45000076293945,73.4000015258789,3465881,2021-03-15
2021-03-22,65.4792709350586,66.0999984741211,67.5,63.650001525878906,66.5,3884123,2021-03-22
2021-03-29,69.19405364990234,69.8499984741211,70.9000015258789,66.0999984741211,66.0999984741211,3199518,2021-03-29
2021-04-05,78.85249328613281,79.5999984741211,80.75,68.0,70.0,8658667,2021-04-05
2021-04-12,74.59288024902344,75.30000305175781,77.8499984741211,70.5,77.8499984741211,4171097,2021-04-12
2021-04-19,77.31704711914062,78.05000305175781,81.3499984741211,71.0,73.69999694824219,18483526,2021-04-19
2021-04-26,88.41188049316406,89.25,93.0,78.30000305175781,79.8499984741211,22695256,2021-04-26
2021-05-03,97.22830200195312,98.1500015258789,101.9000015258789,87.30000305175781,89.69999694824219,17494825,2021-05-03
2021-05-10,90.54167938232422,91.4000015258789,102.9000015258789,90.19999694824219,99.4000015258789,21421572,2021-05-10
2021-05-17,94.9003677368164,95.80000305175781,98.30000305175781,90.6500015258789,92.0,9953762,2021-05-17
2021-05-24,91.6808853149414,92.55000305175781,97.0,91.0,96.0,7500808,2021-05-24
2021-05-31,91.33416748046875,92.19999694824219,95.4000015258789,90.69999694824219,93.6500015258789,6918798,2021-05-31
2021-06-07,104.2616195678711,105.25,106.69999694824219,91.4000015258789,92.69999694824219,21113834,2021-06-07
2021-06-14,95.4947280883789,96.4000015258789,110.69999694824219,90.55000305175781,105.0,25379848,2021-06-14
2021-06-21,105.74754333496094,106.75,108.5999984741211,92.30000305175781,94.0,14828260,2021-06-21
2021-06-28,108.22405242919922,109.25,113.44999694824219,105.30000305175781,106.6500015258789,12593224,2021-06-28
2021-07-05,119.66559600830078,120.80000305175781,124.19999694824219,105.30000305175781,110.5999984741211,21034720,2021-07-05
2021-07-12,122.6374282836914,123.80000305175781,129.60000610351562,117.05000305175781,124.0,22972343,2021-07-12
2021-07-19,153.24725341796875,154.6999969482422,158.39999389648438,118.75,122.94999694824219,46499137,2021-07-19
2021-07-26,160.77589416503906,162.3000030517578,168.39999389648438,144.0,160.8000030517578,42747322,2021-07-26
2021-08-02,162.01414489746094,163.5500030517578,165.8000030517578,151.0500030517578,164.0500030517578,12397092,2021-08-02
2021-08-09,157.75453186035156,159.25,167.89999389648438,140.0,164.5,15155304,2021-08-09
2021-08-16,135.5153350830078,136.8000030517578,158.75,135.0500030517578,157.89999389648438,7331494,2021-08-16
2021-08-23,145.2233123779297,146.60000610351562,153.9499969482422,125.6500015258789,139.39999389648438,24670572,2021-08-23
2021-08-30,150.12684631347656,151.5500030517578,157.1999969482422,145.3000030517578,148.1999969482422,10772238,2021-08-30
2021-09-06,162.5094451904297,164.0500030517578,167.75,152.60000610351562,152.89999389648438,16639678,2021-09-06
2021-09-13,162.2617950439453,163.8000030517578,174.39999389648438,158.6999969482422,164.39999389648438,14003291,2021-09-13
2021-09-20,158.7451171875,160.25,166.6999969482422,149.0,161.0,9496718,2021-09-20
2021-09-27,166.76907348632812,168.35000610351562,169.89999389648438,155.0,162.0,9946627,2021-09-27
2021-10-04,166.76907348632812,168.35000610351562,181.39999389648438,163.85000610351562,170.0,13489522,2021-10-04
