Date,Adj Close_ATUL.NS,Close_ATUL.NS,High_ATUL.NS,Low_ATUL.NS,Open_ATUL.NS,Volume_ATUL.NS,Date
2020-07-13,4560.94287109375,4630.89990234375,4714.0,4560.0,4655.60009765625,52945,2020-07-13
2020-07-20,4848.6298828125,4923.0,4949.0,4635.0,4675.0,223743,2020-07-20
2020-07-27,4977.6025390625,5053.9501953125,5150.0,4851.60009765625,4987.75,258818,2020-07-27
2020-08-03,5074.71240234375,5152.5498046875,5285.25,5019.10009765625,5053.9501953125,122283,2020-08-03
2020-08-10,5143.064453125,5221.9501953125,5444.85009765625,5110.2001953125,5170.0,124231,2020-08-10
2020-08-17,5611.43017578125,5697.5,5870.0,5150.5,5230.0,262795,2020-08-17
2020-08-24,6125.83984375,6219.7998046875,6443.4501953125,5650.25,5710.0,450380,2020-08-24
2020-08-31,6024.10009765625,6116.5,6399.0,5550.0,6221.0,334375,2020-08-31
2020-09-07,6195.8662109375,6290.89990234375,6420.10009765625,6011.10009765625,6165.0,266551,2020-09-07
2020-09-14,6545.20703125,6645.60009765625,7019.75,6300.0,6335.0,889698,2020-09-14
2020-09-21,5997.11376953125,6089.10009765625,6815.5,5824.9501953125,6720.0,234507,2020-09-21
2020-09-28,6007.9482421875,6100.10009765625,6251.7001953125,5995.2998046875,6179.0,197376,2020-09-28
2020-10-05,5819.83349609375,5909.10009765625,6190.0,5900.0,6121.0,135406,2020-10-05
2020-10-12,5903.3525390625,5993.89990234375,6100.0,5906.10009765625,5949.0,114446,2020-10-12
2020-10-19,6024.1494140625,6116.5498046875,6250.0,5760.0,5999.89990234375,200469,2020-10-19
2020-10-26,5917.83056640625,6008.60009765625,6158.0,5940.0,6120.0,141459,2020-10-26
2020-11-02,6057.09423828125,6150.0,6188.0,5860.0,5960.0498046875,87732,2020-11-02
2020-11-09,6278.25146484375,6374.5498046875,6451.0,6136.10009765625,6200.0,139081,2020-11-09
2020-11-16,6440.61181640625,6539.39990234375,6600.0,6324.14990234375,6361.0,72912,2020-11-16
2020-11-23,6215.0224609375,6310.35009765625,6594.9501953125,6061.2998046875,6545.0,153201,2020-11-23
2020-11-30,6052.16943359375,6145.0,6345.0,6111.0,6310.35009765625,81917,2020-11-30
2020-12-07,6016.17236328125,6108.4501953125,6225.0,6015.0,6152.4501953125,122531,2020-12-07
2020-12-14,6195.02880859375,6290.0498046875,6309.0,5951.0,6109.0,227201,2020-12-14
2020-12-21,6403.57958984375,6501.7998046875,6700.0,6001.0,6289.0,151599,2020-12-21
2020-12-28,6274.95263671875,6371.2001953125,6575.0,6332.25,6549.9501953125,89876,2020-12-28
2021-01-04,6540.2333984375,6640.5498046875,6744.9501953125,6390.0,6428.0,260701,2021-01-04
2021-01-11,6489.46240234375,6589.0,6749.0,6500.0,6680.0,254740,2021-01-11
2021-01-18,6411.41015625,6509.75,6639.64990234375,6430.0,6589.0,138516,2021-01-18
2021-01-25,6276.33154296875,6372.60009765625,6800.0,6222.0,6730.0,164618,2021-01-25
2021-02-01,6284.2109375,6380.60009765625,6660.0,6359.0,6400.0,127077,2021-02-01
2021-02-08,6740.9052734375,6844.2998046875,6875.0,6280.0,6400.0,203153,2021-02-08
2021-02-15,6478.826171875,6578.2001953125,6950.0,6520.10009765625,6880.0,158670,2021-02-15
2021-02-22,6460.35888671875,6559.4501953125,6726.60009765625,6355.0,6578.0,109209,2021-02-22
2021-03-01,6581.0576171875,6682.0,6749.7998046875,6518.14990234375,6595.0,98072,2021-03-01
2021-03-08,6681.6640625,6784.14990234375,6840.0,6670.0,6724.4501953125,61980,2021-03-08
2021-03-15,6630.79443359375,6732.5,6860.0,6452.2001953125,6860.0,60846,2021-03-15
2021-03-22,6913.65625,7019.7001953125,7245.0,6670.0498046875,6764.0,204824,2021-03-22
2021-03-29,7303.32958984375,7415.35009765625,7457.4501953125,6940.0,7019.7001953125,70886,2021-03-29
2021-04-05,7851.66845703125,7972.10009765625,8086.0,7326.0,7432.0,167705,2021-04-05
2021-04-12,7663.0615234375,7780.60009765625,7950.0,7345.0,7950.0,145535,2021-04-12
2021-04-19,7720.23388671875,7838.64990234375,7876.89990234375,7470.0,7651.0,233326,2021-04-19
2021-04-26,7966.5068359375,8088.7001953125,8610.0,7849.0,7849.0,284835,2021-04-26
2021-05-03,8186.67919921875,8312.25,8599.0,7950.2001953125,8000.0,128084,2021-05-03
2021-05-10,8079.37548828125,8203.2998046875,8395.0,8121.10009765625,8346.0,145481,2021-05-10
2021-05-17,8433.5927734375,8562.9501953125,8598.900390625,8152.0498046875,8220.0,97040,2021-05-17
2021-05-24,8377.20703125,8505.7001953125,8801.2998046875,8355.0,8565.0,76783,2021-05-24
2021-05-31,8473.2353515625,8603.2001953125,8650.0,8430.0498046875,8505.0,269895,2021-05-31
2021-06-07,8716.306640625,8850.0,9140.0,8595.0,8603.2001953125,164001,2021-06-07
2021-06-14,8790.9609375,8925.7998046875,9033.400390625,8775.900390625,8852.0,126934,2021-06-14
2021-06-21,8744.12890625,8878.25,8992.349609375,8730.0,8780.0,131456,2021-06-21
2021-06-28,9145.8681640625,9286.150390625,9660.0,8801.0,8878.0,100395,2021-06-28
2021-07-05,9099.52734375,9239.099609375,9552.650390625,9201.0,9392.0,62103,2021-07-05
2021-07-12,9163.9404296875,9304.5,9515.0,9205.5498046875,9300.0,52112,2021-07-12
2021-07-19,9134.2099609375,9254.349609375,9600.0,9110.0498046875,9319.9501953125,89483,2021-07-19
2021-07-26,8935.8212890625,9053.349609375,9349.7998046875,8870.0,9327.0,234003,2021-07-26
2021-08-02,8968.8359375,9086.7998046875,9150.0,9035.0,9096.400390625,164176,2021-08-02
2021-08-09,8847.2861328125,8963.650390625,9160.0,8765.0,8970.0,72234,2021-08-09
2021-08-16,9022.9248046875,9141.599609375,9378.9501953125,8925.0,8925.0,54477,2021-08-16
2021-08-23,8890.71484375,9007.650390625,9168.4501953125,8850.0,9141.599609375,75767,2021-08-23
2021-08-30,9098.580078125,9218.25,9552.900390625,9000.0498046875,9064.4501953125,117234,2021-08-30
2021-09-06,9132.927734375,9253.0498046875,9405.0,9210.0,9237.9501953125,67026,2021-09-06
2021-09-13,9518.359375,9643.5498046875,9999.0,9224.5,9285.0,106059,2021-09-13
2021-09-20,9396.36328125,9519.9501953125,9880.0,9246.0,9643.5498046875,88772,2021-09-20
2021-09-27,9614.3466796875,9740.7998046875,9792.0,9306.599609375,9519.9501953125,145404,2021-09-27
2021-10-04,10398.4345703125,10535.2001953125,10642.0,9623.0,9845.0,295444,2021-10-04
2021-10-11,10363.24609375,10499.5498046875,10969.0,10438.900390625,10639.400390625,86337,2021-10-11
2021-10-18,9524.033203125,9649.2998046875,10775.0,9391.0498046875,10705.0,182088,2021-10-18
2021-10-25,9009.8974609375,9128.400390625,9974.0,8860.9501953125,9705.400390625,216066,2021-10-25
2021-11-01,8816.7861328125,8932.75,9300.0,8784.0,9128.0,90783,2021-11-01
2021-11-08,8582.1728515625,8695.0498046875,8960.0,8675.7001953125,8947.0,122014,2021-11-08
2021-11-15,8591.794921875,8704.7998046875,9145.0,8407.150390625,8738.849609375,151765,2021-11-15
2021-11-22,8187.31640625,8295.0,8750.0,8250.0498046875,8749.0,276169,2021-11-22
2021-11-29,8772.2724609375,8887.650390625,8899.0,8162.60009765625,8300.0,140485,2021-11-29
2021-12-06,8788.458984375,8904.0498046875,9124.7001953125,8725.0498046875,8940.0,173385,2021-12-06
2021-12-13,8390.0986328125,8500.4501953125,9004.650390625,8402.650390625,8964.900390625,97804,2021-12-13
2021-12-20,8580.4453125,8693.2998046875,8854.2001953125,8313.4501953125,8499.7998046875,191845,2021-12-20
2021-12-27,8921.755859375,9039.099609375,9050.0,8561.0,8680.0498046875,97183,2021-12-27
2022-01-03,9184.1552734375,9304.9501953125,9420.150390625,8964.0498046875,9049.900390625,362279,2022-01-03
2022-01-10,10370.1552734375,10506.5498046875,10597.9501953125,9251.25,9315.7998046875,269076,2022-01-10
2022-01-17,9546.982421875,9672.5498046875,10856.7998046875,9632.25,10499.5,216015,2022-01-17
2022-01-24,9745.8173828125,9874.0,10198.0,9043.7998046875,9625.0,233688,2022-01-24
2022-01-31,9329.4921875,9452.2001953125,9962.9501953125,9400.0,9940.0,176165,2022-01-31
2022-02-07,9403.1728515625,9526.849609375,9796.5,9168.650390625,9519.900390625,100420,2022-02-07
2022-02-14,9097.9384765625,9217.599609375,9711.2001953125,9117.25,9300.0498046875,194039,2022-02-14
2022-02-21,8967.50390625,9085.4501953125,9335.0,8622.0498046875,9200.0,131141,2022-02-21
2022-02-28,8434.61328125,8545.5498046875,9345.150390625,8500.0,9070.0,98789,2022-02-28
2022-03-07,9413.48828125,9537.2998046875,9600.0,8216.25,8484.9501953125,214970,2022-03-07
2022-03-14,9612.4716796875,9738.900390625,10049.5,9230.5498046875,9498.900390625,294342,2022-03-14
2022-03-21,9986.453125,10117.7998046875,10289.599609375,9580.0,9900.0,249916,2022-03-21
2022-03-28,9741.919921875,9870.0498046875,10647.400390625,9830.0,10129.849609375,383185,2022-03-28
2022-04-04,9837.0673828125,9966.4501953125,10130.0,9820.0,9874.9501953125,187998,2022-04-04
2022-04-11,9580.0966796875,9706.099609375,10200.0,9644.0,9948.900390625,132755,2022-04-11
2022-04-18,9722.4736328125,9850.349609375,10009.900390625,9607.0498046875,9725.0,181357,2022-04-18
2022-04-25,8836.5751953125,8952.7998046875,10071.0,8697.0,9830.0,569494,2022-04-25
2022-05-02,8422.2255859375,8533.0,8946.400390625,8295.0,8938.849609375,142498,2022-05-02
2022-05-09,8159.0869140625,8266.400390625,8576.7001953125,7913.2998046875,8533.0,261670,2022-05-09
2022-05-16,8107.0224609375,8213.650390625,8604.0,8145.0,8339.0,144486,2022-05-16
2022-05-23,8058.80615234375,8164.7998046875,8290.849609375,7750.0,8290.849609375,212154,2022-05-23
2022-05-30,7911.1484375,8015.2001953125,8408.099609375,7952.60009765625,8230.0,174170,2022-05-30
2022-06-06,8040.7919921875,8146.5498046875,8200.0,7760.0,8045.0,188778,2022-06-06
2022-06-13,7872.259765625,7975.7998046875,8241.0,7767.0,8120.0,134853,2022-06-13
2022-06-20,7830.953125,7933.9501953125,8123.7998046875,7796.85009765625,7975.0,137344,2022-06-20
2022-06-27,7919.685546875,8023.85009765625,8120.0,7887.0,8049.5,116571,2022-06-27
2022-07-04,8090.2919921875,8196.7001953125,8290.0,7976.60009765625,8012.0,135547,2022-07-04
2022-07-11,8242.78515625,8351.2001953125,8539.900390625,8182.64990234375,8223.0,125662,2022-07-11
2022-07-18,8572.6865234375,8659.650390625,8823.5498046875,8145.0498046875,8363.0,399308,2022-07-18
2022-07-25,8797.703125,8886.9501953125,8945.25,8485.0,8600.0,326461,2022-07-25
2022-08-01,9288.3759765625,9382.599609375,9515.7998046875,8886.9501953125,8899.900390625,173145,2022-08-01
2022-08-08,9126.171875,9218.75,9488.0,9200.0,9400.0,84304,2022-08-08
2022-08-15,9059.2998046875,9151.2001953125,9458.900390625,9136.099609375,9218.75,105906,2022-08-15
2022-08-22,8999.8525390625,9091.150390625,9299.849609375,8836.75,9152.0,237199,2022-08-22
2022-08-29,9128.845703125,9221.4501953125,9333.349609375,8940.0498046875,8999.5498046875,87848,2022-08-29
2022-09-05,9141.9619140625,9234.7001953125,9398.849609375,9042.7001953125,9221.0,147361,2022-09-05
2022-09-12,9143.3466796875,9236.099609375,9812.900390625,9122.25,9265.0,264198,2022-09-12
2022-09-19,9161.216796875,9254.150390625,9449.75,9112.5498046875,9184.900390625,89822,2022-09-19
2022-09-26,8933.279296875,9023.900390625,9248.0,8683.0498046875,9248.0,220801,2022-09-26
2022-10-03,8811.01953125,8900.400390625,9154.9501953125,8850.0,9020.0,98142,2022-10-03
2022-10-10,8676.7314453125,8764.75,8936.2998046875,8575.0,8820.150390625,114952,2022-10-10
2022-10-17,8350.0947265625,8434.7998046875,8806.9501953125,8356.7998046875,8789.900390625,236516,2022-10-17
2022-10-24,8231.6953125,8315.2001953125,8549.900390625,8102.0498046875,8434.0,169745,2022-10-24
2022-10-31,8378.8037109375,8463.7998046875,8524.25,8299.7998046875,8356.7998046875,89527,2022-10-31
2022-11-07,8257.7802734375,8341.5498046875,8594.9501953125,8205.0,8463.7998046875,109884,2022-11-07
2022-11-14,7998.4619140625,8079.60009765625,8499.0,7928.0,8339.9501953125,169831,2022-11-14
2022-11-21,8119.18701171875,8201.5498046875,8244.849609375,7954.4501953125,8090.0,95981,2022-11-21
2022-11-28,8798.099609375,8887.349609375,8927.0,8151.9501953125,8201.5498046875,188898,2022-11-28
2022-12-05,8250.2080078125,8333.900390625,8947.849609375,8303.2001953125,8889.9501953125,115456,2022-12-05
2022-12-12,7977.177734375,8058.10009765625,8371.5498046875,8024.85009765625,8303.0,117430,2022-12-12
2022-12-19,7766.51416015625,7845.2998046875,8295.0,7820.2001953125,8000.2001953125,146017,2022-12-19
2022-12-26,8175.0703125,8258.0,8372.75,7800.10009765625,7859.9501953125,238398,2022-12-26
2023-01-02,7750.427734375,7829.0498046875,8335.849609375,7756.0,8260.0,161937,2023-01-02
2023-01-09,7621.5849609375,7698.89990234375,7869.9501953125,7605.0,7868.0,227718,2023-01-09
2023-01-16,7356.82080078125,7431.4501953125,7850.0,7350.5,7725.85009765625,250264,2023-01-16
2023-01-23,6927.4267578125,6997.7001953125,7411.0,6873.75,7411.0,292033,2023-01-23
2023-01-30,7175.60888671875,7248.39990234375,7344.4501953125,6894.89990234375,7035.64990234375,163435,2023-01-30
2023-02-06,7094.58056640625,7166.5498046875,7421.0,7065.0498046875,7287.0,130336,2023-02-06
2023-02-13,7217.533203125,7290.75,7489.89990234375,7012.0,7189.9501953125,146711,2023-02-13
2023-02-20,7077.25634765625,7149.0498046875,7323.0,7058.0498046875,7299.89990234375,172267,2023-02-20
2023-02-27,6981.32958984375,7052.14990234375,7169.89990234375,6950.0,7140.0,138598,2023-02-27
2023-03-06,6923.615234375,6993.85009765625,7127.10009765625,6890.0,7087.0,124096,2023-03-06
2023-03-13,6917.27978515625,6987.4501953125,7043.0498046875,6745.64990234375,6981.0,218054,2023-03-13
2023-03-20,6852.041015625,6921.5498046875,7120.0,6840.0,7000.0,100355,2023-03-20
2023-03-27,6889.1640625,6959.0498046875,7050.0,6905.89990234375,6952.0,73290,2023-03-27
2023-04-03,6961.5302734375,7032.14990234375,7048.0,6840.89990234375,7032.9501953125,57518,2023-04-03
2023-04-10,6992.07080078125,7063.0,7167.5498046875,6962.4501953125,7032.14990234375,116681,2023-04-10
2023-04-17,6923.86279296875,6994.10009765625,7148.0,6851.10009765625,7063.0,143079,2023-04-17
2023-04-24,6802.5927734375,6871.60009765625,7139.85009765625,6770.0,7010.0,184070,2023-04-24
2023-05-01,6653.951171875,6721.4501953125,6871.60009765625,6530.0,6871.60009765625,478387,2023-05-01
2023-05-08,6877.28466796875,6947.0498046875,6960.0,6691.0,6721.9501953125,316205,2023-05-08
